DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-32.8591452725,-2.60757,0.3567775,-0.864014,0.09118276075,-0.0345781,-0.0933,386.875,0.66189196125,5.45722,0.047045262,0.451029,0.383085,0.151941,2.0216,0.1343462,6.80927,0.339773,5.24425,28.1325,88.6,3.1449568915,2.38525,6.632,6.27375,4.03625,-18.38399,-8.84873875,0,0,-67.43,0,0
1,0.75,-33.1801773975,-2.4058725,0.611052,-0.9552135,0.1307805,-0.0507915,-0.122335,386.69775,0.6489064405,5.4465425,0.044821204,0.43713875,0.3660215,0.15389275,1.88955,0.13883425,6.6505,0.3041405,4.8655,28.3275,88.6,3.083656531,2.137,6.33225,6.09725,4.24725,-18.5868375,-9.23215875,0,0,-67.96,0,0
1,1.25,-34.227975,-2.135395,0.343808401,-0.6062885,0.089413084,-0.051359125,-0.10217,386.6405,0.651718909,5.4417675,0.04340193725,0.44324775,0.37289175,0.1531915,1.9035325,0.13506525,6.137705,0.328397,4.79625,28.6825,88.5625,2.92901648,1.96,6.025,5.98125,3.96225,-18.9611125,-10.00579675,0,0,-67.3,0,0
1,1.75,-35.327075,-1.6561475,0.3779206465,-0.553103,0.142247,-0.0393091,-0.0949,386.418,0.657776746,5.39538,0.039939832,0.436312,0.38106,0.154298,1.9438,0.140947,5.88442,0.329148,4.53125,28.305,88.515,2.86133947275,1.92625,5.80225,5.83625,3.81175,-19.00629,-10.392675,0,0,-67.15,0,0
1,2.25,-35.7126195575,-1.81869,0.3820065,-0.61491,0.103958357,-0.0493383,-0.12095125,386.38125,0.613051244,5.3476025,0.0424217265,0.440069,0.379738,0.1531895,1.89514,0.13213975,5.5139575,0.319387,4.38225,27.965,88.5,2.69260111425,1.93075,5.65275,5.68325,4.102,-19.003245,-10.6006175,0,0,-66.46,0,0
1,2.75,-36.906425,-1.72869,0.50576825,-0.71595825,0.151795,-0.0524345,-0.116105,386.719,0.5824937065,5.334215,0.0394061315,0.46062225,0.382525,0.16065025,2.00509,0.14820315,5.6330475,0.29797125,4.23075,27.5575,88.5,2.726839606,1.65,5.44475,5.53325,3.902,-19.2916875,-10.7592225,0,0,-66.99,0,0
1,3.25,-38.23775,-1.8298,0.400856,-0.64596325,0.14433697625,-0.044720375,-0.10586625,386.42925,0.62052083975,5.409125,0.039886954,0.4482755,0.38843325,0.16979725,2.0074075,0.1456585,5.67029,0.31779475,4.61,28.295,88.5,2.70573997025,1.566,5.20525,5.37625,4.1585,-19.36572,-11.0690775,0,0,-67.255,0,0
1,3.75,-37.0375,-1.57384,0.853204,-0.6012325,0.125366,-0.0379321,-0.09745,386.71975,0.629346077,5.45849,0.04380706275,0.44919675,0.39586,0.16082625,1.8272975,0.14047235,5.7915075,0.3081445,4.457,27.88,88.5,2.811161811,1.52575,5.02825,5.24375,3.324,-18.82515,-11.28279,0,0,-66.99,0,0
1,4.25,-38.207,-1.40716,0.798112,-0.783182,0.1179188815,-0.0366959,-0.102454,387.197,0.663609541,5.40714,0.046918124,0.456967,0.385096,0.161859,1.74537,0.142775,5.88696,0.342268,4.195,28.83915286,88.51,2.87568855575,1.40725,4.99625,5.12025,3.24775,-18.4412275,-11.392335,0,0,-65.65,0,0
1,4.75,-36.833875,-2.21261,0.120354557,-0.754177,0.137227593,-0.0441518,-0.1037635,386.7665,0.646525689,5.3665075,0.0422548225,0.46384625,0.37608025,0.15795475,1.805915,0.1418782,5.7770075,0.31549125,4.2585,28.3825,88.5,2.84621630575,1.32125,4.8325,4.9635,3.33825,-18.4675275,-11.40297,0,0,-65.45,0,0
