DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SC_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,420.0604,1.2666575,2059.801,0.1152554,2.301936,0.0015970595,0.07175279,-13.85,-3.779591,0.026242645,-0.48848765,-0.08979997,2.17583,0.23318375,95.90499,-10.328,-10.88,-10.95333,-11.05667,-11.16,-2.472667,-1.867333,-1.291,-0.3353,1.48,3.057,3.8682165,-11.828,0,0,0.365598,264.9513,276.0566,-11.18667,-11.2,0.1377637
1,0.75,420.23445,1.268678,2058.4105,0.1329163,2.815495,0.004714056,0.008917021,-13.858335,-3.5100415,0.055227,-0.4487548,-0.05539923,2.224795,0.2400817,95.86766,-10.36825,-11.08,-11.09,-11.23833,-11.411665,-2.5575,-1.8763335,-1.3328335,-0.349,1.4116665,3.035833,3.858917,-11.952175,0,0,0.35518065,265.7034,277.1153,-11.466665,-11.485,0.1316526
1,1.25,420.63915,1.277977,2058.678,0.1232821,2.747473,0.01461886,-0.02907509,-13.77,-3.9865795,-0.01038322,-0.4894282,-0.0759384,2.210147,0.24033495,95.8525,-10.32,-11.178335,-11.316665,-11.44833,-11.543335,-2.6145,-1.8448335,-1.307167,-0.35116665,1.4106665,3.0363335,3.8605,-12.509815,0,0,0.3539192,263.96675,276.5006,-11.611665,-11.628335,0.13370645
1,1.75,421.0715,1.2751295,2059.818,0.1057478,2.937943,0.01296,0.11199805,-13.72667,-3.643084,0.04124993,-0.4449482,-0.077959895,2.139693,0.2386163,95.85466,-10.56266,-11.396665,-11.446665,-11.62,-11.64,-2.653833,-1.834833,-1.2868335,-0.3426667,1.4145,3.029,3.8653175,-12.00811,0,0,0.3535198,267.4419,277.2009,-11.66,-11.676665,0.1625749
1,2.25,421.5521,1.269035,2060.706,0.11269285,2.780723,0.007400243,-0.01539598,-13.72167,-3.372939,0.0919727,-0.419551,-0.04097442,2.2325845,0.24156825,95.865845,-10.630625,-11.285,-11.441665,-11.56,-11.675,-2.549833,-1.838167,-1.3075,-0.3116667,1.441,3.0355,3.858751,-11.15016,0,0,0.37866,266.9835,277.52085,-11.823335,-11.826665,0.13582905
1,2.75,421.5188,1.271909,2063.26,0.1403801,2.268246,0.01837259,0.12071275,-13.76,-3.064992,0.04733467,-0.31731,-0.07623178,2.169757,0.2401907,95.864175,-10.625505,-11.48,-11.48,-11.76,-11.9,-2.608667,-1.914333,-1.338333,-0.34,1.391667,3.004,3.870001,-10.946835,0,0,0.34143365,270.4707,278.1245,-12.08,-12.06667,0.15996605
1,3.25,422.2688,1.258623,2063.872,0.1002016,2.1832115,0.005353713,0.075668265,-13.77,-3.358883,0.0454215,-0.4464634,-0.063287305,2.110631,0.2206767,95.85133,-10.712335,-11.32333,-11.39,-11.59,-11.66,-2.729667,-1.876,-1.319,-0.374,1.375,2.99,3.869035,-11.452,0,0,0.3643864,270.1079,277.6875,-11.89,-11.86,0.128598
1,3.75,421.99015,1.237901,2063.976,0.12621355,2.698167,0.0109919965,0.12671085,-13.77,-2.786427,0.02853537,-0.3495975,-0.1247744,2.1673945,0.2380115,95.861845,-10.1027,-11.37,-11.6,-11.71667,-11.80667,-2.662333,-1.927333,-1.335667,-0.3816667,1.38,2.981,3.862,-10.48,0,0,0.33969985,273.111,278.5378,-11.91667,-11.95,0.1421373
1,4.25,422.0584,1.221995,2065.361,0.1215862,3.15885,0.013266175,0.01817353,-13.748335,-3.27267,0.0107964,-0.3613395,-0.1346379,2.146016,0.22563025,95.83334,-10.31567,-11.415,-11.64333,-11.796665,-11.805,-2.723667,-1.8853335,-1.3215,-0.37898335,1.3971665,3.0095,3.882533,-10.5765,0,0,0.3450777,273.0952,278.7505,-11.875,-11.891665,0.1451575
1,4.75,421.892,1.197208,2064.3865,0.10576555,3.038629,0.01321693,0.043834115,-13.68333,-3.07,0.05551375,-0.2888278,-0.07798952,2.18674,0.2423009,95.845175,-10.2809,-11.69667,-11.89333,-11.95,-11.95333,-2.930333,-1.992333,-1.320667,-0.4063,1.366667,2.997,3.896332,-9.742249,0,0,0.3685346,269.92645,279.4348,-12.04,-12.04333,0.1282759
1,5.25,422.1334,1.214506,2067.58,0.12831185,2.453055,0.0052629425,0.113045295,-13.79,-4.005176,0.04145271,-0.2331751,-0.06839483,2.08331,0.2401272,95.83834,-10.51283,-11.45,-11.68,-11.74,-11.96667,-2.888333,-2.015333,-1.308333,-0.4063,1.405333,3.002,3.8956985,-10.33334,0,0,0.3481883,269.4716,277.8079,-12.06,-12.06,0.1663217
1,5.75,422.32715,1.189748,2066.8205,0.14774175,2.709356,0.01627565,0.12431085,-13.87667,-3.644194,0.0576379,-0.2180777,-0.0556565,2.104008,0.2341049,95.83168,-10.39807,-11.39,-11.5,-11.57,-11.66,-2.995333,-2.044667,-1.360333,-0.43,1.395,3.001,3.895265,-10.11163,0,0,0.3588319,269.47505,277.29835,-11.91,-11.91333,0.1800425
1,6.25,422.8286,1.208503,2062.742,0.14936775,2.8190375,0.006087332,0.1201643,-13.9,-4.197996,0.02992901,-0.33138945,-0.05482908,2.134827,0.2422878,95.821005,-10.335935,-11.52333,-11.55,-11.59,-11.67,-3.021333,-2.040667,-1.371333,-0.4206667,1.412,3.011333,3.8937655,-9.331333,0,0,0.31089855,272.5721,278.3502,-11.94,-11.94,0.1703541
1,6.75,423.5291,1.208352,2063.3715,0.1216214,2.6963745,0.0120334,-0.0002870841,-13.90667,-3.664536,0.03662617,-0.2997704,-0.07578761,2.1102095,0.2361659,95.834515,-10.26372,-11.39333,-11.39,-11.73333,-11.7,-2.959333,-2.090667,-1.400333,-0.4303333,1.419,3.030333,3.8927655,-9.685692,0,0,0.3491499,271.4643,278.278,-11.90667,-11.89667,0.14982015
1,7.25,422.417,1.194657,2063.8085,0.154637,3.062331,0.005630151,-0.04201227,-13.86667,-3.488683,0.05531872,0.1888299,-0.01685158,2.204368,0.2291515,95.83869,-10.3966,-11.4,-11.47333,-11.73667,-11.86667,-2.911667,-2.08,-1.407667,-0.4513,1.42,3.029667,3.8918825,-8.728095,0,0,0.32721375,271.1017,278.1968,-11.99333,-11.90333,0.1650326
1,7.75,423.7688,1.2123395,2060.769,0.1540618,2.651327,0.021999115,0.011888035,-13.77,-2.5925985,0.09476938,0.90496105,0.1168537,2.3021915,0.24932275,95.84268,-10.45667,-11.37,-11.74667,-11.82,-11.88,-2.903,-2.042,-1.414333,-0.468,1.392,3.017,3.891532,-5.3631795,0,2.499,2.816524,271.5736,279.5201,-11.88333,-11.89667,0.1772177
1,8.25,423.851,1.207839,2063.413,0.1839996,3.034849,0.002450055,0.0816191,-13.64,0.6304663,0.1816658,1.9891805,0.3013504,2.43,0.2724026,95.88264,-10.62133,-11.03333,-11.37667,-11.38667,-11.38,-2.903667,-2.007667,-1.367,-0.4717,1.402,2.996,3.8479,2.6424325,58.43635,26.27284,11.40633,272.30375,279.2217,-11.25667,-11.15,0.1909488
1,8.75,423.63335,1.206177,2065.206,0.1798578,3.40516,0.00012967473,0.04112872,-13.54,8.5024705,0.5590566,2.6731855,0.3485008,2.582811,0.3110872,95.894995,-10.62267,-10.87667,-10.96667,-10.91333,-10.79667,-2.839667,-2.015667,-1.445,-0.497,1.333333,2.914,3.8891665,15.948025,128.5546,56.84184,24.50623,265.468,280.3144,-10.49,-10.28,0.14768
1,9.25,422.90495,1.2149065,2066.6635,0.15909545,3.15604,-0.019842,-0.0898968,-13.31167,18.14177,1.4193095,2.98179,0.3985842,2.867096,0.3324093,95.93164,-10.269665,-10.318335,-10.371665,-10.29,-10.0616685,-2.835,-2.0343335,-1.532,-0.50383335,1.2665,2.9035,3.888534,35.81143,212.1563,96.09476,40.9585,259.8776,276.61405,-9.3984995,-8.927,0.1035854
1,9.75,421.0183,1.226054,2067.854,0.16471705,3.177757,-0.03241381,0.02521165,-12.82167,31.08783,2.506612,3.758063,0.4096012,3.042906,0.3612297,95.955835,-9.541333,-9.685,-9.5266665,-9.3899995,-9.3933335,-2.8236665,-2.0901665,-1.4321665,-0.54385,1.2055,2.8435,3.887617,52.06213,305.893,132.4223,54.932375,258.404,279.5028,-8.326666,-6.9911665,0.1052544
1,10.25,420.289,1.2273685,2064.036,0.18801295,3.367323,-0.02741631,-0.05597515,-12.51,42.65686,3.554134,3.3940505,0.354273,3.1290565,0.378057,95.952815,-8.9142305,-8.693334,-8.456666,-8.37,-8.389999,-2.722333,-2.122,-1.528,-0.6437,1.148667,2.79,3.8688745,74.78128,387.47885,168.33135,68.493,255.1012,282.5934,-7.085667,-5.545,0.12392195
