DOY2,HR2,USTAR,TA,WS,NEE,FC,H,SH,LE,SLE,TS,RH,PA,CO2,VPD,NETRAD,T_CANOPY,H2O,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.1036752735,-8.0018745,0.602368147,0.182666142,0.1539802525,-18.1430414,-0.920498403,-0.0193,-0.2129222855,-1.53873025,66.7295125,97.60632,389.8883495,0.604,-6.438103,-10.11,2.30751667125,-3.169448,0.2546277,276.154475,276.615975
1,0.75,0.086925,-8.2749855,0.620061684,0.2133048865,0.14660191075,-16.6690261375,-0.86982768575,-0.129184481,-0.1728700085,-1.5424865,66.678355,97.6178875,389.88620585,0.56875,-6.61058825,-9.72,2.4090292675,-2.850915,0.250065425,274.648775,276.229525
1,1.25,0.09465,-8.19035,0.56941010575,0.3046852735,0.31297949725,-15.846704065,-0.7480264745,0.1742089495,-0.16312486375,-1.490348,67.3466525,97.6122775,390.083873725,0.532,-6.6478375,-9.74,2.35354467,-3.15010575,0.2937185,275.29285,276.300875
1,1.75,0.10283988925,-8.26346875,0.45920117125,0.106143532,0.161806471,-23.46626856,-0.91417305425,-0.234292552,-0.293116164,-1.520854,67.56941,97.61963,389.379537925,0.509,-6.556219,-9.52,2.38716740625,-2.831875,0.2975833,273.7315,276.0195
1,2.25,0.0965,-8.726582,0.415037941,0.2613528635,0.22701561975,-18.12513447,-0.852532569,0.11444051325,-0.3557104965,-1.475281,67.81515,97.66143,389.063180875,0.504,-6.434983,-9.35,2.344289085,-2.827784,0.2884598,275.0714,275.1954
1,2.75,0.0853,-8.499403,0.580253804,0.19293270675,0.1503981395,-13.72965569,-0.657094067,-0.144667073,-0.1821442975,-1.408596,68.05054,97.68768,389.1892532,0.431,-6.700319,-9.48,2.348211062,-2.804667,0.2948009,272.8839,273.7877
1,3.25,0.0876,-8.75388,0.492958759,-0.097725,-0.22052303225,-14.13497104,-0.491148094,-0.261791504,-0.24395937375,-1.392574,68.41765,97.69681,389.17513565,0.413,-6.484549,-9.31,2.341081467,-2.73838,0.2832304,272.5543,273.0082
1,3.75,0.0813,-8.405197,0.487158049,0.36280008275,0.38258651175,-15.09520214,-0.587467132,-0.000399999999999999,-0.223249977,-1.426131,69.25172,97.69035,389.123129375,0.421,-6.174818,-9.32,2.332948337,-2.464047,0.2152703,272.8169,273.4516
1,4.25,0.0974,-8.716626,0.503980907,0.291114619,0.282599289,-14.31192044,-0.536337559,-0.28606073875,-0.1686792615,-1.460365,69.74358,97.67525,389.2150353,0.408,-6.315428,-9.47,2.265362242,-2.688535,0.178289,272.5984,273.7016
1,4.75,0.0951,-8.522761,0.593586908,0.190322885,0.145186048,-13.86503319,-0.605312008,0.898108972,-0.279916732,-1.49864,69.84163,97.67184,388.929886125,0.439,-6.837351,-9.71,2.263631391,-2.619824,0.2176514,272.0295,275.0949
