DOY2,HR2,USTAR,H,LE,NEE,FC,SC,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,PA,G_1_1_1,G_1_1_2,SW_IN_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_2,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN,PPFD_OUT,T_CANOPY_1_1_1,T_CANOPY_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1
1,0.25,0.92917475375,4.13891283299997,11.9484439185,1.269369533125,1.14634152285,0.1929528185,1.7586555,1.343964,0.87511,0.706412499999998,404.0658887625,5.8506482,1.83325,1.1215,92.265,98.8775,98.0224334,-0.579198625000001,-0.143880000000001,3.231040955875,1.4486739255,0.32457444515,2.263056795375,293.9149356925,303.8222124075,0.998638090324964,7.66273757644994,0.512015244,26.641535,-1.2811229025,-1.220105202,1.621975,2.7659975,1.96398,1.55375,3.0733375
1,0.75,0.9163312292,6.88553990372501,14.2962455375,1.50159646435,1.3325738903,0.352058862450001,1.8781348,1.3096576,0.8121628,0.787497000000002,406.7832812,6.007494,1.91425,0.793,91.7,97.865775,98.017322,-0.581695000000001,-0.143880000000001,3.168310580325,1.3965522056,0.2390698671,2.315782548575,300.7105191275,304.5943337425,0.58091317827496,8.57191598879996,0.4136954105,26.982,-1.0224931165,-1.361630625,1.57686499999999,2.79919,1.9138,1.53967999999999,3.0545825
1,1.25,0.885882728225,6.70057295259999,12.75385256,1.368656684,1.2468490679,0.2210279937,1.841770675,1.4164671,0.808071100000001,1.0185248,402.41021826,5.967068425,2.08825,0.998499999999998,91.9825,98.94385,98.0130962,-0.5761475,-0.1308,3.25988054565,1.3931323283,0.228676217849998,2.14752658305,295.4252053125,304.09025955,1.14092795082497,8.58805908249995,0.558574322224999,30.646616,-1.4227644145,-1.3987346585,1.60663,2.8828025,1.899675,1.54997,3.0434825
1,1.75,0.81275264975,5.48077348332501,12.5586565,1.368485221,1.1885688514,0.1387605796,1.699111775,1.361532025,0.83307335,0.58585475,411.743871625,6.019982175,2.33774999999999,1.44,92.465,99.3422,98.034206,-0.581695000000001,-0.0981,3.10358361795,1.2991206029,0.258378586275,2.00352600425,296.1529164125,303.5152024825,2.10730071885,8.96222992224996,0.546625554524999,25.6734529999999,-1.5024421965,-0.956155026275002,1.607425,2.8279375,1.9013,1.5564025,2.99922
1,2.25,0.7950569085,5.1580085998,14.0765737515,1.3549495289,1.120303189625,0.163745018375,1.680672875,1.31582275,0.827056125,0.924750375,402.96135058,5.769197,2.40149999999999,1.55349999999999,91.865,99.13,98.055854,-0.581695000000001,-0.0776625,3.03174061415,1.38192350635,0.2006798056,2.056920058225,294.67754281,303.6383181925,2.82088845367495,11.4722668385,0.63358346225,21.9790635,-1.2177745665,-0.727078463100004,1.5612525,2.76417,2.102125,1.54745999999999,3.008195
1,2.75,0.810144087,2.582877248175,13.6853835325,1.4527006814,1.253314177975,0.189024845225,1.731639,1.367342,0.84274,0.66389,400.3814145625,5.539306,2.61,1.79049999999999,91.6825,99.8993,98.0476562,-0.581695000000001,-0.0776625,3.29694539295,1.315508095775,0.23604393965,2.2147535713,294.189788065,303.367501255,2.07903198629998,13.1641976225,0.565603166975,27.0814455,-1.269278901,-0.542109877,1.599425,2.8244975,2.09674,1.58803499999999,3.05803
1,3.25,0.8057103228,5.97908647649996,14.44382326025,1.2181984855,1.0766546258,0.3147738847,1.719102625,1.42129285,0.781269525,0.834489299999999,401.2864891875,5.99756015,2.557,1.531125,91.6825,100,98.0340806,-0.6078475,-0.0981,3.399709898,1.212478094825,0.249185507275,2.067543532575,294.0104839825,305.4115346675,0.648530962349957,11.3114917842499,0.6424715143,29.363043,-1.4833923406,-1.130070134,1.600905,2.79825,2.03941,1.58038,3.02905
1,3.75,0.793599136199999,3.64030612357498,13.689254947,1.4011259171,1.206429846875,0.208581808925,1.60969875,1.296844875,0.80239705,0.705544975,400.317144925,5.89677585,2.70675,1.371075,91.765,99.419825,98.029379,-0.6078475,-0.1103625,3.349436860175,1.521078451175,0.1448579812,2.016235714,297.588556055,305.4439577525,4.01749498467495,14.0870101145,0.5727673293,29.9490425,-1.13925227515,-0.654821742,1.562005,2.75086,1.9117625,1.58434,3.01711
1,4.25,0.8239326612,5.94921231394999,14.796280943,1.40805741825,1.27584528725,0.1161751304,1.697863825,1.363000725,0.814995749999999,0.716011225,399.77437035,5.49108574999999,2.5615,1.34404999999999,92.12145,99.704625,98.0315726,-0.6078475,-0.1103625,3.27583617745,1.342476270625,0.349949425999999,2.0927140348,293.454052355,305.8097105,3.290805300125,15.17935963,0.549400122975,34.1695359999999,-0.920637932749999,-0.378867621699998,1.59514,2.7787,1.8652625,1.59769999999999,3.0197
1,4.75,0.78619987955,4.19549955125,17.44734219375,1.518849828,1.22389342955,0.370345896649998,1.633468225,1.44653195,0.814948875,0.566624975,401.0547776625,5.87743689999999,2.44525,1.0866,92.157525,99.465,98.03528,-0.6078475,-0.1021875,3.261689419775,1.3495393635,0.344035030049998,2.2793465253,295.45031538,305.2133955125,2.89859660447492,14.8264348125,0.602844895000001,21.107696,-0.874183280224998,-0.217560636649997,1.5788125,2.7911125,1.87134,1.613375,3.02278
1,5.25,0.782546035125,7.3113565121,14.28558870075,1.17535070315,1.0361789063,0.397416547349999,1.771081625,1.378665875,0.81149375,0.689588125,401.2345125125,6.1123915,2.243,1.177,92.2475,99.465,98.0147132,-0.6078475,-0.149316375,2.9220648464,1.517713568,0.2631581452,1.937478340175,296.5934180025,305.1149894525,2.61209544439991,13.95807916575,0.4753575015,25.8121045,-0.873311404100001,-0.592258912499993,1.5605375,2.7616875,1.89295999999999,1.59277,2.979825
1,5.75,0.797390148449999,4.67688190930001,18.0358433525,1.38748141735,1.419404469425,0.15608049375,1.69576535,1.342868,0.8001346,0.750670749999999,402.2924463625,5.64227305,2.3555,1.65849999999999,91.491075,98.9825,98.020418,-0.5981156,-0.180463125,2.813174061675,1.4768425458,0.2625213786,2.301083938125,295.7787638675,306.7918072775,3.054009989275,13.118331434,0.4581737601,26.0367999999999,-0.855130058,-0.374935710350018,1.47804,2.75542999999999,1.8820125,1.5879175,3.00159
1,6.25,0.829181179424999,6.866421185,13.66293562,1.2366528069,1.0771333916,0.2603193286,1.650129,1.372344375,0.832900274999999,0.7019275,402.348059685,5.5202344,2.26125,1.634,91.4825,98.595,98.001617,-0.546650650000001,-0.149896800000001,2.919539249425,1.4308486877,0.167750612125,2.300959537,294.2886317125,306.1423831375,2.31547517419997,11.818610159,0.6800672335,24.0493595,-1.126616329525,-0.0887551142000154,1.53419,2.924275,2.047075,1.581875,2.9968725
