DOY2,HR2,WS_1_3_1,T_SONIC,H2O_1_2_2,CO2_1_2_2,W_SIGMA,CO2_SIGMA,USTAR,H,LE,FC,SC,NEE,CO2_2_1_1,CO2_1_7_1,CO2_1_6_1,CO2_1_4_1,CO2_1_3_1,CO2_1_2_1,H2O_2_1_1,H2O_1_7_1,H2O_1_6_1,H2O_1_4_1,H2O_1_3_1,H2O_1_2_1,TA_1_5_2,TA_1_2_1,RH_1_1_1,PA,SW_IN_1_1_1,NETRAD_1_2_1,PPFD_IN_1_2_1,PPFD_IN_2_1_1,WS_1_1_1,TS_1_1_1,TS_1_1_2,TS_2_1_1,TS_2_1_2,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_1_5_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,G_1_1_1,G_2_1_1,G_2_1_2,T_BOLE_1_3_1,T_BOLE_1_2_1,T_BOLE_1_1_1,T_BOLE_2_3_1,T_BOLE_2_2_1,T_BOLE_2_1_1,TA_2_2_1,TA_2_1_1,TA_1_13_1,TA_1_12_1,TA_1_11_1,TA_1_10_1,TA_1_9_1,TA_1_8_1,TA_1_7_1,TA_1_6_1,TA_1_4_1,TA_1_1_1,RH_1_3_1,CO2_1_5_1,H2O_1_5_1,CO2_1_1_1,H2O_1_1_1,RH_1_2_1,PPFD_OUT,SW_IN_1_2_1,SW_IN_1_3_1,SW_OUT,LW_IN,LW_OUT,NETRAD_1_1_1,WS_1_2_1,TA_1_5_1,TA_1_3_1,TS_2_5_1
1,0.25,6.64205925,5.8762375,10.1199725,431.3518,1.563315,1.441636,1.3730875,43.894125,14.6544,2.5863945,1.58874,2.382071,445.80875,434.5361,412.29125,387.7755,432.285,432.70895,7.492525,7.2074625,8.123995,6.679115,7.65951125,7.8867225,6.724505,6.41425249999999,97.53015,100.80675,-0.7244525,4.33625,2.404015,2.281935,7.41148,4.41843,5.41403,1.34414,1.29944,2.33978,11.0702,3.056,4.63072,1.58378,1.94174,3.18516,-0.133344000000001,13.5482,-1.60772,2.84018249999999,3.03425,3.6414,2.39986149999999,2.87326999999999,3.13,3.9617,4.59925,5.4473,5.61165,5.6597,5.71695,5.7308,5.78515,5.7841,5.7691,4.432,4.62328,99.665005,433.6975,7.5402285,434.888125,7.2153,100.13605,2.2806825,2.948,0.273621,2.11521,332.172,337.5245,3.61255,6.25011,5.945205,6.13133249999998,6.00426
1,0.75,6.151155,5.680425,9.9986,430.204,1.4579,1.3719,1.226352,39.35875,18.655865,2.7717625,1.550081,2.5817605,449.958125,435.857925,413.1325,388.03165,432.10025,431.640625,7.5356,7.14525,8.0714725,6.637325,7.65365,7.844992,6.31279750000001,6.18475,97.5668875,100.800675,-0.65620625,4.0988375,1.7722025,2.282085,6.85698,4.41004,5.42664,1.34694,1.30529,2.33118,11.06278,3.052745,4.60232,1.59762,1.9295,3.16776,-0.129452000000001,13.612,-1.5736,2.67260500000001,3.03915,3.6414,2.5220375,2.92823999999999,3.12509999999999,4.02735,4.5318,5.2271,5.435855,5.53555,5.5794,5.56165,5.62865,5.6209,5.6126625,4.36536,4.53724,99.4588575,434.29605,7.6241025,434.984375,7.19911875,100.10595,2.288555,3.1337,0.290456,2.1420775,337.4585,337.499,4.196114,6.1354755,6.37624499999997,6.37747749999997,6.00994
1,1.25,5.732015,5.413695,9.825643,430.1118,1.4653145,1.37985,1.2069615,40.4611875,14.02242,2.357542,1.90251025,2.416966,448.1341,435.9405,415.57875,388.167725,431.10855,431.423475,7.4669575,7.218625,8.2102475,6.6239425,7.698675,7.79209575,6.38701999999999,5.98139999999999,97.5622375,100.8216,-0.651675,4.61525,2.103908,1.9531,6.75446,4.4142375,5.421305,1.347635,1.30195,2.35284,11.0645525,3.0542625,4.63,1.59708,1.95806,3.20468,-0.122612000000001,13.2676,-1.5736,2.82945500000001,3.11334000000001,3.6414,2.59284999999999,2.98557,3.14632499999999,3.8330975,4.40648,5.18578500000001,5.27502500000001,5.48284,5.48617,5.5065125,5.6332025,5.63755,5.643705,4.14434,4.14,99.72948,435.454,7.571225,435.925,7.18662,100.224275,1.97636999999999,3.133705,0.312244,2.23992625,337.466825,338.88375,4.19316800000001,5.99425,6.47275999999999,6.38832999999999,6.00466
1,1.75,5.6497825,5.5391,9.86331475,428.05495,1.4009575,1.419475,1.154394,47.5023250000001,10.070664,2.078526,1.83552575,2.2997385,444.917,436.113,415.8875,388.5476,431.541,430.1125,7.43195625,7.2867875,8.30956,6.5988325,7.61135,7.4251085,6.67117999999999,5.5738,97.6262875,100.8704,-0.67314,3.956975,3.14069999999999,2.34942749999999,6.88232,4.4170375,5.416205,1.350265,1.304475,2.314355,11.0483,3.0468125,4.58962,1.60718,1.9397,3.16632,-0.118372000000001,13.2342,-1.56518,3.04857499999999,3.11597,3.64765499999999,2.47302675,2.971215,3.10098,3.6228725,4.0888025,4.91463000000002,5.66311500000001,5.77623500000001,5.855185,5.73989,5.76375,5.7616875,5.7793025,4.00132,4.00382,99.82452,434.75,7.521875,435.885,7.30625,100.1623,1.73235775,2.757875,0.3011375,2.19643,333.71075,339.11875,3.968,5.967952,6.58901999999999,6.50824999999999,5.99726
1,2.25,5.634255,5.42935999999999,10.03486925,428.275725,1.4233755,1.4989165,1.21,50.9365075,16.0572675,2.96168049999999,1.9011405,2.51455649999999,448.66755,435.852,416.613,388.6636,434.335,430.784375,7.65253575,7.5128425,8.41304999999999,6.5785325,7.941175,7.8072385,6.4057,6.07874999999999,97.804125,100.872,-0.6803775,3.1842875,1.98199999999996,2.08252,6.31492,4.415025,5.41423,1.33043,1.302845,2.3304425,11.0492975,3.0491375,4.6358,1.59758,1.94972,3.19564,-0.114802000000002,13.5232,-1.56796,2.74587249999998,3.17019,3.65997499999999,2.426985,2.747655,3.052365,3.4806065,4.04166250000001,5.465475,5.87028,5.96217,6.04034,5.897965,5.8422675,5.8362,5.8526225,3.77448,3.91546,99.81736,436.22,7.879805,436.264625,7.4892225,100.1115,1.6587,2.76300499999999,0.32771125,2.10368725,333.5711,338.7435,3.28636200000001,5.9868725,6.71119999999999,6.64211999999999,5.99207
1,2.75,5.7196275,5.89325,9.86067999999999,427.8812,1.4248,1.491675,1.174225,49.35494,12.59275,2.661168,1.420726,2.36148825,446.4366,436.775,417.23125,388.2431,432.7605,429.39125,7.622735,7.395195,8.44585999999999,6.582575,7.7648025,7.40813,6.40732,6.07869999999999,97.743175,100.8735,-0.7394575,3.40295,2.40784,2.0519125,6.23858,4.417505,5.4162425,1.32601,1.2958775,2.3407625,11.052475,3.0475875,4.6190125,1.5821625,1.936275,3.1870625,-0.1121375,13.368375,-1.59695,2.67369249999997,3.055435,3.66511499999998,2.555681,2.628495,3.01816499999999,3.41507,4.3378375,5.38084750000001,5.78081,5.92292,5.96181,5.78524,5.741415,5.7465825,5.7508475,3.81924,3.81342,99.81848,435.45,7.87856,434.1535,7.25893999999999,100.236,2.1395925,2.3503,0.41976025,2.1167175,332.1945,339.11825,4.09748200000001,5.8985025,6.773528,6.78865999999999,6.00078
1,3.25,5.5965215,5.995675,9.9074795,428.5061,1.388779,1.430984,1.2032145,48.532775,17.8039825,2.79553225,1.3814275,2.328704,448.73,440.448,417.4325,387.4408,431.6365,428.85115,7.5210425,7.3294975,8.41675999999999,6.53142,7.5930225,8.00063149999999,6.3843275,6.10286249999999,97.8951125,100.868,-0.6679875,3.1562125,2.174245,2.068745,6.62096,4.41017,5.41319,1.3286825,1.2953875,2.3381025,11.0405975,3.0489625,4.63602,1.58172,1.93018,3.22382,-0.108184000000002,13.2726,-1.5962,2.66284499999997,2.8958035,3.640745,2.471415,2.57124,3.112135,3.4093585,4.3559075,5.25911250000002,5.68473,5.839275,5.97227250000001,5.7653325,5.85543,5.7386125,5.8253375,3.82294,3.83804,99.9129,433.3375,7.804169,433.80875,7.22671999999999,100.24085,1.846285,2.9539075,0.4262765,2.268605,334.8861,340.398,4.57955249999999,6.040985,6.912247,6.88523,5.9958
1,3.75,5.932905,6.2278525,9.86759525,427.3996,1.394265,1.43531025,1.229842,46.1737,11.4882,2.05385,1.8254975,2.4131815,441.8481,435.37,416.78375,386.452,430.23525,428.0169,7.5189,7.32718,8.34579999999999,6.517335,7.66226,7.606437,6.4215525,6.08219,97.95251,100.880525,-0.674891,2.71763,2.701548,2.5482375,6.5463625,4.405175,5.417425,1.3325575,1.3066075,2.3322075,11.0193475,3.043565,4.6034875,1.5831375,1.9378875,3.1807,-0.0997825,13.239,-1.5969125,2.57464999999997,2.95745,3.64178,2.5191355,2.532845,3.1586,3.39845750000001,3.908125,5.06990750000001,5.6386875,5.9140475,6.19706,5.95809,5.8998725,5.873215,5.9242525,3.7447,3.7585,99.85874,433.3576,7.75449275,433.8845,7.26869375,100.1834,2.06769,3.134,0.394726999999999,2.18515,334.0555,340.4255,4.22254625,5.766105,6.939324,6.9288,5.97607
1,4.25,5.78344049999999,6.20678749999999,9.6861775,426.44375,1.445115,1.28934575,1.224186,56.5534125,13.937135,2.68835975,1.942798,2.5109065,440.9044,434.89,414.40125,388.8707,431.5414,427.87425,7.537755,7.36612,7.95823,6.54411,7.55617,7.6217,6.57615249999998,6.0321875,98.032665,100.84525,-0.7220075,2.76637,2.976395,2.29784,6.1167625,4.40775,5.40356,1.32637,1.30304,2.348,11.01182,3.04475,4.63882,1.58038,1.9533,3.1798,-0.0967860000000016,13.07,-1.5962,2.59037249999998,2.99462499999999,3.6414,2.602675,2.36559,3.31479999999999,3.5595,3.94845,5.0865,5.61715,5.88055,6.0136,5.911,5.85295,5.8512,5.8745,4.17102,4.16272,99.807675,432.7155,7.5822425,433.7795,7.2253875,100.1846,2.6315625,2.36468,0.32483925,2.2449775,331.902,337.6125,3.619192,6.093135,6.8069075,6.91501249999999,5.98408
1,4.75,5.45163,6.388865,9.560784,427.186725,1.471675,1.337,1.19583425,40.9009575,9.6934845,2.68809825,1.709436,2.79384525,441.205,435.38375,408.97625,396.8254,431.26875,427.6645,7.44307,7.39261,7.7124,6.5423075,7.555,7.725363,6.3983625,5.772125,98.072285,100.820925,-0.579749,2.229615,2.19971649999999,2.04548,6.177375,4.41305,5.41421,1.33188,1.29341,2.31728,10.99262,3.044325,4.614145,1.584695,1.96503,3.183715,-0.0922415000000034,13.4299,-1.5934575,2.61251499999999,3.084871,3.63755,2.66275774999999,2.42519,3.33399999999999,3.4195,3.85995,5.2095,5.60775,5.89035,5.9209,5.93685,5.87325,5.8659,5.8326,4.44457999999999,4.42465999999999,99.696075,433.24745,7.6615925,433.305,7.19099375,100.19325,1.8236,2.36873,0.3611555,2.160401,331.1035,335.876,3.004506,6.2682275,6.93607999999999,6.9793615,5.99867
