DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,390.57583335,4.09346275,1916.79917395,-0.6039847,-46.6852781,-92.13926445,-12.0300158,0.1577168,0.0323336,-0.44816325,0.127232,0.036776375,4.20546165,0.084262125,100.553,50.24,0.4804,0.1385518,7.13375,7.5545,7.7899998,8.13,9.28,-91.797783375,-0.189753,-0.93985
1,0.75,391.081928525,3.9162586,1913.662554875,-1.379968875,-60.1918458,-76.51895055,-11.324174325,0.2413558,0.0274038,-0.547928375,0.1277458,0.0365994,4.1929816,0.075944,100.5665,60.154,0.492,0.1115168,7.085625,7.53375,7.7800002,8.15,9.28,-89.90770725,-0.189753,-1.12782
1,1.25,386.2984096,3.8474178,1918.067198375,-1.7313583,-63.487345,-66.9977446,-11.5748422,0.140161,0.0319522,-0.560443,0.165341225,0.036027875,4.166712,0.0792225,100.532,60.842,0.611,0.11199095,7.02935,7.51465,7.831933475,8.12975,9.323875,-92.94965115,-0.29886155,-0.93985
1,1.75,387.57535075,4.089742,1917.73894335,-2.044932875,-38.90252215,-70.692901,-19.32871665,0.1732948,0.0328648,-0.51342325,0.145593875,0.0413175,3.9642,0.064537025,100.541,60.688,0.50275,0.10944075,6.953,7.4815,7.8426625,8.1385,9.323875,-93.72407185,-0.379507,-0.9680455
1,2.25,393.3771764,3.9823254,1916.81964875,-0.889031725,-48.6807316,-69.9997336,-10.6503882,0.12238225,0.0320825,-0.5390904,0.147252,0.039479625,4.07552925,0.0720217,100.551,59.345,0.37475,0.107120325,6.92865,7.4107,7.835025,8.13825,9.319,-91.1265721,-0.189753,-0.9680455
1,2.75,393.7602395,3.9784333,1923.04878725,-2.023967625,-52.376556,-73.2027172,-11.66613625,0.148789375,0.0369925,-0.48123765,0.1389012,0.0386096,4.1204775,0.073141625,100.4895,61.255,-0.02625,0.09702925,6.874,7.33275,7.845033525,8.13875,9.3195,-88.503604775,-0.189753,-0.97274475
1,3.25,394.3152448,3.891020925,1911.447070375,-1.379451,-41.37344765,-70.6540268,-12.900516,0.202884375,0.0348705,-0.444693175,0.159877025,0.03519165,3.947370875,0.06727025,100.493,62.47975,-0.112725,0.09588675,6.95345,7.39905,7.81452485,8.159,9.319,-93.4047418,-0.30834925,-0.98214325
1,3.75,395.5822493,3.588048275,1913.107142,-1.047768075,-36.79433795,-73.945297125,-22.78719775,0.17093775,0.031895375,-0.4807403,0.15818035,0.0342731,3.579065125,0.0768792,100.5,62.345,-0.2025,0.0927235,6.869725,7.3562,7.807474825,8.14925,9.3285,-93.495682475,-0.3036054,-1.12782
1,4.25,393.6808493,3.5161225,1925.3407764,-1.9393533,-52.8086045,-66.69924875,-20.73845325,0.19245535,0.0322744,-0.49207075,0.1429587,0.0312609,2.98703925,0.082787875,100.49625,63.7575,-0.35675,0.09214575,6.770875,7.33195,7.806312325,8.197,9.3285,-91.4424679,-0.379507,-1.12782
1,4.75,393.74797315,3.5292911,1924.64595215,-1.865616575,-41.64052065,-67.2300728,-20.308103325,0.119143225,0.03321605,-0.4800826,0.148585975,0.03423245,3.24745785,0.0778254,100.46125,63.169,-0.4996,0.091453775,6.7971,7.2886,7.82,8.195,9.3195,-94.5056714,-0.189753,-1.12782
1,5.25,395.168355125,3.27189855,1929.739344875,-3.05176155,-49.9735693,-65.86983205,-18.41600655,0.200807375,0.03526965,-0.40861825,0.1354685,0.03614,2.881691275,0.0677188,100.426,63.2355,-0.4355,0.0883097,6.8404,7.2506,7.8275,8.195,9.3375,-94.660196975,-0.189753,-1.12782
1,5.75,397.15873705,3.609609125,1929.68285635,-2.65424675,-45.791099,-60.9831234,-9.86864235,0.1948899,0.0308636,-0.433008275,0.1776679,0.03519155,2.727148,0.082273325,100.42,62.33125,-0.659125,0.074912,6.79575,7.26325,7.81324985,8.1585,9.350375,-88.3131369,-0.34630005,-1.12782
1,6.25,396.8516683,3.46450005,1931.33018425,-2.000964,-36.9987743,-59.0452806,-13.83541985,0.169911975,0.033260975,-0.3786224,0.1635096,0.0393164,2.40356405,0.072884,100.44,64.24125,-0.73825,0.067558925,6.63825,7.25525,7.788675,8.164,9.344,-90.524064775,-0.379507,-1.12782
1,6.75,396.79429415,3.8541818,1938.1031943,-3.103594,-51.344108,-67.09439725,-14.4163901,0.132853525,0.0430694,-0.3770795,0.1693153,0.0467083,1.99374165,0.07471825,100.51,62.4805,-0.996125,0.066514625,6.63925,6.932,7.771125,8.1695,9.34475,-94.329948475,-0.189753,-1.12782
1,7.25,395.27347975,3.68093125,1929.11462035,-2.6836149,-44.262486625,-64.766420875,-12.823072475,0.1426288,0.0354438,-0.40052845,0.164934675,0.043104725,1.5374764,0.0721342,100.52,64.4055,-1.1828,0.06449535,6.6403,6.9119,7.776,8.183,9.3645,-85.047535275,1.209677375,-0.75188
1,7.75,396.5809824,3.5865234,1929.5271448,-2.1284959,-56.9719192,-58.674631375,-13.1781659,0.2115066,0.0276525,-0.37174075,0.1604,0.040135,1.0873476,0.0666545,100.5275,61.354,-0.7563,0.064935025,6.59905,6.953875,7.771625,8.182,9.37025,-62.516538875,8.389371,0.18797
1,8.25,396.6601832,4.04122575,1925.923255375,-2.131060975,-41.977945075,-39.720848375,-7.4389975,0.19642115,0.04651765,-0.430342,0.162147875,0.066398725,1.6274221,0.074283925,100.6325,60.462,0.425,0.0620377,6.57055,6.90675,7.77175025,8.159,9.3515,-24.3485911,23.648432,1.12782
1,8.75,394.9932266,3.9160994,1909.3817226,-1.725543,-40.59025225,-39.953222875,-8.2510184,0.1314794,0.05331765,-0.46505525,0.18580575,0.09317225,2.308143925,0.0976585,100.691,49.203,1.490675,0.0656848,6.587675,6.976975,7.7075625,8.12025,9.34,-10.0352116,62.3481972,2.66447375
1,9.25,394.9092316,3.9474442,1916.3264834,-2.39098985,-28.498842,-22.872309,0.186826600000001,0.24495275,0.0575315,-0.4449334,0.2042639,0.1157914,3.6585635,0.0988036,100.7235,47.61,2.3727,0.0668659,6.62825,7.010325,7.6919375,8.105,9.3325,2.0492954,94.4417385,4.98590225
1,9.75,393.0556298,3.8331711,1909.0860217,-4.0111296,-42.392447,-15.043355875,0.9519765,0.2105306,0.0731631,-0.4179345,0.238822,0.134446,4.0610873,0.10390025,100.76,42.9845,2.843525,0.067421,6.6949,7.0905,7.67095,8.071,9.3255,12.552817,101.63827725,4.73214275
1,10.25,388.1900116,4.101663375,1904.5710704,-3.227116,-32.913670275,-16.0734787,1.78717315,0.3284683,0.0720128,-0.41717115,0.2616913,0.1438818,5.35356185,0.104243375,100.74025,41.795,3.270625,0.0689666,6.79075,7.0535,7.6534125,8.0505,9.3045,26.29401375,122.8496262,6.62124025
1,10.75,385.3542941,4.142821125,1900.3002906,-2.648189375,-13.9064426,-16.514493725,0.355600925,0.29323945,0.084282175,-0.39525845,0.323311525,0.1674124,6.39702795,0.1038569,100.699,37.928,3.5716,0.072336875,7.00205,7.184625,7.617,8.03,9.31125,33.709507275,155.858633625,7.255639
1,11.25,379.280293475,4.2036781,1889.7784715,-2.958853925,-22.969694575,-15.510219375,2.948168,0.296612375,0.095537125,-0.47399295,0.3645911,0.173288,6.8367485,0.110627075,100.6705,33.625,3.920125,0.09360665,7.016175,7.149125,7.53263365,7.9525,9.294375,37.8399139,148.53415595,7.7537595
1,11.75,376.914520225,3.9305653,1897.3775904,-3.1654249,-53.097485,-24.9495006,5.9376214,0.439499225,0.0709893,-0.50310605,0.343122,0.175836,7.213115225,0.14379575,100.6315,32.1255,4.3772,0.1328647,7.16,7.3612,7.38,7.921475,9.311375,34.9748673,183.34350275,10.714286
1,12.25,375.4153354,4.3475569,1880.18905325,-1.4841055,-15.3997692,-14.558428075,2.16807575,0.33393645,0.0850897,-0.4830311,0.380274,0.1790664,7.9847337,0.118526125,100.543,30.4185,4.776925,0.13631015,7.3209,7.436,7.350525,7.8895,9.3345,31.426056625,182.9222013,10.018797
1,12.75,377.420119875,4.131773125,1875.0168843,-3.302959075,-17.08002675,-16.0134602,0.890417450000001,0.373782525,0.09694625,-0.433665,0.394326725,0.180711175,8.752873575,0.123568,100.503,27.1355,5.16645,0.1404431,7.332749725,7.5028,7.294575325,7.873,9.327,35.63732355,179.1128776,11.2593987
1,13.25,375.680209475,3.98990475,1879.7508358,-2.36911345,-20.0284391,-17.364871075,1.5102693,0.380661875,0.09830375,-0.467902,0.362597,0.1934145,9.43383275,0.09972245,100.483,25.952,5.877875,0.1521738,7.3906664,7.5362,7.23,7.88975,9.333375,30.774648,167.884250625,8.88627775
1,13.75,374.1615735,4.23987075,1881.8864261,-1.587783825,-12.461347175,-14.960892,1.1471342,0.4433515,0.0941192,-0.464647425,0.38027405,0.17370005,9.9822172,0.101159,100.46075,24.1325,6.1266,0.2894178,7.402249725,7.600825,7.18025,7.9245,9.349,28.873239,138.2172353,7.631579
1,14.25,374.231734975,4.236016075,1886.751621125,-2.03809555,-16.186634425,-24.2241578,0.5728981,0.439666125,0.093382125,-0.496680375,0.33243025,0.1767989,10.23504175,0.098089,100.481,23.502,6.4653,0.391102,7.4353336,7.642,7.041,7.881475,9.3485,12.545774875,112.452561625,5.41823325
