DOY2,HR2,USTAR_1_1_1,USTAR_1_2_1,WS_1_3_1,WS_1_9_1,FC_1_1_1,FC_1_2_1,H_1_1_1,H_1_2_1,LE_1_1_1,LE_1_2_1,SH_1_1_1,SH_1_2_1,SLE_1_1_1,SLE_1_2_1,SC_1_1_1,SC_1_2_1,CO2_1_1_1,H2O_1_1_1,CO2_1_2_1,H2O_1_2_1,TA_1_9_1,TA_1_7_1,TA_1_6_1,TA_1_3_1,TA_1_2_1,TA_1_1_1,TA_1_5_1,TA_1_4_1,TA_1_8_1,RH_1_9_1,RH_1_7_1,RH_1_6_1,RH_1_3_1,RH_1_2_1,RH_1_1_1,RH_1_5_1,RH_1_4_1,RH_1_8_1,WS_1_10_1,WS_1_8_1,WS_1_7_1,WS_1_6_1,WS_1_5_1,WS_1_4_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_BC_IN,LW_OUT,LW_BC_OUT,PPFD_IN,PPFD_BC_IN,PPFD_OUT,PA,G_1_1_1,G_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,0.25,0.151123,0.0886,1.88491,0.412766,0.1244575,0.110121,-2.356934,-0.006745,0.02465,0.0735,0.00356,-0.003295,0,-0.00506,0,0.0021,415.925,1.38185,395.009108,1.228465,-19.81666667,-20.6,-20.053333,-19.486667,-19.17666667,-19.21666667,-20.34,-18.893333,-19.883333,77.1766665,76.546666665,76.25,76.16833333,75.83,74.2566665,75.21166667,73.221666665,78.156666665,0.387667,0.517667,0.668,0.866666667,1.0773335,1.0966665,1.374666667,1.540333,-1.7305949335,-0.059233021,212.5236621,217.260167,231.0122526,224.0903071,0,0,0,98.666667,-14.0083335,-16.408333165,-1.287,-0.744,-0.1545,-0.0705,-0.0695,-0.2515
1,0.75,0.12893,0.09495,1.75527,0.2913295,0.177921,0.107149,-3.172815,-0.1048155,0.006953,0.0796,-0.00673,-0.00703,0,-0.0108,0,0.0047,415.808,1.347801,396.177911,1.197245,-19.62666667,-20.44,-20.023333,-19.506667,-19.3333335,-19.526667,-20.363333,-19.173333,-19.8066665,77.0116665,76.673333335,76.0116665,75.805,76.28333333,74.263333335,75.216666665,73.468333165,78.4583335,0.381,0.507333333,0.637333333,0.846333333,1.0276665,1.0290001665,1.426667,1.520666667,-1.6947845485,-0.075124067,213.2994,217.979105,230.340524,224.3843302,0,0,0,98.633333,-13.93,-16.46,-1.284,-0.743,-0.158,-0.071,-0.07,-0.251
1,1.25,0.125201,0.094,1.552785,0.318008,0.147248,0.10365,-2.516294,-0.00498,0.0281,0.0075835,0.00265,-0.0019105,0,-0.00427,0.000458,0.002955,415.2896545,1.380258,396.51988,1.1408195,-19.78,-20.5,-19.75333333,-19.44333333,-19.2366665,-19.4,-20.35,-18.966667,-19.453333,77.205,76.740000165,76.343333335,75.861666665,75.66,74.501666665,75.095,73.293333335,78.446666835,0.3861665,0.497,0.625667,0.81,0.982,1.019333333,1.301,1.521,-1.662938509,0,213.9104,218.541685,230.003733,225.4710593,0,0,0,98.6,-13.84,-16.50666667,-1.288,-0.744,-0.16,-0.073,-0.071,-0.253
1,1.75,0.137368,0.0969,1.857503,0.417942,0.166706,0.109944,-2.6018675,-0.00423,0.0383525,0.0346,0.01415,0.00199,0.05225,0.00165,0,0.0013,414.404,1.5902475,395.291283,1.209167,-19.853333,-20.37,-19.85666667,-19.28,-19.058333335,-19.59,-20.423333165,-19.02,-19.39,77.3883335,76.371666835,75.813333165,75.62,75.96333333,74.4333335,75.145,73.336666665,78.433333335,0.3798335,0.502666667,0.604333,0.816666667,0.987333333,1.0145,1.336333,1.464333333,-1.60297922,-0.026443334,213.983233,218.4438588,230.4655695,225.7276,0,0,0,98.6,-13.863333,-16.42,-1.286,-0.744,-0.158,-0.073,-0.073,-0.254
1,2.25,0.145304,0.0878,1.674879,0.302925,0.145972,0.045,-3.57332,-0.066764,0.00609,0.037921,0.00333,0.006695,0,-0.00334,0,0.00266,415.675,1.343736,396.110875,1.072185,-19.79,-20.57,-20.08,-19.57666667,-19.081667,-19.41,-20.4533335,-19.06666667,-19.643333,76.8966665,75.83666667,75.67,75.928333165,76.01,74.196666835,75.03166667,73.368333165,78.27666667,0.3786665,0.506333,0.603667,0.811,0.962167,0.9558333335,1.290667,1.505667,-1.646565,-0.134783548,216.132467,217.88843,229.054274,225.156233,0,0,0,98.6,-13.876667,-16.27333333,-1.294,-0.747,-0.161,-0.073,-0.073,-0.256
1,2.75,0.148299,0.0862,1.52197,0.3344505,0.2065785,0.099915,-2.390748,-0.00611,0.0057075,0.03755,-0.00873,0.00326,0,-0.00225,0.00263,0.004505,416.642089,1.4097665,396.902799,1.196418,-19.89,-20.244999835,-19.878333335,-19.426666665,-18.95333333,-19.140000165,-20.38333333,-19.160000165,-19.55333333,76.78,75.95333333,75.51,75.61333333,75.75666667,74.14,75.15333333,73.30666667,78.06333333,0.385333,0.5291665,0.653,0.8495001665,1.026333333,1.057333,1.334666667,1.4994998335,-1.586109096,-0.058516806,215.55460465,217.3745485,228.2473832,222.944333,0,0,0,98.6,-13.95,-16.216667,-1.318,-0.744,-0.158,-0.073,-0.073,-0.256
1,3.25,0.1449985,0.0746,1.6169485,0.322664,0.136763,0.0591,-3.1102165,-0.00762,0.004438,0.058139,-0.0003715,-0.000874,0.00757,-0.00402,0,0.0012265,416.547535,1.45898,397.0420905,1.070426,-20.078333335,-20.85,-20.14666667,-19.511666835,-19.323333,-19.351666835,-20.65,-19.251667,-19.515,77.05,76.40666667,75.83666667,75.48,75.573333335,74.22333333,75.13,73.42666667,78.21,0.393333,0.5246665,0.6738333335,0.8711665,1.050666667,1.030333,1.3588335,1.4653331665,-1.592079371,-0.0547794425,213.6514016,217.24650305,228.61853275,222.5149035,0,0,0,98.6,-14.01,-16.263333,-1.319,-0.739,-0.158,-0.073,-0.072,-0.256
1,3.75,0.144477,0.0837,1.6524,0.273671,0.129745,0.0883,-3.248636,-0.8421055,0.05363,0.025897,-0.00488,-0.000232,0,-0.001455,0,-0.000484,416.23,1.5528925,396.049762,1.053747,-19.918333165,-21.031666835,-20.115,-19.639999835,-19.11666667,-19.55166667,-20.826667,-19.426667,-19.54666667,77.12,76.47333333,75.72,75.786667,75.598333335,74.296667,75.12,73.36333333,78.26666667,0.389333,0.5418333335,0.6803333335,0.8936665,1.009,1.077666667,1.3031668335,1.4090001665,-1.47256,-0.036406509,213.0034813,218.8670953,228.722536,223.2914268,0,0,0,98.6,-13.976667,-16.2,-1.31,-0.738,-0.158,-0.071,-0.072,-0.256
1,4.25,0.129932,0.08585,1.83503,0.386441,0.14331,0.06005,-2.29321,-0.00502,0.0168,0.138871,0.000717,-0.0018,0,0.0007215,0,0.00218,416.056,1.43716,396.081891,1.054564,-19.593333165,-20.6916665,-20.076666665,-19.685000165,-19,-19.59666667,-20.931667,-19.194999835,-19.52333333,76.82,76.18,75.446667,75.21,75.413333335,74.23,75.25666667,73.34,77.92,0.394333333,0.5331666665,0.6805,0.9281665,1.059666667,1.114333,1.4469998335,1.59,-1.649099614,-0.0876155,213.84375145,214.320467,228.7634815,224.9690624,0,0,0,98.6,-14.036667,-16.16,-1.3,-0.737,-0.158,-0.071,-0.07,-0.256
1,4.75,0.1284635,0.08375,1.9665835,0.441475,0.1631095,0.0682,-3.48098,-0.3634825,0.0083425,0.020295,0.00202,-9.99999999999997e-07,0,-0.001205,0,0.0004685,415.235,1.41577,395.1121165,1.115526,-19.691667,-20.49,-20.118333165,-19.824999835,-19.32,-19.6016665,-20.65,-19.49,-19.386666835,77.15333333,76.22333333,75.76,75.463333,75.370000165,74.09,75.15333333,73,77.826667,0.379333,0.5333333335,0.6720001665,0.9048331665,1.007,1.075666667,1.3724998335,1.500167,-1.669064348,-0.110675166,212.82400005,216.229267,229.53463705,223.335499,0,0,0,98.6,-14.04,-16.22,-1.309,-0.742,-0.158,-0.073,-0.07,-0.255
1,5.25,0.154397,0.0958,1.879955,0.428255,0.1591585,0.08915,-3.876809,-0.00494,0.053052,0.036585,0.01325,-0.00132,0,0.000557,0,0.0009455,414.4505,1.435907,395.3817875,1.2163325,-20.01,-20.4716665,-20.2183335,-19.725,-19.34666667,-19.99333333,-20.516666665,-19.5166665,-19.93666667,77.00666667,75.94,75.49666667,75.31333333,75.246666665,74.06,74.973333,73.00666667,77.48666667,0.378333,0.5101665,0.6583333335,0.8751666665,0.998333333,1.034,1.3243331665,1.510833,-1.787024,-0.083068,211.52568345,215.549401,228.98878055,223.927452,0,0,0,98.65,-14.02,-16.203333,-1.306,-0.746,-0.158,-0.076,-0.07,-0.255
