DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,H2O_1_5_1,H2O_1_6_1,FC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,NETRAD_1_2_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1
1,10.75,375.434515,375.42116,375.4539625,375.524605,375.54852,375.7306975,376.1214475,0.23028564,0.2695612,0.2643111825,0.2678958,0.26574733,0.308766555,-1.1485372,-5.7292757,2.885094075,-3.743263575,0.79504482,0,0,0,0.1896413525,93.12941375,-24.8708875,-25.19162,-25.16677,-24.7715,-24.7463315,-23.1539685,-23.2397485,-22.88375,-23.43269,-21.935503,-2.2192817,0,-1.53852,-0.75640483,-0.0890745314999999,1.3269048,2.61218115,24.77076,-46.7935,89.195112,62.13026775,30.480803,20.2697125,15.8129405,40.7167325,11.64313,155.77908,220.41196,-22.167183,-23.3090815,-1.3841602,-0.1937345,0.192762975,0.563346825,1.294402625,1.603225625,1.74101925
1,11.25,375.2498825,375.315145,375.35955,375.3259775,375.4221425,375.691735,375.80952,0.2319921975,0.271223165,0.2752577,0.2740009,0.26830305,0.31034765,-0.82477788,-5.728316,8.14097625,-3.97159255,0.760528195,0,0,0,0.23068401,93.101532,-24.2962825,-24.49392,-24.4404255,-23.93275,-23.9219255,-22.593995,-22.66518525,-22.37235475,-22.7320745,-21.5517,-2.18871755,0,-1.37906025,-0.5902166525,0.0806161705,1.34675825,2.550675925,30.3048025,-52.87283,103.5557725,56.844655,31.865437,20.34662525,17.364897,49.57659275,13.3930105,157.17595,221.86367,-20.72153975,-22.46641525,-1.1491296,-0.1906301,0.19289082,0.56491695,1.2935812,1.6012526,1.7371699
1,11.75,375.2291525,375.19969,375.2683375,375.2295075,375.27915,375.43974,375.573965,0.2390529,0.257396835,0.2776346125,0.27546095,0.2749896,0.313247355,-1.135114675,-5.709987375,6.6749369,-3.3301558,0.7113843325,0,0,0,0.21005616,93.08380625,-23.248943,-23.81812625,-23.67179375,-22.943998,-23.148002,-21.9914175,-22.244955,-22.02312375,-22.175205,-20.9866675,-2.13931875,0,-1.403445625,-0.7628584,-0.03351499875,1.257762375,2.497442,31.701736,-53.002335,106.75998,63.1415875,33.983916,22.317974,16.918734,50.345689,14.0542,156.757655,225.6184025,-19.14479375,-21.77746375,-1.375768225,-0.19133048,0.18389059,0.56049503,1.2981589,1.6015116,1.7409861
1,12.25,374.95147,374.8998275,374.96622,375.1025675,375.112755,375.252375,375.6956875,0.2465072,0.273281725,0.2807828725,0.295293,0.284094,0.33929358,-1.11547305,-5.762960725,7.2308367,-4.6410136,0.562160055,0,0,0,0.21822173,92.911938,-22.51672625,-23.03715,-22.9909155,-22.3583345,-22.27358,-21.0817095,-21.25874275,-21.10750225,-21.22750225,-20.1685,-1.794525,0,-1.254754275,-0.5510686225,0.3199932725,1.514933775,2.699033,34.158805,-53.76911825,106.97118,70.22959825,35.909831,22.88988125,20.17266625,53.029778,14.43952,157.622575,226.7568775,-17.87441775,-20.80042725,-1.31685505,-0.1864907,0.18937816,0.55908512,1.2883586,1.6013174,1.7381392
1,12.75,374.81826,374.779795,374.77069,374.844035,374.9642675,375.2265475,375.40859,0.24133704,0.2899205,0.2884378,0.28881976,0.2802664175,0.3278813875,-0.88148829,-5.72582645,7.723589625,-6.223158525,0.68419655,0,0,0,0.2201325375,92.98775,-21.94580125,-22.1352155,-22.111999,-21.5213355,-21.57683,-20.3799155,-20.64782,-20.44188,-20.41712,-19.5813365,-1.8821649,0,-1.3949849,-0.649782155,0.047817509,1.35617355,2.644732,33.117201,-50.457555,107.701435,62.31848,35.6045505,22.1799675,18.5071515,47.7791675,12.85108125,156.283965,228.973845,-16.7775,-20.260501,-1.02400435,-0.1823670875,0.186603045,0.55959778,1.29074235,1.6018182,1.73849595
1,13.25,375.06921,375.13505,375.11608,375.10289,375.04663,375.36166,375.566805,0.2469677775,0.289344565,0.297425525,0.2836385125,0.28058126,0.34073838,-0.98406142,-5.630010225,7.25966085,-5.4830212,0.6721018,0,0,0,0.1867475875,93.00233975,-21.622762,-21.7341645,-21.42,-20.88028225,-20.8274155,-19.8696905,-19.9985845,-19.6445845,-19.80166775,-18.9959155,-1.813645,0,-1.2033975,-0.4653245,0.2217955,1.4923345,2.7116575,29.886594,-49.160015,95.47702,59.11505025,35.65255425,21.84293,17.10649,46.7119495,13.30937725,156.725565,230.704725,-15.614105,-19.67677275,-1.1638476,-0.17722462,0.18891888,0.561616515,1.292338725,1.59703425,1.7399507
1,13.75,375.71044,375.71074,375.71684,375.76573,375.72399,375.77285,375.66127,0.2498736,0.29527535,0.29744984,0.28392838,0.2828903175,0.349957775,-0.97139677,-5.6450569,5.2447505,-7.07739465,0.8480495275,0,0,0,0.21798056,93.005046,-21.136929,-21.304,-21.10067,-20.559599,-20.5746655,-19.61478,-19.498451,-19.399702,-19.36868,-18.9452,-2.173125,0,-1.58351345,-0.7727223,-0.0636836645,1.21353655,2.39834355,26.6300725,-54.0228205,83.5153265,58.062443,34.9237,21.4402695,15.1921955,39.182798,11.440321,155.91245,232.76948,-15.7666645,-19.558651,-1.075641375,-0.1724012425,0.1842083475,0.5586525375,1.292742775,1.601366225,1.73490525
1,14.25,375.63459,375.69758,375.6743,375.71914,375.73999,375.8846,375.860785,0.253452215,0.296008995,0.3012033675,0.2856361775,0.281495845,0.34040459,-1.1716293,-5.64623775,5.8113917,-4.2507729,0.90196289,0,0,0,0.237543575,92.97774375,-21.0809995,-21.19375125,-21.02333,-20.5,-20.49333125,-19.65367,-19.46520625,-19.3222925,-19.25742,-18.7304175,-1.99369575,0,-1.402337625,-0.6847533375,0.08479124375,1.315562375,2.639633125,17.6094295,-36.4596185,69.7064655,46.108764,26.63288,16.26213875,10.73402,33.053231,8.90644305,155.8476475,233.3196125,-15.34374875,-19.38229375,-1.3204785,-0.16833913,0.186572295,0.562001065,1.28996935,1.59553215,1.73519625
1,14.75,375.5956625,375.6348675,375.75463,375.8204125,375.9722475,376.04983,376.05104,0.2554901625,0.2978295125,0.302772145,0.286367345,0.2789519375,0.3386702975,-1.0285597,-5.6285,1.42936185,-4.62419835,0.9356268575,0,0,0,0.2675580725,92.959254,-21.1139725,-21.147198,-21.063866,-20.677332,-20.733668,-19.834866,-19.633734,-19.5196,-19.523066,-18.49313,-2.161647,0,-1.5899598,-0.84744668,-0.06682133,1.2332068,2.4686204,13.000182,-27.9676485,51.4494935,32.707415,19.336074,12.69372,9.339729,25.49161125,7.455093775,155.286495,232.397235,-15.94333,-19.512466,-1.0968673,-0.1607069925,0.18728722,0.558508275,1.29145195,1.598619025,1.738430275
1,15.25,375.463665,375.484885,375.53134,375.54978,375.534255,375.639665,376.11598,0.2571527225,0.284695385,0.296324545,0.28599745,0.275871995,0.3280303975,-0.695504775,-5.62868815,-1.8999093,-5.077144525,0.82923567,0,0,0,0.2156387275,92.9509355,-21.0916445,-21.03370175,-21.12170175,-20.7848335,-20.81848,-20.14428,-19.671225,-19.6914165,-19.67921825,-18.94825175,-2.022534175,0,-1.377961825,-0.618585635,0.1258805175,1.438753,2.60422415,-5.45441339999999,-22.0237315,38.78428275,26.769354,13.308607,8.89488665,6.41860175,18.3491975,5.23131495,152.97948,230.843585,-16.5596,-19.64099325,-0.8981134,-0.1546367,0.1879741,0.5583801,1.290292,1.59692,1.736652
1,15.75,375.7313275,375.648725,375.7141775,375.7521075,375.96185,376.19632,376.563705,0.25907133,0.291323435,0.30254534,0.2830054,0.27264836,0.3155954625,-0.6398557,-5.64887645,-13.150331,-4.66853815,0.8325246125,0,0,0,0.19764885,93.08034,-21.088867,-21.29124825,-21.24611825,-20.88591825,-20.98184825,-20.34008175,-19.77868525,-19.913725,-19.95197,-19.68948175,-1.912500675,0,-1.3328056,-0.6103366975,0.06051873875,1.2400245,2.4155545,-48.10609575,-28.59817,18.640055,13.85733,7.783604625,5.32101335,3.451734125,8.77505315,2.7447148,151.9197925,229.89485,-17.0221335,-19.98324825,-0.629699,-0.1476268,0.1847799,0.5583801,1.290292,1.598861,1.736004
1,16.25,375.807805,375.760105,375.8535375,375.9535625,375.804535,376.1190475,376.92434,0.252333085,0.283348345,0.287368125,0.27435556,0.26617389,0.304488985,-0.94574794,-5.7076133,-22.94849775,-4.834891,0.6355018225,0,0,0,0.1578920875,93.05767525,-21.55729225,-21.78512,-21.688,-21.20092,-21.33299825,-20.77299325,-20.5311585,-20.53815675,-20.5777335,-20.36475175,-1.935050175,0,-1.177774325,-0.471910115,0.161647165,1.439232325,2.69975585,-77.856251,-31.4943,5.5350464,4.7746368,2.771432925,1.838728375,1.150026175,2.52931465,0.8688833325,151.23255,227.8903,-17.58877325,-20.4996915,-0.902440585,-0.1412537,0.1879751,0.5628662,1.289003,1.597568,1.736652
1,16.75,375.528165,375.5379,375.507025,375.5659525,375.5801225,376.068255,376.4333625,0.25269074,0.2919031,0.278042,0.27122159,0.26545343,0.2989955175,-1.1209861,-5.792283,-35.33329525,-5.462013,0.7647669,0,0,0,0.116055715,93.109725,-21.594012,-22.32133,-21.988,-21.622332,-21.619466,-21.260004,-21.07233,-21.148875,-21.089,-21.17008,-2.292258125,0,-1.474354375,-0.770090375,-0.058595,1.2349705,2.541383125,-91.437098,-34.09878,0,0,0,0,0,0,0.066345382,150.246595,225.21339,-18.568625,-21.02724875,-1.15283745,-0.1412537,0.1886149,0.5628662,1.292226,1.594335,1.737298
1,17.25,375.642035,375.6166375,375.706205,375.760945,376.15115,376.18072,376.6852075,0.2538815375,0.29271578,0.295532105,0.27650069,0.268599145,0.297423345,-0.8528447,-5.66924285,-44.16003625,-5.6128548,0.8303676,0,0,0,0.108266675,93.09766025,-22.072341,-22.76657,-22.50483175,-22.2253915,-22.1545,-22.0134585,-21.4331665,-21.550895,-21.72725175,-21.64383175,-1.885815675,0,-1.1911095,-0.48689655,0.146213215,1.436018175,2.682725175,-91.57378675,-34.8076,0,0,0,0,0,0,0,151.0351,222.25574,-19.34700675,-21.58721825,-0.98609953,-0.1393423,0.1905284,0.5635071,1.289646,1.59692,1.739239
1,17.75,375.34093,375.376005,375.4428075,375.51101,375.99899,376.455265,377.26976,0.252956,0.301229155,0.296840855,0.27757555,0.2670236,0.31076952,-0.868886505,-5.62800655,-45.894766,-5.174711125,0.82941822,0,0,0,0.122748375,93.09756225,-22.434695,-23.14541875,-22.8816675,-22.671955,-22.58542,-22.54312625,-22.11250125,-22.22737625,-22.33417,-22.15617,-2.244562625,0,-1.453943625,-0.85069705,-0.2001354375,1.060079375,2.318287625,-90.91741125,-34.40816475,0,0,0,0,0,0,0,148.60492,220.61228,-19.99562375,-22.00625,-1.490870375,-0.1438216775,0.1929410875,0.5652694225,1.19815,1.59924875,1.73912695
1,18.25,374.82725,375.01255,375.095565,375.14195,375.23405,375.59925,376.26858,0.241467405,0.2960121125,0.29418368,0.2595342,0.2558847325,0.2973963875,-0.57320978,-5.62815,-50.30711475,-4.6052294,0.86507046,0,0,0,0.10569031425,93.084082,-22.70485175,-23.2575,-23.005,-22.949835,-22.744,-22.839,-22.1195,-22.358,-22.5475,-22.154165,-1.9561,0,-1.235715,-0.56178175,0.001608323,1.3327,2.488783,-90.9364225,-34.3095185,0,0,0,0,0,0,0,146.9677,219.1301,-20.207665,-22.193665,-0.77218372,-0.144872855,0.191392775,0.5654297,1.292161975,1.5979564,1.741115475
