DOY2,HR2,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,SC,H,LE,SH,SLE,PA,RH_1_2_1,RH_1_1_1,RH_1_3_1,T_SONIC,T_SONIC_SIGMA,TA_1_2_1,TA_1_1_1,TA_1_3_1,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,TS_1_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS,CH4,FCH4
1,0.25,373.692325,0.310526960952694,-12.36323,1.627355,0.026349760446412,-0.811547,-60.8206775,-77.66013,-1.665938,-2.15335375,100.77855,23.01761,42.6955110833333,44.0001524666667,1.32789075,0.0640043725,-0.469286725,-0.483801074333333,-0.923517839166666,0,228.568946166667,313.089217833333,0,0,6.87805886,7.43193282666667,-0.4138482,0.126167425,0.03734407,0.1392746,0.0357406125,0.34308905,1906.2525,-13.55803
1,0.75,374.967975,0.341843721739343,-9.9213285,1.56874725,0.0270216533876357,-0.958950075,-57.1540925,-31.679375,-1.5636635,-2.950258,100.78055,22.4857425,42.09359395,44.33626265,1.31157875,0.058127245,-0.399189,-0.604348840666666,-0.927256156666666,0,227.458041166667,313.356864,0,0,7.00386432,7.42697162416666,-0.38869985,0.1443923,0.04017895,0.169904525,0.0429343775,0.28956165,1904.224,-9.3704895
1,1.25,377.644525,0.27904711123508,-7.907941,1.357315,0.0235903479262328,-2.029584,-57.6662425,-60.592275,-2.233115,-3.445644,100.792775,19.577395,43.4942024666667,45.7898129833333,1.258671,0.070181365,-0.430621375,-0.738029002,-1.01095495733333,0,227.1705195,313.9520425,0,0,7.093252175,7.45812274333333,-0.39368495,0.1442088,0.0351532,0.1495794,0.0441606,0.3042107,1917.513,-11.07904
1,1.75,378.6148,0.265277143289203,-3.67384275,1.2877125,0.031250876894283,-0.49442455,-56.2506875,-40.761045,-2.131641,-1.6939975,100.80245,19.2297,45.3341919,47.52095875,1.1415995,0.075977185,-0.543679725,-0.724581134499999,-1.1705478345,0,226.664763166667,312.967599666667,0,0,7.21840426333333,7.49848274166667,-0.46637635,0.1304799,0.0397700275,0.164457525,0.04539305,0.32564585,1930.963,-9.078232
1,2.25,374.1228,0.250268001984787,-2.527651,1.2021475,0.0291347394090238,-1.906658,-57.49218,-30.441575,-2.00953225,-9.49896325,100.8062,18.27628,44.7895309333333,47.59764955,1.120765,0.06699336,-0.6538699,-0.814510341833333,-1.271246855,0,227.825594166667,312.11306,0,0,7.306774245,7.51260486583333,-0.4160772,0.1490953,0.0374719,0.1940792,0.0434324,0.3272915,1919.10175,-5.41232525
1,2.75,370.943625,0.249108423640594,-4.06062925,1.12878,0.0296259155858657,-0.832807325,-51.151845,-38.8373025,-2.03196475,-2.62539075,100.806575,17.0435825,44.3471265166667,47.15215935,1.1231095,0.075328865,-0.642093025,-0.898080549999999,-1.38621506833333,0,227.7799805,310.727495,0,0,7.41142113333333,7.47469103,-0.3160032,0.145309525,0.03520299,0.1162206,0.0360131275,0.33149375,1925.7455,-5.3834635
1,3.25,381.364925,0.295887982126164,-3.834805,1.14271875,0.0286618323889401,-1.9702025,-60.93585,-23.23776,-2.6480525,-9.336058,100.7545,17.2724925,44.8064745333333,48.0970847916667,1.062337,0.0549078275,-0.72700185,-1.02211158358333,-1.41858392,0,226.939662166666,311.086397416667,0,0,7.49273121666667,7.43895025833333,-0.319553575,0.14380285,0.0419913425,0.132677425,0.0446422075,0.330030075,1906.481,-5.97013
1,3.75,382.68355,0.307277475219749,-2.04572475,1.2251475,0.0310759612681256,-1.004173425,-62.690325,-28.44196,-1.75708625,-5.886653,100.7367,18.7274625,47.5267432166666,50.6670077083334,0.60190295,0.0527376,-0.996242175,-1.4103149025,-1.70350321833333,0,225.369390583334,309.486529083333,0,0,7.53000699916667,7.48285709166667,-0.376850525,0.151613975,0.0425658975,0.16834405,0.0450250675,0.386648875,1897.0105,-14.185235
1,4.25,384.209075,0.302902045176453,-1.9605375,1.2511325,0.0349727865265285,-2.07746625,-74.730225,-17.1594675,-2.72809125,-13.78715,100.661575,19.6103125,50.7185536416667,53.2398076416667,0.0348134249999999,0.08596163,-1.67133025,-1.62765776083334,-2.02531518833333,0,223.595387333334,308.364892,0,0,7.5172053225,7.527656975,-0.350929975,0.152466925,0.0516781725,0.135459825,0.042218445,0.36732755,1921.592,-13.05647
1,4.75,377.7465,0.292679684425496,-6.4405125,1.241644,0.0315690010170378,-1.2193325,-85.436025,-15.81829,-2.8641675,-5.817954,100.57575,19.2687225,48.9677022333334,53.2996924333333,-0.01309925,0.0821,-1.7328325,-2.225189845,-2.27949390333334,0,222.553095,307.37624925,0,0,7.33076574583333,7.50894942083333,-0.36704275,0.14113,0.044529125,0.1632645,0.05486705,0.35801625,1917.226,-26.06722
