DOY2,HR2,G_1_1_1,G_1_2_1,H,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TAU,RH,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
1,0.25,-8.65525,-6.971975,-107.04988395625,0.864685387625,0.075975,0.3243486854375,0.3069959818,0.107150593875,-11.0069186,0.0945755319875,-0.348000443125,14.34625,-23.95,-2.78525,-3.821,-1.198075,-7.9493,-85.0225,-4.89755,-0.379425,168.9675,210.9775,0,0
1,0.75,-8.67,-7.062425,-92.829477406,1.236747467,0.1035737296,0.3030607817,0.26625523436,0.1434850275,-11.14954532,0.10079653212,-0.3100542702,17.20575,-23.86325,-2.812525,-3.807725,-1.19195,-8.0327,-83.59,-5.08245,-0.3026,168.6825,211.79,0,0
1,1.25,-8.722,-7.14275,-82.633850818,0.8627922652,0.08044,0.29132032056,0.25760206592,0.14019958184,-11.17501308,0.10480378944,-0.2700917586,17.26575,-23.61625,-2.7723,-3.8237,-1.19555,-8.0815,-84.1275,-5.2878,-0.3566,169.1425,212.9875,0,0
1,1.75,-8.7675,-7.194525,-107.987196646,1.8287758448,0.0693,0.33852903068,0.30765317398,0.1559983217,-10.86581968,0.11165547858,-0.2938443344,14.4685,-23.137,-2.7701,-3.86185,-1.181875,-8.14925,-84.7075,-4.77165,-0.265725,169.5875,213.0525,0,0
1,2.25,-8.81625,-7.23285,-93.30916178875,1.842694099,0.096080485,0.3504587048625,0.4045630615375,0.1396320785,-10.9045350125,0.1080227070125,-0.272228442125,16.153,-23.15875,-2.778,-3.870875,-1.180275,-8.16325,-83.26,-4.87995,-0.213425,168.61,213.905,0,0
1,2.75,-8.84825,-7.25335,-83.46842958875,2.265922987,0.0834625,0.42822282355,0.3926484925,0.17603218345,-10.910902025,0.08090266265,-0.328754239375,13.16525,-23.91075,-2.718775,-3.9003,-1.191325,-8.14325,-84.3375,-4.733175,-0.179625,170.0775,215.8775,0,0
1,3.25,-8.84675,-7.233725,-80.08373533,1.8837863168,0.1055446528,0.44892875224,0.45080416554,0.1553414066,-10.9133908,0.162,-0.2205035902,12.51975,-24.205,-2.811125,-3.88045,-1.2028,-8.192,-85.47,-5.016625,-0.412025,170.1825,215.855,0,0
1,3.75,-8.94725,-7.2633,-99.182428112,1.6619400426,0.1021191252,0.41471426934,0.38148732728,0.1718294409,-10.8932731,0.16767255828,-0.2856904526,11.45125,-24.205,-2.76835,-3.925875,-1.185975,-8.25925,-83.1025,-5.06745,-0.210425,170.5925,216.51,0,0
1,4.25,-9.0505,-7.278175,-71.4958990065,1.7865336731,0.089595,0.337392189025,0.374708423505,0.143182884035,-11.026091325,0.16228520549,-0.2357500215,10.83775,-24.099,-2.744325,-3.939875,-1.20255,-8.42575,-83.4025,-5.167325,-0.2734,169.4425,217.605,0,0
1,4.75,-9.14425,-7.243025,-67.2954745665,1.67526313605,0.1102304071,0.440321862465,0.416899653985,0.184203873995,-10.907940215,0.131007270445,-0.1983483269,10.94025,-23.69825,-2.75245,-3.9337,-1.1966,-8.43875,-82.605,-4.85245,-0.2993,170.4725,219.065,0,0
1,5.25,-9.25425,-7.266425,-60.030797782,1.93446262835,0.074705,0.458644000225,0.40184302503,0.15019241277,-10.95136747,0.109382512205,-0.1930127709,10.88675,-23.60225,-2.75035,-3.960575,-1.191,-8.435,-82.175,-4.777525,-0.2811,171.04,220.635,0,0
1,5.75,-9.3645,-7.3072,-67.237276013,1.92067806895,0.088895,0.47226287693,0.42726132797,0.136293000215,-10.9576566,0.10248076886,-0.21786713255,11.26,-23.56325,-2.728925,-3.96005,-1.162775,-8.35675,-80.3585,-4.89245,-0.363425,171.8025,220.325,0,0
1,6.25,-9.44825,-7.40395,-71.9125759185,1.7837657878,0.07261,0.366836841805,0.371382508825,0.09361280462,-11.040630855,0.09356418678,-0.2265096709,10.94075,-23.3425,-2.735975,-3.964475,-1.1688,-8.33725,-80.05125,-5.04365,-0.3733,171.175,222.1175,0,0
1,6.75,-9.49625,-7.47525,-104.364887805,1.82609340325,0.074135,0.266693421235,0.298069790615,0.11603700828,-11.223808655,0.06924360471,-0.2826508809,11.01625,-23.473,-2.693325,-3.987875,-1.180825,-8.32875,-79.61325,-5.44405,-0.459325,171.08,221.715,0,0
1,7.25,-9.472,-7.5114,-105.6303068015,1.34411651425,0.071115,0.344187707385,0.344568260355,0.123892511555,-11.30540197,0.13510613554,-0.2610274453,12.37,-23.44975,-2.724275,-4.01845,-1.18825,-8.27625,-81.895,-5.22535,-0.5665,171.435,222.9625,0,0
1,7.75,-9.37125,-7.508725,-101.443649331,2.3901916543,0.09212450815,0.325653001415,0.30425749442,0.12845214042,-11.402462545,0.10118524697,-0.2280983072,12.55225,-22.80475,-2.720425,-4.032775,-1.20385,-8.29925,-81.59,-3.268725,0.187075,171.335,222.395,0.4706,0.79965
1,8.25,-9.24725,-7.464925,-121.04867778,2.43185276325,0.07924059435,0.380111407625,0.36440067297,0.120827642975,-11.25369621,0.07162697263,-0.2528716938,11.115,-23.12975,-2.713975,-4.047725,-1.168975,-8.222,-72.92425,3.485,3.709975,171.305,219.345,7.588575,8.35565
1,8.75,-9.076,-7.445775,-120.704585245,2.26732946265,0.07644601505,0.3877802325,0.403969409015,0.121252314755,-11.090703035,0.04070475694,-0.23562339285,11.22,-22.49625,-2.736,-4.0279,-1.18825,-8.20225,-57.83825,17.607,15.96075,171.4375,221.7925,37.47475,35.50625
1,9.25,-8.8655,-7.351675,-97.319804372,2.291923352225,0.0901468868,0.353950245685,0.422961512045,0.15573059388,-11.1865642775,0.1137349247,-0.33021356005,11.4575,-21.86375,-2.76475,-4.045075,-1.1626,-8.0655,-49.88625,31.99025,28.02025,175.135,224.255,66.72125,62.08025
1,9.75,-8.63725,-7.291875,-102.00867521475,2.437658381675,0.120957319925,0.4794784599275,0.3992406697925,0.17474001311,-10.7376515725,0.0972075831725,-0.284968212975,11.62425,-21.40525,-2.794325,-4.055925,-1.176275,-7.9509,-38.66275,47.29375,40.681,175.285,226.1125,96.1125,94.6575
