DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1
1,0.25,0.9009,11.695,4.473,3.237875,2.75235,1.108,2.88152500000001,27.63305,2.92330000000001,7.72634999999999,98.31,103.105,429.81415,3.981,-0.3367,0.004
1,0.75,0.9598,11.8155,4.29102499999999,5.912525,3.1758,1.27665,1.772,31.2459750000001,2.88087499999998,7.65645,98.28,103.1025,429.69095,3.96025,-0.0613750000000053,0.00727499999999998
1,1.25,0.920125,11.997,3.95805,4.159125,3.1866,1.5674,1.164,23.63615,3.507,7.616075,98.222,103.1025,431.7651,3.9875,-0.155125000000007,0.00554999999999995
1,1.75,0.96465,12.293,4.089575,3.5504,3.0093,1.33925,4.10630000000001,22.219475,3.32094999999999,7.613225,98.28,103.105,432.593625,4.07825,0.0988999999999664,0.00827499999999998
1,2.25,0.89925,12.44925,4.181525,3.902625,2.8919,1.1252,4.11475,19.486,2.91712499999998,7.59035,98.2855,103.105,432.457825,3.9565,2.18039999999997,0.00582499999999993
1,2.75,1.0026,12.4515,4.43004999999999,3.00275,2.718125,1.1116,2.728125,27.0738999999999,3.13027499999999,7.574125,98.28,103.1025,432.9113,3.69925,-0.549025000000014,0.00727499999999998
1,3.25,0.9722,12.4085,4.65687499999999,3.628625,3.61755,1.6849,4.059,21.1714,3.514,7.548375,98.28,103.1,434.262575,3.714,0.718799999999997,0.00427499999999998
1,3.75,0.90525,12.468,4.705125,3.27675,2.848125,1.325625,7.77910000000001,24.790475,2.99445,7.50505,98.28,103.2,435.3053,3.63424999999999,2.34339999999999,0.00554999999999995
1,4.25,0.8674,12.46925,4.65017499999999,4.06225,3.9441,1.312075,8.36352499999999,29.4353,2.762375,7.458525,98.2855,103.2,434.777375,3.47225,5.41569999999999,0.00554999999999995
1,4.75,0.944399999999999,12.2175,4.5443,3.51795,3.415075,1.27885,8.35944999999997,23.3827,2.92164999999999,7.415075,98.3855,103.2,433.642,3.4255,6.18954999999998,0.007
1,5.25,0.95375,12.204,4.60545,3.939975,3.64405,1.2258,6.14079999999997,19.361625,3.09627499999999,7.3848,98.3855,103.3,434.5379,3.42449999999999,2.03415,0.00327499999999998
1,5.75,0.954199999999999,12.221,4.963,3.527825,3.2956,1.2963,14.0873,27.98655,3.21149999999997,7.38175,98.413,103.3,436.9532,3.3895,2.878975,0.00554999999999995
1,6.25,0.9334,12.25925,5.0723,3.66905,3.3185,2.3515,7.36174999999999,14.7751999999999,3.90944999999997,7.43195,98.413,103.3,436.54975,3.41374999999999,2.20267499999995,0.005
1,6.75,0.899825,12.3705,4.50922499999999,4.42975,3.89685,2.29884999999999,12.246375,22.9412,5.012825,7.5311,98.413,103.3025,440.26435,3.21424999999999,3.346475,0.339275
1,7.25,0.880199999999999,12.582,4.311425,3.95335,3.7105,1.8892,10.421525,21.774625,5.49085,7.568375,98.4,103.4,438.7291,3.06475,7.55925,13.46
1,7.75,0.905825,12.653,4.31119999999999,3.272,3.0155,1.3222,32.805475,23.098125,5.49229999999999,7.545525,98.4275,103.4,438.733,3.151,17.61525,74
1,8.25,0.9515,12.802,4.66634999999999,3.96875,3.5183,1.50565,78.04925,32.8344,5.36349999999999,7.55675,98.3855,103.4,438.643275,3.46324999999999,46.1762499999999,160.3225
1,8.75,1.045675,13.22475,4.807275,4.14,6.54045,0.966400000000001,135.2748,66.3188,5.28972499999999,7.5935,98.1495,103.3025,435.51325,4.01974999999999,99.8825,236.2
1,9.25,1.04225,13,4.989625,4.4662,6.74312500000001,1.3366,181.568,68.50275,5.42639999999998,7.5591,97.96075,103.3,429.82515,4.552,163.065,313.0475
1,9.75,1.15365,13.18275,5.003825,4.549225,6.2321,0.42085,223.85,85.1134250000001,5.42437499999997,7.625925,97.96075,103.3025,426.5802,5.11275,214.06,380.73
1,10.25,1.16825,13.6395,5.2035,4.1984,4.18979999999999,0.377349999999999,260.221275,118.199025,5.48752499999996,7.656,97.90575,103.3025,423.64085,6.1175,277.3275,447.73
1,10.75,1.14,14.50325,5.1133,3.442125,3.69765,0.6475,294.676,111.4976,5.46212499999997,7.67575,97.16675,103.3,418.89235,6.87924999999999,313.875,494.1275
1,11.25,1.164225,15.31575,5.104025,4.7896,5.297125,0.496,310.020775,133.749375,5.56179999999999,7.7155,97.526,103.2,417.8002,7.54674999999999,344.295,526.7375
1,11.75,1.233,16.0405,5.475475,4.05759999999998,4.43454999999999,0.632049999999999,321.637725,148.423125,5.78292499999999,7.7925,96.96875,103.1025,415.7952,8.29825,366.405,554.47
1,12.25,1.30585,15.93675,5.79465,4.077675,4.42825,0.635125,330.5657,152.0081,5.37109999999999,7.95975,97.01,103.0025,416.0934,9.09575,374.2825,559.4475
1,12.75,1.2714,15.9,5.31365,4.6,4.8278,1.121,322.823,154.4821,5.52652499999999,8.14425,97.065,103,415.8435,9.69125,361.6,558.5475
1,13.25,1.199025,16.711,4.965375,5.105,4.8771,1.044825,308.560575,127.653375,6.12405,8.29300000000001,97.065,103,416.30825,9.98799999999999,336.2825,524.85
1,13.75,1.2656,16.49125,5.3462,3.640325,5.15999999999999,0.9806,271.979075,146.1965,6.98299999999999,8.389,97.0265,103,415.255,9.75149999999999,302.785,482.525
1,14.25,1.1926,16.46425,5.1635,4.955,5.048025,1.1788,237.410375,113.70945,7.73274999999998,8.47175,96.999,103,415.3104,9.8885,256.815725,425.655
1,14.75,1.2076,16.206475,5.28725,4.3363,4.269875,1.17925,205.00045,101.59825,7.8275,8.484,97.144,103,415.206075,10.03475,202.73,366.41
1,15.25,1.112275,16.07925,5.067125,3.807125,4.026975,1.474675,155.0776,91.82795,7.65374999999999,8.4735,97.0265,103,416.0732,10.0945,142.7125,291.7425
1,15.75,1.111825,15.956,4.911575,4.399725,4.0385,1.423375,94.918075,72.30945,7.30349999999999,8.48475,96.96875,103,416.020875,10.19675,71.22,203.4025
1,16.25,1.040975,15.60975,4.75617499999999,4.74774999999999,4.08575,1.371875,52.2344749999999,53.0983,6.75887499999999,8.5185,96.8565,103,416.6516,9.91025,15.25225,124.71
1,16.75,1.00715,14.7445,4.62409999999999,4.44134999999999,4.1182,1.57745,10.178575,38.08635,6.165825,8.54225,97.065,103,416.27115,8.06099999999999,2.26624999999999,40.53
1,17.25,0.9849,13.9525,4.2824,4.11,3.5668,1.72605,4.64475,23.000825,5.740675,8.55125,97.4825,103.1,417.922,7.17699999999999,-1.00602500000001,4.483275
1,17.75,0.9322,13.75675,4.51649999999999,4.049575,3.4648,1.8154,2.1445,24.03715,5.38164999999999,8.475,97.71925,103.1,419.4348,6.46674999999998,-1.53457500000002,0.011
1,18.25,0.9608,13.43225,4.908775,4.269575,3.51445,1.89295,1.70675,29.8005,4.780375,8.33725,97.8275,103.1025,421.538,6.21924999999999,-0.429175000000006,0.007
1,18.75,0.9537,12.446,4.595575,4.54275,3.3763,1.7885,3.92375,32.834,4.41737499999999,8.19575,97.91925,103.1025,422.3164,5.94825,-0.925675000000004,0.008
1,19.25,0.9648,11.96475,4.52655,4.955,3.53359999999999,1.3398,5.69039999999997,30.548325,4.14624999999998,8.06,97.7275,103.1025,422.799,5.52375,-0.788400000000003,0.008
1,19.75,0.98925,12.1855,4.61565,3.51925,2.86355,1.7041,4.14775,22.649225,3.88334999999999,7.970475,97.90575,103.1025,424.55725,5.27549999999999,-0.129825000000013,0.00830000000000001
1,20.25,1.01345,11.85675,4.76417499999999,4.8759,3.553625,1.342125,1.917,22.3346,3.650875,7.910875,98.022,103.1025,425.2204,4.9665,0.354999999999996,0.008
1,20.75,0.972275,12.12975,4.847975,3.460825,2.822,1.40025,3.47725,28.3925,3.476,7.862875,98.022,103.2,425.000025,4.82999999999999,0.43687499999999,0.009
1,21.25,0.980925,12.11,4.53292499999999,3.907,2.97567499999999,1.328,4.93579999999998,23.1838,3.3745,7.816975,98.122,103.2,427.888575,4.79475,1.10622499999999,0.005
1,21.75,1.0232,12.064,4.709275,3.3328,3.498525,1.2384,5.2087,22.0715,3.40207499999999,7.739575,98.1495,103.2,427.01965,4.55475,1.13894999999994,0.007
1,22.25,0.993,12.21675,4.272375,3.596,3.2438,1.155275,1.797975,22.8653999999999,3.34065,7.64275,98.1495,103.105,429.6876,4.32275,1.750375,0.005
1,22.75,0.94,12.13725,4.4763,3.67375,3.4402,1.3282,1.07355,25.8925,3.3098,7.566925,98.1495,103.105,429.0355,4.28699999999999,-0.0729250000000162,0.00560000000000002
1,23.25,0.885649999999999,12.15275,4.53525,3.136325,3.00105,1.3672,1.698,25.2800999999999,3.388325,7.48165,98.38,103.2,428.159475,4.23324999999999,0.178174999999984,0.005
1,23.75,0.876625,12.011,4.31295,3.12005,2.6846,1.026725,1.92955,23.145625,3.384675,7.4212,98.3855,103.2,429.916625,4.03325,-0.530275000000001,0.005
2,0.25,1.07075,10.959,4.897575,4.40457499999999,3.986975,1.15085,7.17249999999998,30.7926,2.888875,6.6605,97.855,102.7,426.827725,4.66475,1.58947499999997,0
2,0.75,0.992425,11.26275,4.80985,4.6954,4.49975,0.9782,10.8138499999999,36.2303,2.32184999999999,6.595725,97.81925,102.7,427.2629,4.8955,0.759149999999996,0
2,1.25,1.11,11.26575,4.8105,4.5283,5.07904999999999,1.38085,9.57914999999984,31.5986,2.06275,6.5354,97.84675,102.6025,427.61895,4.82575,-0.224800000000016,0
2,1.75,1.0643,11.2565,4.8853,4.212,3.725375,1.68175,1.112,26.780375,1.88784999999999,6.479825,98.0275,102.7,427.85475,4.68524999999999,-0.219400000000003,0
2,2.25,1.06235,11.195,4.828925,4.675675,3.6528,1.51325,7.45999999999998,31.3794,2.07355,6.415275,98.077,102.7,426.7613,4.49825,0.321174999999998,0
2,2.75,1.0856,10.87375,4.9677,4.49742499999999,3.7128,1.8429,4.13040000000001,24.80225,2.24045,6.365,98.0825,102.7,425.58085,4.23599999999999,0.91644999999998,0
2,3.25,1.070625,10.5085,4.753275,4.72995,3.85639999999998,0.964125,30.414,27.947625,2.335275,6.315175,98.2275,102.7,425.6969,4.063,0.721599999999993,0
2,3.75,0.984875,10.39325,4.79752499999999,4.5608,3.91867499999999,1.07155,43.617,24.63975,2.33349999999999,6.1497,98.213,102.7,425.177375,3.96874999999999,0.280724999999995,0
2,4.25,1.01125,9.9685,4.89292499999999,3.3092,3.47242499999999,1.4174,42.5689499999999,22.08445,2.393525,6.058675,98.0825,102.7,425.549975,3.744,0.505099999999996,0
2,4.75,0.958025,10.053,4.8613,4.28,4.59135,1.1608,40.248225,31.9402249999999,2.20247499999999,6.04875,98.0275,102.7,426.44525,3.64025,0.555574999999992,0
2,5.25,0.9311,10.65025,4.8887,4.493125,4.47745,0.9749,26.57515,15.526,2.07984999999999,6.064,97.97825,102.7,427.423525,3.643,0.155649999999996,0
2,5.75,0.933625,10.6805,4.90699999999999,4.3774,3.5241,1.127225,35.665825,24.3419,1.93145,6.0645,98.1,102.7,429.9578,3.81824999999999,0.339349999999996,0
2,6.25,0.9401,10.8525,4.70199999999999,3.938125,3.42935,1.33625,27.3819,26.1095999999999,1.90249999999999,6.02875,98.0275,102.7025,430.59965,3.71025,0.391799999999986,1
