DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1
1,0.25,391.44375,1.1924262495,1.506145,-0.1286965,10.5073,0.062905205,-21.2531,-0.595631,-3.23719,-0.448512,101.4445,82.12097,9.95,12.1445,0.193261091,0.551596,0,-56.595855,-3.1035425,0.48554845,303.2715,354.0529,-0.04945,0.0624,0.224600818,0.180871987,0.0526300175,0.687387,-20.40363,-20.20243,-16.07348,-14.060245,16.00384,15.193405
1,0.75,392.317,1.3058129765,1.5084975,-0.11332175,10.6203,0.065252809,-20.81825,-0.7962445,-2.56584,-0.644288,101.419,82.071715,10.18,12.132,0.194030903,0.463647,0,-57.26819,-2.8983315,0.4852407,304.686,355.0184,-0.0452,0.064,0.201730077,0.1961941415,0.0579613985,0.634258,-20.609315,-20.50595,-16.17593,-14.607585,15.867955,15.113325
1,1.25,392.204,1.29342136475,1.38146,-0.257101,10.59805,0.056695804,-18.171475,-0.6065765,-3.08265,-0.29626825,101.37575,83.4756,9.77,11.75975,0.194644295,0.463309,0,-53.11733,-2.850045,0.53704445,308.387,352.79895,-0.057,0.073625,0.2639339865,0.192483634,0.058646797,0.7118826435,-20.332415,-20.932,-16.631345,-15.08044,15.69679,15.044715
1,1.75,393.2725,1.29388382,0.65014475,-0.15407425,10.614725,0.065887258,-18.182175,-0.79072975,-3.353985,-0.525469,101.365,84.35,9.696,11.334,0.192740057,0.363479,0,-53.962595,-3.056747,0.55101125,308.75245,351.40315,-0.05695,0.076975,0.22338274225,0.21365781225,0.06554740525,0.69131292075,-20.049175,-21.729345,-16.769855,-15.417995,15.57831,14.99486
1,2.25,390.562,1.138532228,1.68545,-0.106221,10.43895,0.08191264275,-20.893075,-0.65469275,-3.64148,-0.5117385,101.349,85.603615,9.506,11.49025,0.17612938025,0.296689,0,-52.59095,-2.74811,0.4862074,309.84735,353.3207,-0.072725,0.05985,0.20987836925,0.19735742175,0.06230197125,0.6786764175,-20.469115,-22.13976,-17.076595,-15.783955,15.48598,14.942445
1,2.75,388.088,1.3216883135,1.71161,-0.342685,10.0379125,0.0853824735,-19.4045,-0.4860755,-4.432885,-0.563136,101.3415,86.382645,9.0125,10.6355,0.18325990875,0.31691,0,-49.769215,-2.956862,0.4837125,311.742,351.9932,-0.07005,0.073075,0.20772567625,0.184199543,0.05893922,0.6060045,-20.462785,-22.113555,-17.89955,-15.912415,15.41124,14.890955
1,3.25,392.72225,1.077054053,1.2761675,-0.30311625,10.315325,0.06195354175,-21.07605,-0.64717875,-4.3075725,-0.761619,101.3385,85.520055,9.0875,10.7195,0.14947595875,0.280524,0,-45.816975,-2.6185135,0.439025,310.39875,351.58865,-0.05105,0.065825,0.2091021155,0.19676385925,0.0453185325,0.6633825,-20.24729,-22.33018,-18.56136,-16.10859,15.34621,14.7982
1,3.75,392.077,1.2863703775,1.4023,-0.3634915,10.43985,0.068748378,-19.7169,-0.5588085,-5.3423975,-0.6952115,101.3265,84.97471,9.166,10.799,0.1770497965,0.2696625,0,-40.4432,-2.665932,0.5104329,308.7282,351.3983,-0.05745,0.071,0.23105023,0.195491389,0.051670593,0.755371812,-19.623395,-22.56601,-19.196305,-16.482725,15.2487,14.754
1,4.25,395.014,1.421776931,1.28618,-0.1218775,10.02152,0.06812229425,-19.29115,-0.5681445,-3.4421225,-0.547231,101.3255,85.26156,8.9205,10.6705,0.161864141,0.2310085,0,-42.3682,-2.65459,0.5310884,309.3858,351.1954,-0.05085,0.07685,0.227472219,0.1844953225,0.0544369905,0.766544,-19.94402,-22.78601,-19.65836,-16.55564,15.14602,14.72758
1,4.75,394.22475,1.26071600375,1.22031,-0.273632,9.771235,0.065063387,-20.71415,-0.689159,-3.796435,-0.837997,101.3415,85.3573925,9.1675,11.0235,0.1802357235,0.209645,0,-45.124775,-2.75348,0.48739915,308.81235,350.44265,-0.0677,0.0834,0.241586374,0.218364404,0.058393636,0.722311,-20.470265,-23.224385,-20.107845,-16.632015,15.073995,14.733755
1,5.25,394.1675,1.272244707,1.524945,-0.15565375,10.090255,0.05271091275,-20.9114,-0.610055,-4.0107475,-0.7857025,101.3585,86.22697,9.24,10.882,0.150996326,0.193956,0,-50.278345,-2.759603,0.416555,307.93965,349.4924,-0.07925,0.0856,0.2325904905,0.2174709265,0.066857682,0.84205025,-21.149875,-24.016815,-20.08432,-16.70608,15.0434,14.733085
1,5.75,393.7545,1.3411657125,1.39953,-0.1152665,10.3534,0.085289206,-21.5192,-0.5635395,-4.40763,-0.710456,101.3715,87.1606725,8.719,10.4675,0.185202395,0.186876,0,-51.424955,-3.0425355,0.4187586,308.1909,348.00395,-0.0613,0.0896,0.242985628,0.233385889,0.0794007725,0.771618,-21.508305,-24.259465,-20.160145,-16.755095,14.96145,14.70284
1,6.25,392.63875,1.194635146,1.6238425,-0.209312,9.653505,0.078828732,-21.9744,-0.769004,-4.888435,-0.792364,101.3905,87.65,8.278,10.149,0.195939074,0.1814,0,-42.66688,-3.20239,0.4688965,309.72065,345.10085,-0.06195,0.09475,0.2758617485,0.2308642705,0.085933533,0.781114,-21.64234,-24.59962,-20.19577,-16.7662,14.88608,14.672605
1,6.75,393.203,1.264920218,1.3705,-0.101492,9.653575,0.05983454525,-25.7712,-0.4740465,-4.0145125,-0.710647,101.413,86.30492,8.4445,10.2165,0.1935075615,0.154039,0,-54.577005,-3.166459,0.49691405,307.6384,347.8495,-0.0642,0.0899,0.271661554,0.2173698905,0.086740961,0.7918991885,-22.35153,-23.822645,-20.25806,-16.8598,14.810595,14.59871
1,7.25,392.114,1.36512359475,1.2759,-0.223462,9.635015,0.0592283825,-23.49925,-0.4532765,-2.98314,-0.558363,101.4265,86.0628475,8.4805,9.965,0.183703212,0.14278,4.6418190015,-48.21685,0.96435025,0.9093803,306.7842,346.562,-0.0727,0.07605,0.23716799,0.224904775,0.076568741,0.714826,-22.52419,-23.693395,-20.51033,-17.16355,14.72342,14.5155
