DOY2,HR2,USTAR,H,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.350908478,-35.9549342692853,0.713104973457326,416.449349575,3.31614930634954,418.7374568,3.437849804,423.451937045911,3.37708769745347,416.198204975,3.8085058379826,417.3639808,3.28749254612877,418.8601738,3.515418567,417.5204773,3.31222799402035,418.3733709,3.502984389,416.93779965,3.34634502503327,419.512778175,2.85941467775,419.946473425,3.59756622889378,421.0343175,3.6660682325,2.450194037,-3.78735581775,0.07662630625,1.64,1.2725,0.645,0.56,0.3025,-2.28745,-2.282,-1.92095,-1.68235,-1.9212,-1.37635,-3.4302,96.957925,51.895,1.3239,-1.5175,-1.6225,-2.0775,-0.8475,-0.6425,1.2,-3.41,1.9,-1.295,0.145,230.225,303.825,279.125,302.075,-0.12,-0.07,-0.17,-0.18,0.03,0,-0.2175,-0.09,0.05,-0.02,0.97475,1.604,2.51875,3.506,5.20275,7.01325,8.49225,9.429,10.1515,1.817,2.4035,3.466,4.169,5.26,6.6865,8.1355,8.123,10.26025,1.456,2.07775,3.01475,3.64825,5.019,6.692,8.157,9.2375,9.967,0.1745,1,2.2465,3.166,4.45825,6.22775,7.7395,9.341,10.12375,1.3865,1.47875,2.27475,3.51375,5.0895,7.17275,8.417,9.3515,9.9795,-4.318,-7.26,-7.5735,-82.23
1,0.75,0.291244605722905,-46.0052070262719,0.5943742845,416.7863356,3.29646254265487,418.1318752,3.28585544872163,423.154243823698,3.30241617076122,418.5894912,3.4220385279683,417.864224575,3.30456000913343,418.9857918,3.02602439491079,417.2786828,3.33470284423449,418.2977183,3.466364411,418.7858997,3.39454107009044,418.6409039,2.679600567,420.2334615,3.44387985468886,418.904322825,3.71736293720538,2.25128928930306,-3.6432236795,0.0915425502258688,1.56,1.24,0.6725,0.58,0.28,-2.6059,-2.6975,-2.3947,-1.8292,-2.2105,-1.502125,-3.7931,96.94252,51.4925,1.2906,-1.4925,-1.735,-2.19,-0.8175,-0.6775,1.1,-3.21,1.9,-1.285,0.16,230.625,302.975,277.85,302.3,-0.12,-0.07,-0.1775,-0.18,0.03,-0.01,-0.1975,-0.09,0.05,-0.02,0.94075,1.59125,2.5185,3.4895,5.2015,7.00975,8.49125,9.429,10.15025,1.7385,2.377,3.4775,4.159,5.2655,6.6855,8.1365,8.11875,10.25925,1.43325,2.005,2.97775,3.6205,5.02525,6.691,8.156,9.23725,9.96325,0.167,0.936,2.25225,3.1565,4.45425,6.22275,7.738,9.341,10.12325,1.36725,1.455,2.275,3.48025,5.08975,7.17075,8.41775,9.35125,9.97875,-3.844,-7.40125,-7.59,-79.385
1,1.25,0.3048706295,-45.8965773495747,0.619346682,416.065261425,3.147459175,417.993623925,3.524102552,423.572448944613,3.29122591812929,416.255132,3.31152529671452,416.797500325,3.281379009,416.871334425,3.496435347,417.368996425,3.33989502627928,417.6809998,3.6321632575,417.56665245,3.34988079397394,419.72503465,3.707707367,420.133613753876,3.617942236,420.5234814,4.095612787002,1.68212666151728,-3.778224868,0.085113354,1.43,1.13,0.6275,0.5475,0.28,-2.7099,-2.73725,-2.3955,-1.85935,-2.412275,-1.8581,-3.891825,96.9257025,52.26,1.3215,-1.1725,-1.57,-1.9675,-0.8625,-0.7175,1,-3.32,1.8,-1.2925,0.1925,231.075,303.2,278.25,302.875,-0.13,-0.0675,-0.17,-0.18,0.03,-0.01,-0.1975,-0.09,0.05,-0.02,0.894,1.5195,2.52425,3.46875,5.19975,7.00625,8.49025,9.42925,10.15,1.715,2.392,3.477,4.1445,5.271,6.684,8.137,8.10825,10.25725,1.4385,1.95325,2.94125,3.61725,5.025,6.67975,8.155,9.237,9.9615,0.178,0.93125,2.25525,3.1485,4.44675,6.22025,7.736,9.34925,10.122,1.321,1.46375,2.27625,3.457,5.08275,7.16825,8.4195,9.351,9.97875,-3.914,-7.56475,-7.70775,-77.87
1,1.75,0.327228825802514,-39.6111584529323,0.693108561037674,417.94109565,3.03585143541857,417.63998735,3.52032154775,423.709376353433,2.98429214188959,418.58137985,4.02215755784936,418.86230725,3.00524315278723,418.636645025,3.590216954,417.90716625,3.09568908892838,416.6686044,3.73156499825707,418.44560565,3.1274752653093,416.9913313,3.657636061,421.169830807151,3.19978771638116,418.289011325,3.58740090230488,2.03043950986512,-4.38034171875,0.0891079259508025,1.485,1.22,0.6925,0.575,0.29,-2.69295,-2.88425,-2.4577,-2.00155,-2.4089,-2.063,-4.06245,96.95456,52.575,1.35165,-1.37,-1.7175,-2.1775,-0.935,-0.9,1,-3.37,1.9,-1.2925,0.1725,229.15,302.875,277.6,302.775,-0.12,-0.06,-0.17,-0.18,0.03,0,-0.1775,-0.09,0.05,-0.02,0.8725,1.4555,2.52275,3.45575,5.19925,7.00275,8.48925,9.42975,10.14975,1.691,2.4215,3.4395,4.14,5.271,6.683,8.1385,8.10175,10.25625,1.42375,1.925,2.907,3.61675,5.027,6.69,8.154,9.236,9.9615,0.1375,0.8725,2.23225,3.14475,4.44225,6.20525,7.7345,9.349,10.12025,1.28925,1.49025,2.2915,3.4515,5.07475,7.1655,8.4205,9.351,9.97875,-4.153,-7.9405,-7.8295,-81.46
1,2.25,0.32373533025,-40.1606537331671,0.60687425,416.42719115,2.69868007114672,417.08315195,2.687087509,422.778515531821,2.99100325401599,416.3087725,2.80446432805913,416.22947685,2.7068392552718,417.041481825,3.22801139779496,416.97447515,2.919911269,417.3274024,2.631974752,419.00731305,3.09795508172195,417.8145945,3.706156894,419.1110101,3.19867971323997,419.40504655,3.57917739425,2.23141914375,-4.167077368,0.094140742559362,1.58,1.18,0.6625,0.59,0.2825,-2.9008,-2.9515,-2.5625,-2.19545,-2.5925,-2.162975,-4.498775,96.95774,52.5125,1.2293,-1.5475,-1.955,-2.355,-0.9625,-1.065,1,-3.55,1.8,-1.3025,0.2125,231.675,302.45,276,302,-0.12,-0.06,-0.17,-0.18,0.03,-0.01,-0.2225,-0.09,0.05,-0.02,0.8715,1.40375,2.51575,3.436,5.1995,6.9995,8.488,9.4295,10.14875,1.6405,2.4015,3.3645,4.153,5.2685,6.6765,8.139,8.09775,10.255,1.36125,1.86925,2.878,3.60475,5.02475,6.689,8.153,9.235,9.96075,0.19375,0.797,2.2015,3.1535,4.4405,6.16825,7.73225,9.348,10.1195,1.338,1.472,2.2705,3.44825,5.06475,7.16525,8.42175,9.34975,9.9785,-4.2635,-7.566,-7.89925,-84.0175
1,2.75,0.306808456612631,-42.22064583339,0.579643610544385,417.079529875,3.19856494932286,417.848215825,3.11347196124099,423.140579876869,3.22209083136205,417.86082295,3.29907378459997,418.170258,3.10840432367187,418.7122128,3.537397519,419.41878275,3.17933373038092,417.9148826,3.68320181798057,419.0283058,3.25545713696475,417.9248802,2.92505608072066,421.226775389187,3.53547810185199,419.41085795,3.827349852,2.020849199,-3.865566852,0.0947541989093812,1.53,1.15,0.67,0.63,0.31,-2.93775,-3.1055,-2.6476,-2.213,-2.66505,-2.0091,-4.5551,96.97764,52.525,1.2129,-1.58,-1.955,-2.4325,-0.9075,-0.7425,1,-3.5675,1.9,-1.2925,0.14,236.7,301.5,278.075,301.85,-0.12,-0.07,-0.1775,-0.18,0.0225,-0.01,-0.17,-0.09,0.05,-0.02,0.82175,1.387,2.561,3.4365,5.1985,6.996,8.4865,9.42925,10.14825,1.69,2.3475,3.312,4.1735,5.266,6.6665,8.14,8.09425,10.25325,1.36825,1.81025,2.85475,3.5775,5.018,6.688,8.152,9.234,9.966,0.2515,0.7855,2.2005,3.16975,4.44,6.16725,7.726,9.34675,10.117,1.33925,1.49375,2.202,3.45025,5.05625,7.16575,8.422,9.34975,9.9785,-4.2845,-7.822,-7.467,-89.025
1,3.25,0.265614885,-54.0983855539503,0.597249443031187,418.017632125,2.958418239471,417.9679992,3.6889696533867,423.166685524667,3.06896411302435,416.493163475,3.71893805839071,418.853080425,3.02663912880185,418.050579175,3.4044759914863,418.9592417,3.01691914331739,418.089364775,3.65833896664578,419.281595775,3.07558774230155,419.54828245,3.43120881725,421.447674266131,3.24651798162816,419.968597,3.99244972045048,2.030680328,-3.651297774,0.083215002,1.595,1.16,0.6325,0.56,0.3,-2.95565,-3.23,-2.7041,-2.08775,-2.6304,-1.94705,-4.4347,96.96652,52.3175,1.2484,-1.5475,-2.0025,-2.3175,-1.1125,-1.185,1.1,-3.3375,1.9,-1.2825,0.1725,234.25,301.75,280.175,301.275,-0.12,-0.07,-0.17,-0.1775,0.03,-0.01,-0.18,-0.09,0.05,-0.02,0.784,1.35975,2.576,3.4355,5.199,6.9925,8.48475,9.42825,10.14725,1.677,2.33,3.2845,4.201,5.261,6.6575,8.141,8.08625,10.25225,1.473,1.815,2.8275,3.5485,5.008,6.688,8.151,9.233,9.965,0.2195,0.74275,2.20425,3.1845,4.4395,6.16525,7.724,9.3455,10.117,1.30775,1.50775,2.19,3.458,5.048,7.1655,8.42225,9.349,9.9785,-3.931,-7.849,-7.6245,-83.9325
1,3.75,0.248544951559676,-64.9127307266053,0.575009504,418.1786984,3.00832300856725,417.659933425,3.23793533172485,423.650710162425,3.00065657116702,418.1737203,3.37539872729717,418.94078515,2.99309188745635,418.0176026,3.16891947345968,419.5673226,2.9490054844221,417.8545647,3.7416033725,419.24169675,3.01249680984192,418.9833977,3.5952946885316,420.473809524424,3.30157951274393,419.965790975,3.36054938127482,1.87963099,-3.592058202,0.0917197386060474,1.355,0.99,0.585,0.55,0.29,-3.13545,-3.0865,-2.739,-2.4228,-2.9421,-2.1578,-4.8122,96.959825,52.0075,1.2418,-1.765,-1.9575,-2.0875,-1.035,-1.2325,1,-3.6125,1.9,-1.295,0.1625,235.5,301.25,281.225,301.375,-0.12,-0.0675,-0.1775,-0.18,0.03,-0.0075,-0.1675,-0.09,0.05,-0.02,0.72275,1.33325,2.56,3.45625,5.199,6.98825,8.48325,9.428,10.14625,1.6505,2.3085,3.319,4.201,5.2535,6.65,8.141,8.0725,10.25125,1.43425,1.8325,2.80975,3.53275,4.9995,6.687,8.15,9.233,9.965,0.13725,0.70025,2.1965,3.1755,4.439,6.16425,7.723,9.34425,10.11525,1.25675,1.46975,2.2555,3.46575,5.04925,7.16525,8.42125,9.352,9.9785,-3.544,-7.738,-7.682,-84.6725
1,4.25,0.261365708,-56.7748541224649,0.57643083888613,416.941579625,2.88217666200048,417.786079,3.87171015913389,423.643489976752,2.8555798453231,416.784437675,3.66388618743033,417.99279075,2.85505418403165,417.584673275,3.77668939704279,418.886471125,2.8923365590037,417.6699983,3.65205659963847,418.87643585,2.90495734198532,418.3852395,3.8883324685,421.733963865918,3.08590610081923,419.4597641,4.00465564217176,1.9817070038212,-3.78177527125,0.0867484305,1.3075,1.08,0.59,0.51,0.2725,-3.2227,-3.137,-2.7481,-2.27125,-2.9101,-2.085775,-4.48695,96.9725775,52.3825,1.280575,-1.5175,-1.79,-2.3875,-1.08,-1.07,1.1,-3.53,1.925,-1.29,0.1625,236.15,301.425,281.25,301.15,-0.12,-0.07,-0.17,-0.17,0.03,-0.01,-0.17,-0.09,0.05,-0.02,0.7305,1.32875,2.54925,3.4805,5.197,6.98475,8.481,9.42725,10.146,1.611,2.297,3.356,4.1945,5.2455,6.6445,8.1405,8.0625,10.24925,1.444,1.81175,2.774,3.53,4.975,6.686,8.149,9.233,9.965,0.1325,0.698,2.1335,3.1595,4.4375,6.16325,7.71275,9.34325,10.11325,1.218,1.412,2.232,3.473,5.05225,7.16325,8.42,9.353,9.9785,-3.689,-8.036,-7.71925,-86.47
1,4.75,0.300710751,-57.5990847143013,0.596786180890824,416.32180935,2.92521500751718,418.264512475,3.19135873639762,424.145255814586,2.86036287169023,418.359995,4.2562205186192,416.25157025,2.96094189995764,418.39938435,3.91928606512358,417.6413825,2.97869478714101,417.7903755,3.27308848387941,418.7025536,3.00269231978552,418.3184625,3.26303544701131,421.35829230011,3.08512090751882,420.3988031,3.08869127642701,2.25491190838132,-3.37936483778165,0.104883935417764,1.525,1.2,0.61,0.52,0.27,-3.2592,-3.243,-2.8545,-2.6543,-2.7975,-2.18735,-5.104,96.9887575,52.8175,1.2731,-1.7975,-1.925,-2.2625,-1.0375,-1.27,1.1,-3.595,1.9,-1.28,0.1525,233.475,300.825,278.3,300.7,-0.12,-0.07,-0.17,-0.17,0.03,-0.01,-0.1775,-0.09,0.05,-0.02,0.82025,1.315,2.55375,3.516,5.1945,6.98125,8.48025,9.4265,10.1455,1.543,2.2725,3.3365,4.1845,5.2355,6.6395,8.14,8.05175,10.24825,1.47025,1.79,2.75875,3.55625,4.966,6.685,8.147,9.232,9.956,0.1495,0.7365,2.13025,3.141,4.43275,6.181,7.7035,9.34175,10.11275,1.25225,1.34075,2.216,3.4835,5.056,7.16075,8.418,9.353,9.97775,-3.97375,-7.527,-7.9595,-86.085
