DOY2,HR2,T_SONIC_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_2_1_1,WS_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,USTAR_1_1_1
1,12.25,2.586425,100.195,2.921175,69.62725,222.35,64.84,291.2,330.55,314.775,-0.061595,-2.62515,3.5628,1.48425,1.427485,0.779658,0.9365885,0.3255915,418.952,2.9662,-1.383365,29.25235,27.05735,0.2213495
1,12.75,2.96025,100.145,3.21385,68.0265,258.475,66.87,290.4,331.5,403.37,-0.2212685,-2.6091,3.52765,1.54095,1.46922,0.841509,0.995215,0.349061,417.3225,2.9161,-1.714355,32.4131,27.6199,0.240964
1,13.25,3.311225,100.145,3.5433,65.7795,243.3,67.96,291,331.85,373.65,-0.35002,-2.6748,3.5742,1.6497,1.56331,0.814989,1.00136,0.332385,416.73,2.99303,-1.446285,28.9622,26.8811,0.235713
1,13.75,3.6075,100.14,3.93725,67.9065,242.05,72.32,291.2,331.1,380.245,-0.50034,-2.6189,3.41735,1.6285,1.590645,0.790393,0.977713,0.3216405,416.088,2.96791,-1.48213,27.8997,30.6958,0.2123545
1,14.25,3.5239,100.1175,4.06485,66.772,227.7,68.91,291.75,333.4,340.25,-0.60817,-2.324425,3.52315,1.6623,1.444125,0.7843535,0.9956475,0.332759,415.8915,2.927135,-1.049745,24.3803,22.2472,0.22299
1,14.75,3.62585,100.1225,4.01815,65.183,187.9,60.9925,292.425,333.175,327.315,-0.823835,-2.427425,3.4471,1.82035,1.408715,0.8280865,0.977639,0.3327365,416.4155,2.855865,-1.037965,22.6027,18.49465,0.2120335
1,15.25,3.84755,100.12,3.9733,65.4255,131.325,50.4425,292.925,334.05,223.8775,-1.208,-2.024925,3.47875,1.8221,1.51248,0.785034,0.9615345,0.336414,415.833,2.896285,-0.849579,20.1398,14.2499,0.224381
1,15.75,4.07315,100.145,3.9712,65.983,113.575,39.3975,291.525,332.35,203.99,-0.69474,-2.02995,3.52605,1.85605,1.54081,0.768926,0.91758,0.30541,416.326,2.939425,-0.5996035,16.21605,9.14377,0.212295
1,16.25,4.00835,100.145,3.97655,66.282,85.6175,26.6875,293.5,329.125,137.4675,-0.70945,-2.194175,3.8115,1.8836,1.42966,0.710948,0.853478,0.306874,416.6345,2.926305,-0.1315705,13.4318,3.80086,0.201333
1,16.75,3.60945,100.16,3.649575,68.12975,65.15,16.835,291.85,324.05,100.82,-0.67219,-2.138975,3.808975,1.91435,1.21723,0.686856,0.806212,0.285303,417.688,3.01581,0.240574,10.42833,-3.98355,0.185038
1,17.25,3.57835,100.15,3.347225,69.0175,25.925,6.91,293.5,319.65,48.3425,-0.5568175,-2.5734,3.648975,1.92565,1.16812,0.590104,0.7024075,0.24129,418.493,2.93294,0.585655,6.69471,-7.16937,0.168359
1,17.75,3.3036,100.13,2.9192,71.21425,7.764,2.84425,293.125,316.075,18.7205,0.067874125,-1.875825,3.55835,1.913775,1.0162,0.507067,0.6201795,0.209758,419.6755,2.89321,0.655681,3.84752,-7.39195,0.156696
1,18.25,2.8538,100.13,2.065075,71.9475,0.0925,0.874,290.5,313.225,2.253225,0.062036,-2.401525,3.313725,1.6173,0.787451,0.478179,0.5139355,0.18112,420.42,2.9631,0.766067,1.94623,-6.73159,0.135329
1,18.75,2.07,100.16,1.75325,74.026,-0.814,0.591,290.925,310.85,0.049638,-0.0020795,-2.939175,2.4232,1.48035,0.749535,0.437922,0.4885635,0.177293,422.309,2.9814,0.691115,2.802375,-5.75686,0.126101
1,19.25,2.13945,100.14,1.9275,76.17225,-0.51825,0.733,292.85,310.45,0.00341341,0.227666,-4.637775,2.367675,1.093475,0.755884,0.422783,0.50223,0.176555,422.9695,2.942775,0.7324495,1.724845,-5.9833,0.119305
1,19.75,2.3497,100.21,1.8286,76.85125,-0.5505,0.8305,292.2,309.65,0.0093453,0.46646,-5.03105,2.32345,1.14405,0.697994,0.390054,0.42086,0.154142,423.454,2.963455,0.48512,1.405655,-4.73645,0.118334
1,20.25,2.151375,100.22,1.67285,78.1825,-0.549,0.815,295.225,308.875,0.0307755,0.54222,-5.776275,2.3307,1.28675,0.668432,0.392292,0.4424305,0.162672,424.085,3.00433,0.574817,1.29637,-3.46335,0.119496
1,20.75,1.902275,100.235,1.5447,78.487,-0.4995,0.8215,289.9,308.95,0.03601575,0.72694,-6.1427,2.38025,1.56765,0.693396,0.416252,0.473468,0.177483,425.252,3.0162,0.610866,2.16694,-4.36516,0.122735
1,21.25,2.2913,100.215,1.46545,78.9165,-0.471,0.937,284.2,309.15,0.0326235,0.865685,-7.17325,2.28645,1.0564,0.695992,0.443645,0.46474,0.17722,425.616,3.1382,0.6363325,1.58649,-3.87208,0.126045
1,21.75,2.064125,100.1475,1.4866,81.8115,-0.4925,0.9285,287.3,309.4,0.034841,0.89661,-6.46015,2.27075,1.08295,0.657792,0.42197,0.5082695,0.1801395,423.861,3.14271,0.7020975,2.978665,-3.76647,0.1344685
1,22.25,2.0902,100.2025,1.14122,81.2415,-0.53725,0.91725,289.45,310.05,0.04329575,0.889755,-7.0817,2.53945,1.5261,0.7209915,0.4621195,0.54018,0.1983895,423.5855,3.14522,0.637788,1.699865,-4.79623,0.146934
1,22.75,1.94295,100.18,1.1828,81.1765,-0.56325,0.8935,285.45,310.45,0.03632725,0.7358925,-7.65155,2.38315,1.1009,0.657362,0.4503535,0.507575,0.1896185,424.627,3.15264,0.8214715,2.18248,-3.649965,0.1348205
1,23.25,1.89245,100.085,1.1523,82.077,-0.543,0.98175,287.275,308.925,0.0326235,0.8041325,-7.136025,2.2704,0.932865,0.660149,0.449638,0.542044,0.188154,425.716,3.1029,0.517919,1.80078,-4.39274,0.11943
1,23.75,1.92555,100.075,0.93428,83.9575,-0.547,0.83275,282.9,308.15,0.04449325,1.05965,-6.8004,2.2552,0.98741,0.7047775,0.4404565,0.4930265,0.1837835,425.433,3.09624,0.542456,1.0076,-2.884165,0.1316195
2,0.25,2.313,99.865,1.707125,84.5705,-0.441,1.187,296,311.25,0.053271,2.158775,-12.95475,3.769825,2.489,0.700369,0.396199,0.436296,0.13624,427.589,3.66969,0.45293,1.03732,-3.91154,0.107947
2,0.75,2.2092,99.8555,1.657375,85.4485,-0.6025,1.1585,295.65,312.65,0.0519305,2.338975,-12.75125,3.7691,2.447175,0.7676415,0.440912,0.4584715,0.1305745,427.236,3.58378,0.737772,1.64103,-3.590775,0.1116665
2,1.25,2.306825,99.8325,1.360125,85.41175,-0.4815,1.042,294.55,311.05,0.0541515,2.345175,-13.07025,3.672925,2.3161,0.772245,0.404363,0.495108,0.146197,427.203,3.6076,0.582519,0.439398,-3.0107,0.126074
2,1.75,1.8001,99.842,1.24861,87.21225,-0.51925,1.05075,294.25,310.45,0.049341,2.2654,-13.141,3.611975,2.21565,0.6775795,0.396195,0.476953,0.15361,427.5735,3.63219,0.5201235,0.63506,-3.59365,0.110756
2,2.25,1.6764,99.843,1.2244,87.76175,-0.524,1.0295,296.2,310.75,0.051116,2.2117,-12.801,3.751,2.13095,0.819644,0.451978,0.457612,0.160531,429.781,3.64729,0.653272,0.677475,-3.81742,0.121571
2,2.75,1.6041,99.7785,1.0648775,88.7445,-0.535,0.97925,295.55,310,0.049827,2.2005,-12.831,3.82985,2.08005,0.824739,0.445242,0.488177,0.169811,430.3505,3.59928,0.551187,0.485775,-4.68914,0.123289
2,3.25,0.869935,99.813,0.760985,88.57525,-0.74,0.925,294.35,308.05,0.04996075,2.2679,-12.4295,3.9129,2.09675,0.865296,0.4223585,0.506965,0.165049,432.186,3.58092,0.411929,0.509612,-3.377215,0.1244565
2,3.75,1.435475,99.7885,0.5901725,89.12,-0.8185,0.9315,293.15,308.2,0.0427415,2.3851,-12.497,3.75435,1.967925,0.961524,0.438167,0.494613,0.171204,431.966,3.49326,0.556648,0.167842,-5.26457,0.12345
2,4.25,1.522,99.7385,0.805985,88.5175,-0.745,1.1085,295,310.6,0.045739,2.4013,-12.5405,3.6141,2.0169,0.815887,0.432644,0.497117,0.179096,432.04,3.52544,0.4519175,0.07428025,-4.41451,0.122326
2,4.75,1.660725,99.7465,0.854605,91.9675,-0.72125,1.06375,295.975,310.05,0.055678,2.330325,-12.348,3.7525,2.0914,0.7027725,0.38491,0.494108,0.1570585,430.8915,3.467275,0.3345585,0.2199475,-2.541735,0.1220985
2,5.25,1.4464,99.7165,0.83386,90.706,-0.5845,0.94675,296.275,310.125,0.0604287,2.2481,-12.9425,3.7173,2.0622,0.809208,0.437331,0.48002,0.168434,431.678,3.442635,0.5905,0.1525,-3.22871,0.120985
2,5.75,1.415425,99.722,0.72256,91.592,-0.5545,0.9225,294.125,309.65,0.055214,2.311,-13.055,3.62865,2.04155,0.768751,0.420972,0.478757,0.144147,431.616,3.53644,0.5200725,0.475281,-3.29913,0.117933
2,6.25,1.422675,99.75175,0.6661225,92.49875,-0.489,0.972,295.1,309.95,0.05329425,2.360175,-13.194,3.58215,2.037625,0.930317,0.451152,0.518952,0.182927,432.681,3.33047,0.471655,0.315937,-3.63305,0.131382
2,6.75,1.414425,99.745,0.809755,91.6835,-0.49125,0.863,297.475,309.825,0.054354,2.405675,-13.033,3.4493,2.00505,0.696626,0.454329,0.52097,0.193704,431.2815,3.64509,0.562184,1.18333,-3.61187,0.130872
2,7.25,1.35225,99.76775,0.780315,91.889,-0.4585,0.9265,298.25,310.3,0.065354,2.4192,-13,3.36975,1.79135,0.915729,0.463572,0.506366,0.172246,432.3165,3.5258,0.55844,1.0357,-4.46089,0.117712
2,7.75,1.2575,99.7775,0.88256,91.907,0.34475,1.19025,300.05,311.9,2.079,2.7543,-12.7355,4.09625,2.1894,0.94054,0.433137,0.494295,0.180045,433.095,3.52322,0.749374,4.17755,-4.32671,0.119122
2,8.25,1.41885,99.75775,1.0140675,90.634,8.16025,3.25375,302.05,311.85,20.41,2.68235,-12.58,4.175725,2.125,1.02739,0.46895,0.56996,0.191119,432.645,3.50492,0.593987,3.74378,-2.54578,0.136514
2,8.75,1.5721,99.794,1.101275,88.544,31.61,10.124,303.2,313.7,68.8575,2.87685,-11.1121,4.275275,2.165975,1.12077,0.568775,0.636993,0.232268,431.281,3.6096,0.48395,9.741575,-0.6012,0.162428
2,9.25,2.4221,99.767,1.64885,84.18825,77.89,17.945,305.5,318.55,124.04,2.47235,-11.2015,4.19125,2.179775,1.38879,0.661559,0.732099,0.259306,429.1425,3.60282,0.142238,16.7013,5.79905,0.184697
2,9.75,3.0954,99.76425,2.41585,79.1755,100.55,25.255,308.125,325.475,204.1575,1.76245,-9.275275,4.2641,2.33775,1.431585,0.7344745,0.8117995,0.294013,424.271,3.6685,-0.516476,22.00345,14.29755,0.2013665
2,10.25,3.769175,99.75025,3.12075,76.276,128.725,36.5575,309.825,329.775,311.6725,1.4995,-7.629725,4.2469,2.48625,1.631295,0.786952,0.879999,0.321736,424.395,3.8405,-1.0344185,27.324,27.6416,0.209463
2,10.75,4.177525,99.744,3.4729,73.369,222.35,49.615,311.575,335.725,431.0425,0.807195,-4.4851,4.32665,2.5482,1.59876,0.8516875,0.9500555,0.335391,420.3305,3.81698,-1.45705,33.9106,45.78995,0.220994
2,11.25,4.7647,99.76975,4.08045,68.52,295.7,63.37,311.375,341.65,552.9075,0.57737,-1.720365,4.3753,2.7036,1.696705,0.844419,1.01386,0.359411,420.288,4.11172,-1.84452,36.3341,62.99345,0.238229
2,11.75,5.2265,99.77375,4.80935,64.64375,289.2,60.92,314.3,347.95,566.21,0.250495,1.2706,4.41955,2.8149,1.71902,0.935857,1.06411,0.363292,420.8085,4.32308,-2.2526,42.5393,69.7729,0.252133
2,12.25,5.2743,99.76575,5.2459,63.26,371.45,76.94,316.1,350.15,699.86,-0.05275475,5.05825,4.577075,2.851475,1.71316,0.9252055,1.11898,0.3701265,420.183,4.45528,-1.75377,43.2807,78.6208,0.2548715
2,12.75,6.066325,99.7655,5.54385,62.562,340.1,78.3075,315.15,353.95,629.91,-0.44774,6.6201,4.6428,2.7699,1.72808,0.938496,1.08998,0.374091,420.637,4.28742,-2.46803,50.4452,86.68605,0.244929
2,13.25,6.30345,99.698,6.29195,60.2445,385.325,79.1925,314.1,352.95,619.6325,-0.40277,8.818575,4.7504,3.0351,1.722225,0.950703,1.15551,0.379947,419.804,4.84202,-2.49564,53.3052,85.9847,0.2509285
2,13.75,6.46245,99.6875,6.59565,57.628,373.8,76.36,311.5,357.825,610.5425,-0.881625,9.46885,4.84115,3.4385,1.686475,0.955326,1.13658,0.3655055,421.338,4.7066,-2.42854,51.1879,83.32275,0.250469
2,14.25,7.02085,99.6665,6.4439,56.5335,389.3,81.8825,311.85,356.825,643.6225,-0.98672,11.33715,4.94625,3.65925,1.67541,0.945931,1.16346,0.382621,420.0445,4.78362,-2.130415,48.13105,90.7803,0.253367
2,14.75,7.08865,99.60825,6.407375,57.46075,328.35,68.665,311.8,357.25,630.12,-1.17325,12.14075,4.94045,3.8077,1.73415,0.954026,1.152695,0.366847,417.4695,4.86796,-1.501945,44.8917,68.7595,0.262535
2,15.25,7.5169,99.627,6.763125,56.523,280.1,58.36,312.95,357.1,499.625,-1.255025,11.7485,4.9842,3.8847,1.67743,0.882936,1.13596,0.3701375,418.494,3.97406,-1.58302,41.5817,54.3125,0.261859
2,15.75,7.44195,99.58975,6.92465,55.91575,242.1,50.235,308.4,351.5,450.45,-1.143935,9.52495,5.02415,3.966975,1.779625,0.895001,1.119145,0.3591035,417.967,4.05469,-1.11066,34.4447,44.4006,0.2608765
2,16.25,7.3884,99.595,6.866925,56.396,187.1,43.845,308.95,349.75,335.1125,-1.0720825,8.73675,5.1127,4.054775,1.60541,0.867469,1.06487,0.356802,417.955,4.0003,-0.961042,30.2911,22.3082,0.252079
2,16.75,7.716075,99.603,6.79155,56.45875,152.975,34.1025,309.425,345.475,275.775,-1.0520025,7.851425,5.203275,4.126675,1.62586,0.810757,1.00907,0.3371735,418.749,4.06679,-0.259705,19.9527,7.535565,0.2321365
2,17.25,7.24085,99.6,6.679925,58.32825,89.8125,19.91,308.925,341.925,179.5225,-0.8983775,6.72845,5.1954,4.112475,1.43297,0.745069,0.8486595,0.313461,417.64,3.8448,0.11875375,15.6035,-4.14388,0.210107
2,17.75,7.024475,99.62225,6.49845,58.978,41.73,9.1,308.15,333.45,77.85625,-0.73562,2.11405,5.17255,4.0067,1.30144,0.6900805,0.7829865,0.281902,423.468,3.9009,0.4682955,10.6882,-13.3068,0.199865
2,18.25,6.1541,99.657,6.188,62.0705,13.19,3.4755,308.6,328.35,28.30475,-0.498695,0.20775,5.12935,3.8525,0.952711,0.549082,0.634039,0.2293,422.262,3.88959,0.667969,7.576875,-11.6935,0.150287
2,18.75,5.45695,99.671,4.96205,66.734,0.344,0.9025,306.575,321.325,3.32602,-0.02531,-2.767425,5.04035,3.700475,0.750374,0.4826135,0.536554,0.185629,426.8705,3.8295,0.93612,5.95336,-8.3745,0.142764
2,19.25,4.6294,99.676,3.892,68.56,-1.171,0.6605,304,317.65,0.05963075,0.42089,-5.596575,4.24585,3.2263,0.676231,0.445305,0.47865,0.150966,425.057,3.945665,0.6342355,2.245905,-5.20938,0.125658
2,19.75,4.0147,99.6945,3.6367,74.173,-0.9495,0.8645,303.175,316.925,0.03086375,0.51,-10.3195,4.07085,3.047275,0.696186,0.408359,0.4422225,0.153974,426.114,3.91202,0.607444,2.4654,-4.16151,0.113695
2,20.25,3.80915,99.726,3.15935,77.81,-0.74525,1.039,301.6,318,0.0356475,0.78011,-10.952,4.061675,3.01735,0.763741,0.377498,0.413888,0.131833,428.634,3.89755,0.6141635,2.856395,-4.5202,0.108097
2,20.75,3.618775,99.742,3.14795,78.68175,-0.70225,0.989,299.775,315.825,0.0424245,1.103705,-11.1645,4.01775,2.82065,0.675236,0.361548,0.398452,0.12556,428.644,3.736435,0.761591,1.92028,-4.41562,0.090574
2,21.25,3.22335,99.7685,3.141275,80.32525,-0.71375,1.11825,299.7,315.775,0.0402855,1.624,-11.862,3.951,2.787,0.722322,0.379293,0.409535,0.139764,429.628,3.579265,0.462603,1.79695,-4.32963,0.0971593
2,21.75,2.9772,99.797,2.689,81.9525,-0.68625,1.1325,297.7,316.45,0.047121,1.95545,-11.862,3.959,2.7304,0.708369,0.398138,0.40655,0.125001,427.724,3.582855,0.686175,2.28756,-4.0458,0.0997757
2,22.25,2.830325,99.7815,2.5897,83.721,-0.6715,1.1015,297.15,314.25,0.04869225,2.0334,-12.307,3.9277,2.6979,0.609249,0.3703605,0.427146,0.1092765,426.608,3.55866,0.55615,0.973205,-3.950565,0.09197
2,22.75,3.007,99.804,2.5446,84.365,-0.52375,1.23725,297.975,314.2,0.0580005,1.824075,-12.2005,3.89195,2.866375,0.668365,0.366362,0.422241,0.114896,427.756,3.56837,0.7022035,1.67993,-3.06427,0.09631505
2,23.25,2.91045,99.8225,2.1632,85.3305,-0.57875,1.28025,295.95,312.4,0.05618,2.1066,-12.2465,3.85415,2.7535,0.675176,0.383688,0.444391,0.117972,427.3155,3.743035,0.661267,1.469165,-3.89631,0.0989339
2,23.75,2.5929,99.846,1.843175,83.85625,-0.5825,1.18025,295.975,311.375,0.0538735,2.14215,-12.5995,3.84845,2.658875,0.715058,0.356866,0.411506,0.128686,427.238,3.86738,0.600198,0.817108,-4.4104,0.103555
3,0.25,4.4774,99.7825,2.90525,83.556,-0.77225,1.7325,309.025,318.425,0.109099,1.4141,-12.8895,4.9865,4.298,0.631269,0.3836245,0.4045365,0.1139355,430.63,4.15231,0.780127,0.978157,-5.42108,0.09716175
3,0.75,4.443075,99.768,2.44365,83.93,-0.8765,1.579,310.175,317.475,0.1105775,1.6418,-16.1265,4.9853,4.2508,0.526357,0.321559,0.395916,0.0995389,433.7165,4.134215,1.04079,0.66561,-3.04281,0.100098
3,1.25,4.234875,99.754,2.11355,84.8215,-0.816,1.5835,306.95,316.35,0.117895,1.2065,-15.3625,4.9768,4.1485,0.601021,0.3372415,0.414822,0.1038395,432.373,4.14624,0.914134,0.685483,-4.30612,0.10046025
3,1.75,4.0029,99.74225,1.8577,85.664,-0.7845,1.634,302.85,314.9,0.1049325,1.1727,-14.9185,4.98715,4.0661,0.58684,0.335714,0.3743835,0.1033473,434.151,4.145975,0.963239,0.990094,-4.1058,0.09776245
3,2.25,3.7357,99.7335,1.79735,86.7185,-0.708,1.518,302.1,314.45,0.11437,1.11271,-13.559,4.87915,3.92045,0.489537,0.3255985,0.385746,0.1020725,433.197,4.141345,0.93933,0.537317,-2.8315,0.0997079
3,2.75,3.5107,99.763,1.89385,88.1655,-0.654,1.459,304.175,315.1,0.13801,0.95207,-15.1465,4.6951,3.7729,0.540337,0.37523,0.401544,0.105464,434.3495,4.140025,0.80406,0.554551,-2.137905,0.0954928
3,3.25,3.33785,99.761,1.81755,88.1855,-0.8065,1.456,304.15,314.3,0.1076985,0.931385,-16.28725,4.59425,3.7491,0.529566,0.330253,0.4141045,0.117781,434.573,4.12979,0.7984925,0.310351,-2.41756,0.0957247
3,3.75,3.34825,99.73475,1.726075,88.2695,-0.76675,1.51175,305.35,315.175,0.1220575,0.896685,-15.7985,4.6251,3.776775,0.652942,0.343901,0.4194305,0.123353,438.66,4.13295,0.745465,0.189345,-4.14102,0.104527
3,4.25,3.2739,99.731,1.71445,88.5485,-0.5695,1.306,305.35,314.25,0.111625,0.96773,-15.9625,4.5978,3.81905,0.68285,0.373485,0.451322,0.1422695,434.1815,4.06575,0.7787505,0.306299,-4.15125,0.113053
3,4.75,3.286475,99.73575,1.616225,87.67525,-0.626,1.3135,308.2,313.65,0.13218,0.97663,-13.8315,4.5331,3.851375,0.575915,0.3771725,0.400526,0.122611,434.6765,4.079305,0.884025,0.580837,-4.68192,0.108113
3,5.25,3.0731,99.74225,1.372,88.9285,-0.72725,1.40375,309.2,313.9,0.11542,1.0461,-14.5775,4.4866,3.76995,0.605196,0.361847,0.410791,0.136612,434.6,4.02596,0.759557,0.0558234,-4.18354,0.102571
3,5.75,3.00995,99.7445,1.5278,90.6325,-0.737,1.488,309.45,314.25,0.11096,1.1332,-16.062,4.42695,3.5884,0.606244,0.383052,0.443391,0.1467545,434.293,4.13156,0.636765,0.30839,-4.0428,0.106318
3,6.25,2.852175,99.7325,1.337,90.557,-0.70975,1.5135,309,313.95,0.135255,1.2703,-16.56625,4.39345,3.5056,0.611539,0.411335,0.4918095,0.145297,434.356,4.08104,0.810814,0.588166,-4.821635,0.121294
3,6.75,2.77075,99.746,1.3303,89.7345,-0.32525,1.461,308.7,314.325,0.786285,1.57665,-16.1205,4.99275,3.5547,0.602999,0.397292,0.464884,0.133019,432.199,4.04081,0.461614,0.1133005,-4.46774,0.114693
3,7.25,3.050575,99.75075,1.268325,90.9275,2.239,2.352,308.85,315,6.2985,1.8842,-16.58475,6.5894,4.1912,0.625243,0.398233,0.448726,0.13404,433.503,4.03817,0.7706775,1.1339715,-4.68115,0.114479
3,7.75,3.343475,99.783,1.37296,91.1205,18.545,6.0335,311.5,316.7,35.5965,2.241375,-16.5575,6.94975,4.230025,0.733247,0.447831,0.4893015,0.1769345,432.27,4.09631,0.36353,3.412695,-2.53832,0.123354
