DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,TS_1_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,W_SIGMA,WS
1,0.25,392.7943428,0.5679738825,6.789191899,0.002725058,0.6192509295,-0.155192507,-16.83,-24.89976747,5.688138124,99.3,56.238310805,10.74005767,0.1762490175,8.9849121,4.321239865,8.9,9.225,-0.083309359,0.6335727305,0.261547287,0.318392111,2.5665
1,0.75,393.07485975,0.651953689,6.807066464,0.002706668,0.7384921095,-0.070109751,-17.265,-26.42031193,5.926639424,99.3,57.2,10.39764579,0.173129291,8.7865796225,4.14371987,8.715,9.095,-0.071417792,0.613571482,0.239013697,0.308453664,2.5265
1,1.25,392.9677954,0.538268134,6.9289317565,0.002008007,0.583550868,-0.0725447,-17.63,-29.489250775,6.006995841,99.3,57.90809583,10.015091552,0.1660764625,8.508608632,4.01559432,8.5,9.01,-0.0715595305,0.6041933075,0.2378726425,0.295064365,2.521
1,1.75,393.6751645,0.5678428375,6.810717181,0.002153908,0.5771816415,-0.2163114365,-17.47,-24.57244777,5.034769383,99.3,59.31662177,9.696025888,0.166622475,8.223645339,3.83956071,8.54,8.96,-0.057642342,0.549191431,0.2140892835,0.269653604,2.486
1,2.25,394.22689,0.5172394575,6.869037613,0.00178354,0.573727748,-0.146755851,-17.66,-23.879934555,4.507335153,99.3,59.76323972,9.471903546,0.161499059,8.083460328,3.802295775,8.385,8.83,-0.071801454,0.610301772,0.237097707,0.2974389775,2.4185
1,2.75,394.8177654,0.580923766,6.6499019075,0.002546921,0.699820812,-0.1491923075,-17.8,-23.06628923,5.064159093,99.3,60.44261166,9.258193635,0.1580741625,7.718635925,3.55593204,8.35,8.76,-0.07669583,0.5986397025,0.247766608,0.300182047,2.401
1,3.25,394.445642,0.5543834565,6.5952508,0.002072511,0.55397452,-0.107954748,-17.75,-20.750614085,5.793714117,99.3,61.475752355,8.9574073685,0.165339818,7.444140395,3.382079565,8.23,8.695,-0.068587209,0.592590364,0.23159049,0.287265984,2.4595
1,3.75,395.3595102,0.600808568,6.60121094,0.001823702,0.542247422,-0.1195994635,-18.155,-23.12307576,4.964935084,99.3,63.43212703,8.813152267,0.167865607,7.403394532,3.29227377,8.12,8.5,-0.0719816315,0.572318291,0.2372470855,0.2748187485,2.3895
1,4.25,395.3899058,0.611233704,6.572331493,0.001743731,0.532556672,-0.139338545,-18.69,-21.226465645,5.077122457,99.3,64.49018209,8.4842890995,0.171316914,7.097071119,3.22439159,8.08,8.4,-0.059294365,0.563825708,0.219850474,0.260015349,2.393
1,4.75,395.121394,0.623320213,6.421642519,0.002159688,0.52032038,-0.098615499,-17.705,-20.876463505,4.377718535,99.3,66.02447099,8.121925132,0.162020094,6.730810702,3.07344961,8.02,8.39,-0.061224582,0.576483581,0.22124552,0.2599621465,2.375
1,5.25,395.7038749,0.623980269,6.579260871,0.002106134,0.537066468,-0.151754801,-18.08,-22.39250345,4.551143801,99.3,65.85905914,7.986533389,0.161827972,6.3390987365,3.048009445,7.965,8.405,-0.058120456,0.567217262,0.2118732375,0.2593466355,2.339
1,5.75,395.8957268,0.760181916,6.40606929,0.002790266,0.599204301,-0.201539833,-18.3,-21.380008185,5.144591946,99.3,65.87229343,8.0631945155,0.166539656,6.123007453,2.92171319,7.99,8.33,-0.053839895,0.558361287,0.206466233,0.241531284,2.379
1,6.25,396.4502665,0.7946803835,6.520552325,0.0020261765,0.736496022,-0.246383035,-18.515,-23.03503616,3.7164217645,99.3,66.7961284,7.608939294,0.1609491725,5.884201907,2.888528765,7.855,8.265,-0.059738716,0.5505404635,0.214837477,0.2628932725,2.3675
