DOY2,HR2,FC,LE,H,G_1_1_1,G_1_1_2,G_1_1_3,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,NEE,G_2_1_1,G_3_1_1
1,5.25,3.42776089999999,28.74585,12.14689,4.75493150000002,0.687108999999999,0,451.02,8.706745,91.52,8.1757957215,1.3650947496,7.21806875,7.7032,8.16,97.444825,0,0,0,330.2425,336.768,10.862,4.3425,4.4221,3.863125,4.43,4.914,6.3534,0.97025,2.4219475,2.36,1.244,6.9639905,2.125125,26.138715,1.31265375
1,5.75,3.6475,44.9907999999999,14.58,1.96727249999999,1.3806485,0,450.7259095075,8.70046325,91.5445,7.46051,1.26531575,7.4247805,6.825,7.5019,97.910375,0,0,0,332.11875125,336.3575,10.94266775,4.17594999999999,4.159275,3.91125,4.38425,4.91425,6.37732499999999,0.8459695,2.3077535,1.99875,1.11525,6.05687325,1.567,12.26053625,1.50025875
1,6.25,2.81565,21.8096425,11.31992875,2.128205,0.471667999999995,0.0599999999999966,449.8675,8.7388264018,91.5645,7.7741725,1.2121175,7.88720725,6.862165,7.87919999999999,97.89645,0,0,0,335.088,336.7995,11.415,4.1115,3.96975,3.8815,4.325,4.92,6.3845,0.9145,2.35862835275,2.22,1.18,5.33542325,1.1963,10.1314875,1.50045
1,6.75,2.252878,26.5221,23.4151319999999,1.965292,0.668113500000002,0.200000000000003,449.36880382,8.669167331675,91.5695,7.6451371328,1.496152,7.58809375,7.50704999999999,8.20705,97.90435,0,0,0,335.6385,336.575332,10.87,4.1852,3.96219999999999,3.849375,4.2765,4.91,6.39729999999999,0.9146,2.56571,1.87,1.053228,5.8793,1.8649,16.31191375,1.3046325
1,7.25,2.6404675,28.4120874999999,10.051875,1.913401,0.97312425,0.0449999999999989,449.5125,8.77763035892499,91.58,7.76717721095,1.137277,7.421845,7.3717,8.14765,97.9915,8.44,0,0,333.7435,335.787998,12.680668,3.976,3.96249999999999,3.8507,4.2564,4.90575,6.39239999999999,0.9408,2.054985,1.86280637725,0.994999999999999,5.258002,1.009125,8.3365,0.499985
1,7.75,2.9835,29.56,12.00075674,1.064976,0.893654500000001,-0.613847999999998,449.545,8.403815109,91.6,7.951406433625,1.06775,7.485584,7.058675,7.36965,97.744,48.04,46.592,35.515,331.2975,333.85,12.57750125,3.7378,3.80199999999999,3.79085,4.20145,4.8955,6.37059999999999,0.950101,2.106088,1.83775,1.10147025,5.07965725,1.44465,1.39212375,0.48757875
1,8.25,2.009,23.31425,13.8145,1.82755,1.02523,-0.340000000000003,449.7710931875,8.431762,91.616,8.34788975245,1.127435,7.724445,7.0971,7.3511,97.0624325,178.36125,142.67575,40.256,329.46225,340.7725,81.67375,3.58925,3.58,3.698125,4.13,4.875,6.3325,0.9941825,2.29,2.181,1.10325,5.26775,1.54305,0.563805,0.124865
1,8.75,2.716,32.61645,41.243,1.728875,1.73243399999999,-0.105000000000003,447.8351748,8.8,91.65275,7.495946,1.17413125,7.9268075,7.2164,7.8422,96.675025,340.035,246.42,64.0205,332.44625,351.58975,139.1345,3.47,3.40025,3.502,4.057,4.85,6.064,0.923273500000001,2.03125,2.06375,1.07863125,5.7457,0.600375,3.14718375,0.7380225
1,9.25,3.10425,44.41,94.677625,1.1509865,2.883982,0.494999999999997,441.021135,9.43112925,91.63,8.044126438,1.12875,8.950041,7.31458249999999,7.992,96.5975,493.76665,313.64,87.36,337.37749925,372.573,179.24725,3.91424999999999,3.6135,3.52905,4.0739,4.712,6.0274,0.986599999999999,2.19375,1.910525,1.02125,5.97605,1.397125,4.7963075,0.37526625
1,9.75,3.3133125,62.1992,111.906715,2.949802,12.2865439999999,0.683640499999999,440.63030579,9.572131585,91.59785,9.30829459082499,1.044924,9.45584,7.931025,8.6934325,96.117575,621.795,374.21425,109.89525,337.523,386.8595,212.93625,4.75839999999999,4.04639999999999,3.5758,4.0687,4.7515,6.606,1.045,2.365,2.0375,1.28,6.1556,2.42635,4.73638125,1.964475
1,10.25,2.3925,74.68254,113.345943,7.11683599999997,29.54426,1.636837,438.66771895,9.97165925,91.5755,10.19067699525,0.93,10.557399,8.38820250000001,9.1735,95.7,771.487,424.917,137.37275,340.80441975,402.02025,258.7008,5.76,4.4604,3.614125,4.0533,4.698,6.55129999999999,1.17,2.548,2.31137847125,1.452,6.91154999999999,2.098475,8.53785574999999,1.9754305
1,10.75,2.711315,88.931675,131.82125,11.8539032499999,29.742263,2.14015925,436.937862,9.60348199999999,91.5575,11.357451084,0.981023500000001,11.3399845,9.5953,10.142875,95.814985,877.24425,474.0575,154.756,345.5905,399.5325,303.92925,7.29075,5.131475,3.758975,4.0644,4.7225,6.46352499999999,1.18132917765,2.668287,2.2864970091,1.342413,7.2233,3.0382,10.812946,1.910515
1,11.25,2.1511825,89.7680000000001,162.322372,18.7639175,44.28092375,2.66307499999999,438.316206075,9.48106673845,91.534,11.3634925,0.848041249999999,12.956647,9.87,10.084575,95.643225,957.8125,499.16858225,160.59725,339.9347225,389.84725,334.5005,8.52375,5.87375,3.9931,4.045875,4.6085,6.339125,1.16720875,2.65908439125,2.25725,1.345294232,6.888,1.959275,10.259639,2.701887
1,11.75,2.2918475,83.840862,175.91297836,33.4700484999999,50.760124,3.286685,437.4138445175,9.8404093739,91.517075,12.812376227,0.827,13.54510425,10.7578025,11.164,95.47,1010.865,528.863,164.65,339.73,400.2705,360.5715,9.1635,6.75775,4.6234,4.1054,4.656075,6.591625,1.08025,2.44257041975,2.254825,1.27032097025,6.84865,3.2324,6.594501,3.230319
1,12.25,2.3123156,92.7139999999999,168.6099935,39.7268,54.6355569999999,4.40528425,433.75,10.020203801925,91.48325,13.791253,0.764,14.45146,11.544775,12.5834,95.5029125,1048.45,548.1515,182.94,342.142,417.798,368.50668,9.862,7.4556,4.410475,4.08015,4.6885,6.591,1.097357,2.2725,2.0545,1.247627,6.96467,0.998624999999996,5.191065,3.440405
1,12.75,2.35825,91.86174,174.72767352,45.1749644999999,70.289797,5.40132274999999,436.6398606025,10.1240627425,91.42525,13.31308,0.8725,15.33626825,12.457,13.52495,95.7342175,1070.1425,527.01675,172.5333325,344.15,408.545,362.835,11.1335,7.982,5.151125,4.1104,4.778,6.5782,1.0788,2.433733319125,2.215,1.2272309815,6.34617499999999,0.717274999999996,3.852001,3.390627
1,13.25,1.830125,93.9418249999999,155.6941,41.485856,64.56593425,6.00003,433.59000436,10.255836312,91.407125,13.76847175,0.6008085,15.987071,12.87667,13.7519,95.7,981.366664999999,509.1665,166.3215,344.519,409.97325,345.94124825,11.6965,8.2775,5.4749,4.0854,4.638,6.5649,0.991565691699999,2.3189,2.165355,1.2373775,6.1075,2.543525,3.216778,2.900925
1,13.75,1.80625,83.771125,156.35675085,44.84556375,55.600568,6.00019425,433.09859855,10.60797975,91.377,14.03939,0.74,16.4091725,12.96,14.6385,96.07,886.9665,470.30925,147.33,345.46,415.554,315.86475,10.8606,8.2134,5.77465,4.1768,4.681,6.6804,1.0245623888,2.42125,2.12698754025,1.1925,6.66908,1.422875,3.07337,2.38254675
1,14.25,1.74625,71.228675,145.80793,41.1950775,47.7344105,6.000785,435.36229685,10.37696,91.345,14.691221,0.68877755315,16.045569,13.405525,15.425,95.87325,825.01665,433.775,128.7525,343.37,414.01,275.535,10.5661,8.3071,5.90105,4.270675,4.70925,6.69784999999999,0.9699,2.33175,2.173,1.227433,7.38413600000001,0.794824999999999,2.66816575,2.9613035
1,14.75,1.113,60.512,120.362,35.151798,36.661388,6.00216,432.33,10.241437,91.33,15.06677462375,0.58625,16.0804665,14.02105,15.746,95.90225,702.8808175,365.3675,109.41,342.1875,397.53575,222.695,11.22695,8.48745,6.02715,4.4898,4.726,6.6896,1.0425,2.462792398875,2.0252963739,1.29875,7.0064,1.935375,2.06829525,3.66226525
1,15.25,1.9049776,54.185125,94.211667,32.2165,32.38145,6.4271,431.62,10.226571,91.344,14.8688102185,0.736999999999999,15.5343975,14.4418,15.9608,95.90307,568.65333525,297.324015,78.1256,340.575,394.66225,174.45083525,11.9145,8.843,6.030625,4.6675,4.835,6.69325,0.94,2.17625,2.0508058047,1.14082813835,6.817875,1.56165,2.04951,3.88043275
1,15.75,1.60925,40.9586,53.9636375,29.7105,26.1522525,6.9948,432.87514216,10.09297775,91.3395,14.328624,0.664,14.9963675,14.5308,15.638,95.977,428.8333315,224.2785,50.81616725,338.21833475,390.448,113.96833475,11.63,9.0085,6.117,4.54975,4.8125,6.68875,0.896426008,2,1.972,1.088,5.4546,1.542525,20.6040764999999,3.276264
1,16.25,2.089,34.0332,27.7886425,20.921078,20.2075545,6.99622,432.331800415,9.986813930775,91.32925,13.97681625,1.0641875,13.546296,13.614825,15.438025,96.300675,247.62166775,132.5852275,34.8937475,341.666669,384.858,51.3899,9.724,8.328,6.218875,4.75564999999999,4.794,6.72184999999999,0.82135,1.9625,1.8832075,1.02125,5.983253,2.92325,29.1413444999999,3.02933575
1,16.75,2.3063,30.986625,27.766,15.622248,14.931915,6.32084999999998,433.3,10.059685,91.3405,12.577839445,1.347493,11.62543,12.366025,14.03835,96.51735,93.68225075,44.66333,24.06,337.52975275,365.25875,17.686,8.2986,7.6004,6.078725,4.8865,4.7895,6.7764,0.85,2.1272055812,1.977,1.0992698788,6.134,3.9891,22.1802227499999,2.21408925
1,17.25,1.73708905,25.570625,29.373,11.2759,11.317166,6.02624,433.25264545,10.040129287,91.3808,12.12321983275,1.21810875,9.9290165,10.907075,11.969,96.8459925,19.0286725,5.28707525,1.22,351.98425,357.42825,10.40325,7.376,6.8045,5.929975,5.00365,4.8215,6.78809999999999,0.8769065,2.03679200045,1.95275421795,1.0050871326,5.90024999999998,3.90815,17.48633175,1.54209625
1,17.75,1.56225,31.7894,25.304016,6.76212949999998,8.69671599999996,6,437.11,9.98726369625,91.4046,11.6083,1.2306475,8.471573,9.94599999999999,10.754675,96.9625,0.35897475,0,0,346.02625,354.76875,9.7325,6.77485,6.2235,5.765875,5.0358,4.82,6.813,0.877975,2.215265434375,1.91375,1.13840625,5.6708382672,3.33435,10.21782075,0.674781999999999
1,18.25,2.4925,18.78625,17.428344,6.70593599999999,9.08783849999998,5.46024,441.9270301,9.8880996805,91.421625,9.53811125,1.3367725,7.888231,9.535,9.8826,97.195,0.0396499499999999,0,0,344.83575,350.27375,10.41225,6.2797,6.04899999999999,5.60745,5.02024999999999,4.8165,6.80814999999999,0.944445391875,2.115947,1.98123302685,1.1688118067,6.15631562724998,3.384325,8.59077674999999,0.229363749999999
1,18.75,3.06339964999999,25.044,19.1940199999999,4.90977075000001,5.36546,4.841975,443.520612,9.7366665,91.435975,9.612,1.391026,7.473203,8.90169999999999,9.5992,97.06001,0.0717496999999998,0,0,343.104,348.73791925,10.53175,5.96025,5.843325,5.54675,5.011525,4.82075,6.628125,0.971473760399999,2.30993075,2.135879,1.1609058464,5.5512,4.242225,5.757245,0
1,19.25,1.977603425,26.5830002499999,12.7641925,2.47348399999999,3.16460599999998,3.61358,445.69472417,9.6375,91.44,9.053157045775,1.23629975,7.156951,8.83175,9.31499999999999,96.860026,0.0287335999999998,0,0,340.9725,351.03825,10.97916775,5.408125,5.638775,5.4512,4.971375,4.813,6.631075,0.93416925,2.06825,1.932,1.15069,5.92645,3.00435,3.074924,-0.373723
1,19.75,3.9684168,31.9259999999999,12.72572,2.659018,3.539035,2.955,446.02,9.385,91.45525,8.88274639359998,1.15256,7.07119,8.52617499999999,9.64360000000001,96.85375,0.0316830749999989,0,0,341.63525,348.56775,9.44091474999998,5.18339999999999,5.4728,5.39805,4.9715,4.8145,6.35499999999999,0.99885,2.33475,2.0839,1.192,5.98868232,3.5119,4.35576099999999,-0.350588500000001
1,20.25,2.93511,26.7564,13.818,2.1751555,3.715145,1.99999,446.1629846125,9.48119,91.46,8.0124,1.3375,7.55271,8.3544525,9.45701499999999,97.014625,0.00560010000000021,0,0,342.10574825,348.15375,10.09658175,5.14834999999999,5.27755,5.33925,4.91,4.816,6.3656,0.9815,2.738095,2.07460625,1.30604875,6.3141475,4.220275,3.12354825,-0.350588500000001
1,20.75,3.90215999999999,21.311575,12.8725,2.589195,5.45606999999999,2.10008999999999,445.4090458375,9.825,91.494,8.29,1.06,7.25208,8.9727,9.36875,97.067,0.0235329999999998,0,0,344.0615,347.9885,9.99424825,5.21479999999999,5.1311,5.30305,4.912,4.826,6.42379999999999,0.951399999999999,2.3539,2.31338,1.20824,6.66449999999999,1.91085,2.1131125,-0.440944000000002
1,21.25,3.24953,23.229525,17.3721,4.538407,7.68345874999998,2.1754875,447.1420129,9.8625,91.4955,8.31481926769999,1.048484,7.2893,9.14975,9.3699,97.138025,0.0573499999999993,0,0,341.205,348.69125,7.33800125,5.52894999999999,5.14924999999999,5.214,4.9165,4.8385,6.440175,0.93895,2.353,2.578399,1.239,7.56460475000001,1.6731,2.18583,-1.025872
1,21.75,3.841,29.5792,14.0375,3.286018,5.50419999999999,2.315705,447.0919511175,9.1463426608,91.489,8.38728896279999,1.132,5.92319,8.96717499999999,9.33435,97.3592,0.0891166999999999,0,0,336.4775,348.695,8.1075,5.355625,4.89935,5.1888,4.934675,4.864,6.19437499999999,0.855808,2.306556,2.58122,1.200862,6.55758625,1.338875,0.3315635,-0.950897500000007
1,22.25,3.345995,21.713886,13.98317525,2.128823,4.480895,1.90064999999999,448.849663935,8.955,91.499,7.449291933575,1.07481,5.50818200000001,8.161235,8.767555,97.735225,0.0137666825000001,0,0,335.1966945,344.77,7.145625,5.14467499999999,4.92842499999999,4.9585,4.93005,4.86075,6.20715,0.908,2.15521,2.619055,1.160131,6.83429999999999,1.3146,0.447721499999998,-0.950975500000007
1,22.75,3.638,32.409975,7.94875449999999,1.774303,5.599415,1.47552799999999,449.109809195,8.8,91.5,7.42835512455,1.21076867405,6.2334475,8.3245,8.60175,97.6295,0,0,0,335.420333,343.575,8.06828875,4.9348,4.64045,4.863525,4.9254,4.884,6.22859999999999,0.99905128685,2.388843797625,2.3255,1.3471056042,6.49019175,1.591425,0.285381999999999,-1.20774550000001
1,23.25,3.30885,37.51975,12.3321,2.66575224999999,5.8874,1.50075,448.59293014,8.865,91.51055,8.026785402,1.57077,6.412286,8.3699275,8.732625,97.2638,0.032008475,0,0,336.259003,340.82,9.28534625,4.7114,4.56595,4.78895,4.8534,4.88775,6.22995,0.895057999999998,2.218048,2.1805,1.2676745,5.92309175,2.173075,-0.666601000000002,-1.300988
1,23.75,4.0762,25.1599200000001,19.1159750000001,3.15600875,4.843706,1.0005255,446.91972419,8.4725,91.52105,8.31000000000001,1.14313125,6.62637175,8.17762249999999,8.768125,97.4579,0,0,0,336.13333,339.82625,10.33083375,4.4895,4.27025,4.69,4.800875,4.89,6.246375,0.856749999999999,2.3572,2.22694375,1.19090625,6.17383649999999,3.1197,0,-1.300988
2,0.25,2.5425,25.19582125,14.3424999999999,1.064,0.610159999999994,1.000295,449.6046712325,8.71,91.5385,10.434725463,1.19824999999999,8.615595,8.13650074999999,8.81056750000001,98.52105,0.0568669999999998,0,0,335.0825,346.6655,11.395,4.73595,5.148,6.16335,6.56155,5.9055,5.921,0.9699745,2.32743675,2.019944117725,1.18885975,5.958015,1.74275,-3.32048550000001,-0.725623500000002
2,0.75,3.2905,30.54325,24.9749999999998,1.064,0.243999999999998,1.000285,446.912681735,8.5575,91.525,10.0386346095,1.256528,8.6436275,8.25474999999998,8.942,98.639775,0.048916475,0,0,333.298,346.54,11.932,4.71855,4.948,6.0591,6.494,5.8974,5.9165,0.994243,2.40995877035,2.141969,1.23343075925,6.4568645,2.320225,-0.24776875,-0.725623500000002
2,1.25,5.01899999999999,28.81980125,14.0645,1.06398425,1.02524,1,448.7709563175,8.565,91.514775,9.68261725,1.12146,8.298357,8.019525,8.1999,98.75265,0.0761584749999999,0,0,331.937,345.6435,11.700015,4.759925,4.78825,5.91175,6.389,5.935325,5.92,0.99581535065,2.19528525,1.9752300872,1.217614,6.183888,1.2655,-0.263151,-0.700538999999999
2,1.75,3.4175,29.039393,12.2027897980001,1.064116,0.738427999999997,1,449.86380352,8.31667978109999,91.4785,10.3142009785,1.5415,8.384515,8.29075075,8.365,99.0026,0.07166675,0,0,334.78,343.8833315,12.1135,4.615,4.73885,5.7245,6.3159,5.93775,5.92,0.97775,2.4103295,2.1435,1.23030327635,6.5879175,1.450325,-1.21404875,-0.725514750000001
2,2.25,3.616,28.34375,13.895,1.0640495,0.00683999999999961,1,448.595,8.2,91.4775,10.0720585,1.422,7.75974,8.43075,8.06554999999999,99.0906,0.0479329999999998,0,0,335.1025,343.8275,11.84325,4.63757499999999,4.663875,5.51725,6.231325,5.9215,5.9115,0.950260892,2.35022125,2.120835,1.2628735,7.4397657608,3.851,-1.78292725,-0.677026750000001
2,2.75,2.926813125,39.5445,29.676995239,1.06424725,0.333254999999988,1,449.205492965,8.1875,91.41375,10.1325,1.387,7.80623,8.46875,8.05625,99.2776,0.0714667999999993,0,0,336.31175,341.8185,11.2745,4.447875,4.600225,5.2095,6.03205,5.9005,5.94025,0.98564,2.4105,2.1596315,1.2405,7.152176,3.126,0.0751437499999996,0
2,3.25,3.064036,32.108,11.65408,1.064275,0.5704375,0.56259,450.70727752,8.2563898568,91.4175,10.27401,1.5062775,7.86478075,8.19319999999999,8.34729999999999,99.24575,0.04025025,0,0,337.45975,342.895,10.81375,4.573375,4.581625,5.02,5.947875,5.9135,5.939,0.929167,2.20125,1.967608978125,1.13172,6.4700855,2.4,1.70027824999999,0
2,3.75,3.62647945,32.65616,8.18783825,1.064,0.375854999999996,0.640071999999998,449.27015108,8.08032459125,91.42,9.92163194375,1.579688,7.34991925,8.786,8.7836,99.44195,0.0785165500000001,0,0,337.75275075,345.5133355,10.899655,4.53729999999999,4.56159999999999,4.966,5.7986,5.905,5.941,0.972492,2.2839545,2.03961989995,1.144647,6.036962,1.675,1.55944249999999,0
2,4.25,3.745,25.7805525,7.27100000000003,0.877765000000003,0.485118000000001,1.000108,449.7477491225,8.26153723905,91.4365,9.641218915825,1.45,7.27726875,8.8485,8.93515,99.448375,0.0357499499999999,0,0,340.50425,344.58083225,10.47274775,4.62915,4.65485,4.93749999999999,5.7525,5.9,5.925,1.00785,2.405664,2.2231559774,1.236194,5.86135,1.54285,2.55565749999999,-0.604715250000001
2,4.75,2.3896,27.7117875,9.59684999999999,0.877628500000003,0.574100000000001,1,447.2847941525,8.268793906575,91.43,9.7620512923,1.345705,7.342382,8.2477,8.35915,99.461125,0.0687580749999995,0,0,341.155,342.94775225,12.02025,4.5783,4.70435,4.94399999999999,5.78475,5.9,5.91,0.982183,2.397781,2.089756,1.1943065,6.16687399999999,1.290225,4.19071949999998,-0.725630750000001
2,5.25,3.2875,21.98072275,12.61925,0.86492875,0.8663125,1.0000125,449.5713156075,8.656802925,91.4385,9.58046079289999,1.51168125,7.85490925,8.0131,8.079,99.475375,0.06524975,0,0,337.3775,341.90417,13.047,4.542125,4.58025,5.014,5.70845,5.88725,5.94,0.922379,2.15698244885,1.95057625,1.1185,6.1481,1.175975,4.09608924999998,-0.1693165
2,5.75,2.3378125,38.13625,11.6516499999999,1.0107,0.916337499999998,1.0000175,453.2800147575,8.41999999999998,91.4475,9.26186104384998,1.39225,7.53831925,7.63095,7.5675,99.502,0.068458625,0,0,336.7245,344.761,12.841,4.34585,4.442625,5.02,5.6471,5.893875,5.93775,0.930441,2.22517275,1.82923525,1.1180325,6.3925,1.855325,2.71487149999999,0.0917042499999995
2,6.25,2.636343,29.5819345,23.5271,1.051835,0.717804000000003,1.000015,452.59146392,8.61,91.4585,8.5062248245,1.3807375,7.15933875,7.124415,7.43,99.5346,0.00645830749999981,0,0,337.19075,343.479999,11.98769,4.33605,4.40134999999999,4.95549999999999,5.5455,5.88,5.9275,0.9677625,2.1088625,1.85521875,1.13828875,5.75633,1.99035,1.69125549999999,0.275173249999999
2,6.75,2.77375,35.8,14.93177,1.51935474999999,0.67159824999999,1,452.11623235,8.08,91.488,8.283705,1.44575625,7.613029,6.63845,7.0875,99.5326,8.38987675,1.3095,0.0513575999999987,336.3935,342.836668,13.092,4.4081,4.39584999999999,4.8975,5.43875,5.87775,5.93325,0.953945999999999,2.278662,2.01770375,1.09330625,6.02359949999999,1.738225,1.06183274999999,0.613762999999999
2,7.25,2.3095,29.28,6.714976,1.1675,1.185,1.0000525,451.80029595,8.955,91.521275,8.655804,1.2195,8.51150125,6.8075,7.02,99.1987,93.2285,52.2955,35.39,337.2475,345.871,15.456999,4.69835,4.5692,4.797625,5.39775,5.87,5.93875,0.98290975,2.22,1.951893124825,1.15,6.01067174999999,2.232,1.194372,0.299364749999999
2,7.75,2.717956625,34.6752,28.465,1.053915,1.01073125,1,447.72644776,8.91,91.556,8.9970452962,1.166,9.144326,6.97305,7.48925,99.0396,254.1935,131.444,47.9569999999999,336.79333275,350.689,58.193,4.54919999999999,4.56285,4.63685,5.3855,5.87,5.93325,1.0013665,2.402826413,2.0045,1.2029015,6.25747475,1.4746,7.34679074999999,0.275189749999999
2,8.25,2.531,47.6594999999999,55.6167500000001,1.041052,1.9638775,1,440.58,9.2,91.55475,9.238,1.200472,9.58084975,7.93265,8.24425,98.55,456.8649985,233.614,79.09875,340.9125,354.00333,142.816999,4.62434999999999,4.64025,4.714075,5.37,5.81975,5.83775,1.068247,2.340179,2.1,1.19782175,5.980933,0.877899999999999,23.01914175,0.275186999999999
2,8.75,3.30557,53.654,104.422,2.17380500000001,7.410736,1.000045,436.3875,8.9575,91.54675,9.7882445,1.2745566369,9.64014675,8.355,8.6705,98.1825,618.21666875,326.895,106.682,342.059,357.45,198.06125,5.17825,4.88975,4.8183,5.34,5.73,5.7675,1.06814780525,2.5874552276,2.208,1.329117,6.469,1.29895,63.542414,0.385167749999998
2,9.25,3.7381876,64.3645,139.7855725,11.0227715,38.586626,1.98557,434.235,9.1,91.53575,10.074754136,1.08279725,10.2932955,8.8245,9.42,97.95775,808.321749999999,420.81575,144.182,343.265,367.72675,270.607,6.149775,5.229425,4.904,5.3255,5.72,5.8,1.0837,2.574418,2.130597,1.308122,6.49182275,0.492849999999999,100.28552325,0.671012999999997
2,9.75,2.5456627,94.483975,177.3787845,29,49.1156105,2.60018,431.658730695,9.3125,91.52,11.0332875,1.1925875,11.03684975,9.1275,10.207375,97.585375,988.29166725,507.223,168.21998,345.1185,373.0275,337.39075,7.19625,5.86875,5.0055,5.31,5.72,5.7835,1.111864,2.5690305,2.239433020625,1.323175,6.477352,0.590649999999999,126.0829825,1.6582655
2,10.25,1.5536851,80.3825,202.2105,44.4854412499999,63.0693802499999,3.35682075,430.7075,9.36249999999999,91.5285,11.64525,0.816388000000001,12.66877,10.071997,10.5592,97.31,1122.86,576.563,202.509,345.6555,378.382,403.26709275,8.822,6.5704,5.2672,5.30975,5.7285,5.84425,1.057916,2.508119,2.181543,1.3264,6.41443124999999,0.2126,144.1861675,2.41915075
