DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1
1,0.25,1.08274454225,-10.10930297,2.99716952675,0.74152744625,410.1964451,2.598165,-2.134,-2.253,86.42890388275,1.47949219,2.7113,1.1738,-0.02832,0,3.15835,1.34755,0.3529625,-4.7044925,2.0925625,1.204,1.600975
1,0.75,0.69286168925,-5.61443678625,5.4960320375,0.66054131475,409.745802425,2.35786249575,-2.16155,-2.4829,85.8870855395,1.45177170395,2.3725,1.1234,-0.02201,0,3.2929,1.343575,0.3568775,-4.0775125,2.091925,1.213125,1.601975
1,1.25,0.681476297,-8.938388608,1.78408747875,0.63163256425,409.96214215,2.307962811,-1.99245,-2.274,85.923382039,1.4769539923,2.4296,1.2155,-0.01258,0,3.14515,1.349125,0.3529475,-4.3083,2.0978625,1.2124,1.602075
1,1.75,0.870676111,-9.15348008975,2.44436231875,0.589733425,409.8338705,2.1443060745,-2.052525,-2.2783,86.1220492625,1.409818476025,2.3692,1.2857,-0.01415,0.0253275,3.2183,1.34895,0.3534225,-4.3811775,2.1327875,1.21375,1.600075
1,2.25,0.7652775025,-9.1072855225,3.552342346,0.567411497,409.93468455,2.035265946,-2.2522,-2.5399,85.90319430325,1.427816947025,2.2738,1.1575,0,0.00844,3.10325,1.3516,0.35114,-4.43126,2.104625,1.21445,1.60165
1,2.75,0.595662006,-8.022598628,1.4477683625,0.6420281455,409.8963965,2.08182075,-2.443025,-2.7321,85.89330880775,1.40778521835,2.3925,1.2487,-0.04404,0.00844,3.1753,1.348525,0.349275,-4.0831,2.11145,1.21525,1.600925
1,3.25,0.734582338,-7.881746864,3.88393116875,0.645298425,409.9341473,2.132614,-2.606075,-2.9188,86.406531044,1.3795333093,2.4429,1.1665,-0.07236,0.0231975,3.04635,1.353525,0.3476975,-3.3409,2.1428125,1.214,1.6004
1,3.75,0.7167319965,-9.59104800425,2.528550883,0.586229891,410.0906911,2.14637925,-2.66195,-2.8863,86.8161094145,1.37765289405,2.3379,1.1125,0,0,3.00105,1.350625,0.34831,-3.8496,2.14235,1.213725,1.5988
1,4.25,0.748351751,-7.5347877405,1.8669239655,0.628846637,409.52355775,2.0479245,-2.61545,-2.9394,87.452905679,1.3388206483,2.4325,1.0786,-0.01259,0.0084275,3.08495,1.349925,0.34739,-4.4512675,2.08945,1.214425,1.594175
1,4.75,0.696260752,-6.013517667,1.256398695,0.621138314,409.66664725,2.188326423,-2.737,-3.027,87.058888643,1.3093926237,2.3442,1.2248,-0.01574,0.00633,2.9672,1.3521,0.348565,-4.8167325,2.1195875,1.2119,1.5898
1,5.25,0.777013051,-8.8163686745,2.995375504,0.674632,410.1424162,2.162692128,-2.7709,-3.171,87.773330309,1.3447504539,2.3879,1.2141,-0.00158,0.00844,2.98795,1.3535,0.34748,-4.552525,2.146225,1.205125,1.590075
1,5.75,0.671672152,-7.68193347,3.144130056,0.59319925,410.1463646,1.87961865,-2.68555,-3.1559,87.440918298,1.2578148427,2.2392,1.2225,-0.01261,0.03164,2.9975,1.353725,0.3477075,-3.492265,2.11465,1.2092,1.5849
1,6.25,0.698319265,-3.849655428,2.499457336,0.610984983,410.06872685,2.1675595995,-2.737025,-3.0006,87.67861346,1.2633495154,2.2825,1.1573,0.00157,0,2.9452,1.35385,0.347695,-4.19405,2.1369125,1.2101,1.58665
1,6.75,0.6168507705,-8.6437717755,1.729155892,0.538083726,409.816465,2.07596000825,-2.7356,-3.221,87.181157167,1.2744381599,2.2888,1.4558,0,0.042205,3.02325,1.35575,0.34931,-4.127085,2.2473125,1.208375,1.587625
1,7.25,0.7729767825,-4.7136433805,2.7847155505,0.548864714,410.652554475,2.1190099695,-3.0726,-3.4256,88.819305615,1.3013774738,2.3733,11.11,1.7506,5.03565,4.492,8.43355,5.274275,-1.3733325,4.968025,1.2044,1.582375
1,7.75,0.779180943,-2.50455266,5.63213571825,0.550059423,410.379993375,2.009815792,-3.0165,-3.3964,88.252034419,1.3052990841,2.3425,54.319,8.2233,24.5665,7.7765,47.89175,43.32225,2.58261,17.098375,1.200475,1.581575
1,8.25,0.7232788435,7.79524195225,2.9048739395,0.582442243,410.25927845,2.059110587,-2.7834,-3.2625,88.153979573,1.367154923,2.5579,168.62,20.802,101.655,21.875,167.8725,98.28925,33.97775,34.546,1.1668,1.58685
1,8.75,0.949794729,40.11247309,4.89829091925,0.6236096,410.3222,2.116388812,-2.5753,-2.9107,86.2507603325,1.48929106915,2.4637,326.26,34.009,191.98,34.676,326.62,145.675,95.31175,50.23225,1.1674,1.57055
1,9.25,0.83045616175,78.88848257,8.068653641,0.67014901775,409.7009305,2.32344691675,-1.912725,-2.5896,84.944566626,1.7557591237,2.7358,451.6,48.72,262.4575,42.6065,471.4725,197.365,145.69775,78.982875,1.16925,1.56025
1,9.75,1.08142800225,99.10384812,11.0395151025,0.714779188,409.5434338,2.59747905,-1.23245,-1.7144,82.678982091,1.8672705918,2.9633,569.17,62.664,333.4,52.43,598.4225,239.8725,193.51675,95.910375,1.18115,1.55645
1,10.25,1.183822361,114.8509439,9.8935029925,0.70767385275,409.848404325,2.594852,-0.8181,-1.37,78.91252791975,2.014641845475,2.8542,659.79,75.639,378.565,56.892,708.97,263.79,226.847,112.95125,1.165425,1.549625
1,10.75,1.1184647515,144.736206025,9.40412622075,0.80638126575,409.177377425,2.955451604,-0.5419825,-1.0079,75.88498905275,2.1145953397,3.1142,738.69,87.446,426.505,63.362,802.68,299.2675,259.17825,144.42125,1.166975,1.54065
1,11.25,1.106262349,157.3816555,8.920496255,0.896874173,408.983798175,3.16578875,-0.042345,-0.69904,74.591604191,2.3422996925,3.1679,792.08,95.935,454.1725,67.304,855.9975,317.015,275.78475,185.51625,1.173775,1.5416
