DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,T_SONIC,CO2,H2O,FC,NEE,H,LE,USTAR,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A,T_SONIC_SIGMA
1,12.75,9.59835,1.2541,0.5638,0.171225,-18.915165,52.2567,103.2111,-13.9273,534.04915,2.07325,0.061575,0.061575,0,0.9733,0.55955,4.237,228.302,234.16355,5.5088,6.68015,-6.48255,-6.9282,-3.44275,-5.9406,-8.71305,-8.73795,-9.1388,-8.83825,-11.13255,-8.468575,-12.810525,-10.495575,-8.6859,-9.95675,-10.447875,-10.540125,-7.89375,-9.56115,-9.81745,-8.0242,-9.333675,-8.4719,0.043025
1,13.25,9.6927,1.4965,0.570525,0.2159,-18.915165,53.33425,103.20185,-13.552025,534.2706,2.215275,-0.000799999999999999,-0.000799999999999999,0,1.289,0.52075,5.0642,226.7991,233.934,7.172825,8.433225,-6.5185,-6.7969,-3.49045,-5.8958,-8.7094,-8.74965,-9.14875,-8.81535,-11.132725,-8.465025,-12.79805,-10.4997,-8.6912,-9.9485,-10.44815,-10.551425,-7.891825,-9.547725,-9.817675,-8.03335,-9.328525,-8.47035,0.3231
1,13.75,9.83125,1.396025,0.57065,0.2016,-18.915165,51.986175,103.217125,-13.0647,535.6772,2.3791,0.1459,0.1459,0,1.70995,0.54035,5.320675,226.196575,233.17525,7.4395,8.7451,-6.59725,-6.83995,-3.3826,-5.8914,-8.72805,-8.76695,-9.173,-8.814775,-11.1236,-8.4537,-12.7898,-10.5029,-8.6849,-9.9524,-10.4448,-10.5569,-7.8942,-9.58045,-9.8195,-8.0274,-9.3267,-8.4716,0.0443
1,14.25,9.2733,1.5518,0.72945,0.1557,-18.915165,51.471925,103.21545,-13.609225,535.511075,2.4372,0.07465,0.07465,0,0.96655,0.4729,5.130825,226.9725,234.1226,6.85325,7.7735,-6.5486,-6.829125,-3.402175,-5.891975,-8.7273,-8.767075,-9.175675,-8.80455,-11.1325,-8.46925,-12.806575,-10.497625,-8.6907,-9.9627,-10.44325,-10.57085,-7.89765,-9.54255,-9.829575,-8.0442,-9.324,-8.469925,0.04095
1,14.75,9.25225,1.525525,0.6323,0.204075,-18.915165,59.2731,103.19485,-13.649725,534.8875,2.3878,-0.06385,-0.06385,0,0.8782,0.52225,4.20035,226.178,233.974,4.9348,5.7419,-6.589,-6.9221,-3.5051,-5.7559,-8.7149,-8.7766,-9.1878,-8.806,-11.13425,-8.4738,-12.811525,-10.510475,-8.694,-9.9637,-10.4422,-10.574625,-7.899775,-9.53135,-9.828925,-8.0354,-9.35135,-8.4676,0.10115
1,15.25,8.82815,1.2736,0.551125,0.1437,-18.915165,53.121,103.2069,-13.7502,536.268,2.42065,-0.081175,-0.081175,0,1.2784,0.48505,3.2144,225.82,233.0114,2.6602,3.176,-6.692,-6.6638,-3.4375,-5.9164,-8.6955,-8.7821,-9.186,-8.8177,-11.129275,-8.47155,-12.816625,-10.49525,-8.692325,-9.967,-10.43555,-10.581175,-7.893425,-9.53865,-9.826975,-8.0419,-9.346925,-8.468175,0.0495
1,15.75,8.8089,1.2013,0.62355,0.1808,-18.915165,51.0268,103.157175,-14.021925,536.977225,2.2611,-0.0026,-0.0026,0,0.5507,0.468825,1.7617,226.259,233.773,1.057525,1.297,-6.573,-6.6835,-3.4725,-5.8227,-8.6986,-8.7927,-9.1861,-8.8318,-11.134175,-8.468375,-12.81835,-10.49805,-8.693675,-9.96255,-10.434475,-10.5786,-7.893925,-9.529325,-9.8247,-8.05205,-9.342325,-8.46455,0.0677
1,16.25,8.9502,1.25375,0.6399,0.18955,-18.915165,54.962175,103.2041,-14.21565,534.736625,1.956175,0.0411,0.0411,0,0.197675,0.4929,0.7083,226.075,233.0884,0.272525,0.40075,-6.7591,-6.8117,-3.3869,-5.8267,-8.7146,-8.8213,-9.1852,-8.8393,-11.1318,-8.47825,-12.832975,-10.499025,-8.696275,-9.960425,-10.4305,-10.576675,-7.895325,-9.52885,-9.83745,-8.052275,-9.341625,-8.461525,0.0428
1,16.75,8.9421,1.372625,0.598,0.1898,-18.915165,52.02125,103.1998,-14.2819,535.22645,1.933225,-0.1698,-0.1698,0,0.25695,0.5024,0.6239,225.733,232.949,0.0324,0.052,-6.5943,-6.6778,-3.4097,-5.8356,-8.7244,-8.8223,-9.1853,-8.8425,-11.138375,-8.476025,-12.84785,-10.503075,-8.69595,-9.9651,-10.427275,-10.5812,-7.894675,-9.52265,-9.83875,-8.05055,-9.342,-8.46075,0.029275
1,17.25,8.91725,1.19005,0.5579,0.1663,-18.915165,51.8584,103.163075,-14.1935,535.6795,1.88395,0.3227,0.3227,0,1.6199,0.4841,0.6124,224.406,232.997,0.0025,0.01515,-6.5369,-6.788,-3.4555,-5.8411,-8.7351,-8.7965,-9.1784,-8.8608,-11.1457,-8.47675,-12.84185,-10.51065,-8.698475,-9.96175,-10.421475,-10.579575,-7.900575,-9.522525,-9.838275,-8.0491,-9.338325,-8.456325,0.040825
1,17.75,9.12515,1.34255,0.5473,0.158175,-18.915165,51.795575,103.1634,-14.093225,535.707975,2.0115,-0.1371,-0.1371,0,0.9175,0.45995,0.7553,225.0784,232.602,0.0013,0.0065,-6.6136,-6.7005,-3.3456,-5.8104,-8.7572,-8.8187,-9.1867,-8.8768,-11.137725,-8.4761,-12.833525,-10.5064,-8.6963,-9.95775,-10.420675,-10.569625,-7.8965,-9.5211,-9.851275,-8.0486,-9.338425,-8.4551,0.032625
1,18.25,9.03345,1.2359,0.54905,0.13205,-18.915165,50.26935,103.155,-13.78105,535.39285,1.9063,-0.081075,-0.081075,0,0.36255,0.481325,0.726525,225.2782,233.172,0.0013,0.0065,-6.5512,-6.7796,-3.4818,-5.8237,-8.7633,-8.8387,-9.1896,-8.8823,-11.1343,-8.484625,-12.81485,-10.495625,-8.698875,-9.9761,-10.42655,-10.565975,-7.8966,-9.51675,-9.849625,-8.047975,-9.341975,-8.457875,0.038025
1,18.75,8.613,1.3465,0.543525,0.151725,-18.915165,53.360325,103.198175,-13.7061,533.9278,2.06205,0.1048,0.1048,0,0.0513,0.5325,0.859,225.424,233.753,0,0.00655,-6.6796,-6.7423,-3.4412,-5.9451,-8.7829,-8.8259,-9.1925,-8.889,-11.1386,-8.48055,-12.808825,-10.48385,-8.6958,-9.984575,-10.433025,-10.5623,-7.894975,-9.525975,-9.844075,-8.0448,-9.3336,-8.456925,0.3637
1,19.25,8.96715,1.227,0.481925,0.1552,-18.915165,52.0362,103.1419,-14.18155,533.8567,2.1124,-0.113675,-0.113675,0,1.39,0.4709,0.54085,228.626,234.553,0,0.0043,-6.533,-6.7372,-3.3983,-5.9038,-8.7998,-8.8321,-9.2234,-8.9061,-11.140475,-8.48115,-12.813925,-10.480775,-8.70535,-9.98565,-10.441725,-10.569425,-7.90065,-9.52625,-9.846475,-8.047825,-9.329575,-8.4612,0.0723
1,19.75,8.5109,1.04965,0.4512,0.1343,-18.915165,51.656575,103.12285,-13.915775,534.454175,2.0655,-0.0093,-0.0093,0,0.437475,0.484675,0.840575,228.619,234.919,0,0.0043,-6.4907,-6.8228,-3.4173,-5.9296,-8.7979,-8.8365,-9.2448,-8.9222,-11.1349,-8.477875,-12.821475,-10.489125,-8.710025,-9.98855,-10.443725,-10.568425,-7.906075,-9.5426,-9.85475,-8.052175,-9.3307,-8.467625,0.02595
1,20.25,9.188875,1.234275,0.450675,0.1679,-18.915165,51.803975,103.1645,-13.35115,536.4621,2.29595,0.2364,0.2364,0,0.06375,0.486275,0.6988,228.278,234.719,0,0.0039,-6.6479,-6.8875,-3.3712,-5.9833,-8.7826,-8.838,-9.2348,-8.9296,-11.13865,-8.475275,-12.812925,-10.485025,-8.711225,-9.9949,-10.45275,-10.5661,-7.90625,-9.53515,-9.849125,-8.0524,-9.32735,-8.47185,0.020525
1,20.75,9.195,1.1173,0.532325,0.144975,-18.915165,51.387175,103.2214,-13.15195,537.14465,1.9614,0.90435,0.90435,0,1.0459,0.47675,0.81555,227.877,234.353,0,0.0022,-6.4667,-6.9046,-3.3706,-5.9226,-8.7743,-8.8417,-9.2346,-8.9444,-11.12815,-8.471,-12.813075,-10.494075,-8.71415,-9.987525,-10.4598,-10.57045,-7.904875,-9.540075,-9.854675,-8.05345,-9.3308,-8.47595,0.0247
1,21.25,8.96895,1.01875,0.4436,0.136925,-18.915165,54.02905,103.22035,-14.1124,535.41015,2.260325,0.650375,0.650375,0,0.4685,0.4004,0.7525,228.432,234.735,0,0.0043,-6.4891,-6.9603,-3.4048,-6.0148,-8.7842,-8.8475,-9.2536,-8.9643,-11.1294,-8.474075,-12.792525,-10.4918,-8.711,-9.97965,-10.4654,-10.566525,-7.91245,-9.552475,-9.8647,-8.055625,-9.3298,-8.479475,0.0321
1,21.75,8.70175,0.9688,0.44645,0.1424,-18.915165,51.02,103.22,-14.123225,535.130325,1.9363,0.123325,0.123325,0,0.03505,0.45965,0.725125,228.357,233.957,0.0013,0.0039,-6.4584,-6.8761,-3.3669,-6.0668,-8.7971,-8.8738,-9.2464,-8.9695,-11.1368,-8.469,-12.7997,-10.499825,-8.708,-9.97005,-10.468825,-10.566675,-7.9062,-9.555425,-9.86095,-8.06005,-9.33275,-8.481225,0.0179
1,22.25,8.360475,0.971025,0.463425,0.1552,-18.915165,47.4599,103.22025,-14.0839,534.8781,1.94305,0.7116,0.7116,0,0.15075,0.4725,0.61235,227.58,233.7008,0.000975,0.0043,-6.4806,-6.976,-3.3606,-5.9647,-8.8028,-8.8903,-9.23,-8.9648,-11.127525,-8.46695,-12.812725,-10.49455,-8.708875,-9.981475,-10.472325,-10.58045,-7.9213,-9.5699,-9.848475,-8.059875,-9.330025,-8.485675,0.01825
1,22.75,8.70965,1.05065,0.5382,0.167275,-18.915165,51.4876,103.2133,-14.0649,533.3927,1.887175,0.389225,0.389225,0,1.1213,0.45835,0.5253,227.594,234.588,0,0.00325,-6.428,-6.8318,-3.4074,-6.0679,-8.7992,-8.8693,-9.2182,-8.9511,-11.134125,-8.47235,-12.805225,-10.492875,-8.7095,-9.9772,-10.477275,-10.59295,-7.9291,-9.573375,-9.851775,-8.06895,-9.3317,-8.484625,0.0182
1,23.25,8.979675,1.215925,0.5263,0.144875,-18.915165,52.5846,103.2075,-13.5095,537.7103,1.8625,0.6024,0.6024,0,0.0076,0.4836,0.612075,228.443,233.953,0.000325,0.0039,-6.4484,-6.897,-3.3726,-6.1342,-8.8113,-8.8561,-9.2115,-8.9589,-11.141,-8.468975,-12.795825,-10.488325,-8.7194,-9.983025,-10.475525,-10.59065,-7.931175,-9.57695,-9.840875,-8.061725,-9.333975,-8.4886,0.016775
1,23.75,8.736375,0.961225,0.509625,0.1512,-18.915165,52.865925,103.2095,-13.2819,543.8757,1.826925,1e-04,1e-04,0,0.5574,0.47625,0.58705,228.956,235.081,0.0014,0.0043,-6.5149,-6.9338,-3.3124,-6.1594,-8.8296,-8.8472,-9.2018,-8.9785,-11.14025,-8.4708,-12.783425,-10.4851,-8.719225,-9.9832,-10.47435,-10.595075,-7.9351,-9.590875,-9.83955,-8.06425,-9.330425,-8.4903,0.017975
2,0.25,9.07675,1.2017,0.501875,0.14925,-16.635995,54.199525,103.505775,1.839525,560.99445,3.2453,0.3171,0.3171,0,0.7298,0.4537,0.5635,232.709,242.343,0,0.013,-4.154,-4.2618,-2.1931,-3.6908,-9.7725,-9.7164,-10.0152,-9.8029,-12.2797,-9.2009,-12.81775,-11.0572,-9.00055,-10.3446,-10.75215,-11.7737,-8.81905,0,-10.45135,-9.125,-10.2479,-10.11685,0.0286
2,0.75,8.8923,1.1692,0.5123,0.150775,-16.62633,55.47335,103.513775,3.5402,563.72865,3.2559,0.2319,0.2319,0,1.07015,0.449,0.70435,232.127,241.787,0.000325,0.0124,-4.0962,-4.3086,-2.1652,-3.7069,-9.7556,-9.7214,-10.022,-9.7929,-12.2962,-9.19085,-12.8231,-11.06105,-9.0039,-10.33525,-10.7551,-11.78405,-8.8152,0,-10.4558,-9.1167,-10.2478,-10.12355,0.027075
2,1.25,8.9361,1.1968,0.433675,0.1436,-16.715,51.293875,103.51235,3.794575,556.9372,3.31535,0.14305,0.14305,0,0.0984,0.44395,0.7335,231.984,241.373,0,0.0108,-4.0602,-4.0836,-2.1982,-3.7652,-9.7634,-9.7387,-10.0462,-9.8061,-12.29105,-9.1885,-12.8292,-11.0715,-9.00685,-10.34525,-10.7581,-11.77985,-8.813,0,-10.4493,-9.1125,-10.2386,-10.12935,0.020925
2,1.75,8.9237,1.2187,0.4571,0.1404,-16.624665,54.7223,103.4844,3.6425,549.716225,3.2181,0.08625,0.08625,0,0.3771,0.4203,0.6786,228.313,240.214,0,0.0065,-4.1636,-4.3098,-2.0955,-3.7288,-9.7624,-9.7491,-10.0608,-9.8086,-12.31105,-9.18535,-12.8338,-11.07585,-9.0104,-10.3446,-10.75675,-11.7768,-8.8118,0,-10.4541,-9.1133,-10.2338,-10.1379,0.034325
2,2.25,8.89885,1.20255,0.4184,0.147325,-16.46583,51.9641,103.446275,1.218025,548.17965,3.2522,0.3509,0.3509,0,0.106525,0.45655,0.664825,228.3839,239.461,0.000325,0.013,-4.0505,-4.3456,-2.2312,-3.6973,-9.7657,-9.743,-10.0735,-9.8081,-12.30445,-9.18405,-12.8342,-11.0844,-9.0143,-10.3415,-10.7606,-11.79395,-8.8132,0,-10.44895,-9.0977,-10.2407,-10.14515,0.021125
2,2.75,8.9503,1.1148,0.44805,0.14635,-16.245665,50.94695,103.46865,2.3678,546.437,3.3951,0.26465,0.26465,0,0.029,0.462775,0.91675,228.4798,239.753,0,0.0174,-4.0737,-4.1851,-2.1316,-3.5494,-9.7534,-9.7327,-10.0777,-9.8137,-12.3014,-9.1807,-12.83705,-11.0765,-9.0165,-10.3416,-10.76025,-11.80345,-8.8072,0,-10.44535,-9.0914,-10.2254,-10.1527,0.01775
2,3.25,9.44125,1.16075,0.478125,0.1438,-16.0535,52.041725,103.4122,3.116675,545.761825,3.46015,0.39515,0.39515,0,0.02765,0.4676,0.4941,228.833,240.572,0,0.01415,-3.992,-4.2624,-2.163,-3.6996,-9.757,-9.7315,-10.071,-9.829,-12.2914,-9.17915,-12.8361,-11.08,-9.0185,-10.337,-10.75675,-11.8093,-8.8163,0,-10.44925,-9.0829,-10.221,-10.1588,0.017
2,3.75,9.2646,1.28065,0.48305,0.17115,-16.079835,51.64025,103.389275,1.809725,543.99,3.3864,0.2954,0.2954,0,0.41655,0.4881,0.7572,227.237,240.486,0.0025,0.014575,-3.9837,-4.1572,-2.1609,-3.5199,-9.7587,-9.7373,-10.0632,-9.846,-12.29605,-9.1793,-12.83795,-11.0846,-9.02445,-10.3418,-10.76005,-11.8059,-8.81735,0,-10.45365,-9.0886,-10.2104,-10.1636,0.0774
