DOY2,HR2,USTAR,TA_1_2_1,WS,NEE,FC,SC,H,LE,RH,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD,PPFD_IN,H2O_1_2_1
1,0.5,0.5454,26.864625,3.26425,15.25775,19.201775,7.35542499999999,7.46244999999999,51.0364,100,97.92105,408.3168,415.152,8.17625,-3.88,0,30.48205
1,1.5,0.54465,26.449625,3.4515,17.0214,18.938625,7.079,8.23224999999998,52.03485,100,97.884025,412.6072,416.8026,7.451,-3.5405,0,30.404275
1,2.5,0.5216,26.3214,3.1993,18.92825,18.27855,7.66044999999998,7.29255,46.5736,100,97.877,416.474,421.5976,6.431,-3.39825,0,30.156875
1,3.5,0.517775,25.753625,3.2447,16.235,17.198425,7.6819,2.3337,49.9783,100,97.885825,418.050225,422.468025,5.894,-3.572475,0,30.0922
1,4.5,0.524875,25.10175,3.12955,16.221,19.737875,7.21949999999999,0.88795,42.34765,100,97.916825,419.8496,424.906,5.01825,-2.8132,0,29.856925
1,5.5,0.525425,24.891375,3.2158,15.905625,19.96455,7.456,-0.864900000000004,33.6843,100,97.95705,427.39555,431.8565,3.94625,-0.149350000000013,25.97305,29.7398
1,6.5,0.616,25.17475,3.67595,11.74055,19.1585,2.349425,9.01159999999999,44.474,100,97.99705,426.46505,428.446,3.95649999999999,96.6844,342.82225,29.8824
1,7.5,0.689,26.3265,3.5934,7.879,16.04945,0.352399999999996,64.8861,142.04805,100,98.084025,428.95345,429.90755,5.551,284.758775,792.8354,30.7474
1,8.5,0.8025,27.4833,4.0175,0.33225,7.7428,0.683825000000001,104.6992,288.14515,100,98.1336,423.5306,421.951,8.0115,476.4816,1270.858,30.89345
1,9.5,0.851375,28.57595,3.985475,-3.560325,0.40734999999999,0.436025,161.59015,365.95445,100,98.1434,410.9926,411.49995,11.191,596.309324999999,1676.6398,30.8326
1,10.5,0.8794,29.56,3.91365,-3.141,-1.811,1.0926,205.89945,423.21125,98.8,98.114375,402.0774,403.19375,13.812,679.2825,1929.4672,30.7554
1,11.5,0.8272,30.2655,4.02725,-2.76455,-0.97535000000001,1.28925,205.69,428.41515,98.3525,98.0547,392.760375,393.345,15.3255,739.524,1931.55095,30.479125
1,12.5,0.82585,30.545525,3.70475,-0.226,-1.30675,2.38,229.6089,461.50205,99.205,97.988,390.10425,391.55825,17.913,726.3248,1980.61775,30.793625
1,13.5,0.792325,31.215625,3.43155,1.23919999999998,0.202499999999988,2.4476,196.0174,449.65605,99.125,97.956125,391.817375,393.997375,19.654,660.3736,1802.4182,31.245625
1,14.5,0.7259,31.54015,3.30715,1.25019999999999,0.929599999999992,2.4417,159.4317,381.88425,99.71,98.0128,393.608125,394.752125,19.97275,546.8075,1526.0672,30.9438
1,15.5,0.7063,31.703,3.36805,4.51325,2.16725,4.60624999999999,110.763,327.52445,98.92,98.0504,393.9236,394.511,20.05675,396.5287,1151.48305,31.7974
1,16.5,0.558475,31.240525,2.88325,8.4719,4.0802,6.248725,50.56355,173.0275,98.805,98.039625,394.51355,395.5094,19.592,191.45525,665.1688,31.847925
1,17.5,0.40925,30.2895,2.7965,11.479825,4.0807,10.515,5.572,68.1781999999999,97.9,97.956375,402.12925,404.027375,18.21725,27.1823500000001,103.5472,32.109
1,18.5,0.3846,29.3593,2.71835,12.35355,7.80039999999999,11.67825,1.3509,47.332,99.1525,97.884575,402.8383,405.7517,14.63675,-10.35565,0,31.74955
1,19.5,0.43575,28.8363,2.8397,13.9468,9.252875,10.4517,1.214125,46.6325,98.8675,97.8514,403.9077,409.2477,12.60525,-8.67245,0,31.187975
1,20.5,0.377425,28.468425,2.933,13.3859,11.47775,6.84425,0.769125,43.55,99.415,97.8869,403.841975,407.54275,11.25575,-7.6025,0,30.942
1,21.5,0.48435,28.29785,3.1505,11.7295,14.8934,7.6115,1.898,46.62175,100,97.935,402.539275,407.666475,10.5535,-7.05775,0,30.6212
1,22.5,0.49795,27.591325,3.20735,15.6025,14.1142,7.2375,3.859375,51.379,99.81,97.9629,403.52525,408.771475,9.58825,-6.31,0,30.883575
1,23.5,0.5137,27.179175,3.2145,15.5386,16.0405,6.9309,4.365625,48.030375,100,97.936075,404.637,409.527,9.11575,-5.05875,0,30.893175
2,0.5,0.628,25.777925,3.374,19.5622,21.983725,8.1146,10.9285,47.090025,100,98.0991,414.262,420.405,5.3935,-3.0687,0,30.898
2,1.5,0.6314,25.5416,3.5474,15.1817,15.24785,6.6445,10.388675,44.9928,100,98.0337,417.0505,424.0435,4.83,-3.0076,0,30.648725
2,2.5,0.541625,25.1508,3.3122,16.8943,20.1755,5.6255,10.4199,34.39845,100,98.009,422.289,429.6055,4.34675,-2.526225,0,30.125
2,3.5,0.6248,24.714,3.399775,19.557025,20.471675,7.99625,9.6776,37.21585,100,97.9695,416.550825,422.474925,3.84775,-2.764825,0,30.05675
2,4.5,0.60655,24.43325,3.5369,17.1866,18.4991,6.29525,8.55860000000001,35.858325,100,97.977075,424.022,431.197,3.585,-2.4375,0,29.9304
2,5.5,0.6125,24.236375,3.40725,17.9666,21.0594,4.3839,4.982525,31.0596,100,98.03925,423.942175,430.656825,2.78,-0.18025,15.1118,29.7582
2,6.5,0.6869,24.5007,3.70715,12.521825,18.951025,3.26375,13.1303,32.843475,100,98.10575,422.1295,430.1153,3.00525,86.85475,299.303475,29.956
2,7.5,0.7352,25.4094,3.768625,6.73385000000001,14.759475,1.06679999999999,49.984225,112.340725,100,98.212,414.62515,415.38665,3.722,270.0135,743.824,30.712875
2,8.5,0.744,26.5686,3.729,6.66155000000001,15.69065,0.520450000000007,113.535425,292.4393,100,98.284,409.455025,409.03,5.77575,461.24005,1223.13115,30.69085
2,9.5,0.815375,27.47425,3.848775,-3.01490000000002,2.41729999999997,0.0582999999999987,143.847325,327.513025,100,98.326725,404.2465,407.593725,8.17625,581.779875,1577.6728,30.889925
2,10.5,0.8915,28.13,3.771375,-2.52997500000001,-0.795725000000003,1.568975,155.402825,358.503125,100,98.31495,400.619025,401.08175,10.237,610.758,1727.0222,31.176625
2,11.5,0.8196,28.757,3.68095,0.5595,0.03375,1.8439,190.943425,433.493975,100,98.2691,393.604525,394.18925,12.4085,688.725925,1827.76475,31.3036
2,12.5,0.7538,29.4481,3.467,-0.421000000000002,-0.197600000000007,1.933875,174.10005,455.110725,100,98.148675,395.7401,394.44435,13.82575,723.36695,1937.32615,32.21875
2,13.5,0.783625,29.67515,3.4311,-0.081000000000001,-0.537300000000002,3.174175,175.2123,465.606875,100,98.022375,388.239,390.017,14.7405,699.549275,1803.281,31.8574
2,14.5,0.739575,30.20735,3.507125,2.7406,1.4091,3.619175,158.103425,373.032725,99.9525,97.925775,386.0398,388.0165,15.031,559.1592,1544.299375,32.36605
2,15.5,0.708625,30.0832,3.52104999999999,3.793,1.499,3.808325,122.379275,331.06945,100,97.857,385.7665,386.26,15.82525,450.818,1259.817925,32.227325
2,16.5,0.6653,29.989,3.329025,7.176,4.3535,6.24494999999999,55.832825,192.9535,100,97.826725,385.9627,387.92025,15.9135,237.7947,712.4694,32.57975
2,17.5,0.505549999999999,29.158375,2.831275,10.7136,5.238,8.8096,9.845875,63.027825,100,97.875,388.6365,389.942225,14.14575,28.8948,101.714,32.4359
2,18.5,0.390675,27.9892,2.5635,13.57295,8.51104999999999,10.00535,8.93855000000001,44.9237,100,97.9326,394.320525,400.4437,10.89175,-9.457,0,32.00325
2,19.5,0.40105,27.411125,2.8096,12.6527,11.5074,9.52689999999999,10.3614,44.007725,100,97.99925,398.61925,404.33275,9.19825,-9.46135,0,31.89975
2,20.5,0.495425,27.09325,3.3852,14.0543,14.58265,9.25,11.41095,46.381475,100,98.1041,400.671,405.83625,8.75725,-6.42715,0,31.6651
2,21.5,0.521075,26.72095,3.2483,17.10035,16.1195,8.327875,14.305725,47.586625,100,98.14625,398.72265,406.8295,7.24174999999999,-4.97585000000001,0,31.3156
2,22.5,0.6032,26.3144,3.574125,14.39945,17.04015,7.456625,14.38335,50.33345,100,98.173375,410.4739,416.817925,7.14625,-4.08270000000001,0,31.2588
2,23.5,0.584125,26.245,3.498,15.68575,20.853,7.2809,11.306,45.28645,100,98.154475,412.3745,418.00925,6.50525,-2.79690000000001,0,30.99485
3,0.5,0.629475,26.5609,3.74085,14.2958,19.2707,7.5928,12.805425,30.2444,100,98.02915,413.8015,420.43975,6.28975,-3.7775,0,31.5295
3,1.5,0.5404,26.062025,3.40925,14.6542,19.2852,6.5497,11.916975,33.587325,100,97.984725,417.43425,420.9645,5.361,-3.851,0,31.2885
3,2.5,0.572,25.5242,3.408,16.0078,16.63095,7.1615,8.04530000000001,28.786975,100,97.9571,410.7825,417.47275,4.9225,-3.514,0,31.272
3,3.5,0.54765,25.22705,3.328,18.458275,20.8399,8.97325,3.703175,35.8419,100,97.94515,416.28725,426.228,3.78775,-3.437,0,30.95
3,4.5,0.5615,24.94715,3.137025,17.42125,18.333475,6.116725,0.555675000000004,29.603375,100,97.977,418.3845,424.9045,3.1115,-1.929,0,31.003325
3,5.5,0.5279,24.96545,3.14275,15.15605,19.458375,8.54089999999999,0.0472750000000003,22.718525,100,98.0161,420.517075,428.293825,2.9325,-0.128,24.968125,30.81755
3,6.5,0.541425,25.1858,3.146025,13.112275,19.872625,1.2937,11.43315,30.75325,100,98.084925,427.5306,435.7271,2.9335,102.37845,282.70655,30.7018
3,7.5,0.68255,25.9994,3.3818,6.96389999999999,13.29385,-0.716000000000001,56.628475,131.749725,100,98.181575,423.73335,423.8301,4.1605,293.131,822.5643,31.697775
3,8.5,0.71825,27.0256,3.675375,0.76125,7.063125,-1.300425,112.2021,327.132,100,98.27135,413.3096,408.807125,5.95124999999999,476.15895,1261.7836,31.6364
3,9.5,0.78575,27.947475,3.514125,0.408274999999994,5.70667499999995,0.0741999999999981,155.676725,345.07575,99.405,98.3116,401.39375,401.456,8.571,574.0882,1558.612,31.177975
3,10.5,0.783875,28.74915,3.535425,0.76425,1.429,1.9618,167.274175,438.7329,98.5575,98.303,391.29275,392.332,10.25625,652.966925,1737.397,30.902
3,11.5,0.7426,29.3279,3.582,0.802899999999993,0.778499999999999,1.952125,191.138,477.6107,99.0525,98.207,383.832,384.3306,12.13575,744.915625,1924.391375,31.1526
3,12.5,0.7897,29.7304,3.5866,0.293799999999991,0.831199999999998,2.926625,186.3593,483.521425,99.51,98.1209,383.701,384.7434,14.0125,723.8834,1952.12505,31.9856
3,13.5,0.77815,30.01985,3.442,3.31680000000001,1.74035,2.986875,184.844525,463.108975,99.8525,98.00475,383.615,384.405,14.23,686.8844,1799.4232,32.5022
3,14.5,0.67045,30.0002,3.5016,4.47954999999999,2.24312499999999,4.1094,158.27875,430.508325,99.315,97.93975,382.0314,384.2572,15.07,577.490325,1542.1572,32.91265
3,15.5,0.635025,30.025675,2.9719,6.20379999999999,2.7228,5.26825,118.23665,336.0845,99.7625,97.8365,385.92425,388.82225,14.71,384.57675,1180.701275,32.70125
3,16.5,0.569175,29.6871,2.94275,8.08567499999998,4.31315,7.258925,48.9818,183.719875,99.8,97.8,384.51125,386.8665,14.4845,230.5168,704.64175,32.69325
3,17.5,0.4155,29.195,2.508725,11.9771,4.8593,10.71745,10.70595,64.2012,98.8,97.807725,389.0434,391.411425,12.47575,20.608225,41.9486,32.927075
3,18.5,0.38725,28.475075,2.608025,12.248625,8.75225,9.0045,7.68747500000001,41.76085,99.4575,97.893575,392.4566,400.3152,9.932,-7.00225000000001,0,32.39205
3,19.5,0.4798,27.963875,3.12855,12.8542,14.1404,8.959,5.21080000000001,38.7315,99.9525,97.959,394.4704,401.5272,8.9935,-9.54655,0,31.89625
3,20.5,0.4635,27.5883,3.081475,13.926,13.2144,7.996375,4.08025000000001,36.163725,100,98.0315,401.266,407.299,7.8425,-8.7565,0,31.864625
3,21.5,0.5306,27.22125,3.27,16.261575,14.36845,8.80477499999999,7.12165,37.603275,100,98.094,404.828,412.1936,7.39224999999999,-7.909,0,31.5664
3,22.5,0.5131,27.24925,3.1666,13.67385,15.2416,6.66854999999999,11.7832,36.101325,100,98.131525,408.2724,416.1976,7.45599999999998,-6.486,0,31.5528
