DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-8.26719,-0.759229,0.304411,0.0364,0.0726,-0.003395,-0.0089,391.038,0.63351396,5.776425,0.042823987,0.49587,0.468802,0.156228,2.81619,0.129901,7.08906,0.427744,5.185,39.49,85.6,5.317524559,2.534,1.921,4.349,-18.615925,-20.091,-0.0015976955,-0.041660055,-61.262,-7.525e-05,-0.13717
1,0.75,-9.3283,-0.539791,0.2777415,0.0377,0.1094935,0.000591,-0.00816,391.101,0.616113,5.84898,0.050117689,0.522512,0.466279,0.152068,2.73092,0.137821,6.68837,0.385544,4.929,40.475,85.6,5.228540061,2.372,1.66,4.024,-18.595405,-19.93788,-0.001634864,-0.041529655,-60.65,-6.69e-05,-0.1395463
1,1.25,-8.12972,-0.868307,0.343533,0.0704,0.0539,0.002,-0.0129,391.039,0.67870655,5.8646,0.045099719,0.4741915,0.4770545,0.151492,2.693925,0.1354905,6.424875,0.411255,4.697,41.48,85.6,4.9295713225,2.025,1.587,3.887,-18.206,-20.17303,-0.0015607,-0.040468215,-60.342,-1.553e-05,-0.13482
1,1.75,-6.71259,-0.56886,0.407798,0.02115,0.091,-0.00582,-0.0117,391.052,0.62034357,5.82152,0.0441314945,0.497249,0.447454,0.141548,2.61582,0.126409,6.22111,0.385662,4.54,42.07,85.6,4.942251238,1.79,1.341,3.665,-19.05699,-19.332,-0.0015453545,-0.0427205,-59.53,-7.155e-05,-0.131235
1,2.25,-8.08326,-0.418254,0.3442735,0.06575,0.1134025,0.000415,-0.0102,391.051,0.62429767,5.940645,0.044151551,0.484619,0.473891,0.139232,2.69819,0.122995,5.80883,0.390122,4.411,42.18,85.6,4.7988,1.64,1.059,3.434,-18.67957,-19.396,-0.00160585,-0.042558825,-59.446,-5.49e-05,-0.1341967
1,2.75,-5.330295,-0.677118,0.330447,0.113241,0.0688,-0.00303,-0.009175,390.857,0.566326275,5.92767,0.041944803,0.5065475,0.446654,0.143122,2.45185,0.1155905,5.84692,0.37049,4.123,42.005,85.6,4.6651,1.431,0.822,3.266,-18.862,-19.62685,-0.0015932495,-0.04195584,-59.289,-8.36e-05,-0.13919385
1,3.25,-6.70818,-0.457056,0.2229,-0.012435,0.06465,-0.00278,-0.009185,390.9175,0.61408358,5.91373,0.042283178,0.549715,0.5006185,0.138358,2.355555,0.1265935,5.866145,0.401995,3.821,41.47,85.6,4.603421237,1.367,0.391,3.046,-18.125,-19.91634,-0.001560043,-0.04128658,-59.103,-4.185e-05,-0.13658
1,3.75,-6.90135,-0.4786005,0.257064,-0.0064,0.0426,0.00243,-0.00828,391.005,0.600171,5.888445,0.04416141,0.488199,0.494741,0.131488,2.41038,0.110476,5.50744,0.390923,3.841,42.37,85.6,4.4716209525,1.124,0.157,2.874,-18.43927,-20.095,-0.0016431,-0.041959805,-58.732,-7.4e-05,-0.13246405
1,4.25,-6.90435,-0.812311,0.194766,0.016245,0.0565,-0.00449,-0.00861,390.9455,0.6356519,5.9418,0.043017978,0.5269815,0.4729235,0.13996,2.10922,0.128244,5.265715,0.3968665,3.788,43.03,85.6,4.3977864345,0.942,-0.07,2.731,-18.38381,-20.452,-0.0015920335,-0.04166275,-58.145,-5.26e-05,-0.13005005
1,4.75,-6.08118,-0.274292,0.1452125,0.0179,0.036,-0.002615,-0.00728,390.6205,0.6287418,5.920745,0.039687288,0.5426815,0.476528,0.1358405,2.109295,0.115843,5.009505,0.3861895,3.4,43.705,85.6,4.33124554,0.651,-0.027,2.63,-19.23563,-20.755,-0.001656002,-0.042236595,-57.88,-6.205e-05,-0.13720175
1,5.25,-4.913745,-0.676872,0.06785,-0.0238,0.0256,-0.00101,-0.005085,390.9015,0.58279494,5.862905,0.043067563,0.527315,0.4308965,0.1313005,2.0988,0.108061,5.29263,0.3654675,3.026,44.98,85.6,4.2378131045,0.276,-0.243,2.592,-19.653605,-20.989,-0.001706811,-0.04207715,-57.188,-0.0001145445,-0.14073205
