DOY2,HR2,USTAR,TA,WS,FC,H,LE,TS_1,RH,PA,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,TS_1_1_1,TS_2_1_1,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2,TS_2
1,0.25,0.449358632199999,-0.673199999999994,8.362,0.821818507,11.42789140225,36.7046749999999,-2.998825,89.48,92.5,2.89285,0.17555335,0.167374999999999,1.80157375,0.8536,-0.689,-0.446999999999999,-0.699799999999999,-1.2811,-0.797599999999999,-0.601999999999999,-1.6524,-0.728399999999999,425.525,-2.308225
1,0.75,0.4901288022,-0.367,8.9675,0.743301367025,17.017415,32.9108,-2.9733,89.45,92.56,4.35275,0.18254315,0.219,1.8232945,0.59475,-0.6065,-0.3305,-0.703875,-1.272625,-0.80325,-0.601,-1.628,-0.72825,425.2075,-2.29975
1,1.25,0.4807556312,-0.83775,8.7875,0.52757569655,8.77341824999997,25.112338125,-2.96335,90.225,92.565,2.4975,0.19938265,0.307049999999999,1.797166,0.63675,-0.616,-0.325,-0.702,-1.2755,-0.79325,-0.60425,-1.641625,-0.726,426.3875,-2.2817
1,1.75,0.500280360924999,-0.271900000000014,8.77424999999999,0.856886052,8.68495499999999,24.00226,-2.9397,90.0175,92.5625,2.39735,0.172811625,0.2544,1.792643,0.570525,-0.60215,-0.34235,-0.703425000000002,-1.2914625,-0.791925000000002,-0.5933,-1.63765,-0.727800000000001,426.3825,-2.272975
1,2.25,0.473772,-0.313325000000001,8.67649999999999,0.7478458837,15.219786809,27.57804575325,-3.007975,89.2725,92.525,1.8222,0.16798055,0.140199999999998,1.802756,0.6259,-0.625675,-0.384800000000002,-0.705687500000001,-1.3057125,-0.793825000000001,-0.595125000000001,-1.6451625,-0.730875000000001,426.32,-2.356375
1,2.75,0.5355775,-0.425400000000016,8.7815,0.6882906638,9.69793999999998,35.37375,-3.047425,89.1,92.525,4.91934999999999,0.150646325,0.237475,1.764781,0.612649999999999,-0.618450000000002,-0.386225000000001,-0.708400000000001,-1.314225,-0.796625000000001,-0.613575,-1.6418625,-0.734675000000001,426.325,-2.399275
1,3.25,0.49204817985,-0.718100000000002,8.049,0.787988887999999,15.51355,35.9966702375,-3.060125,89.87,92.4575,6.11522499999999,0.160814,0.152725,1.842001,0.5634,-0.5966,-0.3984,-0.7121,-1.3233,-0.8003,-0.62,-1.648,-0.7382,426.1725,-2.408425
1,3.75,0.4697304108,-0.851500000000001,8.336,0.8361260752,10.827425,36.0515035134998,-3.08115,89.54,92.415,3.1223,0.15264915,0.1912,1.86990775,0.6558,-0.59295,-0.3876,-0.7144,-1.3307,-0.8031,-0.6188,-1.66015,-0.7427,427.15,-2.4309
1,4.25,0.4339343538,-0.675600000000001,7.9645,1.011880612875,10.87828,26.38232428,-3.027525,90.07,92.415,4.64512499999999,0.3020098,0.246425,1.94428475,0.6547,-0.6156,-0.38965,-0.71745,-1.33785,-0.8069,-0.6268,-1.64765,-0.7444,427.1,-2.3768
1,4.75,0.460403760425,-0.736600000000002,7.8544,0.6977943755,17.6842793669999,21.1545013685,-2.9876,89.95,92.42,3.5855,0.2883526,0.3695,1.882903,0.821199999999999,-0.67455,-0.41785,-0.6831,-1.28175,-0.767300000000001,-0.5896,-1.58555,-0.696300000000001,432.8325,-2.33905
1,5.25,0.454886661625,-0.591075000000005,8.0504,0.874700837499999,11.754,14.4722425,-3.020075,90.445,92.425,4.83235,0.28945005,0.168,1.828769,0.610374999999999,-0.69705,-0.482025000000001,-0.721550000000001,-1.3509375,-0.812950000000001,-0.630150000000001,-1.636725,-0.750375,426.2875,-2.3686
1,5.75,0.4432933721,-0.364575000000007,7.8192,0.744563560649999,16.050408035,18.3525,-3.0746,90.345,92.425,4.37685,0.266952625,0.208449999999999,1.81195,0.732849999999998,-0.760825,-0.5371,-0.723550000000001,-1.35625,-0.814500000000001,-0.632600000000001,-1.622175,-0.751925,426.5,-2.397
1,6.25,0.3981460127,-0.518800000000016,8.528,0.737020350374999,15.200940115,20.0105848825,-3.0076,91.1625,92.425,5.984375,0.2890227,0.227,1.824078,0.5638,-0.858725,-0.629975000000001,-0.724962500000001,-1.360975,-0.816775000000001,-0.633150000000001,-1.61055,-0.7532,425.65,-2.292925
1,6.75,0.45481011255,-0.735175000000008,7.7287,0.984772669949999,11.38084,26.3009516785,-3.0033,90.945,92.43,3.90629999999999,0.2872878,0.170049999999998,1.8204075,0.727124999999998,-0.862975000000002,-0.627325000000003,-0.725875000000001,-1.364525,-0.817600000000001,-0.631950000000001,-1.59955,-0.75285,426.16,-2.285175
1,7.25,0.4685876878,-1.1745,8.54,0.713070511625,7.22109000000001,32.4454432220001,-2.9962,90.77,92.365,3.2886,0.25924865,0.2092,1.84640075,0.6219,-0.84115,-0.5863,-0.7272,-1.367,-0.8184,-0.636,-1.5891,-0.7519,427.985,-2.311475
1,7.75,0.4878166666,-0.855350000000004,8.57349999999997,0.6747394555,10.520831352,33.4771285245,-2.9706,90.0625,92.3,4.15000000000001,0.2744824,0.210800000000001,1.845472,0.592075,-0.789400000000001,-0.598500000000001,-0.726937500000001,-1.3684125,-0.818075000000001,-0.635800000000001,-1.5762,-0.749575,426.8525,-2.2922
1,8.25,0.46724381265,-1.0909,8.2986,0.776899715325,9.21502039087499,22.91864,-2.94695,90.57,92.3,5.4045,0.27043575,0.1725,1.8399305,0.6393,-0.84005,-0.62175,-0.7277,-1.3686,-0.8186,-0.6368,-1.5684,-0.7468,427.97,-2.277575
1,8.75,0.48325126875,-1.0375,7.7916,0.7811186652,8.264514384375,22.3915,-2.992725,90.75,92.365,6.5328,0.2848601,0.100075,1.81094925,0.6002,-0.86185,-0.6247,-0.68725,-1.31035,-0.771800000000001,-0.6027,-1.5592,-0.7441,428.125,-2.309175
1,9.25,0.48852236335,-1.07675,7.40325,0.779497233,8.1665354029,19.27865231875,-3.0324,90.425,92.37,4.26724999999999,0.312501375,0.121775,1.8734485,0.693,-0.8875,-0.625,-0.724125,-1.364,-0.8145,-0.63375,-1.5765,-0.739,426.46,-2.33155
1,9.75,0.4641082962,-1.10790000000001,7.832025,0.7534,6.28681754219998,22.9420789059998,-3.04455,90.3975,92.37,4.5702,1.0241975,0.1796,2.102134,0.958875,-0.865600000000001,-0.586825000000001,-0.720950000000001,-1.359425,-0.809975000000002,-0.631925000000001,-1.5639,-0.734625000000001,426.96,-2.308275
1,10.25,0.4642314164,-1.4169,7.8636,0.9014408592,5.91895700955,24.2006968655,-3.056975,90.68,92.37,4.09545,5.67054,1.4946,5.99862249999999,3.08887499999999,-0.816725000000001,-0.564100000000001,-0.719975000000002,-1.3548625,-0.808225000000002,-0.631725000000001,-1.556025,-0.728750000000001,426.335,-2.31795
1,10.75,0.45038595,-1.516,8.264,0.90832997805,9.0609345,22.3636325,-3.077875,90.38,92.3725,5.187875,15.888485,5.747625,15.4469625,6.5746,-0.963849999999999,-0.69825,-0.715099999999999,-1.3473,-0.803399999999999,-0.626799999999999,-1.5428,-0.722399999999999,426.1625,-2.3336
1,11.25,0.435312,-1.5114,8.794,1.0365,10.9086,26.39885,-3.027775,90.08,92.3725,4.347625,29.8657375,14.47,30.7361125,13.026,-0.87465,-0.6672,-0.712799999999999,-1.3413,-0.800799999999999,-0.624799999999999,-1.5418,-0.716599999999999,427.88,-2.280975
1,11.75,0.4217823355,-1.3596,9.16800000000001,1.00221771525,12.585885,24.17499,-3.109325,89.6,92.3725,4.35959999999999,55.83045,29.441,51.95965,24.148,-0.8237,-0.71815,-0.714299999999999,-1.3353,-0.804399999999999,-0.624199999999999,-1.546,-0.717399999999999,427.955,-2.35505
1,12.25,0.561248,-1.05185000000001,8.95449999999999,0.812082161049999,11.5622325,29.3544249999999,-3.09675,89.355,92.3775,3.89134999999998,79.23936,41.6195,74.90152,33.3184999999999,-0.976800000000005,-0.690600000000001,-0.714475000000003,-1.32827500000001,-0.804050000000004,-0.624900000000003,-1.6828,-0.719850000000001,428.055,-2.369325
1,12.75,0.48176,-1.01685000000001,8.5665,1.0390244825,15.75182191,22.8283917905,-3.11695,89.07,92.375,3.75004999999998,94.308675,57.8415,86.779795,40.945,-0.929800000000008,-0.709,-0.719900000000003,-1.33855000000001,-0.810450000000003,-0.628900000000003,-1.67315,-0.725800000000001,427.05,-2.40435
1,13.25,0.476985519875,-0.942875,8.84125,0.725686585375,6.887415133325,25.86945927425,-3.0679,89.5,92.4,4.058375,99.90544,56.864,91.62021,41.57875,-0.9275,-0.691875,-0.723,-1.3450625,-0.81325,-0.63175,-1.66325,-0.730625,426.485,-2.323475
1,13.75,0.55177368405,-1.245425,9.08199999999999,0.909067914,11.83743595975,24.66075,-3.0034,88.8825,92.465,4.3472,88.9648,50.7195,83.7899375,41.06875,-0.978150000000002,-0.697250000000001,-0.732975000000001,-1.3627125,-0.823450000000001,-0.639700000000001,-1.658675,-0.7372,426.2,-2.246775
1,14.25,0.524971065825,-1.01542500000001,9.20124999999999,0.900910107049999,14.3340875,25.147675,-2.9729,89.6825,92.465,4.34615,76.6589199999999,39.4405,71.0524125,34.14475,-0.963100000000002,-0.703150000000001,-0.737562500000001,-1.3722125,-0.829100000000001,-0.643575000000001,-1.64825,-0.74085,425.9625,-2.278275
1,14.75,0.488091,-1.3804,9.478,0.82797941175,12.1627975,31.9252425,-3.0088,89.16,92.5,3.4296,54.22802,30.384,50.9177299999999,24.466,-0.940999999999998,-0.708349999999999,-0.744999999999999,-1.3844,-0.834199999999999,-0.647599999999999,-1.6404,-0.7466,426.345,-2.314175
