DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1
1,0.25,0.03265,-13.25,0.33335,-0.6484,-0.46015,-1.94375,-64.3764,-9.7555,-12.170575,0.24995,39.991,99.725375,387.713125,0.0627500000000001,-79.0625,-0.305,-0.2,-0.0656,181.65,256.5
1,0.75,0.02485,-13.17175,0.400325,-0.549,-0.3722,-1.605425,-61.79815,-8.506125,-12.299875,0.23575,40.00575,99.662875,387.562875,0.01475,-77.21,-0.4,-0.2,-0.28,181.94,257
1,1.25,0.02905,-13.23875,0.42595,-0.5147,-0.4037,-1.7016,-66.049675,-11.4805,-12.487175,0.219325,40.756,99.600625,387.278,0.01,-78.3725,-0.2,-0.2,-0.271,179.325,256.7325
1,1.75,0.035025,-13.45525,0.31105,-0.758725,-0.59325,-1.863925,-65.698775,-18.416775,-12.67705,0.2106,41.37175,99.7,387.1556,0.01,-78.205,-0.2,-0.2,-0.28875,180.2225,257.225
1,2.25,0.030075,-13.50525,0.4607,-0.43775,-0.6608,-1.1065,-64.7153,-8.506,-12.800725,0.20505,41.91375,99.7,387.1385,0.01,-77.705,-0.305,-0.2,-0.194825,180.0525,257.945
1,2.75,0.036,-13.64175,0.48485,-0.355,-0.8454,-1.141925,-65.0685,-12.530625,-12.921375,0.197975,44.3265,99.7,387.1995,0.01475,-77.8575,-0.4,-0.2,-0.208525,180.545,255.9
1,3.25,0.033,-13.699,0.446075,-0.5625,-0.51935,-1.0405,-55.033,-11.506,-13.041775,0.171375,42.92325,99.7,387.226225,0.01475,-76.61,-0.2,-0.2,-0.251,179.9425,256.4725
1,3.75,0.04115,-14.07975,0.37735,-1.20195,-0.5344,-1.213425,-59.042675,-4.9127,-13.15725,0.153275,43.63325,99.6625,387.258975,0.01,-75.505,-0.2,-0.2,-0.2,179.8175,257.2175
1,4.25,0.025075,-14.236,0.39985,-0.8401,-0.6528,-1.39275,-63.455775,-6.409,-13.262925,0.138925,41.82325,99.563125,387.374,0.01,-76.625,-0.2,-0.2,-0.2355,180.145,257.62
1,4.75,0.04305,-14.28,0.39015,-1.013575,-1.664,-1.754375,-60.1634,-7.8635,-13.366175,0.1278,42.162,99.5,387.151325,0.01,-75.0525,-0.2,-0.2,-0.3955,180.495,258.390725
1,5.25,0.028625,-14.21775,0.320075,-0.761,-0.626725,-1.6205,-57.3806,-9.48025,-13.4705,0.139125,43.432,99.5,387.01,0.01,-75.5525,-0.2,-0.2,-0.331,181,258.805
1,5.75,0.039775,-14.8345,0.3701,-0.19065,-0.605,-1.54125,-60.9705,-7.848125,-13.545325,0.12195,43.9635,99.5,386.602,0.01,-74.4525,-0.2,-0.2,-0.35425,180.4575,257.817775
1,6.25,0.03775,-14.7725,0.365275,-0.434,-0.66825,-1.6925,-60.857,-15.756625,-13.610025,0.105025,44.54225,99.5,386.8885,0.01,-75.51,-0.2,-0.2,-0.226175,180.2,257.2725
1,6.75,0.0346,-14.715,0.28765,-1.2798,-1.11825,-1.95865,-56.27255,-7.714375,-13.659225,0.07075,44.97475,99.5,387.15755,0.01,-76.2525,-0.1,-0.176725,-0.072125,178.015,255.523225
1,7.25,0.04,-14.65575,0.440825,-1.036,-0.613,-2.014475,-52.8171,-13.4616,-13.78625,0.060425,43.8115,99.5,387.46715,0.01,-72.3525,0.8482,0.244125,0,180.25,257.1425
1,7.75,0.0374,-14.426,0.384,-0.389875,-0.5615,-2.03795,-38.2608,-11.9158,-13.939375,0.07085,43.703,99.5,387.04725,0.01,-48.56975,5.94105,2.2083,0.5135,181.79,258.735
1,8.25,0.094075,-13.2515,0.4201,-1.3052,-1.0157,-3.058925,-27.68065,-7.1862,-13.9525,0.1042,43.36025,99.565,388.141325,0.01,-14.07025,16.48825,7.39,1.6605,187.6475,262.073225
1,8.75,0.12,-11.941,0.4945,-3.03195,-2.541325,-3.2903,-16.77335,-9.093,-13.886775,0.143825,41.3535,99.5625,386.5856,0.01,-13.467,27.62675,11.19,1.88175,188.8125,267.2725
1,9.25,0.11175,-11.29525,0.457825,-5.742975,-2.853025,-4.892525,-15.247275,-16.8482,-13.840875,0.195325,39.2475,99.5625,386.884,0.01,-19.2405,37.29275,16.324,1.85,193.2175,275.9775
1,9.75,0.18415,-10.72225,0.549125,-3.595975,-2.3013,-4.123,-8.793675,-4.77975,-13.756375,0.259425,36.16125,99.56,386.211275,0.01,-7.64125,48.6885,19.86375,4.8985,193.445,280.105
1,10.25,0.2012,-10.148,0.5948,-4.5724,-2.0894,-3.759,-13.172875,-10.8542,-13.603425,0.3241,34.51625,99.5525,385.4864,0.01,-3.61817499999999,59.1425,27.0285,5.90475,193.8075,284.9175
1,10.75,0.16675,-9.5925,0.714075,-4.5969,-3.247125,-3.6588,-13.530825,-17.443525,-13.37755,0.40295,32.221,99.6,385.4961,0.02,-1.6992,70.1275,27.7325,6.9585,193.2,285.8225
1,11.25,0.2285,-9.329,0.7869,-2.6777,-1.7292,-2.93625,-10.27495,-5.7904,-13.124675,0.45965,30.90825,99.495475,385.704175,0.02,-1.137575,64.5,25.425,6.5,194.6375,284.89
1,11.75,0.262,-8.74125,0.72785,-2.87975,-2.272,-2.5995,-8.12805,-8.9486,-12.89675,0.4728,28.99475,99.495475,386.07795,0.02,-8.78534999999999,77.0675,29.811,7.305,195.455,288.605
1,12.25,0.2435,-8.591,0.82655,-4.7328,-3.743,-2.7092,-1.7211,-6.3707,-12.70335,0.47575,28.7275,99.485425,385.396825,0.02475,-1.07032499999999,75.7975,33.7375,6.3,195.6075,290.4975
1,12.75,0.248,-8.28575,0.8253,-2.2929,-2.12175,-1.8207,-4.2553,-8.16525,-12.369925,0.505725,27.8345,99.4425,385.2023,0.2785,1.9049,80.2375,32.73775,5.9054,197.1475,292.5975
1,13.25,0.214625,-8.0805,0.81465,-2.46655,-1.6905,-1.773625,-1.512375,-1.99965,-12.118675,0.5089,27.1315,99.542925,385.207,0.34375,2.780875,75.2925,30.68975,6.90625,196.59,293.145
1,13.75,0.199625,-7.8665,0.882475,-3.052875,-2.166,-2.246825,-3.7679,-5.9513,-11.921575,0.4989,25.728,99.5425,385.469,0.3395,5.2533,67.77,25.9885,7.35,198.6875,293.3325
1,14.25,0.22275,-7.9345,0.708375,-1.61975,-1.46515,-1.5596,-4.55975,-8.417,-11.71885,0.49175,25.533,99.5425,384.8249,0.27425,0.813600000000001,56.428,22.69,5.508,199.3225,292.475
1,14.75,0.1737,-7.97025,0.6906,-1.606,-1.232,-1.02975,-11.238,-10.777225,-11.509125,0.483375,25.595,99.5,385.28735,0.27375,-4.27212499999999,50.88,20.345,4.21645,195.935,291.0425
1,15.25,0.18135,-7.842,0.638125,-1.141,-1.3445,-1.19255,-14.5464,-12.3407,-11.31955,0.454225,24.295,99.48,385.384025,0.28,-7.82915,41.12175,16.5475,2.07525,195.45,288.345
1,15.75,0.1405,-8.13175,0.57795,-1.801,-1.555925,-1.300075,-31.1401,-13.0121,-11.172525,0.4387,24.9475,99.6,385.0292,0.259,-17.16475,21.985,10.09,1.120925,192.83,287.66
1,16.25,0.0667,-8.3235,0.358,-1.384375,-1.4076,-1.388875,-53.375425,-19.77,-11.080125,0.4083,26.05975,99.645,385.9675,0.259,-47.195,9.69,4.1,0.309675,191.535,286.68
1,16.75,0.037675,-8.80825,0.2429,-0.165,-0.7,-0.73275,-56.77795,-15.360175,-10.970725,0.40315,27.22075,99.65,385.877375,0.21425,-70.158,1.49285,0.5018,0,191.055,283.0325
1,17.25,0.0433,-9.20525,0.32265,-0.399375,-0.2318,-0.847675,-69.5979,-14.1055,-10.867375,0.367125,28.54225,99.655,386.3775,0.13325,-81.22,0,-0.00614999999999999,-0.131775,188.07,278.985
1,17.75,0.029125,-9.66725,0.195275,-0.551375,-0.2313,-0.8876,-68.7009,-8.8816,-10.89725,0.361025,29.89875,99.655,385.7868,0.18,-81.035,-0.2,-0.2,-0.1775,189.03,279.315
