DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.72437379480768,0.226148075331237,1.75562097085068,-2.61534471183133,-0.83473234295108,0.101309207943039,-9.80741699717217,0.320346199777056,0.340993872894878,428.762288259804,14.7684846691315,433.155899882668,12.8858222900303,428.734036612378,434.57635193685,13.00849661276,429.734439745929,440.01163877113,13.1033069270736,430.283473236096,443.695390947415,12.856278120684,434.328289316963,1.82157660216496,14.9463682329054,0.208169707124679,1.2,0.855,0.14,13.7673,13.784,13.5948,13.95205,11.97695,101.789365,86.97,2.17265,12.04,12.34,12.57,0.5,-2.925,1.4,0.48,334.2,376.5,348.9,378.1,0.19,0,0.11,-0.31,0.25,0.13,0.01,0.03,14.655,15.2905,16.145,16.757,17.2165,18.687,19.1535,19.2185,19.527,15.289,15.613,16.474,17.04,17.275,17.934,18.838,19.866,20.5725,14.507,15.091,16.191,16.882,17.394,17.94,18.934,20.016,20.706,14.841,15.348,16.109,16.976,17.208,17.79,18.844,20.074,20.405,15.481,16.149,16.741,17.161,17.263,17.926,19.031,20.271,20.825,-20.066,-16.747,-16.101,-50.04
1,0.75,1.70115983543363,0.08368877701947,1.89463061579027,-3.02793017713775,-0.242325669044992,0.105773647249456,-8.58833845736143,0.320346199777056,0.322612793134312,428.959675783772,14.8561922903636,433.203421803923,12.8592129907527,428.562553539187,435.449349480774,12.8701011647186,429.634820778848,439.307949071496,12.8567621685114,431.793205597226,443.715536756121,12.5056393385808,436.093269213722,1.72880249831602,14.5990010998894,0.199390216434133,1.11,0.74,0.135,13.3715,13.513,13.4465,13.2279,11.59825,101.79015,88.5,1.9666,11.785,12.24,12.41,0.5,-2.875,1.4,0.52,336.5,375.8,350,379.3,0.18,0,0.12,-0.31,0.25,0.13,0.01,0.03,14.5515,15.198,16.1115,16.729,17.2075,18.701,19.1555,19.217,19.5045,15.23,15.532,16.425,16.983,17.252,17.942,18.842,19.864,20.582,14.539,15.014,16.133,16.86,17.381,17.927,18.933,20.014,20.705,14.765,15.248,16.012,16.966,17.184,17.78,18.841,20.073,20.403,15.468,16.035,16.679,17.152,17.228,17.9215,19.033,20.242,20.824,-19.872,-17.305,-14.9115,-48.565
1,1.25,1.4849214106153,0.0569141449567495,1.09753312392955,-2.63984555286143,-0.377851942825071,0.105684412756094,-7.54690895492098,0.320346199777056,0.350472958057677,429.288026554251,14.7762182738674,435.622894055731,12.831003391173,430.31083818176,438.672795729652,12.6861900666135,431.344121607477,441.053245231008,12.7330223006571,434.73561132295,446.747492693138,12.5816520511541,442.275678922575,1.59981081281366,14.2151895186309,0.193004869284362,1.08,0.845,0.12,13.2917,13.335,13.0449,13.35355,11.1225,101.77188,88.37,1.8174,11.77,11.7,12.45,0.5,-2.61,1.3,0.51,337.9,375.5,351.8,378.5,0.18,0.01,0.115,-0.32,0.25,0.13,0.01,0.03,14.4915,15.0525,16.0145,16.669,17.177,18.703,19.155,19.2165,19.4995,15.044,15.436,16.396,16.93,17.221,17.941,18.842,19.863,20.582,14.457,14.938,16.002,16.851,17.336,17.923,18.931,20.013,20.705,14.712,15.221,15.957,16.912,17.159,17.78,18.84,20.071,20.401,15.4535,15.9805,16.6565,17.136,17.212,17.9165,19.035,20.241,20.823,-25.7855,-19.928,-19.284,-45.87
1,1.75,1.47516136586859,0.146832560480813,1.74547713666608,-2.44325097736361,-0.607977595455636,0.12086224437378,-8.29096157530472,0.320346199777056,0.324959478231608,429.139197068212,15.0026909041309,436.30541557917,12.6001267854578,430.617508792453,437.580364969199,12.4790887327109,431.048225427419,439.770463818755,12.4153493321798,435.015009369688,446.700193216134,12.6403802724771,438.872643484848,1.765056077584,13.7762078784338,0.202839932224666,1.22,0.835,0.13,12.982,13.125,12.8921,12.94385,11.12,101.73869,88.67,1.6638,11.62,11.8,12.26,0.4,-2.39,1.3,0.57,337.8,376.6,351.1,377.4,0.18,0,0.11,-0.31,0.25,0.13,0.01,0.02,14.448,14.925,15.954,16.6275,17.1465,18.7025,19.153,19.216,19.497,15.058,15.377,16.307,16.897,17.214,17.935,18.842,19.861,20.582,14.415,14.893,15.883,16.816,17.315,17.919,18.93,20.011,20.705,14.584,15.147,15.837,16.823,17.139,17.787,18.837,20.07,20.4,15.317,15.922,16.6445,17.101,17.195,17.917,19.038,20.24,20.822,-23.246,-18.049,-17.803,-41.99
1,2.25,1.28236934230983,-0.00720407479031928,1.30230427701719,-2.08563395660908,0.0515488038602765,0.101256663376898,-9.18448081342239,0.320346199777056,0.318548334352335,430.440759202643,14.47837652218,435.611131215535,12.6279442071649,431.78097245993,437.362408680781,12.5503050771073,433.134481231117,440.692390671376,12.5172883145141,434.335819385449,446.60821572486,12.5558788485268,438.670945641304,1.80030597306809,14.0318594653108,0.174037349379333,1.19,0.85,0.135,12.9887,13.125,12.7674,12.68085,10.89895,101.725165,88.78,1.5965,11.49,11.62,12.22,0.3,-2.63,1.2,0.55,337.2,375.7,351.7,376.7,0.18,0.005,0.11,-0.31,0.25,0.13,0.01,0.02,14.3915,14.895,15.906,16.6115,17.125,18.691,19.1555,19.214,19.509,15.061,15.355,16.233,16.843,17.177,17.928,18.843,19.86,20.582,14.232,14.86,15.753,16.745,17.301,17.922,18.929,20.01,20.705,14.691,14.953,15.742,16.73,17.144,17.791,18.835,20.068,20.398,15.204,15.839,16.645,17.0805,17.177,17.9165,19.04,20.238,20.821,-19.814,-17.5765,-15.635,-43.84
1,2.75,1.526261666384,0.0124508469758297,1.18198949776104,-0.887458473150686,0.00542442182143141,0.0887177879797883,-4.39218417930655,0.320346199777056,0.317272189031382,430.496537348632,14.7831259633297,436.967462365136,12.8370182254542,432.932150646227,438.149536774449,12.7331209497349,433.514809385939,442.335680625672,12.7299199928648,437.683274302751,447.096832022653,12.6702459376981,441.286869891304,1.81018130642356,13.9602701541904,0.185774555237489,1.11,0.775,0.12,12.8087,12.963,12.5658,12.5351,10.2719,101.726075,89.1,1.49535,11.475,11.28,11.83,0.4,-2.64,1.3,0.62,340.5,375.4,353.8,376.4,0.18,0.005,0.11,-0.29,0.25,0.13,0.01,0.02,14.352,14.7955,15.82,16.56,17.103,18.706,19.155,19.219,19.494,14.993,15.303,16.142,16.815,17.135,17.923,18.843,19.858,20.582,14.204,14.731,15.648,16.649,17.266,17.915,18.927,20.008,20.705,14.402,15.025,15.725,16.66,17.143,17.793,18.833,20.067,20.397,15.1735,15.8095,16.615,17.0515,17.1635,17.916,19.043,20.237,20.819,-22.972,-18.822,-17.761,-43.735
1,3.25,1.37609668523707,0.0645029682117107,1.5175720737725,-0.937660592241564,-0.535388582606625,0.0938533598253403,-5.78868917055398,0.320346199777056,0.295247516086382,430.845220597244,14.465302615975,436.139171714043,12.8141596363651,432.439597575188,438.678715058141,12.7643692013575,435.02309783758,441.497026376159,12.7426132520198,439.684168819048,450.805175047026,12.3029526999763,440.386774908745,2.00402502418932,13.5912366024183,0.186543029262549,1.15,0.835,0.12,12.60415,12.709,12.5116,12.17615,10.35015,101.74427,90.5,1.391,11.26,11.02,11.71,0.4,-2.62,1.2,0.59,342.3,374.5,352.2,374.9,0.18,0.005,0.11,-0.31,0.25,0.13,0.01,0.02,14.1915,14.7385,15.731,16.494,17.08,18.6855,19.154,19.214,19.494,14.892,15.259,16.08,16.759,17.111,17.917,18.843,19.856,20.582,14.045,14.658,15.589,16.578,17.223,17.909,18.926,20.007,20.705,14.289,14.872,15.663,16.628,17.142,17.787,18.831,20.066,20.395,15.165,15.74,16.553,17.021,17.156,17.915,19.045,20.236,20.818,-25.5555,-21.6625,-20.6335,-41.09
1,3.75,1.04233281379666,0.085231171976901,0.879784629285163,-1.6348362731817,-0.343345063922155,0.0970154918309844,-7.52903110887238,0.320346199777056,0.313673835586667,430.576330658164,14.4637582636124,436.313076956519,12.8506218303583,433.755454051587,438.284306567515,12.8475258902855,436.575957835603,442.668886807519,12.7409139874053,438.59519977931,447.90777341486,12.5935429538888,441.661633312741,1.98850022567935,13.7676598141773,0.185784831617517,1.15,0.76,0.135,12.56865,12.654,12.3916,12.32425,10.453,101.757085,89.75,1.387,11.32,11.34,11.81,0.4,-2.53,1.2,0.56,340.3,374.4,350.4,374.8,0.18,0.005,0.11,-0.31,0.25,0.13,0.01,0.01,14.02,14.6345,15.6815,16.4285,17.0645,18.6935,19.155,19.205,19.497,14.771,15.188,16.043,16.709,17.075,17.911,18.844,19.855,20.583,14.021,14.648,15.585,16.539,17.196,17.902,18.924,20.005,20.707,14.099,14.758,15.59,16.553,17.119,17.783,18.829,20.064,20.393,15.151,15.6925,16.467,16.992,17.1495,17.909,19.048,20.234,20.817,-22.738,-18.21,-16.596,-39.16
1,4.25,1.50452879326635,0.0252738597197286,1.51057692913303,-1.0734611056839,0.0982820336181204,0.105069882831338,-9.22571329191027,0.320346199777056,0.347748313196042,431.357699119158,14.5793376643331,437.740781827121,12.964096309548,434.577376016949,439.605259221813,12.8105763935962,434.703066858491,444.177938090923,12.6745140886222,436.411215149306,450.442084166055,12.1386701830845,443.294345708926,1.99439550940899,13.280931013663,0.210299476464445,1.23,0.825,0.125,12.47915,12.628,12.4318,12.2196,10.0436,101.757545,90.025,1.371,11.2,11.26,11.91,0.5,-2.44,1.3,0.51,341.9,374.2,349.6,375,0.18,0,0.11,-0.31,0.24,0.13,0.01,0.01,13.907,14.5235,15.645,16.3815,17.056,18.699,19.1535,19.2135,19.508,14.682,15.048,15.994,16.648,17.047,17.905,18.844,19.853,20.583,13.883,14.488,15.567,16.446,17.193,17.895,18.923,20.001,20.701,13.998,14.686,15.587,16.493,17.107,17.779,18.827,20.063,20.391,15.053,15.697,16.39,16.9485,17.146,17.8995,19.051,20.233,20.816,-25.429,-21.48,-21.637,-38.81
1,4.75,1.62486016150849,0.171497301126041,2.64831428940205,-1.63408181381686,-0.7361264302578,0.106372496914113,-7.99749572894132,0.320346199777056,0.327761990888207,432.646677229926,14.0560617402513,438.525542252939,13.157888764052,433.540856037671,439.391899833775,13.1326604272778,434.332390678827,443.438734762331,12.952043317636,437.727706765472,447.30721078926,12.7968721798318,441.823719771339,1.69303407341607,13.2191751271319,0.198540662357808,1.17,0.8,0.12,12.1873,12.538,12.114,11.80745,10.01015,101.753605,90.535,1.4484,10.88,10.92,11.36,0.5,-2.41,1.3,0.52,338.9,373.4,347.3,373.5,0.18,0.01,0.11,-0.29,0.24,0.13,0.01,0.02,13.937,14.46,15.6215,16.3625,17.036,18.6825,19.1525,19.2095,19.509,14.465,15.04,15.95,16.599,17.031,17.899,18.844,19.852,20.579,13.893,14.459,15.601,16.394,17.207,17.895,18.921,19.997,20.702,13.954,14.699,15.581,16.456,17.092,17.774,18.825,20.062,20.39,15.0005,15.671,16.3275,16.9175,17.1385,17.8945,19.054,20.232,20.844,-27.4995,-23.5295,-22.429,-36.04
