DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,432.8325,5.845,431.85,5.9845,2515.7495,433.453,6.0105,432.2525,6.184,2580.91375,431.651,5.89,433.791,6.628,2475.193,433.04425,5.784,432.291,5.915,2525.104,5.7155,4.204,0.374,427.0225,6.114,0.46625,0.07775,0.35875,3.4555,0.362,0.38625,-4.935,0.971,0.85325,4.9175,4.13,1.775,3.3645,3.154,3.0295,2.5645,2.284,96.31,84.05,2.655,2.775,3.51,3.1825,1.2,-1.495,2.8,0.38,296.775,329.675,-29.6625,298.975,329.725,0.15,0.04,0.12,0.12,0.21,-0.05,-0.03,-0.09,4.204,5.0525,6.42475,7.49925,8.1465,4.3595,4.929,6.49825,7.1865,7.48825,4.3975,5.35625,6.511,7.22125,7.896,3.6745,4.62075,6.46725,7.1365,7.911,4.0525,5.476,6.712,7.355,7.4005,-12.9625,-15.482,-14.798
1,5.75,433.092,5.7085,431.074,6.01325,2469.471,433.707,5.928,432.351,6.13225,2562.63025,432.228,5.877,433.245,6.2305,2464.709,433.2355,5.7975,431.63825,6.0725,2449.895,5.666,4.039,0.319,427.824,6.035,0.477,0.08325,0.37,2.869,0.391,0.3735,-4.77925,0.8915,0.818,4.855,3.96,1.66,3.333,3.17125,2.8505,2.405,2.28725,96.328,84.5025,2.4645,2.65,3.45,3.26,1.2,-1.3775,2.8,0.36,297.275,329.075,-27.5725,303.725,329.95,0.15,0.04,0.12,0.11,0.21,-0.06,-0.03,-0.09,4.14975,4.95975,6.379,7.47875,8.1335,4.32675,4.81875,6.46775,7.14975,7.48825,4.3025,5.32975,6.45025,7.19425,7.891,3.68575,4.50325,6.3755,7.1155,7.89225,4.0085,5.46425,6.6995,7.33875,7.40075,-14.536,-16.52475,-15.527
1,6.25,433.973,5.7375,432.064,6.0695,2449.104,435.0925,6.1045,433.4045,5.9775,2488.63,433.4445,5.806,433.017,6.565,2457.316,434.805,5.7905,433.3065,6.129,2482.45575,5.395,3.57825,0.31525,428.055,5.99925,0.397,0.107,0.3585,2.8715,0.404,0.35375,-3.773,0.84975,0.81625,4.9,4.0175,1.69,2.90575,2.95575,2.6835,2.192,1.936,96.366,84.53,2.4875,2.5575,3.5,3.1825,1.2,-1.4375,2.8,0.37,292.15,329.675,-28.94,302.775,329.775,0.15,0.04,0.12,0.11,0.21,-0.05,-0.03,-0.09,4.152,4.86625,6.361,7.4585,8.12575,4.3005,4.7355,6.42675,7.11275,7.4855,4.273,5.29675,6.4165,7.16575,7.8765,3.746,4.57575,6.3365,7.08625,7.88,4.02275,5.39775,6.69475,7.308,7.39925,-13.222,-14.6675,-14.517
1,6.75,433.2895,5.7495,432.50375,5.965,2541.18,434.62825,5.964,433.185,6.053,2614.945,433.187,5.822,433.5415,6.82525,2482.55675,433.85225,5.7775,434.1915,6.0375,2492.43175,5.65775,3.32775,0.3185,427.153,6.02875,0.433,0.078,0.393,3.38025,0.36075,0.3495,-5.32875,0.72675,0.794,4.8975,3.935,1.7775,2.758,2.78025,2.64825,2.0955,2.146,96.368,85.3675,2.318,2.5125,3.3025,2.9225,1.2,-1.3325,2.8,0.3925,296.55,329.55,-29.2125,300.85,328.75,0.15,0.0425,0.12,0.11,0.21,-0.0575,-0.03,-0.09,4.121,4.88,6.2945,7.41025,8.11375,4.27,4.72225,6.394,7.07425,7.484,4.3195,5.2375,6.371,7.13775,7.833,3.728,4.58525,6.2875,7.036,7.86,4.03225,5.34425,6.63975,7.28775,7.39575,-13.641,-15.6075,-15.0375
1,7.25,432.83125,5.70775,432.33,5.9135,2596.893,435.316,6.303,432.827,6.163,2428.99975,433.607,5.785,432.887,6.586,2617.24325,434.24675,5.7715,432.9615,6.01675,2560.6835,5.748,3.37625,0.32875,427.9165,6.0605,0.409,0.10025,0.4355,3.34675,0.386,0.3625,-5.496,0.7455,0.816,4.8875,3.9625,1.8,2.595,2.59325,2.4905,2.0535,2.0045,96.38375,85.52,2.2645,2.54,3.155,2.87,1.375,-1.3575,2.9,0.42,297.325,328.625,-30.81,302.075,328.05,0.45,0.32,0.33,0.31,0.2575,0.05,0.135,0.01,4.135,4.84,6.252,7.3695,8.1005,4.264,4.712,6.366,7.0615,7.48825,4.27125,5.173,6.33275,7.122,7.838,3.711,4.542,6.24,7.002,7.848,4.027,5.28775,6.57025,7.268,7.39225,-14.302,-17.02175,-15.7445
1,7.75,433.4515,5.71775,432.21725,6.0615,2528.212,435.854,6.178,432.8945,6.08425,2528.364,433.1775,5.7715,434.199,6.6665,2652.74775,434.627,5.7515,433.18775,6.155,2620.18975,6.057,3.523,0.304,427.63025,6.157,0.4145,0.09875,0.444,2.741,0.64575,0.373,-3.4645,1.306,0.841,5.035,4.11,1.835,2.47575,2.548,2.28225,2.146,2.1815,96.3995,85.77,2.22,2.54,3.25,2.965,7.675,10.09,9.6,2.57,295.275,329.2,-22.0775,300.425,327.55,20.425,17.5,17.57,16.91,3.3825,8.1125,10.76,7.145,4.128,4.751,6.225,7.357,8.09,4.22475,4.67025,6.35525,7.03525,7.4835,4.23,5.097,6.223,7.0895,7.828,3.525,4.472,6.2155,6.968,7.834,4.011,5.235,6.546,7.253,7.39175,-13.872,-16.37075,-15.8005
1,8.25,433.388,5.738,431.53,5.983,2573.333,435.432,6.083,432.819,6.0315,2477.524,433.671,5.81075,432.609,6.6385,2516.467,434.347,5.7875,432.765,6.214,2550.23175,6.03325,3.41825,0.2875,427.7765,6.138,0.48425,0.086,0.606,4.97975,1.606,0.39375,-0.239,6.14875,0.79975,5.035,4.15,1.79,2.737,2.61125,2.504,2.22575,2.38875,96.42275,84.8575,2.19475,3.14,4.1,3.46,28.925,72.45,50.3,13.32,303.025,330.85,2.3925,304.975,330.3,132.2125,106.85,109.11,108.15,20.03,38.875,50.285,33.45,4.113,4.792,6.179,7.352,8.082,4.146,4.64525,6.322,7,7.4705,4.141,5.093,6.202,7.0465,7.811,3.535,4.383,6.1655,6.935,7.814,4.015,5.163,6.483,7.239,7.4025,-13.3605,-15.8555,-14.68375
1,8.75,433.3435,5.8525,431.62625,6.131,2531.943,435.13625,6.29525,432.762,6.36175,2524.2575,432.389,6.007,433.549,7.099,2564.881,433.51025,5.9295,432.7885,6.22075,2579.726,6.337,3.829,0.449,427.76,6.27175,0.481,0.03725,0.38375,11.189,2.71175,0.428,20.639,9.586,0.919,5.31,4.3475,1.99,2.9795,2.988,2.972,2.76225,3.25625,96.48175,84.2475,2.636,4.1,5.45,4.72,54.8,160.43,126.4,30.25,299.8,337.6,46.89,304.1,335.85,327.4525,280.4275,282.65,288.14,44.32,89.575,114.0625,68.345,4.13675,4.87175,6.17425,7.346,8.08675,4.261,4.641,6.268,6.982,7.4585,4.26,5.031,6.178,7.02075,7.807,3.7595,4.52625,6.16325,6.913,7.7945,4.05375,5.208,6.484,7.2275,7.39575,-13.136,-14.976,-12.9605
1,9.25,432.883,5.8805,430.8085,6.224,2566.17875,433.038,6.3785,431.417,6.526,2529.0105,432.48825,6.1335,431.368,6.80125,2553.732,432.838,6.018,431.368,6.372,2530.467,6.67,4.779,0.44,427.44425,6.395,0.41825,0.03,0.325,21.0425,1.451,0.44,43.88375,8.758,0.952,5.6875,4.81,2.1475,4.218,4.22525,4.304,4.088,4.7855,96.516,82.9,3.20525,6.025,7.78,6.26,80.1,259.3325,225.3,45.9975,300.975,346,114.8475,306.65,347.4,542.165,489.5175,494.3825,498.335,68.23,169.955,199.77,125.865,4.26525,4.89875,6.1685,7.3275,8.07425,4.416,4.767,6.258,6.9645,7.4495,4.40125,5.138,6.16625,7.0085,7.84075,3.956,4.572,6.1335,6.875,7.771,4.201,5.23775,6.43975,7.184,7.382,-10.474,-13.117,-10.42925
1,9.75,432.95125,5.979,429.895,6.49,2486.63875,433.34025,6.586,430.92725,6.55825,2420,432.693,6.038,431.80875,7.124,2481.23025,433.02825,6.241,429.932,6.8,2443.6185,7.00525,6.11525,0.584,426.915,6.411,0.409,-0.006,0.448,29.105,1.26575,0.481,74.8865,10.02725,1.07875,6.2825,5.245,2.36,5.6175,5.413,5.65,5.49425,6.543,96.5415,80.7175,3.915,7.76,9.65,7.97,99.875,351.4625,316.075,60.3775,297.125,355.95,187.1075,300,357.8,725.92,673.875,677.56,685.13,86.865,271.115,296.97,199.28,4.60625,4.993,6.16225,7.30625,8.07275,4.796,4.881,6.236,6.954,7.4365,4.5955,5.206,6.14025,6.983,7.773,4.46825,4.77475,6.118,6.8525,7.747,4.523,5.398,6.439,7.136,7.368,-5.683,-6.5905,-5.37
1,10.25,432.5665,5.96125,429.816,6.4045,2404.86175,432.6065,6.6175,430.427,6.529,2410.2435,431.771,6.13575,430.7965,7.2225,2396.461,432.3525,6.1585,428.722,6.769,2398.0035,7.42375,7.53,0.57025,426.19075,6.537,0.45925,0.01,0.396,33.6235,1.256,0.51175,109.35,7.767,1.16225,6.46,5.5375,2.45,6.608,6.71075,6.73625,6.711,8.357,96.5395,76.52,4.733,9.52,11.91,9.57,133.9,434.94,396.5,72.6,296.8,366.5,248.03,298.125,369.65,885.26,832.9,838.79,847.365,102.6725,364.71,422.6,279.885,5.055,5.22625,6.18,7.279,8.07275,5.44625,5.145,6.27525,6.93625,7.4345,5.065,5.30225,6.185,6.994,7.80475,5.146,5.1225,6.1175,6.83325,7.7265,4.85375,5.63025,6.44825,7.09975,7.3555,-2.13525,-1.1215,-0.2055
1,10.75,431.1015,6.3025,428.862,6.605,2405.67875,430.874,6.74275,430.625,6.67725,2370.442,431.638,6.564,431.36,7.02975,2374.375,431.812,6.47,429.114,6.64175,2357.475,7.4525,8.75425,0.6235,425.909,6.5925,0.448,-0.006,0.425,38.009,1.361,0.53275,141.014,8.1555,1.21,6.5125,5.585,2.41,7.8995,7.4185,8.08225,7.68825,9.8,96.542,74.38,5.447,12.03,13.83,11.0175,158.95,506.7775,445.5,82.98,292.875,376.15,302.5475,297.825,381.85,1009.875,963.14,971.33,974.76,114.66,475.3,530.95,366.32,5.677,5.533,6.203,7.296,8.057,6.09425,5.55925,6.34275,6.899,7.42875,5.6455,5.6005,6.179,6.98,7.7715,5.978,5.551,6.145,6.8155,7.7015,5.463,5.76825,6.45875,7.11275,7.34625,4.075,5.4905,4.71775
1,11.25,430.4235,6.0955,427.65125,6.675,2310.28625,430.595,7.035,428.834,7.14,2291.2905,430.1,6.42125,429.5435,7.02825,2290.2,430.09475,6.4305,427.5815,6.944,2301.67675,7.45925,9.936,0.65875,425.009,6.7285,0.4015,-5e-04,0.31925,42.525,0.993,0.53275,176.736,7.29075,1.24425,6.62,5.5075,2.4275,9.0505,8.691,9.3285,9.0675,11.202,96.52375,70.1675,6.0765,13.9275,15.365,12.855,186.925,567.8075,504.65,91.7925,289.125,386.025,343.4475,296.05,391.725,1116.21,1072.79,1082.83,1085.695,125.15,559.05,631.5,437.855,6.44,5.885,6.266,7.279,8.041,6.988,5.94275,6.45975,6.8955,7.4245,6.41275,5.90025,6.2635,6.971,7.789,7.0375,6.09325,6.2485,6.82325,7.68675,5.9865,6.19275,6.51775,7.092,7.341,10.13,12.8455,11.821
1,11.75,429.2965,6.307,427.947,6.40475,2209.955,429.3275,6.8295,429.3865,6.898,2273.7015,429.42925,6.284,429.8465,7.49,2248.94575,429.2705,6.5285,427.856,7.1675,2222.465,7.6,10.938,0.681,424.59875,6.514,0.3945,-0.016,0.3675,41.8325,0.939,0.543,195.3985,6.43725,1.321,6.56,5.5575,2.4225,9.9895,9.7585,10.39725,10.436,12.184,96.4915,66.47,6.68325,15.8825,17.435,14.245,174.6,610.4075,553.95,98.78,290.85,396.725,375.34,295.2,399.525,1187.97,1157.8075,1169.57,1168.6225,133.95,623.475,707.96,473.9375,7.43875,6.2815,6.33325,7.2865,8.0265,7.8665,6.43575,6.52525,6.891,7.3995,7.2955,6.3045,6.34175,6.983,7.78125,7.9045,6.8015,6.352,6.8255,7.6705,6.7175,6.662,6.547,7.11775,7.33,17.56675,24.345,17.209
1,12.25,428.4945,6.4455,427.0025,6.46675,2220.5965,428.968,7.112,429.49,6.89075,2294.64575,428.009,6.675,429.40975,7.4275,2212.49525,428.52625,6.7045,427.2595,6.89725,2200.724,7.5465,11.6185,0.7005,423.48875,6.488,0.42575,-0.00675,0.479,41.896,1.10475,0.552,201.896,5.789,1.328,6.58,5.52,2.44,11.0575,10.36125,11.5065,10.9605,13.14475,96.45575,64.68,7.454,17.33,18.6,15.875,182.5,640.8625,579.825,101.3475,294.65,404.05,393.955,300.25,409,1236.85,1208.775,1222.575,1224.4475,134.57,683.075,763.71,523.12,8.20475,6.84675,6.47925,7.27975,8.016,8.87875,7.03975,6.58175,6.906,7.413,8.011,6.82625,6.42425,6.98225,7.78575,8.8675,7.483,6.457,6.814,7.6525,7.7145,7.14825,6.60925,7.125,7.33475,21.809,35.08325,22.8875
1,12.75,427.946,6.041,427.045,6.5205,2178.67525,428.347,6.863,429.5995,6.5005,2182.4265,427.4605,6.573,429.286,7.322,2177.4835,427.47875,6.09425,426.46375,6.725,2183.129,7.6565,12.547,0.7195,423.108,6.455,0.408,0.016,0.6195,44.93875,0.8745,0.55525,215.419,5.513,1.43075,6.795,5.7075,2.51,11.5075,11.092,12.055,11.8385,14.0165,96.387,63.47,8.38025,18.47,19.535,16.42,187.55,649.9125,591.675,102.72,298.425,409.6,402.9125,304.9,414.1,1254.45,1224.275,1231.78,1241.305,135.48,700.64,794.72,553.65,8.8375,7.31025,6.57,7.27575,8.0035,9.428,7.685,6.65525,6.92,7.408,8.678,7.402,6.5035,6.978,7.7875,9.7525,8.068,6.58125,6.8305,7.636,8.6965,7.74125,6.70575,7.126,7.32175,25.385,42.519,27.889
1,13.25,427.5925,6.053,427.277,6.48325,2156.5315,427.81,6.913,429.0165,6.858,2176.811,427.4515,6.57875,429.221,7.03625,2149.49525,427.5095,6.258,428.238,6.84025,2150.86575,7.85225,13.06425,0.6895,422.81475,6.49425,0.35,0.035,0.4165,42.125,0.749,0.559,203.434,4.28575,1.40475,7.005,5.7,2.5525,12.3585,11.777,12.797,12.4295,14.6485,96.31875,61.525,8.9165,18.895,19.26,17.03,186.2,643.81,585.6,101.42,301.4,411.8,395.42,307.2,416.675,1232.61,1210.28,1212.16,1221.66,132.98,680.265,816.5175,556.62,9.50075,7.7695,6.64575,7.29275,7.98875,10.053,8.081,6.777,6.93775,7.40475,9.121,7.86225,6.60925,7.001,7.77025,10.5215,8.58,6.734,6.85,7.6405,9.291,8.262,6.77575,7.136,7.30675,28.175,41.57975,32.8765
1,13.75,427.041,6.192,427.221,6.522,2151.26275,427.222,6.937,428.412,6.96425,2153.6215,427.00125,6.446,428.8435,6.787,2141.133,426.88575,6.4235,427.78075,6.947,2145.982,7.455,13.721,0.674,422.718,6.357,0.35625,0.0085,0.4155,40.546,0.353,0.553,188.21925,4.0555,1.403,6.59,5.5,2.47,13.171,12.3265,13.374,13.06675,15.128,96.279,57.6975,9.742,19.26,19.11,16.93,193.3,619.14,563,98.22,302.7,415.9,372.61,305,422.5,1181.47,1160.85,1162.76,1165.03,128.6075,638.335,748.44,528.91,9.9295,8.124,6.71275,7.299,7.978,10.548,8.48575,6.8845,6.979,7.399,9.577,8.205,6.709,7.01275,7.769,11.18925,9.0595,6.9335,6.86,7.63275,9.9785,8.739,6.84225,7.1525,7.29375,28.5735,45.38975,37.311
