DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,430.58425,5.74625,429.8105,5.9445,2292.8795,430.9465,6.643,431.10525,6.0715,2404.592,430.919,6.072,430.5875,6.061,2305.218,431.54575,5.72425,430.556,5.8855,2295.07,5.516,6.237,0.37,426.185,6.46775,0.413,0.0855,0.399,4.097,0.428,0.362,-4.783,0.016,0.763,5.2175,4.33,1.745,5.494,5.113,5.13425,4.37425,3.653,96.394,78.4775,3.86075,3.8125,4.68,4.21,1.3,-1.89,2.8,0.23,292.7,338.2,-38.23,294.4,335.825,0.15,0.04,0.13,0.12,0.22,-0.04,-0.03,-0.09,5.0985,5.7205,6.799,7.6655,8.131,5.536,5.612,6.9265,7.34,7.433,5.37525,6.07225,6.942,7.4235,7.9,4.933,5.733,7.0135,7.39,7.915,4.97225,6.2385,7.044,7.58525,7.47075,-11.72075,-12.848,-12.691
1,0.75,431.43375,6.07525,429.8345,6.11125,2372.519,432.352,6.755,429.973,6.1105,2440.46275,431.317,6.366,430.5475,6.743,2394.14625,432.3745,6.16575,430.922,5.984,2353.79525,5.739,6.0655,0.346,426.0045,6.351,0.417,0.073,0.4785,4.32475,0.329,0.36525,-4.033,0.49875,0.7335,4.9325,4.19,1.7875,5.52625,5.1055,4.93475,4.4795,3.539,96.393,80.855,3.60275,3.4975,4.46,4.1925,1.3,-1.79,2.875,0.28,290.6,336.9,-39.71,296,335.625,0.15,0.0475,0.13,0.12,0.215,-0.0475,-0.03,-0.09,4.88275,5.66975,6.77025,7.649,8.13825,5.42125,5.602,6.89725,7.32025,7.42725,5.30675,5.964,6.90075,7.4115,7.89225,4.858,5.628,6.945,7.349,7.927,4.84775,6.114,7.011,7.57175,7.4665,-12.091,-13.42525,-12.8815
1,1.25,430.94425,5.977,429.8645,6.0415,2368.1645,431.347,6.68425,429.977,6.1155,2380.629,431.25225,6.12025,430.2685,6.255,2444.3265,431.5415,5.99525,430.08,6.067,2426.551,5.4525,5.7305,0.35625,426.167,6.3515,0.407,0.086,0.33025,3.6115,0.3285,0.342,-3.6225,0.28425,0.76725,4.7175,3.97,1.7125,4.942,4.61825,4.73975,4.00225,3.457,96.393,81.4325,3.44075,3.3275,4.1675,4.04,1.3,-1.79,2.8,0.2675,297.6,335.6,-35.36,300.975,332.75,0.15,0.04,0.13,0.12,0.21,-0.04,-0.03,-0.09,4.751,5.6015,6.73025,7.63925,8.144,5.306,5.499,6.826,7.298,7.463,5.25075,5.88025,6.856,7.39625,7.8925,4.718,5.463,6.854,7.326,7.929,4.798,6.04975,6.98625,7.55125,7.45075,-12.51175,-13.81925,-13.68975
1,1.75,431.018,6.02325,429.998,6.1125,2425.3285,432.378,6.6105,431.2625,6.07025,2418.0805,430.984,6.1295,430.62775,6.8135,2359.66,431.612,6.09475,430.697,6.07125,2338.8215,5.479,5.183,0.333,426.05825,6.18,0.36825,0.0995,0.42775,3.17675,0.3535,0.3445,-5.305,0.128,0.7105,4.7275,3.94,1.73,4.551,4.327,4.33625,3.85875,3.428,96.384,81.915,3.33975,3.14,3.96,3.59,1.3,-1.72,2.875,0.2875,293.925,335.15,-35.7725,299.5,332.65,0.15,0.04,0.12,0.12,0.21,-0.04,-0.03,-0.09,4.6635,5.5035,6.7195,7.629,8.1495,5.2,5.478,6.7665,7.278,7.477,5.1675,5.8075,6.821,7.392,7.89425,4.616,5.322,6.777,7.302,7.929,4.7625,5.9515,6.96875,7.527,7.435,-11.707,-13.665,-13.224
1,2.25,430.954,6.092,430.0925,6.04,2409.01525,432.71725,6.3135,431.008,6.09125,2438.18875,431.20475,6.165,431.59275,6.092,2378.154,432.25875,6.12,431.42425,6.0635,2377.294,5.4195,5.19125,0.353,426.0665,6.2205,0.38175,0.09175,0.4075,3.36,0.236,0.3395,-5.07975,0.317,0.76225,4.54,3.83,1.585,4.374,4.1805,4.0355,3.6135,3.069,96.391,82.2675,3.138,2.89,3.7375,3.2875,1.3,-1.8175,2.8,0.3,295.6,335.05,-38.03,298.5,330.525,0.15,0.04,0.13,0.11,0.21,-0.04,-0.03,-0.09,4.51525,5.43675,6.68575,7.6225,8.156,5.004,5.448,6.7405,7.259,7.472,5.0085,5.78075,6.748,7.398,7.895,4.471,5.24,6.7155,7.29,7.927,4.7,5.832,6.9295,7.5,7.42525,-11.757,-13.78575,-13.2055
1,2.75,431.03725,6.0505,430.095,6.0765,2428.13,431.7705,6.332,431.8065,6.3085,2467.93875,431.18475,6.13,431.7435,6.726,2396.3775,431.8975,6.0335,431.811,5.96575,2387.7625,5.166,5.03175,0.32725,426.542,6.196,0.35475,0.09375,0.468,3.16325,0.34175,0.31075,-4.36725,0.57475,0.7595,4.44,3.745,1.72,4.42475,4.20975,4.0635,3.35575,2.712,96.383,82.53,3.03225,2.7025,3.71,3.055,1.3,-1.78,2.8,0.32,296.55,333.4,-31.635,297.7,329.675,0.15,0.04,0.12,0.12,0.21,-0.05,-0.03,-0.09,4.51225,5.3495,6.648,7.60075,8.1605,4.823,5.3925,6.703,7.235,7.463,4.82575,5.72625,6.71175,7.39425,7.8925,4.2935,5.1485,6.7,7.25525,7.92925,4.65425,5.76725,6.878,7.482,7.41625,-12.31275,-14.77325,-13.35
1,3.25,431.3575,6.0285,430.17625,6.019,2402.5395,433.121,6.688,431.3395,6.0615,2386.03375,431.3885,6.106,432.157,6.2235,2372.27925,432.1645,6.067,431.9825,6.03275,2394.919,4.893,4.6915,0.349,425.97375,6.183,0.44025,0.074,1.135,3.387,0.3475,0.2985,-4.11125,0.434,0.7735,4.5175,3.92,1.6825,3.94825,3.7905,3.66725,2.92475,2.546,96.378,83.115,2.845,2.665,3.725,3.275,1.375,-1.85,2.8,0.36,295.925,332.1,-32.08,297.7,329.9,0.1575,0.05,0.13,0.12,0.21,-0.05,-0.0375,-0.09,4.415,5.29475,6.59675,7.576,8.16425,4.644,5.314,6.6775,7.2215,7.464,4.70625,5.683,6.66025,7.3735,7.88175,4.1065,5.09375,6.661,7.23175,7.93325,4.5515,5.726,6.84375,7.475,7.4105,-11.96675,-14.035,-13.293
1,3.75,431.18275,5.889,430.38,6.057,2415.792,433.016,6.42525,430.735,6.0635,2473.54525,431.76,5.945,432.808,6.8645,2434.017,431.75225,5.921,431.735,5.988,2389.48225,5.13,4.388,0.359,427.571,6.17825,0.4405,0.0545,0.418,3.6545,0.2345,0.353,-4.359,0.32425,0.821,4.8,4.025,1.665,3.74775,3.54675,3.495,2.7945,2.345,96.35225,83.44,2.66775,2.85,3.845,3.5275,1.3,-1.7425,2.8,0.34,296.1,330.9,-30.0075,300.45,330,0.15,0.05,0.12,0.12,0.21,-0.04,-0.03,-0.09,4.3445,5.2545,6.5565,7.563,8.16275,4.5695,5.2495,6.632,7.2335,7.47,4.67525,5.56725,6.6245,7.32625,7.888,3.964,4.951,6.5955,7.20775,7.9355,4.3955,5.67225,6.806,7.44425,7.401,-13.039,-14.73925,-14.477
1,4.25,431.298,5.822,431.003,6.035,2498.187,432.1225,6.237,431.62875,6.22,2509.7655,430.853,5.863,431.9225,6.059,2422.113,431.64975,5.83725,431.498,6.061,2441.6925,5.03475,4.19725,0.3495,427.14425,6.119,0.4275,0.07925,0.4005,3.303,0.2595,0.338,-2.792,0.558,0.81475,4.935,4.045,1.7525,3.54975,3.4725,3.309,2.579,2.24,96.322,83.325,2.64525,3.14,3.675,3.2975,1.3,-1.7375,2.8,0.38,295.175,331.125,-30.5725,297.125,329.475,0.15,0.04,0.12,0.12,0.21,-0.05,-0.03,-0.09,4.31875,5.17875,6.505,7.533,8.16025,4.5465,5.11325,6.5925,7.229,7.478,4.58175,5.452,6.58675,7.28475,7.899,3.83375,4.822,6.56925,7.18325,7.93625,4.2855,5.585,6.76525,7.415,7.39775,-12.645,-15.249,-13.84475
1,4.75,431.60675,5.81025,431.51725,6.004,2557.7365,433.255,5.999,431.681,6.53575,2550.963,431.493,5.911,432.10225,6.76,2489.92175,432.29525,5.808,431.98875,6.0985,2537.8145,5.72,4.05725,0.37925,427.754,6.0915,0.548,0.063,0.482,3.631,0.374,0.3635,-4.249,0.7365,0.8315,4.9475,3.995,1.8475,3.42425,3.26325,3.0765,2.55425,2.205,96.318,83.86,2.796,2.84,3.705,3.28,1.3,-1.48,2.8,0.4175,296.5,331.575,-28.615,298.75,329.55,0.15,0.04,0.12,0.12,0.21,-0.0575,-0.03,-0.09,4.251,5.1135,6.4625,7.51325,8.15525,4.53325,4.97325,6.56075,7.2195,7.478,4.45125,5.411,6.57425,7.2495,7.898,3.78475,4.70575,6.52675,7.157,7.93225,4.1245,5.53225,6.739,7.377,7.4,-13.02125,-16.5205,-15.438
