DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_1_1_1,G_2_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_3_10_1,TS_3_11_1,TS_3_12_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_4_10_1,TS_4_11_1,TS_4_12_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,452.479725,2049.595,0.308862125,-0.1668136,-12.26312,-26.7225,-18.59225,-31.3907925,-0.468531575,99.801892,66.6551704265798,-30.61505,-32.781,0.108160053156008,130.8875,184.155,-0.00259303719443767,0.0117052161466906,-71.572,-3.3881317890172e-21,-0.000265450049733919,-11.022168851402,-9.20022339790663,-7.67595859309559,-11.2870610005145,-10.4396568103112,-9.5011807927722,-7.83933944059061,-6.22853504191555,-5.32731479833298,-4.35970236144305,-3.99334695987949,-3.10123457089721,-2.21317787309959,-1.65519271174224,-0.442475,-22.65875,-15.7715,-10.34125,-8.03819763625161,-7.08002417254904,-6.23014020059914,-3.82515583363775,-2.39947007776649,-1.85156472858284,-1.46407437004606,-1.4568,-0.598826629378672,-0.337416775,0.282000070111024,0.245094890110645,0.103626722110153,0.0782862325,1.2348
1,0.75,452.43265,2046.5055,0.3166203,-0.21607025,-4.964588,-27.0345,-18.69025,-32.818555,-1.206294,99.7583521506414,66.7943377469259,-30.83105,-33.03925,0.107550440034012,130.9475,183.4275,-0.000331347748001474,1.64798730217797e-18,-71.2888480982247,-6.24138919467235e-06,-9.17653492051017e-25,-11.033,-9.20775,-7.676325,-11.2935,-10.43925,-9.50025,-7.83955,-6.2302,-5.327725,-4.360625,-3.99115,-3.099475,-2.21045,-1.650475,-0.436875,-22.714,-15.8305,-10.3377304613019,-8.03985,-7.0787,-6.230325,-3.8474,-2.415625,-1.848425,-1.4585,-1.4422,-0.601875,-0.34304395,0.24811588343652,0.214207854476188,0.0770032130178962,0.05980448,0.707
1,1.25,451.9447,2050.52,0.31546535,-0.099556125,-4.0585485,-27.31975,-18.8055,-26.88295,-1.016008725,99.72386075,66.711,-31.4217,-33.099,0.106620162774059,131.3375,183.405,-2.98335233092501e-08,2.05998412772246e-19,-71.5325,-1.42804460951155e-20,-9.39677175860239e-22,-11.043,-9.21775,-7.6816,-11.2935,-10.4445,-9.5055,-7.843075,-6.234725,-5.33225,-4.36525,-3.995825,-3.10315,-2.214175,-1.652775,-0.459825,-22.5355,-15.8825,-10.341,-8.045575,-7.0829,-6.234525,-3.864775,-2.43355,-1.848725,-1.4579,-1.4377,-0.61015,-0.32838165,0.20868350041701,0.186056381226731,0.0823349878185858,0.06201902,0.5256
1,1.75,451.6417,2054.8575,0.3170246,-0.193180875,-6.683964,-27.57775,-18.9255,-28.77295,-1.20899425,99.6784505,66.4676939822794,-31.0623,-32.75825,0.109989245101402,129.5375,183.4775,-1.78676518025611e-17,0.002375,-71.461,-6.97955148537541e-20,-1.08567455397585e-25,-11.04825,-9.22775,-7.6947,-11.3035,-10.454,-9.515,-7.8493,-6.240475,-5.338,-4.371475,-4.001,-3.109325,-2.2193,-1.658425,-0.45995,-22.4795,-15.9235,-10.3544108310576,-8.052225,-7.090075,-6.241225,-3.853925,-2.42685,-1.853375,-1.4625,-1.4076,-0.6154,-0.3981045,0.258939259181537,0.2356208077244,0.0901669565149612,0.09354839,0.48155
1,2.25,451.5784,2045.592,0.3030578,-0.1752448,-6.9347925,-27.46925,-18.824,-25.72414,-0.605296875,99.6382265,66.5415,-31.2219,-33.101,0.108491335513242,130.2775,182.54,-5.29090660172926e-18,0,-69.78625,-1.13841228110978e-19,0,-11.05775,-9.23825,-7.695125,-11.31825,-10.464,-9.51975,-7.85605,-6.247275,-5.3448,-4.378275,-4.00975,-3.117075,-2.227525,-1.666075,-0.4498,-22.538,-15.9425,-10.3575,-8.059825,-7.09825,-6.248925,-3.83555,-2.41745,-1.860075,-1.469625,-1.3874,-0.6092,-0.3906494,0.295458282767502,0.262505699316994,0.130201904719103,0.0983753,0.912075
1,2.75,450.91955,2054.378,0.32827255,-0.23916023,-7.78506275,-27.3105,-18.92775,-33.6564775,-1.344945,99.59579925,66.2051091512341,-30.77955,-33.6275,0.102369111894516,127.7325,181.1825,-4.61375576979544e-06,0,-66.993,-1.14950860318749e-05,-1.26716128909243e-19,-11.0643254680707,-9.24482690952104,-7.70075073450349,-11.3229997203125,-10.466971697464,-9.52140787232512,-7.86128026872334,-6.25315961165672,-5.35082899438611,-4.38413576715555,-4.01597409660794,-3.12268473086834,-2.23229970741723,-1.6712050912704,-0.44605,-22.29675,-15.77225,-10.34175,-8.06577827573716,-7.1047047395675,-6.25491172624604,-3.82441947416641,-2.4095112584006,-1.86466988890915,-1.4726584157445,-1.3721,-0.595066819189887,-0.4174859,0.278202616029745,0.276051883993375,0.129157157983222,0.116248845,0.86975
1,3.25,450.747,2044.387,0.308824,-0.21009597,-11.1180575,-27.4225,-19.06,-35.5354575,-0.6112555,99.58094675,67.1926408048061,-30.971,-33.8225,0.0995228337251065,129.4,180.625,-1.15650470433034e-05,-9.10729824887825e-19,-66.21775,-6.94831714544541e-24,0,-11.0735,-9.2535,-7.7065,-11.32875,-10.474,-9.52975,-7.867,-6.2587,-5.35675,-4.38975,-4.02075,-3.1276,-2.236575,-1.675125,-0.451925,-22.3821148251397,-15.5135,-10.316,-8.07125,-7.1092,-6.259875,-3.826825,-2.40555,-1.868075,-1.475625,-1.3555,-0.60315,-0.376233,0.265070179386516,0.242540512079941,0.106046687831351,0.0764818,0.59825
1,3.75,451.99855,2055.203,0.347188575,-0.171975,-10.4588475,-27.479,-19.1345,-37.5852,-0.4941246,99.59978775,68.356,-30.5156,-33.804,0.0999363817051105,129.61,180.4775,-0.00159081761859592,0,-66.1159522837876,0,-5.55865371635637e-23,-11.0835,-9.25875,-7.7164,-11.33875,-10.484,-9.53975,-7.87485,-6.266075,-5.36465,-4.398175,-4.030075,-3.1374,-2.2469,-1.684925,-0.444,-22.78625,-15.351020933986,-10.276,-8.082675,-7.11905,-6.26925,-3.8364,-2.405375,-1.875975,-1.48495,-1.3455,-0.609575,-0.403066425,0.342057006736178,0.286388280284793,0.135290580812995,0.12462025,0.426675
1,4.25,452.06355,2055.72,0.35290475,-0.16850173,-6.78011875,-27.46075,-19.09775,-36.359955,-1.3166164,99.6190746087284,68.745,-30.34765,-33.95175,0.0982482205888187,130.5725,180.4925,-1.20278678510111e-19,0,-63.3895,-7.92840175765061e-05,-1.77876918923403e-21,-11.0909899778915,-9.26554860413778,-7.72241898089013,-11.3410268962022,-10.4892633445106,-9.54696122935205,-7.87935385760008,-6.27099365032298,-5.3689867173905,-4.40199047744032,-4.03345845757884,-3.1411516657521,-2.24931271722442,-1.68728665423489,-0.4421,-22.9415,-15.27375,-10.235,-8.0888438810549,-7.12346727910995,-6.27324503667717,-3.84262528473196,-2.4061,-1.87758981058671,-1.48534306825063,-1.3427,-0.611,-0.410811,0.316346460634358,0.265441120397863,0.132258837248271,0.10585245,0.8238
1,4.75,451.8656,2055.07225,0.3556698,-0.256181,-9.747315,-27.513,-19.173708,-34.866745,-0.992373,99.627477,69.2245,-30.091,-33.983,0.0982447081369244,133.13,181.8,-0.00034795219829142,0.001425,-61.36222669122,-0.000124736868078889,-3.00696696275276e-20,-11.09875,-9.274,-7.724975,-11.354,-10.4945,-9.555,-7.884,-6.27575,-5.37285,-4.4069,-4.03795,-3.145325,-2.2534,-1.690475,-0.445825,-23.09325,-15.25575,-10.2106304140808,-8.09555,-7.128825,-6.278025,-3.847525,-2.40935,-1.880475,-1.487075,-1.347,-0.620725,-0.4123762,0.322204999003898,0.260073406390255,0.0805001516826394,0.0773598,0.443
