DOY2,HR2,CO2,CO2_SIGMA,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,G_1_1_1,TS_5_1_1
1,5.25,392.4655,0.064076751,2.98022,2095.83,-0.2153522,12.55965,-8.42901,3.697735,3.15792,0.153106,-0.0242296,0.781806242,0.55658692,0.12304105,101.547,67.0719,-17.58,1.75102,-16.4,0.387932984,-40.5,-0.0885,-0.082,-1.33,0.0761,207.2,233.65,-0.7585,-2.405,-1.4235,-0.861,-44.417855,-19.68
1,5.75,392.43275,0.06355054,3.01913,2100.66,0.378007,1.87011,-8.86553,3.19297,2.03109,0.1698815,-0.0404401,0.480265558,0.669806995,0.1511935545,101.5055,65.4294,-17.56,1.633755,-16.929,0.39785727,-41.565,-0.093,-0.086,-1.202,0.0408,206.9,235.3,-0.7565,-2.416,-1.428,-0.925,-44.37474,-19.38
1,6.25,392.4,0.0715347945,3.03113,2099.175,-0.329343,-1.94695,-12.2928,1.59147,2.084235,0.16143815,-0.04992235,0.5336454425,0.726165031,0.1063639255,101.5035,64.3943,-16.89,1.64185,-17.5725,0.5409218535,-42.36,-0.089,-0.087,-1.153,0.0055,205.6,235.2,-0.7525,-2.419,-1.424,-0.877,-44.31306,-19.46
1,6.75,392.36725,0.086065784,3.0834,2100.755,0.562027,15.98805,-8.827305,1.61813666666667,2.137395,0.15689,-0.0466087,0.7693964645,0.782967347,0.102509194,101.499,63.22085,-17.695,1.69311,-17.158,0.4969002325,-37.475,-0.09,-0.085,-1.449,0.087,208.05,235.1,-0.753,-2.404,-1.4155,-0.83,-44.822135,-19.31
1,7.25,392.3345,0.0558251145,3.267635,2102.53,0.335747,3.35222,-26.50445,1.64480333333333,3.691605,0.240844,-0.037126,0.9200331835,0.7914703935,0.159619416,101.4885,63.6717,-16.88,1.70314,-14.1505,0.380703522,-38.67,-0.0915,-0.084,-1.1265,0.114,210.2,236.45,-0.7525,-2.408,-1.41,-0.8115,-44.96759,-19.275
1,7.75,392.30175,0.067921987,3.29859,2014.01,0.3118775,3.228945,-15.84205,1.67147,2.99031,0.2431165,-0.0359481,0.8989267595,0.7056786425,0.1936100615,101.4785,64.88735,-17.165,1.73188,-15.156,0.313432431,-37.91,-0.0885,-0.082,-1.1335,0.141,214.85,237.3,-0.743,-2.4115,-1.4065,-0.8045,-44.90124,-19.29
1,8.25,392.269,0.066442833,3.43569,2104.26,0.578945,10.47029,-11.5285,0.692585,2.92051,0.173242,-0.0260223,0.812412457,0.593384361,0.150506478,101.473,65.8346,-17.185,1.6644,-14.107,0.391121465,-40.455,-0.0905,-0.084,-1.268,0.168,213.05,236.3,-0.7415,-2.4025,-1.4065,-0.7905,-44.673745,-19.485
1,8.75,392.892,0.085099941,3.42213,2100.975,0.139257,14.2096,-7.83862,0.726221,3.06563,0.216895,-0.060709,0.862956546,0.748802377,0.180307238,101.463,64.249,-17.365,1.63579,-15.854,0.421834091,-36.5,-0.089,-0.084,-1.1725,0.195,213.15,236.6,-0.7375,-2.4015,-1.3945,-0.7715,-44.44919,-19.48
1,9.25,392.2395,0.085399883,3.407415,2101.19,0.264966,13.6885,-8.871345,0.0866991,3.97606,0.217146,-0.0688384,0.695993534,0.569245114,0.233886297,101.462,67.9723,-17.225,1.71058,-17.079,0.388085042,-42.58,-0.09,-0.0845,-1.3345,1.914,211.15,235.35,-0.734,-2.406,-1.3975,-0.755,-44.280445,-19.885
1,9.75,392.1555,0.119931647,3.4711,2105.09,0.41426,17.66915,-23.7726,-0.728168,3.06585,0.233342,-0.07288015,0.787301721,0.656788398,0.179580066,101.445,65.89425,-17.2,1.51742,-17.057,0.337338109,-43.715,-0.0815,-0.075,-1.2565,11.85,208.9,234.1,-0.728,-2.397,-1.3915,-0.7795,-44.10078,-19.94
1,10.25,392.225,0.079573091,3.779145,2009.125,0.741964,2.45711,-10.34419,0.060187,3.391945,0.227814,-0.04666625,0.770279941,0.748004258,0.275560851,101.399,65.959,-17.5,1.3933,-14.035,0.3107178345,-44.76,-0.05,-0.0455,-1.1215,19.44,207.45,232.7,-0.729,-2.389,-1.3875,-0.8395,-44.181375,-20.05
1,10.75,392.2945,0.1055607985,3.763895,2017.915,0.39748,3.34755,-13.15975,4.85061,3.929345,0.193359,-0.0858584,0.9781402475,0.6466718055,0.2274674345,101.3805,63.9153,-17.22,1.38083,-13.9005,0.2945738355,-44.62,0.568,0.588,-0.579,0.8405,209.1,231.7,-0.724,-2.351,-1.383,-0.842,-44.21852,-20.14
1,11.25,392.364,0.0992161093333333,3.95258,2024.635,0.455524,3.59598,-10.4049,5.780735,3.71863333333333,0.202285666666667,-0.121003,0.9141143535,0.6810112375,0.2337717075,101.343166666667,70.8131,-17.36,1.33946,-14.613,0.299760694333333,-41.97,4.573,4.633,1.512,5.124,206.4,234.5,-0.7235,-2.35,-1.378,-0.779,-44.26334,-19.78
1,11.75,392.4335,0.0928714201666667,4.09394,2013.82,1.46922,1.250429,-7.53866,5.59836,3.50792166666667,0.211212333333333,-0.0601718,0.8500884595,0.7153506695,0.2400759805,101.305833333333,66.7155,-17.45,1.234885,-15.3255,0.304947553166667,-41.27,15.03,15.15,6.81,12.42,207.45,232,-0.7205,-2.4055,-1.4015,-0.8565,-45.016485,-20.525
1,12.25,392.503,0.086526731,3.8923,2035.31,0.169664,2.2119,-5.72944,3.479165,3.29721,0.220139,-0.070496,0.7860625655,0.7496901015,0.2463802535,101.2685,63.181,-17.84,1.29967,-16.038,0.310134412,-41.84,30.925,32.98,17.77,18.03,205.95,232.5,-0.7235,-2.397,-1.4055,-0.951,-45.07332,-20.275
1,12.75,393.08,0.0806717805,3.9004,2033.52,0.686026,5.23984,-13.7936,6.57953,2.96231,0.151474,-0.014869895,0.579757265,0.5804427205,0.1653913255,101.277,66.6493,-17.83,1.322835,-15.749,0.4379049215,-41.765,47.7,51.795,28.34,30.79,205.7,231.95,-0.721,-2.3985,-1.403,-1.0155,-45.1403,-20.235
1,13.25,395.146,0.049343472,3.67183,2064.76,0.228087,4.37482,-21.195,2.09286,2.95131,0.144758,-0.0221857,0.5630472295,0.63278911,0.1890275965,101.343,61.22005,-17.875,1.388225,-15.9985,0.388650763,-44.44,63.565,67.005,33.87,33.94,206.55,232.4,-0.724,-2.4055,-1.399,-0.9195,-45.192845,-20.4
1,13.75,393.559,0.050542568,4.141455,2088.1,0.255624,8.501605,-13.115,7.724,3.708825,0.164292,-0.0425585,0.70410327,0.5426438175,0.222722002,101.3355,67.7481,-17.16,1.34143,-13.7675,0.414031182,-46.835,71.045,75.7,37.56,37.63,209.3,234.5,-0.72,-2.3975,-1.4025,-0.8875,-45.26753,-19.205
1,14.25,394.236,0.038593076,4.13056,2065.88,0.550598,16.7393,-39.85745,9.713335,3.079425,0.1715345,-0.04263355,0.6733537485,0.6392461815,0.2045243785,101.3125,63.4087,-16.735,1.4929,-13.5535,0.302365543,-47.14,70.735,75.455,35.49,38.78,203.8,234.7,-0.7245,-2.402,-1.4065,-0.8085,-45.36574,-19.5
1,14.75,395.277,0.047140995,4.11198,2093.78,0.3056085,14.4402,-19.2554,7.28067,3.00696,0.1377795,-0.0209728,0.6683047255,0.6160710515,0.221613199,101.3335,63.1148,-16.5,1.45311,-12.9475,0.3189348035,-47.08,60.825,67.615,35.225,35.785,202.95,234.85,-0.712,-2.4,-1.406,-0.845,-45.443525,-19.545
1,15.25,395.0335,0.038950699,4.11134,2087.24,0.237182,14.4931,-22.1502,4.2896,2.41431,0.1662275,-0.0344821,0.5714149215,0.7287054795,0.189098255,101.345,63.698,-16.25,1.48611,-13.4495,0.264246595,-44.91,47.915,54.695,28.105,34.1,203.6,235.75,-0.7235,-2.399,-1.4015,-0.836,-45.516785,-19.305
1,15.75,394.894,0.0400130135,4.11504,2085.87,0.145476,2.12432,-10.726,9.44441,2.178545,0.142098,-0.027477,0.493807695,0.48236917,0.185634518,101.339,64.5395,-16.43,1.6003,-13.556,0.2990048045,-42.7,31.69,32.07,15.405,23.925,202,236.2,-0.724,-2.402,-1.4115,-0.7375,-45.606455,-19.495
1,16.25,394.571,0.057741055,4.32117,2074.45,0.1724925,5.83235,-19.24165,8.33873,2.181475,0.1570225,-0.0255701,0.644790257,0.634526863,0.1737121545,101.3295,64.83105,-16.49,1.82004,-13.973,0.311149689,-46.24,16.77,16.69,6.341,14.59,199.7,236.7,-0.719,-2.383,-1.412,-0.696,-45.548,-19.4
1,16.75,393.353,0.053523765,3.805415,2051.87,0.228743,1.7843455,-12.0264,7.85763,2.32497,0.159321,-0.03040455,0.543702658,0.7241798825,0.1686674275,101.342,66.3771,-16.82,1.65069,-15.223,0.3684239465,-48.74,5.704,5.819,1.809,55.24,196,231.4,-0.713,-2.39,-1.418,-0.685,-45.18031,-20.25
1,17.25,393.189,0.092605724,4.70102,2052.61,0.265773,2.06404,-26.2755,7.37653,2.152925,0.1348995,-0.02871865,0.5665765795,0.565492547,0.1484267535,101.333,64.31375,-17.11,1.53976,-14.4755,0.320619416,-45.785,0.826,0.85,-0.337,38.92,190.3,232.9,-0.715,-2.381,-1.417,-0.766,-45.08488,-19.77
1,17.75,395.4835,0.062282063,4.1959,2053.785,0.413688,6.493545,-20.8378,8.123125,1.957055,0.13166,-0.01626525,0.5157808825,0.5552873915,0.124082516,101.371,62.593,-17.03,1.616085,-14.6235,0.350320093,-44.875,-0.038,-0.021,-1.298,29.055,192.9,232.1,-0.718,-2.385,-1.424,-0.761,-45.16508,-20.54
1,18.25,395.482,0.078074675,3.31472,2054.31,0.2945675,6.68191,-9.61707,-1.81268,1.87321,0.102798,-0.00822525,0.625861095,0.570902195,0.126582745,101.416,59.6755,-17.21,1.483055,-14.1245,0.3477066135,-45.21,-0.077,-0.066,-1.608,17,197.9,231.7,-0.7185,-2.384,-1.425,-0.747,-45.27412,-21.08
1,18.75,393.2405,0.0558003125,2.959945,2079.04,0.366007,6.43036,-15.2008,4.80618,2.008555,0.166674,-0.03178695,0.645460649,0.6316317345,0.1721127015,101.44,54.4427,-17.23,1.71828,-13.878,0.316752606,-43.315,-0.088,-0.082,-1.35,8.24,196.1,228.5,-0.7175,-2.389,-1.43,-0.803,-45.37062,-21.27
1,19.25,393.536,0.07674184,3.17719,2083.54,0.4241515,7.77894,-23.63435,4.94458,2.65241,0.213319,-0.0653915,0.757808023,0.616831419,0.158946217,101.46,56.7671,-17.38,1.617205,-14.85,0.441327543,-42.17,-0.092,-0.086,-1.237,8.24,197.1,231.4,-0.721,-2.397,-1.433,-0.871,-45.50512,-20.77
1,19.75,393.504,0.058501453,2.70817,2083.1,0.3657975,8.676855,-19.5441,4.372625,2.64643,0.160699,-0.0266643,0.643118963,0.531338875,0.20708549,101.52,62.0802,-17.52,1.444525,-14.345,0.400598303,-41.71,-0.094,-0.084,-1.26,8.24,197.4,230.4,-0.7235,-2.407,-1.426,-0.759,-45.66461,-20.78
1,20.25,393.5375,0.055309584,3.138835,2098.48,0.2912395,14.3477,-16.47665,3.80067,2.926335,0.161248,-0.0156826,0.639574478,0.4040393085,0.195366951,101.6955,69.5295,-17.46,1.214095,-13.233,0.3664630575,-40.38,-0.092,-0.082,-1.352,8.24,201.5,236.1,-0.7265,-2.404,-1.43,-0.875,-45.64357,-18.97
1,20.75,393.988,0.051083727,2.8998,2099.22,0.4140155,6.52366,-27.0138,1.241159,3.06208,0.1970725,-0.0165878,0.586215838,0.549506273,0.1995435815,101.717,69.6998,-17.615,1.21024,-12.73,0.322545002,-42.82,-0.09,-0.081,-1.286,8.24,200.2,235.2,-0.729,-2.407,-1.4215,-0.889,-45.65795,-18.97
1,21.25,394.613,0.061254469,3.51133,2092.325,0.2362455,10.6646,-28.3881,0.31202,1.84585,0.168781,-0.03317645,0.63911736,0.471987288,0.217246864,101.615,65.8906,-18.21,1.34424,-11.766,0.387902049,-40.29,-0.09,-0.082,-1.4285,8.24,200.8,236.2,-0.7325,-2.409,-1.419,-0.8455,-45.594205,-18.935
1,21.75,393.942,0.048039983,3.53092,2094.84,0.3678475,11.01117,-32.8547,4.513205,3.31872,0.189647,-0.01309085,0.692654315,0.649124795,0.187953186,101.613,66.5601,-17.925,1.33743,-11.959,0.403570316,-39.17,-0.092,-0.086,-1.1785,8.24,205,234.6,-0.736,-2.42,-1.4225,-0.8675,-45.483055,-19.545
1,22.25,393.2785,0.047031179,3.41034,2100.97,0.493503,16.50725,-40.25665,2.84355,3.258385,0.1722075,-0.0334656,0.6074523095,0.673558353,0.1752415995,101.699,67.2491,-17.665,1.48173,-11.671,0.3637091705,-36.77,-0.0885,-0.081,-1.443,8.24,206.45,232.8,-0.74,-2.417,-1.4235,-0.884,-45.580655,-19.62
1,22.75,393.3285,0.069630058,3.286895,2094.46,0.306475,11.0135,-12.80285,3.45076,3.9983,0.197767,-0.0246969,0.4688464345,0.6650758115,0.13448451,101.7055,67.5558,-18.93,1.46955,-11.536,0.4209787245,-42.55,-0.089,-0.082,-1.199,8.24,194.4,232.4,-0.7415,-2.633,-1.574,0.53,-47.65814,-19.98
1,23.25,393.337,0.0712296905,3.16345,2088.55,0.3870155,19.97325,-41.8534,4.05797,2.659315,0.2112175,-0.0322855,0.7256318415,0.5953463725,0.2122429475,101.719,65.4354,-17.5,1.43634,-11.95,0.3977830275,-37.69,-0.091,-0.0845,-1.3225,8.24,206.5,235.3,-0.743,-2.394,-1.416,-0.8945,-45.16705,-19.535
1,23.75,393.3715,0.0702226075,3.25498,2092.65,0.490616,15.5587,-44.1755,4.798405,2.626225,0.207988,-0.0400408,0.785836583,0.701824124,0.224423751,101.7205,67.1432,-15.925,1.60467,-11.654,0.4413586445,-27.84,-0.096,-0.0875,-1.343,8.24,226.25,242.45,-0.7475,-1.219,-0.742,-1.1805,-30.12702,-17.75
2,0.25,400.1405,0.035318136,2.94922,2050.41,0.4431675,4.48026,-12.1713,3.37204,3.83875,0.246587,-0.0706769,0.951479896,0.608183478,0.302788242,101.0065,67.4242,-8.52,1.220955,-3.1065,0.216602167,-16.575,-0.0815,-0.076,-1.33,17.3175,251.65,268.2,-0.3435,-1.0645,-0.2255,0.1075,-15.939845,-10.43
2,0.75,400.5655,0.038549729,2.888,2043.3,0.5731865,6.53586,-12.3432,3.209495,4.780545,0.244464,-0.05118935,0.8428951665,0.562124367,0.2874378415,100.969,66.7287,-8.675,1.250235,-3.652,0.258048858,-27.57,-0.086,-0.081,-1.296,17.3175,231.85,268.95,-0.3455,-1.0615,-0.2345,0.144,-15.97383,-10.235
2,1.25,400.5595,0.073966492,2.89597,2045.79,0.229339,0.944796,-12.25075,2.010775,4.24176,0.2317965,-0.06503355,0.785801333,0.5892897645,0.2435373045,100.96,68.0011,-8.54,1.2355,-4.1355,0.252292374,-15.27,-0.0805,-0.076,-1.196,17.3175,230.1,270.3,-0.3445,-1.0625,-0.2365,0.1875,-15.99916,-10.265
2,1.75,400.366,0.1595229575,2.88001,2043.145,0.25171275,6.61992,-9.70994,5.77824,4.35321,0.230544,-0.0467042,0.863877306,0.599418051,0.25070002,101.025,67.8742,-8.3,1.22848,-4.083,0.211880155,-28.77,-0.085,-0.075,-1.215,17.3175,228.5,267.9,-0.3465,-0.952,-0.235,0.172,-15.99702,-10.26
2,2.25,400.7,0.058258218,2.83198,2044.13,1.0788195,1.229539,-11.76175,5.12198833333333,3.518085,0.2228255,-0.0459282,0.8557202645,0.5777908205,0.215267639,101.0775,69.22,-8.155,1.24223,-4.956,0.2232393545,-24.36,-0.0875,-0.0775,-0.989,17.3175,230.85,266.75,-0.343,-1.0595,-0.24,0.114,-15.880535,-10.63
2,2.75,400.258,0.0537211655,2.884,2021.475,0.597605,5.4458,-7.51611,4.46573666666667,4.04518,0.19701,-0.04844175,0.751006658,0.614658442,0.235491401,101.051,64.95335,-7.9975,1.56522,-5.051,0.271988235,-19.15,-0.083,-0.074,-1.0275,17.3175,234.15,267.5,-0.3435,-1.062,-0.234,0.121,-15.761755,-10.325
2,3.25,400.41,0.060627716,2.8696,2035.41,0.270921,0.908776,-12.0918,3.809485,3.93042,0.251861,-0.04672335,0.836419751,0.613892499,0.259992885,101.042,65.31185,-7.9205,1.483675,-4.829,0.248142298,-15.595,-0.0855,-0.0745,-0.9935,17.3175,232.8,269.1,-0.347,-1.0555,-0.237,0.116,-15.703095,-9.72
2,3.75,400.8645,0.0655638385,2.98335,2034.48,0.713736,3.69197,-8.77898,4.639495,3.57533,0.257069,-0.060779,0.815504752,0.601558808,0.255837253,101.032,66.28305,-7.8895,1.510625,-4.427,0.286817886,-11.26,-0.087,-0.079,-0.7325,17.3175,239.25,270.35,-0.3405,-1.059,-0.243,0.091,-15.70841,-10.09
2,4.25,400.444,0.044754441,3.037095,2031.36,0.634277,3.85957,-10.1608,5.36251,3.46758,0.2285665,-0.0329078,0.8557409815,0.5524709655,0.241562755,100.9745,65.5907,-8.149,1.51777,-4.186,0.2801217915,-8.9315,-0.086,-0.0795,-0.809,17.3175,246.1,270.4,-0.347,-1.0575,-0.2415,0.077,-15.712235,-10.135
2,4.75,400.5205,0.065541733,3.096355,2003.53,0.3637355,3.0524,-4.78999,4.90387,3.741495,0.1980235,-0.0261374,0.865751572,0.584672511,0.2899170305,100.943,65.6938,-7.96,1.70446,-3.822,0.233039346,-8.9,-0.0865,-0.074,-0.798,17.3175,242.6,272.35,-0.345,-1.0625,-0.238,0.0805,-15.713385,-10.165
2,5.25,400.4655,0.06030732,2.98022,1994.965,0.1827335,2.79115,-8.42901,3.697735,3.57584,0.167264,-0.0237138,0.760986695,0.5687544605,0.245450927,100.914,67.0719,-7.6065,1.75102,-4.405,0.2043192055,-8.968,-0.0885,-0.08,-0.872,17.3175,249.8,271.9,-0.345,-1.0665,-0.2375,0.108,-15.674745,-9.565
2,5.75,399.971,0.048239921,3.01913,1991.67,0.378007,1.87011,-8.86553,3.19297,3.53082,0.207361,-0.0327508,0.687040643,0.593992949,0.210844573,100.885,65.4294,-7.8375,1.633755,-3.818,0.2104103195,-11.305,-0.091,-0.0785,-0.726,17.3175,246.75,271.7,-0.3505,-1.0625,-0.239,0.1,-15.63604,-9.545
2,6.25,399.905,0.068493868,3.03113,1993.37,0.48404,-1.94695,-12.2928,1.59147,4.211285,0.211121,-0.04992235,0.823865941,0.6044734305,0.2426521335,100.8485,64.3943,-8.2255,1.64185,-3.609,0.160910577,-11.855,-0.089,-0.0785,-0.899,17.3175,247.2,272.2,-0.3475,-1.0695,-0.238,0.1085,-15.599365,-9.555
2,6.75,400.008,0.064730596,3.0834,1992.8,0.562027,5.26835,-8.827305,1.61813666666667,3.87571,0.215489,-0.0466087,0.897105345,0.53509345,0.242522164,100.814,63.22085,-8.3735,1.69311,-3.311,0.169572698,-15.44,-0.087,-0.0745,-0.8675,17.3175,247.35,272.25,-0.3485,-1.0745,-0.2365,0.146,-15.56391,-9.57
2,7.25,400.459,0.046243434,3.267635,2013.73,0.3442345,3.35222,-14.3554,1.64480333333333,4.77477,0.1764215,-0.037126,0.782988499,0.577781794,0.246317921,100.802,63.6717,-8.31,1.70314,-3.145,0.224584002,-12.26,-0.082,-0.075,-1.1075,17.3175,246.1,274.2,-0.3515,-1.0775,-0.24,0.1725,-15.581025,-9.66
2,7.75,400.5725,0.042362365,3.29859,2014.01,0.21762,3.228945,-10.6622,1.67147,4.21286,0.171618,-0.0359481,0.7334005395,0.5345020425,0.229414679,100.609,64.88735,-8.985,1.73188,-3.059,0.229949393,-11.795,-0.0915,-0.0805,-0.9785,17.3175,248.6,273.15,-0.3455,-1.0775,-0.2385,0.1555,-15.61035,-9.975
2,8.25,400.2935,0.075054447,3.43569,2007.105,0.578945,5.00525,-11.5285,0.692585,4.076105,0.176189,-0.0339182,0.757705265,0.566463473,0.2546838035,100.716,65.8346,-9.18,1.6644,-2.9725,0.2405414195,-9.2735,-0.0845,-0.075,-0.8965,17.3175,247.8,269.85,-0.3445,-1.0805,-0.2335,0.144,-15.62403,-10.8
2,8.75,400.2665,0.053644105,3.42213,2010.06,0.139257,3.06727,-7.83862,0.726221,4.21846,0.221936,-0.060709,0.841814112,0.67601997,0.293296778,100.592,64.249,-7.8715,1.63579,-2.9,0.236584446,-11.81,-0.066,-0.054,-0.718,17.3175,248.15,269.05,-0.349,-1.078,-0.2405,0.098,-15.619675,-10.62
2,9.25,400.1965,0.069292568,3.407415,2006.51,0.264966,2.24086,-8.871345,0.0866991,3.64457,0.230523,-0.0688384,0.891089782,0.738671781,0.253963383,100.501,67.9723,-7.5715,1.71058,-3.086,0.211272336,-9.34,0.3835,0.3535,-0.0555,1.914,255.3,271,-0.342,-1.075,-0.2375,0.0785,-15.611535,-10
2,9.75,400.325,0.0564830605,3.4711,2001.94,0.41426,1.9022,-9.59495,-0.728168,4.94622,0.256137,-0.05199025,0.888235892,0.613346558,0.252143213,100.595,65.89425,-7.4445,1.51742,-3.154,0.235072329,-9.8,6.331,6.0695,1.8305,11.85,258,275.05,-0.342,-1.075,-0.2455,0.114,-15.605095,-8.97
2,10.25,400.759,0.0418355195,3.779145,2009.125,0.741964,2.45711,-10.34419,0.060187,4.839105,0.285309,-0.0457956,0.969850208,0.673680921,0.284953961,100.5775,65.959,-6.814,1.3933,-3.185,0.201485337,-6.464,27.265,27.29,11.745,19.44,257.75,275.8,-0.345,-1.0795,-0.2395,0.1565,-15.596045,-8.787
2,10.75,401.764,0.078057997,3.763895,2017.915,0.39748,3.34755,-13.15975,4.85061,4.72008,0.265698,-0.0858584,1.000869622,0.736552782,0.309332346,100.552,63.9153,-5.901,1.38083,-3.175,0.184733863,-6.708,63.85,71.71,33.44,41.895,252.7,282.2,-0.3495,-0.963,-0.242,0.106,-15.41048,-7.577
2,11.25,404.004,0.121580837,3.95258,2024.635,0.455524,3.59598,-10.4049,5.780735,5.19864,0.2873475,-0.121003,1.087880609,0.7161772725,0.346994092,100.649,70.8131,-6.5145,1.33946,-3.1565,0.1860094625,-4.7425,117.25,117.5,55.28,51.38,254.2,278.5,-0.3455,-1.0815,-0.2335,0.1935,-15.574825,-7.8915
2,11.75,404.296,0.109072302,4.09394,2013.82,1.46922,1.250429,-7.53866,5.59836,5.106655,0.3272445,-0.0601718,1.16835149,0.7451400015,0.3826582325,100.672,66.7155,-6.339,1.234885,-3.009,0.236140736,-3.068,149.6,161.75,77.145,68.3,253.6,278.9,-0.349,-1.082,-0.251,0.153,-15.53796,-7.5585
2,12.25,404.479,0.10129462,3.8923,2035.31,0.490819,2.2119,-5.72944,3.479165,6.01484,0.2683405,-0.0942179,1.1063422605,0.7000298515,0.3586718185,100.662,63.181,-5.813,1.29967,-2.8825,0.189345286,-1.0795,191,203.35,92.95,83.85,257.3,283.6,-0.3455,-1.082,-0.239,0.079,-15.48821,-6.8315
2,12.75,401.568,0.099838786,3.9004,2033.52,0.392454,5.23984,-10.4001,6.57953,6.41751,0.282793,-0.0924572,1.13250105,0.762010318,0.397099162,100.683,66.6493,-6.039,1.322835,-2.83,0.216283559,-5.019,238.65,239.05,107.7,94.45,252.4,282.45,-0.3525,-0.973,-0.233,-5e-04,-15.43724,-6.63
2,13.25,401.611,0.103963936,3.67183,2044.93,1.0011305,5.782005,-7.65707,2.09286,5.971115,0.27761,-0.08785285,1.0269620645,0.664728143,0.3360245495,100.666,61.22005,-6.7195,1.388225,-2.7985,0.215757813,-6.5345,249.45,255.3,118.4,108.4,249.7,279.4,-0.351,-1.08,-0.2425,0.128,-15.383385,-7.0795
