DOY2,HR2,RH,TA,PPFD_IN,PPFD_OUT
4,18.75,65.875,-23.0925,251.3483,276.9528
4,19.25,67.425,-24.0725,190.555825,203.85305
4,19.75,66.325,-24.5125,107.4459,121.259525
4,20.25,64.925,-25.0425,57.16707,62.212245
4,20.75,65.6,-25.6425,25.34808,26.736335
4,21.25,68.35,-25.9975,6.9387575,6.79830075
4,21.75,68.375,-25.8075,0.995761,1.015366075
4,22.25,67.775,-26.215,0.0670837625,0.138713725
4,22.75,66.025,-25.6925,-0.0207879,0.04030689
4,23.25,66.25,-25.0175,-0.026318265,0.03606346
4,23.75,67.025,-24.8575,-0.03151431,0.03038024
5,0.25,80.1,-4.3505,10.66418,2.94912975
5,0.75,80.65,-4.832,7.911246,1.954834
5,1.25,80.475,-4.9035,6.52567,1.49881725
5,1.75,80.625,-5.11,7.539381,1.58282725
5,2.25,80.4,-5.1805,8.824626,1.920712
5,2.75,79,-5.368,12.78039,2.9562325
5,3.25,79.05,-5.2125,16.59114,4.9455725
5,3.75,79.175,-5.302,30.59282,8.78898225
5,4.25,77.22205,-5.1165,50.6221,14.7629575
5,4.75,80.28274,-5.1805,79.46996,31.9108875
5,5.25,78.08276,-5.0375,114.0068,47.445775
5,5.75,76.575,-4.9485,144.8786,60.60706
5,6.25,75.3,-4.794,209.2115,83.96096
5,6.75,73.35,-4.4575,287.2243,109.002
5,7.25,72.325,-4.229,317.1872,118.786125
5,7.75,69.875,-4.0515,427.6346,151.0269
5,8.25,69.8945,-3.6975,514.8849,172.307275
5,8.75,68.525,-3.4755,595.2853,202.216375
5,9.25,68.775,-3.1075,670.4733,188.989475
5,9.75,67.92471,-3.0285,768.8174,181.793425
5,10.25,66.6,-2.5965,872.8419,194.47085
5,10.75,66.2,-2.3465,928.9385,223.9693
5,11.25,66.4,-1.9295,1033.90225,187.2786
5,11.75,66.45,-1.77,1080.938,218.0632
5,12.25,66.3,-1.372,1102.25075,155.026
5,12.75,64.975,-0.9334781,1185.073,205.0768
5,13.25,64.7,-1.412,1152.64475,180.8418
5,13.75,63.3,-1.2465,1189.0025,158.72855
5,14.25,62.55,-0.978,1100.848,177.9437
5,14.75,63.75,-0.5967053,1140.551,163.383525
5,15.25,62.05,-0.845,1107.951,141.73635
5,15.75,62.6,-0.922,1044.236,133.8838
5,16.25,61.75,-0.77125,969.16615,125.2975
5,16.75,63.65,-1.18775,871.97575,116.60105
5,17.25,63.9,-1.187,762.5821,104.5661
5,17.75,64.6,-1.43575,708.2986,96.6510325
5,18.25,64.9,-1.671,594.0118,89.187285
5,18.75,66.3,-1.73725,487.4091,79.985565
5,19.25,65.8,-2.07625,417.4829,69.9509825
5,19.75,66.7,-2.04525,335.3227,60.1575175
5,20.25,68.1,-2.2675,273.1429,51.7788525
5,20.75,69,-2.40475,196.7941,43.51377
5,21.25,70.425,-2.751,130.0445,33.1143
5,21.75,71.8,-3.11,97.91625,27.12203
5,22.25,74.67454,-3.04,69.39096,19.14627
5,22.75,77.7,-3.086,43.25528,12.76835
5,23.25,77.825,-3.151,29.28201,7.81213
5,23.75,79.8,-3.21,18.29227,3.995009
6,0.25,75.4,2.17225,22.8555875,1.731814
6,0.75,77.15,1.83475,18.1385675,1.423908
6,1.25,79.25,1.52425,15.9001,1.170328
6,1.75,79.95,1.14825,15.8498075,1.203395
6,2.25,79.6,0.80375,17.85718,1.370448
6,2.75,80.3,0.7395,20.9408325,1.656337
6,3.25,80.75,0.53975,29.03284,2.276487
6,3.75,80.2,0.57675,38.809035,2.907627
6,4.25,79.4,0.50625,50.9480975,4.015715
6,4.75,78.4,0.6485,72.9402075,5.807609
6,5.25,75.55,0.8205,96.449975,7.406857
6,5.75,73.75,0.9615,116.212575,8.926938
6,6.25,71.5,0.878,134.6579,10.78172
6,6.75,69.5,1.101,172.167225,13.40728
6,7.25,66.25,1.4985,203.592875,15.98053
6,7.75,63.25,1.701,255.111875,19.69167
6,8.25,60.65,1.92225,312.198575,24.59687
6,8.75,58.35,2.30025,352.4568,26.70598
6,9.25,56.3,2.694,373.0447,30.3917625
6,9.75,54.775,3.09925,428.33375,34.64672
6,10.25,53.9,3.298,475.0247,38.04554
6,10.75,52.175,3.623,521.8968,39.97403
6,11.25,50.4,4.065,568.1092,43.1126
6,11.75,49.35,4.3515,604.7626,46.06174
6,12.25,47.75,5.076,634.048625,47.047465
6,12.75,46.35,5.529,664.043775,51.39807
6,13.25,45.6,5.982,657.1141,52.13338
6,13.75,45.05,6.343,699.809875,52.71878
6,14.25,44.325,6.988,676.8134,54.7072
6,14.75,43.3,7.5705,663.73285,51.668755
6,15.25,42.6,7.928,616.297725,47.479905
6,15.75,42.5,8.115,614.4604,47.66883
6,16.25,42.475,8.28,562.02525,42.648355
6,16.75,43.35,8.55,517.9287,40.419215
6,17.25,44.15,8.51,479.42455,36.074955
6,17.75,45.75,8.35,424.48975,31.764995
6,18.25,45.25,8.07,364.3288,27.45672
6,18.75,45.95,7.875,302.5823,23.171965
6,19.25,48.75,7.848,266.88115,19.678605
6,19.75,49.325,7.415,221.7727,17.055655
6,20.25,51.075,7.065,189.95905,14.86772
6,20.75,52.625,6.599,155.4593,12.03777
6,21.25,55.625,6.101,131.38565,10.36167
6,21.75,59.475,5.678,97.419305,7.398811
6,22.25,62.275,5.13,75.43448,5.859637
6,22.75,67.05,4.714,57.48835,4.4832155
6,23.25,69.975,4.246,44.04024,3.283047
6,23.75,73.175,3.283,29.74229,2.375041
7,0.25,76.3,7.36,8.672871525,0.573185
7,0.75,77.3,6.797,6.26889475,0.4063337
7,1.25,78.25,6.6405,4.65721575,0.3301358
7,1.75,79.35,6.45125,4.52820375,0.3115066
7,2.25,80.5,6.20175,5.2911385,0.35630375
7,2.75,79.7,6.03675,7.0498045,0.46544375
7,3.25,79.58868,5.9185,10.7931075,0.66590305
7,3.75,80.075,5.83475,14.8673575,0.984355435
7,4.25,79.6,5.982,23.2716675,1.41858825
7,4.75,79.475,6.097,34.8012575,2.2787245
7,5.25,79.2,6.299,49.154045,3.1063615
7,5.75,77.675,6.54125,68.001635,4.38386475
7,6.25,75.275,6.91875,95.85866,6.04083725
7,6.75,72.35,7.079,112.4712375,7.33682075
7,7.25,70.475,7.37375,145.910675,9.34247
7,7.75,67.675,7.518,183.7422,11.542285
7,8.25,66.675,7.9045,196.671425,13.1494775
7,8.75,64.875,7.957,255.26215,16.583915
7,9.25,62.1,7.9855,286.6759,18.732365
7,9.75,59.35,8.28,344.315275,21.465325
7,10.25,57.8,8.625,356.012325,23.4572625
7,10.75,56.225,8.865,384.68615,25.874535
7,11.25,54.2,9.27,420.5056775,28.2415855
7,11.75,52.35,9.6875,452.7951525,30.580282
7,12.25,51,9.96,474.462975,32.66703925
7,12.75,49.525,10.4825,507.895235,33.92922
7,13.25,47.775,11.0125,538.309575,35.17924
7,13.75,47.05,11.255,516.1734,33.329355
7,14.25,46.225,11.2225,505.112125,32.9828175
7,14.75,45,11.435,506.621375,33.385365
7,15.25,43.975,11.8725,490.95195,32.61603
7,15.75,43.975,11.805,493.7527675,31.130255
7,16.25,44.275,12.14,448.6159,28.733795
7,16.75,44.5,12.115,396.222875,26.078725
7,17.25,44.9,12.0375,361.159375,23.0995675
7,17.75,45.8,12.045,318.987975,20.55290175
7,18.25,46.55,11.885,277.84485,18.334655
7,18.75,47.3,11.7725,257.596725,16.70906
7,19.25,48.7,11.645,215.542575,14.253488
7,19.75,49.75,11.4975,177.350825,11.613975
7,20.25,52.65,11.24,139.36235,9.261367
7,20.75,56.25,10.975,113.911725,7.287341425
7,21.25,59.45,10.5275,91.8533375,5.70913925
7,21.75,62.9,10.04654225,64.378475,4.1775255
7,22.25,66.2,9.505,45.91862,2.96760075
7,22.75,68.55,8.82,31.57415,2.10780025
7,23.25,71.8,8.3025,20.4163175,1.29857725
7,23.75,74.85,7.67025,12.6425225,0.815707925
8,0.25,81,2.74425,0.03412961,0.02718288
8,0.75,82.175,2.4635,0.0157651,0.02567436
8,1.25,82.375,2.1325,0.009440181,0.021690435
8,1.75,84.225,1.99725,0.007932346,0.02121792
8,2.25,84.5,1.82025,0.01507341,0.0271499725
8,2.75,84.375,1.879992775,0.03515722,0.034096165
8,3.25,84.225,1.8415,0.06123791,0.049961935
8,3.75,84.975,1.6965,0.1285917,0.07115711
8,4.25,84.225,1.5565,0.3795855,0.1252059
8,4.75,85.075,1.5005,1.603908,0.190052875
8,5.25,85.55,1.4135,5.670268,0.4322506
8,5.75,85.3,1.323,15.1581,1.080672
8,6.25,84.25,1.447,29.945,1.968299
8,6.75,83.85,1.81975,46.483729,3.186448
8,7.25,83,2.07125,67.59299,4.587897
8,7.75,80.425,2.22725,93.38766,6.200439
8,8.25,78.675,2.47175,126.6445,8.244
8,8.75,75.55,2.84425,161.02015,10.616585
8,9.25,72.275,3.066,196.1418,12.84087
8,9.75,68.425,3.496,243.5931,15.4981925
8,10.25,66.95,3.6525,273.811975,17.9684375
8,10.75,64.925,4.05525,303.74765,19.9113
8,11.25,62.325,4.353182575,319.62925,20.7418775
8,11.75,60.775,4.847,354.231425,23.1213325
8,12.25,59.375,5.08475,359.549175,23.6199
8,12.75,58.725,5.43125,367.4993,23.434435
8,13.25,57.95,5.80775,377.4549,23.680855
8,13.75,56.825,6.0115,392.4468,23.888695
8,14.25,56.625,6.097,376.97135,23.91807
8,14.75,54.975,6.33825,361.7615,22.083105
8,15.25,54.7,6.519,331.498025,22.051245
8,15.75,53.4,6.699,322.88855,20.9488775
8,16.25,52.2,6.716,296.00135,18.558695
8,16.75,52.3,6.607,267.893375,16.7351625
8,17.25,53,6.701,233.0852,14.9585025
8,17.75,54.4,6.666,200.803825,12.65793
8,18.25,56.4,6.403,172.729175,11.2360475
8,18.75,57.7,6.263,142.09945,9.4666375
8,19.25,59.1,5.93,119.3302,7.4676095
8,19.75,61.8,5.749,82.044585,5.44498825
8,20.25,66.7,5.418,60.08432,3.86734075
8,20.75,70.5,4.87,39.69035,2.40272525
8,21.25,74.1,4.499,21.09664,1.38291125
8,21.75,76.5,3.934,8.98671325,0.600240375
8,22.25,78.8,3.611,2.8075975,0.2378265
8,22.75,80.7,3.417,0.5742334,0.1235591
8,23.25,81.7,3.124,0.172152425,0.087828325
8,23.75,81.9,2.852,0.05050087,0.053753425
9,0.25,83.05,-1.9815,-0.05377463,0.033954285
9,0.75,83.5,-2.133,-0.05685279,0.0215784075
9,1.25,83.65,-2.281,-0.05636475,0.03342958
9,1.75,84.2,-2.37,-0.06122097,0.028009465
9,2.25,83.4,-2.4265,-0.057938,0.033992785
9,2.75,83.15,-2.5155,-0.05918737,0.0327285825
9,3.25,84.25,-2.7105,-0.06257571,0.0379198175
9,3.75,84.2,-2.476,-0.06384149,0.0353526025
9,4.25,84.05,-2.6225,-0.06797883,0.0403418475
9,4.75,84.2,-2.7415,-0.06129715,0.0414755075
9,5.25,84.35,-2.73,-0.03418306,0.037638085
9,5.75,84.85,-3.0115,0.103459,0.066290895
9,6.25,85.25,-3.1555,0.9526057,0.1595043
9,6.75,84.45,-3.2335,4.546744,0.4798079
9,7.25,84.5,-3.1465,13.53333,1.884713
9,7.75,83.3,-2.8525,31.97097,3.401824
9,8.25,81.75,-2.46,52.79259,5.742297
9,8.75,81.55,-2.257,84.24482,8.893895
9,9.25,79.625,-1.984,116.06895,11.831015
9,9.75,78.6,-1.89675,155.809475,15.72537
9,10.25,74.975,-1.5565,193.5665,19.3750075
9,10.75,72.6,-1.31925,223.746775,22.1066425
9,11.25,71.325,-1.04525,258.252075,24.06893
9,11.75,69.4,-0.80925,280.6176,26.1791
9,12.25,66.9,-0.562,301.004,25.78988
9,12.75,65.05,-0.41525,313.303775,25.83902
9,13.25,63,-0.3765,305.2898,24.14255
9,13.75,60.8,-0.2995,311.2758,24.85138
9,14.25,60.55,-0.236,309.3471,25.24581
9,14.75,60.525,-0.05475,283.644025,22.97248
9,15.25,60.675,-0.01675,267.347575,21.307775
9,15.75,60.575,-0.03675,230.545875,19.5797925
9,16.25,60.9,0.0105,199.1633,17.7078
9,16.75,62.65,-0.056,169.9464,14.80077
9,17.25,63.9,-0.1555,137.2022,14.23075
9,17.75,65.05,-0.206,111.7198,9.888718
9,18.25,67.925,-0.395,72.73121,7.12355125
9,18.75,70.7,-0.6695,43.3049175,4.492632
9,19.25,72,-0.70175,23.23465,2.61717475
9,19.75,74.95,-0.82275,9.299536,0.900398725
9,20.25,76.85,-1.0155,2.389868,0.2088217
9,20.75,78.925,-1.1545,0.312363475,0.064001975
9,21.25,80.7,-1.1835,0.0315035075,0.04187836
9,21.75,81.2,-1.45125,-0.0216825725,0.0204505675
9,22.25,82.625,-1.43025,-0.04711906,0.03443523
9,22.75,83.15,-1.67625,-0.0541936275,0.027082505
9,23.25,83.65,-1.78825,-0.05424359,0.02709404
9,23.75,84.2,-1.943,-0.052990685,0.027188265
10,0.25,84.7,-10.57,-0.2338024,0.05790682
10,0.75,84.9,-10.33,-0.2349199,0.048897825
10,1.25,83.5,-10.47,-0.2348173,0.058959505
10,1.75,82.8,-10.32,-0.2349774,0.07399453
10,2.25,82.5,-10.2,-0.2338701,0.06773413
10,2.75,81.7,-10.37,-0.23415735,0.07083954
10,3.25,81.9,-10.52,-0.2312179,0.0634612075
10,3.75,82.4,-10.19,-0.2294337,0.068489435
10,4.25,83,-10.45,-0.23320175,0.07468541
10,4.75,81.325,-10.2875,-0.2335457,0.06513777
10,5.25,82.3,-10.1225,-0.2326023,0.069279005
10,5.75,79.775,-10.265,-0.2328778,0.0588512575
10,6.25,82.45,-10.45,-0.2309492,0.07184934
10,6.75,81.55,-10.4875,-0.22913,0.0533733275
10,7.25,79.85,-10.4525,-0.21414045,0.177053225
10,7.75,80,-10.11,-0.024150625,0.327622925
10,8.25,80.6,-10.2675,0.343487875,1.3070495
10,8.75,79.725,-10.27,3.00957725,4.97479525
10,9.25,79.225,-10.3475,10.94927,17.92714
10,9.75,78.9,-10.295,28.751455,43.8402925
10,10.25,81.175,-10.1625,48.5082975,69.910385
10,10.75,79.725,-10.01,73.7905475,115.523475
10,11.25,77.375,-9.95,96.359725,142.6021
10,11.75,78,-9.455,110.9818,169.4893
10,12.25,77.55,-9.075,128.10645,188.4187
10,12.75,75.7,-9.285,139.3322,214.225425
10,13.25,76.95,-9.3525,128.10895,224.545675
10,13.75,79,-9.365,132.935325,201.53645
10,14.25,79.9,-9.39,138.7425,184.9592
10,14.75,78.1,-9.27,109.8232,162.07405
10,15.25,78.4,-9.54,88.93485,145.2644
10,15.75,77.5,-9.67,73.96796,107.1297
10,16.25,79,-9.82,43.612465,73.25338
10,16.75,80.1,-9.98,24.707655,44.4226
10,17.25,80.6,-10.02,8.9626065,19.977075
10,17.75,81.1,-10.22,2.8634265,5.7357235
10,18.25,83.575,-10.355,0.192403875,1.401045
10,18.75,83.25,-10.29,-0.03069933,0.2996514
10,19.25,82.5,-10.22,-0.2190679,0.1362719
10,19.75,83.35,-10.165,-0.2418326,0.062483435
10,20.25,83.15,-10.07,-0.2416749,0.04419385
10,20.75,83.3,-9.99,-0.2419953,0.04587543
10,21.25,84.6,-10.16,-0.2407958,0.04563875
10,21.75,85.3,-10.15,-0.2419587,0.034033655
10,22.25,85.45,-10.455,-0.2419239,0.05382557
10,22.75,85.175,-10.42,-0.2420457,0.04780548
10,23.25,84.8,-10.46,-0.241033,0.04468978
10,23.75,84.95,-10.265,-0.2319506,0.0463618225
11,0.25,72.225,-22.6475,-0.246242825,0.124263
11,0.75,71.575,-22.37,-0.241397775,0.1114401
11,1.25,71.45,-22.65,-0.2441292,0.1029260875
11,1.75,70.375,-23.52,-0.2406504,0.0906023
11,2.25,70,-23.4775,-0.24127845,0.1094566
11,2.75,70.675,-23.5625,-0.2402484,0.1165592
11,3.25,70.7,-23.4025,-0.24013035,0.1226325
11,3.75,70.325,-23.255,-0.23701395,0.1261917
11,4.25,71.425,-23.215,-0.242193825,0.1080377
11,4.75,69.85,-23.2175,-0.24314235,0.1111808
11,5.25,69.2,-22.8775,-0.2374632,0.0901079125
11,5.75,70.175,-22.73,-0.237204925,0.097626095
11,6.25,70.025,-23.02,-0.241187825,0.0941067775
11,6.75,70.1,-23.3425,-0.24005605,0.09614511
11,7.25,68.85,-23.73,-0.237603175,0.10378285
11,7.75,69.925,-23.6,-0.240550325,0.088333555
11,8.25,69.575,-23.24,-0.24111585,0.099456595
11,8.75,69.85,-23.495,-0.233281975,0.15656685
11,9.25,69.925,-22.84,-0.026809505,0.202739425
11,9.75,70.375,-23.025,0.0290743225,0.46173805
11,10.25,70.725,-23.4925,0.83487395,1.181066
11,10.75,70.7,-23.4925,4.61107775,4.831513
11,11.25,72.2,-23.9575,11.73792,11.9541975
11,11.75,71.125,-23.75,21.0191675,21.1671175
11,12.25,71.65,-23.1725,33.5776925,31.730145
11,12.75,71.8,-23.525,44.479415,40.353705
11,13.25,70.575,-23.25,43.8762175,42.13721
11,13.75,70.625,-24.1,42.5116125,39.9447025
11,14.25,71.125,-23.41,36.668285,33.4656975
11,14.75,71.1,-22.86,23.5920075,23.1141175
11,15.25,70.3,-22.63,12.7706975,12.909535
11,15.75,71.3,-22.52,4.76198425,5.00582675
11,16.25,71.7,-22.52,0.95080975,1.2916705
11,16.75,71.5,-21.63,0.04141422,0.3952813
11,17.25,71.8,-21.49,-0.0308613725,0.183703375
11,17.75,72.5,-21.64,-0.231637325,0.13601315
11,18.25,71.85,-22.4425,-0.242089075,0.1534016
11,18.75,71.925,-22.91,-0.2453094,0.1546598
11,19.25,71.575,-23.8775,-0.244517425,0.1682536
11,19.75,72.6,-23.6575,-0.2432704,0.1561409
11,20.25,72.175,-23.97,-0.245213575,0.168877225
11,20.75,71.85,-23.51,-0.2440394,0.15391265
