DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,T_CANOPY,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,FC,NEE,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF,PPFD_IN,PPFD_OUT,NETRAD,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_A,TS_1_2_1,TS_1_2_2,TS_1_2_A
1,0.25,4.65115,1.0281,0.95305,0.45795,6.9155,6.084,97.95,99.11685,12.3764,0.60925,436.7791025,9.26204,1.0005875,1.0005875,5.65338000000001,42.2731,0.4290525,27.4565,1.3396,332.7,335.95,3.147,8.08,8.08,1.38105,0.2395,0.429,0.775,0.172,0.40385,6.77865,6.6365,6.7062,7.25835,7.3172,7.289925
1,0.75,5.5779,1.29925,0.8971,0.5739,6.9485,6.101,98.05,99.11865,11.74426,1.052435,421.839775,9.52818,3.398545,3.398545,11.02794,30.02663,0.576175,27.4565,1.82525,334.35,336.9,2.6995,8.08,8.08,1.17405,1.1945,1.7655,1.6745,1.019,1.41335,6.7078,6.5451,6.63135,7.24935,7.27905,7.26535
1,1.25,5.0614,1.1777,1.01835,0.5478,6.8555,6.567,98.1,99.1143,13.15981,0.504755,424.458475,9.6782875,2.0509125,2.0509125,26.39418,26.761445,0.5118,27.4565,1.0284,338.6,340.1,2.5225,8.08,8.08,1.9625,2.426,3.6645,2.615,2.2645,2.7425,6.6528,6.4678,6.5695,7.23605,7.2388,7.237875
1,1.75,5.0294,1.12925,1.0846,0.53675,7.097,7.1495,98.05,99.1226,12.311485,0.7761525,425.000055,10.0214375,1.989275,1.989275,9.03537499999999,29.193575,0.500775,27.4565,1.4511,340.55,341.55,3.072,5.3323,8.08,1.69995,3.429,5.129,3.582,3.633,3.9433,6.60595,6.43525,6.52515,7.21905,7.19145,7.20525
1,2.25,6.06245,1.35985,0.94435,0.5789,7.238,7.2675,98.25,99.13385,10.15031,1.824095,423.7370675,10.24354,2.45594,2.45594,12.5865375,25.66559,0.5529,27.4565,1.3218,342.15,342.8,2.3425,7.898,8.08,2.15835,4.2745,6.732,5.244,4.6245,5.11965,6.57865,6.4459,6.514125,7.19625,7.14305,7.16965
1,2.75,7.06955,1.43075,1.0004,0.674,7.3735,7.344,98.1,99.1384,9.72895,1.55225,425.548455,10.480845,2.2716,2.2716,15.19425,27.74136,0.662975,27.4565,1.246475,343.75,344,2.8925,7.583,7.832,5.40914999999999,5.154,7.441,5.853,5.5035,5.944,6.56615,6.4762,6.521525,7.17085,7.09235,7.1316
1,3.25,6.8859,1.4281,1.1216,0.68885,7.526,7.45,98.25,99.1329,10.2788,1.3766,426.3855,10.38474,3.36396,3.36396,20.759055,57.36441,0.68235,27.4565,1.3626,344.75,345.1,3.267,3.9925,4.04,5.50044999999999,5.181,7.268,5.3895,6.025,5.96585,6.5668,6.5128,6.5398,7.14315,7.03805,7.0906
1,3.75,6.8043,1.4389,1.00445,0.6863,7.7825,7.794,98.45,99.13685,11.61462,1.1047925,426.885795,10.23554,2.64455,2.64455,17.7639,25.75365,0.648085,27.4565,1.40595,345.2,346.15,2.5885,4.04,4.04,3.1261,5.859,8.1855,6.205,6.7685,6.6441,6.57405,6.55305,6.56355,7.1112,6.9819,7.04655
1,4.25,6.44185,1.90125,1.2698,0.6971,7.924,8.1,98.55,99.1287,11.96211,1.1553,431.1561,10.03598,2.73151,2.73151,15.189925,34.07645,0.713655,27.4565,1.16845,346.15,347.05,2.9135,4.05089999999999,4.04,5.96925,7.017,9.8355,7.646,7.7525,8.06275,6.58885,6.5971,6.592975,7.0787,6.926,7.00235
1,4.75,5.9684,1.4668,1.257,0.6588,8.09,8.33,98.3,99.13145,13.709735,1.2875625,431.86896,10.16054,7.76819999999999,7.76819999999999,15.101645,75.1159999999999,0.726675,27.4565,1.2108,346.6,347.85,3.5245,1.24845,4.04,2.96485,8.7805,10.9955,9.0275,9.1725,9.494,6.61065,6.6446,6.627625,7.0442,6.8677,6.954575
1,5.25,5.29465,1.2084,0.82675,0.5563,8.0655,8.3055,98.3,99.149,15.882745,1.347555,468.212975,11.3936,1.97365,1.97365,67.31356,21.528925,0.61919,27.4565,1.3315,347.05,347.8,2.4475,0.0225,4.04,1.02285,5.7315,6.675,5.39,6.0765,5.86135,6.63505,6.69415,6.6646,7.0077,6.83495,6.9084
1,5.75,5.36936,1.2037575,1.44755,0.8666,8.0705,8.3005,98.35,99.1609,9.955135,1.620855,435.0527075,11.48319,1.3279225,1.3279225,38.5459,20.142635,0.57997,27.4565,1.69655,347.45,347.65,2.882,0,4.0625,0.1574,3.728,5.8975,3.7705,5.098,4.61085,6.6681,6.7392,6.70365,6.96965,6.80445,6.858725
1,6.25,4.8206575,1.0307425,0.967785,0.5185075,8.109,8.357,98.3,99.18115,10.10173,1.39438,430.453685,11.558765,2.99811,2.99811,59.898905,18.90374,0.476545,27.4565,1.262525,347.75,347.95,2.706,0,4.3315,0.0940499999999998,3.5355,6.3225,3.9135,5.3225,4.7735,6.69335,6.77645,6.7349,6.9297,6.77175,6.807
1,6.75,5.401385,1.1771175,0.82863,0.5203175,8.17,8.425,98,99.20345,10.229485,1.228965,431.53161,11.5693175,1.3311325,1.3311325,80.569735,25.35494,0.5045775,27.4565,1.38825,347.85,348.05,2.499,0,4.399,0.730799999999999,3.874,6.729,3.814,5.793,5.0525,6.71865,6.81005,6.76435,6.89075,6.73805,6.7746
1,7.25,5.4383925,1.188015,0.86398,0.548815,8.18,8.36,97.85,99.22965,10.200465,0.86094,431.3093175,16.23491,1.37403,1.37403,63.4459899999999,18.46325,0.529725,27.4565,1.5064,347.2,347.85,3.117,1.1445,4.98822499999999,0,3.9475,6.634,3.751,5.9875,5.08,6.7435,6.8384,6.79095,6.84935,6.72965,6.75075
1,7.75,5.4380225,1.4135225,0.9602,0.7142,8.235,8.385,98,99.2424,10.2086625,0.89781,431.4114,14.544585,0.88417,0.88417,102.6263275,16.409055,0.8231175,27.669,10.624,347.05,348,24.585,45.63,7.5865,4.03795,3.948,6.5565,3.7625,5.9795,5.0616,6.7616,6.85315,6.807375,6.8075,6.735,6.72875
1,8.25,6.1550425,1.29328,0.9433,0.5623,8.2,8.445,97.9,99.2672,10.22351,1.0326825,433.98765,14.0582,2.22424,2.22424,11.9648,35.72084,0.55193,108.25,27.14,346.25,348.45,62.87,181.95,33.695,43.90375,4.243,7.356,4.3425,6.231,5.5431,6.774,6.8524,6.8132,6.77125,6.7414,6.719725
1,8.75,6.119745,1.38206,1.11245,0.6431,8.3,8.66,97.4,99.2911,10.24847,1.0584475,428.42075,13.9746,2.5514,2.5514,35.2105,43.5716875,0.64622,198.85,43.915,346.15,349.85,97.1,407.35,51.04,102.926,5.4435,10.059,5.7015,7.536,7.185,6.7795,6.85,6.81475,6.75885,6.74545,6.72335
1,9.25,6.6688125,1.44215,1.8441,0.7205375,8.57,9.03,96.65,99.3048,10.45423,1.0255525,422.563,15.0319,4.32875,4.32875,67.6888375,53.8977875,0.7378975,282.6,63.27,346.75,352.05,122.85,636.15,75.395,139.463045,7.628,14.625,7.881,10.1655,10.07485,6.78175,6.8454,6.813575,6.7447,6.75105,6.728
1,9.75,7.05199,1.47511,1.18499,0.66415,10.15,10.755,96.6,99.3425,11.33407,1.225805,421.025465,15.24646,1.7035625,1.7035625,102.549825,136.1441,0.62948,373.1,76.79,347.8,359.1,199.25,804.2,94.75,209.1135,33.93,31.505,29.52,26.12,30.26875,6.78785,6.86185,6.82485,6.727,6.75795,6.732575
1,10.25,7.4300025,1.6282725,1.267175,0.6873925,12.52,13.235,95.9,99.37885,13.600255,1.223105,418.4043375,15.9218,2.176495,2.176495,146.54025,180.71911,0.703215,454.55,89,348.35,374.2,197.1,959,108.95,272.915,56.7,55.455,55.57,61.435,56.27625,6.8005,6.94145,6.870975,6.7129,6.7634,6.73815
1,10.75,7.28828,1.5143925,1.56825,0.67315,14.15,15.31,95.25,99.3772,15.148365,1.20293,416.12629,16.084715,3.2059025,3.2059025,178.3357325,139.99534,0.66961,524.3,102.7,347.95,387.85,223.9,1108,127.6,326.810055,68.46,82.44,70.155,79.885,71.15875,6.84265,7.0628,6.952725,6.71905,6.7683,6.743675
1,11.25,7.2768,1.9532,1.3684,0.669705,15.91,17.305,94.2,99.35275,16.6185875,1.10563,414.148,14.9246625,3.20598,3.20598,183.558975,157.0909375,0.68625,572.3,108.4,346.7,400.45,279,1201,133.6,362.064955,86.2,102.9,78.33,95,84.815,6.9011,7.24855,7.074825,6.7246,6.77505,6.749825
1,11.75,7.8227,1.6663,1.47765,0.70205,17.12,18.41,93.45,99.305,17.739875,1.0810575,411.6287375,14.5081225,1.9709475,1.9709475,211.197725,186.9952625,0.6986,612.5,113.45,347.05,408.1,224.95,1280,128.15,391.845,87.1,113.6,83.75,104.75,90.925,6.99165,7.52185,7.25675,6.7306,6.78305,6.756825
1,12.25,7.7808,1.6014,1.4008,0.6968,18.285,19.59,91.9,99.2542,18.6449525,0.745805,463.9238,11.4679625,2.175975,2.175975,212.0883,199.5968075,0.68295,634.45,116.55,345.85,416.2,268.1,1324,129.15,407.095,79.79,120.35,78.74,99.25,87.65,7.1237,7.84635,7.485025,6.73805,6.79545,6.76675
1,12.75,8.4456,1.77005,1.45445,0.7114,19.465,21.095,90.75,99.17735,19.61984,0.6755875,413.825355,11.62384,2.617345,2.617345,221.386,228.812185,0.70305,647,119.55,345.6,425.2,241,1337,136.15,415.615,83.985,121.7,80.785,106.9,90.96875,7.28715,8.1925,7.742325,6.74705,6.8108,6.778925
1,13.25,8.96475,1.73795,1.59575,0.7026,20.145,21.515,91.9,99.1435,20.434065,0.6967525,461.63005,11.6534575,3.473675,3.473675,235.8449,236.1669125,0.70775,630.5,118.15,346.8,427.25,265.95,1307.5,138.7,402.96,89.5,122.8,83.71,113.55,96.2025,7.46665,8.4855,7.985575,6.7576,6.83715,6.797375
1,13.75,9.00385,1.6726,1.51575,0.70335,20.489,21.7165,93.9625,99.1086625,20.82255,1.43075,484.51885,11.7199825,3.22944,3.22944,203.48665,246.5225725,0.7256,614.2625,114.9125,347.14,427.9175,257.68,1281.725,137.515,390.865,90.4225,120.93,81.7515,107.8875,92.89725,7.630675,8.86975,8.1827875,6.770625,6.866075,6.81835
1,14.25,8.6192,1.58385,1.7543,0.7138,20.9635,22.068,93.1225,99.1141075,21.2810875,0.7147725,415.1528125,11.622765,3.71948,3.71948,195.366785,216.988835,0.68085,584.6875,107.455,342.865,429.43,267.0575,1220.85,130.4325,367.47,82.81325,113.75,73.49875,100.5375,86.457375,7.765075,9.28775,8.4173625,6.78805,6.904025,6.8460375
1,14.75,8.6465,1.8404,1.5022,0.72955,21.47675,22.297,91.2525,99.10983,21.8343,0.833375,432.88621,11.4853375,6.25608000000001,6.25608000000001,156.1629725,263.39652,0.7376,510.155,97.6125,345.0125,428.8425,191.43,1067.85,125.6875,305.736,71.5215,97.4225,65.97325,78.7295,75.1924375,7.8628,9.592,8.6926,6.8056,6.9508,6.8782
1,15.25,8.40235,1.6412,1.4536,0.73495,21.9125,22.075,90.595,99.15931,22.00314,1.807315,414.132895,11.5800675,3.8242,3.8242,137.66752,192.516875,0.7011,438.6325,84.65,355.385,425.9625,152.41,912.5,122.2875,249.194,60.92725,76.4605,57.87175,58.69825,61.809875,7.9988,9.772,8.8854,6.8306,6.9978,6.9142
