DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,5.25,0.20208,0.073573559,0.0071321305,-23.55453262,-23.74801832,-24.77894305,-24.96656406,77.49143785,78.83712862,77.245001,77.8922239,99.0970376,-3.1717868325,-3.190384615,-2.944076642,-2.095583596,-0.3441643795,0,214.5457379,218.9400644,0.111153902,-3.4588709095,-0.1568543585,0.6206545,0.3673345,0.3278985,0.1603035,0.234467,-0.060439085,-0.283327606,392.864,445.92,394.052,445.96,2012.435513,1911.21,2023.960728,1915.3113105,2094
1,5.75,0.20667,0.079413147,0.008299548,-23.672491715,-23.91100831,-24.920322345,-24.98601227,77.81789638,79.062,77.41,77.79364303,99.10184184,-3.107912145,-3.1578327,-2.933333333,-2.0954258675,-0.306480921,0,213.0467002,217.6682906,0.120663063,-6.7523421695,-0.133356046,0.647452,0.375191,0.326364,0.168302,0.319355,0.085808907,-0.289817016,392.408,446,393.488,446,2011.5270585,1914.54,2005.382129,1915.4614905,2092.5
1,6.25,0.20208,0.0697365975,0.004171045,-23.5625,-23.64746978,-24.8755,-25.1346135,77.57238875,78.89892829,77.28109404,77.781,99.106624,-3.1142444475,-3.1635555325,-2.923225073,-2.095583596,-0.405208964,0,213.3682578,217.3719868,0.116845185,-3.882991342,-0.165332637,0.5957865,0.3576645,0.3089255,0.1466325,0.271902,0.04678005,-0.5121250575,390.976,445.96,391.932,446,2010.5455725,1908.717548,2009.053999,1912.4314075,2090.5
1,6.75,0.20417,0.068484721,0.00417042,-23.47051438,-23.5651716,-24.514305665,-24.9291445,77.83156097,79.24637797,77.3573488,77.93745283,99.09447908,-3.174345,-3.191346154,-2.927325,-2.095583596,-0.3171198855,0,213.9930952,218.4769861,0.115545731,-3.593750505,-0.195327974,0.648382,0.3709165,0.318935,0.156548,0.2885,-0.073446995,0.29427332,392.056,445.96,393.388,446,2016.22521,1909.96798,2012.977071,1915.6862995,2093
1,7.25,0.20542,0.06660847,0.00429617,-23.43426476,-23.54604507,-24.668,-24.847198505,77.996,78.8439924,77.56737638,77.885225,99.0908,-3.174,-3.1908653845,-2.9825999175,-2.095268139,-0.365838886,0,214.0056489,217.6077908,0.1123208745,-4.038615148,-0.170615473,0.69468,0.399361,0.3303405,0.1637055,0.2681935,0.074345681,0,392.692,446,393.636,446.04,2018.596437,1913.016993,2020.833741,1919.1897955,2092
1,7.75,0.20625,0.070987223,0.00663163,-23.44631997,-24.02898131,-24.607903045,-24.965925665,77.982,79.2175248,77.694,78.27720348,99.09447908,-3.1814918925,-3.191346154,-2.90835,-2.095583596,-0.3126269535,0,212.6552528,218.1300519,0.118352651,-3.733017722,-0.208567234,0.612512,0.369597,0.314097,0.159842,0.216178,0.0533014815,0.3661284055,390.752,446,391.576,446.08,2000.562471,1917.79,1997.003444,1921.2925895,2086
1,8.25,0.20458,0.082748982,0.006590339,-23.391,-23.807339835,-24.434,-24.92455137,77.881,79.25222116,77.851,78.4,99.11287908,-3.1764375975,-3.19375,-2.840952381,-2.0954258675,-0.291091593,0,212.8810285,218.6342731,0.11237264,-2.7992727205,-0.04417034,0.601037,0.396047,0.32157,0.154743,0.299494,0.076221693,0.442117852,390.716,446,391.992,446.08,1980.0432265,1915.9512625,1924.6263455,1924.65,2091
1,8.75,0.208708667,0.075909644,0.0071319215,-23.35,-23.72050363,-24.424687955,-24.9876517,77.952,78.824,78.051,78.228,99.12024,-3.1892901,-3.195192308,-2.944575,-2.095583596,-0.299818292,0,212.5011399,217.876811,0.1035079805,-4.771177361,-0.0955054145,0.6187735,0.376849,0.3125045,0.1432755,0.2855735,0.029341366,-0.0729719305,391.252,446.16,392.052,446.2,2004.4650745,1896.4850745,2002.4998985,1901.8876525,2085.5
1,9.25,0.212299757,0.072197183,0.007257256,-23.4405,-23.93,-24.78782302,-25.102205615,77.897,78.97871897,77.482001,77.973,99.12392,-3.2043669,-3.193269231,-2.9505772035,-2.095583596,-0.207752877,0,212.6178962,217.0830645,0.114541559,-3.4148948305,-0.122221846,0.683869,0.392018,0.336582,0.161849,0.316726,0.13054151,-1.0958569495,390.632,446.2,392.136,446.28,2005.053011,1903.4786525,2006.1867195,1906.0785375,2081.5
1,9.75,0.208792125,0.0792041885,0.007507506,-23.5620005,-23.71720143,-24.812,-25.2034305,77.901,78.90113011,77.529,78.19787838,99.1368,-3.173322,-3.177884615,-2.937166219,-2.095268139,0,0.008233533,212.667916,217.8283443,0.1189981395,-3.978669067,-0.315699914,0.6749145,0.3969965,0.3165525,0.154205,0.2787815,-0.0100104135,-0.141902478,392.528,446.48,392.952,446.48,2009.976668,1908.373097,2007.938681,1908.308401,2075
1,10.25,0.21296292,0.071487723,0.005046295,-23.193,-23.916364455,-24.73689706,-25.09,77.965497825,79.014001,77.5180005,78.03058903,99.1368,-3.183234615,-3.1947115385,-2.979765,-2.095268139,0.57662023,1.17739521,212.949462,218.579843,0.0982037975,-3.016710128,-0.1232454025,0.6051295,0.359015,0.3147865,0.149197,0.291464,0.023314527,-1.26631458,391.772,446.68,393.996,446.68,2004.878659,1901.392124,2003.767146,1901.7455235,2069
1,10.75,0.213050508,0.067401138,0.00871684,-23.126766015,-23.88621632,-24.58781918,-25.2795,77.96187306,78.757755925,77.695499,77.941,99.14416,-3.244554,-3.1927884615,-2.870923846,-2.095268139,3.365233192,3.4841885565,211.6174902,218.0083251,0.137804153,-4.91344829,-0.2770228,0.740229,0.393014,0.328135,0.170725,0.249239,0.15391116,-0.437568993,392.548,446.84,394.48,446.88,1998.521819,1902.189149,2000.914945,1895.303293,2060
1,11.25,0.20875,0.074324303,0.007799673,-23.17271161,-23.97272012,-24.713379225,-25.330120295,77.82701843,78.643074125,77.732001,77.7731644,99.14048,-3.27343452,-3.193269231,-2.9092002805,-2.095268139,7.571518193,6.7335363025,213.4130842,218.3499451,0.1136922425,-4.466113403,-0.178146066,0.6318375,0.3659185,0.3029755,0.156125,0.2395755,0.018072274,-0.2872907,392.948,447.12,394.936,447.16,1998.704878,1898.486038,2000.124005,1898.399802,2060
1,11.75,0.224637092,0.088004649,0.011177842,-22.84166951,-23.6111498,-24.282001,-24.736303235,78.002,79.215997,78.115,78.20168085,99.1551632,-3.208005615,-3.159615385,-2.92077,-2.095583596,11.512009345,9.896329621,215.64827715,219.4271214,0.123983055,-2.164652849,-0.242221972,0.631705,0.395505,0.3152725,0.1627935,0.227456,0.030453047,-0.146006445,392.7,447.48,394.924,447.56,2005.122662,1887.04,1998.043649,1888.06529,2059
1,12.25,0.224115133,0.0994744545,0.0134722195,-22.176,-23.174001,-23.7095,-24.3295,78.4265,79.248999,78.428026095,78.36713152,99.16256,-3.24069264,-3.186538462,-2.914626201,-2.095583596,14.64617315,12.27498993,216.9881899,221.094057,0.113775817,-3.904608714,-0.266978339,0.647478,0.378105,0.305482,0.161376,0.260275,0.070472341,-0.590344607,393.104,447.96,395.184,448,1996.130971,1880.65185,2009.762516,1881.3489385,2051
1,12.75,0.229864842,0.105939043,0.017767764,-21.765339885,-22.678,-23.3605,-23.90811658,78.3311493,79.41993818,78.40255123,78.38493278,99.1736,-3.19305435,-3.189903846,-2.884761905,-2.095583596,16.37308298,13.5254519,220.44709375,223.4868353,0.108310437,-4.525513583,-0.151883354,0.619924,0.368316,0.2986005,0.154856,0.249826,-0.035335686,-0.290043205,392.78,448.4,395.04,448.52,2007.811024,1878.86,1993.99833,1879.77,2043
1,13.25,0.2597136475,0.125462938,0.0168918885,-21.647,-22.13011755,-23.16920012,-23.737,78.543968985,79.602,78.633,78.531,99.15888,-3.21126,-3.190384615,-3.023692278,-2.095583596,16.28732748,13.44238651,221.34209495,224.39708995,0.113073347,-3.562637024,-0.06798767,0.634391,0.37812,0.3137595,0.1662435,0.2757125,-0.0320234465,-0.148534275,392.424,449.08,394.328,449.12,2006.631952,1870.7218265,2010.267423,1877.2061225,2041
1,13.75,0.230205,0.1262512255,0.01693318,-21.0985,-22.01172699,-23.048,-23.43350258,78.4739995,79.82721595,78.7745,78.68089045,99.15704184,-3.217815,-3.189423077,-2.98149,-2.095583596,14.77936018,12.00151198,222.85061425,225.6044071,0.119700581,-3.434517689,-0.088502375,0.663353,0.376877,0.324544,0.1643205,0.225901,-0.12253421,-0.284325754,391.956,449.72,394.112,449.76,2001.094948,1876.12,2008.302304,1880.067487,2037
1,14.25,0.221239132,0.112278506,0.014264261,-20.9434143,-21.422,-22.616,-23.153999,78.75154208,79.67715593,79.09356738,78.72656903,99.15336,-3.204151275,-3.189423077,-3.0065011525,-2.095268139,11.59666869,9.376947181,221.943477,224.97342875,0.1065727435,-3.140386577,-0.0605765425,0.5898425,0.356395,0.2950485,0.1490835,0.262726,-0.0512435245,0,392.072,449.6,393.344,449.56,2013.501115,1871.594176,2000.201895,1878.328675,2037
1,14.75,0.2128955845,0.1058143305,0.015,-20.971,-21.59004875,-22.767,-23.337,78.73890542,79.823999,79.24411582,78.7288075,99.14784,-3.184648425,-3.116808904,-3.0214006905,-2.095268139,7.413058907,5.9938595015,219.8653603,225.24358215,0.094328406,-3.072532629,0.003245239,0.583966,0.333804,0.293971,0.140949,0.23147,-0.096707054,-0.143428083,393.608,449,393.86,448.92,1998.694696,1887,2011.937775,1882.918189,2036
1,15.25,0.207560039,0.083458442,0.009259257,-21.388,-22.098,-22.572,-23.544,78.8375529,79.7204798,79.053998,78.435999,99.1368,-3.20781,-3.1387399255,-2.92709758,-2.095268139,3.161114476,3.0349861055,219.91148135,225.2104123,0.1082073985,-3.147690246,-0.111369433,0.6109245,0.3940795,0.3158455,0.158951,0.2631,-0.077610702,-0.0465999438333334,394.5,448.4,393.456,448.36,1998.632933,1880.2,1996.432916,1880.8753035,2035.5
1,15.75,0.2068516035,0.079579564,0.006172421,-21.6285,-22.304,-23.198,-23.90669842,78.906798475,79.859998,79.045111165,78.463,99.12944184,-3.231168225,-3.1239231615,-2.997705,-2.095899054,0.349485161,0.78167515,219.0169071,224.77512815,0.097600614,-4.280943696,-0.354316671,0.5547355,0.3468745,0.2972005,0.145733,0.238915,-0.113625215,0.0502281953333333,393.4,447.88,394.484,447.92,1993.132076,1881.419071,1994.260657,1887.32,2035
1,16.25,0.201455,0.076076061,0.005255254,-22.071908465,-22.614,-23.51175567,-24.104,78.75929464,79.951,78.71027388,78.32900805,99.13864,-3.2636560125,-3.126603893,-2.886086439,-2.095583596,0,0,216.5927004,224.2919166,0.1190145285,-2.543041977,-0.0954256285,0.627529,0.378164,0.347871,0.1551795,0.241527,-0.085828326,0.1470563345,396.132,447.76,398.532,447.72,1999.6979925,1882.2,1994.6659545,1883.4,2037
1,16.75,0.20292,0.078412146,0.004254253,-22.12876315,-22.785001,-23.686222345,-24.0506615,78.832285845,79.86,78.513,78.01121498,99.1368184,-3.256322175,-3.069230769,-2.893838648,-2.095583596,-0.313143549,0,215.72115795,221.7052474,0.1101767005,-5.6997530815,-0.4538330965,0.6322705,0.3864275,0.3303345,0.151865,0.245796,-0.087690144,0.073686371,394.736,447.56,399.56,447.56,1997.4471055,1887.22,1995.1406,1887.26,2038
1,17.25,0.21333,0.0823323155,0.005671921,-22.368,-23.052213155,-23.84364195,-24.32,78.534,79.63064673,78.556,77.967178225,99.14485,-3.170301,-3.106735806,-2.929005763,-2.095583596,-0.3787703515,0,214.95280755,221.0266649,0.108023605,-5.846635649,-0.1431322185,0.59718,0.361078,0.298718,0.152631,0.272057,-0.047940876,0.215242001,395.2,447.52,396.008,447.48,1997.130356,1893.280908,1993.3281875,1898.659823,2038
1,17.75,0.2111096285,0.082832816,0.007549214,-22.53316266,-23.2901232,-23.792,-24.273,78.706,79.7015,78.426001,78.31067115,99.1413908,-3.17364,-3.125685349,-2.856945,-2.095268139,-0.3491823135,0,213.75626475,220.7745187,0.110608348,-5.9303766765,-0.095434682,0.684691,0.403187,0.326481,0.162459,0.330484,-0.047632856,0.2902841035,395.212,447.44,395.632,447.48,2003.852906,1892.2704875,1993.886308,1900.8904235,2045.5
1,18.25,0.2138569605,0.083333317,0.007674548,-22.49877522,-23.2414995,-23.75206544,-24.189476,78.502,79.5405,78.36,78.40566213,99.146,-3.115836795,-3.130769231,-3.011507107,-2.095268139,-0.3591762565,0,212.2552037,219.39599455,0.1151780535,-4.664236473,-0.066439838,0.6935855,0.393456,0.3317465,0.165352,0.253838,-0.122065208,0.7181270105,396.608,447.44,395.304,447.44,2000.435527,1892.8910925,1994.253092,1902.5827585,2054.5
1,18.75,0.21125,0.080788898,0.010010008,-22.65298804,-23.16314271,-23.937052305,-24.559,78.63095306,79.716001,78.337,78.004567975,99.13746148,-3.15825645,-3.118443372,-2.833164439,-2.095268139,-0.365838886,0,212.30209715,219.4115214,0.121470792,-4.8609183305,-0.168549074,0.714813,0.40153,0.328689,0.170315,0.276585,-0.069543059,0.2918767965,396.556,447.36,396.764,447.36,2000.0488,1904.131361,2007.128667,1902.312424,2056
1,19.25,0.22263509,0.0844179385,0.008550424,-22.585001,-23.35293792,-23.92084425,-24.63011389,78.747,79.219423705,78.06260899,77.94337055,99.14047954,-3.173958,-3.127214252,-3.077142857,-2.095583596,-0.357756259,0,213.3244569,218.74992615,0.108146483,-2.963691975,-0.137234929,0.654088,0.374813,0.324969,0.150206,0.277324,-0.058377108,0.5851083845,397.356,447.16,396.084,447.04,2008.013596,1902.386475,2009.305453,1905.067059,2057.5
1,19.75,0.214648815,0.0950118675,0.006965089,-22.55464081,-23.46962737,-24.1845,-24.80195542,78.38276328,79.3005189,78.207,78.12129125,99.13496046,-3.2375895375,-3.1267643,-3.083746161,-2.095583596,-0.36825596,0,214.24887895,218.15241005,0.133406856,-4.034253092,-0.060100002,0.669346,0.407459,0.336252,0.167907,0.230753,-0.028948443,-0.2185273255,396.696,446.96,397.836,447.04,2006.447436,1908.52,2015.465538,1916.067047,2055.5
1,20.25,0.225975931,0.090673981,0.0093843825,-23.0076141,-23.59585993,-24.523,-24.56584206,78.39172195,79.5365015,78.117999,78.1614709,99.12024,-3.24846066,-3.09991715,-3.099887034,-2.0963722395,-0.3179890975,0,215.07063885,217.59731035,0.116784419,-5.538897374,-0.204622798,0.6730515,0.396644,0.329235,0.165667,0.271443,-0.0457898845,0.2933580635,394.82,446.82,396.904,446.84,2000.8638275,1906.74,2012.383092,1911.950075,2064
1,20.75,0.213963921,0.0892976105,0.009134132,-22.95,-23.57787872,-24.74849649,-24.67827158,78.28491033,79.34760996,78.32576914,78.213879075,99.10552,-3.21288219,-3.138717307,-3.13970416,-2.0960567825,-0.3494851605,0,214.96047255,218.6333616,0.11532194,-4.304009746,-0.10308158,0.62846,0.376706,0.331473,0.158184,0.233385,-0.0644137235,-0.0702521835,395.382,446.72,397.572,446.64,2001.544512,1911.11795,2005.162242,1911.68,2069
1,21.25,0.222810266,0.082999858,0.0056723375,-22.92881562,-23.47772383,-24.868,-24.43531042,78.627,79.254054505,78.08795816,78.471235765,99.0656196,-3.17364,-3.1862072135,-3.139792451,-2.095899054,-0.343708722,0,213.9499196,218.3333242,0.1193484815,-4.7732328225,-0.133347579,0.599835,0.4041565,0.3490355,0.1746295,0.258125,-0.008572482,0.1451471565,393.828,446.48,395.79,446.36,2005.94416,1909.007061,2007.747289,1918.22,2068
1,21.75,0.24208,0.10035033,0.010843967,-22.771,-23.53539303,-24.7665005,-24.54238135,78.360999,79.346140495,77.943,78.2215015,99.0736972,-3.1807726125,-3.190384615,-3.15,-2.095899054,-0.345850999,0,213.8997936,217.75015475,0.111026884,-4.8529799975,-0.12681676,0.6269915,0.380949,0.3297205,0.16147,0.2809585,-0.065701026,-0.0732035425,394.202,446.22,396.322,446.16,2011.879259,1912.170801,2006.545681,1916.622195,2057.5
1,22.25,0.21458,0.08354165,0.006673338,-22.807,-23.28,-24.829,-24.788,78.425,79.414145,77.97,77.87248379,99.0795852,-3.20750157,-3.189903846,-3.08568229,-2.096529968,-0.391883707,0,213.6497573,218.5582528,0.1131350675,-6.225849408,-0.3556828015,0.6022685,0.3626155,0.353617,0.1609335,0.2898875,-0.006439227,-0.146941041,395.912,445.8,397.094,445.8,2016.070905,1916.2465195,2002.99648,1917.925362,2052
1,22.75,0.20458,0.084084067,0.004087837,-22.98481982,-23.45345975,-24.79369931,-25.0455,78.090871575,79.32867275,77.772379335,77.53234848,99.07607908,-3.21358875,-3.189903846,-3.159056473,-2.095899054,-0.408053907,0,214.1495474,218.8651644,0.1117128395,-6.607391026,-0.236807817,0.6211895,0.364361,0.330379,0.155483,0.2590455,-0.038624016,-0.00227786249999999,394.042,445.44,397.226,445.34,2010.85819,1919.04523,2017.514421,1920.3778535,2061
1,23.25,0.220301507,0.080746981,0.005755755,-23.14953229,-23.980662635,-25.091,-25.2745,77.810040415,79.082,77.477595065,77.78480643,99.10736,-3.186531435,-3.189423077,-3.1700996925,-2.095899054,-0.389272271,0,213.9205017,218.4431262,0.127097281,-4.8210531055,-0.193428693,0.604248,0.390338,0.350661,0.162641,0.282527,0.00189097,-0.367117797,394.012,444.96,397.07,444.92,2016.459965,1918.385608,2023.697751,1919.724712,2064.5
1,23.75,0.2140258795,0.106189919,0.0107607585,-23.23753109,-23.6864995,-25.088,-25.37234482,77.823741105,79.135,77.539672135,77.935999,99.11655816,-3.17364,-3.019887316,-3.172965,-2.095899054,-0.3678693265,0,213.3527069,218.6288402,0.1135197235,-5.967768857,-0.2813048805,0.6161535,0.3825885,0.3396955,0.152302,0.2903315,0.203234636,0.366369066,394.034,444.44,396.798,444.36,2010.45196,1916.776712,2015.869014,1923.9185255,2071
2,0.25,0.3011739885,0.123790015,0.021271267,-18.53299838,-20.40566515,-20.6245,-22.61864576,82.334,81.778741785,80.936,79.934325215,99.30608,-2.28942,-1.898333272,-1.4261317715,-1.4778843845,-0.4351907935,0,223.30292415,228.8335178,0.10364383,-8.406665194,-0.5360459145,0.7422615,0.4125775,0.3415335,0.159916,0.4316925,0.013932861,0.5050969415,389.834,404.25,398.17203435,390.1866397,1943.9392085,1917.541803,1945.911556,1923.34,2070.5
2,0.75,0.3299131595,0.133381292,0.021687934,-18.571,-20.74115029,-20.89354616,-22.550999,82.0240075,81.686458545,81.272,79.89361605,99.31712092,-2.28942,-1.8974124885,-1.446722628,-1.488801262,-0.518193225,0,223.48080475,227.6462892,0.120724593,-9.84025338,-0.47386724,0.8262065,0.448677,0.354093,0.1832795,0.450646,0.079858434,0.7927236425,389.772,404.284515,396.852,389.2546015,1947.9315955,1919.235009,1947.28,1925.08,2080
2,1.25,0.3141515885,0.120370346,0.021271267,-18.75270181,-20.711,-20.816,-22.738,82.21845888,81.7500015,80.994,79.72232384,99.3129064,-2.28942,-1.897436048,-1.4442890895,-1.487539432,-0.456188324,0,223.5836465,227.04046145,0.1214517095,-9.662260486,-0.525996741,0.781398,0.416873,0.342421,0.1774825,0.4314995,0.0780695195,0.506358014,389.66880235,404.319003,397.308,389.101173,1951.5210735,1914.58,1946.175449,1920.78,2080.5
2,1.75,0.318606042,0.116116093,0.019019015,-18.805,-20.728,-20.857805025,-22.913,82.36468398,81.82344761,80.866,79.82571988,99.32264,-2.289765,-1.906730769,-1.44230538,-1.4802839115,-0.5054730905,0,224.57975035,227.0468672,0.111010922,-8.253129893,-0.63667336,0.744142,0.410636,0.336939,0.171783,0.419112,0.039600071,-0.0697134335,389.82717715,404.452644,397.36920675,389.670225,1947.186553,1916.15,1944.0140565,1920.0485725,2084.5
2,2.25,0.326701636,0.120787013,0.0203541,-18.903836525,-20.79231026,-20.850918165,-22.51215602,82.30214056,81.82344761,80.66652284,79.694787665,99.33184184,-2.28942,-1.90344605,-1.430585286,-1.481388013,-0.451380176,0,224.03699765,228.66964185,0.1054175865,-6.75878742,-0.56726432,0.714617,0.396752,0.334516,0.1712905,0.37277,-0.000890788,0.7272593575,389.81591455,404.396601,397.3203136,389.527962,1947.1575375,1915.1190095,1942.308037,1918.857588,2097
2,2.75,0.309436437,0.133470944,0.0203541,-19.00480782,-20.861,-20.92451272,-22.46266259,82.058002,81.12583661,80.23638276,79.46918073,99.33184,-2.28942,-1.935576923,-1.437571648,-1.478577918,-0.470514429,0,222.67737035,228.68313285,0.113314551,-7.488482944,-0.304839513,0.702425,0.386907,0.319689,0.161334,0.357038,0.015535034,0.3662265085,389.7559576,406.026159,396.30789725,389.69178,1940.6523945,1914.53,1933.200939,1915.549394,2096
2,3.25,0.2819464525,0.1346784015,0.023273269,-19.04486786,-20.74874204,-21.16446005,-22.76137242,82.17474306,81.11613803,80.39670427,79.45,99.32816,-2.28942,-1.916346154,-1.473076923,-1.479495268,-0.520896426,0,222.24970985,228.3696495,0.1130239525,-6.555719975,-0.5635910295,0.7788925,0.42395,0.3393405,0.17894,0.396997,0.044972304,-0.287545824,389.492,407.957487,395.296,390.804018,1945.85,1912.531475,1941.359184,1918.4808735,2102
2,3.75,0.2799486425,0.124124099,0.023773769,-19.06049343,-21.07608714,-21.11343879,-22.74858342,82.134003,81.1199611,80.629,79.5969995,99.3277184,-2.28942,-1.9283125895,-1.470045,-1.5152996845,-0.4830405815,0,224.38680755,227.74125005,0.1158008885,-6.913443517,-0.3291527805,0.805796,0.419434,0.3428415,0.1744975,0.354768,-0.069219874,-0.4359737955,389.342,408.073884,395.206,390.825573,1950.7020935,1914.2614075,1951.3304445,1918.86,2101.5
2,4.25,0.296606139,0.121329424,0.021021017,-19.17,-21.15,-21.083511815,-22.79637023,82.2654209,81.10206998,80.66321074,79.563148215,99.33,-2.28942,-1.9323295315,-1.45314,-1.4885414825,-0.438953579,0,224.22047635,228.709853,0.116584752,-6.66091978,-0.5342795895,0.6995295,0.416069,0.3402205,0.1673655,0.301165,-0.014947379,-0.147105691,389.36,408.285123,394.9869503,390.459138,1941.7356425,1913.60649,1944.8089285,1920.83,2096.5
