DOY2,HR2,T_CANOPY_1_1_1,CO2_1_1_1,FC_1_1_1,H2O_1_1_1,G,H,LE,PA_1_1_1,RH_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,TA_1_1_1,NETRAD,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_1,TAU_1_1_1,U_SIGMA_1_1_1,USTAR_1_1_1,V_SIGMA_1_1_1,W_SIGMA,WS_1_1_1,NEE
1,0.25,13.9645,402.048,5.7632925,14.04155,3.64630716666667,-2.23528,5.0293825,101.4032,94.180475,14.726,0.25675525,13.91516,-3.15316165999996,348.284494582007,378.742156798646,0.7506129,1.511205,14.8481283333333,-0.004488365,0.690093,0.204828,0.50757625,0.26016625,2.9508225,5.7632925
1,0.75,13.84392,401.151,5.6898825,13.97065,3.31687216666667,-2.7111025,3.0761775,101.383575,94.1109,14.5465,0.239477,13.84392,-3.15316165999996,347.064595413631,378.274262008354,0.7506129,1.52213375,14.7939375,-0.00401222,0.69292,0.21055,0.545981,0.2512885,2.98617,5.6898825
1,1.25,13.6262,398.42875,6.5999125,13.7089,3.00043766666667,-1.635275,2.3619625,101.358325,93.8215,14.4175,0.261171,13.6262,-3.15316165999996,348.384811295942,377.353117922446,0.7506129,1.57862425,14.7511158333333,-0.0035174075,0.666605,0.1979555,0.54617475,0.26535525,3.1119125,6.5999125
1,1.75,13.52394,399.418,6.61286,13.504925,2.69802883333333,-1.52918,2.8886725,101.3346,94.2912,14.09225,0.283627,13.52394,-3.15316165999996,350.448290110743,376.745473610743,0.7506129,1.55164075,14.7218833333333,-0.00405856,0.631813,0.213707,0.5255735,0.248023,2.912615,6.61286
1,2.25,13.318,400.1925,5.74967,13.3922,2.52223733333333,-2.11102,2.5825125,101.3242,95.057175,13.947,0.272347,13.318,-3.15316165999996,347.56113828809,376.011176577656,0.7506129,1.4985935,14.67851,-0.00461816,0.6291795,0.1877845,0.521224,0.23102225,2.9503875,5.74967
1,2.75,13.2578725,399.62275,6.2808125,13.19995,2.25737675,-0.8520775,3.367155,101.316025,94.807075,13.855,0.278601,13.2578725,-3.15316165999996,350.104451039542,376.256871297434,0.7506129,1.443742,14.643775,-0.00040596425,0.616593,0.1874505,0.53452225,0.21763175,2.87464,6.2808125
1,3.25,13.20773,400.7245,6.035795,13.0037,2.04942425,-0.6608325,1.597825,101.311075,94.7266,13.59,0.2704245,13.20773,-3.15316165999996,351.492635417613,375.93887783004,0.7506129,1.597155,14.6104141666667,-0.00187818,0.593781,0.211452,0.502955,0.229063,2.96478,6.035795
1,3.75,13.026595,401.359,5.7434,13.10295,1.72785898333333,-1.2926825,2.0630325,101.310675,95.2551,13.533,0.2917265,13.026595,-3.15316165999996,351.948315244056,375.165889580004,0.7506129,1.486895,14.553505,-0.001454865,0.607366,0.1874395,0.5013305,0.2461105,2.85902,5.7434
1,4.25,13.05937,403.10775,4.860075,13.022175,1.58032991666667,-1.51705,1.733715,101.319375,95.4297,13.3935,0.30061525,13.05937,-3.15316165999996,354.067595587976,374.211187152596,0.7506129,1.447368,14.5234933333333,-0.0013356725,0.627338,0.1926435,0.52143475,0.22244975,2.9540625,4.860075
1,4.75,13.01912,403.475,4.9849775,13.0591,1.407337375,-1.80335,1.97187,101.32935,95.3414,13.121,0.298187,13.01912,-3.15316165999996,357.343630203111,374.374284162175,0.7506129,1.35715275,14.4738558333333,0.0013001,0.597768,0.176317,0.470275,0.207471,2.74384,4.9849775
