DOY2,HR2,FC,LE,H,G_1_1_1,G_1_1_2,G_1_1_3,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_2_1_1,G_3_1_1,NEE
1,0.25,2.165,29.533875,6.91612499999999,4.59131999999999,1.87887,1.5005,446.456837825,8.6675,91.544,9.39582705994998,1.3349822474,6.539526,8.60375,8.7334,97.973625,0.0335329999999996,0,0,336.61998,342.1725,11.0583475,4.2818,4.1324,4.615825,4.7066,4.7665,5.12,0.862297999999999,2.371824,2.1912235,1.160245,4.284,4.76841875000001,0.537830749999998,2.280075
1,0.75,3.0375599,34.2892,11.49994,4.559275,2.36792499999998,1.550465,448.4871511075,8.5275,91.51875,8.566539098,1.169238433,6.203836,8.57399999999999,8.8015,97.622125,0.0199001500000001,0,0,338.4053345,342.75,11.36875,4.5385,4.099,4.564375,4.7016,4.7825,5.12,0.93675,2.370382,2.38033,1.14,4.39625,4.5993425,1.000711,2.20525
1,1.25,2.777,17.5679999999998,20.606201,2.76213,1.89247999999998,1.5754725,447.9475,8.323347179375,91.503875,8.2340575,1.006947347225,5.747208,8.2765,8.34975,97.60235,0,0,0,337.5375,340.667,9.6006,4.50905,4.0635,4.460525,4.7373,4.803,5.11,0.915275,2.18075,2.2161565,1.2208425,4.80187625,5.70119999999999,0.150112499999999,1.74065
1,1.75,4.04224999999999,15.846,16.5379999999999,3.6968895,0.563082499999994,1.5754725,448.1721549925,8.4350370872,91.5132,8.42563,1.14242116635,5.49746925,8.4875,8.54,97.336275,0.0036250125,0,0,337.460001,340.6885,10.44,4.343,3.962,4.369375,4.79875,4.8125,5.11,0.917025,2.3813865,2.28695875,1.090515,4.8263,5.10535999999999,0.0600509999999994,1.89325
1,2.25,3.46825,25.16575,11.172344,4.38044749999999,0.845364999999994,1.4987675,448.5577811,8.184095,91.5255,8.531475,1.835745,5.891994,8.204,8.27,97.584275,0.017458125,0,0,338.369999,340.19825,11.4455,4.302475,4.0193,4.2879,4.819075,4.7975,5.1155,0.921327917600001,2.45571375,2.202325,1.2030565,4.72814,5.66992375000001,0,2.216375
1,2.75,2.788625,33.91637329425,18.823604336,3.84298,1.880875,0.6253125,449.63975885,8.136098,91.5625,8.20691924999998,1.260371,6.0838865,7.724,7.819,97.537625,0,0,0,336.622,340.95075,11.16425,4.21515,3.782625,4.2279,4.783,4.809,5.11,0.95015575,2.63156,2.32892275,1.1402905,4.90439999999999,2.12969025,0,1.9684
1,3.25,3.916225,26.5983349999999,8.8109975,2.176765,0.918875,0.458625,449.245,7.958865,91.5075,8.18780488777498,1.17319675,6.746825,7.90134999999999,8.0011,97.734525,0,0,0,335.76,340.49833075,11.47225,4.15165,3.840825,4.0737,4.68775,4.80725,5.10825,1.018147103775,2.484966756575,2.2853137048,1.3235,5.08823510464999,2.373534,-0.10340825,1.180575
1,3.75,3.367,27.680625,18.21403625,4.418089,-0.651355000000002,0,448.505675,8.44094375,91.53,9.035235,1.249279,8.49601,7.99155,8.322625,97.5,0.0125081749999998,0,0,334.36167,337.556,11.032,3.8892,3.9195,3.929675,4.6152,4.8005,5.11,0.989975,2.51176225,2.08644632155,1.262645,5.02398843149999,4.06767625,-0.439479250000001,1.05485
1,4.25,3.00483905,46.9730724999998,14.31105,4.60214000000001,-2.0375,0,448.5352347,8.744844,91.53,8.347475,1.01375,8.55052625,7.612,7.892,97.685575,0.0134581749999998,0,0,333.7371695,336.1047225,11.83816725,3.848,3.9516,3.7709,4.55495,4.78375,5.119825,0.966864999999999,2.2797975,2.2536955,1.15175,4.53524049999999,5.1246595,0.217642499999998,2.8798
1,4.75,3.3046,25.9839999999999,12.6008,2.94536999999998,-2.0325,0,450.28914472,9.030777544,91.514,7.80645999999998,1.0951029246,7.90974,7.6781,8.0468,97.780175,0,0,0,332.63,339.15875,11.4225,4.00125,3.81565,3.89725,4.525,4.794,5.1496,0.974025000000001,2.83496,2.444125,1.5657025,5.17,3.553965,0.25015,2.188675
1,5.25,2.76665,29.587925,12.40208,2.10438,-2.1,0,451.22,8.760864,91.5255,8.282255,1.3779151555,7.66199125,7.8326,8.16,97.484475,0,0,0,331.21125,337.847,11.083,4.07479999999999,4.036,3.784375,4.4125,4.8235,5.1581,0.98,2.7017825,2.5257,1.3725,6.72,3.78203199999998,0,2.125125
1,5.75,3.13245,48.0276000000001,14.632,1.7934275,-2.1,-0.219999999999999,450.8466167325,8.7008175,91.554,7.550412,1.12194375,7.594579,7.034,7.5019,97.939875,0,0,0,332.36667,337.0725,11.42800325,3.7885,3.98445,3.864,4.38075,4.79825,5.1489,0.860375,2.3410375,2.14875,1.15875,4.747,2.71628,-0.3336125,1.567
1,6.25,2.2054125,23.0564125,11.527867,2.73897999999999,-2.1,0.05,449.8925,8.740615850825,91.571,7.76782,1.159796,7.773593,7.2656305,7.87919999999999,98.0445,0,0,0,336.58575,337.3,12,3.822,3.8052,3.8717,4.3215,4.7895,5.1275,0.93515,2.4749026822,2.2741594884,1.214021988,5.0635,0.84340775,-0.575477249999999,1.1963
1,6.75,1.7445,27.2607,25.6009715,2.577605,-2.1,0.599999999999994,450.03352762,8.670252506975,91.58125,7.5951321372,1.471918,7.45979275,7.7574,8.20705,98.110275,0,0,0,335.43975,335.9581665,11.0253335,3.812,3.59745,3.833625,4.266,4.798,5.146,0.936935169399999,2.598,1.899,1.1005,5.15439999999999,1.025408,-0.575494499999999,1.8649
1,7.25,2.69127,31.3932124999999,10.602975,1.839243,-2.1,-0.0100000000000051,449.8875,8.891411041225,91.5915,7.5427586535,1.242315,7.66536349999999,7.53399999999999,8.14765,98.07075,8.44,0,0,332.68225,334.87,12.7663365,3.71575,3.521125,3.80835,4.2452,4.79925,5.1607,0.95014,2.117482,1.8982566925,1.04045,4.78075,1.0143255,-0.575488749999999,1.009125
1,7.75,3.0295,27.52975,11.9169525,1.06539,-2.1,-0.225000000000001,449.595,8.41242529905,91.6315,7.71593256037499,1.06425,7.7610435,7.25887499999999,7.36965,97.7986,49.834,48.05905,35.6775,331.185,333.43,13.64075325,3.67455,3.4904,3.72715,4.1948,4.794,5.1652,0.960948,2.1536855,1.91225,1.12476825,4.81175,1.025355,-0.895768,1.44465
1,8.25,2.036,23.84175,14.832,1.865664,-2.0225,-0.0900000000000006,450.2932645625,8.4526125,91.663,7.94,0.934020999999999,7.8804385,7.19915,7.3511,97.37725,182.60275,144.778,40.671,328.977334,340.87,82.16125,3.52,3.532,3.612375,4.123,4.751,5.1513,1.0184,2.3325,2.275,1.13125,5.22925,3.75765249999999,-1.00086,1.54305
1,8.75,2.6419651,33.2143,42.242,1.542619,-2.0575,-0.172500000000001,448.1291433,8.88728799999999,91.66705,7.33477475,1.14055,7.893722,7.2346,7.8422,96.69667,341.915,254.015,64.8915,329.885,352.219,141.305,3.496,3.3866,3.43795,4.04825,4.664,5.123,0.97857975,2.15,2.07,1.09,5.67655,4.373335,-0.396285,0.600375
1,9.25,3.12308,45.04,96.108,1.12088,-1.36375850000001,0.404999999999996,441.28506375,9.54531175,91.6352,7.968426652375,1.105891944,7.96501325,7.57152749999999,7.992,96.773,494.773305,314.2,89.691355,335.65975,372.98325,188.013,4.10599999999999,3.587,3.46,4.04915,4.5815,5.10415,1.0416,2.3,1.96,1.09,5.65039999999999,7.25555875,0.16251375,1.397125
1,9.75,3.323075,63.4867499999998,106.671225,2.03544999999999,-0.180000000000001,0.0999999999999943,440.77575797,9.575257525,91.615,9.106,1.056224,9.35975,7.8716475,8.6934325,96.14762,623.28,376.327,110.699,337.194,390.239,216.439,4.7122,3.9378,3.418,3.98525,4.4575,5.08865,1.0875,2.4275,2.13125,1.28,6.0425,16.34490675,0.650315250000001,2.42635
1,10.25,2.41275,76.473125,110.987094,8.48583400000003,5.89749999999999,0.925462499999997,438.9768195275,10.03780625,91.6125,10.1377770995,0.930675,9.5254335,8.1184125,9.1735,95.721,773.762,429.492,138.5025,340.91675,403.88925,259.3308,5.724,4.4392,3.506325,3.93635,4.439,5.08615,1.1820653836,2.54475,2.2844807075,1.426,6.184,30.34293,1.83353,2.098475
1,10.75,2.738765,89.987425,132.105875,15.3331547500001,8.74500000000001,1.23294,437.0801305,9.76898799999999,91.5785,11.132409156,0.83277038265,10.9924435,9.58,10.142875,95.838805,882.506,474.872,156.107,346.21125,406.3425,311.36875,7.25625,5.081825,3.683575,3.91835,4.423625,5.14435,1.21229562505,2.72298225145,2.2517630049,1.318767,6.263,42.4310577499999,2.41170175,3.0382
1,11.25,2.16691,91.9105,162.339524,19.274996,16.2223,1.88,438.57469,9.58707999999999,91.5788,11.248475,0.8851625,12.064128,9.8249,10.084575,95.737175,964.14999875,500.61625,162.43825,340.78581925,395.70625,334.5915,8.43675,5.81075,3.91865,3.886625,4.4695,5.1192,1.1691,2.6426453875,2.2475,1.34230184,6.0858,46.703684,3.087598,1.959275
1,11.75,2.3201725,85.9767375,177.2522548,34.989444,18.8875,2.83,437.5252904425,9.885528,91.533,12.4201697305,0.840342,13.1297,10.64464,11.164,95.76,1015.0425,530.4791575,166.105,341.3375,408.34875,362.20375,9.182,6.722,4.59045,4.0578,4.43625,5.2564,1.087,2.468267597875,2.300039937725,1.2944075,6.4131,54.2382435,4.480224,3.2324
1,12.25,2.40847339999999,94.8031249999998,169.4972989325,41.2223315,31.05,4.05,434.30469692,10.1274975,91.513,13.704139,0.790165,14.4064425,11.49506,12.5834,95.693805,1053.725,553.05875,184.812,343.02,425.95175,369.97,9.903,7.5627,4.3296,4.000625,4.473925,5.241075,1.116525,2.2275,2.106,1.2155,6.0454,59.407156,5.386146,0.998624999999996
1,12.75,2.405,93.712875,175.52441838,48.86494325,43.2858,5.11352,437.1356982325,10.141437936,91.461675,13.1372925,0.942499999999999,15.5025,12.3331675,13.52495,95.760825,1072.50666,527.526,174.46,344.48325,420.891,363.2067425,11.2025,8.10675,5.14425,4.075125,4.63775,5.23895,1.0617991585,2.4215825,2.1188576378,1.2,5.2745,73.895876,5.5509075,0.717274999999996
