DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,NETRAD,RH,SW_IN,SW_OUT,T_CANOPY,G,TS_1_4_1,VPD,WS,LW_IN,LW_OUT,PPFD_IN,PA
1,0.25,0.181324,-0.058697,-0.079725,-0.0015545,-4.5591605,-0.0043735,0.6350105,-0.013576,411.618196,2.821085,-7.5641835,-0.4952197,-0.40106275,-0.34565415,-16.56638,83.10411,0,-0.6060653,-9.722677,-6.250893579,-0.22296425,0.405622687,1.441029,254.44,279.32435,0,98.766575
1,0.75,0.18394,-0.084973,-0.090793,0.0069885,-4.712977,-0.13770375,0.67419,-0.007094,411.828436,2.618966,-7.511267,-0.5263657,-0.3921826,-0.34345425,-16.856855,82.78101,0,-0.6064116,-9.63067,-6.308238,-0.22284475,0.440670455,1.37551,251.3199,279.1362,0,98.747905
1,1.25,0.172187,-0.082288,-0.080514,-0.000112,-5.3198435,-0.19555125,0.68543,-0.029353,411.65682,2.568905,-7.6593325,-0.5348366,-0.4001268,-0.339257,-16.532505,82.69048,0,-0.5708585,-9.791478369,-6.37689445,-0.21718155,0.405848038,1.301862,248.805,277.6211,0,98.73244
1,1.75,0.165906,-0.08825375,-0.0962735,0.0131115,-5.3292285,-0.064891,0.7080805,-0.0328855,411.47888775,2.666667,-7.5102395,-0.5199826,-0.4022536,-0.33594415,-14.77995,82.63251,0,-0.5770765,-9.834146,-6.512699676,-0.21802905,0.380051428,1.396299,249.1702,275.91965,0,98.727245
1,2.25,0.167103,-0.086857,-0.103503,0.0112,-5.672966,-0.190834,0.82757,-0.0118085,412.1196935,2.717532,-7.5794365,-0.5263352,-0.3986414,-0.33084455,-15.442175,82.27871,0,-0.8168734,-9.949813,-6.524729893,-0.22902455,0.386717868,1.339159,249.5917,276.0268,0,98.759935
1,2.75,0.173937,-0.082655,-0.0957515,0.00260475,-6.072996,-0.1050595,0.840169,-0.01350175,412.241264,2.688183,-7.7183265,-0.5463938,-0.40367295,-0.32865015,-15.891105,82.67893,0,-0.8390475,-9.901976,-6.465272754,-0.22865685,0.395243729,1.2715465,247.2802,276.7687,0,98.757065
1,3.25,0.172858,-0.073044,-0.080279,0.0110365,-6.4170355,-0.1640105,0.573247,-0.015832,412.976679,2.711309,-7.610675,-0.5462759,-0.42756455,-0.3246098,-13.90794,82.31586,0,-0.8317255,-10.08476,-6.5473935,-0.23097475,0.396593388,1.3406005,249.8049,276.2584,0,98.76487
1,3.75,0.171359,-0.038422,-0.066085,0.00501,-6.7570365,-0.156753,0.36011,-0.012085,412.873235,2.48917925,-7.603557,-0.5461081,-0.43183915,-0.320508,-12.502875,82.23104,0,-0.8555982,-10.16730174,-6.5331425,-0.23198015,0.389520727,1.425794,248.247,274.38505,0,98.76616
1,4.25,0.16763475,-0.0343805,-0.061523,0.008916,-7.055963,-0.12613825,0.54172,-0.010437,412.61262175,2.5762685,-7.6667465,-0.5491801,-0.44318385,-0.3183056,-13.11513,82.77583,0,-0.8568588,-9.993341341,-6.548509,-0.22612315,0.406093377,1.376411,253.6917,275.36445,0,98.743215
1,4.75,0.1745385,-0.0252015,-0.056112,0.007878,-6.789958,-0.133304,0.377062,-0.01990675,413.08298,2.652488,-7.802071,-0.5479698,-0.4769518,-0.3196879,-14.01784,82.97142,0,-0.8299249,-9.899118,-6.578945948,-0.21870935,0.393259127,1.409623,248.3591,274.7294,0,98.729845
1,5.25,0.173122,-0.0788705,-0.087972,0.010036,-6.580594,-0.0777815,0.48668475,-0.0088625,413.261887,2.7041945,-7.844112,-0.550562,-0.5050757,-0.31934955,-13.11102,82.78428,0,-0.83481795,-9.801583,-6.5740935,-0.21874695,0.3952449625,1.3279475,253.594,275.5998,0,98.72113
1,5.75,0.176925,-0.0805625,-0.09817625,0.01252675,-5.722623,-0.125869,0.76633,-0.03034025,413.604443,2.841883,-7.929131,-0.5580686,-0.512362,-0.31901185,-11.59013,82.93652,0,-0.81833945,-9.880474773,-6.571295679,-0.21912635,0.402574474,1.3234695,252.2813,274.35535,0,98.715415
