DOY2,HR2,FC_1_1_1,FC_1_1_2,CO2_1_1_1,CO2_1_1_2,H_1_1_1,LE_1_1_1,LE_1_1_2,H2O_1_1_1,H2O_1_1_2,H2O_1_2_1,NEE_1_1_1,NEE_1_1_2,FCH4_1_1_1,CH4_1_1_1,RH_1_1_1,RH_1_1_2,RH_1_2_1,VPD_1_1_1,VPD_1_1_3,VPD_1_1_2,VPD_1_2_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,WS_2_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_2_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,PPFD_DIF_1_1_1,TA_1_1_2,TA_1_1_3,TA_1_1_4,TA_1_1_5,TA_1_2_1,TA_1_2_2,TA_1_2_3,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_6_1_1,TS_6_3_1,TS_6_4_1,TS_6_5_1
1,0.25,0.5723859,0.4086573,416.1653,431.583,-6.59480579625,0.79714289775,0.3068515,4.18806325,3.7089035,4.0729775,0.710955242,0.72485775,0.303867697,2013.2025,86.5,84.946025,89.2,0.6270913,1.1673520175,1.6012035,0.94745625,-3.6751775675,-0.030726984,0.4855774995,2.95300275,3.0866762785,101.2225,-3.425,-4.578465,0,0.9835,-3.84534275,-1.712896,291.50945,304.718825,-4.189,-0.825,0.784,285.5,301.2,1.12,1.4725,2.43875,3.2,3.505,0.9,1.384,2.06475,3.597,4.4,0.512,1.31,-2.37275,-2.359,-2.3245,-2.366,-1.751765,-1.600645,-0.9013005,0.7525,2.138,3.46625,4.7425,1.2565,2.141,3.77425,4.82575,0.3145,1.88075,4.09875,5.2555
1,0.75,0.609342875,0.3998435,417.1689945,432.4615,-7.22315,0.8546399,0.5554948,4.160477,3.6758045,4.15887,0.770662875,0.701453,0.455955162,2013.955,85.597525,83.72695,89.35,0.6019008,1.1245131505,1.584495,0.93025025,-4.1739,-0.0305384,0.4735713165,2.94967975,3.1167500615,101.2025,-3.4855,-4.6761035,0,0.9175,-3.69440925,-1.76010175,291.172925,303.90225,-3.832,-0.8115,0.80325,286.075,300.7,1.12,1.465,2.425,3.2,3.5,0.9,1.393,2.0635,3.59075,4.4,0.509,1.30675,-2.41725,-2.41075,-2.401,-2.3885,-1.8865365,-1.62454375,-1.005941425,0.745,2.139,3.4665,4.7475,1.2585,2.14075,3.7685,4.8215,0.3165,1.88825,4.09425,5.2475
1,1.25,0.5880721,0.49765155,416.87951645,432.597,-6.45111,0.73960455,0.60155025,4.143123,3.78290175,4.1830325,0.7091888,0.6891324,0.368301,2014.89,85.42147,84,88.85,0.6111111,1.150176084,1.5523725,0.93989225,-4.2159,-0.024391755,0.48228069225,2.97944873475,3.10575001425,101.23,-3.6685,-4.08555125,0,0.957,-3.62521575,-1.78146775,292.009275,304.45625,-3.51925,-0.731,0.78975,286.4,300.175,1.115,1.4675,2.43875,3.2,3.5,0.9,1.384,2.06425,3.594,4.4,0.511,1.308,-2.47125,-2.46025,-2.445,-2.41725,-2.002901,-1.73154125,-1.158378,0.745,2.136,3.46325,4.7355,1.25425,2.145,3.762,4.81225,0.3065,1.884,4.09825,5.24675
1,1.75,0.623944188,0.56225,417.292785925,432.3335,-6.262299,0.7818548,0.397205775,3.99263216225,3.5024175,4.16086,0.65971391125,0.842367,0.2167685,2014,85.7046320075,84.2007,88.9,0.614545,1.0912226345,1.511977,0.92920125,-4.025,-0.025676,0.4971677,2.897779434,3.16925002425,101.2425,-3.81,-4.33187675,0,0.926,-3.555821,-1.71586625,291.240825,303.3811,-3.11475,-0.7335,0.7645,285.625,299.875,1.105,1.47,2.43,3.2,3.5,0.9,1.394,2.059,3.597,4.4,0.511,1.311,-2.39425,-2.37475,-2.375,-2.3605,-2.15280475,-1.815715,-1.24136675,0.74725,2.13425,3.46525,4.739,1.254,2.134,3.76325,4.8075,0.31275,1.88325,4.0875,5.2495
1,2.25,0.65602013575,0.5427,416.92420545,432.792,-6.7974635,0.7101217,0.5113605,3.98922,3.55494125,4.1296875,0.8019459115,0.66844655,0.15401075,2013.5775,85.30405,84.50023,89.15,0.58347425,1.0928164165,1.389858,0.881806,-4.33515,-0.031911791,0.4817379935,2.937251,2.973,101.2525,-3.935,-3.89631425,0,0.9675,-3.7369985,-1.891533,291.96165,303.27355,-3.06875,-0.77475,0.757,286.2,299.35,1.11,1.4775,2.43,3.2,3.5,0.9,1.387,2.0595,3.59075,4.4,0.512,1.309,-2.4525,-2.44775,-2.458,-2.40525,-2.27959375,-1.98870375,-1.3790715,0.75175,2.128,3.46225,4.734,1.2615,2.12675,3.763,4.813,0.3195,1.877,4.08925,5.25
1,2.75,0.6195737205,0.525566425,417.141633775,431.971,-6.76991724975,0.734269775,0.718508175,3.97562575,3.80761,4.13505,0.7817506085,0.6268694,0.087016765,2014.17,86.6359,85.7,88.95,0.5899806,1.019249571,1.394917,0.84199075,-4.2945422425,-0.029154113,0.482279081,2.89713,3.0690000585,101.2475,-3.88,-4.435332,0,0.92875,-3.60859,-1.765218,292.496175,303.213625,-3.08075,-0.75175,0.81425,286.85,298.475,1.11,1.485,2.43,3.2,3.5,0.9,1.39175,2.06175,3.594,4.4,0.524,1.308,-2.54175,-2.539,-2.53,-2.541,-2.37090375,-1.99362575,-1.47155475,0.74775,2.123,3.45175,4.7325,1.25525,2.129,3.76075,4.8055,0.31075,1.87575,4.07725,5.2435
1,3.25,0.6362707,0.72389375,417.226359525,432.358,-6.85528,0.91621,0.408899,3.941398,3.73898,4.17679,0.7223199,0.805755,0.249149176,2015.17,86.28235728,85.7,89.45,0.57701505,1.03006144575,1.3635085,0.825733,-4.4938,-0.02909866,0.4946735855,2.9829591715,3.007,101.2,-3.99,-3.21301425,0,0.928,-3.57584975,-1.7032115,293.045025,302.48515,-2.553,-0.70675,0.793,286.375,298.575,1.11,1.4775,2.43,3.2,3.49,0.9,1.39075,2.06475,3.594,4.4,0.524,1.304,-2.74125,-2.74025,-2.7435,-2.72275,-2.2555905,-2.00536375,-1.454094,0.749,2.12,3.455,4.72675,1.255,2.13275,3.7585,4.8105,0.31425,1.8845,4.074,5.2465
1,3.75,0.66304591825,0.5277374,417.3586,432.973,-6.4189075,0.653034195,0.49810125,4.005288791,3.619065,4.1147525,0.7858363,0.672031825,0.2635,2014.47,85.861243345,85.2,89.7,0.5753926,0.990200715,1.3433275,0.7685885,-4.52885,-0.02698027,0.4995301,2.980965,2.9545000195,101.21,-4.225,-3.25700575,0,0.9535,-3.84385425,-1.7879685,292.808225,302.030725,-1.936,-0.81475,0.82125,286.2,298,1.105,1.5,2.43,3.2,3.495,0.9,1.39175,2.0695,3.59075,4.4,0.528,1.3115,-2.63125,-2.60975,-2.60775,-2.68925,-2.276855,-2.027993,-1.6017905,0.75475,2.119,3.44825,4.7265,1.255,2.11675,3.75275,4.80275,0.31375,1.88075,4.105,5.2455
1,4.25,0.616477525,0.4894987,417.3385867,432.58425,-6.38059325875,0.7341052,0.33910875,3.98807,3.6619,4.114645,0.749610625,0.6153215,0.11564825,2014.0125,87.019684195,84.8223,89.6,0.562745,1.000256,1.3375175,0.768894,-4.368401255,-0.030347705,0.469881025,2.9358421335,2.995,101.2,-4.205,-3.282347,0,0.93625,-3.9366045,-1.82726375,292.674825,302.289175,-2.1535,-0.74625,0.78925,285.525,297.375,1.11,1.5,2.43,3.2,3.49,0.9,1.38775,2.0785,3.59,4.4,0.533,1.30475,-2.94825,-2.953,-2.953,-2.93425,-2.38985075,-2.13675625,-1.65807675,0.752,2.1225,3.4455,4.72675,1.2485,2.1195,3.7425,4.80925,0.321,1.87875,4.081,5.2345
1,4.75,0.707751324,0.4646232,417.5835547,432.326,-7.327855592,0.7490129,0.35462,3.9383065,3.68521,4.1014875,0.8005227,0.708212,0.286032972,2013.52,87.346998005,84.8956275,89.7,0.581858375,0.94716509975,1.29078025,0.781327,-4.832224048,-0.02803623,0.477578,2.96138575,2.9995,101.2225,-4.312,-3.145482,0,0.92775,-3.793545,-1.8806105,293.01855,301.226575,-2.46925,-0.73425,0.75375,285.2,297.45,1.105,1.5,2.43,3.2,3.495,0.9,1.393,2.083,3.5855,4.4,0.533,1.3085,-3.0655,-3.08,-3.0875,-3.03625,-2.570448,-2.3368305,-1.76032725,0.7555,2.1065,3.44675,4.72225,1.243,2.114,3.748,4.79625,0.31825,1.88025,4.0755,5.24375
