DOY2,HR2,T_BOLE_1_1_1,T_BOLE_2_1_1,G_1_2_1,G_2_2_1,G_3_2_1,G_4_2_1,NEE,G_1_1_1,USTAR,FC,LE,SLE,H,SH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_1_1,PPFD_OUT,PPFD_IN_1_2_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1
1,0.25,-41.901575,-41.895825,-5.4439175,-3.4328175,-4.2991625,-4.1416,-0.205086325,-5.310759,0.0210217325,-0.08743948,-2.49987175,-2.835243,-76.4981975,-9.99625525,-95.6392475,-1.1901,-0.779370125,109.929625,173.839075,-0.179821575,-0.07277817,0,-34.766025,-33.1946,-35.2937,-34.99755,69.695895,61.563045,61.629665,0.460407,-9.875315,-9.4116975,-8.9041625,-8.232205,-6.5148825,-3.500395,-8.9578875,-8.72425,-8.320855,-7.969145,-5.6756225,-2.732475
1,0.75,-42.119375,-42.024575,-5.442825,-3.4246725,-4.3006875,-4.1200825,-0.263607125,-5.2145525,0.0259238,-0.11759505,-2.13239,-2.10273875,-46.757525,-10.587452,-95.886875,-1.066128,-0.813590025,108.790375,172.8111,-0.335861675,-0.0623075975,0,-34.60625,-33.0994,-35.40585,-34.6477,69.071025,62.44452,62.1931725,0.49169125,-9.9077375,-9.418975,-8.9254575,-8.2328075,-6.51721,-3.49905,-8.958645,-8.7297325,-8.322955,-7.9653225,-5.66597,-2.73111
1,1.25,-42.3416,-42.3087,-5.4379775,-3.414755,-4.303625,-4.09927,-0.1868867625,-5.040862,0.0421139,-0.102720405,-28.99118,-1.9679075,-53.892775,-10.448308,-95.320895,-1.060435,-0.671945625,107.837525,173.57515,-0.17608225,-0.0929990525,0,-34.525225,-32.7556,-35.24355,-34.968675,68.912875,62.138775,60.8228425,0.4308175,-9.9391975,-9.4249725,-8.94318,-8.23433,-6.5160875,-3.499895,-8.97147,-8.72628,-8.3230275,-7.969485,-5.66487,-2.738365
1,1.75,-40.0752,-40.0444,-5.42828,-3.4071425,-4.2970175,-4.08202,-0.1101664,-4.90940575,0.0218771,-0.08784576,-1.734856,-2.236301,-56.732015,-10.048596,-94.0668825,-1.1122285,-0.9867258,107.805425,173.19075,-0.1802583,-0.09459975,0,-33.92055,-34.50045,-36.499875,-36.47775,68.1582,60.061035,60.0013475,0.45376,-9.97419,-9.433965,-8.965355,-8.246805,-6.514755,-3.502415,-8.97073,-8.729455,-8.33617,-7.972315,-5.673105,-2.7419
1,2.25,-40.5314,-40.505,-5.41424,-3.3968125,-4.2892075,-4.074705,-0.1924712,-4.8735445,0.027037555,-0.1323866,-2.210308,-1.718064,-77.49165,-10.47898675,-99.5624075,-1.14984,-0.8938871,108.409925,170.5355,-0.16872095,-0.12845475,0,-34.69055,-34.52135,-36.118125,-36.021125,68.5794975,59.753855,59.2152425,0.590743,-10.009855,-9.44378,-8.981975,-8.260035,-6.515285,-3.50423,-8.98481,-8.731935,-8.34746,-7.97634,-5.67819,-2.74619
1,2.75,-41.0116,-40.9846,-5.3970375,-3.3889375,-4.281015,-4.1078975,-0.0412413,-5.0611575,0.0226996,-0.04908394,-1.452866,-1.25851975,-70.28972,-10.69967825,-97.0724675,-1.2128975,-0.95020585,108.06095,168.051575,-0.175997775,-0.13439605,0,-34.54145,-34.41395,-36.141125,-36.44525,67.859825,59.86939,59.6098175,0.4369075,-10.0439,-9.467115,-8.99558,-8.272695,-6.51562,-3.50474,-8.99988,-8.73674,-8.347515,-7.978785,-5.685295,-2.755585
1,3.25,-41.4928,-41.4544,-5.3760325,-3.3762125,-4.28772,-4.139745,-0.482599625,-5.2643545,0.027301755,-0.4230681,-2.3244025,-2.342931,-64.73771,-12.7620675,-102.264525,-1.30330975,-0.757092325,106.164375,167.870525,-0.187175025,-0.0805670375,0,-34.4334,-34.2984,-35.6319,-35.87085,68.6939975,60.132305,59.1195525,0.612575,-10.0804,-9.4929,-9.000175,-8.287815,-6.516275,-3.503085,-9.010555,-8.74602,-8.34789,-7.975235,-5.69093,-2.76135
1,3.75,-39.261225,-39.219425,-5.354205,-3.36624,-4.2985425,-4.1720725,-0.2702958,-5.4664765,0.01629912,-0.24155109,-2.5414985,-2.6310955,-103.360705,-13.5969375,-99.725125,-1.43092325,-0.780630525,106.81345,168.67255,-0.2515631,-0.0805486825,0,-34.010275,-34.328525,-36.82575,-36.919625,69.34479,60.127755,58.61164,0.354802,-10.11255,-9.523325,-9.0089325,-8.2981275,-6.51704,-3.50411,-9.0214075,-8.7514325,-8.3571325,-7.9849925,-5.69223,-2.7641675
1,4.25,-38.9949,-38.961625,-5.3296375,-3.356985,-4.3079725,-4.2040225,-0.46304625,-5.5549905,0.0204022,-0.45791775,-2.312302,-2.23051675,-60.1074925,-10.643515,-98.2809325,-1.23958275,-0.82737865,106.723125,167.425325,-0.266513525,-0.125578725,0,-33.95475,-34.64805,-37.670625,-37.847625,69.44676,59.881575,58.3178225,0.43920075,-10.147425,-9.546575,-9.0082825,-8.3101075,-6.516945,-3.503625,-9.03128,-8.7565825,-8.3588625,-7.991215,-5.692005,-2.7665875
1,4.75,-38.587475,-38.557525,-5.30588,-3.370565,-4.31807,-4.23242,-0.398510125,-5.546696,0.0280034175,-0.426062125,-2.560906,-2.082055,-56.7656725,-11.6202475,-96.1777625,-1.19051825,-0.820627625,107.1406,166.5101,-0.178194675,-0.1226393,0,-34.160575,-34.869725,-37.557,-37.91075,69.23506,59.96635,58.3519225,0.383082,-10.170225,-9.5659725,-9.0113775,-8.3275125,-6.5210875,-3.5028925,-9.0490675,-8.7664725,-8.3611,-7.989825,-5.685235,-2.7686
