DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,PPFD_BC_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,W_SIGMA,V_SIGMA
1,0.25,1.492375,2.4299,20.922125,26.13575,1.459,2.1045,420.750975,425.59,7.6174,2.75145,0,0,0.051,0.348124999999999,2.049975,360.2456,366.3703,8.2695,100,8.20354999999999,102.85,3.014,3.1065,3.1165,3.1865,4.0855,5.911,3.508,3.5515,3.3495,3.6855,4.2795,5.7625,1.323,1.596,1.407,1.575,2.03871,2.80896
1,0.75,2.258,2.84109999999998,20.4336,20.214,1.431,1.41645,420.8958,425.8525,7.74799999999999,3.90122499999999,0,0,0.0550499999999999,0.396174999999999,2.0603,359.65315,367.0105,7.84819999999998,100,7.98725,102.845,2.97949999999999,3.07495,3.12065,3.16335,4.0903,5.9082,3.42705,3.52065,3.33545,3.68955,4.2772,5.75935,1.197,1.28729999999999,1.0269,1.1256,1.939015,2.683785
1,1.25,2.36075,2.7536,18.1847,23.6805,1.5,1.78895,421.23885,426.4375,7.92939999999999,4.954425,0,0,0.0506499999999998,0.306125,2.091425,359.744375,365.314425,7.65619999999997,100,8.634125,102.845,2.95329999999999,3.0523,3.13425,3.16855,4.08655,5.90895,3.40015,3.41635,3.33345,3.69545,4.27115,5.74785,1.1109,1.1781,0.686699999999999,0.873599999999998,1.96565,2.791825
1,1.75,2.5286,2.7285,23.1645,22.92375,1.4285,0.77695,421.0229,426.6675,7.93875,4.79739999999999,0,0,0.0638,0.36475,2.16585,360.93065,364.68825,7.83247499999999,100,7.79879999999998,102.9,2.9314,3.0479,3.16615,3.1895,4.092925,5.90315,3.392475,3.32975,3.33665,3.720125,4.266625,5.7403,0.987,1.071,0.483,0.63,1.9459,2.57895
1,2.25,2.42259999999999,3.08975,27.2278999999999,21.0633999999999,1.3445,1.159,422.68345,426.875,8.0444,4.19262499999999,0,0,0.068,0.5441,2.205975,361.938425,365.686375,7.81689999999997,100,7.90675,102.945,2.85635,3.02095,3.182,3.1934,4.0841,5.90625,3.3775,3.30845,3.3124,3.71765,4.2596,5.75035,0.776999999999995,0.980699999999999,0.350699999999999,0.4389,1.8377825,2.553795
1,2.75,2.9404,2.676825,20.49835,12.628,1.41065,2.090375,422.7016,426.99,8.14125,4.02127499999999,0,0,0.12,0.3732,2.313575,362.01795,368.45775,7.97382499999999,100,8.15225,102.945,2.84515,2.9945,3.2157,3.2274,4.0924,5.8939,3.36025,3.30885,3.2954,3.71385,4.26235,5.74145,0.577499999999998,0.853649999999998,0.311849999999999,0.912449999999993,1.862535,2.63401
1,3.25,2.9548,3.263,19.095,23.1338999999999,1.3844,1.93905,423.13915,427.29,8.2256,4.05924999999998,0,0,0.073275,0.436899999999998,2.23175,361.89445,369.3144,8.07657499999999,100,7.823875,102.945,2.8367,2.9684,3.2072,3.27545,4.1002,5.89665,3.3506,3.30255,3.28555,3.6952,4.2521,5.7452,0.63,0.641549999999998,0.247799999999999,1.06469999999999,1.841175,2.60948
1,3.75,2.108125,3.080525,24.1518,9.74279999999998,1.37145,2.0832,423.551,426.4675,8.0649,4.26485,0,0,0.111075,0.3781,2.376375,361.4833,369.07775,8.34719999999999,100,7.637875,102.945,2.8157,2.9732,3.1785,3.3218,4.09245,5.89065,3.3546,3.29845,3.25595,3.68375,4.25295,5.7386,0.431549999999998,0.387449999999997,0.227849999999999,1.65795,1.783655,2.573205
1,4.25,2.579825,2.6998,17.3410499999999,16.7124,1.4154,1.38915,422.8601,426.6675,8.27809999999999,4.30702499999999,0,0,0.077,0.367699999999999,2.20985,361.15765,368.6692,8.271175,100,7.71225,102.9,2.79915,2.9733,3.16535,3.34005,4.0834,5.89775,3.31385,3.292,3.21685,3.66105,4.25775,5.74105,0.391649999999998,0.201599999999998,0.2079,1.30515,1.82196,2.597745
1,4.75,2.4409,2.4666,14.1548,9.55889999999999,1.3874,1.43915,422.0724,426.5675,8.0655,3.675125,0,0,0.1238,0.333299999999999,2.21275,359.9305,368.8938,7.9615,100,7.569625,102.9,2.78995,2.97325,3.1703,3.37735,4.0771,5.89155,3.2712,3.2736,3.2009,3.6376,4.25585,5.74335,0.27195,0.0818999999999995,0.22995,0.701399999999997,1.76234,2.528775
1,5.25,2.3256,2.5451,16.323775,10.33475,1.3494,1.18295,420.7384,425.8375,7.94167499999999,4.160225,0,0,0.0633499999999999,0.406999999999998,2.3248,359.1486,368.9523,7.5842,100,7.674375,103,2.78005,2.9682,3.1428,3.388,4.082,5.8905,3.2544,3.25345,3.18535,3.6294,4.2533,5.73675,0.121799999999999,0.0199499999999998,0.18795,0.2079,1.77246,2.724
1,5.75,2.4372,2.741,24.3969,16.73525,1.3566,1.0881,418.5991,425.235,8.22742499999999,3.52112499999998,0,0,0.0552749999999999,0.353749999999999,2.1307,359.2637,369.7049,7.394375,100,7.56175,103,2.7734,2.975,3.12485,3.37415,4.07065,5.88095,3.19805,3.2134,3.1928,3.5912,4.2545,5.7311,0.121799999999999,-0.00210000000000048,0.18795,0.18795,1.711425,2.57773
1,6.25,2.518325,2.8027,16.41425,20.004,1.384875,1.25965,418.04395,426.23,8.094425,4.490125,0,0,0.072275,0.22935,2.1432,352.52285,368.51425,6.832175,100,7.507375,103.045,2.76255,2.9659,3.10905,3.3698,4.07165,5.8793,3.1623,3.18955,3.1906,3.57865,4.26345,5.7305,0.121799999999999,-0.00210000000000048,0.18795,0.22995,1.7581275,2.56455
