DOY2,HR2,CO2,FC,G_1,H,H2O,LE,NEE,NETRAD,PA,PPFD_IN,SC,SW_IN,RH,SW_OUT,TA,TS_1_1_1,TS_2_1_1,USTAR,VPD,WS,CO2_SIGMA,CH4,FCH4,SCH4,H2O_SIGMA,G_2,SH,SLE,T_SONIC,T_SONIC_SIGMA,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,392.446969908619,-0.194500146604592,-9.15,-24.1235,12.2681,7.18596842203652,0.542,-52.085,101.7,0,-0.125,0,66.7676207989123,1.83,14.138,17.6,17.8,0.0625403157388647,3.0925,0.53,0.0218695350786376,2049.43,-1.94478,-0.712854,4.29193978974604,-8.5525,-0.44160175,-0.545707154758505,15.46075,0.0950537184630225,20.15,20.465,20.78,18.5875,18.8975,19.42,19.03,18.48,0.261658804745551,0.228307720814826,0.0936954330925969
1,0.75,392.101324864667,-0.296793,-9.7,-23.0424325,11.823,6.8618075,0.486,-51.23,101.7,0,-0.1330247,0,67.06265,1.7,13.9225,17.415,17.7,0.0601875275,3.05,0.64,0.0206074079431727,2046.11670697106,-0.53748,-0.65003825,4.29955776256804,-9.1425,-0.459782,-0.835128,15.348875,0.0888180679027065,20.15,20.4475,20.785,18.48,18.8075,19.3275,18.9725,18.27,0.253884820522868,0.218095689892031,0.0940727054294256
1,1.25,390.818237492914,-0.3395,-10.3,-25.083,11.681,8.18089,0.65575,-50.0781114876998,101.7,0,-0.118822775,0,66.9746465126256,1.675,13.74,17.41,17.63,0.06,3.105,0.637,0.021296102929879,2047.5,-0.02465228,-0.99974075,4.04095601413789,-9.3975,-0.460368466967778,-0.9077938,14.978125,0.0947273983597143,20.1175,20.48,20.7975,18.3775,18.6175,19.18,18.9025,18.1875,0.266632589650429,0.231176591459376,0.10625582337527
1,1.75,391.229225,-0.294174,-11.1,-23.66575,11.66085,9.3032725,0.517,-46.4575,101.6923,0,-0.142194525,0,66.5134925,1.64,13.56425,17.325,17.54,0.061271385,3.07528675,0.636,0.0207710310607875,2054.67,-1.0551,-0.715195,3.57506643294918,-10.1375,-0.46678945,-1.014783,14.904,0.0930562732973979,20.0775,20.4775,20.8,18.1975,18.5475,19.0775,18.84,18.155,0.233092503773949,0.216017056577958,0.0946349542225882
1,2.25,390.6708106966,-0.2778395,-11.55,-24.764,11.4631,9.063,0.52,-46.6475,101.6349,0,-0.0957721073766676,0,66.101,1.7,13.41,17.1225,17.46,0.055760935,3.1,0.617,0.0187164392981144,2061.9505,1.0877975,-0.675647225,4.04503663292876,-10.61,-0.413412382293789,-0.873453,14.624,0.0981912115363766,20.03,20.425,20.79,18.0275,18.375,18.9525,18.83,17.93,0.233696812130589,0.211953463211989,0.0889737264589946
1,2.75,391.106970429111,-0.405,-11.88,-23.3845,11.0375,7.21755475,0.529,-45.745,101.6024,0,-0.1005192,0,64.902315,1.6,13.245,16.985,17.39,0.06,3.015,0.641,0.020904850887421,2070.61101888899,0.583209993167255,-0.667458075,3.81179836438301,-11.3525,-0.367034729250606,-0.607509,14.295325,0.0865176756010544,20.0125,20.3875,20.81,17.99,18.2375,19.01,18.8225,17.94,0.253843957620038,0.22228633261976,0.095249500384154
1,3.25,391.722527431008,-0.243514,-12.3,-23.038145,11.148,6.401232,0.488,-45.545,101.601,0,-0.0704593009221021,0,65.342,1.5,13.199825,16.89,17.33,0.05727015,3.081562,0.7,0.0197602580954804,2068.49175,1.94128275,-0.71694275,3.69129787473187,-11.84,-0.3261891,-0.474311725,14.205855214013,0.0894152552518051,20.025,20.3875,20.7925,17.9475,18.2375,18.91,18.7125,17.8325,0.248321553895618,0.242194563000622,0.0929411119187253
1,3.75,392.299766304887,-0.258671975,-12.66,-23.20025,10.9165661234436,8.4848,0.5055,-43.0375,101.601,0,-0.067657125,0,65.097985,1.47,13.034675,16.865,17.2,0.059000475,3.0525,0.665,0.0223611663858816,2079.54,-1.63186508931424,-0.690512,3.97889838049327,-12.24,-0.36066532500585,-0.64160755,14.1693266480768,0.0892409666672129,19.9575,20.4,20.8275,17.8475,18.09,18.8125,18.615,17.61,0.254823360846578,0.240317738284936,0.0938745908998728
1,4.25,394.166,-0.358,-12.96,-19.3407,11.0264558108878,7.507,0.567,-44.185,101.601,0,-0.0698827,0,66.126,1.655,13.02725,16.72,17.13,0.063202575,3,0.65,0.0194921374389763,2076.13,-0.68261084316176,-1.3871585,4.00788832615734,-12.7975,-0.508050918772002,-0.69194395,13.929,0.0951563765124123,19.93,20.4275,20.83,17.705,17.9825,18.67,18.555,17.415,0.256363467265965,0.235723818886292,0.102807409074808
1,4.75,394.430525,-0.0936868,-13.17,-22.11325,10.9736429099252,4.103108,0.54425,-40.24,101.601,0,-0.160423025,0,65.2655216967318,1.6,13.1007806141322,16.565,17,0.062,2.93289116616144,0.729,0.019195408382239,2075.5025,1.271549,-0.78112755,3.77391741798739,-13.145,-0.466040509567155,-0.669890357760955,13.692025,0.0929655850301605,19.9075,20.39,20.8375,17.5725,17.9075,18.6475,18.43,17.295,0.245333270071332,0.222433727117749,0.0901669094009766
