DOY2,HR2,USTAR,TA,WS,NEE,FC,H,SH,LE,SLE,TS,RH,PA,CO2,VPD,NETRAD,T_CANOPY,H2O,SW_IN,SW_OUT,LW_IN,LW_OUT
1,8.75,0.204822409,-3.614557,1.402817725,0.448319603,0.494604352,0.987977701,0.557692567,9.8358975205,0.0975221025,-0.36708095,74.03513,98.34401,393.74087785,0.953,50.086215,-3.213,3.736468908,70.36234,25.011215,295.53875,296.6503
1,9.25,0.2315860415,-2.885705,1.754594604,0.2993001905,0.247499289,5.914014272,0.816397898,11.68230046,0.0651,-0.30516915,70.90225,98.355785,393.9430833,1.04140077,74.8979,-1.9395,3.737793349,119.1588,40.05124,301.00055,302.36895
1,9.75,0.253129883,-2.0444135,1.969761544,0.0806,0.0888,6.737781533,0.858447068,14.76606852,0.0898,-0.2546969,69.223825,98.373515,393.2843979,1.155793155,95.74631,-0.8165,3.822989515,161.86,49.63657,306.81545,309.23565
1,10.25,0.2707973185,-1.588087,2.035726717,0.105813771,0.119623633,10.683029815,0.8126325545,16.99692472,0.11899771,-0.1937683,67.488435,98.38032,393.6577228,1.331049645,121.0789,-0.706,3.8245897455,196.43975,62.90318,309.72965,310.9087
1,10.75,0.2742068715,-1.00386085,2.156920685,-0.123306269,-0.0135,15.907940035,0.8600165805,18.930979195,0.08085,-0.17329165,65.51188,98.38134,393.6337566,1.44319513,137.68595,-0.395,3.812986439,229.95105,67.540345,311.50545,312.3464
1,11.25,0.2740611645,-0.92978965,2.3903929265,-0.138526889,-0.0348,18.78596015,0.812953986,19.83552139,0.0796,-0.1390525,63.42224,98.35473,393.1280783,1.5556255,138.19,-0.1575,3.7168398085,250.088,74.23358,311.71675,313.93395
1,11.75,0.254060059,-0.75954735,2.3271521415,-0.217863237,-0.179230887,18.22659897,0.90184485,22.45827528,0.0364,-0.10077525,61.042635,98.323675,393.0125705,1.694285645,152.49,0.1225,3.7353405285,263.98465,74.80918,315.1209,316.7685
1,12.25,0.338200898,-0.23546415,2.5269286155,-0.373459068,-0.331191684,16.46389829,0.7567232285,24.277851055,0.087,-0.069245135,60.09968,98.28724,392.9674422,1.755540245,159.7135,0.248,3.948002252,282.31555,76.93861,315.856,318.6535
1,12.75,0.2984864625,0.4658124,2.63002645,-0.209844954,-0.199530164,17.06256933,0.7944173415,22.96267586,0.0872,-0.021407775,59.658,98.25835,392.724861,1.9946233,149.1881,0.273,3.839878614,272.9307,69.06876,316.9503,319.58205
1,13.25,0.2957588285,0.41301545,2.5749555605,-0.262822825,-0.1970605395,13.90821279,0.3797805355,20.89680665,0.0603,0.059443335,58.30517,98.215835,392.06880995,2.00105827,135.1294,0.33,3.874659151,262.60455,73.772415,318.3799,320.6091
1,13.75,0.298464844,0.728384,2.415810159,-0.088,-0.0648,15.58687155,0.5251601915,21.348580345,0.09235,0.06564375,57.23793,98.193415,392.6796299,2.13012152,121.9695,0.341,3.839073853,256.28875,66.40454,319.61375,321.0978
1,14.25,0.3087019705,0.9255422,2.531010043,-0.19948283,-0.132301346,12.26433909,0.3326324425,18.801338235,0.142741493,0.07181319,56.26248,98.177895,392.93378045,2.057665265,115.2556,0.4825,3.870156219,207.98205,54.937275,317.86475,318.79845
1,14.75,0.2943135155,0.95176715,2.4588408625,-0.151621134,-0.0909576445,6.5127371595,0.2815720555,17.032692895,0.00958,0.07425166,56.80232,98.166565,392.3977137,2.040225775,95.864065,0.2665,3.8135387775,185.00335,50.099395,318.65635,320.0045
1,15.25,0.270853833,0.8673036,2.3700371995,0.1097339185,0.093861074,4.027910908,0.071526105,15.78113069,-0.0107,0.070357635,56.625505,98.15148,392.35508455,2.098593475,69.33258,-0.086,3.8377561235,127.15305,34.77153,317.3925,318.5004
1,15.75,0.26432471,0.7987704,2.3386685535,0.322551824,0.31705529,-0.00947,-0.1894867135,12.80533424,0.04445,0.06623597,57.39118,98.15867,392.402025,2.0743284,44.72791,-0.6975,3.8277821565,86.04183,22.00715,316.74495,317.42935
1,16.25,0.262167184,0.47857835,2.211991567,0.531653226,0.535589104,-3.066285483,-0.4535394285,11.154870725,0.00514,0.06013861,57.998525,98.202515,392.6352312,1.99276828,22.169375,-1.1925,3.814994728,51.497105,14.7392,315.23605,316.0195
1,16.75,0.2194848215,0.24268485,1.8488730765,0.729659663,0.678165784,-6.1505547165,-0.710511295,10.35603041,-0.1156472,0.061976805,59.62743,98.21671,392.5623293,1.91438393,3.093048,-1.6055,3.643577904,15.347885,5.13108,313.31705,314.2059
1,17.25,0.1972018095,0.13144865,1.6104143545,0.695257892,0.708157666,-5.5702283995,-0.846609549,5.892422172,-0.06195,0.062603055,62.39196,98.22287,392.5409082,1.802604885,-1.7026045,-2.037,3.7193193415,0.57674985,1.4020885,310.97825,312.43475
1,17.75,0.1709762325,-0.20413895,1.5282469725,0.620105474,0.612432309,-6.255142021,-0.588207325,5.948414384,0.0424,0.062511805,62.533135,98.24506,392.6082467,1.696833255,-3.941511,-2.622,3.719061925,-1.3426785,0.63866735,309.54285,311.2854
1,18.25,0.1799314915,-0.5453108,1.3814334965,0.731615185,0.74817977,-8.334388948,-0.474255431,4.963713283,0.04405,0.062185695,63.983275,98.24989,392.2969306,1.62086889,-3.760544,-2.809,3.8153074895,-1.7039495,0.7491494,307.38345,308.86595
1,18.75,0.1773153365,-0.86336755,1.5293057505,0.76461377,0.69783667,-5.240747416,-0.334188422,3.9813022745,0.05915,0.062996525,65.691525,98.276965,392.69315585,1.582407855,-3.5800115,-2.9585,3.840859239,-1.459568,0.72187745,304.0887,306.5254
1,19.25,0.1811160275,-0.9386613,1.496026518,0.863174142,0.77591833,-7.235556731,-0.340655676,3.554753517,-0.0125,0.063117635,64.969825,98.294835,392.72568545,1.490811185,-3.036245,-2.871,3.857692032,-1.402176,0.7301228,303.3854,305.40305
1,19.75,0.1790105485,-1.1263405,1.5909729845,0.7672475255,0.7459262925,-6.3443201605,-0.4183901675,4.0673358385,0.0366,0.06271083,65.14355,98.299125,393.0385264,1.368614415,-2.988296,-3.379,3.8289018085,-1.412449,0.6531804,303.1258,304.7473
1,20.25,0.197863095,-1.331538,1.532104029,0.743027783,0.746750912,-4.4142872365,-0.2984831565,2.123956104,-0.0119,0.06093583,67.049835,98.295725,393.4155019,1.336564445,-3.3038815,-3.576,3.767848785,-1.3146495,0.7587942,302.88045,303.7564
1,20.75,0.193774447,-1.6355295,1.455067863,0.6929028275,0.6973157205,-6.0169969875,-0.248521054,4.73794957,-0.00516,0.061573055,68.538995,98.280905,393.48888385,1.224542605,-3.53592,-3.541,3.7309510975,-1.293203,0.78831355,302.9166,303.60555
1,21.25,0.1820523005,-1.5668,1.42370953,0.673504546,0.7888212,-5.897124793,-0.289830914,4.040425157,0.0137,0.06101111,68.548675,98.274545,393.7715289,1.22693814,-3.672252,-3.514,3.738886012,-1.482836,0.6977998,301.9564,303.76845
1,21.75,0.168627297,-2.012148,1.4097860595,0.727629824,0.765221792,-3.573183184,-0.330618406,2.690525207,0.0542,0.06143889,68.860305,98.285875,394.30284595,1.194718185,-3.7408135,-3.6535,3.7100026985,-1.808156,0.7042761,301.50415,303.54535
1,22.25,0.1664773395,-1.9247985,1.641249822,0.904894788,0.9035554215,-3.7035379455,-0.270568945,2.873185397,0.04365,0.062731805,71.103305,98.28774,394.52460565,1.12001937,-4.1953975,-3.957,3.7636147735,-1.499947,0.7318712,300.30185,302.0019
1,22.75,0.159365893,-1.995307,1.483785447,0.935961183,0.930457207,-3.7711487305,-0.216437511,2.436120261,0.0436,0.058585135,70.2876,98.2655,394.3813237,1.108239765,-4.235013,-4.259,3.740576948,-1.299616,0.77709325,301.88165,302.9229
1,23.25,0.170651588,-2.2064095,1.222830006,0.85658006,0.8224019775,-4.618844188,-0.1423989075,1.465683227,-0.00612,0.045112775,72.38752,98.255065,394.3968692,1.056665875,-4.392668,-4.831,3.687004138,-1.6132535,0.8712334,298.2909,299.86755
1,23.75,0.1917854265,-2.6855255,1.300308697,1.037393589,1.0959724555,-3.8826134615,-0.208064559,2.7819167175,0.0286,0.04582666,73.69398,98.268945,394.8615242,1.00571545,-4.035695,-4.022,3.628507049,-1.472568,0.7558957,299.8597,301.4751
2,0.25,0.159258725,0.57623815,1.0131248345,0.645964338,0.575962443,-4.0146341905,-0.429263181,1.4176084415,0.02755,0.68401495,69.8393,98.17687,394.11366345,1.527754755,-2.6300495,-1.788,4.6502352355,-1.194929,0.69105765,314.02145,314.66665
2,0.75,0.1363310455,0.694306,0.852498412,0.816239342,0.868239385,-2.9398426055,-0.3559411125,1.869334995,0.0811,0.65437595,71.097375,98.14816,393.7158131,1.350169655,-2.44254,-2.0705,4.7131164895,-1.1355535,0.62716475,310.86115,312.2531
2,1.25,0.1376150265,0.73720505,0.914521757,0.735208466,0.744525397,-3.9581317215,-0.1756762465,0.714130719,-0.03155,0.59290805,72.13497,98.13172,393.82943835,1.37979231,-2.9384055,-2.2865,4.609280433,-1.1328015,0.6918998,310.8015,312.3157
2,1.75,0.1625832415,0.552536,0.972495218,0.6845980285,0.631018866,-3.7153745335,-0.2540167465,0.655252818,-0.00656,0.5437704,72.11033,98.14042,393.8722363,1.366260735,-2.7586495,-2.068,4.6331556465,-1.2683485,0.7072323,310.39505,311.48885
2,2.25,0.1563652425,0.52987365,1.0171748465,0.384436672,0.429793836,-3.7759189765,-0.0896,1.0655751475,-0.02425,0.52776135,71.723635,98.14218,394.0339955,1.25668616,-2.966247,-2.2495,4.5563642605,-1.2088395,0.7993387,310.8213,311.52305
2,2.75,0.1693884835,0.4950645,1.172848105,0.561892563,0.5544580195,-3.242680089,-0.2307775345,0.9259093075,-0.020245,0.5155055,72.986525,98.160385,393.77669185,1.276342855,-2.9369385,-2.1525,4.5936547555,-1.189848,0.80186305,310.8176,311.81825
2,3.25,0.1663451575,0.34720665,1.1182705795,0.621272285,0.653580026,-5.131549441,-0.231400321,1.8156038475,-0.0349,0.4894701,72.83715,98.184955,393.9542475,1.37357764,-2.747344,-2.487,4.62929334,-1.3711355,0.8424611,309.46255,310.38485
2,3.75,0.180640461,-0.0607338,0.990384686,0.851085966,0.90657676,-6.9975941425,-0.3562258355,2.310259521,-0.0211,0.46316375,73.021695,98.172135,393.9228819,1.36533631,-2.4940505,-2.723,4.595118794,-1.0787585,0.77485985,309.393,310.0386
2,4.25,0.198377841,-0.18478275,0.964496107,0.713577212,0.662219537,-4.304899038,-0.33185206,1.313270367,-0.000618,0.4378933,73.444175,98.136905,394.7152485,1.248629,-2.838722,-3.257,4.6178295685,-1.29391,0.74567765,306.8891,308.25755
2,4.75,0.172037679,-0.33623695,0.9791971565,0.646414638,0.73722449,-2.9480540845,-0.3058866495,0.867659242,0.00678,0.416024,74.53786,98.13296,394.5008828,1.16328981,-3.3521595,-2.972,4.624402531,-1.200175,0.8232924,307.78935,309.0461
2,5.25,0.166678011,-0.53805175,0.858666814,0.7423271755,0.7575359055,-2.7846328895,-0.305979761,0.656211503,0.04305,0.392003,74.911665,98.18455,395.2742141,1.17663702,-3.4883145,-2.8455,4.5024299545,-1.285357,0.8491758,306.54985,308.1795
2,5.75,0.1682676295,-0.7758332,1.01634351,0.53499391,0.493620697,-3.580617758,-0.3271583105,1.5524807375,-0.0471,0.37027025,75.538065,98.231875,396.1622174,1.156705855,-3.637793,-2.9015,4.429559753,-1.4890135,0.8521252,305.615,306.2825
2,6.25,0.1691821125,-0.83568505,0.8372593635,0.712045996,0.663418866,-4.8909511565,-0.318098252,2.022791464,-0.134793693,0.348869,76.98413,98.26019,395.7906695,1.1337685,-3.032603,-3.3065,4.391658318,-1.327968,0.8256968,304.8457,307.14555
2,6.75,0.181279418,-0.67246035,1.0899140485,0.5929369135,0.5488816575,-3.380864111,-0.3021845785,1.93352486,0.0265,0.3256291,78.30575,98.26375,395.43185025,0.9495,-1.125617,-3.072,4.4414711225,-0.4096619,1.034784,304.2489,305.1281
2,7.25,0.174259308,-0.9392873,1.130050344,0.710329627,0.765949074,-4.759491617,-0.0525,1.800428282,0.0577,0.3056014,77.91367,98.27631,396.1666077,1.054521,2.977873,-2.472,4.360675901,4.404567,3.099629,304.2353,305.9963
2,7.75,0.162171015,-0.7858128,1.075150028,0.868369802,0.842046605,-2.949233633,0.32111358,3.88885207,0.0991826645,0.305723,77.08262,98.28911,396.4136283,1.0453346,18.33923,-1.624,4.331957452,28.29847,8.628096,306.6666,307.2314
2,8.25,0.196258094,-0.3378552,1.154523608,0.887381069,0.825680891,-1.244587885,0.741266799,6.24373194,0.1805675835,0.2896725,73.90874,98.28865,396.8268993,1.208646,45.99226,-1.0435,4.518685698,71.29508,22.05883,309.7241,311.9797
2,8.75,0.2006986105,-0.02482,1.3803769325,0.596205471,0.5860861515,2.0569351785,0.724164063,9.93689319,0.12752484,0.2864114,71.78993,98.336805,396.2442533,1.35914232,64.07108,-0.406,4.4153716585,116.3157,31.676645,315.0359,316.19745
2,9.25,0.2393927165,0.65649,1.7777063235,0.396811857,0.421968885,2.600192689,1.0737466795,14.187576235,0.173924341,0.2861367,70.073375,98.328285,395.71845925,1.55101344,105.0368,0.283,4.5048590805,171.1963,43.45735,318.0656,319.7086
2,9.75,0.2446844315,1.263493,1.8441967355,-0.1668154,-0.125492524,7.1152302935,1.075661905,14.98196065,0.111679407,0.3315461,68.056375,98.31152,395.8748852,1.680390025,139.8839,1.209,4.671164467,211.15615,56.03767,323.05255,324.10605
2,10.25,0.2716513945,2.0123015,2.0989579415,0.167298487,0.100680912,8.0915369705,1.1304117215,23.46240109,0.127847382,0.4217579,65.99913,98.313825,395.55751805,1.89403095,147.5945,1.5365,4.812473022,261.7764,76.28308,325.7616,327.9448
2,10.75,0.291462904,2.6884725,2.525271444,0.0316,-0.0209,9.133522084,1.206888727,26.35318874,0.2295813465,0.57882955,62.16312,98.31901,395.4555578,2.130702135,163.4508,2.023,4.8290855235,260.0416,71.654395,327.35205,328.6467
2,11.25,0.290495825,2.827438,2.526410146,-0.175007925,-0.196956626,14.532602095,1.1545815365,27.45575411,0.0731,0.67607555,59.91148,98.32953,395.3782463,2.30925358,154.26825,2.6375,4.858159322,306.1088,88.210895,329.2802,331.47475
2,11.75,0.3086899875,3.0382915,2.4563305555,-0.307529717,-0.31939035,14.87844031,1.00774292,31.49700392,0.13368276,0.6675558,58.006665,98.33935,395.24650115,2.4996345,214.1165,3.049,4.7590640335,321.1448,90.969595,332.29995,334.223
2,12.25,0.3173945785,3.594843,2.6102356765,-0.21055183,-0.2285276165,13.4681105,1.035493991,34.268361855,0.186200435,1.1644228,55.038405,98.28864,395.2558944,2.831034875,204.74625,4.1235,4.911305058,377.8827,97.565535,333.62035,337.4484
2,12.75,0.3198008165,3.7925035,2.700046833,-0.082379055,0.04225,13.81090355,0.7927860245,39.01640292,0.07265,1.283703,53.27589,98.219285,394.6920122,2.99972237,172.8748,3.609,4.8915712655,287.6612,97.322225,336.24545,339.02085
2,13.25,0.349040914,4.014065,2.7535532255,-0.01074,-0.0344,19.100730375,0.795226089,36.66312157,0.0921,1.7766635,53.229415,98.19668,394.9654501,3.001922525,181.8337,3.9825,4.867633987,319.94045,93.08521,338.70665,342.29475
2,13.75,0.3368667575,4.2475525,2.7034852765,-0.169945982,-0.0889,15.96766168,0.7424057155,40.06583869,0.120201948,2.2194585,52.684965,98.152585,394.909093,3.21692085,182.8231,4.6945,4.905095055,339.08945,83.46422,339.7181,342.3841
2,14.25,0.3655327445,4.5282805,2.998954403,0.0475,0.0918,12.92316921,0.599610335,40.331780395,0.148999618,2.4360075,54.02475,98.108995,395.43168565,3.26233679,169.4047,4.2385,4.7515643575,327.66225,86.62573,339.38265,340.9637
2,14.75,0.331281133,4.6163435,2.9963851945,-0.0745,-0.0146,8.5027706335,0.342771117,36.1555104,0.0202,2.810315,52.466985,98.13278,395.1629998,3.273068335,145.16645,4.285,4.8534881145,270.06805,77.77984,339.3312,341.65695
2,15.25,0.3205146665,4.294161,2.925634651,0.0781,0.150877321,4.1514117535,0.155339649,35.491822805,-0.03105,2.781275,51.495985,98.14307,395.0308769,3.39109627,131.0668,3.8725,5.0807423925,237.7811,70.92724,335.6598,339.05505
2,15.75,0.2890414405,4.6808985,2.677378323,0.508691562,0.491275805,1.126718611,-0.0419,30.98141631,0.05865,2.7076525,51.594585,98.12379,395.0533562,3.5117649,97.171895,3.845,5.202323489,175.4807,52.84962,336.2575,337.65595
2,16.25,0.2714591485,4.647169,2.5987523005,0.405108589,0.429440535,-1.615432626,-0.211053004,28.693933935,-0.00393,2.401162,52.68992,98.11321,394.6343511,3.353746715,62.838965,2.7465,5.333668031,115.23025,42.20141,335.31705,335.6971
2,16.75,0.2350502045,4.4202185,2.2170188765,0.535327109,0.55776971,-7.252892751,-0.4197513235,19.759870035,-0.0978,2.0844465,53.908975,98.109615,394.0962243,3.16623056,29.554375,1.4775,5.322996296,62.710205,21.14014,333.9524,334.79855
2,17.25,0.2369585615,4.331034,2.084176351,0.677495645,0.6781047295,-9.785946873,-0.7208434795,15.6572441,-0.07695,1.82015,54.87659,98.11021,393.9004676,3.169404645,6.730041,0.421,5.2731429775,21.520135,8.2099505,332.10745,332.91655
2,17.75,0.194585399,4.090627,1.88503576,0.872125488,0.775232673,-12.83709933,-1.0094934515,8.280467553,-0.1291445195,1.636445,57.07308,98.1633,393.5874859,2.99126249,-1.8245815,0.0945,5.199373582,1.8101015,1.5792965,329.71435,331.33995
2,18.25,0.1570620335,4.067702,1.6642494675,0.8842384,0.8986848825,-9.3334904245,-0.7967523145,4.04372441,-0.00915,1.5528275,59.764685,98.247,393.96628465,2.700437775,-3.3337195,-0.181,4.974750396,-1.491625,0.57514635,327.64225,328.68985
2,18.75,0.167116649,3.348888,1.56816911,0.6786530045,0.6798656595,-8.2202531605,-0.63243047,4.462997878,0.01178,1.3637435,61.49737,98.182995,394.14215435,2.55163933,-3.7755105,-0.0285,4.9659661005,-1.8742995,0.71812755,325.6999,327.3798
2,19.25,0.1792633055,3.2748975,1.428902118,0.5551213505,0.5878723775,-8.2404197495,-0.540185518,3.4760464605,0.05325,1.295245,61.957875,98.17726,394.0116786,2.4145395,-3.805935,-0.5055,4.967329397,-1.4678565,0.7092166,322.5374,322.9765
2,19.75,0.170924409,3.012579,1.3957714675,1.068633395,0.989540571,-9.4426130025,-0.4820249925,4.3242082265,0.0244,1.1925875,62.448265,98.154465,393.8846793,2.241197815,-3.790835,-0.7825,4.8380815815,-1.3139495,0.7883211,321.88225,322.13625
2,20.25,0.1809516105,2.9234515,1.5028488235,0.870777474,0.871571048,-6.18031347,-0.4396193105,3.435367352,0.004675,1.100597,64.772395,98.16374,394.1731116,2.173192485,-3.2428095,-0.921,4.8304558235,-1.534742,0.7490965,321.85785,321.98615
2,20.75,0.184402049,2.539727,1.6081755095,0.671287275,0.872653273,-7.154374093,-0.349405008,3.841598431,-0.05735,1.025529,64.83605,98.18295,394.0397433,2.043689665,-3.790638,-0.922,4.7662197355,-1.4899565,0.77824145,321.04665,321.6309
2,21.25,0.1699559295,2.534574,1.6963068865,0.865610056,0.837313393,-7.5225727575,-0.423271905,3.464361005,-0.0139,0.99092525,66.310755,98.156595,394.3059288,1.978425085,-3.700255,-0.9845,4.7626042645,-1.5852305,0.78542095,319.9306,320.77205
2,21.75,0.1692921525,2.028314,1.481358465,0.943759793,0.992236057,-7.2898595075,-0.390787415,3.862660349,-0.00822,0.96701755,65.9164,98.133525,393.9521007,1.945514585,-3.125685,-0.9745,4.701360469,-1.3577415,0.7140488,320.44285,320.72975
2,22.25,0.1723326645,1.925148,1.459672435,0.674606284,0.7049286245,-5.0908532865,-0.3973014705,3.6386078185,0.067,0.9401016,65.471515,98.108535,394.0020356,1.94004668,-2.9829795,-0.944,4.7613861735,-1.232789,0.6635279,318.48215,319.5117
2,22.75,0.171659119,1.6620655,1.353148142,0.995615237,1.151786033,-7.1540074065,-0.320730632,3.139923587,0.0165,0.91329275,67.348725,98.11245,394.4186783,1.721390605,-3.254391,-1.1105,4.705461622,-1.2642925,0.72838035,316.95345,318.12465
2,23.25,0.1636606485,1.415062,1.360061721,0.868716783,0.913575179,-7.199324743,-0.280788772,2.236284416,0.0438,0.87791135,66.968125,98.131085,394.0828384,1.735948935,-2.8443785,-0.929,4.6584863975,-1.1483805,0.8238317,315.66915,316.64955
2,23.75,0.2014363585,1.113731,1.238118266,0.860721326,0.887352459,-5.130015828,-0.3508924495,1.0863615975,0.03775,0.7985055,67.372665,98.15227,393.7426514,1.62509712,-2.432652,-0.853,4.661632065,-1.208865,0.8158141,315.4105,315.9034
3,0.25,0.1817647505,0.61950915,1.762656093,0.91690219,0.901126205,-8.885074903,-0.497994021,3.4870164045,0.06035,2.423651,67.57835,98.215675,393.5164999,1.89852566,-4.855009,-1.4575,4.8051013005,-2.1858725,0.83385255,314.522,314.83625
3,0.75,0.192986238,0.71266245,1.629070538,1.150623134,1.072598244,-6.5567799355,-0.428570528,4.4626805255,0.0587,2.2715775,70.42355,98.218675,393.9112568,1.87926434,-5.16553,-1.2225,4.76022785,-2.0211435,1.1092575,313.6334,314.8164
3,1.25,0.176132148,0.71515505,1.541370334,0.986220611,0.987767299,-8.9207926915,-0.4493527225,4.788263564,0.05385,2.0494,71.183715,98.2135,394.4853229,1.724486855,-4.98825,-1.509,4.773517702,-2.154706,1.027539,311.0777,313.3942
3,1.75,0.181628631,0.3661712,1.274849719,1.0059960295,0.9801344275,-5.904879221,-0.502858678,4.762911379,-0.04395,1.873765,71.36134,98.20456,393.92535205,1.696334,-4.930658,-2.014,4.680366124,-2.013242,0.9790298,310.6158,311.0013
3,2.25,0.147304937,0.1754594,1.21746811,0.973624351,1.013553849,-5.351790743,-0.402436736,4.309089411,0.00562,1.817846,71.48692,98.18742,393.7448668,1.58530417,-4.969923,-2.07,4.568066515,-1.986185,1.041947,309.8027,310.5765
3,2.75,0.17698308,0.0931,1.210194436,0.962058659,0.943500208,-2.787326361,-0.293351409,3.190609998,0.0249,1.673971,72.03081,98.20087,394.2952329,1.509056,-4.396106,-2.153,4.57561213,-1.901964,1.080623,309.2222,310.6023
3,3.25,0.160286718,-0.0142,1.130182786,0.7699414435,0.789273642,-2.348316578,-0.313666329,3.3896133015,0.00701,1.664859,73.8443,98.18334,394.2272839,1.37446928,-4.16411,-2.041,4.459362131,-1.914058,0.9437185,309.9212,310.3233
3,3.75,0.154401118,-0.1319916,1.266620391,0.8945489265,0.899362411,-4.948347431,-0.292007777,3.11208771,-0.06275,1.584074,74.67845,98.19156,394.969511,1.2307796,-4.322731,-1.955,4.414060711,-1.879516,0.9144033,307.843,308.6147
3,4.25,0.160139841,-0.2199565,1.176943137,1.091859592,1.124197066,-5.151384736,-0.386932233,3.1065491515,-0.09325,1.510875,76.2411,98.19836,394.9590366,1.20076431,-4.990247,-2.375,4.381523469,-1.77899,1.048291,307.3895,309.0087
3,4.75,0.148679692,-0.3272667,1.256689424,0.9204922585,0.906054943,-3.84454865,-0.299338192,3.387813464,-0.0571,1.563637,77.40379,98.22565,394.73114955,1.11521269,-4.339393,-2.32,4.306104113,-1.670119,0.8595481,305.1809,307.7195
