DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,NEE,TAU_1_1_1,USTAR_1_1_1,CO2_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,CO2_SIGMA_1_1_1,WS_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SG_1_1_1,SG_2_1_1
1,0.25,0.49829,-7.873,7.30225,0.58038,-0.0496529462931177,0.197629294607713,416.698668008376,4.15820703880764,0.0539694043617474,0.776207469929098,2.616818,0.675696849141912,0.5875458758417,0.272948926849036,98.7825,83.439785,0.77015,-0.919825,0.05954398,0.05562567,0,0.8583159,279.7036,307.5133,-23.433485,4.058546,0.17324775,0.4656154,0.554576,1.2401615,-9.3313275,-9.330683,-8.626192,-8.3668955,-0.906252547503245,-0.963356110933774
1,0.75,0.51911,-7.6402,7.6885,0.52986,-0.0469194280860211,0.196196737749728,417.098109561331,4.07507207007787,0.0519208924567411,0.740336431432033,2.653574,0.66286841552691,0.598260221873647,0.270645389554968,98.76435,84.26228,0.75488,-0.7825,0.061827495,0.05229747,0,0.918041,284.72365,307.15935,-19.39854,3.66175,0.1781735,0.4502752,0.5168996,1.236871,-9.403694,-9.139457,-8.577398,-8.117651,-0.939684127039506,-0.952866699894717
1,1.25,0.49849,-7.4007,7.6434,0.58321,-0.0462493892608531,0.189411665796439,417.024707613069,3.99094425238202,0.0523578028125722,0.762558041026589,2.726094,0.652744561645754,0.589423844186588,0.272476158409646,98.766425,84.73641,0.69854,-0.96043,0.06147313,0.05503945,0,0.7718108,284.435,306.6299,-17.842755,3.623261,0.1768359,0.3955686,0.5108596,1.228524,-9.392478,-9.3550215,-8.744365,-8.072839,-0.846346588275418,-0.902480264563783
1,1.75,0.50943,-8.7048,6.9476,0.5783,-0.0465357588729169,0.191699500507822,417.657860303936,3.95026506843908,0.0482423553665075,0.707486317015822,2.722008,0.671089034041652,0.560738219055451,0.268909891589851,98.76804,85.20789,0.67758,-1.0189,0.05878549,0.05335996,0,0.85373455,285.0244,306.5815,-19.28231,3.640111,0.176691,0.3811291,0.515105,1.226359,-9.491567,-9.13357,-8.934521,-8.04434,-0.878370292907157,-0.91278066301268
1,2.25,0.45247,-7.05645,6.7785,0.51481,-0.0469949894624338,0.192204377356126,417.731154167974,4.11514606782045,0.0485946031738485,0.719646176685165,2.630534,0.650221046102273,0.552930838756081,0.263991478454157,98.77554,85.70673,0.69351,-1.0009,0.06338445,0.052543945,0,0.7017402,284.18965,306.7426,-17.51212,3.6268335,0.171795,0.3703261,0.5148776,1.20876,-9.333299,-9.32677,-9.139492,-7.993817,-1.1272663817351,-0.954192934193408
1,2.75,0.534785,-7.42255,7.2164,0.54509,-0.046425259079214,0.191649679681854,416.735618765419,4.12026796708031,0.0537337840234706,0.701853835548151,2.799678,0.675317850595831,0.582082643501213,0.274563943018245,98.78635,85.51806,0.650525,-1.1526,0.059418,0.0537332,0,0.7390733,283.3617,305.5821,-19.096815,3.621395,0.1742171,0.3563691,0.4987537,1.192867,-9.507088,-9.363436,-9.0121165,-8.431546,-1.03674244784798,-1.03956906705722
1,3.25,0.473945,-7.4186,7.399,0.50976,-0.0523852908924334,0.203324059868734,416.971006206621,4.02533133145114,0.051114409431579,0.674848269168895,2.819244,0.679718303814261,0.625956688102604,0.298615882762763,98.77642,85.68298,0.67165,-1.2191,0.061676295,0.053842375,0,0.8593411,282.6597,305.36275,-16.75538,3.542864,0.17042975,0.3411079,0.4668746,1.185149,-9.634971,-9.373783,-8.867376,-8.672655,-0.928374790011702,-0.940726145749003
1,3.75,0.46912,-6.2302,7.83085,0.492325,-0.0545997204916637,0.208993160162247,417.671830714927,4.05528113565074,0.0495811550682866,0.645328581494792,2.8692865,0.68864918776807,0.634111262764544,0.275226593667523,98.78008,85.94897,0.611925,-1.3836,0.06388335,0.05361905,0,0.8061663,285.6561,305.6477,-16.318135,3.773267,0.1736985,0.337883,0.4421119,1.1818205,-9.506769,-9.393779,-9.2740175,-8.7705625,-1.18871310309527,-1.22989049500765
1,4.25,0.54549,-6.6956,7.95735,0.57869,-0.0503049685454103,0.199065827474677,417.420574101684,4.07760794384957,0.0520697321851364,0.62644861712176,2.788012,0.714577579668699,0.638793902328283,0.27849713603461,98.796485,86.825115,0.624745,-1.50495,0.06484696,0.05493057,0,0.7238072,284.9749,305.7293,-16.96521,3.69383,0.1795529,0.31898645,0.43274035,1.1770545,-9.568047,-9.458613,-9.56475,-9.058245,-1.21325057410065,-0.97019631609604
1,4.75,0.44601,-7.2273,7.0032,0.49014,-0.0535369937452094,0.205729181406225,417.697756491596,4.08260859773394,0.0503232827436004,0.611468176971218,2.7587835,0.708291580235424,0.629940516472336,0.286809164080971,98.824365,86.762015,0.61485,-1.51625,0.06427188,0.05588681,0,0.7057526,278.7621,304.613,-18.164555,3.665408,0.16419555,0.3063491,0.38975045,1.179841,-9.940212,-9.695148,-9.7126165,-9.1574935,-0.763446865075528,-0.590380347953399
1,5.25,0.46851,-6.3746,6.7684,0.49141,-0.0499466527146454,0.198696509289087,417.806889208632,4.13391832511093,0.0483001891722274,0.565617737083635,2.7181865,0.666449323363737,0.628909045303381,0.278155908590361,98.838685,87.30979,0.592505,-1.74395,0.06437799,0.05566692,0,0.72537975,282.5453,303.8871,-17.6941,3.911515,0.16994735,0.3065633,0.38574795,1.160275,-10.296075,-9.547171,-9.838757,-9.2499115,-0.695929302613973,-0.787579955936674
1,5.75,0.44997,-5.7733,7.163,0.46318,-0.053412362025282,0.205878332561371,418.017608708924,4.00017011083238,0.0498858623237669,0.635740963395016,2.911056,0.694450035877032,0.640850152940959,0.29464808332418,98.849625,87.041135,0.549145,-1.8671,0.06510037,0.0535888,0,0.7137609,281.5895,304.441,-16.13665,3.734205,0.1711853,0.2910789,0.3835121,1.130666,-10.238385,-9.421382,-10.00845,-9.4068635,-0.895608623144959,-0.764143565137787
1,6.25,0.41851,-4.8978,6.8118,0.431405,-0.056572454104941,0.212957029440042,417.964471460871,4.01351438453082,0.0525248868217286,0.660793754570102,2.910944,0.676288580069458,0.605957875718276,0.296709487040179,98.85932,86.98608,0.51806,-1.99575,0.06461478,0.05585968,0,0.6837255,285.1772,304.6758,-16.45151,4.000595,0.1642167,0.29617805,0.38277665,1.10677,-10.35475,-9.572485,-10.36613,-9.277866,-0.884942377753215,-0.688314417972776
1,6.75,0.45932,-5.2785,6.31895,0.47511,-0.0545805221925294,0.20575719673162,417.29042576732,3.95223595094295,0.0493440976493305,0.662621353808211,2.950457,0.694487482632472,0.635582773907627,0.293598538001551,98.876485,87.26105,0.517055,-2.056,0.08383579,0.06257436,0,0.617451,284.9293,304.5808,-16.422805,4.193101,0.138581,0.29452385,0.36722035,1.0917015,-10.174185,-9.550268,-10.29353,-9.370321,-0.633733270768587,-0.741093681912408
1,7.25,0.43387,-6.1579,7.0335,0.4436,-0.0620257966758918,0.221126575288211,416.9457459455,3.91856434389765,0.0462823542209179,0.625227113386132,2.834773,0.694884076729311,0.634293012835247,0.297396362068343,98.88553,87.314175,0.507495,-2.0209,2.775588,0.55383325,0.20038,1.383953,280.3863,302.8928,-17.064035,4.378774,0.1553522,0.29712585,0.3596533,1.0901975,-10.182635,-9.568391,-10.25477,-9.6137655,-0.758355175406292,-0.706702288432537
1,7.75,0.39349,-4.5876,5.2577,0.392435,-0.0630303247245789,0.221604502584366,417.274337809105,3.86243149465158,0.0506801226908296,0.520430659014717,2.898082,0.717533370610735,0.669248398047751,0.306595603451255,98.9191,86.76091,0.52077,-1.9612,30.64509,6.720254,14.834,6.589142,278.90555,304.2709,-10.926595,4.476133,0.15558745,0.2766404,0.328902,1.090934,-10.02096,-9.538108,-10.271235,-9.745707,-0.690928517342012,-0.597346505318098
1,8.25,0.27791,-1.3354,9.1143,0.2328,-0.0642362794584475,0.222380853245344,416.965431282375,3.9113795380652,0.0664767097759009,0.586348090798817,3.129359,0.750720787680834,0.69503688726649,0.306689744723202,98.91595,85.64764,0.59821,-1.8254,87.81089,23.50834,44.145,20.0475,280.98075,307.00415,4.689193,4.456588,0.1782359,0.254035,0.3280258,1.092523,-10.01135,-9.543934,-10.12752,-9.297662,-0.233294435690971,-0.127258527206048
