DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.59925,-3.36550000000002,3.94105,0.814525,3.96355,1.351275,94.22155,385.3777,0.51375,3.758875,9.760325,0.602724999999999,0.51025,0.538374999999999,6.0132
1,0.75,0.67995,-3.07850000000001,4.130075,0.649925,5.46205000000001,1.1335,94.311925,385.4505,0.544749999999999,3.315075,9.66655,0.346849999999997,0.426175,0.561375,5.994125
1,1.25,0.65955,-3.10232500000002,3.9809,0.57085,8.8987,1.32645,94.462525,385.4407,0.550249999999999,3.502275,9.289975,0.325399999999999,0.451924999999999,0.419975,6.2108
1,1.75,0.5884,-3.40797500000002,4.03455,0.6003,6.46719999999999,1.9956,93.562825,385.86865,0.62275,2.9045,9.219725,0.40635,0.419075,0.555725,6.35175
1,2.25,0.56475,-3.64785000000002,3.8169,0.6099,5.76059999999999,0.774099999999999,93.278675,385.953525,0.66,4.13179999999999,9.67785,0.75525,0.41815,0.796174999999998,6.4254
1,2.75,0.636925,-3.59315000000002,4.003625,0.683499999999999,7.66229999999999,1.6254,93.7747,386.317125,0.63275,3.25344999999999,9.840575,0.976899999999999,0.431725,0.839025,6.3002
1,3.25,0.6264,-3.62820000000002,4.06835,0.565,8.2982,2.06039999999999,94.369025,386.1516,0.53275,3.509525,12.620375,0.745424999999998,0.355025,0.97485,6.1154
1,3.75,0.604825,-3.50810000000002,3.9752,0.641099999999999,7.2069,0.987799999999998,94.477175,386.651625,0.48375,2.45269999999999,12.3832,1.004075,0.406025,0.73465,5.9664
1,4.25,0.6541,-3.36110000000001,3.980725,0.516625,7.922375,0.8755,94.39325,387.4864,0.4625,2.6416,12.753225,1.101275,0.556749999999999,0.5064,6.231675
1,4.75,0.6625,-3.24992500000001,4.0786,0.718,8.818,0.9855,94.69125,388.1922,0.4825,2.810925,12.368675,0.635574999999999,0.4274,0.813524999999999,6.090875
1,5.25,0.642375,-3.244275,4.221425,0.656,7.667875,0.967875,94.667,387.9186,0.495,2.49467499999999,12.363375,0.746724999999996,0.476424999999999,0.838375,6.103
1,5.75,0.64915,-3.358575,4.0891,0.647125,9.175125,0.831875,94.91375,387.7992,0.4825,4.4564,12.321175,0.736574999999998,0.53075,0.802574999999999,6.10275
1,6.25,0.6335,-3.666475,4.12725,0.63125,8.8876,2.29375,94.4975,386.8144,0.4825,4.009,11.75205,0.977049999999999,0.428975,0.745125,6.15425
1,6.75,0.68675,-3.924275,4.3022,0.743,7.877,0.853,94.253,386.481,0.4975,3.440525,11.81675,0.854124999999999,0.3969,0.833749999999999,6.0985
