DOY2,HR2,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1,TS_7_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,PPFD_IN_2_1_1,WS_2_2_1,T_SONIC_2_2_1,WS_2_1_1,T_SONIC_2_1_1,NETRAD_2_1_1,TA_2_9_1,TA_2_7_1,TA_2_6_1,TA_2_5_1,PPFD_IN_2_5_1,PPFD_IN_2_4_1,PPFD_IN_2_3_1,PPFD_IN_2_2_1,WS_2_3_1,T_SONIC_2_3_1,SW_IN_2_2_1,SW_OUT_2_2_1,LW_IN_2_2_1,LW_OUT_2_2_1,NETRAD_2_2_1,T_CANOPY_2_1_1,T_CANOPY_2_1_2,CO2_2_9_1,H2O_2_9_1,CO2_2_7_1,H2O_2_7_1,CO2_2_6_1,H2O_2_6_1,CO2_2_5_1,H2O_2_5_1,CO2_2_4_1,H2O_2_4_1,CO2_2_3_1,H2O_2_3_1,CO2_2_2_1,H2O_2_2_1,CO2_2_1_1,H2O_2_1_1,TA_2_4_1,TA_2_3_1,TA_2_2_1,TA_2_1_1,VPD_2_9_1,VPD_2_7_1,VPD_2_6_1,VPD_2_5_1,VPD_2_4_1,VPD_2_3_1,VPD_2_2_1,VPD_2_1_1,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,WS_1_1_1,PA_1_1_1,NETRAD_1_1_1,TAU_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,CO2_2_8_1,H2O_2_8_1,T_SONIC_2_5_1,TA_2_8_1,PA_2_1_1,RH_2_1_1,VPD_2_8_1,WS_2_5_1,USTAR_2_1_1,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1
1,0.25,22.572500025,22.143749975,23.535,22.45,22.46,24.08,21.67958335,22.2525,22.490000025,22.3675,-2.047625,-1.951,-2.121333325,-2.348,-1.89325,-2.0053333,-0.92133335,0.353125025,20.15583335,0.370000025,20.512500025,-7.271499975,20.68208335,21.16833335,20.97166665,20.23583335,-1.816249975,0,-1.336,-1.426541675,0.399333325,21.234583325,-0.28583335,0.177291675,405.1885834,419.312787625,-12.878041675,17.015,20.741666675,398.40955,23.5583575,398.59085,23.564347725,398.40263405,23.611007725,398.42278405,23.7124625,398.78843405,23.72756,399.12543405,23.7608525,399.6558,23.854115,407.45938405,24.598855675,20.491015,20.53736,20.44074,20.435175,1.6649325,1.893176,1.109977,0.86731,0.6758585,0.672338,0.523265,0.4350725,20.314375,92.586054575,20.8460583,91.238086275,0.683287225,97.39022667,-11.498217875,-0.2609508,-27.03569985,-5.458558,0.16745635,384.11911585,22.28224565,23.5833123,21.38494305,95.172811625,71.0476612,2.477081203,0.7919835,0.21028735,0.5493981055,0.4454935395,0.296072906
1,0.75,22.56833335,22.135000025,23.540416675,22.445833325,22.46,24.056249975,21.62708335,22.235833325,22.47958335,22.37708335,-2.062625025,-2.00175,-2.14675,-2.3445,-1.910791675,-2.096083325,-0.87508335,0.36241665,20.15541665,0.3499583,20.53166665,-8.36345835,20.65791665,21.1666667,20.8583333,20.1925,-1.8085417,0,-1.336,-1.428,0.417,21.12166665,-0.260208325,0.224250025,406.537073975,418.799892675,-13.60966665,17.10041665,20.7008333,398.474351075,23.5182809,398.7606431,23.51695,398.458801075,23.5434109,398.616225,23.5869509,398.878426075,23.6393709,399.157776075,23.7306909,400.143292025,23.765105,407.0238181,24.3049,20.3763,20.4333,20.37401,20.37358,1.63907475,1.9509875,1.21572875,1.10829,0.54579575,0.571158,0.47177925,0.4341195,20.116231675,92.6875225,20.7651275,91.2850425,0.50459445,97.36586667,-11.4889689,-0.2448016,-23.4189915,-6.0688322,0.0740055,383.5468349,22.2292799,23.6587218,21.494587,95.14064773,74.0109921,2.860109946,0.6733643,0.1973311,0.493387677,0.430434896,0.268940142
1,1.25,22.54958335,22.1191667,23.535000025,22.44333335,22.46,24.0408333,21.56875,22.21916665,22.467500025,22.383749975,-2.0639583,-2.01975,-2.152625,-2.4703333,-1.923,-2.104624975,-0.9008333,0.378208325,20.1116667,0.3848333,20.541666675,-10.154875025,20.443749975,21.1666667,20.8016667,20.19083335,-1.739125025,0,-1.336,-1.428,0.37133335,21.05166665,-0.517375025,0.1402917,403.78246165,418.243780775,-16.963375,16.97208335,20.625,398.849576075,23.25839,398.890401075,23.2787609,398.8655431,23.33927,398.9067431,23.40165,399.195067025,23.54222,399.328001075,23.68902,400.5516,23.6796909,407.226975,24.3459,20.31322,20.35228,20.32455,20.32728,1.56044525,2.3035175,1.455865,0.4443415,0.534873,0.468689,0.47559625,0.442689,20.049357075,92.692615,20.6046946,91.5141617,0.70751335,97.337205415,-13.203962925,-0.2553541,-21.7048233,-6.0934866,0.081051,384.7058997,22.1015623,23.6251548,21.4641804,95.11611229,70.6652482,2.669638041,0.763347,0.2430796,0.528767056,0.457158397,0.269426242
1,1.75,22.52875,22.096249975,23.5266667,22.430416675,22.457916675,24.0083333,21.467500025,22.199166675,22.443333325,22.3804167,-2.14441665,-2.040833325,-2.1670833,-2.5426667,-1.960291675,-2.1235417,-0.89716665,0.374291675,20.0983333,0.3545833,20.484583325,-10.6395,20.3566667,21.0283333,20.87166665,20.07,-1.515541675,0,-1.336,-1.428,0.363,20.93083335,-0.519958325,0.04525,402.10695955,417.7347564,-13.50029165,16.944583325,20.570416675,399.4244181,23.2270609,399.2838181,23.18365,399.2926431,23.20968,399.3386681,23.2397,399.4056931,23.27445,399.7954681,23.33697,400.296276075,23.21595545,407.604492025,24.08198,20.23735,20.19203,20.25131,20.19393,1.564766,2.0851835,1.44369775,0.959826,0.55247375,0.5259175,0.360222,0.389841,19.948257075,92.6571358,20.547207475,91.37412915,0.6054078,97.31823167,-13.408160275,-0.2638489,-19.3845111,-4.8589684,-0.0842397,384.6001713,22.0245139,23.5573963,21.4065474,95.10368768,71.8187662,2.905273536,0.6376623,0.1811389,0.464493918,0.402524409,0.247995968
1,2.25,22.527500025,22.0825,23.514999975,22.4225,22.455833325,23.9670833,21.32125,22.17916665,22.42125,22.369583325,-2.179833325,-2.082499975,-2.176458325,-2.6485,-2.0122083,-2.226999975,-0.886,0.371,20.086250025,0.344083325,20.375,-9.502375,20.40333335,21.06916665,20.805,20.045,-1.62525,0,-1.336,-1.428,0.37033335,20.87666665,-0.446666675,0.186458325,403.561600125,417.634435175,-15.72416665,16.824583325,20.51125,399.0825431,22.9436009,399.1124931,22.98203,399.075651075,22.96556,399.149142025,22.9792,399.329517025,23.0768609,399.6502681,23.19702,400.400551075,23.21806545,407.413426075,23.96081,20.23957,20.2256,20.16951,20.12111,1.69784275,2.1480775,1.1915595,1.186611,0.65220475,0.59930525,0.44781,0.351362,19.790193725,92.3324475,20.454438325,91.47606165,0.5741711,97.301900415,-12.3931408,-0.266693,-27.9731541,-7.9919461,0.1967069,385.6156444,21.8635399,23.5993794,21.4469992,95.08540548,71.8760259,2.816816659,0.6467597,0.1826972,0.431440146,0.370264365,0.250120771
1,2.75,22.503750025,22.05791665,23.503749975,22.413333325,22.4591667,23.91416665,21.2,22.1491667,22.392083325,22.341666675,-2.19,-2.0565,-2.24383335,-2.7168333,-2.193916675,-2.306666675,-0.86775,0.352083325,20.08791665,0.3159583,20.43333335,-8.747374975,20.31208335,20.906249975,20.64416665,20.1125,-1.8305417,0,-1.336,-1.383416675,0.37483335,20.82083335,-0.3982917,0.1247083,403.26083215,416.8904641,-15.685624975,17.283333325,20.48875,398.783676075,22.93888,398.853542025,22.95491,398.943551075,23.01342,399.0534431,23.06801,399.1721931,23.0713409,399.2643431,23.12049,400.173476075,23.18658545,407.9043,23.89887,20.11501,20.1628,20.18717,20.11844,1.63713625,2.044536,1.0291,0.821889,0.4620375,0.42713075,0.459464,0.33179325,19.77126415,92.5499908,20.45593585,90.68023915,0.5612425,97.29371625,-13.4518505,-0.238444,-19.25336045,-5.3480021,0.010937,385.5950529,22.0056537,23.5009463,21.4126134,95.07328961,73.0553582,2.967124655,0.6341645,0.2070282,0.48192406,0.407396244,0.271557729
1,3.25,22.475,22.03333335,23.491250025,22.41,22.460416675,23.85875,21.16916665,22.11583335,22.350416675,22.317499975,-2.19520835,-2.13525,-2.4065,-2.7875,-2.377541675,-2.410416675,-0.83058335,0.374791675,20.05583335,0.3290833,20.465,-11.4179167,20.196250025,20.80041665,20.5883333,19.9275,-1.90333335,0,-1.336,-1.428,0.35966665,20.80333335,-0.52541665,0.091541675,401.642613975,417.002517225,-15.886291675,17.022916675,20.54166665,399.0402931,22.91984,399.251801075,22.91513,399.2994681,22.9227709,399.3047681,22.9757109,399.4079931,23.01868,399.6133931,23.09684,400.434476075,23.16756545,407.704701075,23.83615,19.9943,20.05779,20.09831,20.0661,1.40705575,1.997204,1.25686375,0.626589,0.7824335,0.789803,0.680326,0.426327,19.852567925,92.6614242,20.4513571,91.0254525,0.5691667,97.2926312475,-13.1664136,-0.2174494,-16.072748625,-5.3409362,0.0519433,384.9188509,21.9998604,23.3991505,21.3090684,95.06943953,72.6663338,3.124897318,0.5409658,0.1967758,0.477538375,0.416424303,0.237696866
1,3.75,22.4466667,22.0075,23.48208335,22.4,22.457500025,23.8179167,21.0770833,22.0779167,22.315416675,22.271666675,-2.32691665,-2.165250025,-2.43691665,-2.8963333,-2.389875025,-2.474374975,-0.8880833,0.375666675,20.026249975,0.349458325,20.45833335,-10.152999975,20.38875,20.840000025,20.58416665,19.7375,-1.758625025,0,-1.336,-1.428,0.37875,20.68916665,-0.28458335,0.19629165,402.2009478,416.657526575,-15.92583335,17.07458335,20.418750025,399.0409431,22.83373,399.178176075,22.8357309,399.1772681,22.8473409,399.3426681,22.8476609,399.2961931,22.92975,399.5720431,22.94369,400.709842025,23.11412045,408.0265181,23.75914,20.03919,20.03359,20.06484,20.0892,1.573725,1.987017,1.240559,0.647349,0.599781,0.4787795,0.43282525,0.388011,19.7835242,92.48992415,20.42162335,90.9079558,0.53176555,97.3033999975,-11.457078225,-0.2383342,-15.5005107,-5.4689832,0.0965988,386.5817118,21.8949364,23.3287858,21.2762134,95.07933278,72.3955936,3.180155184,0.4866194,0.1820554,0.42973294,0.394847566,0.231596632
1,4.25,22.43125,21.981250025,23.467500025,22.3895833,22.446250025,23.783333325,21.08666665,22.051249975,22.289999975,22.212083325,-2.4842917,-2.22625,-2.5062917,-2.983,-2.609666675,-2.62504165,-0.88608335,0.3885,20.072083325,0.352583325,20.2375,-8.827041675,20.2179167,20.9654167,20.80916665,19.8175,-1.997999975,0,-1.336,-1.426541675,0.40141665,20.59583335,-0.391999975,0.123833325,404.1842926,416.345450725,-12.96625,17.12875,20.268750025,399.3581681,22.7529775,399.2825681,22.7531959,399.3972681,22.7555009,399.3845681,22.7857459,399.3743681,22.8319559,399.5981681,22.8925859,400.4112181,23.062743175,408.0879681,23.645205675,19.9219675,19.9713025,20.0194025,20.035075,1.16145925,1.9436585,1.2907485,0.205683,0.544683,0.508778,0.3862705,0.43551475,19.604697475,92.9280933,20.3416342,90.3889117,0.56532305,97.3160912475,-10.6819943,-0.2007241,-23.1554821,-8.2960779,-0.0119864,387.2601052,21.8621478,23.2933948,21.2306405,95.09806637,71.1688328,3.011189281,0.5735065,0.1897921,0.413183978,0.389449997,0.233917507
1,4.75,22.40708335,21.95625,23.457499975,22.38,22.44125,23.767500025,21.096249975,22.02083335,22.26375,22.1775,-2.583750025,-2.3085,-2.575416675,-3.097,-2.510499975,-2.725625025,-0.85466665,0.3501667,19.962500025,0.351666675,20.135,-8.5894583,20.3329167,20.852500025,20.6566667,19.8358333,-1.938666675,0,-1.336,-1.4206667,0.3985,20.7058333,-0.3805,0.1680417,403.18384945,416.2823386,-14.6461667,17.0616667,20.2904167,399.6754681,22.806547725,399.5596681,22.817005225,399.7793681,22.834522725,399.6503681,22.8461375,399.8081681,22.8665025,400.0806681,22.885602725,400.99685,22.9172675,408.2323,23.7042759,19.875385,19.867085,19.879665,20.03335,1.597359,2.0832755,1.2147095,1.004599,0.54598175,0.47060575,0.3595435,0.4316165,19.63079795,92.3099233,20.33796875,91.0571042,0.52229165,97.3390599975,-11.48111,-0.2141596,-17.4608906,-5.8666788,-0.0104862,387.0222968,21.8103477,23.4557933,21.262405,95.11092403,72.1635826,3.150230564,0.4997904,0.1485186,0.396622869,0.337366566,0.190295297
