DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU
1,0.25,413.432379,6.86918475,2200.593256,0.78437225,8.990997,-38.4506155,-3.372626,0.430998,0.0577285,0.2222,0.051186,101.84225,85.85,3.2325,0.2812675,10.258618,0.21492625,6.4135,6.5696665,5.6998335,5.8058335,7.693833,11.206,-38.0290085,0,0,-2.898551,0.538462,291.808486,322.8511595,-0.0593485
1,0.75,414.59894925,6.8958,2172.203132,0.36388,10.951247,-30.876393,-4.369003,0.4382115,0.056032,0.2026315,0.0520775,101.8305,86.25,2.8955,0.26966,9.9904415,0.215367,6.4155,6.557833,5.6968335,5.802,7.7071665,11.2,-37.163276,0,0,-2.826087,0.538462,290.718402,321.208949,-0.057281
1,1.25,414.867864,6.716118,2188.6192765,0.632771,-0.0720065,-38.70015425,-4.538416,0.4377565,0.059439,0.206668,0.052852,101.84325,87.2,2.75565,0.246946,9.714784,0.208594,6.4035,6.549167,5.6861665,5.8035,7.713,11.2,-34.497554,0,0,-2.753623,0.5769235,290.1473825,320.8384845,-0.064609
1,1.75,412.0017615,6.73327275,2212.92901475,0.891357,1.919535,-40.00752125,-6.8630105,0.43583,0.058128,0.20982,0.051926,101.8415,87.45,2.663,0.2337865,9.7535495,0.197547,6.4075,6.534333,5.6848335,5.8265,7.703667,11.206,-34.720495,0,0,-2.681159,0.538462,293.381164,319.4949935,-0.06821825
1,2.25,411.37660675,6.602371,2222.439779,0.7034875,8.767502,-39.1508055,-3.32538,0.390526,0.052403,0.204526,0.050624,101.8585,88.2,2.402,0.236592,9.711306,0.20181275,6.382,6.523,5.668,5.821,7.711667,11.2,-31.5332,0,0,-2.536232,0.461538,293.273443,319.216001,-0.0641655
1,2.75,412.66705,6.5092235,2210.38016,0.3373795,6.08523,-30.441372,-2.033858,0.445072,0.055082,0.212605,0.055281,101.8655,88.3,2.288,0.224052,9.311778,0.1969545,6.382,6.504667,5.668,5.820667,7.703667,11.2,-28.51677,0,0,-2.681159,0.461538,295.158122,318.918015,-0.049831
1,3.25,413.306243,6.451342,2174.9051855,0.634552,-0.90406475,-40.8144615,-1.861954,0.415289,0.052794,0.204697,0.05253,101.878,89.175,2.2065,0.2154785,9.552553,0.194517,6.37641675,6.47416675,5.65591675,5.8139165,7.697917,11.206,-27.6595315,0,0,-2.699275,0.461538,295.41301425,318.207473,-0.057681
1,3.75,413.35535625,6.4290675,2188.191067,0.82244725,1.328456,-37.7234965,-4.175378,0.39614575,0.0549915,0.21207425,0.05425325,101.86,89,1.983,0.21472175,9.22893675,0.194479,6.35333325,6.50208325,5.6585,5.82149975,7.70041675,11.2,-25.37477275,0,0,-2.608696,0.384615,295.85667225,317.700194,-0.049605
1,4.25,413.5519975,6.5096245,2198.47806225,0.5604865,3.679044,-38.531747,-4.55016225,0.37296675,0.05561475,0.22431425,0.05148825,101.856,89,2.00975,0.20810675,9.10203725,0.17731475,6.35433325,6.47749975,5.65858325,5.8255,7.708417,11.2,-24.36129225,0,0,-2.536232,0.461538,296.450291,317.43921775,-0.05739925
1,4.75,413.8433435,6.616703,2219.41449,1.111399,3.3151805,-36.68066375,-5.775483,0.4210705,0.056182,0.210896,0.05195025,101.858,89.675,1.80225,0.19871,8.9008085,0.181138,6.34174975,6.41825025,5.67266675,5.8054165,7.694917,11.2,-24.912369,0,0,-2.481884,0.384615,295.5638,316.6212645,-0.055092
1,5.25,413.7134995,6.29385725,2247.36216275,0.71887725,3.256197,-29.1863365,-3.829748,0.40962225,0.054667,0.206479,0.0558825,101.879,90.02625,1.612875,0.19339175,8.4713045,0.16871675,6.34474975,6.392667,5.662333,5.8055,7.7008335,11.206,-24.505921,0,0,-2.463768,0.461538,296.778272,315.4544695,-0.0625485
1,5.75,413.0723,6.331476,2232.4789185,0.635225,-10.4598325,-28.26173125,-2.70436825,0.3833205,0.055434,0.20760075,0.0560625,101.89,89.975,1.444725,0.18404225,8.1513135,0.16486125,6.40058325,6.433333,5.65816675,5.79774975,7.694,11.2,-22.4144405,0,0,-2.463768,0.384615,297.0485025,315.53515425,-0.057096
1,6.25,414.0611465,6.2659795,2231.7134945,0.805719,6.64075175,-27.4023895,-2.9663895,0.407911,0.057391,0.205845,0.06138475,101.89,89.975,1.37825,0.18383225,7.818662,0.172516,6.40791675,6.424167,5.6549165,5.79425,7.6933335,11.2,-22.02172475,0,0,-2.62681175,0.36538425,298.27423,315.966351,-0.0628575
1,6.75,415.2539345,6.202281,2253.885809,0.303321,4.358041,-24.234712,-2.9198675,0.410808,0.058569,0.204397,0.0601985,101.906,89.3,1.186675,0.1839915,7.9077,0.17331775,6.39483325,6.40433325,5.647917,5.79475,7.700833,11.2,-20.5802365,0,0,-2.536232,0.384615,296.16300075,315.024707,-0.0593245
1,7.25,415.4145365,6.107079,2257.4488685,0.47027725,6.55906075,-20.756595,-1.2030595,0.4268305,0.060363,0.2071045,0.060319,101.907,89.95,1.16225,0.1736595,7.8233555,0.171889,6.403667,6.37775,5.60049975,5.79425025,7.695667,11.2,-18.34145,3.333333,0.425532,0.235507,0.615385,296.15038525,314.68842025,-0.0588965
1,7.75,416.108593,6.026554,2283.9641865,0.79141,7.037236,-17.7725635,-1.21631025,0.43186725,0.06641875,0.225838,0.06454425,101.92525,90.3,1.5015,0.18168425,7.57606325,0.1752425,6.4076665,6.3314165,5.595333,5.80116675,7.6889165,11.2,-1.65230725,28.333333,1.489362,13.29710175,1.94230775,298.566288,317.01020275,-0.0601675
1,8.25,415.78928375,6.55718275,2215.2555195,0.7332925,22.03602675,-13.029754,1.4244175,0.50003675,0.079806,0.22277475,0.1020475,101.947,88,2.777,0.208356,8.015026,0.2014315,6.42600025,6.287333,5.5921665,5.82283325,7.6480835,11.206,20.6111695,77.5,3.829787,37.22683675,4.384615,301.40732375,324.246287,-0.0659095
1,8.75,415.29982675,6.91134725,2170.066678,1.14395075,25.638838,-6.5201375,20.95361625,0.60461525,0.1197945,0.26565475,0.144971,101.96425,83.275,4.369,0.27297075,9.45456125,0.208,6.426,6.372333,5.653667,5.807333,7.646,11.2,49.559052,134.77666675,6.595745,64.565217,7.230769,303.087785,333.369816,-0.0949655
1,9.25,416.376805,7.2913165,2114.6835925,0.64772,16.25836,8.270362,38.25755225,0.707351,0.148471,0.332412,0.179104,101.9685,76.85,5.6905,0.399049,10.637961,0.2717795,6.46225,6.45191675,5.609,5.83275,7.64908325,11.2,84.2030945,211.666667,10.425532,106.14130425,11.01923075,305.81200825,341.89370625,-0.137336
1,9.75,414.575518,7.568108,2074.75304275,0.561549,21.533525,44.1001765,46.881982,0.730278,0.16211,0.3831575,0.200952,101.9785,72.615,6.613,0.616801,11.794709,0.300519,6.5058335,6.534167,5.6276665,5.8413335,7.67,11.2,112.956493,295.416667,14.787234,141.123188,14.692308,297.858994,348.7881115,-0.1625305
