DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,1.18260112767673,-27.1081042564421,0.0340327906535315,-0.0362885502715452,-0.125446536193526,0.00321493918741394,-4.7449051309171,-2.42657167988548,0.0310709018169568,-48.3597241435766,-8.27555034286644,0.201650021298674,1.02875,0.79625,0.18,-27.9509375,-28.300675,-27.2507,-27.281775,-28.156795,92.7482645,66.39,0.16545,-26.082,-24.14625,-24.48,0,-3.48275,0.3,-1.461,-1.28475,147.795,197.77,163.6,210.9,-0.29,-0.55,-0.38,-0.29,0.1,-0.36,-0.21,-0.02,-9.6907,-7.9507,-6.81255,-5.565525,-3.765925,-1.63565,2.59065,3.611125,-10.376975,-9.188925,-7.842775,-6.7713,-4.396,-1.852675,0.663425,2.167525,2.94745,-5.2,-4.169,-3.175575,-2.462475,-1.484,0.024,1.156,2.534825,3.146,-9.0394,-7.71625,-5.7749,-5.0296,-3.6433,-1.0876,0.917325,2.81775,3.546,-9.29585,-8.63195,-7.345825,-6.316,-4.70935,-1.832775,0.707125,2.458175,3.4602,-10.645625,-10.028125,-17.26835,-79.7575,0.303968838072573,0.34443484282082,0.385500010357104,0.343390043171852,0.50459745648756,0.330230671841832,0.339349371714474,0.329464108816492,0.343048590907175,410.898198906789,406.924693741653,414.49715714944,406.853363087815,414.434195719954,406.858118587028,414.458625311906,406.857662783469,414.429985834922,1999.98153117424,1998.02722007726,2017.22231311554,2001.29038565926
1,0.75,1.4725681010534,-27.2669915433811,0.0341589486695326,-0.00382678312284165,-0.133716525040716,-0.00528882866596548,-2.30956784307608,-1.97091797872841,0.0527483220557184,-60.2711778704885,-5.94353831343657,0.185794281198225,0.70375,0.62,0.1585,-28.27305,-28.470675,-27.3461,-27.234405,-28.3385275,92.725596,65.57475,0.1647125,-26.1525,-24.3965,-24.83,0,-3.61875,0.1725,-1.5165,-1.3055,147.935,197.5075,164.5,210.4,-0.29,-0.55,-0.38,-0.29,0.1,-0.36,-0.21,-0.01275,-9.823975,-8.006625,-6.81475,-5.562975,-3.76635,-1.6331,2.591375,3.61085,-10.360025,-9.21385,-7.833025,-6.781625,-4.39905,-1.85105,0.664425,2.166525,2.946725,-5.231,-4.216,-3.187475,-2.46945,-1.484,0.025,1.157,2.536,3.146,-9.002025,-7.7352,-5.8071,-5.04565,-3.641175,-1.0856,0.918775,2.81775,3.546,-9.26045,-8.62165,-7.351125,-6.328825,-4.7127,-1.83085,0.706675,2.457175,3.458475,-10.6441,-10.248875,-15.69925,-78.77375,0.30167836368094,0.338403727317383,0.369112188993866,0.343087611174038,0.377896988688871,0.317870295667923,0.32392249458298,0.320446530134537,0.325192333577829,410.916411790193,407.017588696584,414.733820901206,406.832510694112,414.84093236325,406.5859558483,415.991290681769,407.093789059583,415.064871758759,2002.12194545828,2016.49455783717,2002.19471604902,2002.04804227565
1,1.25,1.15461744060816,-27.6067876628285,0.0360279409995105,-0.0846192757056336,-0.144631613269506,-0.0287821178314427,-2.86951460422135,-1.64094975643748,0.0495289375629737,-61.740394093476,-5.96568245772882,0.242041739556504,0.94875,0.86,0.1855,-28.46055,-28.67265,-27.465255,-27.50232,-28.6783675,92.696492,65.5515,0.1485275,-26.47125,-24.59,-25.06,0,-3.6785,0.2,-1.48375,-1.36725,148.18,196.4175,162.4,213.8,-0.29,-0.553,-0.38,-0.293,0.1,-0.36,-0.21,-0.02,-9.88955,-8.0333,-6.813125,-5.560875,-3.764425,-1.6319,2.590375,3.60985,-10.36955,-9.23985,-7.819,-6.787675,-4.39965,-1.848975,0.663425,2.166525,2.945725,-5.244,-4.26,-3.188,-2.4765,-1.484,0.025,1.157,2.537,3.146,-8.921475,-7.6977,-5.8209,-5.060975,-3.64005,-1.0876,0.91805,2.816475,3.546,-9.35145,-8.60945,-7.352625,-6.341225,-4.721675,-1.8328,0.7035,2.45545,3.457475,-10.70205,-10.40095,-17.056,-79.93575,0.289850010557541,0.321424489475854,0.348750980029582,0.327284729977653,0.376401043461761,0.315806602988581,0.324698830224592,0.310068799334767,0.336491424081076,410.795995487463,406.721726999343,414.749645116706,406.957355988458,414.481742468772,406.626351759423,414.786462492573,406.925826011944,415.19910243847,2019.76228303181,1999.35824013407,2001.36679400389,2001.06729677435
1,1.75,0.827933188118744,-27.9218061527264,0.0325345811127437,-0.148837581632634,-0.132095828362694,-0.0432642083381776,-3.31964755497159,-1.27431527944578,0.0584788390806583,-57.0209493494354,-6.09318071299572,0.234514950669314,0.6675,0.618,0.21025,-28.571125,-28.900575,-27.721345,-27.575765,-28.45065,92.669768,67.429,0.15586,-26.31975,-24.841,-25.32,0,-3.69125,0.2,-1.47375,-1.46325,148.3975,196.3,161.7,211.1,-0.29,-0.55,-0.38,-0.29,0.1,-0.36,-0.21,-0.01,-9.985275,-8.07965,-6.810775,-5.55995,-3.76175,-1.627325,2.588375,3.609125,-10.43525,-9.26385,-7.80615,-6.796,-4.398525,-1.846725,0.662425,2.165525,2.944725,-5.308,-4.296,-3.201,-2.48355,-1.486,0.023,1.156,2.536,3.145,-8.89985,-7.675825,-5.8234,-5.07385,-3.639375,-1.093225,0.91705,2.81575,3.545,-9.350225,-8.6511,-7.35465,-6.3464,-4.7274,-1.837825,0.70195,2.453725,3.455475,-10.931475,-10.383675,-17.2855,-76.57075,0.282066893894947,0.325496078044711,0.335778121054688,0.311019375290023,0.358870123608371,0.292813158094941,0.339575006850145,0.287082338293424,0.318250788487085,410.877095902628,406.7500847422,414.78965059004,406.765210775775,414.804711191321,406.527926069091,415.181904296691,406.732450333536,415.026077140562,2002.81907121819,1995.14677142093,1998.56612565479,2013.16172250899
1,2.25,1.52504023636491,-28.1976599803781,0.0370846494102156,-0.0769215767617937,-0.256516568362603,-0.108639352057495,-2.27375040850569,-1.25138382029554,0.040867933055538,-59.9970226008364,-4.02297891372389,0.224468835017071,0.998,0.77,0.2055,-28.634975,-29.368725,-28.20705,-28.107485,-28.55621,92.6614895,67.20525,0.14987,-26.60225,-24.96275,-25.59,0,-3.51025,0.1725,-1.5075,-1.407,148.7125,196.2225,161.7,208.4,-0.293,-0.55,-0.38,-0.293,0.1,-0.36,-0.21,-0.01,-10.11285,-8.134075,-6.8125,-5.55695,-3.758275,-1.624975,2.588825,3.60885,-10.4981,-9.2967,-7.786525,-6.795575,-4.3993,-1.84575,0.662425,2.164525,2.943725,-5.4,-4.337,-3.213,-2.4916,-1.488,0.022,1.155,2.534,3.144,-8.90635,-7.704,-5.823425,-5.0849,-3.63915,-1.09905,0.916775,2.815475,3.544,-9.3388,-8.643625,-7.36075,-6.3473,-4.72905,-1.844725,0.70185,2.452175,3.454475,-10.40955,-10.5033,-16.019725,-74.1835,0.290575736513148,0.307690898137955,0.329224605640694,0.292354652116832,0.489882631640687,0.280131186171054,0.316877067316429,0.293018690702258,0.299831180353754,410.880197266211,406.548299465854,414.956989716418,406.560201603033,415.176365260166,406.435406199004,414.62743839968,406.245867299199,414.936900980077,1998.64189481132,1993.68827618713,2009.31712825911,2001.02737359004
1,2.75,1.4557700418925,-28.2527849099167,0.0364622559135676,-0.00775033759292855,-0.299258199755354,-0.0582717160066774,-3.45940678871688,-1.66586452248332,0.0636908774235407,-53.7473461343301,-6.25842674434155,0.2723894732058,0.87125,0.7,0.2085,-28.9137,-29.573775,-28.28915,-28.18941,-28.7539725,92.63487125,67.4875,0.1362725,-26.62875,-25.09375,-25.75,0,-3.37,0.1,-1.40375,-1.05275,148.795,196.0525,161.7,207.1,-0.29,-0.55,-0.383,-0.293,0.1,-0.36,-0.21,-0.01,-10.187775,-8.1695,-6.812775,-5.554575,-3.7567,-1.62335,2.5871,3.608575,-10.534125,-9.3222,-7.77885,-6.79225,-4.400625,-1.84495,0.66115,2.1638,2.94345,-5.443,-4.374,-3.227,-2.500675,-1.489,0.021,1.155,2.534,3.144,-8.93165,-7.7396,-5.825325,-5.0898,-3.638475,-1.102775,0.914775,2.81375,3.544,-9.389475,-8.674,-7.38515,-6.355875,-4.72815,-1.844875,0.703025,2.4519,3.4532,-10.4568,-10.0274,-15.793,-75.63225,0.289238275149258,0.286775264274292,0.388161323862945,0.281289914573255,0.373303972895889,0.269878622303986,0.298060273743678,0.266689340563912,0.293391894253328,410.970922741194,406.248756830528,414.155485365868,406.438053199291,414.045457321523,405.956310309993,414.343352786219,406.424455755818,414.857894517115,1993.16270511785,2005.93231587375,1997.97390132045,1993.69258097758
1,3.25,1.75981068628013,-28.205327343335,0.035412332355213,-0.106243032194419,-0.131345852835098,-0.149113572768722,-5.2393486365025,-1.91254138074383,0.0562323711666411,-60.7126537092963,-6.86359169971089,0.251707541334713,0.79,0.6975,0.2255,-28.8673225,-29.4022,-28.208995,-28.1593875,-28.7337,92.608406,67.9045,0.1385825,-26.85225,-25.2495,-25.98,0,-3.37975,0.2725,-1.38,-1.4755,148.86,195.8675,169.7,208.1,-0.29,-0.54,-0.38,-0.29,0.1,-0.36275,-0.21,-0.01,-10.328475,-8.1997,-6.8145,-5.549575,-3.75205,-1.622175,2.58755,3.60785,-10.5786,-9.3482,-7.8135,-6.788925,-4.40095,-1.843875,0.66215,2.163525,2.94245,-5.484,-4.409225,-3.251,-2.503,-1.49,0.021,1.154,2.532,3.142,-8.939,-7.7522,-5.82885,-5.0954,-3.633925,-1.105775,0.915775,2.813475,3.543,-9.443425,-8.720475,-7.411275,-6.36505,-4.733875,-1.8507,0.70075,2.4499,3.4522,-10.059875,-9.906625,-16.751625,-74.067,0.268542859312227,0.311690315829002,0.322451955865487,0.300852175899097,0.361404632936809,0.278941226855764,0.310478800651334,0.281955918121002,0.334031027517047,411.27728896576,407.015567280625,414.16918143835,407.063520370785,414.07111865104,407.039323692997,414.861851868922,406.98640384708,414.147415606223,1998.67853517273,2001.4349916197,1992.10473842361,1992.03250573372
1,3.75,1.41589524589337,-27.8214994721619,0.0401031701475096,-0.118767418055818,-0.132577227837379,-0.19596444413525,-7.31012378928891,-2.90761073389781,0.0743258190669251,-51.419820617755,-6.16429379036367,0.308484235026865,0.8875,0.62575,0.2085,-28.523315,-29.04145,-28.0318375,-28.0790125,-29.03317,92.589474,67.59025,0.12622,-27.1555,-25.451,-25.45,0,-3.484,0.2,-1.461,-1.158,147.445,194.6725,170.7,212.2,-0.29,-0.54,-0.383,-0.29,0.1,-0.36,-0.21,-0.01,-10.582825,-8.237375,-6.817225,-5.545125,-3.74885,-1.6229,2.58655,3.60685,-10.6634,-9.374625,-7.8381,-6.786325,-4.401275,-1.8408,0.66215,2.163525,2.94145,-5.524,-4.40695,-3.274,-2.51,-1.492425,0.02,1.153,2.532,3.141,-8.990175,-7.782725,-5.832925,-5.1034,-3.6256,-1.106225,0.9165,2.8132,3.542,-9.4943,-8.7646,-7.409925,-6.3697,-4.741775,-1.854625,0.69875,2.448175,3.4502,-10.327875,-10.34395,-17.12295,-76.286,0.268442580692557,0.319600258368126,0.318869163102071,0.310321529112185,0.338458363498286,0.311407420929713,0.318888911546323,0.300523301713449,0.306261025328578,411.417300861096,406.644915366201,413.82290084732,405.764866407663,414.809844705897,406.166187140901,414.087941574778,406.625686318613,414.082378499706,1996.11559822814,1997.42027803407,1994.48182645527,2005.13464790622
1,4.25,1.78153919892054,-27.6936909858237,0.0466690648874616,-0.159520496556886,-0.211130543611842,-0.0556150109343242,-3.75616930943771,-2.37630460475341,0.0519828545661446,-47.1425831808739,-6.96186003228094,0.220213096609535,1.293,0.904,0.27625,-28.9331,-29.144625,-28.054175,-28.103225,-29.271065,92.5880845,68.2705,0.1319775,-27.3615,-25.60475,-25.54,0,-3.3305,0.2,-1.44,-1.393,147.09,195.49,168.6,214.4,-0.29,-0.55,-0.383,-0.29,0.1,-0.36,-0.21,-0.01275,-10.631925,-8.340475,-6.821775,-5.541675,-3.7451,-1.623,2.5851,3.606575,-10.774725,-9.418375,-7.8694,-6.8005,-4.403775,-1.839725,0.6607,2.1618,2.940725,-5.569,-4.458575,-3.297,-2.518,-1.492475,0.021,1.154,2.533,3.142,-9.024725,-7.822225,-5.837375,-5.114275,-3.617275,-1.10875,0.914325,2.8132,3.54055,-9.513475,-8.793475,-7.4074,-6.376525,-4.7503,-1.85485,0.695125,2.44645,3.4492,-10.46985,-10.677675,-17.7072,-73.24375,0.314495399498254,0.30310839908482,0.309804727673479,0.288960823371994,0.455074490728285,0.300006138160046,0.303124821623163,0.265258871906092,0.301039833328849,411.148432864034,406.830598608465,414.812941530171,406.848966960019,414.295699579059,406.691122692359,414.309040475557,406.911152211564,414.628766041934,2004.92402506098,2002.93550406753,2007.59558482902,1999.81824695657
1,4.75,2.1140526886368,-27.919865574088,0.0364259939474109,0.0358290566944862,-0.197436340208461,0.00994638781404165,-5.08902437610873,-2.53902209781737,0.0610799022222331,-51.4773011593313,-8.14823738053149,0.27232710914681,1.2525,1.0275,0.262,-29.0671,-29.15505,-28.33087,-28.7114125,-30.1052375,92.60461625,67.57,0.145625,-27.1675,-25.75675,-26.02,0,-3.6,0.2,-1.42825,-1.01125,147.5725,195.9725,167.7,214.8,-0.29,-0.553,-0.39,-0.293,0.1,-0.36,-0.21,-0.02,-10.630625,-8.49075,-6.827225,-5.536225,-3.742,-1.6193,2.58365,3.60585,-10.868425,-9.44775,-7.9027,-6.819925,-4.4051,-1.83775,0.6597,2.1608,2.939725,-5.608,-4.514,-3.32,-2.531675,-1.49395,0.022,1.154,2.533,3.142,-9.038325,-7.8378,-5.86875,-5.1185,-3.6094,-1.113275,0.9136,2.8112,3.53955,-9.5246,-8.823025,-7.406775,-6.382525,-4.755925,-1.85485,0.6944,2.44445,3.447475,-10.6556,-10.7903,-17.88685,-72.509,0.253482674935128,0.293308453537101,0.497838378730845,0.288767763319788,0.471111366539031,0.276023861582447,0.359150495863435,0.268434169271053,0.342482436487045,411.403210907584,406.727977210988,414.507444207263,406.673407006618,414.115460391438,406.672824348503,414.367327724922,406.711327514613,415.482844215945,2011.09942195713,2011.90132324776,2002.89205456498,2006.60130740026
