DOY2,HR2,USTAR,TA_1_1_1,WS,NEE,FC_1_1_1,SC,H_1_1_1,SH,LE_1_1_1,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2_1_1_1,VPD,NETRAD,PPFD_IN_1_1_1,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
3,5.75,0.241,-12.59,2.005,0.286,0.233,0.0215,-7.001,-1.449,0.045,0,-1.508,0.305,0.173,81.3,97,392.3535,0.33,-18.2855,2.189,-0.45,0.1235,0.361,228.07,256.761,5.783
3,6.25,0.257,-12.49,1.991,0.276,0.269,-0.006,-6.0155,0.708,0.0495,0.36,-1.445,0.297,0.176,81.35,97,392.282,0.33,-11.167,7.438,3.464,1.19,1.144,225.355,255.255,12.275
3,6.75,0.31,-12.15,2.0875,0.33,0.359,-0.0235,-5.777,5,0.26,0.935,-1.457,0.298,0.169,81.6,97,392.171,0.345,4.468,48.103,28.92,6.446,4.935,230.98,257.105,57.87
3,7.25,0.38,-11.82,2.24,0.33,0.442,-0.059,2.826,9.377,1.982,1.4465,-1.467,0.301,0.174,80.8,97,392.256,0.37,37.08,125.6475,72.8,14.52,11.425,225.235,259.46,130.15
3,7.75,0.4585,-11.02,2.4425,0.337,0.524,-0.11,24.506,11.814,3.323,1.8425,-1.4665,0.299,0.175,79.035,97,392.202,0.41,82.586,250.517,138.8,24.312,18.705,227.405,262.975,201.29
3,8.25,0.502,-10.18,2.623,0.278,0.462,-0.094,48.766,12.992,5.355,1.416,-1.4555,0.304,0.167,76.97,97,391.869,0.45,143.22,379.548,200.9,35.366,26.15,224.125,268.895,242.5
3,8.75,0.54,-9.23,2.8,0.245,0.42,-0.057,91.4795,12.482,7.098,1.313,-1.4655,0.299,0.164,74.2,97,391.6175,0.52,193.75,521.642,268.2,47.704,33.01,225.69,275.01,279.26
3,9.25,0.568,-8.405,3.005,0.337,0.43,-0.0365,122.4395,12.727,10.0095,1.331,-1.454,0.302,0.179,72.05,97,391.5295,0.62,253.07,670.851,350.9,62.394,40.505,226.4,277.98,327.575
3,9.75,0.605,-7.8465,3.084,0.365,0.449,-0.0605,161.338,11.728,12.033,0.994,-1.444,0.297,0.173,68.97,97,391.475,0.75,303.3,774.086,393.7,74.8145,47.635,229.06,282.08,399.105
3,10.25,0.6265,-7.0675,3.185,0.38,0.4285,-0.046,181.631,12.7225,14.2765,0.7055,-1.4715,0.3,0.162,66.16,97,391.525,0.815,346.17,906.988,458.1,85.48,55.24,230.04,285.21,427.395
3,10.75,0.643,-6.408,3.215,0.386,0.4315,-0.021,202.268,12.243,14.701,0.949,-1.489,0.302,0.175,63.49,97,391.535,1,399.11,1017.568,515.8,98.645,61.83,232.74,289.23,429.855
3,11.25,0.653,-6.0155,3.256,0.393,0.4505,-0.027,227.948,10.7,15.372,0.734,-1.461,0.299,0.175,61.62,97,391.541,1.085,408.4,1067.582,524.8,104.175,66.625,232.18,291.28,471.49
3,11.75,0.65,-5.437,3.31,0.3915,0.4705,-0.029,247.746,8.44,15.525,0.367,-1.487,0.296,0.166,60.195,97,391.523,1.2,430.68,1116.926,552.8,111.25,69.375,229.14,292.68,514.925
3,12.25,0.651,-5.153,3.433,0.3715,0.429,-0.021,247.136,7.475,16.39,0.28,-1.4875,0.3055,0.1685,58.395,97,391.464,1.36,417.48,1075.111,558.5,115.69,69.39,228.57,294.56,508.795
3,12.75,0.669,-4.812,3.463,0.3775,0.47,-0.011,228.304,6.581,15.633,0.323,-1.4885,0.2995,0.1665,56.355,96.95,391.4375,1.415,376.9,1030.327,532.2,110.36,67.76,230.94,295.68,482.81
3,13.25,0.686,-4.637,3.542,0.412,0.482,-0.007,229.024,5.663,16.911,0.308,-1.485,0.3085,0.171,53.87,96.9,391.324,1.48,378.18,1042.713,534.4,107.16,66.68,231.5,298.17,439.865
3,13.75,0.684,-4.495,3.608,0.448,0.464,-0.007,225.743,3.833,15.639,0.079,-1.505,0.3,0.171,52.81,96.9,391.329,1.47,339.32,939.789,468.2,94.1725,59.56,235.33,299.88,401.285
3,14.25,0.683,-4.1715,3.541,0.418,0.484,-0.003,196.1975,2.3445,14.66,0,-1.4565,0.2995,0.173,51.885,96.9,391.369,1.51,312.23,865.438,429.7,82.449,54,236.97,298.88,385.15
3,14.75,0.662,-4.0155,3.4915,0.423,0.43,5e-04,161.2335,1.003,14.0055,0,-1.483,0.302,0.166,52.615,96.9,391.4025,1.56,260.76,775.6345,379.5,66.445,45.385,234.62,299.215,353.45
3,15.25,0.655,-3.876,3.4495,0.445,0.456,0.0115,134.705,-0.052,12.354,-0.015,-1.5065,0.299,0.169,53.64,96.9,391.52,1.6,202.5,626.2805,313.95,52.6475,37.4,233.945,299.845,304.31
3,15.75,0.643,-3.826,3.3855,0.35,0.402,0.007,103.1925,-1.221,10.159,0.015,-1.4805,0.304,0.166,52.895,96.9,391.489,1.575,141.66,485.2615,243.4,38.837,30.375,230.77,299.245,251.2
3,16.25,0.634,-3.764,3.3145,0.431,0.388,0.01,63.6625,-3.0345,8.1575,0.033,-1.498,0.3045,0.179,52.65,96.9,391.644,1.52,82.546,356.678,178.9,27.7935,24.59,228.58,297.2,181.1
3,16.75,0.5735,-3.945,3.0205,0.388,0.3325,0.028,32.405,-5.423,5.624,0.031,-1.4595,0.3015,0.179,53.2,96.9,391.554,1.52,21.274,213.077,103.9,19.431,17.195,230.04,295.555,143.5
3,17.25,0.521,-4.316,2.817,0.373,0.286,0.044,5.094,-7.5835,3.5245,-0.031,-1.476,0.305,0.179,54.765,96.9,391.472,1.45,-3.4455,96.5165,42.475,11.032,9.88,230.395,292.73,88.845
3,17.75,0.424,-4.4745,2.5665,0.318,0.246,0.0745,-6.081,-9.7645,1.334,-0.3585,-1.4725,0.302,0.178,56.67,96.95,391.52,1.355,-36.5525,33.7055,13.675,3.7435,3.1735,226.995,289.645,28.8125
3,18.25,0.345,-5.103,2.2595,0.3145,0.201,0.083,-9.5475,-12.108,0.435,-0.821,-1.4355,0.299,0.185,58.66,97,391.403,1.21,-52.769,4.452,0.078,0.5785,1.004,222.25,287.2,6.7685
3,18.75,0.2965,-5.341,2.153,0.325,0.192,0.088,-10.369,-10.688,0.138,-0.715,-1.4545,0.3,0.184,61,97,391.358,1.09,-64.2395,1.9885,-2.26,0.075,0.5265,222.52,284.995,5.107
3,19.25,0.306,-5.388,2.087,0.3485,0.206,0.0815,-10.2,-9.8435,0.154,-0.661,-1.4275,0.3015,0.176,63.22,97,391.207,0.99,-64.2995,1.8675,-2.01,0.037,0.4485,222.565,282.34,5.108
3,19.75,0.299,-5.962,2.088,0.367,0.203,0.086,-10.301,-9.262,0.054,-0.574,-1.447,0.3025,0.188,66.38,97,391.135,0.91,-64.005,1.8395,-2.115,0.0165,0.414,218.38,279.56,5.109
3,20.25,0.3,-6.563,2.2035,0.318,0.236,0.0735,-9.9835,-8.638,0.171,-0.6365,-1.432,0.303,0.1795,67.55,97,391.5095,0.83,-57.7745,1.863,-1.973,0.02,0.342,221.765,276.97,5.109
3,20.75,0.28,-7.071,2.208,0.36,0.212,0.07,-9.535,-7.2645,0.0195,-0.679,-1.433,0.3025,0.185,68.615,97,391.364,0.75,-60.2315,1.859,-1.8295,0.0255,0.425,218.55,275.615,5.1105
3,21.25,0.2955,-7.4645,2.245,0.3685,0.25,0.088,-10.1285,-7.2515,0.098,-0.679,-1.4335,0.3015,0.182,70.045,97,391.844,0.665,-56.6175,1.8665,-1.876,0.0225,0.402,221.94,274.48,5.1135
3,21.75,0.2715,-7.7545,2.1225,0.35,0.2245,0.075,-9.841,-5.938,0.133,-0.654,-1.446,0.3055,0.1745,72.285,97,391.939,0.63,-53.688,1.8095,-1.857,0.0175,0.466,219.035,273.765,5.1125
3,22.25,0.291,-8.085,2.18,0.316,0.233,0.0425,-9.549,-5.142,0.049,-0.51,-1.441,0.304,0.1775,73.705,97,391.965,0.58,-44.34,1.779,-1.833,0.026,0.434,218.635,272.41,5.1925
3,22.75,0.265,-8.23,2.196,0.3315,0.231,0.034,-8.95,-4.726,0.0365,-0.408,-1.424,0.3055,0.1695,74.17,97,392.03,0.58,-45.013,1.799,-1.7475,0.009,0.429,220.76,271.75,5.439
3,23.25,0.277,-8.86,2.177,0.349,0.256,0.0465,-8.977,-5.207,0.103,-0.644,-1.395,0.305,0.177,75.375,97,391.9795,0.53,-46.575,1.7945,-1.5405,0.018,0.382,219.32,271.81,5.115
3,23.75,0.272,-9.16,2.104,0.347,0.236,0.045,-8.238,-4.64,0.124,-0.66,-1.377,0.302,0.1795,76.14,97,392.036,0.49,-44.679,1.796,-1.645,0.02,0.4105,220.73,272.75,5.116
4,0.25,0.3275,-0.4505,2.3165,0.609,0.478,0.042,-11.159,-3.8875,0.239,-0.438,-0.765,0.5675,0.418,75.54,96.8,391.429,1.155,-48.3325,1.708,-1.841,0.0065,0.353,263.085,304.82,4.012
4,0.75,0.314,-0.775,2.312,0.62,0.476,0.039,-12.035,-3.606,0.312,-0.549,-0.7485,0.559,0.431,77.12,96.8,391.387,1.045,-42.2885,1.723,-1.697,0.009,0.3875,265.87,303.435,4.0815
4,1.25,0.3135,-1.092,2.2245,0.477,0.301,0.039,-10.428,-3.318,0.104,-0.6055,-0.752,0.565,0.411,77.85,96.8,391.552,1.05,-41.6115,1.763,-1.558,0.011,0.3255,262.48,303.455,4.203
4,1.75,0.34,-1.16,2.1485,0.601,0.435,0.038,-8.753,-3.1825,0.107,-0.5765,-0.74,0.5635,0.427,79.35,96.8,391.838,0.98,-31.3075,1.724,-1.663,0.0135,0.396,264.62,302.35,4.457
4,2.25,0.333,-1.5,2.094,0.6185,0.438,0.095,-9.529,-2.5925,0.297,-0.377,-0.729,0.555,0.4095,80.8,96.8,391.982,0.95,-27.9765,1.7895,-2.542,0.017,-1.211,265.71,300.94,5.0555
4,2.75,0.289,-1.663,2.0435,0.6045,0.47,0.056,-9.144,-2.226,0.172,-0.3295,-0.7,0.5525,0.432,81.15,96.8,392.1785,0.89,-25.6635,1.8245,-2.5615,0.022,-1.818,268.69,300.075,4.754
4,3.25,0.308,-1.708,2.0995,0.583,0.496,0.034,-8.959,-2.055,0.286,-0.335,-0.6585,0.5635,0.4015,80.5,96.8,392.551,0.82,-24.526,1.8315,-2.129,0.015,-0.277,273.4,299.86,4.51
4,3.75,0.3235,-1.752,2.1625,0.5865,0.5005,0.02,-8.1015,-1.809,0.3175,-0.508,-0.691,0.558,0.4175,81.15,96.75,392.8865,0.785,-26.5565,1.812,-1.4225,0.0115,0.2825,266.435,299.455,4.639
4,4.25,0.31,-1.9455,2.2115,0.527,0.489,0.01,-8.455,-1.8045,0.4,-0.3725,-0.735,0.5595,0.43,81.8,96.75,392.897,0.76,-26.554,1.905,-1.3495,0.02,0.395,270.135,299.46,5.024
4,4.75,0.314,-2.0825,2.201,0.5465,0.49,0.017,-10.057,-1.0725,0.34,-0.038,-0.676,0.5595,0.433,82.65,96.8,393.071,0.71,-23.148,2.51,-0.286,0.166,0.4,272.45,300.06,5.106
4,5.25,0.3275,-2.164,2.137,0.505,0.468,-0.009,-9.733,0.708,0.551,0.5035,-0.683,0.5585,0.42,82.65,96.8,392.967,0.685,-15.6755,13.1535,4.972,1.047,1,268.91,299.715,10.655
4,5.75,0.3495,-2.116,2.261,0.366,0.459,-0.089,-6.217,3.274,1.008,1.1135,-0.666,0.562,0.4125,82.9,96.8,392.922,0.725,1.1415,51.428,25.18,4.476,3.3925,269.9,301.18,50.428
4,6.25,0.393,-1.8795,2.3555,0.3045,0.485,-0.1625,0.519,6.0785,4.215,1.467,-0.722,0.5685,0.4175,82.8,96.8,392.855,0.81,29.9935,135.354,74,9.788,8.16,269.245,303.715,115.49
4,6.75,0.4545,-1.333,2.428,0.26,0.472,-0.18,14.987,8.899,7.246,1.25,-0.721,0.5615,0.415,79.615,96.8,392.485,0.94,66.317,235.0595,115.3,16.864,13.53,275.61,308.1,151.07
4,7.25,0.508,-0.679,2.672,0.1585,0.407,-0.15,41.102,11.3585,10.88,0.6655,-0.7555,0.5635,0.41,76.98,96.8,391.4875,1.115,124.49,323.422,170.5,23.889,20.23,271.28,311.51,199.22
4,7.75,0.541,-0.16,2.93,0.187,0.403,-0.115,69.234,9.9585,15.272,0.181,-0.781,0.565,0.4215,73.21,96.85,390.85,1.37,177.47,471.842,237.3,34.506,26.575,274.14,315.49,237.42
4,8.25,0.578,0.295,3.09,0.0715,0.317,-0.132,103.4875,10.4705,18.965,0.0205,-0.727,0.5615,0.416,69.265,96.8,390.544,1.63,238.01,615.395,313.2,43.801,32.69,275.79,317.46,288.41
4,8.75,0.614,0.657,3.133,0.0265,0.235,-0.0925,133.104,10.2415,21.469,0.145,-0.6795,0.5635,0.433,65.105,96.8,390.023,1.8,282.205,693.801,345.55,56.41,39.44,274.13,318.55,351.96
4,9.25,0.6395,1.067,3.269,0.077,0.221,-0.0715,153.987,10.0445,23.7445,0.084,-0.722,0.5675,0.44,62.76,96.8,389.857,2.11,343.61,834.469,426.9,68.433,45.72,276.91,321.49,427.31
4,9.75,0.683,1.4925,3.327,0.008,0.1325,-0.07,171.4405,9.968,25.664,-0.289,-0.776,0.564,0.451,59.75,96.8,389.71,2.39,390.07,996.232,500.6,79.579,50.91,277.42,322.64,469.95
4,10.25,0.67,1.783,3.341,-0.0165,0.1425,-0.061,194.588,9.6395,26.1345,0.015,-0.7445,0.5695,0.4395,58.39,96.8,389.55,2.6,410.09,1008.102,513,88.1715,55.47,278.74,325.37,498.89
4,10.75,0.69,2.105,3.408,-0.036,0.1355,-0.0535,222.922,8.3675,26.9635,0.023,-0.739,0.5765,0.4375,56.15,96.8,389.493,2.89,452.57,1117.627,550.3,97.65,58.91,281.7,327.5,482.02
4,11.25,0.686,2.571,3.448,-0.055,5e-04,-0.052,229.0615,7.73,28.223,0.075,-0.739,0.57,0.434,53.9,96.8,389.343,3.15,462.29,1185.787,572.2,100.54,61.29,279.72,329.52,537.22
4,11.75,0.6825,2.764,3.657,-0.008,0.066,-0.053,236.882,6.619,30.967,0.0535,-0.8215,0.566,0.427,51.91,96.8,389.5695,3.465,483.43,1231.022,593.4,98.2035,60.43,280.38,331.01,552.15
4,12.25,0.6895,3.022,3.56,-0.106,-0.02,-0.042,228.054,5.5875,28.38,0.257,-0.756,0.573,0.4355,50.785,96.8,389.23,3.71,487.93,1229.282,600.1,98.3085,61.03,280.49,332.03,511.555
4,12.75,0.72,3.084,3.656,-0.157,-0.023,-0.035,238.5215,4.7905,28.8225,0.3065,-0.774,0.5605,0.4245,48.97,96.8,389.044,3.77,470.27,1223.449,589.4,96.664,60.27,281.83,334.51,503.14
4,13.25,0.723,3.5265,3.658,-0.27,-0.1075,-0.043,221.006,3.9975,30.932,0.06,-0.785,0.5685,0.4205,48.68,96.7,388.924,3.98,449.37,1203.287,574.2,90.593,58.19,282.29,335.63,471.28
4,13.75,0.7225,3.811,3.804,-0.149,-0.1215,-0.027,206.352,2.2295,29.2385,-0.0265,-0.773,0.569,0.429,47.42,96.7,388.746,4.15,434.26,1119.454,556.9,84.914,55.96,281.89,335.77,441.57
4,14.25,0.736,3.902,3.839,-0.11,-0.066,-0.015,181.922,1.333,25.74,0.046,-0.703,0.558,0.4225,46.74,96.7,388.806,4.21,365.68,985.986,483.5,75.6485,51.88,280.38,336.23,385.88
4,14.75,0.7345,4.2,3.7805,0.018,0.002,-0.016,174.001,1.048,25.867,0.03,-0.7225,0.563,0.43,45.96,96.7,388.8405,4.12,330.58,872.5195,434.35,66.104,45.25,280.565,336.025,394.195
4,15.25,0.678,4.472,3.685,0.0205,0.027,-0.013,137.5055,-0.1265,21.788,-0.053,-0.753,0.57,0.421,45.21,96.7,388.8055,4.25,264.5,718.782,359.4,52.4555,36.955,278.42,336.25,346.805
4,15.75,0.66,4.475,3.65,-0.003,0.044,-0.007,102.034,-1.343,19.012,0.293,-0.778,0.557,0.427,45.145,96.7,388.8635,4.21,195.77,576.292,274.1,42.5945,31.26,279.54,334.91,284.205
4,16.25,0.649,4.517,3.665,0.086,0.118,0.009,90.328,-2.275,16.673,0.069,-0.8,0.571,0.4085,45.4,96.7,388.8085,4.17,136.89,473.787,236.9,33.693,28.155,278.49,334.22,230.02
4,16.75,0.63,4.5605,3.538,0.199,0.1305,0.028,57.872,-3.554,14.1995,0.143,-0.795,0.566,0.413,45.41,96.7,388.717,3.96,84.619,327.449,165.1,24.383,20.21,273.38,332.85,189.47
4,17.25,0.592,4.184,3.276,0.231,0.1715,0.055,28.9555,-6.0755,11.323,0.319,-0.7345,0.5595,0.424,46.88,96.7,388.793,3.91,33.46,216.379,107.8,15.969,13.27,274.64,330.82,149.9
4,17.75,0.5295,3.7735,3.145,0.3515,0.237,0.0865,6.568,-8.7805,7.41,0.3935,-0.673,0.559,0.419,49.355,96.7,388.7975,3.825,0.558,124.598,59.87,9.623,8,275.33,329.07,106.05
4,18.25,0.4435,3.244,2.847,0.458,0.254,0.1665,-5.694,-10.154,4.625,0.445,-0.761,0.5685,0.426,52.095,96.8,388.858,3.47,-25.218,55.918,23.58,3.938,3.465,274.1,325.06,52.034
4,18.75,0.3795,2.66,2.523,0.5395,0.2995,0.1835,-12.001,-10.586,1.857,0,-0.7325,0.5615,0.425,52.765,96.8,388.94,3.13,-44.431,13.28,3.147,0.895,0.866,271.84,322.29,10.3005
4,19.25,0.357,2.1885,2.417,0.651,0.367,0.19,-14.351,-9.9005,1.043,-0.039,-0.7635,0.561,0.431,55.62,96.8,389.425,2.745,-47.828,1.988,-1.381,0.116,0.493,268.41,318.86,3.3135
4,19.75,0.3395,1.888,2.354,0.681,0.397,0.154,-13.412,-7.569,0.806,-0.012,-0.815,0.5565,0.4255,58.805,96.8,389.747,2.485,-55.854,1.675,-2.021,0.013,0.495,265.13,316.69,2.832
4,20.25,0.341,1.475,2.328,0.65,0.4,0.123,-12.697,-6.708,0.503,-0.2365,-0.81,0.5665,0.428,60.4,96.8,389.9775,2.32,-59.306,1.665,-2.127,0.011,0.4605,258.52,315.31,2.9295
4,20.75,0.347,1.1,2.365,0.666,0.474,0.076,-15.3065,-5.504,0.763,-0.3235,-0.7985,0.5685,0.424,63.41,96.8,390.0485,2.06,-48.422,1.608,-1.988,0.006,0.5395,261.68,314.65,3.374
4,21.25,0.347,0.915,2.437,0.629,0.462,0.071,-14.199,-4.74,0.815,-0.17,-0.783,0.561,0.4335,65.06,96.8,390.232,1.89,-45.939,1.6775,-1.758,0.002,0.4455,267.01,313.61,3.4085
4,21.75,0.362,0.4355,2.384,0.646,0.4925,0.065,-13.532,-4.442,0.794,-0.015,-0.773,0.5585,0.419,66.775,96.8,390.412,1.725,-38.604,1.636,-1.526,0.005,0.409,268.08,312.3,3.5405
4,22.25,0.354,0.0735,2.3745,0.5995,0.4215,0.051,-11.6175,-4.55,0.597,-0.259,-0.779,0.564,0.441,70.075,96.8,390.547,1.54,-33.9275,1.6645,-1.67,0.001,0.338,268.63,311.09,3.784
4,22.75,0.323,-0.11,2.3545,0.64,0.477,0.055,-11.3105,-4.263,0.458,-0.606,-0.776,0.564,0.428,71.515,96.8,390.865,1.415,-40.809,1.6535,-1.707,0.004,0.378,267.325,308.93,3.787
4,23.25,0.327,-0.265,2.261,0.5615,0.449,0.055,-10.683,-4.444,0.4845,-0.706,-0.728,0.565,0.439,73.03,96.8,390.979,1.3,-43.871,1.618,-1.765,0.008,0.3525,263.9,307.83,3.951
4,23.75,0.312,-0.253,2.253,0.56,0.4395,0.038,-11.3765,-4.449,0.4075,-0.608,-0.7305,0.568,0.427,74.08,96.8,391.163,1.23,-47.058,1.589,-1.831,0.009,0.434,264.18,306.4,3.845
5,0.25,0.244,5.638,2.02,1.063,0.764,0.158,-12.412,-4.392,0.855,-0.289,0.013,3.591,2.9285,73.99,97,390.945,1.83,-44.897,1.888,-1.573,0.018,0.729,294.8,325.97,0.883
5,0.75,0.2375,5.588,1.868,0.974,0.729,0.124,-9.229,-4.5245,1.041,-0.9015,-0.026,3.575,2.915,76.27,96.9,391.052,1.68,-40.198,1.878,-1.5905,0.019,0.6485,293.56,324.1,0.981
5,1.25,0.229,5.5225,1.955,1.052,0.647,0.114,-9.227,-4.12,0.6035,-0.59,-0.0455,3.5125,2.902,78.31,97,391.694,1.51,-43.505,1.884,-1.6925,0.014,0.7375,291.39,321.56,0.9655
5,1.75,0.233,4.869,1.9965,0.8455,0.6445,0.0505,-9.2785,-3.682,0.3705,-0.531,-0.15,3.49,2.877,80.5,96.9,391.474,1.43,-39.295,1.909,-1.568,0.0365,0.585,287.64,321.55,1.024
5,2.25,0.223,4.384,1.985,0.885,0.6715,0.1015,-8.6775,-3.345,0.4745,-0.584,-0.1775,3.452,2.89,80.4,97,391.7545,1.39,-40.056,1.884,-2.552,0.025,-0.8685,289.43,321.16,1.007
5,2.75,0.244,4.137,1.995,0.83,0.707,0.08,-7.953,-2.96,0.316,-0.4225,-0.329,3.441,2.866,81.1,97,392.151,1.32,-38.906,1.891,-2.229,0.028,-1.621,287.35,319.08,1.009
5,3.25,0.241,3.8895,1.96,0.789,0.6665,0.054,-7.267,-2.299,0.3815,-0.4385,-0.4055,3.4,2.844,82.9,96.9,391.991,1.245,-34.691,1.9295,-2.021,0.041,0.074,287.44,318.27,1.4175
5,3.75,0.2425,3.67,1.99,0.8235,0.649,0.058,-7.762,-2.7095,0.2475,-0.4115,-0.335,3.34,2.842,83.7,97,392.3315,1.11,-37.668,2.307,-1.124,0.077,0.5945,287.21,317.59,2.037
5,4.25,0.244,3.661,2.012,0.6475,0.578,-0.047,-7.757,-0.518,0.3895,0.145,-0.36,3.323,2.793,84.15,97,392.7025,1.145,-27.556,8.021,1.576,0.329,0.737,289.27,317.08,5.4095
5,4.75,0.273,3.608,1.918,0.3625,0.5205,-0.185,-7.3805,2.586,0.672,1.49,-0.36,3.324,2.825,84.3,97,392.736,1.1,-11.159,35.9115,18.1,1.3785,2.2525,288.275,318.845,33.355
5,5.25,0.323,3.6705,2.01,-0.1585,0.374,-0.451,-3.548,7.648,2.396,2.666,-0.324,3.297,2.817,83.4,97,392.488,1.12,11.2925,99.798,53.94,3.8025,4.6105,289.845,320.82,87.9125
5,5.75,0.38,4.302,2.164,-0.667,0.222,-0.56,3.7075,9.384,8.0455,2.405,-0.326,3.2685,2.8185,80.8,97.05,391.3985,1.29,50.166,213.3535,103.35,7.6675,8.31,288.095,325.845,131.455
5,6.25,0.447,4.571,2.3995,-1.209,-0.245,-0.546,14.521,11.056,15.346,1.238,-0.294,3.229,2.78,77.34,97.1,390.895,1.61,110.82,314.748,164.9,11.4045,11.285,288.72,331.165,165.86
5,6.75,0.496,5.181,2.641,-1.9625,-1.1275,-0.4455,42.818,11.5815,23.5915,0.378,-0.254,3.201,2.758,73.26,97.1,389.7775,1.975,168.965,431.029,222.75,18.1455,16.605,289.995,337.27,199.705
5,7.25,0.5455,6.392,2.759,-2.539,-1.9915,-0.298,73.408,12.022,28.2895,-0.151,-0.055,3.1785,2.7565,70.49,97.1,388.9705,2.41,234.035,590.108,302.5,23.527,21.65,287.73,343.1,243.315
5,7.75,0.562,6.8985,2.853,-2.813,-2.348,-0.256,106.352,11.893,33.762,-0.3675,-0.046,3.1655,2.724,65.52,97.05,388.459,2.91,298.695,710.523,367.25,27.006,27.045,293.695,347.565,287.955
5,8.25,0.579,7.3445,2.981,-2.9825,-2.628,-0.2055,123.134,10.247,40.754,-0.366,0.1855,3.161,2.6945,62.89,97.1,388.094,3.505,369.615,895.234,461.65,29.604,30.725,292.52,349.945,340.435
5,8.75,0.6055,7.916,3.1435,-3.315,-3.1015,-0.154,175.8905,9.432,52.1975,-0.594,0.683,3.136,2.588,60.345,97,387.5025,3.765,426.45,996.5015,523.1005,32.414,33.88,294.875,353.725,364.59
5,9.25,0.619,8.16,3.1535,-3.6465,-3.47,-0.154,186.404,9.294,57.757,-0.264,1.068,3.11,2.649,58.365,97,387.097,4.27,436.03,1016.736,524.6,35.4,35.87,296.815,356.085,415.555
5,9.75,0.645,8.55,3.2745,-3.668,-3.552,-0.132,190.11,10.093,61.788,0.031,1.2795,3.1305,2.6405,55.6,97,386.9855,4.62,462.225,1071.4205,560.95,37.389,39.22,297.75,360.5,451.855
5,10.25,0.691,9.16,3.3395,-3.8895,-3.7015,-0.111,235.2995,9.8425,69.612,-0.0405,1.696,3.139,2.629,54.67,97,386.9905,5.09,532.285,1211.2695,632.3,39.446,43.04,298.85,363.18,482.535
5,10.75,0.7,9.41,3.4765,-3.991,-3.893,-0.1,247.7215,8.357,76.129,0.221,1.841,3.198,2.631,50.98,97,386.728,5.66,532.16,1239.209,626.65,39.5505,43.95,303.565,365.395,519.94
5,11.25,0.712,10.28,3.448,-3.854,-3.7645,-0.109,251.848,7.8255,77.8415,-0.2225,2.253,3.206,2.6335,49.295,97,386.4965,6.03,540.32,1237.113,646.8,40.264,45.05,304.81,369.295,530.15
5,11.75,0.715,10.57,3.4455,-3.76,-3.704,-0.085,256.334,6.693,80.987,0.285,2.6275,3.164,2.6475,48.43,96.9,386.333,6.39,541.925,1295.906,656.25,39.763,44.87,304.565,371.63,530.43
5,12.25,0.7055,10.8,3.576,-3.7115,-3.619,-0.061,244.4825,5.854,81.2325,-0.035,3.426,3.178,2.6865,45.98,96.9,386.2075,6.74,536.055,1299.181,653.9,38.332,43.33,307.745,371.945,570.325
5,12.75,0.7175,11.34,3.5715,-3.629,-3.64,-0.0615,262.076,5.415,77.874,-0.447,3.795,3.178,2.726,44.29,96.9,385.968,7.1,512.195,1268.172,633.9,38.468,43.64,309.635,373.63,528.755
5,13.25,0.706,11.375,3.5735,-3.474,-3.4265,-0.061,238.723,4.592,76.4615,-0.298,4.124,3.259,2.771,43.53,96.9,385.908,7.305,478.12,1131.0855,585.65,37.802,40.82,310.18,374.295,503.38
5,13.75,0.722,11.65,3.633,-3.262,-3.2035,-0.047,215.358,3.1745,76.0885,0.0435,4.187,3.378,2.778,42.84,96.9,385.8415,7.44,446.775,1086.6795,534.5,36.414,39.115,311.42,374.595,487.35
5,14.25,0.698,11.58,3.507,-3.217,-3.1625,-0.027,189.329,2.1175,67.7365,-0.172,4.122,3.497,2.784,41.595,96.8,385.792,7.71,388.39,992.566,486.5,33.947,37.135,311.1,374.37,437.01
5,14.75,0.697,11.74,3.588,-2.872,-2.7905,-0.0125,172.552,1.296,59.3515,0.008,4.097,3.548,2.774,40.31,96.8,385.818,7.89,352.12,890.3885,445.8,30.837,31.57,313.01,374.38,394.35
5,15.25,0.687,11.69,3.514,-2.568,-2.6025,-0.013,149.62,0.507,57.556,-0.229,4.191,3.628,2.774,41.155,96.8,385.735,7.95,298.66,787.369,394,28.721,29.135,311.5,372.89,352.47
5,15.75,0.698,11.545,3.531,-2.452,-2.443,0.007,134.69,-0.2,53.628,0.015,4.1565,3.748,2.821,40.145,96.8,385.768,8.04,217.69,645.054,327.9,25.283,26.83,309.43,373.06,340.7
5,16.25,0.685,11.49,3.552,-2.104,-2.104,0.0165,99.478,-1.228,45.613,0.302,4.021,3.808,2.905,40.44,96.8,385.802,8.055,193.35,569.26,269.6,23.297,22.265,307.46,370.95,280.5
5,16.75,0.655,11.28,3.407,-1.5525,-1.6055,0.051,78.145,-3.294,37.1105,0.307,3.6275,3.814,2.948,40.865,96.8,385.8765,7.94,141.42,433.73,222.2,19.884,19.42,307.7,368.78,232.24
5,17.25,0.6345,11.185,3.289,-1.1405,-1.2065,0.082,43.3205,-4.153,34.608,0.521,3.4175,3.812,2.956,42.23,96.85,385.88,7.525,54.088,326.272,142.3,17.94,17,303.62,366.53,187.55
