DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2,TS_1,TS_2
1,5.25,0.0245,-0.52493227025,-41.50785008,0,-29.56,-9.16,63.0725,0.083,89.1,0,-43.85,0,0,-8.27,0.437,-9.600875,-7.59575,-8.5625,-9.855,-9.32925,-5.8065,381.7,-9.1125,-7.93725
1,5.75,0.02,-0.5900132345,-36.8275,0,-29.2175,-9.255,63.135,0.0710225,89,0,-44.4525,0,0,-8.29,0.539,-9.608,-7.606,-8.5875,-9.82,-9.3575,-5.79025,381.7,-9.17,-8.05475
1,6.25,0.0142,-0.529262,-39.578924,0,-29.45,-9.2525,62.87,0.0738,89.1,0,-45.6375,0,0,-8.24,0.48625,-9.6975,-7.60575,-8.585,-9.8625,-9.3275,-5.80025,381,-9.2025,-7.956
1,6.75,0.0203,-0.96648,-41.00305,0,-29.255,-9.18,63.095,0.077045,89.1,0,-44.26,0,0,-8.21,0.567,-9.69625,-7.617375,-8.5775,-9.84,-9.279625,-5.792125,382.1,-9.11,-7.97575
1,7.25,0.035725,-0.61015825,-41.934,0,-29.1225,-9.1525,62.605,0.07965,89.1,0,-44.325,0,0,-8.21,0.527,-9.7405,-7.64075,-8.58,-9.84,-9.23225,-5.77,382,-9.0575,-7.94775
1,7.75,0,-0.5188245,-42.757725,0,-29.01,-9.21,62.595,0.0802425,89.1,0,-46.0725,0,0,-8.235,0.493,-9.80625,-7.64275,-8.56,-9.7875,-9.2725,-5.768625,381.9,-9.04,-7.9305
1,8.25,0.0212943,-0.89453111,-43.738175,0,-29.065,-9.21,61.66,0.0828725,89.05,0,-45.91,0,0,-8.255,0.536,-9.779,-7.615,-8.545,-9.735,-9.23,-5.7515,382,-9.1,-7.9565
1,8.75,0.04195,-0.991434404,-42.77843932,0,-29.05,-9.21,62.88,0.0804828,89.1,0,-44.7575,0,0,-8.27,0.444,-9.818,-7.6265,-8.57,-9.735,-9.29,-5.7345,382.8,-9.09,-7.93875
1,9.25,0.029875,-0.6334874595,-44.169583065,0,-29.325,-9.21,62.19,0.0762,89.1,0,-46.3975,0,0,-8.28,0.525,-9.7625,-7.635,-8.6,-9.69,-9.32,-5.74025,385.2,-9.095,-7.93225
1,9.75,0.01113,-0.63078288825,-37.8415393725,0,-29.3475,-9.21,62.76,0.0794225,89.05,0,-46.7375,0,0.00819495,-8.25,0.524,-9.755,-7.69475,-8.62,-9.7,-9.325,-5.748,385.3,-9.03,-7.89975
1,10.25,0,-0.672088636,-41.060670245,0,-29.5025,-9.18,62.985,0.08125505,89.1,0.0175,-47.655,0,0.08758425,-8.27,0.4755,-9.765,-7.785,-8.62,-9.785,-9.34,-5.7705,385.2,-9.0325,-7.9065
1,10.75,0.0283,-0.8482228495,-39.1465,0,-29.49,-9.12,62.53,0.07586,89.1,0.314,-48.2425,0.4526175,0.58798175,-8.255,0.5525,-9.77375,-7.78875,-8.6275,-9.83,-9.3125,-5.8325,385.35,-9.025,-7.92475
1,11.25,0.0148,-0.412787,-45.0197622575,0.13175,-29.0675,-9.2,63.02,0.072725,89.1,1.008,-47.065,1.91265,2.081445,-8.2575,0.436,-9.76625,-7.798875,-8.6325,-9.8575,-9.358,-5.82825,385.3,-9.025,-7.95475
1,11.75,0.010625,-0.69293,-39.78450056,1.372,-28.7025,-9.23,63.5,0.0761753,89.1,2.169,-44.55,4.3871,4.964695,-8.2775,0.5165,-9.7275,-7.8045,-8.65,-9.8225,-9.340125,-5.8215,384.375,-9.09,-7.92825
1,12.25,0,-0.89394571,-43.72106046,2.26475,-29.2125,-9.18,63.1,0.07995,89.1,3.3605,-44.61,7.311855,8.0789,-8.255,0.54425,-9.74,-7.837,-8.61,-9.85,-9.30125,-5.8525,384,-9.1175,-7.915
1,12.75,0.047225,-0.53277,-41.712292825,2.95325,-29.06,-9.185,62.605,0.0769,89.1,4.065,-45.22,8.94093,10.01385,-8.2975,0.573,-9.7375,-7.73925,-8.61,-9.79,-9.29,-5.877,385,-9.08,-7.93625
1,13.25,0.021375,-0.71263975,-40.992225,3.0845,-29.355,-9.16,62.62,0.0762,89.1,4.037,-45.205,9.74258,10.4117,-8.2775,0.491,-9.686125,-7.79675,-8.5675,-9.7975,-9.2975,-5.872,385.2,-9.08,-7.93175
1,13.75,0,-0.5207075,-42.44685232,2.85725,-29.175,-9.145,63.0275,0.07378,89.1,3.471,-46.5675,8.31567,8.7764775,-8.325,0.526,-9.6785,-7.838875,-8.5675,-9.7875,-9.31,-5.85575,385.125,-9.1575,-7.9205
1,14.25,0.0422378,-0.648419,-43.967,1.5275,-29.0325,-9.155,63.7625,0.07435,89.1,2.37,-46.01,5.462735,5.96154,-8.3975,0.612,-9.69025,-7.833125,-8.5875,-9.735,-9.3025,-5.85775,385.375,-9.0775,-7.954
1,14.75,0.04,-1.0941049285,-46.44,0.415,-29.37,-9.185,63.0775,0.08115,89.1,1.211,-46.71,2.5457825,3.02181,-8.3275,0.536,-9.712,-7.819375,-8.5575,-9.775,-9.269,-5.870375,384.7,-9.085,-7.966
1,15.25,0.00582,-1.085456854,-40.02225,0,-29.195,-9.1425,62.855,0.0769775,89.1,0.5075,-45.705,1.8753775,2.12006,-8.235,0.578,-9.695,-7.8775,-8.6,-9.75,-9.21,-5.844,383,-9.0475,-7.982
1,15.75,0.02,-0.53835,-40.92595,0,-29.335,-9.19,63.175,0.07773,89.1,0.184,-47.075,0.5495715,1.05975,-8.29,0.6035,-9.65225,-7.77075,-8.585,-9.745,-9.235,-5.7975,380.775,-9.07,-7.9985
1,16.25,0.044,-0.60241725,-42.29985,0,-29.195,-9.13,62.975,0.082015,89.1,0.04575,-47.655,0.0306154,0.371778,-8.3,0.5855,-9.6525,-7.7395,-8.595,-9.76,-9.25,-5.818,381.3,-9.0325,-7.99775
1,16.75,0.011785,-1.1161053285,-43.93162082,0,-29.305,-9.13,63.295,0.0796683,89,0,-48.8825,0,0.229329,-8.305,0.5795,-9.6005,-7.74875,-8.59,-9.775,-9.31825,-5.7985,380.7,-8.9075,-8.0075
1,17.25,0.0275,-0.4866105,-42.86737183,0,-29.545,-9.13,63.385,0.08375,89.075,0,-45.28,0,0.171684,-8.2775,0.60975,-9.59975,-7.7545,-8.535,-9.77,-9.285,-5.7845,380.725,-9.0175,-8.02125
1,17.75,0.052875,-0.8839615,-42.073425,0,-29.335,-9.13,63.315,0.0839,89.05,0,-46.6925,0,0.171724,-8.27,0.55625,-9.61,-7.7295,-8.535,-9.765,-9.29,-5.7965,381.45,-9.0025,-8.0055
1,18.25,0.0381,-0.81481100875,-44.8534,0,-29.35,-9.17,62.92,0.081745,89.1,0,-47.43,0,0.16370225,-8.2475,0.498,-9.55825,-7.7315,-8.53,-9.8225,-9.3225,-5.80475,382.05,-9.035,-8.02325
1,18.75,0.0396,-1.2469,-44.366325,0,-29.44,-9.12,63.73,0.08135,89.025,0,-47.41,0,0.200044,-8.205,0.57325,-9.58525,-7.77225,-8.49,-9.785,-9.34,-5.7845,381.275,-8.9275,-8.01475
1,19.25,0.0112,-0.85213025,-45.51645,0,-29.56,-9.15,63.73,0.0791,89.1,0,-48.16,0,0.143506,-8.2,0.594,-9.555,-7.7915,-8.51,-9.81,-9.31,-5.756,381.1,-8.9275,-8.01675
1,19.75,0.029175,-0.734435,-43.3644716825,0,-29.41,-9.095,63.67,0.0804,89.1,0,-48.23,0,0.18156475,-8.1625,0.528,-9.575,-7.837,-8.5,-9.79,-9.33,-5.766,380.375,-8.9625,-8.0795
1,20.25,0.05,-0.76991171375,-43.2463189,0,-29.5225,-9.13,63.2925,0.0787125,89.1,0,-49.51,0,0.13808025,-8.18,0.623,-9.54375,-7.76575,-8.61,-9.78,-9.31,-5.78,381.4,-9.045,-8.02375
1,20.75,0.02,-0.916455,-40.5731,0,-29.5625,-9.14,63.4875,0.076395,89.1,0,-49.485,0,0.1715145,-8.1425,0.57475,-9.5225,-7.739375,-8.4775,-9.7675,-9.2875,-5.7765,380.2,-9.0925,-8.1875
1,21.25,0.0118,-0.6825585,-43.598,0,-29.675,-9.17,63,0.0725,89.1,0,-50.52,0,0,-8.25,0.6105,-9.595,-7.727,-8.505,-9.8125,-9.31775,-5.79125,380.5,-9.18,-8.2725
1,21.75,0.01,-0.75327,-42.806,0,-29.265,-9.11,62.87,0.07638,89.1,0,-47.5,0,0,-8.2225,0.5455,-9.6075,-7.74175,-8.54,-9.87,-9.335,-5.821,379.6,-9.125,-8.23
1,22.25,0.03,-0.66416456525,-43.84469473,0,-29.4025,-9.1325,62.87,0.0811,89.1,0,-47.905,0,0,-8.21,0.59,-9.659,-7.69575,-8.535,-9.815,-9.33,-5.8155,379.85,-9.0525,-8.1925
1,22.75,0,-0.542001,-43.560875,0,-29.4225,-9.205,62.155,0.068,89.1,0,-47.61,0,0,-8.205,0.59,-9.64025,-7.679625,-8.5325,-9.7325,-9.305,-5.7995,380.5,-9.0975,-8.1315
1,23.25,0.021675,-0.9355575,-43.70625,0,-29.32,-9.205,62.46,0.08055,89.1,0,-46.5925,0,0,-8.235,0.588,-9.603375,-7.66325,-8.51,-9.7225,-9.2675,-5.7745,380.5,-9.0775,-8.34
1,23.75,0.03075,-0.53397369575,-40.990825,0,-29.56,-9.215,62.2,0.0834,89.1,0,-45.85,0,0,-8.26,0.58125,-9.555,-7.6575,-8.54,-9.63,-9.33,-5.781,380.725,-9.1075,-8.2575
2,0.25,0,-0.76951,-40.127725,0,-28.165,-9.88,62.31,0.069425,89.3,0,-43.89,0,0.1733205,-10.02,0.872,-7.143,-6.013875,-6.467,-7.609,-7.5295,-4.271,387.2,-14.735,-13.995
2,0.75,0.01925,-0.8230825,-41.6941,0,-28.215,-9.91,62.58,0.082,89.3,0,-45.305,0,0,-10,0.823,-7.05925,-5.933625,-6.402,-7.4535,-7.4295,-4.255,387.95,-14.83,-14.0675
2,1.25,0,-0.5392625,-40.55682043,0,-27.95,-9.88,62.245,0.0728819,89.3,0,-44.935,0,0,-10.02,0.804,-7.09425,-6.041125,-6.422,-7.477,-7.5855,-4.249,387.35,-14.795,-14.005
2,1.75,0.027675,-0.900315,-37.2241,0,-27.825,-9.91,62.39,0.075786325,89.3,0,-44.6075,0,0,-10.04,0.831,-7.22675,-6.064375,-6.4805,-7.5485,-7.6265,-4.279,387.7,-14.8375,-14.04
2,2.25,0.024313924,-0.81875,-42.372075,0,-27.86,-9.91,62.565,0.083625,89.3,0,-43.82,0,0,-10.11,0.798,-7.24825,-6.024625,-6.489,-7.5865,-7.6685,-4.3175,387,-14.815,-14.0475
2,2.75,0,-0.50941075,-37.34815,0,-27.85,-9.88,62.9,0.0701465,89.3,0,-45.27,0,0,-10.06,0.82,-7.259875,-6.062125,-6.471,-7.5645,-7.702,-4.3425,386.85,-14.835,-14.03
2,3.25,0,-0.90432875,-42.71135,0,-27.755,-9.88,63.735,0.0736,89.3,0,-44.9975,0,0,-10,0.816,-7.2535,-6.099375,-6.5075,-7.562,-7.692,-4.349,386.725,-14.79,-14.0125
2,3.75,0.0199,-0.60877725,-42.057298445,0,-27.78,-9.85,63.36,0.0844,89.3,0,-45.3875,0,0,-9.98,0.814,-7.248375,-6.124125,-6.485,-7.5555,-7.688,-4.3375,386.75,-14.84,-14.075
2,4.25,0.0092575,-0.708421,-37.156,0,-27.675,-9.85,62.83,0.083875,89.3,0,-44.8475,0,0,-10,0.857,-7.2495,-6.149,-6.508,-7.544,-7.692,-4.323,387.275,-14.815,-14.02
2,4.75,0,-0.609273,-35.832625,0,-27.715,-9.89,62.175,0.0812,89.3,0,-44.92,0,0,-10,0.869,-7.260625,-6.1795,-6.5175,-7.566,-7.69375,-4.3085,387.375,-14.73,-14.0375
2,5.25,0.006365,-0.619202,-39.3215,0,-27.905,-9.9,61.76,0.080065,89.3,0,-44.74,0,0,-10,0.832,-7.262375,-6.198875,-6.5285,-7.572,-7.6995,-4.309,387.35,-14.785,-14.0075
2,5.75,0.0379,-0.7653368125,-33.8289,0,-27.385,-9.86,62.495,0.07835,89.3,0,-45.545,0,0,-9.99,0.848,-7.2145,-6.204625,-6.5515,-7.5265,-7.691,-4.296,386.925,-14.815,-14.0275
2,6.25,0.0195,-0.75127725,-36.48611817,0,-27.39,-9.88,61.625,0.08195,89.3,0,-44.1175,0,0,-9.97,0.899,-7.169875,-6.20375,-6.5505,-7.509,-7.693,-4.3095,387.325,-14.79,-13.9725
2,6.75,0,-0.7634153275,-40.76,0,-27.645,-9.87,61.38,0.0834,89.3,0,-44.02,0,0,-9.99,0.8315,-7.131625,-6.18575,-6.5555,-7.4965,-7.7195,-4.333,387.125,-14.7775,-14.01
2,7.25,0,-0.635734,-40.5558,0,-27.71,-9.92,61.02,0.0837,89.3,0,-43.66,0,0,-9.94,0.851,-7.135875,-6.13875,-6.55,-7.493,-7.7395,-4.342,387.125,-14.825,-14.07
2,7.75,0.0266,-1.12166,-43.6974,0,-27.985,-9.83,61.065,0.089,89.3,0,-43.1925,0,0,-9.97,0.871,-7.16025,-6.095875,-6.5545,-7.504,-7.7505,-4.34775,387.2,-14.8125,-14.0425
2,8.25,0.008125,-0.92534,-35.809,0,-27.87,-9.88,60.765,0.075918275,89.3,0,-41.5675,0,0.016321,-9.97,0.891,-7.140375,-6.04725,-6.54,-7.4925,-7.7655,-4.333,388,-14.79,-13.9875
2,8.75,0,-0.83384,-37.16235,0,-27.815,-9.9,60.655,0.08047175,89.3,0.136,-44.175,0.00941455,0.1797135,-9.98,0.922,-7.184,-6.0795,-6.506,-7.4675,-7.7785,-4.32225,387.25,-14.78,-14.0275
2,9.25,0.014525,-0.544554,-35.8415,0.09025,-27.5,-9.93,60.505,0.071605,89.3,0.7675,-42.42,1.429725,1.432415,-10.01,0.843,-7.217875,-6.067875,-6.501,-7.4515,-7.7925,-4.3125,388.3,-14.7475,-14.0375
2,9.75,0.029475,-0.53416146575,-37.7423,2.9015,-27.63,-10.04,60.85,0.07915,89.3,3.4,-42.17,8.04796,7.861655,-10.16,0.849,-7.204625,-6.025,-6.481,-7.4755,-7.79975,-4.30725,388.5,-14.79,-14.035
2,10.25,0,-0.704792491,-36.8069,8.18,-27.73,-10.17,60.23,0.0807802,89.35,8.205,-38.625,20.59325,21.875375,-10.27,0.924,-7.21825,-5.98075,-6.466,-7.4845,-7.806,-4.2975,389.1,-14.7975,-14.25
2,10.75,0.0002675,-0.33867025,-35.2739414075,22.74,-27.11,-10.19,59.07,0.0796,89.35,18.39,-36.1025,40.976575,42.716325,-10.22,0.869,-7.23425,-5.927875,-6.485,-7.47,-7.7965,-4.2865,389.4,-15.0575,-14.3275
2,11.25,0.021425,-0.342628,-34.18375,40.41,-26.86,-10.2,58.6625,0.07803305,89.4,32.0225,-31.155,68.655,72.239525,-10.26,0.855,-7.252,-5.92525,-6.49425,-7.52525,-7.811375,-4.30025,389.575,-15.31,-14.5025
2,11.75,0.010025,-0.763383,-37.2607563975,51.61,-26.8275,-10.1625,59.395,0.07985,89.3,43.8025,-30.395,87.4616,96.63025,-10.3225,0.955,-7.289,-5.986,-6.52,-7.686,-7.796,-4.319,389.8,-15.1825,-14.4925
2,12.25,0.0108,-0.44578775,-36.2925,61.455,-26.85,-10.16,59.005,0.0843,89.3,51.99,-29.6275,104.73,118.401,-10.33,0.887,-7.3425,-6.012,-6.52775,-7.6175,-7.808125,-4.31925,388.9,-15.0925,-14.405
2,12.75,0,-0.3453725,-37.214,65.265,-26.9425,-10.1775,58.67,0.0727385,89.3,57.9075,-31.035,116.9065,132.6865,-10.265,0.8235,-7.333125,-6.023875,-6.5055,-7.47575,-7.801875,-4.30475,389.65,-15.06,-14.355
2,13.25,0,-0.284621745,-35.226125,66.8125,-26.945,-10.1475,59.995,0.07827065,89.3,58.22,-32.6025,119.2605,134.23,-10.2325,0.7805,-7.27625,-5.97275,-6.5405,-7.591,-7.8185,-4.31425,389.7,-14.9975,-14.285
2,13.75,0.01,-0.35289850325,-34.78,65.395,-26.8,-10.165,59.2525,0.082875,89.275,58.0625,-32.5975,117.205,135.8625,-10.205,0.6855,-7.316875,-6.0515,-6.531,-7.5765,-7.8345,-4.3405,390.8,-14.9525,-14.22
2,14.25,0,-0.3686250565,-33.4765759775,59.43,-27.185,-10.11,58.775,0.0715475,89.3,53.08,-35,108.01,119.876,-10.2,0.73175,-7.260625,-6.0585,-6.5145,-7.5905,-7.82725,-4.3255,390.55,-14.795,-14.0575
2,14.75,0.00575,-0.42204054575,-35.607,50.9625,-27.135,-10.0675,58.94,0.0759125,89.3,44.9625,-36.195,89.126475,101.488,-10.1475,0.809,-7.217,-6.0165,-6.51675,-7.54225,-7.814625,-4.30175,390.5,-14.8075,-14.0775
2,15.25,0.019915502,-0.623095,-36.9125,38.885,-27.74,-9.825,58.62,0.072125,89.2,33.99,-38.26,69.9625,75.9345,-10.03,0.741,-7.182,-6.0445,-6.4685,-7.49,-7.76925,-4.2625,388.9,-14.8375,-14.1175
2,15.75,0.00247,-0.3911578125,-34.0158,20.535,-27.83,-9.775,60.14,0.0834,89.3,17.65,-40.7325,42.9475,44.960775,-9.95,0.7325,-7.15125,-5.866125,-6.476,-7.547,-7.679,-4.218,388.5,-14.745,-14.055
2,16.25,0.0108,-0.4570919545,-38.57922153,7.59025,-27.6525,-9.7125,60.6975,0.0805,89.3,7.15475,-41.82,20.6243,20.015,-9.9025,0.7945,-7.140125,-5.859625,-6.43325,-7.5465,-7.655,-4.2325,388.25,-14.7625,-13.9375
2,16.75,0,-0.7238015415,-35.756123105,2.0875,-27.8425,-9.6175,60.8425,0.082075,89.3,2.36425,-43.075,7.40284,7.10907,-9.8325,0.841,-7.156,-5.834,-6.41825,-7.529,-7.67125,-4.227,388.3,-14.6325,-13.915
2,17.25,0,-0.4920722625,-37.2718,0,-28.24,-9.58,59.64,0.0801,89.3,0.643,-43.85,2.15412,2.224975,-9.795,0.8595,-7.19075,-5.8185,-6.41,-7.481,-7.596,-4.214,387.9,-14.6375,-13.9225
2,17.75,0,-0.67029325,-36.026,0,-28.245,-9.59,60.825,0.07705,89.275,0.242,-43.665,0.982082,1.10018,-9.85,0.832,-7.1695,-5.77925,-6.43,-7.54625,-7.6325,-4.24675,387.45,-14.6925,-13.945
2,18.25,0,-0.5747,-37.42915,0,-28.4475,-9.6425,61.265,0.08135,89.3,0.00675,-43.38,0,0.268249,-9.8525,0.847,-7.17175,-5.78175,-6.4155,-7.57875,-7.6555,-4.25125,388.225,-14.7525,-13.9875
2,18.75,0,-0.633720322,-35.925,0,-28.42,-9.7075,61.245,0.07495145,89.2,0,-44.315,0,0.188234,-9.815,0.9145,-7.14125,-5.7765,-6.4365,-7.63475,-7.651,-4.242,388.1,-14.8125,-14.045
2,19.25,0,-0.7911475,-41.91256737,0,-28,-9.72,60.9,0.0764375,89.2,0,-43.08,0,0.137558,-9.845,0.837,-7.1515,-5.777,-6.411,-7.63,-7.641,-4.236,388.3,-14.7925,-14.0575
2,19.75,0.011275,-0.71247,-37.931525,0,-28.115,-9.69,61.36,0.0754152,89.2,0,-43.86,0,0.1484005,-9.89,0.916,-7.15225,-5.77275,-6.404,-7.655,-7.54925,-4.21925,388.95,-14.7575,-14.0125
2,20.25,0,-0.689506,-38.115575,0,-28.465,-9.675,61.2925,0.07034,89.2,0,-43.4925,0,0.117639,-9.865,0.872,-7.1405,-5.740125,-6.415,-7.631,-7.5715,-4.21525,388.5,-14.7625,-14.0475
2,20.75,0.0137,-0.734626954,-39.5598,0,-28.17,-9.66,61.0175,0.0791,89.2,0,-43.9,0,0.126539,-9.8,0.895,-7.171,-5.7725,-6.40575,-7.61325,-7.59,-4.2255,388.9,-14.825,-14.0775
2,21.25,0.0212,-0.96389625,-42.844194435,0,-28.4625,-9.755,61.4125,0.085349725,89.2,0,-44.885,0,0,-9.895,0.85325,-7.1355,-5.8275,-6.4,-7.676,-7.587625,-4.23075,388.65,-14.76,-14.08
2,21.75,0,-0.52594775,-38.409,0,-28.3075,-9.82,61.455,0.0813,89.2,0,-44.18,0,0,-9.9,0.8965,-7.198,-5.8885,-6.4345,-7.6725,-7.57775,-4.261,388.4,-14.8225,-14.0625
2,22.25,0,-0.667383,-33.8605,0,-28.32,-9.81,62.5,0.079163,89.2,0,-44.57,0,0,-9.95,0.8405,-7.212,-5.947,-6.423,-7.6575,-7.564,-4.267,387.8,-14.8775,-14.0925
2,22.75,0.02,-0.82662475,-38.298075,0,-28.655,-9.84,62.235,0.0757,89.2,0,-45.36,0,0,-10.01,0.8595,-7.189,-5.936,-6.4455,-7.626,-7.561,-4.263,387.75,-14.885,-14.0725
2,23.25,0.013725,-0.57534825,-35.6961789175,0,-28.52,-9.94,62.725,0.0744,89.2,0,-44.42,0,0,-10.01,0.815,-7.09,-5.9105,-6.473,-7.589,-7.553,-4.236,389.025,-14.825,-14.0475
2,23.75,0,-0.48602,-34.140775,0,-28.385,-9.92,63.445,0.077475,89.2,0,-43.4775,0,0,-10.0025,0.769,-7.0605,-5.905,-6.47925,-7.64925,-7.53075,-4.24675,388.95,-14.8625,-14.07
3,0.25,0.00835,-1.0404802715,-34.8709,0,-25.68,-10.05,57.85,0.06669,89.2,0,-45.69,0,0.15817675,-9.93,0.8225,-5.3475,-4.3305,-4.338,-5.1875,-5.49375,-3.0915,389.125,-13.64,-13.495
3,0.75,0,-1.084558674,-37.307275,0,-25.62,-10.06,57.66,0.07005,89.2,0,-44.745,0,0,-9.97,0.8615,-5.1405,-4.30625,-4.257,-5.022,-5.40875,-3.0535,389.925,-13.7825,-13.64
3,1.25,0.0048375,-0.90272,-31.73455,0,-25.655,-10.08,57.375,0.06484,89.2,0,-45.9875,0,0,-9.99,0.936,-5.18875,-4.3215,-4.2745,-5.109,-5.5535,-3.08125,389.5,-13.7725,-13.62
3,1.75,0,-0.7812553155,-34.161775,0,-25.565,-10.11,57.84,0.067,89.2,0,-44.66,0,0,-9.96,0.898,-5.2825,-4.34025,-4.3205,-5.214,-5.61175,-3.1045,390.25,-13.735,-13.595
3,2.25,0,-1.11293697825,-39.1952,0,-25.72,-10.12,57.54,0.070515,89.2,0,-45.04,0,0,-9.94,0.91,-5.3,-4.35475,-4.3445,-5.2625,-5.6245,-3.1075,390,-13.7,-13.5625
3,2.75,0,-0.85065,-34.503525,0,-25.995,-10.09,57.67,0.0650975,89.3,0,-46.3825,0,0,-9.91,0.8515,-5.31475,-4.37175,-4.367,-5.2345,-5.6075,-3.1205,389.75,-13.7425,-13.61
3,3.25,0.002049,-1.140302646,-33.006498395,0,-25.805,-10.1325,57.3775,0.0673921,89.2,0,-45.9175,0,0,-9.97,0.84625,-5.330875,-4.36575,-4.3905,-5.233,-5.6085,-3.1225,389.4,-13.8,-13.675
3,3.75,0,-0.7266845,-32.122146105,0,-25.635,-10.0925,57.2525,0.07116,89.275,0,-44.5375,0,0,-10.01,0.8335,-5.3465,-4.373375,-4.42275,-5.2555,-5.642,-3.1315,389.475,-13.78,-13.6325
3,4.25,0,-0.7958896255,-38.6840115625,0,-25.47,-10.0675,57.98,0.07381375,89.225,0,-43.16,0,0,-9.96,0.8785,-5.348,-4.375375,-4.3945,-5.27,-5.67025,-3.1215,389.65,-13.7225,-13.565
3,4.75,0.01071,-0.75773479075,-36.5635,0,-25.7125,-10.1375,57.965,0.07126,89.2,0,-43.85,0,0,-9.9825,0.8735,-5.346125,-4.383125,-4.39575,-5.285,-5.664,-3.113,389.2,-13.6925,-13.545
3,5.25,0,-1.2729513415,-36.296098715,0,-25.575,-10.11,58.1425,0.0652068,89.275,0,-43.7825,0,0,-9.9625,0.84525,-5.362,-4.379625,-4.4485,-5.3235,-5.634,-3.1225,389.3,-13.6975,-13.5775
3,5.75,0.01,-1.115550296,-38.69235,0,-25.745,-10.1475,58.0575,0.072875,89.2,0,-42.2875,0,0,-9.98,0.868,-5.368125,-4.378,-4.403,-5.3735,-5.60625,-3.1335,388.25,-13.6925,-13.5475
3,6.25,0,-0.696935,-41.048025,0,-25.3325,-10.1175,57.7025,0.0693,89.275,0,-42.69,0,0.0043127,-9.96,0.9125,-5.35825,-4.39475,-4.38325,-5.422,-5.6245,-3.13075,389.1,-13.675,-13.49
3,6.75,0,-0.97797,-34.2531820175,0,-25.155,-10.1325,58.0725,0.0665,89.275,0.08925,-43.76,0.0337516,0.1325615,-9.96,0.90525,-5.34475,-4.382375,-4.3895,-5.4465,-5.65625,-3.12725,388.75,-13.7675,-13.5275
3,7.25,0,-0.890450339,-34.82005,0.2885,-25.19,-10.115,58.03,0.0684,89.2,0.93375,-42.12,1.74431,1.294035,-10.0275,0.927,-5.3195,-4.389375,-4.39575,-5.50675,-5.67475,-3.1425,388.325,-13.73,-13.56
3,7.75,0,-0.53416177825,-33.3284,5.019,-25.185,-10.235,57.7325,0.074835,89.2,5.5495,-41.035,13.66155,10.70805,-10.1725,0.85725,-5.3155,-4.399875,-4.4,-5.5115,-5.702,-3.131,388.6,-13.765,-13.5325
