DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.459017041632592,0.055639387499051,18.6544227785092,0.489267119765807,0.313555398320041,-12.3309841289251,3.84021821924062,1.3721370292534,420.410609705463,3.21810984653287,424.455492281985,3.21316173403018,420.275689012392,424.702485446516,3.20529894599921,420.796481005937,424.675733884993,3.25652679719066,421.058635115706,425.240001703925,3.39411326804442,422.206304763975,5.81193300723212,-0.0332849076385742,0.729456033102111,3.455,3.65,-1.293,-4.326,-1.3011,-0.7668,-7.770325,92.961615,80.68,2.25425,-6.0975,-5.4025,-5.35,1.6,-1.3075,3.425,0.14,239.325,284.15,246.9,283.475,0.19,-0.06,0.1475,0.19,0.385,0.05,0.17,-0.145,-6.2375,-3.177,-2.4945,-1.44,-0.68675,-0.421,0.115,0.018,-4.1215,-7.655,-2.00675,-1.0695,-0.247,0.22775,0.178,-0.063,-1.412,-3.346,-2.025,-1.3735,-0.836,0.3645,-0.035,0.514,0.1025,-4.06,-3.6185,-2.4125,-1.19125,-0.50775,0.265,0.1625,-0.193,-4.86825,-4.335,-3.393,-1.444,-0.913,-0.584,0.298,0.4305,0.0095,-1.86975,-9.816,-3.9125
1,0.75,0.452834857640178,0.0366242218422895,14.0200778717262,0.265108647359214,0.222684693030043,-16.3927298765321,1.23810395406379,1.18647688664304,420.593594583984,3.20295567634401,424.231994015654,3.22011148114672,420.234989732174,424.644894886042,3.24010477553482,420.817531619285,424.634127772395,3.29543572096251,420.48794613248,425.759656336567,3.359149481879,421.48362787907,5.94040983181694,0.092300157042743,0.603326267920623,3.2975,3.405,-1.145,-4.41375,-0.9462,-0.5609,-8.031,92.948975,80.67,2.3693,-6.355,-5.1375,-5.38,1.7,-1.09,3.425,0.13,241,283.325,245.275,282.375,0.1725,-0.06,0.125,0.19,0.3425,0.05,0.175,-0.0875,-5.936,-3.087,-2.57175,-1.44025,-0.76725,-0.4345,0.115,0.018,-4.06025,-7.74275,-2.011,-1.072,-0.247,0.2275,0.1785,-0.063,-1.42025,-3.35775,-2.038,-1.37575,-0.832,0.36525,-0.0315,0.523,0.11175,-4.1145,-3.6355,-2.4585,-1.19775,-0.51,0.26425,0.1625,-0.193,-5.19875,-4.34575,-3.323,-1.458,-1.03225,-0.325,0.352,0.432,0.201,-1.94525,-9.73575,-3.5075
1,1.25,0.400406584464467,0.0365786894912704,9.56082907146541,0.504489531925142,0.298654015434724,-9.21527539315166,2.22279774210859,1.44226077179469,420.341641516586,3.19401362219337,424.09946153541,3.25742762088049,420.102232126354,424.362451992128,3.28682882599885,420.718719760958,424.564703862317,3.3519904585244,421.096515248231,425.427510354651,3.37178056970725,421.495061603764,6.36378364283277,0.314789714771024,0.617532804062391,3.36,3.3675,-1.000275,-4.07325,-0.9954,-0.40265,-8.12405,92.9293425,80.85,2.706375,-6.4075,-5.49,-5.315,1.8,-0.92,3.425,0.13,242.15,281.975,245.525,282.5,0.17,-0.07,0.11,0.18,0.3675,0.04,0.1775,-0.15,-5.6555,-3.565,-2.3925,-1.44075,-0.7815,-0.43925,0.115,0.018,-4.02275,-7.86875,-2.023,-1.074,-0.38375,0.2275,0.178,-0.063,-1.43525,-3.171,-2.0445,-1.348,-0.826,0.366,-0.03575,0.514,0.09325,-4.22425,-3.61925,-2.473,-1.19675,-0.51025,0.264,0.1625,-0.193,-5.09875,-4.323,-3.3085,-1.447,-0.905,-0.60375,0.298,0.4315,0.202,-1.819,-9.623,-2.0025
1,1.75,0.589075230956769,0.00921043168132437,9.48419999263695,0.358453523088699,0.307157132242458,-23.2161906920531,2.39512916831697,1.51900722201551,419.54382514494,3.3350245611006,423.840743019092,3.25532860681196,419.982381836144,424.328716982264,3.28909489791082,420.950041788261,424.318276934815,3.38553474493241,420.56320577281,425.666760726651,3.36929417800801,421.253576772919,5.31356820248513,0.778632323311342,0.679530516967035,3.67,3.305,-1.021975,-4.90175,-0.866575,-0.5238,-8.570425,92.89793,80.07,2.644725,-6.56,-5.48,-5.4575,1.5,-0.9375,3.1,0.125,243.825,279.825,246,280.75,0.175,-0.07,0.125,0.18,0.3625,0.05,0.1775,-0.15,-5.70325,-3.317,-2.3185,-1.4405,-0.77725,-0.43875,0.115,0.018,-4.0205,-7.9645,-2.0755,-1.07475,-0.381,0.227,0.178,-0.063,-1.40725,-3.1365,-2.07675,-1.381,-0.82925,0.36425,-0.042,0.514,0.1025,-4.26725,-3.6075,-2.45425,-1.1855,-0.5075,0.264,0.1625,-0.193,-4.938,-4.32325,-3.28575,-1.459,-1.0185,-0.623,0.352,0.43175,0.196,-2.06075,-9.707,-2.715
1,2.25,0.473097519798843,0.0348713286706394,12.3608613556408,0.637998673343785,0.329356833779503,-3.79586790311261,1.77053182643671,1.28568329029164,419.858748172776,3.38530623246333,423.976383837026,3.27998710906798,420.226303516142,423.983785812015,3.32526500455999,421.095882917913,424.203249205034,3.33126940448796,421.362799960094,424.696330943274,3.3517819995214,422.044100270833,5.44427722746897,0.612572896359097,0.66350185660857,3.6075,3.195,-0.91455,-4.60775,-1.061175,-0.6402,-8.7023,92.889725,79.535,2.663275,-6.6125,-5.34,-5.7075,1.8,-1.19,3.4,0.13,242.325,281.2,243.85,282.1,0.175,-0.07,0.1225,0.19,0.36,0.05,0.175,-0.145,-5.0795,-3.229,-2.2645,-1.4405,-0.77425,-0.4365,0.115,0.018,-3.94725,-7.70275,-2.069,-1.077,-0.37875,0.2275,0.17825,-0.063,-1.38725,-3.148,-2.064,-1.383,-0.826,0.3645,-0.042,0.514,0.11175,-4.20275,-3.6125,-2.42975,-1.177,-0.5045,0.263,0.16325,-0.193,-4.97,-4.3485,-3.276,-1.46025,-1.0105,-0.625,0.3515,0.431,0.11975,-1.7995,-10.192,-2.79
1,2.75,0.516726447198473,0.00608621816140921,13.1341534167312,0.2816558915256,0.292938557134535,-16.9477653494094,1.99395747456741,1.40162768225576,419.485024801088,3.45315962872828,424.09142097814,3.28257891449432,420.234740139928,424.499338955606,3.32613093181197,420.785122512138,424.236739546786,3.39921818029867,420.940330379807,425.583538870527,3.4435630304427,421.811243803636,5.55931358455526,0.915232180037719,0.730272345239825,3.5525,2.8975,-1.0919,-4.83025,-0.8309,-0.890075,-8.393175,92.935855,80.265,2.6079,-6.46,-5.3275,-5.555,1.725,-1.0575,3.525,0.155,242.1,280.85,248.4,281.85,0.175,-0.0675,0.1325,0.19,0.37,0.05,0.17,-0.195,-5.08425,-3.117,-2.2375,-1.44,-0.797,-0.438,0.115,0.018,-3.91475,-7.586,-2.07,-1.0785,-0.376,0.2275,0.178,-0.063,-1.362,-3.171,-1.971,-1.356,-0.824,0.366,-0.042,0.514,0.121,-4.24925,-3.6245,-2.4355,-1.16675,-0.5,0.264,0.16375,-0.193,-5.047,-4.3695,-3.22025,-1.462,-1.00175,-0.4585,0.406,0.432,0.11475,-1.93625,-10.251,-3.0775
1,3.25,0.436487020325265,0.0340073781609711,20.3761250927731,0.712395867482531,0.385270906474488,-29.2064130925535,3.07472805549008,1.70056340680499,419.827097930949,3.479523103133,424.062960752064,3.37567070824467,420.29435384256,424.551856158327,3.43071027561247,420.117388410779,424.362408354214,3.46753259273867,420.324058833856,424.819638087909,3.50692319963087,420.814127079297,5.97134412857068,1.11095420204397,0.81095320340982,3.3575,3.0475,-1.14095,-4.78125,-0.923675,-0.449575,-8.3856,92.940665,80.545,2.413025,-6.1275,-5.1125,-5.815,1.5,-0.99,3.2,0.13,250.725,281.625,254.05,283.6,0.18,-0.07,0.1125,0.19,0.3525,0.04,0.18,-0.145,-5.53975,-3.356,-2.326,-1.45075,-0.86675,-0.44725,0.11425,0.018,-3.86675,-7.45775,-2.06325,-1.0795,-0.37375,0.23525,0.178,-0.063,-1.3655,-3.1925,-1.9685,-1.3575,-0.824,0.366,-0.0315,0.523,0.11175,-4.275,-3.631,-2.49025,-1.14375,-0.4955,0.26425,0.1635,-0.193,-5.022,-4.38075,-3.2235,-1.451,-0.8915,-0.609,0.352,0.432,0.058,-1.929,-9.499,-4.275
1,3.75,0.451521917907885,0.0290528968113151,21.9658677674981,0.424250194216912,0.362885262301005,-29.5348537849236,0.536982154067732,1.38592102462037,419.719160230919,3.57292849020567,423.827573040249,3.48660127917237,419.824229310981,423.994454666014,3.48801429128295,420.155280333042,423.879013214634,3.4747394302041,420.31364570655,424.200772773099,3.53820146138632,420.259276146245,5.75191817355433,0.911419678390686,0.724979710803039,3.4,2.9675,-0.52855,-4.8645,-1.2087,-0.38405,-7.978325,92.94919,80.74,2.6142,-6.1875,-5.0325,-5.7,1.8,-0.8075,3.5,0.18,246.85,281.925,253.525,283.775,0.175,-0.06,0.1225,0.19,0.3525,0.05,0.18,-0.135,-5.1225,-3.243,-2.228,-1.451,-0.977,-0.46525,0.11425,0.018,-3.84125,-7.3,-2.028,-1.0805,-0.3715,0.23525,0.178,-0.063,-1.3755,-3.235,-2.02975,-1.39125,-0.8275,0.3635,-0.03575,0.514,0.1025,-4.269,-3.59925,-2.485,-1.15275,-0.4915,0.26425,0.1625,-0.193,-5.055,-4.387,-3.1235,-1.452,-0.8955,-0.6285,0.29725,0.43175,0.171,-1.972,-9.554,-4.17
1,4.25,0.405371341054857,0.029961396479495,22.1961689262108,0.626472707896664,0.367742324735353,-23.4895802972288,0.494953960419554,1.50046730866581,419.56424861382,3.56873724817272,424.093421695058,3.44788279705376,419.899644124328,424.404958463363,3.467494999709,420.50379289915,424.097414861024,3.46406227185769,420.680942370401,424.648629401145,3.49985355185596,421.046223342925,6.67661069800016,1.07080082382446,0.831218165738605,3.865,3.5425,0.03785,-4.5685,-0.32465,-0.020875,-7.019875,92.94028,81.07,3.03445,-6.0825,-5.6475,-6.045,1.9,-0.795,3.5,0.1225,247.725,283.375,251,282.275,0.195,-0.07,0.1325,0.18,0.3625,0.05,0.18,-0.14,-5.008,-3.2575,-2.2225,-1.45075,-1.05675,-0.4715,0.11425,0.018,-3.82775,-7.32925,-1.98825,-1.08075,-0.3695,0.23525,0.179,-0.063,-1.3705,-3.195,-2.03375,-1.39325,-0.8325,0.36425,-0.03575,0.514,0.09325,-4.17975,-3.6085,-2.474,-1.13475,-0.49025,0.26425,0.164,-0.193,-4.925,-4.3815,-3.11375,-1.465,-0.8925,-0.61025,0.29725,0.431,0.177,-1.98175,-9.617,-3.46
1,4.75,0.575448492833995,0.0121256896475261,22.6590362118357,0.634627707886411,0.363368893685277,-10.5005828830241,2.28130772592733,1.38043100314615,419.110026471321,3.43626916858478,423.734254020857,3.50162472963646,420.591403874016,424.572830395977,3.55553165842699,420.930774471714,424.13741230469,3.52375881329413,420.96522760018,424.785462187737,3.58059986779136,421.235072130154,6.11270510428758,0.764275663503213,0.794210184807969,3.5575,3.07,-0.230875,-3.83775,-0.318775,-0.447475,-7.9751,92.94603,80.91,2.9406,-6.0975,-5.4375,-5.955,1.725,-1.16,3.3,0.1275,250.65,282.475,253.95,283.9,0.175,-0.06,0.1225,0.1825,0.3575,0.04,0.18,-0.145,-4.955,-2.976,-2.245,-1.45,-1.05925,-0.47225,0.1145,0.018,-3.72575,-7.09375,-1.97975,-1.08125,-0.3665,0.235,0.179,-0.063,-1.38075,-3.097,-2.03475,-1.345,-0.829,0.365,-0.03575,0.514,0.09325,-4.2115,-3.63625,-2.48075,-1.13125,-0.4895,0.26425,0.1635,-0.193,-4.824,-4.248,-3.106,-1.46525,-0.998,-0.626,0.3515,0.4315,0.191,-2.073,-9.6905,-3.835
