DOY2,HR2,USTAR,TA_1_1_1,WS,FC,SC,H,LE,G_1,TS_1,RH_1_1_1,CO2,VPD,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,TAU,SH,SLE,T_SONIC,PA,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_OUT_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,SW_OUT_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1
1,5.25,0.32697,9.1307,1.721,1.60704,0.09295,-20.92,0.968,-12.3,14.18,89.9,408.968,1.36687061,-31.74,0,0,-0.157139,-2.11536,-1.06235,16.1266,101.166,9.58934,0.716939,0.586198,0.440887,0.191314,0.940925097,0.087513585,327.278,364.546,0.376004,-28.5648,-14.2349,-16.5412,1.805985,15.5039,14.795,15.025,14.5062,10.9586,14.5069
1,5.75,0.3274255,9.01745,1.70665,1.671794109,0.0676,-19.1522,1.082,-12.5,14.12,90.1142,409.155,1.33,-32.9,0,0,-0.146564,-2.36952,-0.0443,15.8998,101.198,9.70916,0.719202,0.574054,0.422366,0.203451,0.959211338,0.0819968755,326.552,362.877,0.36891,-29.54905,-14.5329,-16.863,1.866315,15.5056,14.7122,14.9975,14.4853,10.9655,14.5042
1,6.25,0.33136,8.89,1.73468,1.627,0.0803,-20.11475,0.816,-12.665,14.03,90.25,409.2705,1.24724189,-32.80165,0,0,-0.141943,-2.72604,-0.069,15.7946,101.215,10.34095,0.689113,0.569382,0.417192,0.19839,1.026540157,0.109150313,326.266,361.53,0.4071405,-27.9807,-13.7123,-16.1552,1.68747,15.5003,14.6769,14.9511,14.3902,10.9709,14.5093
1,6.75,0.32154,8.82,1.717,1.62944,0.1234185,-20.91865,1.1765,-12.56,13.94,90.15,410.441,1.30229664,-29.93,0,0,-0.135629,-1.53872,-0.01555,15.50905,101.227,10.41245,0.663298,0.561703,0.413391,0.189606,0.996057518,0.10313184,329.795,362.002,0.413053,-29.102,-14.5737,-17.6009,1.763195,15.5,14.6025,14.9453,14.3947,10.9237,14.5119
1,7.25,0.331148,8.7041398565,1.703,1.74668,0.001,-19.5445,1.71189,-12.525,13.86,90.9,411,1.34,-27.07,3.5,0.1008215,-0.145015,-0.462922,0.02545,15.45825,101.27,10.2594,0.709958,0.574183,0.4211,0.218092,0.994084966,0.0828959285,329.031,362.501,0.5375995,-28.8428,-14.7388,-17.7398,1.88448,15.4994,14.5933,14.9817,14.3763,10.8037,14.4982
1,7.75,0.33229,8.835,1.66041,1.406275,0.164358,-14.08405,2.899,-12.325,13.8,90.4,412.291,1.38,-5.963,49.33734,22,-0.139964,7.48437,3.0177,14.9803,101.281,10.5535,0.68279,0.55785,0.424196,0.270726,0.9408857105,0.0873362065,332.223,362.249,3.23269,-29.66485,-14.9545,-18.0253,5.26496,15.4775,14.5936,14.9708,14.3498,10.7634,14.4765
1,8.25,0.35929,9.18,1.68442,1.22,0,-4.24795,8.38709,-12.375,13.635,88.9934,412.218,1.56626,33.4,167.3646,90.7345,-0.181114,10.5127,4.56449,15.0332,101.321,10.50715,0.752387,0.61123,0.461325,0.205509,1.007504452,0.150231889,331.023,365.333,11.7909,-29.3981,-14.767,-17.6055,12.6942,15.4503,14.5961,14.9214,14.3073,10.7477,14.4141
1,8.75,0.42059,9.861775,1.81101,0.587745,-0.122398706,12.0076,16.05445,-11.505,13.56,85.9,410.937,2.04,91.85,326.6510458,171.3,-0.27525,7.43078,3.15701,15.1511,101.347,10.3851,0.887427,0.692925,0.535667,0.290174,1.33985854,0.1852113355,327.531,367.353,21.5828,-27.73535,-14.2551,-16.1846,24.00995,15.4225,14.5711,14.9361,14.2852,10.7428,14.3559
1,9.25,0.48148,10.71,1.962,-0.3005,-0.397,33.89685,29.85715,-11.115,13.53,81.7,409.512,2.56392,150.1,493,265.8,-0.348237,15.5828,10.088,15.9785,101.369,11.48665,1.06245,0.799013,0.615114,0.334914,1.46719859,0.233082571,325.502,371.935,28.9563,-25.61115,-13.2598,-14.8037,34.2709,15.4267,14.6,14.9736,14.292,10.7307,14.4371
1,9.75,0.527,11.79,2.025,-2.694582747,-0.39742,56.79495,45.2053,-10.39,13.655,77.51815,406.967,3.264775465,210.26,650.85,343.7,-0.439376,30.3551,12.2802,17.01765,101.378,11.3992,1.11926,0.838399,0.644735,0.385494,1.596838487,0.2534466575,330.408,378.6285,42.8448,-22.0581,-12.21785,-12.47245,45.4866,15.354,14.6311,14.9832,14.3143,10.776,14.4392
1,10.25,0.5785,12.83,2.20617,-4.47486,-0.656,76.92,61.229,-9.18,13.8,72.75,405.0065,4.19416,270.77,792,428.25,-0.461686,21.3981,4.79114,18.0041,101.4035,11.4653,1.20908,0.917127,0.696413,0.385526,1.321667847,0.2297433235,330.2265,384.125,49.2471,-19.0106,-10.7599,-10.153915,52.54955,15.48095,14.8675,15.11555,14.37545,10.8327,14.4677
1,10.75,0.5912995,14.19,2.311,-6.076,-0.50831,101.406,73.7996,-7.335,13.68,68.83355,402.211,5.24878,321.51,920.6,486.9,-0.516439,16.6637,3.17414,18.9225,101.4005,12.2191,1.200725,0.991118,0.701188,0.3935455,1.314282349,0.237552874,336.5405,391.2545,53.67795,-14.8752,-8.481875,-7.530095,59.68915,15.59665,15.0443,15.2854,14.43585,10.894,14.6027
1,11.25,0.609944,14.9569,2.424,-7.46974,-0.275,114.81,90.53305,-5.541,14.11,64.60255,400.675,6.2285,360.91,1000,531.95,-0.507057,18.6173,5.970285,19.6593,101.379,12.125,1.26379,1.01415,0.715998,0.393681,1.287238061,0.227297727,340.807,397.749,58.7694,-10.74805,-6.70879,-5.18541,64.0451,15.7019,15.2628,15.4106,14.529,11.0036,14.5992
1,11.75,0.63193,15.54,2.467,-7.538,-0.194998,138.884,96.514,-3.855,14.525,61.567,399.925,7.28375,364.7,1055.95,562.65,-0.5282785,13.68835,2.717395,19.97845,101.326,12.4807,1.26902,1.087145,0.7345525,0.4021215,1.256447587,0.2463491375,342.854,401.7965,61.71555,-6.93658,-4.28327,-1.97969,65.9465,15.97295,15.5607,15.6414,14.6957,11.1228,14.7095
1,12.25,0.6288385,16.2,2.496,-7.7213,-0.161,135.3935,103.658,-2.424,14.729,59.12815,398.562,7.89,385.4135,1063.4,574.8,-0.545436,4.579375,-3.119345,20.6228,101.289,12.6152,1.27788,1.15491,0.744463,0.400222,1.2927430745,0.25296058,345.275,404.132,65.1307,-1.36234,-0.712572,2.00325,65.0633,16.0172,15.8328,15.8461,14.7842,11.2378,14.8391
1,12.75,0.6315,16.66,2.499,-8.52692,-0.123416,139.7155,115.543,-1.766,15.58,57.291,397.7495,8.59,378.436,1053.7985035,565.05,-0.515834,5.58735,-0.254513,20.7102,101.214,12.2535,1.2603,1.1618,0.749744,0.397593,1.2682553,0.2512892215,347.631,407.448,61.8491,2.915885,0.515649,3.11144,65.3108,16.2064,16.2292,16.0494,14.9674,11.3768,14.9389
1,13.25,0.63713,17.2,2.518,-8.264,-0.091,134.751,112.9285,-0.8195,15.53,55.5124,397,9.193545,371.3,1026.106455,556.804,-0.53833,6.2426,-0.638804,20.86725,101.181,12.01755,1.32231,1.17259,0.761088,0.388212,1.240064271,0.260087747,348.855,410.983,61.3494,3.237345,2.21083,3.52069,60.8351,16.3031,16.3733,16.1556,15.1181,11.393,15.0644
1,13.75,0.625681,17.68125,2.549,-7.424802683,-0.0454,118.512,105.515,-0.1635,15.4275,54.03425,396.812,9.89,337.2,958.3935368,509.716,-0.534139,8.87006,1.706855,21.1219,101.154,12.0557,1.28501,1.13796,0.751575,0.378582,1.208334322,0.263651207,351.086,412.45,58.5518,6.063685,3.20952,6.00869,59.5989,16.49,16.5017,16.297,15.2487,11.5581,15.1689
1,14.25,0.59746,17.71525,2.43021,-7.5318,-0.03785,113.431,106.1295,0.942,16.09,52.93,396.234,10.18,309.2,903.926,487.402,-0.516,6.54225,1.443945,21.6585,101.144,12.0308,1.28711,1.13653,0.731389,0.347286,1.149146112,0.2649086565,351.317,413.422,57.3158,13.63855,4.65702,4.523,60.9182,16.6717,16.6494,16.5011,15.3035,11.6876,15.2625
1,14.75,0.5926015,18,2.38281,-6.8067572405,-0.0546,97.396,101.693,0.935,15.63,51.24,396.659,10.54243344,267.5,808.9990285,429.52,-0.4979495,1.44613,-0.665299,21.6842,101.108,11.818,1.23819,1.06963,0.7109995,0.3067765,1.060249442,0.253224137,354.248,412.404,52.8077,15.88775,5.01353,3.76681,49.9876,16.7,16.6172,16.5572,15.3946,11.7875,15.2771
1,15.25,0.5731055,17.98,2.364,-5.82678,-0.005,73.539,86.36525,0.0625,15.595,51.0266,396.316,10.52355,192.25,686.07,360.077,-0.447995,1.32263,-0.000565,21.7442,101.118,11.94845,1.16862,0.999032,0.6854265,0.267236,0.928562234,0.255289307,349.533,411.808,44.9041,15.6108,4.691535,4.84258,44.83035,16.6961,16.55585,16.64945,15.4697,11.75835,15.2378
1,15.75,0.54,17.99,2.24115,-4.653,0.005,46.14,77.07645,-0.472,16.067,51.305,396.953,10.584278905,161.8,532.174,284.646,-0.412584,8.83663,5.692135,21.9717,101.12,11.97335,1.12735,0.979864,0.67037,0.216031,0.852848856,0.2421982705,348.574,408.544,38.7324,11.727,4.7159,5.135015,36.8165,16.7608,16.5289,16.6911,15.5604,11.9144,15.2755
1,16.25,0.497791,17.81,2.091665,-3.692989634,0,25.114,63.74475,-1.111,16.1855,52.38,396.308,10.3674,99.9,396.5,206.367,-0.345044,-3.11823,1.81139,21.871,101.122,12.426,1.053235,0.8846385,0.6138165,0.1587415,0.694012003,0.213303373,345.483,405.252,31.3782,9.494495,3.386375,4.2465,28.7824,16.73665,16.55055,16.64195,15.59395,11.90015,15.292
1,16.75,0.443635,17.51,1.881875,-2.3089498455,-0.04,4.29751,41.281,-1.925,16.121,54.11,396.8295,9.67554688,39.71865,232.380225,123.4,-0.251913,-11.67885,-3.11297,21.6787,101.1145,12.1874,0.87865,0.727691,0.505776,0.1413295,0.5282295955,0.1837643255,344.845,401.401,21.92095,5.02515,2.63429,2.255375,18.80075,16.7368,16.5164,16.56305,15.6234,11.9474,15.32275
1,17.25,0.356,16.93835,1.652,-0.765,0.002,-10.5709,21.8505,-3,16.075,56.1828,396.956,8.857045,-7.93,97.387175315,47.5366,-0.172967,-16.9228,-4.08093,21.3706,101.106,11.6825,0.7790575,0.610528,0.4122255,0.1529875,0.5216534965,0.1509954595,341.9345,397.2345,7.060125,-0.2968915,1.52122,-0.0370365,9.47532,16.71055,16.4547,16.50085,15.6613,11.93995,15.34965
1,17.75,0.300618,16.07645,1.547035,0.0681,0.140951,-18.4508,10.6534,-3.925,15.93,59.14,397,7.77916879,-36.9301,17.06488875,3.60501,-0.0993025,-20.99165,-3.20716,21.0827,101.119,11.54555,0.6247075,0.5291525,0.343812,0.1892085,0.65444266,0.130983271,340.12,391.544,1.40391,-4.902965,-0.1235745,-1.785475,3.31276,16.70085,16.2754,16.43385,15.6851,11.92785,15.34355
1,18.25,0.2900045,15.42,1.61319,0.4725,0.228341,-23.3505,5.43,-4.9055,15.8385,62.565,397.416,6.81,-43.425,0,0,-0.101309,-15.3052,-2.360465,20.3961,101.159,11.377,0.588893,0.487476,0.3443,0.222039,0.660010854,0.090780288,334.414,385.938,0.262493,-8.61869,-0.464487,-2.87714,2.00822,16.7,16.1994,16.3003,15.5969,11.8417,15.3094
1,18.75,0.3069115,14.75065,1.712945,0.677948,0.253,-23.564,3.57807,-5.0245,15.784,65.495,398.457,6.050145,-42.49,0,0,-0.118701,-11.0502,-0.07885,20.08095,101.1725,11.18225,0.6193655,0.517714,0.373054,0.2158485,0.6988304045,0.089297547,332.8955,383.7265,0.2624935,-15.8743,-3.069895,-4.745425,1.987595,16.62615,16.1222,16.2928,15.61305,11.8612,15.25605
1,19.25,0.324008,14.18,1.77569,0.901,0.340355,-22.558,3.032785,-6.1345,15.539,67.901,399.4135,5.29,-42.49,0,0,-0.1335155,-9.720575,0.3797785,19.8107,101.1935,11.1922,0.669665,0.5814525,0.3884935,0.208278,0.732907961,0.090786267,332.2845,381.903,0.349991,-18.977,-4.929655,-6.7381,2.06424,16.5,16.0161,16.26445,15.50585,11.8027,15.18055
1,19.75,0.331,13.6974,1.77162,0.818423645,0.3,-24.601,2.342695,-6.947,15.302,71.4,400.554,4.65,-42.49,0,0,-0.137194,-8.470365,-0.0745,19.32525,101.2145,11.36075,0.6842605,0.5769115,0.3886815,0.2002685,0.690166455,0.074123151,331.2805,380.3745,0.405958,-21.9259,-6.51704,-8.471955,1.98913,16.49025,15.86945,16.19555,15.40995,11.7861,15.13505
1,20.25,0.326,13.2112,1.7877,0.9314735,0.276019,-23.9928,1.581815,-7.815,15.22,73.5,400.648,4.21304421,-42.15,0,0,-0.156839,-9.23245,-0.08055,18.99415,101.206,11.2095,0.6888505,0.569144,0.416119,0.1889995,0.735095275,0.0722709495,328.921,378.2025,0.44616,-24.29045,-7.67463,-9.667665,2.05593,16.3939,15.79705,16.0392,15.3392,11.7393,15.09985
1,20.75,0.328827,12.75,1.811,0.966971,0.206,-23.547,0.971,-8.5055,15.135,75.6,401.484,3.705,-42.49,0,0,-0.140704,-8.869795,-0.9227145,18.57905,101.223,10.91745,0.670586,0.5770295,0.40948,0.189968,0.709894505,0.075357891,324.249,376.0555,0.513951,-26.3329,-8.77374,-10.49795,2.04885,16.3,15.7194,15.9744,15.2834,11.6794,15.0723
1,21.25,0.327,12.17065,1.764,1.12503,0.208452764,-22.5809,0.4235955,-9.112,14.99,76.9,402,3.36,-42.49,0,0,-0.1514885,-7.30384,-0.791406,18.32825,101.241,10.59265,0.675699,0.581334,0.43094,0.183138,0.689985129,0.064363471,322.111,374.39,0.52814,-27.414,-9.303475,-11.19785,2.127965,16.2921,15.5857,15.93275,15.21055,11.6168,15.05095
1,21.75,0.317,11.66,1.69833,1.20176,0.176,-22.331,0.712,-9.77,14.885,78.4,403.527,3.14,-40.29825,0,0,-0.1395415,-6.67079,-0.7164925,18.24545,101.2345,11.2999,0.6477065,0.5377695,0.4133395,0.1786755,0.691237897,0.065362828,322.66,372.6745,0.536811,-28.1558,-9.921945,-11.92535,2.07902,16.23515,15.4483,15.89275,15.1556,11.551,15.0091
1,22.25,0.31057,11.4309,1.694,1.14675,0.155,-21.3674,0.300208,-10.005,14.77,80.05515,404.068,2.905775,-37.82,0,0,-0.137744,-5.64532,-1.19078,17.93925,101.2345,11.2469,0.673787,0.5503445,0.4097585,0.186902,0.72583846,0.060986174,322.384,370.714,0.5821365,-28.3858,-10.5274,-12.7237,1.97005,16.20235,15.32445,15.8047,15.12515,11.4517,14.9625
1,22.75,0.30179,11.06005,1.656,1.1035,0.149267519,-21.4724,0.690127,-10.392,14.75,81.4,404.756,2.66,-37.2,0,0,-0.1369155,-4.76381,-0.257802,17.58885,101.2395,11.0713,0.6416745,0.5418025,0.411929,0.1847875,0.730695315,0.053506388,324.3155,368.7775,0.592384,-28.07755,-11.07945,-13.3936,1.93557,16.2,15.24,15.7428,15.0958,11.4031,14.9154
1,23.25,0.295,10.8695,1.65,1.067555,0.08385,-20.1001,0.069,-10.62,14.66,83.08375,405.3535,2.47,-37.2,0,0,-0.1264585,-4.365335,-1.37527,17.52375,101.2425,10.63565,0.650199,0.532926,0.3818315,0.184148,0.6962142615,0.0584484305,326.385,368.492,0.645592,-28.53935,-10.1731,-12.55655,1.987905,16.1556,15.07,15.64,15.0233,11.3065,14.8147
1,23.75,0.309438,10.7,1.64336,1.32,0.103972,-20.1894,0.159661,-10.7,14.585,84.2,406,2.26,-37.2,0,0,-0.1336425,-4.144585,-1.391215,17.2729,101.227,10.4982,0.661152,0.547763,0.3923755,0.181853,0.707497193,0.051134813,327.549,368.0605,0.634556,-27.54355,-10.825,-12.32375,1.967895,16.0117,14.9447,15.5003,14.9494,11.2151,14.86315
2,0.25,0.291674,11.82,1.6421,1.44401,0.086,-21.7753,-0.1391835,-10.63,14.921,84.3285,406.412,2.52,-37.2,0,0,-0.1104495,-3.07346,-0.135094,18.5167,101.2195,11.2236,0.6222875,0.531353,0.3576985,0.1772595,0.8213067355,0.069451558,347.166,381.83,1.33296,-14.5267,-5.11133,-3.25825,1.837995,16.7986,15.2006,16.2958,15.4639,12.1665,13.8265
2,0.75,0.28881,11.63,1.609,1.297,0.0895,-21.31415,-0.386,-10.73,14.85,85.38825,406.576,2.3615,-37.2,0,0,-0.10608,-3.44629,-0.232722,18.41595,101.204,10.43005,0.603324,0.497938,0.3494535,0.190627,0.8125101845,0.073492929,343.593,381.144,1.31207,-18.9159,-7.46003,-9.0584,1.75088,16.7697,15.195,16.2633,15.4071,12.1335,13.8078
2,1.25,0.295,11.4,1.65376,1.4785,0.05,-19.20995,0.379762,-10.74,14.86,85.8653,407.3,2.33,-37.2,0,0,-0.1203105,-2.14403,-0.133853,18.15075,101.209,10.0476,0.637226,0.544261,0.394894,0.187098,0.8014511175,0.076424198,346.677,380.674,1.32508,-18.1403,-8.17202,-9.78012,1.721025,16.7164,15.1994,16.2,15.3484,12.0653,13.7726
2,1.75,0.303,11.27255,1.63098,1.52033,0.085,-20.5195,0.04405,-10.74,14.74,86.3,408.1285,2.24734,-37.13,0,0,-0.1219525,-2.041015,-0.7201855,17.8636,101.1985,9.72817,0.6444875,0.5389065,0.393314,0.1959435,0.843123485,0.073459378,343.072,379.44,1.3038,-17.1226,-8.44154,-10.7594,1.73672,16.7006,15.1994,16.1972,15.3294,11.9689,13.7227
2,2.25,0.2989255,11.041,1.62915,1.6193,0.136,-22.5927,0.109,-11.03,14.68,86.7,408,2.116554135,-36.91515,0,0,-0.119743,-2.421455,-0.0838,17.64955,101.164,9.43329,0.6284335,0.549795,0.377633,0.189404,0.8214331585,0.083547695,344.669,379.041,1.25729,-17.667,-9.06449,-11.0155,1.646535,16.6967,15.1444,16.1061,15.3151,11.937,13.6582
2,2.75,0.308212,10.84715,1.632845,1.788065,0.0623,-21.4331,0.4302225,-11.16,14.69,87.05,407.1335,2.042755,-36.3,0,0,-0.129522,-2.89231,-0.0707,17.5896,101.151,9.228375,0.646166,0.554173,0.379472,0.180126,0.848907904,0.075062399,343.1,377.935,1.18083,-18.2804,-9.18633,-11.0862,1.66284,16.52555,15.0189,15.99585,15.2914,11.95675,13.6016
2,3.25,0.3055575,10.83,1.635515,1.8045,0.086158253,-22.637,-0.143938,-11.23,14.69,87.8791,407.606,1.99,-35.2073,0,0,-0.135987,-2.117,-0.0934,17.4693,101.135,9.02294,0.686147,0.549932,0.393974,0.190229,0.84290613,0.082090479,346.066,377.347,1.16033,-18.6205,-9.333725,-11.15575,1.578195,16.5,14.9906,15.98135,15.27335,11.9196,13.5229
2,3.75,0.3140845,10.705735885,1.625,1.65242,0.072,-21.27525,0.613976,-11.22,14.72,88.25,408,1.965,-34.724,0,0,-0.1259575,-2.32428,-0.0372,17.0859,101.1325,9.19584,0.67108,0.537882,0.3734545,0.1893005,0.88578656,0.0783847585,347.228,377.526,1.13432,-19.1295,-9.36553,-11.3812,1.480305,16.4978,14.9681,15.9506,15.2503,11.899,13.4782
2,4.25,0.3114,10.5213,1.65044,1.671055,0.0525,-22.637,0.857,-11.17,14.73,88.9,408.095,1.94,-34.724,0,0,-0.117845,-2.166185,-0.0634,16.90085,101.1375,9.05262,0.6379655,0.511587,0.35704,0.18552,0.8393544115,0.0777866715,345.086,376.97,0.94671,-19.6391,-9.42585,-11.9025,1.61821,16.3928,14.9844,15.8272,15.2146,11.8682,13.4078
2,4.75,0.321,10.4457,1.697,1.655415,0.058,-22.637,0.7545,-11.21,14.73,88.75,408.9565,1.90357902,-33.145,0,0,-0.1078795,-1.79668,-0.0627,16.9612,101.147,8.96888,0.6177335,0.5360855,0.365141,0.1800025,0.9194776865,0.078673428,345.746,375.377,0.912815,-19.398,-9.59071,-12.1916,1.534175,16.3239,14.9358,15.7961,15.1609,11.8194,13.3642
2,5.25,0.31023,10.36,1.66007,1.85274,0.0815,-22.637,0.857,-11.033,14.72,89,409.3005,1.89,-32.76,0,0,-0.1146595,-1.251985,-0.0109,16.86975,101.148,9.05654,0.6345845,0.5285175,0.3619485,0.179823,0.890085765,0.078402285,348.255,376.733,0.8844375,-19.2418,-9.76679,-12.3219,1.57973,16.3,14.8994,15.7542,15.0896,11.7048,13.3288
2,5.75,0.312144,10.4053,1.712,1.87793,0.076,-22.5354,0.58076,-10.74,14.69,89.3,410,1.73687,-32.31005,0,0,-0.121898,-1.2795,-0.0701,16.56205,101.158,9.18458,0.651639,0.5370595,0.3747075,0.189099,0.989449973,0.0716923365,350.552,375.108,0.81507,-20.0674,-9.48752,-12.2701,1.591125,16.2931,14.8644,15.7025,15.041,11.6659,13.2781
2,6.25,0.317603,10.2493,1.68987,1.687,0.09,-21.971,0.857,-10.94,14.63,90,410.749,1.68611732,-29.5,0,0,-0.1239535,-1.144185,-0.0104,16.5254,101.172,9.28085,0.619885,0.530432,0.355369,0.1866795,0.980280415,0.0814619065,350.544,375.431,0.772503,-18.6783,-8.85858,-11.805,1.66192,16.2103,14.8989,15.7,14.9927,11.6693,13.1839
2,6.75,0.307999,10.11547718,1.67184,1.767305,0.1,-21.963,1.045,-11.21,14.57,89.75,411,1.739471585,-27.648,0.497698,0,-0.1102405,-0.7051895,-0.00142,16.42165,101.192,9.06161,0.6129775,0.5028455,0.3567595,0.1804695,0.873127866,0.061334681,353.825,374.299,0.714171,-20.4137,-8.97434,-11.5526,1.6296,16.2,14.8972,15.6983,14.9449,11.6374,13.1648
2,7.25,0.308644,10.2264,1.628245,1.52522,0.131,-18.764,1.073,-11.21,14.5,89.34435,411.968,1.735,-19.3,15.6,5.2,-0.112566,1.90438,0.113235,16.4362,101.221,8.97717,0.621235,0.507805,0.352826,0.214319,0.9594236805,0.0623133485,356.726,375.8825,2.18429,-20.7075,-9.320055,-11.799,2.81902,16.2,14.8979,15.69525,14.9184,11.59675,13.173
2,7.75,0.3386605,10.575,1.6332,1.31354,0.0465,-10.9994,3.009,-11.07,14.43,88.95,412,1.89581484,11.385,100.6605843,51.4267,-0.134989,11.8867,3.6896,16.3688,101.24,8.8315,0.689399,0.543894,0.3931705,0.206568,0.8492245435,0.098629,358.945,377.661,8.70249,-18.6825,-9.74364,-12.25815,8.74025,16.1905,14.72515,15.5756,14.8768,11.5501,13.0979
2,8.25,0.378662,11.3065,1.69168,0.622,-0.006,3.084,7.24278,-10.81,14.13,87.1,412,2.234225,61.06,227.20478205,126.465,-0.177112,22.0642,7.29001,16.4904,101.273,9.8649,0.748299,0.6022085,0.4461915,0.239782,1.267523825,0.170473157,358.922,381.72,18.8759,-17.2288,-9.06321,-10.4399,17.9034,16.1828,14.6814,15.6883,14.8271,11.4776,13.0655
