DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_3_1,CH4_1_4_1
1,5.25,5.64223182694588,3.12152132501649,0.377899679304787,0.399158160130941,0.0778855977551038,0.280686566408476,3.57704175828965,0.253833749429725,0.381925805746522,-4.30421850397489,1.2215787310101,0.783130359930332,4.63,4.125,1.86,3.240525,2.80975,2.9508,2.664075,2.0966,96.4022825,84.025,2.7289,3.0825,3.4625,3.1825,1.2,-1.5975,2.7,0.38,288.3,329.85,295.375,329.35,0.1975,0.07,0.13,0.12,0.42,-0.04,-0.03,-0.09,4.0055,4.8295,6.27425,7.3485,7.85225,4.1545,4.67175,6.41975,7.049,7.48825,4.023,4.91125,6.3,7.22125,7.70925,3.557,4.3285,6.23625,6.95975,7.69575,3.88425,4.72575,6.65425,7.2155,7.4005,-13.9855,-16.8485,-15.3455,-31.27,6.27377322008696,6.20580285601956,7.15943885351011,6.25230795419395,6.31003285625546,422.920427972362,430.460219289129,422.64090605905,430.810947783542,422.831915551402,430.913841745871,423.187127291331,431.225623899111,422.651792898551,2478.65735649413,2462.37940454418,2403.94619488683
1,5.75,5.52032390793537,3.21410915164506,0.319555798273995,0.346241724585872,0.0787259853807153,0.27618191240916,2.89041060950879,0.510184025136144,0.362041099881747,-4.34764495506143,0.872019675441877,0.818658673133237,4.6625,3.8725,1.72,2.969,2.79525,2.6915,2.65145,2.3596,96.4162375,84.14,2.6832,3.1275,3.3175,3.26,1.175,-1.4375,2.775,0.34,289.1,331.125,292.375,330.225,0.1975,0.0675,0.13,0.12,0.43,-0.0425,-0.03,-0.09,4.1005,4.765,6.20825,7.34425,7.85025,4.1175,4.6405,6.368,7.039,7.48825,3.95225,4.8355,6.2395,7.19425,7.70075,3.566,4.35725,6.20425,6.9305,7.66075,3.8615,4.6775,6.625,7.17625,7.40075,-14.683,-17.1615,-16.2545,-29.61,6.14930810016882,5.98716355769127,6.8963312009275,6.04842728237101,6.1628603579677,422.631276333265,430.795687344522,421.875114790866,431.334016184522,423.025661358119,430.926876515718,422.741803197852,431.206913406952,424.040212016566,2428.30808415088,2417.26134485982,2423.67742982709
1,6.25,5.33589531126832,3.11489387855138,0.311914779760729,0.364402030391394,0.0950330947407239,0.26685601320387,3.29392937501594,0.239697539319123,0.323704669569899,-3.33778635344458,0.945980810892878,0.802573672972191,4.7875,3.9075,1.82,2.644,2.741,2.5474,2.28025,1.853,96.435115,84.83,2.6617,2.9375,3.415,3.1825,1.175,-1.7475,2.7,0.36,286.475,330.925,289.65,330.175,0.21,0.07,0.13,0.12,0.43,-0.05,-0.03,-0.09,3.97275,4.717,6.169,7.33925,7.8475,4.1945,4.657,6.3245,7.027,7.4855,3.94275,4.76675,6.218,7.16575,7.6835,3.585,4.3545,6.166,6.90125,7.643,3.927,4.63225,6.6025,7.1555,7.39925,-13.24975,-16.44525,-15.91125,-33.23,5.98096346422012,5.99062095331118,7.01933461279871,6.02947081752539,6.08401162385106,423.146947764643,430.214176036893,423.93731805446,431.91394227929,424.361460039509,431.046099151066,424.562307005777,430.707338518156,424.542508741091,2417.94188762147,2457.56995883503,2435.77576502319
1,6.75,5.46247507957161,2.84482307780485,0.309722786607891,0.379486738724031,0.108161031944959,0.329289657031102,4.67562358993925,0.292678283141227,0.345181752929345,-5.19491549526348,0.891591386028372,0.745835723240392,4.9125,4.0625,1.9275,2.645725,2.74875,2.5819,2.48225,2.1433,96.4483375,85,2.5755,2.95,3.2975,3.1025,1.1,-1.38,2.7,0.4075,294.525,331.55,299.875,329.65,0.19,0.0575,0.13,0.12,0.425,-0.04,-0.03,-0.09,3.99975,4.71375,6.15725,7.3325,7.846,3.9955,4.5725,6.27825,7.001,7.484,3.95275,4.7375,6.15475,7.13775,7.66375,3.5905,4.3745,6.0945,6.8795,7.61425,3.94025,4.62075,6.541,7.144,7.39575,-13.65,-15.909,-15.944,-28.9175,6.02087097342079,5.98138910359149,6.62177214165385,5.95218545848819,5.97851030017669,423.041299041279,429.909923442106,423.343121558091,429.734993316785,423.871531197402,430.214396335554,423.324844709996,430.62713159873,423.529385924522,2486.68429522081,2448.96002466121,2421.22929274263
1,7.25,5.54171079095961,2.73320833584827,0.334514470690033,0.376956920206027,0.0367234084081037,0.410888110046291,3.45266388147719,0.128169633446908,0.356446671434725,-4.06789807408849,1.18644842356632,0.801837530392524,5.0175,4.01,1.89,2.5226,2.64775,2.43045,2.2403,1.926425,96.47488,85.3125,2.5694,2.6425,3.185,3.0825,1.275,-1.37,2.8,0.4275,295.75,330.7,300.55,329.2,0.4775,0.3575,0.345,0.34,0.52,0.06,0.135,0.04,3.9515,4.68625,6.10825,7.3095,7.8475,3.94125,4.54375,6.24125,6.96075,7.48825,3.8465,4.7505,6.137,7.122,7.643,3.5925,4.4075,6.02525,6.8605,7.587,3.92375,4.67075,6.4675,7.10625,7.39225,-14.3875,-17.1915,-16.335,-32.185,6.19456994299196,5.81544024286881,6.62865430597746,5.78504120297158,5.76942071936182,423.414753759355,430.35622790933,423.639288473727,431.815688335994,424.061422345486,430.623344527439,423.224934980764,430.947421581969,422.985718864316,2548.13909572706,2474.87175473937,2470.51765093037
1,7.75,5.93579941198305,2.72572265749147,0.289449010546845,0.371133431357467,0.104128957243583,0.414910272779365,3.24628960827372,0.389031004837326,0.373845609181766,-3.14957169728009,1.66820750282597,0.862922878967975,5.1175,4.195,1.9525,2.3741,2.49575,2.2535,2.23155,1.958425,96.4829675,85.205,2.41315,2.8175,3.4775,3.165,7.775,10.6475,9.475,2.585,295.425,330.85,301.6,329.325,21.19,17.59,17.5225,16.9,3.495,8.35,10.76,8.5675,3.84525,4.63075,6.03275,7.2665,7.84875,3.888,4.562,6.173,6.925,7.4835,3.87825,4.7145,6.13125,7.0895,7.63725,3.4275,4.401,5.94925,6.843,7.56425,3.7675,4.605,6.4015,7.08,7.39175,-13.936,-16.4465,-16.0745,-21.8325,6.29504023014625,5.81557876902439,6.70286847114592,5.82380705781275,5.87553341786994,423.527725206366,430.233584290984,421.923047142287,430.164437530925,422.657726106928,430.566908176959,422.2536982683,430.639309702984,422.892827525646,2551.47082269666,2547.06134680004,2614.9102274175
1,8.25,6.14339889564837,2.59881111692388,0.296476756373343,0.392786550410328,0.130135230995427,0.458472414076247,4.99330193584498,1.94999563165367,0.399968481799292,-0.0735760609981685,5.87375003699998,0.799895949156841,5.015,4.13,1.995,2.57675,2.636,2.21385,2.23905,2.26905,96.5089925,84.995,2.393225,3.525,4.09,3.75,29.9,76.75,50.4,14.4825,304.475,332.45,306.4,331.575,137.8425,109.2025,109.57,109.68,21.265,40.195,50.285,40.4775,3.95975,4.6185,5.96775,7.24775,7.8505,3.924,4.528,6.098,6.903,7.4705,3.88725,4.73075,6.08225,7.0465,7.63,3.36725,4.259,5.93175,6.83425,7.54625,3.92775,4.52675,6.3395,7.05175,7.4025,-13.2265,-15.9955,-15.00075,3.875,6.24080390401417,5.89855185352663,6.79139991021449,6.02395208094204,6.0683562410028,423.535230784645,430.219332292545,423.130132813711,430.402608829546,422.197674685412,431.07816784363,423.815380446103,431.22927216777,424.041122168094,2566.56797646486,2573.80255355391,2562.65755615418
1,8.75,6.18585246450387,2.68724790447305,0.427024280224528,0.4982511932139,-0.00608516221280303,0.294403031805265,11.9067241758971,3.96192031676453,0.418961254830798,18.8973813793736,9.43451915080467,0.920706717520255,5.3175,4.345,2.07,2.789,2.8225,2.7542,2.835825,2.950975,96.55162,84.5275,2.62745,4.17,5.3075,4.7775,56.45,169.6775,128.075,31.9,304.2,338.2,305.575,336.4,337.49,277.34,276.625,286.2975,45.5575,92.3275,114.0625,95.9825,4.099,4.6655,5.93025,7.22725,7.8525,3.951,4.536,6.064,6.897,7.4585,3.99175,4.7595,6.016,7.02075,7.6085,3.57175,4.213,5.87725,6.8185,7.53325,3.97725,4.55975,6.29,7.024,7.39575,-13.1885,-14.994,-13.6715,51.4475,6.36391460044887,6.11311846159102,6.78838293124823,6.28725438971941,6.23138711487531,424.112232480787,431.08497707791,421.93800819785,431.347399280061,421.977580069297,431.060953930723,421.92612201114,431.189399035632,422.159740923275,2549.16905982221,2585.02211458592,2571.53721263238
1,9.25,6.46574586851268,3.36163853254575,0.433867999676974,0.366261920896474,-0.0182046098085811,0.501902878662361,21.1017869870535,1.38963942403343,0.415117474057186,42.349754013712,8.40616643471943,0.985085304542793,5.6525,4.81,2.3,4.115725,3.91175,4.0873,4.1785,4.616475,96.6032,83.8225,3.25345,6.0525,7.745,6.26,89.1,267.2775,225.3,48.0275,303.2,346.55,307.9,346.35,553.1675,487.21,491.435,493.8125,68.765,178.9175,199.77,195.3775,4.1215,4.729,5.91375,7.204,7.84975,4.219,4.576,6.056,6.891,7.4495,4.0345,4.816,5.9885,7.0085,7.58675,3.852,4.35,5.85125,6.796,7.533,4.08725,4.6275,6.257,6.98875,7.382,-10.411,-14.13,-11.377,119.34,6.43251312995677,6.33717739843715,7.31554362592802,6.43121959071725,6.49714219752106,423.73962314254,430.391281095978,422.35191665651,429.129122160376,422.46773917699,430.402263284915,422.388463451096,430.547635434594,422.218285462599,2561.38211586628,2549.4228606239,2564.5429872937
1,9.75,6.89426801855685,5.49647306817553,0.566308567878695,0.362074584409245,0.0129026010318951,0.377888630573496,27.8209311076207,1.20702092186237,0.473689313353621,70.6433814303291,10.0009706497577,1.07714497631447,6.1575,5.25,2.41,5.227375,5.19975,5.387975,5.62145,6.3724,96.60502,81.975,4.03245,7.96,9.33,8.2,111.275,358.2125,314.775,62.29,297.425,356.525,303.5,358.3,740.29,669.835,670.08,681.43,87.64,289.595,296.97,309.97,4.40125,4.8945,5.92375,7.204,7.8365,4.406,4.668,6.084,6.887,7.4365,4.34925,4.896,5.959,6.983,7.5595,4.41,4.58225,5.8,6.77625,7.528,4.279,4.779,6.307,6.963,7.368,-6.037,-7.784,-6.974,192.205,6.32032422080097,6.24810095527642,7.10018850295925,6.11931593898541,6.34461209971148,422.578514062323,430.547910086954,421.486540060663,427.991490241439,421.685842831908,430.499435309031,421.739885030328,430.336095927881,421.733776659606,2509.89107475346,2489.72269397456,2530.36543409593
1,10.25,7.360776246445,6.53770978552123,0.574884091571503,0.425198695081057,0.0214599918281257,0.31811254898762,30.1324952614569,0.994096110913048,0.497251870653121,92.4239192204231,8.37661233878758,1.14679548912599,6.365,5.515,2.58,6.5519,6.5435,6.70225,7.0261,8.35665,96.65489,77.83,4.912425,9.66,11.6,9.6,152.1,441.9825,395.4,73.885,296.8,368.5,298.175,370.1,894.5625,831.8975,828.01,844.05,103.445,391.795,422.6,419.14,4.837,5.086,5.928,7.19075,7.83175,5.15,4.912,6.118,6.857,7.4345,4.894,5.128,5.973,6.994,7.558,5.115,4.981,5.888,6.762,7.549,4.85,5.02,6.295,6.953,7.3555,-4.27,-4.9015,-3.65575,252.2575,6.57238666175113,6.09153012744607,7.41164228022082,6.24773481133362,6.34629063264545,422.588230020858,429.376263775866,421.443356136119,427.273239335866,421.076758074971,428.791604605676,420.959613074153,429.546137634822,421.338416582085,2458.36110577529,2423.73132120352,2466.42304460108
1,10.75,7.75639308541364,7.43006811326104,0.617383621954131,0.41255696261118,-0.0313022915243123,0.378021508437276,36.1921340874141,0.913147069880649,0.549594453866691,134.151337525874,6.98458134868677,1.21887231805444,6.6725,5.645,2.59,7.41645,7.1985,7.61045,8.1183,9.548,96.65185,75.4575,5.488575,12.0525,13.7825,11.0325,169.725,513.6125,444.725,84.1975,295.275,378.625,298.075,381.95,1018.6825,963.29,960.055,967.8675,115.495,499.8575,530.95,546.52,5.455,5.3975,6.03075,7.173,7.827,5.8505,5.3415,6.1485,6.832,7.42875,5.499,5.389,5.978,6.98,7.548,5.96,5.516,5.951,6.742,7.552,5.35,5.275,6.293,6.934,7.34625,-0.125,0.264,0.4385,306.3975,6.71083754070058,6.36920659799954,7.69470787046524,6.36747829727886,6.38160573256931,421.965079819581,429.756493189315,420.547572083932,426.894005600694,420.207539949037,429.945013796299,420.047592310573,430.357940831278,420.137807679505,2308.26282062872,2293.89556577013,2386.37839180737
1,11.25,7.58322922784861,8.66052488012826,0.648031716449877,0.381075846361632,0.0022751114714484,0.29894385831648,40.4130712781303,0.786396805925154,0.540098054482504,166.901513848782,7.13693824164395,1.29079399924781,6.635,5.605,2.62,8.721975,8.48075,8.68755,9.7272,11.0952,96.65421,70.87,6.075,13.98,15.63,12.545,190.375,573.0175,508.15,93.245,288.675,388.475,291,391,1122.0175,1072.7,1071.83,1079.58,126.015,572.97,631.5,621.95,6.28875,5.6385,6.08825,7.155,7.825,6.76,5.745,6.209,6.839,7.4245,6.289,5.826,6.018,6.971,7.534,7.047,6.029,6.02425,6.708,7.552,5.864,5.604,6.369,6.935,7.341,5.483,7.9615,7.741,351.56,6.73244754556648,6.05356500461443,7.75287112950245,6.27855161547885,6.22875756771647,421.430819678869,428.294315215635,419.860493542921,426.699415983866,419.741258482058,428.084907065825,420.026149895573,428.164088662783,419.918847129184,2415.56132537723,2369.53777439056,2444.26568157994
1,11.75,8.2413731612253,9.68156365902766,0.670091482565449,0.374102663669184,-0.0141518670917206,0.337042097543222,38.2515698657072,0.754902262882005,0.53176240523237,178.877217643651,6.51045352932959,1.3184304414293,6.635,5.55,2.52,9.79505,9.5545,10.107,10.62375,11.943725,96.58985,68.6975,6.6159,15.86,17.65,13.37,185.1,618.43,555.2,100.67,290.7,397.2,293.55,398.8,1191.6675,1157.48,1159.63,1164.72,134.9225,646.03,707.96,711.84,7.082,6.098,6.163,7.174,7.836,7.751,6.097,6.238,6.81,7.3995,7.318,6.064,6.084,6.983,7.52,8.11275,6.6775,6.152,6.6955,7.5385,6.715,6.042,6.463,6.939,7.33,10.4745,17.8535,14.2295,379.87,6.64438795180897,6.38275233317752,7.46173090666601,6.49370433654052,6.7027131464633,420.960146386496,427.391051972182,420.067439005764,426.024077577282,419.733023827191,426.886026312946,419.406110253429,426.502732908445,419.367556016953,2330.51188934651,2328.32384932746,2358.75159596742
