DOY2,HR2,CO2,FC,H2O,SC,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,H,LE,PA,RH,TA,VPD,T_SONIC_1_1_1,T_SONIC_1_2_1,T_SONIC_1_3_1,T_SONIC_1_4_1,T_SONIC_1_5_1,T_SONIC_1_6_1,T_SONIC_SIGMA_1_1_1,APAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1
1,0.5,695.91646,0.328313636363636,4.40211661685369,0.0776131285940297,-3.80492975,-3.697636,-5.59808,-9.4432365,-7.30846055,-0.726276453096887,93.288913,75.567047,4.131151,1.10946461367614,1.5234797,0.67372537,0.31662913,0.75840646,0.55096706,0.0724516095,0.286187,0,0,1.6696045,270.423575,315.6768,-49.157849,-0.04477836,0.26152342,0.795695398703345,0.442646993609025,0.311512539249916,0.285798472596961,0.282785681920367,0.23082732905756
1,1.5,698.1927,0.402591818181818,4.25651015293694,0.0805057604448983,-3.82020675,-3.8213385,-5.774888,-9.7402175,-6.737078,-0.351566967068954,93.286838,77.231276,3.846496,1.07712846954271,0.91308653,0.66863959,-0.0439976935,0.55226568,0.52328033,0.103726277,0.2727163,0,0,1.64411,271.46935,314.1443,-42.348019,-0.037511377,0.24089181,0.710438326645631,0.375965137087403,0.275597727684233,0.253917713832672,0.2620620569451,0.203693061712652
1,2.5,697.81163,0.28476,4.26613222121184,0.0673525843435665,-3.8556675,-3.9727925,-5.9704765,-10.0039755,-7.04826775,-0.217999634309313,93.2958775,78.6306145,4.257155,1.12605827035578,0.60555146,0.330342665,-0.14097079,0.316281965,0.347670015,-0.18464433,0.26250285,0,0,1.6363465,267.7335,313.2586,-45.802228,-0.0401932025,0.272088285,0.716647170905119,0.404334929674581,0.287015725541238,0.256750134135642,0.247539972467559,0.188910927445408
1,3.5,699.51644,0.399989954545455,4.17272857247512,0.0704878012419902,-3.7397435,-3.9940145,-6.07961275,-9.68611475,-7.687583,-0.252930644879384,93.2718225,79.9147805,3.931664,1.06398003878425,0.62805021,-0.0467527085,-0.61097418,-0.050664551,-0.095589977,-0.417097785,0.27446475,0,0,1.538815,274.75175,311.9034,-46.53201,-0.035702325,0.29108212,0.712123403315599,0.389043579145925,0.275325657454632,0.241671885630798,0.252267782212855,0.188588195753122
1,4.5,700.167505,0.35162475,4.35774789002204,0.0468918116647765,-3.813441,-4.1174715,-6.2797905,-10.28393,-5.970367,-0.558119289572239,93.257896,81.2462795,2.9238095,1.02766286940449,0.54878619,-0.1754784,-0.568691165,-0.337499605,-0.21839249,-0.3009852,0.25348955,0,0,1.581516,272.6653,312.35925,-44.01113,-0.028740215,0.24002606,0.660249460929718,0.406143945660201,0.279129899736982,0.237382559858722,0.233309800531114,0.191827268736034
1,5.5,701.52244,0.492705704545455,4.23611551636778,0.0747120489713056,-3.9068275,-4.081192,-6.2599485,-10.30423,-5.29013525,-0.379720835255583,93.2856245,82.622136,1.5729595,0.927180033232324,-0.00231167085,-0.37426305,-0.90312583,-0.330988165,-0.318483925,-0.4133382,0.253921025,0,0,1.485297,271.7451,311.277125,-42.101168,-0.029171705,0.255774775,0.66164186306957,0.372704795851214,0.271133823826608,0.22432766846467,0.233872292363421,0.184758189305722
1,6.5,703.17481,0.449016886363636,4.10989815963672,0.0508854766850862,-4.006256,-4.169696,-6.3403775,-10.54417,-4.19493715,-0.819150405346585,93.284916,83.80857,1.3770705,0.875273161218542,-0.144071996,-0.63571878,-1.04811985,-0.479990535,-0.467901945,-0.749659905,0.259772625,0,0,1.6682665,269.511925,309.809625,-44.890314,-0.029596265,0.23803199,0.616999960095062,0.351554006932814,0.244085224373094,0.215644283776242,0.215737979128952,0.173103475109598
1,7.5,703.05066,0.467121,4.03006464794859,-0.00889507505403896,-4.061738,-4.2227605,-6.438769,-11.06394,-4.7595173,-0.381861685368468,93.332248,84.4662375,1.3062093,0.855916174920889,-0.28299973,-0.81362205,-1.2706673,-0.64705887,-0.71872262,-0.94898254,0.26196895,7.4335504,0,1.9777945,270.307325,309.262535,-44.549787,-0.03654084,0.241491555,0.577026548688825,0.328073935288917,0.244821847348476,0.199060829590804,0.215955859040042,0.171400606890224
1,8.5,703.519785,0.5384755,4.24006484231698,-0.430808796485516,-4.1666845,-4.2348015,-6.44515,-11.0216025,-4.37721925,-0.0835060437599825,93.3269005,82.890651,1.3708526,0.978350846445054,0.01058422045,-0.513080975,-0.882527575,-0.42784163,-0.43349173,-0.606023035,0.269554275,73.793487,25.14703,4.72426,272.045,311.0444,-6.6796005,-0.031296745,0.25439888,0.5159082,0.330463136097624,0.238521721979864,0.202509535455069,0.210937932484913,0.169314848776447
1,9.5,699.892685,0.551468556818182,4.51408515230028,-0.399468375267725,-4.1763525,-4.2536565,-6.4396685,-10.677195,0.477979355,10.3966423061024,93.369448,76.250316,3.4678195,1.40008435820683,1.1198378,0.50394832,0.059391153,0.46862406,0.463625575,0.331884375,0.29572475,308.71145,149.75615,16.744748,268.81155,316.2243,82.8404975,-0.07020385,0.29410182,0.768651103885678,0.417725016366272,0.315292361168112,0.294456738133469,0.326744484667727,0.276604902345664
1,10.5,692.837185,0.445784659090909,4.71580976578802,-0.256286303769973,-4.1858635,-4.27341075,-6.488586,-10.2081025,30.140835,24.5606403334904,93.402555,66.152488,5.1811895,2.07789250292453,2.87304145,2.3912921,2.07764235,2.413674,2.2482551,1.75454715,0.3065223,748.146145,405.23895,42.76768,270.64205,328.01505,297.83941,-0.12394963,0.36286256,1.08039410007947,0.647621256427212,0.419838682055905,0.379267698788864,0.451008400545709,0.404639184087733
1,11.5,684.020015,-0.0326379159090909,4.37519664280229,-0.231752692789649,-4.067389,-4.2038075,-6.28148025,-8.87035975,58.7334375,34.6102514189072,93.374518,58.850535,8.0349855,3.02024651948045,4.72066405,4.097632,3.74457905,4.4361108,4.36391305,4.1712447,0.34008615,964.23154,518.81385,56.407285,273.7125,338.93615,391.54327,-0.2075021,0.416123135,1.41097491710559,0.857962178601914,0.551630237804444,0.475379498531982,0.455110088825385,0.377581015636077
1,12.5,678.05266,-0.0123778184090909,3.96505387649007,-0.221340961802628,-3.66226125,-4.25561775,-5.7678105,-6.84361925,83.409055,32.6189541226871,93.3052315,52.3133015,9.180397,4.27877961150928,5.97500475,5.28920685,5.0933948,5.97045915,5.95816765,5.5886636,0.357425525,1094.08035,568.57355,59.45897,277.7541,346.12755,426.02098,-0.23408965,0.47969236,1.58956839640901,0.962780443155026,0.632744494927138,0.499669279877709,0.445675500259019,0.378806039148566
1,13.5,672.78679,-0.0306637295454545,3.9946118596993,-0.115883940223576,-3.13408725,-4.081794,-4.99976925,-4.3485915,93.27993,29.9202125938526,93.216667,48.080281,9.928035,4.55886633358434,7.0589771,6.7965154,6.3523586,6.99682345,7.1227019,6.8649319,0.332257825,950.40664,560.6059,57.705475,283.57165,351.665,410.46911,-0.27878635,0.51355291,1.63224417715477,1.01209700491691,0.670454655728122,0.538649902573074,0.431589275584568,0.357418440669823
1,14.5,669.716155,-0.202352163636364,3.82463801260606,-0.0295710873184716,-2.6752075,-4.008553,-3.789695,-1.0335458,79.10469,25.9457139308004,93.185835,45.4093345,9.4477955,3.89356506338955,7.5827152,7.353226,7.1101965,7.6981541,7.8187167,7.4593933,0.2957645,865.74057,462.5043,51.05083,281.3384,354.18405,328.08687,-0.29201095,0.54065616,1.63819480189634,0.984438335367825,0.674080515379144,0.530191777558466,0.435872524361685,0.357276028728978
1,15.5,668.06123,-0.134182275,3.78282416296843,0.105657173816207,-2.2622695,-3.7848825,-3.04563,-0.2545807,55.3211525,23.9802142673625,93.161101,44.314866,9.0444375,3.61660079130719,8.0341221,7.6370906,7.4608324,8.08053405,8.1233794,7.5838809,0.238569,591.952795,314.28495,36.905245,282.0993,353.27405,195.62438,-0.2670005,0.52740727,1.50438391904472,0.96736726846313,0.642705785247834,0.522702875175385,0.421065154764353,0.347748877827245
1,16.5,669.02633,0.0673555613636364,3.77625929798174,0.309672275411617,-1.6061615,-3.593933,-2.48956775,-0.982755125,12.227792,16.7519697788885,93.205762,45.743902,8.414047,4.00652282619174,7.7803298,7.3543996,7.1061689,7.604142,7.44853585,6.478523,0.21996465,266.515095,148.210945,21.4409925,276.667175,348.22765,43.4362625,-0.195288,0.46595849,1.27206291411796,0.813673190803284,0.534038356190724,0.441044782283871,0.428678545205225,0.368449235601392
1,17.5,675.52881,0.309499852272727,4.0629171192491,0.525394362452701,-1.7296115,-3.37531625,-2.451937,-2.407114,-13.049024,8.02099906121736,93.262331,53.649265,8.006187,2.62695977249155,6.068138,5.5500988,5.26765055,5.6579193,5.4263499,4.74900465,0.32522176,32.388854,8.68816225,2.5623035,271.0865,336.500825,-58.037578,-0.104691,0.364358,1.15042318268526,0.684381696534277,0.480852607079298,0.413899350100856,0.410640236063112,0.345867453892906
1,18.5,682.99954,0.815191727272727,4.25656166352761,0.348204233027372,-2.2589895,-3.290937,-2.89836175,-4.365045,-17.882199,5.46938609321378,93.273814,59.9997895,6.9820705,2.17855574513308,4.5566669,3.8940968,3.4315516,4.00803535,3.6331687,2.9418808,0.333889425,0,0,1.64545265,265.040825,327.715,-68.7594625,-0.08397232,0.312843105,1.16360861400184,0.676092203610029,0.478546323117507,0.4078895392471,0.414064660851922,0.322536845395928
1,19.5,689.0814,0.613988272727273,4.13339316022572,0.239235723869342,-2.7640875,-3.350045,-3.58191525,-6.18821775,-12.4512305,1.93840043169237,93.3178135,63.5227675,5.73839,2.51663345177623,3.88692015,2.7889637,2.6765451,3.0329063,2.5510318,1.95408065,0.33752655,0,0,1.775914,268.435675,324.590325,-62.493364,-0.06082924,0.27307446,1.13762391778306,0.643036811905649,0.431536497616048,0.385959803089726,0.374130514509001,0.315195435552667
1,20.5,691.819755,0.685506897727273,4.33712363116565,0.129289830981622,-3.268575,-3.341786,-4.2226865,-7.116017,-12.858528,2.1125743324818,93.332481,65.535538,4.82211,1.85880562908928,3.09497165,2.2193357,1.94998215,2.270202,2.00297645,1.3945852,0.3058915,0,0,1.7982445,262.95885,321.7746,-61.025532,-0.04367684,0.23333242,1.08565252218776,0.649490483065289,0.439315518764087,0.390305006419642,0.37644007823232,0.308985555585745
1,21.5,695.09505,0.363642318181818,4.34612924187678,0.0985528602480273,-3.54201975,-3.38661,-4.67712275,-8.0856965,-7.84011125,0.175039028254204,93.327924,68.781478,4.1906195,1.56328233345038,2.4035135,1.74184055,1.2411056,1.8180629,1.5671851,1.1048047,0.30011885,0,0,1.704781,264.32405,319.23335,-56.516241,-0.0399167725,0.21940825,1.01100847031834,0.617430666923942,0.424367440147571,0.376246498510246,0.374772856574321,0.302249702898839
1,22.5,695.2031,0.428920272727273,4.0667815588386,0.0857993580028549,-3.7312813,-3.514378,-5.2215137,-8.9365497,-10.102582,0.227200602872655,93.316304,71.5608645,4.0452663,1.46817844350485,1.9833913,1.3154388,0.85713432,1.3979763,1.22850345,0.95648137,0.29791663,0,0,1.6501753,267.84,316.4745,-51.918557,-0.047638925,0.248945095,0.991503521057063,0.558016715757133,0.3788976947535,0.333448002861582,0.32300902081865,0.258437090159995
1,23.5,695.30963,0.367561136363636,4.20686208412528,0.0947772274753104,-3.808376,-3.602608,-5.314479,-9.123698,-9.1007915,0.476159522999927,93.3337175,72.155738,4.77478,1.40146084616804,1.7218811,0.966376,0.58612233,0.89323437,0.758979855,0.46405849,0.2826605,0,0,1.63243,266.3716,316.026,-54.595026,-0.04350496,0.2780698,0.890100209327275,0.51426357448228,0.359233466268787,0.32871413955863,0.332072808975615,0.256432952589149
2,0.5,690.84082,0.713513647727273,4.9311472988368,0.0674209243799272,-2.1837815,-1.9357835,-3.469861,-6.637801,-8.354499,-0.94056857501209,93.230305,74.1534,7.5239405,3.46854579294056,4.35365865,3.6715658,2.77530235,2.8564828,2.7962454,2.1055037,0.3125585,0,0,1.8126175,282.6181,325.1799,-49.101438,-0.0427300125,0.251599095,0.904887056958606,0.517608583744915,0.338569152797276,0.317468687038008,0.317719947022163,0.253184447789481
2,1.5,692.6214,0.486770545454545,4.9940264004811,0.0981143361968173,-2.309221,-2.06171375,-3.85302475,-7.299709,-7.656226,-0.103060060066003,93.223469,76.237744,6.4836395,3.21162487370941,4.2307914,3.55573675,2.52854275,2.8707175,2.44739145,1.9484313,0.2965905,0,0,1.80954,286.2712,324.5266,-45.559874,-0.0451602675,0.26098636,0.848116968191073,0.484208758110486,0.324909807449643,0.285683648850922,0.303241494613882,0.247820028272647
2,2.5,693.39699,0.663266681818182,4.95550124581518,0.0752738096721397,-2.56278,-2.190937,-4.05788,-7.6947545,-6.906834,0.293931307258854,93.201421,77.033385,7.566285,2.97893420042214,3.7511603,2.9290898,2.18087775,2.596689,2.20808275,1.80031065,0.28812775,0,0,1.760872,287.419075,323.232,-43.415397,-0.039787685,0.25176027,0.815720288035314,0.488339133409837,0.325078556401956,0.290860236576611,0.289619335028534,0.232618755536949
2,3.5,694.87248,0.445632590909091,4.85980911520785,0.0877454129777841,-2.6689005,-2.37925525,-4.36857675,-7.976378,-6.3721145,0.081041970529775,93.181425,78.903335,6.900474,2.43657989792674,3.522139,2.470233,1.9254108,2.3092537,2.06845975,1.62336385,0.27954565,0,0,1.710067,290.02115,321.35105,-39.9124175,-0.0406368275,0.246256685,0.744552913591482,0.429714533396303,0.297637155777324,0.255613938724761,0.260279742108073,0.213956885968299
2,4.5,697.4233,0.539461681818182,4.85700268420188,0.0976695500664869,-2.746408,-2.54214475,-4.621065,-8.14656025,-5.69181865,-0.0699658831976731,93.179357,80.40858,6.3445895,2.27991550495824,3.2148188,2.06201965,1.5151737,1.8377884,1.6102178,1.22922615,0.274756525,0,0,1.669216,289.68285,320.772625,-33.460313,-0.0401103065,0.27240683,0.685461733927022,0.414021975599453,0.284811984005059,0.259063891921999,0.25650436174214,0.198373837312615
2,5.5,698.41057,0.414242477272727,4.99120362799373,0.0824120650737552,-2.8707985,-2.634625,-4.64015875,-8.28370225,-4.8393154,0.787590948532171,93.223138,83.10407,5.747851,2.10472332369599,2.80782525,1.68607315,1.0197602,1.471954,1.16552765,1.1566865,0.2736582,0,0,1.5503225,290.753345,319.1436,-32.377085,-0.0311627925,0.27248678,0.616238141022043,0.378542893257572,0.25649040639058,0.227976711244155,0.234797160886045,0.188274896185631
2,6.5,700.22498,0.605764704545455,4.87108118525832,0.0656509428204278,-2.958493,-2.65408,-4.7712695,-8.57600325,-5.5139745,0,93.250637,85.036266,5.3867275,1.88160257081614,2.4365395,1.5939906,0.83334622,1.27187395,1.1738207,0.99019985,0.26271915,0,0,1.63461,290.91977,318.285175,-30.671744,-0.0311420575,0.23990284,0.626806400597879,0.365950680582523,0.261016894043738,0.231455320930312,0.237043487271274,0.183416759306153
2,7.5,700.94853,0.642170590909091,4.99357848085134,-0.179142572063332,-3.005133,-2.7938505,-4.976033,-8.7552915,-5.207582,0.440359502346025,93.3010115,85.836278,4.5178065,1.77390785002044,2.2112202,1.3939651,0.647053475,1.2398738,0.97913636,0.74665069,0.26534585,20.143422,6.7477515,2.859648,295.011045,318.1427,-23.3435305,-0.037101849,0.25914599,0.592589681797706,0.352070827308423,0.242569804586318,0.202624988875849,0.215821711614435,0.171139880249616
2,8.5,697.1366,0.766721340909091,5.19368032652632,-0.535394570737173,-3.0062065,-2.80915625,-5.0283085,-8.5012855,-2.6861095,8.29634087008423,93.322748,81.716325,6.1855195,2.38111463046492,2.8003916,2.0973471,1.46233585,1.8191552,1.6183542,1.4286152,0.29454525,141.31501,62.64663,8.3484975,296.2776,322.78935,26.000994,-0.0499080825,0.28612724,0.542056229340461,0.333797168682242,0.234912524268202,0.214029008705908,0.23904240958264,0.195815397492859
2,9.5,693.619425,0.280296829545455,6.03793367453612,-0.304907097443314,-2.8375525,-2.8775065,-4.8137155,-7.3409135,11.2560375,22.0237589161686,93.324103,73.35228,8.7545105,4.09133970436143,4.15223555,3.4687067,2.9366499,3.2961672,3.2089896,2.9056011,0.3085388,501.89784,261.51185,30.07512,292.00262,330.88155,178.24063,-0.0925134775,0.35602627,0.877841143785097,0.524537468957865,0.317439032582986,0.283913101507956,0.337824701408637,0.304583456587448
2,10.5,686.42589,-0.029827725,5.58654622362983,-0.266829650345014,-2.581431,-2.899607,-4.636382,-5.333638,38.69343,34.1173214137023,93.343254,64.261071,11.06555,6.02895395559448,6.5394866,5.67785395,5.21541365,5.8211346,5.5150738,5.0370838,0.3262287,838.23765,405.7957,48.549585,289.951375,344.4017,302.14766,-0.16471529,0.39458674,1.37462862252155,0.823875310598373,0.514927351939237,0.421495422640922,0.411518316515821,0.364844410133841
2,11.5,677.445985,-0.233152590909091,5.34845971936045,-0.194488944347233,-1.975518,-2.784087,-3.649746,-2.348107,70.873846,34.4235392574264,93.351783,58.507062,11.70896,6.93991148448212,7.9964446,7.4518276,7.1013345,7.8800611,7.8673857,7.6391409,0.36701095,1095.19505,564.41035,62.37891,296.207,356.206,425.35653,-0.24029755,0.47127283,1.61878367211591,1.00785059276246,0.67562420119664,0.534812531807668,0.447878279941715,0.349456023395261
2,12.5,668.64168,-0.426510829545454,5.02674960975731,-0.173914356716553,-1.1606168,-2.59067275,-2.19637725,0.988361425,102.419315,51.9963823537994,93.284537,51.5642565,13.59737,8.4952279497963,9.53093565,8.75698945,8.490245,9.32650715,9.3986165,9.20974935,0.383558675,1183.5481,655.32165,69.988585,300.35145,366.83475,511.977965,-0.29136375,0.52510069,1.69121994352673,1.12392165673205,0.741154889248572,0.576779571953326,0.464636937242639,0.34828058649226
2,13.5,665.03347,-0.369559295454545,5.003440857274,-0.0851824775261573,0.0152427575,-2.35164425,-0.88966795,4.0256715,125.5,48.6158566549898,93.176354,49.237443,13.880095,9.31004881344213,10.531982,9.7149893,9.7798937,10.474,10.6346835,10.633509,0.381767025,1148.931,650.4751,69.125655,304.07725,372.29255,497.329605,-0.3379375,0.575903865,1.83968342004276,1.16843886224852,0.765977738569891,0.611524857911533,0.501885574642362,0.381813472923285
2,14.5,661.95927,-0.371968965909091,4.87721944796411,-0.0149707287282397,0.5915851,-1.8101995,0.739420525,7.1008865,118.12003,39.5999351601981,93.144003,45.099232,14.45133,9.88273506470308,11.284267,10.880261,10.4449965,11.1354285,11.282365,10.919397,0.3474588,998.04693,572.8104,62.9487675,306.57115,373.899675,420.444735,-0.37820805,0.606802325,1.73558327987221,1.10934000073908,0.724981541351591,0.593563995072001,0.479356964573894,0.353728324041105
2,15.5,662.329965,-0.145972180681818,4.68693761196158,0.0512177342159822,1.3589585,-1.2999725,1.4886345,8.578067,87.717185,29.8133307794341,93.1286005,45.603246,15.264815,11.3856349746971,11.5249055,10.9138355,10.513155,11.122036,11.319702,11.013464,0.2992495,691.29478,404.8428,49.1527525,305.69255,373.83765,278.10096,-0.36758403,0.594269765,1.585340372969,1.05633441919592,0.696912162648085,0.552086739532205,0.428259419320688,0.32468832868553
2,16.5,662.84457,0.305824681818182,4.82143493462765,0.180135529069543,1.7960155,-0.915639725,2.10718825,8.0189695,41.57096,27.1002164615302,93.149645,47.5017775,14.987375,11.013083048754,11.2983255,10.615596,10.521619,10.980399,11.1145755,10.555272,0.230592425,385.99324,221.6659,29.78732,302.996325,370.088725,116.89655,-0.3087193,0.57469304,1.47091337826628,0.936608691170177,0.611406639880872,0.474189119502248,0.381975512209402,0.298829053252201
2,17.5,666.79917,0.647444431818182,4.59503660571563,0.457485670490889,1.570519,-0.6061314,1.9024995,6.0640845,-4.200212,13.9004113109973,93.1803405,50.7879745,13.536545,9.69227355697156,10.3897485,9.89127285,9.4842509,9.9685251,9.79044165,9.0053566,0.21877985,103.67078,46.061965,6.9359125,301.6418,359.902125,-8.7748595,-0.21529492,0.482655735,1.20084994270254,0.750975930548704,0.499830025644827,0.402323091611543,0.384447761962139,0.323958677005058
2,18.5,675.515385,0.906886681818182,5.0021915040211,0.572888024720999,1.0636499,-0.5056639,1.20903825,2.807314,-15.119734,8.90153067990809,93.203929,59.038705,11.72909,7.63012895084057,8.74656705,7.78239395,7.26141485,7.6722294,7.445716,6.80401885,0.3051884,0,0,1.8100065,292.86385,347.84095,-62.122129,-0.1157049,0.356787775,1.05766273936148,0.673819370878066,0.458186206532323,0.371512032139564,0.383761577188642,0.334984812123389
2,19.5,681.50262,0.818809306818182,5.18420908535441,0.344859564855531,0.24941695,-0.579900925,0.320552025,-0.085516375,-13.167647,2.9313180248788,93.255891,65.661582,10.651305,5.61272450981275,7.28991275,6.5507982,5.8612767,6.2434142,6.1766245,5.3530059,0.31184094,0,0,1.717945,291.60057,341.952625,-53.933267,-0.06243257,0.3004808,1.00981022408411,0.667670430244995,0.447432086354034,0.397048562918966,0.389560775177973,0.323466188959312
