DOY2,HR2,CO2,H2O,CH4,FC,NEE,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1,TS_2
1,10.25,422.895,4.97395,2204.05,0.032967,-0.35027,17.1855,2.2588,28.639,1.8538,0.283085,99.984,81.203,1.20655,0.833215,171.925,42.7105,116.67,19.772,286.6,316.965,6.1406,5.33215
1,10.75,422.81,5.0144,2201.2,0.0929025,-0.23515,8.7824,2.9899,29.877,2.0041,0.29158,100.03,79.7905,1.43245,0.913225,221.125,64.325,150.845,24.394,288.87,317.45,6.1494,5.3275
1,11.25,422.13,5.1053,2199.65,-0.049396,-0.26425,16.94,5.882,36.188,2.0697,0.30357,100.035,78.5495,1.60585,0.97912,279.15,84.318,184.455,33.862,286.77,318.03,6.1611,5.3239
1,11.75,422.18,5.2335,2200.2,-0.083761,-0.56271,13.111,7.95355,36.704,2.1982,0.302475,100.04,76.965,1.9077,1.04235,306.375,90.2845,212.54,29.433,285.94,319.57,6.1714,5.3216
1,12.25,421.805,5.3485,2198.35,-0.16632,-0.296715,15.802,8.33235,34.443,2.14275,0.328005,99.969,76.5785,1.99555,1.1418,324.2,82.122,239.6,32.258,283.65,319.56,6.148,5.3228
1,12.75,421.22,5.4733,2187.95,-0.0992665,-0.40521,14.049,4.73725,33.083,2.2708,0.329,99.928,76.225,1.96245,1.2164,342.525,80.135,241.47,32.115,284.07,320.27,6.15075,5.32
1,13.25,422.28,5.2853,2183.3,-0.430835,-0.548745,13.3115,7.03065,39.7075,2.28925,0.35457,99.907,76.0605,2.0498,1.2351,339.4,79.814,214.71,27.879,287.52,320.07,6.15185,5.3182
1,13.75,421.13,4.8733,2185.9,0.056271,-0.16243,12.1085,8.2489,37.68,2.2027,0.32811,99.893,75.1135,2.0307,1.1662,323.475,72.984,206.975,25.802,288.805,319.72,6.2137,5.31335
1,14.25,421.39,4.9147,2168.75,0.10903,-0.099275,18.06,6.03895,37.749,2.1345,0.34976,99.879,74.843,2.0994,1.18335,256.05,75.5665,185.615,26.861,286.67,320.68,6.2149,5.30545
1,14.75,421.19,5.2755,2169.6,0.075604,-0.024798,14.393,6.2129,34.427,2.0955,0.33922,99.8785,75.4845,2.04345,1.17705,246.975,51.23,153.855,24.036,288.965,320.94,6.21195,5.30475
1,15.25,420.88,5.1896,2170.1,0.1386,-0.068064,13.2065,3.3575,33.018,2.05705,0.3345,99.863,75.918,2.17465,1.2155,198.925,42.4805,115.74,16.107,291.43,321.21,6.21265,5.29635
1,15.75,420.81,4.9879,2166,0.22967,-0.029947,10.821,0.450665,31.5935,2.08775,0.34221,99.881,75.9775,2.19255,1.24565,151.025,33.1925,95.852,14.68,289.46,321.045,6.2174,5.28
1,16.25,420.62,5.5466,2177.55,0.160315,0.039797,16.493,-1.0851,30.36,1.91035,0.315645,99.8825,75.577,2.0771,1.24215,106.4,18.0215,62.3315,10.23355,291.18,320.56,6.20035,5.2776
1,16.75,419.96,5.2377,2176.8,0.18626,-0.036627,10.174,-0.5565,25.533,1.847,0.31751,99.916,76.0395,1.9376,1.20245,58.475,-0.225795,29.659,4.84375,290.84,319.935,6.18605,5.27925
1,17.25,420.05,5.1483,2168,0.3381,0.116915,13.538,-2.7286,28.247,1.69805,0.27608,99.935,76.522,1.7629,1.1346,21.05,-11.1585,9.5646,2.0889,287.235,319.095,6.16795,5.2788
1,17.75,420.12,5.10175,2160.2,0.37186,0.336895,15.521,-2.29225,21.71,1.64055,0.26339,99.941,77.663,1.68445,1.0634,3.15,-18.9115,0.75126,0.981725,286.665,317.405,6.1488,5.2747
1,18.25,420.19,5.1507,2177.3,0.41203,0.547275,10.03665,-5.3711,20.093,1.6258,0.267885,99.9415,78.127,1.5304,1.01216,0,-18.6275,-0.722975,0.48692,290.79,316.88,6.13925,5.24255
1,18.75,420.19,5.4478,2173.4,0.41797,0.55485,13.911,-4.1595,19.5905,1.6197,0.271325,99.9505,78.573,1.37145,0.963815,-0.1,-19.068,-0.92756,0.522675,287.245,316.87,6.1305,5.239
1,19.25,420.01,5.2609,2169,0.64042,0.71012,13.416,-3.5857,21.588,1.588,0.255105,99.961,78.9505,1.19205,0.91729,-0.1,-18.828,-0.90279,0.47035,287.25,317.14,6.1155,5.2377
1,19.75,420.47,5.1156,2167.2,0.66451,0.53205,8.20985,-4.6732,22.2235,1.7267,0.27451,99.954,80.2535,1.20335,0.96544,-0.1,-19.5635,-0.89105,0.48176,282.98,317.065,6.10135,5.23655
1,20.25,420.02,5.1427,2179.1,0.48116,0.50641,10.5056,-4.976,22.9335,1.5326,0.25778,99.9735,81.239,1.0327,0.962365,-0.1,-20.618,-0.90664,0.490435,285.86,316.805,6.08825,5.234
1,20.75,420.95,5.299,2184.85,0.52048,0.526455,14.131,-3.1372,20.468,1.5326,0.24837,99.979,81.387,1.0131,0.906335,-0.1,-19.6,-0.87422,0.531785,290.335,317.09,6.0808,5.2315
1,21.25,421.955,5.6628,2176.5,0.45097,0.47648,10.628,-4.3765,21.9245,1.4834,0.253925,99.999,82.2665,0.989985,0.85333,-0.1,-17.9215,-0.85456,0.548735,287.52,317.415,6.07285,5.22835
1,21.75,421.88,5.2506,2183.6,0.54332,0.57766,10.3065,-3.4603,19.366,1.4771,0.23996,99.983,82.564,1.035385,0.844385,-0.1,-19.081,-0.87591,0.54698,288.145,316.76,6.0661,5.2231
1,22.25,421.95,5.44415,2196,0.45282,0.54833,11.083,-2.1739,18.221,1.49095,0.250885,99.984,82.3685,0.917855,0.87117,-0.1,-17.0615,-0.91047,0.569695,288.395,316.755,6.0602,5.221
1,22.75,422.07,5.1421,2190.2,0.252185,0.347715,8.37865,-4.4503,18.119,1.4649,0.25562,99.9805,83.2045,0.849205,0.852115,-0.1,-19.483,-0.9569,0.629195,284.765,316.16,6.05285,5.21695
1,23.25,421.58,5.1559,2210.4,0.3775,0.391645,4.7615,-2.7029,15.381,1.4964,0.26492,100,83.575,0.9544,0.844665,-0.1,-22.57,-1.02985,0.64504,283.82,316.21,6.0601,5.1924
1,23.75,421.57,5.2501,2213.35,0.54248,0.543525,9.7148,-3.3415,12.84,1.5979,0.247225,100.02,82.398,0.8066,0.79559,-0.1,-20.8575,-1.0378,0.63179,280.695,316.66,6.0801,5.2163
2,0.25,423.985,5.9403,2202.25,0.56991,0.72612,3.3701,-0.255445,14.7785,1.38345,0.22408,99.805,81.692,0.652625,0.96302,-0.1,-35.022,-1.8663,0.783555,284.58,316.555,5.4076,5.2003
2,0.75,421.19,5.7868,2199.9,0.66026,0.69368,5.8405,-2.44525,15.15,1.33725,0.215415,99.794,82.5445,0.73411,0.92481,-0.1,-34.9145,-1.46675,0.7778,286.265,316.555,5.4075,5.2093
2,1.25,421.17,5.9154,2204,0.5393,0.55942,6.8762,-0.64831,15.071,1.3583,0.21728,99.793,83.125,0.65585,0.90339,-0.1,-37.3145,-1.5384,0.777115,285.25,316.9,5.4091,5.2185
2,1.75,421.22,5.8512,2201.8,0.562085,0.703675,5.5357,-3.2844,14.995,1.41525,0.225835,99.787,83.1065,0.68979,0.90839,-0.1,-34.302,-1.6065,0.716765,283.63,316.66,5.4056,5.2271
2,2.25,421.6,5.8759,2200.05,0.55442,0.59606,5.391,-2.4156,15.428,1.43615,0.21539,99.804,82.69,0.61838,0.92328,-0.1,-36.2955,-1.4666,0.80408,281.67,316.4,5.4084,5.2357
2,2.75,421.41,5.9243,2200.9,0.497555,0.58603,6.0384,-3.6437,14.676,1.44715,0.2281,99.81,82.4225,0.64265,0.85955,-0.1,-33.1435,-1.447,0.75309,285.415,315.93,5.4094,5.2423
2,3.25,421.64,5.9564,2204.25,0.411295,0.56902,4.53015,-2.28845,15.03,1.3792,0.21748,99.813,82.8595,0.6626,0.91078,-0.1,-31.197,-1.5495,0.77351,285.995,315.495,5.4089,5.2525
2,3.75,422.06,5.9113,2206.2,0.630735,0.65843,6.55025,-3.9673,16.215,1.46525,0.22135,99.81,82.769,0.54767,0.91609,-0.1,-37.6135,-1.88395,0.813545,278.52,315.505,5.4065,5.2591
2,4.25,422.345,5.9615,2204.25,0.48655,0.60186,6.7286,-2.5376,13.399,1.45575,0.21037,99.807,83.0645,0.40696,0.844855,-0.1,-36.374,-1.7506,0.78727,276.88,315.265,5.3972,5.2665
2,4.75,422.14,5.6415,2204.8,0.59525,0.71434,6.22175,-0.97624,18.087,1.4043,0.23185,99.844,84.609,0.37776,0.73094,-0.1,-30.659,-1.5762,0.792195,279.64,314.935,5.3994,5.2729
2,5.25,422.08,5.5841,2199.5,0.54869,0.67711,6.4711,-1.3413,15.343,1.3748,0.205855,99.858,85.256,0.37776,0.70274,-0.1,-31.88,-1.6262,0.843645,280.78,315.085,5.4025,5.2798
2,5.75,422.22,5.3563,2204.45,0.536135,0.51226,5.9508,-1.176295,14.5165,1.45895,0.21202,99.836,85.8965,0.37776,0.722985,-0.1,-28.086,-1.561,0.81876,279.64,314.895,5.4009,5.2866
2,6.25,422.04,5.3983,2204.6,0.59899,0.64199,7.7576,-3.04835,17.81,1.4216,0.22389,99.8,84.827,0.41845,0.801705,-0.1,-27.4225,-1.47735,0.824755,287.485,314.945,5.3992,5.2927
2,6.75,422.07,5.4007,2203.35,0.6927,0.6927,6.4618,-0.88971,16.9265,1.35155,0.22056,99.8135,83.325,0.50494,0.82436,-0.1,-29.9225,-1.60825,0.736965,284.265,314.65,5.3963,5.2958
2,7.25,421.85,5.3755,2203.2,0.62353,0.66677,7.0894,-1.852,15.4945,1.42905,0.2233,99.832,83.3525,0.524805,0.79231,0.05,-29.829,-0.67665,0.930425,282.775,314.245,5.398,5.3023
2,7.75,422.19,5.2829,2205.1,0.54664,0.523055,6.3883,-2.4185,19.916,1.5285,0.22706,99.8585,83.3135,0.50124,0.7708,6.65,-25.3565,2.7117,1.70755,282.17,314.22,5.3975,5.3066
2,8.25,423.51,5.3115,2204.55,0.49506,-0.0694475,3.5838,-1.3869,22.0875,1.576,0.26166,99.8425,82.81,0.59551,0.747935,43.65,-7.303,21.175,4.9002,287.625,314.44,5.3993,5.3111
2,8.75,424.05,5.7621,2209.2,0.41328,-0.32248,3.3612,-1.4417,20.957,1.7049,0.257175,99.8445,81.612,0.77843,0.87225,126.3,16.804,65.332,13.9595,290.495,314.94,5.3998,5.3145
2,9.25,424.87,6.0952,2208.3,0.17249,-0.117152,4.3693,1.3818,23.227,1.893,0.27284,99.823,80.8315,1.06055,0.950535,206.875,48.6105,116.49,22.7255,288.21,316.615,5.4215,5.3214
2,9.75,425.54,5.6758,2201.25,0.107375,-0.24914,5.6258,2.40645,27.182,2.19455,0.30922,99.8115,78.122,1.4764,1.11145,325.95,101.505,167.09,29.675,283.99,318.92,5.4332,5.3266
2,10.25,425.395,5.78035,2191.4,0.025956,-0.12762,9.6801,4.4053,28.8,2.24665,0.30081,99.7965,75.957,1.9154,1.2607,441,137.31,190.63,38.867,288.205,320.625,5.4345,5.3319
2,10.75,426.615,5.8996,2194.75,-0.04674,-0.191065,9.42255,7.622,29.693,2.33885,0.31476,99.782,74.451,2.20265,1.38415,510.175,157.375,211.83,42.0875,283.875,321.045,5.4468,5.3354
2,11.25,426.735,5.97935,2197.65,-0.0103541,-0.1886,10.534,8.41135,32.817,2.3326,0.30116,99.7545,72.991,2.4178,1.47265,577.375,218.84,277.845,38.905,282.67,322.33,5.4451,5.346
2,11.75,426.93,6.0449,2195,-0.0378875,-0.25503,10.195,9.25945,34.1495,2.25305,0.334565,99.759,71.91,2.4633,1.49105,697.85,275.79,345.57,43.605,284.29,322.89,5.44775,5.3517
2,12.25,425.86,6.1211,2201.9,-0.14181,-0.2569,13.854,11.893,35.156,2.29095,0.33658,99.733,70.6195,2.934,1.5472,765.375,276.48,327.79,44.551,286.19,323.58,5.44905,5.3619
2,12.75,424.36,6.2256,2210.9,0.017573,-0.4396,15.631,12.012,41.586,2.3294,0.336685,99.712,70.0655,2.976,1.5669,725.025,253.32,310,44.847,285.06,324.85,5.45015,5.367
2,13.25,425.415,6.254,2211.9,-0.20042,-0.36604,16.186,15.9325,40.697,2.38355,0.32808,99.691,70.0615,2.9996,1.6401,758.3,263.34,337.245,44.125,285.45,326.34,5.4535,5.37
2,13.75,425.485,6.36305,2208.45,-0.16831,-0.31065,20.074,16.086,43.231,2.42825,0.31528,99.675,70.673,3.1854,1.66765,738.775,241.25,317.11,43.332,288.73,327.26,5.4529,5.3721
2,14.25,426.01,6.4264,2202.6,-0.096702,-0.27895,19.5,17.738,44.911,2.41275,0.3281,99.679,70.582,3.2824,1.72345,681.05,226.08,321.055,43.85,289.4,328.02,5.43515,5.37715
2,14.75,425.64,6.5286,2200.2,-0.064258,-0.22304,18.979,13.59,42.232,2.32415,0.32052,99.67,72.334,3.1651,1.56395,588.975,234.81,277.04,37.935,286.33,328.36,5.4314,5.38195
2,15.25,425.32,6.4185,2183.3,-0.102281,-0.27936,17.927,12.029,42.7025,2.2435,0.3231,99.661,72.207,3.09575,1.6311,489.475,173.9,223.42,32.1715,287.27,328.42,5.43085,5.3819
2,15.75,425.295,6.3102,2185.4,-0.1103,-0.33796,17.384,9.3414,37.935,2.0656,0.33662,99.671,73.263,2.811,1.6677,426.575,147.98,213.63,28.322,287.84,327.865,5.43055,5.3838
2,16.25,425.58,6.4158,2184,0.1081665,0.0400925,15.159,9.26785,37.978,1.96905,0.32653,99.656,73.58,2.7378,1.6355,338.725,103.82,156.19,22.9255,285.78,328.305,5.4313,5.3801
2,16.75,423.905,6.29665,2180.1,-0.048573,-0.106245,13.2135,1.4738,33.592,1.95945,0.29985,99.6195,73.983,2.78205,1.6244,198.4,44.706,102.98,17.063,284.59,328.96,5.4288,5.3797
2,17.25,423.89,6.33775,2188.8,0.19374,0.24687,11.266,-0.364005,30.5515,1.88265,0.25984,99.6245,73.002,2.60785,1.5351,97.475,19.228,51.769,8.685,281.72,327.75,5.42965,5.3825
2,17.75,423.29,6.35455,2189.6,0.3566,0.17346,10.755,0.19766,25.628,1.90075,0.24609,99.671,74.5755,2.3117,1.53605,38.95,-13.503,15.081,3.6722,279.26,326.96,5.42545,5.38
2,18.25,422.85,6.36255,2185.35,0.34414,0.35529,8.6424,-1.94535,24.429,1.6153,0.19964,99.709,75.3665,2.1039,1.3776,5.725,-43.393,1.1486,1.3024,276.46,324.96,5.41715,5.36775
2,18.75,422.175,6.31045,2185.9,0.47058,0.57969,6.8154,-3.88865,20.39,1.3315,0.19041,99.747,76.6165,1.9169,1.2434,0.05,-58.915,-2.124,0.7252,275.02,322.89,5.41375,5.357
2,19.25,421.59,6.3334,2178.7,0.32983,0.583545,9.3304,-3.48585,19.0995,1.26515,0.20166,99.787,78.044,1.7802,1.2115,-0.1,-54.781,-2.6685,0.73366,272.02,322.62,5.4116,5.35345
2,19.75,421.17,6.2812,2185.2,0.378935,0.62543,6.90345,-0.99722,19.187,1.29115,0.20273,99.8025,79.524,1.7049,1.05525,-0.1,-52.186,-2.3344,0.76379,270.68,321.22,5.41,5.3528
2,20.25,421.525,6.11095,2184.2,0.364415,0.64322,5.39395,-1.57105,16.0255,1.3279,0.191935,99.804,79.4075,1.5983,1.007705,-0.1,-55.432,-2.61,0.81991,276.1,320.62,5.40935,5.35555
2,20.75,421.59,6.0992,2191.25,0.49859,0.52662,6.2036,-0.57784,18.255,1.2225,0.19027,99.7875,80.5605,1.43985,0.98571,-0.1,-49.637,-2.3097,0.84892,273.1,319.97,5.4084,5.35645
2,21.25,421.42,6.1427,2191.8,0.65409,0.73084,8.64115,-1.1645,19.2565,1.2531,0.191115,99.788,80.054,1.28525,1.0501,-0.1,-44.9,-1.4941,0.80378,276.01,319.2,5.4057,5.36005
2,21.75,421.99,6.021,2187.75,0.50661,0.72064,5.91755,-1.9324,15.699,1.3326,0.20997,99.806,80.164,0.99785,1.05,-0.1,-52.705,-1.5495,0.78187,274.29,319.38,5.4036,5.3641
2,22.25,421.54,5.9336,2180.6,0.352925,0.63467,5.5333,-0.78174,17.348,1.39955,0.21765,99.814,80.573,0.821005,0.983655,-0.1,-47.286,-1.60535,0.73839,279.09,318.73,5.40155,5.3692
2,22.75,420.955,5.90265,2183.55,0.48515,0.557385,7.4859,-1.94045,15.874,1.2788,0.2171,99.7985,80.9065,0.73693,0.969215,-0.1,-41.594,-1.5929,0.7425,279.13,317.67,5.39965,5.37615
2,23.25,420.66,5.80975,2192.2,0.583465,0.57564,8.0052,-0.93143,14.445,1.25005,0.197,99.811,80.3385,0.68979,1.0321,-0.1,-43.53,-2.1923,0.86812,278.2,317.65,5.39845,5.4038
2,23.75,420.435,5.6006,2197.3,0.65733,0.844105,4.5127,-2.246,15.475,1.26995,0.21535,99.8055,80.42,0.64265,1.00855,-0.1,-40.626,-1.7897,0.83612,280.87,317.43,5.3956,5.39055
3,0.25,421.87,7.75465,2168.4,0.76775,0.644195,12.537,-3.02955,38.365,1.2557,0.23273,99.459,78.36,4.6142,1.58255,-0.1,-33.381,-1.90565,1.1813,307.42,338.095,7.06555,7.67715
3,0.75,421.285,7.6415,2160.55,0.79516,0.74566,10.91,-1.56065,38.759,1.44785,0.21612,99.457,78.691,4.62695,1.483,-0.1,-33.892,-1.84025,1.0932,309.28,337.93,7.06725,7.6829
3,1.25,421.37,7.6228,2165.4,0.81883,0.64002,9.6241,-0.891995,34.953,1.46935,0.23908,99.481,79.221,4.46085,1.4613,-0.1,-32.274,-1.9059,1.0036,310.72,337.79,7.06865,7.6891
3,1.75,421.69,7.5938,2159.25,1.0603,1.03003,10.794,-2.4127,32.4655,1.49465,0.24647,99.471,79.755,4.5551,1.491,-0.1,-35.924,-1.7007,1.07055,311.73,338.535,7.0714,7.6938
3,2.25,422.28,7.5431,2161.65,0.86787,0.86787,13.4445,-1.8299,36.828,1.44155,0.262,99.4855,79.106,4.4609,1.51335,-0.1,-30.825,-1.9722,0.992695,308.05,338.445,7.07305,7.7009
3,2.75,422.915,7.59885,2165.25,0.84462,0.87103,13.971,-0.62125,33.93,1.5897,0.25224,99.4775,79.0555,4.53155,1.4735,-0.1,-37.533,-1.93855,1.05755,305.06,338.01,7.0748,7.70735
3,3.25,423.98,7.69315,2175.2,1.1331,1.007815,11.986,-4.4558,29.34,1.66375,0.25661,99.4585,78.9905,4.41375,1.4577,-0.1,-40.515,-1.98045,0.97766,305.75,338.085,7.0765,7.71465
3,3.75,423.8,7.727,2172,0.71829,0.86831,10.588,-1.7797,26.939,1.54045,0.23081,99.399,79.47,4.37045,1.40945,-0.1,-37.902,-2.096,1.02605,306.52,337.915,7.07815,7.71915
3,4.25,423.74,7.6692,2175.15,0.8931,0.942155,9.6737,-0.89453,29.957,1.41575,0.23776,99.384,79.2815,4.34305,1.41785,-0.1,-35.541,-1.95795,0.99597,303.33,336.905,7.07965,7.72645
3,4.75,423.945,7.64165,2176.4,0.80633,0.8066,9.0776,-0.76551,27.732,1.5793,0.23124,99.3915,80.026,4.2016,1.3734,-0.1,-38.1535,-2.0738,1.05945,303.59,336.46,7.07905,7.73135
3,5.25,423.41,7.5552,2169.9,0.984415,1.0277,11.655,-0.79647,28.62,1.55835,0.217205,99.4025,81.0675,4.11195,1.3712,-0.1,-37.084,-1.81495,1.0501,300.69,336.45,7.08165,7.73425
3,5.75,423.545,7.5345,2168.1,0.92618,0.96849,14.504,0.042451,29.326,1.3983,0.239225,99.4345,82.6845,4.0838,1.3635,-0.1,-34.086,-2.1938,1.0752,306.83,335.63,7.0832,7.7392
3,6.25,423.78,7.55005,2172.7,0.83048,0.796595,10.882,-1.025465,33.972,1.44795,0.23665,99.4405,81.623,4.178,1.2548,-0.075,-30.245,-2.2401,1.02945,305.2,335.265,7.0851,7.74545
3,6.75,424.43,7.5617,2169.2,0.92373,0.58451,11.118,-0.723815,29.4055,1.4319,0.21768,99.4445,82.3895,4.18585,1.2412,1.525,-29.343,0.183325,1.2046,304.06,335.18,7.08565,7.75005
3,7.25,424.72,7.484,2181.6,0.56351,0.2743,11.9775,1.2864,33.914,1.619,0.233285,99.4625,82.9175,4.34685,1.1321,19.4,-17.8485,8.0643,2.2879,304.85,335.105,7.08665,7.7524
3,7.75,424.61,7.6832,2183.9,0.62508,0.29277,9.41405,1.56895,37.804,1.7051,0.24226,99.471,81.2715,4.58095,1.3662,80.65,-1.6291,29.629,4.4926,305.05,335.29,7.0864,7.75595
3,8.25,424.65,7.8988,2184.05,0.61903,0.021704,11.258,2.6429,36.483,1.8747,0.26088,99.486,80.0675,5.42325,1.3956,181.05,26.192,67.9365,8.2604,305.15,336.635,7.08965,7.76025
3,8.75,424.23,7.9444,2179.3,0.23598,0.12758,12.905,5.46235,41.8305,1.9575,0.283835,99.5075,78.977,5.7083,1.5773,269.4,68.923,112.645,13.939,305.67,338.68,7.0933,7.765
3,9.25,423.83,8.1192,2167.9,0.18026,-0.018534,15.2215,7.4563,47.391,2.32785,0.303955,99.5355,77.4695,6.22115,1.7893,386.15,111.62,155.9,16.42,306.22,340.115,7.09655,7.7707
3,9.75,423.445,7.92935,2162.9,0.068483,-0.013752,14.263,12.678,54.9155,2.4189,0.32158,99.5475,76.007,6.6257,2.0451,523.65,184.85,232.765,31.476,307.96,342.2,7.10445,7.7732
3,10.25,422.47,7.7789,2162.65,0.006519,-0.17895,17.172,12.1235,55.852,2.5984,0.34014,99.567,73.4355,6.8476,2.06575,561.5,203.18,262.855,27.078,311.92,344.52,7.11795,7.77935
3,10.75,422.76,8.0848,2159.8,-0.1229435,-0.40348,19.536,13.54,61.7295,2.60755,0.33319,99.559,73.089,7.1949,2.1509,579.325,238.56,299.96,28.401,315.26,346.555,7.1195,7.7829
3,11.25,422.62,8.1553,2157,0.076457,-0.4884,15.3555,17.411,61.3025,2.7415,0.356055,99.543,71.9,7.6208,2.15495,698,274.93,336.62,36.1905,316.08,347.24,7.1253,7.7893
3,11.75,421.775,8.35385,2152.4,0.033334,-0.1103585,21.813,18.904,66.233,2.74575,0.351725,99.521,70.393,8.07305,2.40775,814.95,331.8,414.06,44.3465,315.81,349.49,7.12685,7.79515
3,12.25,420.76,8.0515,2152.6,-0.073314,-0.57405,23.022,23.922,66.8545,2.59555,0.352725,99.492,70.529,8.17375,2.34925,865.1,352.41,420.165,43.4265,318.43,350.29,7.13085,7.7985
3,12.75,422.77,7.8559,2152,0.18738,-0.067665,25.047,22.976,75.132,2.61105,0.36923,99.4925,70.192,8.34465,2.27075,792.6,324.98,398.1,37.933,318.63,352.89,7.1347,7.79685
3,13.25,420.83,8.0342,2150.55,0.280375,-0.4464,25.534,24.8675,80.027,2.63575,0.37454,99.462,70.7565,8.1377,2.28895,692.575,224.11,293.78,33.6615,315.44,352.655,7.1364,7.79035
3,13.75,420.82,7.9409,2155.45,0.0662095,-0.24173,22.735,24.8085,85.667,2.74165,0.36841,99.45,71.793,7.9733,2.18015,778.05,260.17,342.515,36.049,314.63,353.94,7.15715,7.78465
3,14.25,421.93,7.8722,2152.2,-0.071399,-0.37222,23.082,24.584,80.815,2.56385,0.33831,99.4255,71.752,7.7159,2.1716,640.7,240.17,288.39,30.554,320.11,352.43,7.1529,7.7768
