DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.3077295,-1.6435,2.836245,0.7333638889,0.687952,0.0021388889,-23.6703,1.781095,0.0260376399,-1.13325,-0.046,0.318,-0.213,74.336593084,81.17575,401.13462654,-45.6705,0,0,1.159,255.2047,292.9,4.6390682744,-0.0956837,0.9078513094,0.7514765465,0.3799881577,-1.1735,0.3239783758,-0.1055,0.498,2.018,3.189,4.0605,4.82,5.23
1,0.75,0.3101445,-1.6475,2.94333279135,0.7256773333,0.736903,-0.003305556,-22.4846,2.42911,-0.0143275885,-1.1441467,-0.046,0.319,-0.214,74.8439025415,81.1725,400.934384815,-44.95016585,0,0,1.1865,254.9,291.85,4.5801570916,-0.0927287,0.9191105181,0.74055752745,0.3931609831,-1.2885,0.30824109125,-0.1055,0.498,2.018,3.189,4.0605,4.82,5.23
1,1.25,0.294249,-1.7435,2.851195,0.6754553333,0.671372,0.006125,-26.16245,1.61085,0.0142129917,-1.1368,-0.046,0.32,-0.214,75.550897081,81.1625,400.89326525,-48.386,0,0,1.1905,251.8,292.3,4.4515359017,-0.0863001,0.86794748465,0.77478918395,0.38538865955,-1.306,0.28399177405,-0.0975,0.49575,2.02025,3.1765,4.054,4.81425,5.2245
1,1.75,0.305579,-1.8695,2.726455,0.7253214444,0.736886,-0.000972222,-27.3002,0.954315,0.0899061657,-1.1418,-0.047,0.32,-0.214,76.167750604,81.1584,400.44996057,-48.3186476,0,0,1.2165,251.9,292.500415,4.7130431077,-0.0881812,0.88943204905,0.78249764835,0.4000603357,-1.448,0.3062267368,-0.0895,0.4935,2.0225,3.164,4.0475,4.8085,5.219
1,2.25,0.306273,-1.8585,2.84908,0.7508308889,0.739187,0.00456944445,-24.0972,2.54661,-0.036277282,-1.149991565,-0.047,0.321,-0.214,76.3725848845,81.177,400.28353441,-43.977,0,0,1.2665,255,292.45,4.5536801993,-0.0953097,0.9062343849,0.74727075195,0.3841757925,-1.453,0.3036440759,-0.089,0.49725,2.0185,3.159,4.04375,4.81075,5.22475
1,2.75,0.2950235,-1.6485,2.873175,0.70432494445,0.6941755,0.0066111111,-26.60515,2.041855,0.0133918046,-1.143957262,-0.047,0.321,-0.214,75.8828207375,81.1919,400.435179475,-40.779,0,0,1.232,261.5,291.25,4.531036169,-0.0841487,0.8770085518,0.7776168722,0.3708207114,-1.2575,0.29846538155,-0.0885,0.501,2.0145,3.154,4.04,4.813,5.2305
1,3.25,0.291332,-1.7,2.8373,0.6962921111,0.685816,0.0042777778,-27.6414,1.28617,-0.007691339,-1.157058359,-0.0475,0.316,-0.2135,76.007029774,81.189495,400.3619364,-39.151,0,0,1.141,263.7091,292.20741,4.3881788814,-0.0762762,0.88145065475,0.7440886195,0.39226241005,-1.287,0.2850198239,-0.0915,0.502,2.015,3.15075,4.03925,4.808,5.231
1,3.75,0.3068525,-1.763,3.03628,0.740093,0.7623935,0.00875,-25.753,2.007515,-0.011853497,-1.157075156,-0.048,0.3165,-0.2135,75.599560926,81.19385,400.414098615,-37.611,0,0,1.187,262.1536,292.3,4.4334634969,-0.08774585,0.9144637773,0.7791809803,0.3994759067,-1.317,0.3015125205,-0.0945,0.503,2.0155,3.1475,4.0385,4.803,5.2315
1,4.25,0.30076,-1.816,2.73853,0.7090565556,0.721421,0.0005833333,-25.1914,1.09365,0.0062721142,-1.156148446,-0.048,0.316,-0.214,77.099530754,81.1777,400.7245132,-36.977,0,0,1.104,262.1,290.9,4.5011643483,-0.0766276,0.91474571615,0.7614222614,0.3696840841,-1.406,0.3005667979,-0.09925,0.4975,2.01275,3.14525,4.04075,4.8105,5.22825
1,4.75,0.278668,-2.013,2.72967,0.6848167778,0.662012,-0.0023333335,-23.80594599,1.2199,-0.032322055,-1.150852469,-0.048,0.317,-0.2135,76.30172048,81.1628,400.156412585,-34.06,0,0,1.199,260.7,290.7,4.5689554574,-0.07807005,0.85261222025,0.75479074605,0.36340412665,-1.574,0.2867992329,-0.104,0.492,2.01,3.143,4.043,4.818,5.225
1,5.25,0.2918905,-1.957,2.7744,0.7897863889,0.7747705,-0.000194444,-27.5471,1.13147,-0.049143984,-1.1719526305,-0.047,0.317,-0.213,76.195222179,81.1668,400.1450089,-40.118,0,0,1.2066876,258.8,290.9,4.4589810413,-0.082906,0.8795407893,0.7694602004,0.3928689349,-1.3343235,0.296735067,-0.10175,0.498,2.00675,3.14425,4.03825,4.80975,5.212
1,5.75,0.320664,-2.005,2.89246,0.8116337222,0.7741435,0.00943055555,-25.4969,1.11437,-0.008844145,-1.165683133,-0.0475,0.3175,-0.2135,77.933167653,81.14655,400.425836935,-39.187,0,0,1.11,256.7612,290.6,4.4203527727,-0.09200755,0.90832322775,0.78898490865,0.3978161047,-1.6265,0.2878289423,-0.0995,0.504,2.0035,3.1455,4.0335,4.8015,5.199
1,6.25,0.3011195,-2.094,2.86857,0.8001225,0.841803,0.0038888889,-27.7647,1.93325,-0.01858058,-1.192753478,-0.047,0.3175,-0.214,77.90113198,81.1555,401.284354025,-38.47,0,0,1.2199064,258.4,290.4,4.44908869305,-0.07708135,0.9169111189,0.7701798491,0.3860414486,-1.719,0.2801598823,-0.09775,0.501,2.00525,3.13875,4.0355,4.798,5.20525
1,6.75,0.2892485,-2.143,2.70753,0.7448385556,0.7491605,-0.0066111115,-26.4689,0.912182,-0.063417094,-1.191730894,-0.047,0.318,-0.214,76.278997494,81.163235,401.30286627,-40.8253669,0,0,1.176,251.4,290.7,4.5676635714,-0.0843867,0.9099236232,0.7755423908,0.3726929031,-1.689,0.3063870102,-0.096,0.498,2.007,3.132,4.0375,4.7945,5.2115
1,7.25,0.293789,-2.023,2.803455,0.7262145,0.8070055,0.00058333335,-25.3925,0.713157,0.0053722284,-1.1893874075,-0.0465,0.3185,-0.2145,76.746286031,81.1831,400.68009378,-37.6483985,0,0,1.216,256.8,290.1,4.53647473765,-0.0783812,0.905209368,0.7988523017,0.3782631359,-1.678,0.3174043778,-0.1025,0.4995,1.998,3.141,4.03375,4.79275,5.21325
1,7.75,0.312676,-2.2695,2.75664,0.7256758889,0.7305505,0.0112777778,-27.3355,0.965616,-0.026992647,-1.175586657,-0.047,0.31,-0.216,76.3972784365,81.2007,400.90388844,-39.0405,0.2265,0,1.2435,253.05845,290.9,4.56006646675,-0.0965009,0.9073166844,0.7818878198,0.39094823345,-1.947,0.3128139208,-0.109,0.501,1.989,3.15,4.03,4.791,5.215
1,8.25,0.3116455,-2.33,2.83503,0.8068461111,0.787473,0.007,-25.0607,0.637229,-0.054005496,-1.18125,-0.047,0.31,-0.216,77.1835272225,81.202,400.6888337,-41.1405,10.64,3.28505125,4.0895814,254.4,291.3,4.5560428956,-0.0915321,0.9335476525,0.76627712605,0.3884211674,-1.962,0.33899604375,-0.10225,0.50675,2.00025,3.153,4.04,4.8,5.2185
1,8.75,0.313716,-1.99,2.90102,0.78722922225,0.802742,-0.008166667,-29.8702,2.57238,-0.01066765,-1.176969685,-0.047,0.31,-0.215,76.423584531,81.22165,400.25740263,-35.7545,52.695,19.42,15.695,255.25755,291.5,4.5241776628,-0.0924608,0.9665841919,0.7685648964,0.3880657161,-1.567,0.314262629,-0.0955,0.5125,2.0115,3.156,4.05,4.809,5.222
1,9.25,0.329284,-1.8235,3.08917,0.72634705555,0.774545,-0.0132222225,-25.50405,4.05193,0.04315926425,-1.1606,-0.047,0.31,-0.215,76.997847063,81.2339,400.63894581,-18,104.5,40.69,29.335,256.08715,292.40864,4.57396903525,-0.107026,0.96734747445,0.8258199725,0.3971624867,-1.509,0.3109548199,-0.09275,0.523,2.01925,3.16175,4.0565,4.815,5.235
1,9.75,0.337997,-1.833,2.8858986745,0.5723577778,0.609279,-0.0201559935,-22.8959,4.65335,0.14516758865,-1.136294963,-0.0485,0.3185,-0.215,74.905330906,81.2534,401.04478029,-2.366452,183.9,78.8,46.51,256.5538,292.5,4.57200763595,-0.1084695,1.026416095,0.8124973846,0.4227185825,-1.6065,0.2777588882,-0.09,0.5335,2.027,3.1675,4.063,4.821,5.248
1,10.25,0.311159,-1.387,2.79889563225,0.5358556667,0.6102995,-0.018375,-19.6921,7.64864,0.1153267371,-1.170612231,-0.0465,0.3175,-0.2135,72.831249031,81.266,400.82252283,25.67,320.2,145.9,77.53,249.85,294.75,4.7723676352,-0.10002,0.9959141529,0.8148895631,0.415512936,-1.317,0.2489461872,-0.07425,0.539,2.038,3.194,4.0695,4.82175,5.2635
