DOY2,HR2,T_CANOPY_1_1_1,CO2_1_1_1,FC_1_1_1,H2O_1_1_1,G,H,LE,PA_1_1_1,RH_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,TA_1_1_1,NETRAD,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_1,TAU_1_1_1,U_SIGMA_1_1_1,USTAR_1_1_1,V_SIGMA_1_1_1,W_SIGMA,WS_1_1_1,NEE
1,0.25,17.86069375,538.3002,4.5620825,23.692815,7.18233841083333,5.15273575,12.84198,102.894775,100,17.81075,0.7136572,17.86069375,-5.960107475,383.860790353876,391.247591122471,1.10239354,2.0935444,16.6909224166667,0.01466567,1.146888,0.422308,1.109171,0.5665999,3.286417,4.5620825
1,0.75,18.018525,559.611125,4.762295,24.68235,7.12711238666666,6.810152,24.621815,102.86964,100,17.883,0.7160352,18.018525,-5.1854716,384.579776350085,389.953662767617,1.10239354,2.23515635,16.5941398333333,0.01414634,1.16842325,0.409498799999999,0.939712,0.497564999999999,2.9111475,4.762295
1,1.25,17.76106125,565.796325,5.20383,24.4093625,5.44224333333333,8.82393800000001,15.114075,102.8309,100,17.58085,0.79677115,17.76106125,-5.02109900000001,383.985262166044,390.3855465915,1.09541541,2.183869,16.504483,0.01407909,1.0993085,0.39290565,0.834342925,0.52012625,3.49008825,5.20383
1,1.75,18.02431225,559.52375,4.81477,24.020455,5.76584793599999,9.89524,25.32843,102.78386,100,17.525025,0.788631499999999,18.02431225,-4.545676675,384.115120228902,390.199088981007,1.08843728,2.14066385,16.3986564166667,0.0121213375,1.07504625,0.3560395,0.926200099999999,0.47702925,2.983343,4.81477
1,2.25,17.54507925,570.7853,5.27508325,25.06796,6.06137668166667,5.97691624999999,12.5861725,102.735155,100,17.74625,0.7079815,17.54507925,-5.1007862,385.447370655731,390.976818781992,1.08145915,2.3484854,16.319705,0.0137417,1.0125386,0.366523,0.9913375,0.4991872,3.4395075,5.27508325
1,2.75,17.06647,571.816575,4.69687,24.0863,5.53176908333333,12.2921975,12.60202,102.71612,100,17.4864,0.757608999999999,17.06647,-4.7562884,386.118543713598,388.78691417841,1.415504575,2.024497875,16.2217548333333,0.0220801900000001,0.9615954,0.344127,0.994271999999998,0.4621932,3.47709075,4.69687
1,3.25,17.508515,567.4405,4.58191625,23.76859,5.32801033166666,6.50451799999999,12.52211,102.70457,100,17.3189,0.730905,17.508515,-3.26202110000001,385.780746492949,387.721433255336,1.2926324,2.062082225,16.1318766666667,0.0153045,0.946066,0.340557,0.9338038,0.423814,3.25495775,4.58191625
1,3.75,17.94424,586.723175,4.8496625,23.6953875,5.82986908833333,8.15962050000001,12.8553625,102.701065,100,17.085225,0.783822,17.94424,-1.9026194,386.410664227157,387.360537458048,1.237942,2.151207825,16.0389268333333,0.01480536,0.8812491,0.3270233,0.88014405,0.423556374999999,2.94664275,4.8496625
1,4.25,19.0361965,575.9785,4.11228625,23.7272875,5.43786139833333,5.93204975,10.6638,102.69773,100,17.357,0.81577515,19.0361965,-1.78104115,385.984133291089,387.950639498393,1.3726729,2.1404147,16.0136368333333,0.013693185,1.0188695,0.3278514,1.016839,0.45928375,3.61063,4.11228625
1,4.75,19.19917,580.334125,4.359556,23.93947,4.53760648833333,6.69472074999999,13.22659,102.698015,100,17.48125,0.8989835,19.19917,-1.50564975,385.65575621168,387.298604605225,0.935313425,2.116906525,15.9976328333333,0.016057355,0.914612925,0.3370848,0.871640375,0.428342849999999,3.0169535,4.359556
