DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,RH,VPD,WS,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PA,T_CANOPY,TS
1,0.25,0.07904,-0.08792425,-0.09573,-0.0195365395,-19.0296795,-0.3888845,-1.007482,-0.07608025,367.8573187,1.839048,-15.8685,-11.204298415,-3.5219,-3.741125,-3.226625,-0.931556825,-49.86027119,76.64075,0.1873272,1.440125,-0.52054,-0.46442,196.44,239.7492656,0,97.718,-17.089666085,-5.431
1,0.75,0.0827615,-0.069477,-0.08211275,-0.03197820175,-17.46340225,-0.3688665,-0.827181,-0.069553,367.7964381,1.8339605,-15.961,-11.922997845,-3.5846,-3.791675,-3.27705,-0.914305225,-47.21825182,77.1555,0.184750795,1.466034,-0.518095,-0.362,200.63,241.21,0,97.703,-17.1179521,-5.429633333
1,1.25,0.0811,-0.12242525,-0.1046763715,-0.021434744,-17.933653,-0.45398425,-0.7321225,-0.06858525,368.328102,1.842706,-16.15475,-12.40331925,-3.650727,-3.73155,-3.2943,-0.907447925,-46.60391,77.81,0.1735256275,1.391644,-0.48853,-0.3240038575,201.74715,240.86,0,97.69839,-17.496,-5.380544444
1,1.75,0.0798915,-0.139436,-0.120436749,-0.02537875,-17.01061225,-0.41189425,-0.877866,-0.109215,368.82081375,1.822169,-16.24475,-12.1702184475,-3.661572,-3.6407666665,-3.2989,-0.951698675,-47.52273387,77.44625,0.17367787875,1.299,-0.50473,-0.36379,199.565,240.6025,0,97.669,-17.639997,-5.403253333
1,2.25,0.07796525,-0.12462125,-0.10325164075,-0.022907046,-16.7806505,-0.4658775,-0.894064,-0.111264,368.42148355,1.833593,-16.385,-12.2428703075,-3.612411,-3.6347,-3.3073,-0.9606276,-45.4971548,77.42075,0.16595972025,1.317378,-0.47631,-0.3459061025,199.9575,239.558375,0,97.6815,-17.661,-5.439
1,2.75,0.07603825,-0.11590075,-0.09939738175,-0.023205354,-16.291704,-0.3546455,-0.88805625,-0.1037935,367.980443,1.809475,-16.403,-12.36971675,-3.6862,-3.65565,-3.3223,-1.02793005,-46.80197,77.0875,0.163742669,1.232309,-0.521605,-0.372005,199.755,239.9725,0,97.703,-17.579,-5.448
1,3.25,0.077425,-0.135747,-0.1231781615,-0.019318748,-15.795517,-0.3794745,-0.95367775,-0.111304,367.489098075,1.779932,-16.63025,-12.0864711875,-3.7294,-3.68245,-3.3178,-1.051256375,-46.861,77.37375,0.1603958415,1.294375,-0.5119001685,-0.4190425,199.485,240.88143465,0,97.688,-17.735,-5.459
1,3.75,0.074371,-0.13304375,-0.128921411,-0.020211844,-16.399357,-0.384544,-1.00625975,-0.12064975,368.949187,1.74244475,-16.998,-13.2840811775,-3.663602,-3.7494333335,-3.3173,-1.02161625,-47.80407,77.9105,0.162714498,1.329402504,-0.507485,-0.3791667925,202.12,238.7325,0,97.66675,-17.552,-5.498
1,4.25,0.0734715,-0.150327,-0.138994,-0.0207449635,-15.44542,-0.4827555,-0.826691,-0.0966335,369.915006,1.716484,-16.9665,-13.29325,-3.7305,-3.7882166665,-3.3614,-0.990547775,-47.485624,77.896105,0.152761808,1.358962,-0.526905,-0.369614105,200.59,240.195,0,97.667,-17.387,-5.528
1,4.75,0.0751935,-0.1136725,-0.124955,-0.02027575,-16.636615,-0.363446,-0.96274425,-0.0985145,370.4492735,1.733644,-16.8655,-13.2969837475,-3.8442,-3.7905,-3.4936,-1.008552,-48.88009,78.2641075,0.150483233,1.348,-0.51928,-0.3862462925,200.15,239.175,0,97.6946975,-17.693,-5.5382
1,5.25,0.082219,-0.146737,-0.1303294825,-0.022554,-15.27683975,-0.463757,-0.978234,-0.0965785,370.15148525,1.806571,-16.866,-13.764599685,-3.7846,-3.8185166665,-3.4663,-0.9930728,-48.67693,78.64277,0.154156749,1.397548,-0.5251925,-0.37886519,200.25,238.595,0,97.73725,-17.887,-5.573511111
1,5.75,0.080536,-0.1749525,-0.175929258,-0.0123125,-13.949,-0.41832875,-0.928196,-0.11757425,369.7435525,1.8464165,-16.948,-13.37704926,-3.7441,-3.8700666665,-3.4803,-1.02875225,-46.2756073,78.69475,0.14339367275,1.370971,-0.5198825,-0.3884125,199.135,239.57,0,97.7355,-17.839,-5.631833333
1,6.25,0.074252917,-0.168418,-0.154222306,-0.010958938,-15.81115,-0.37512125,-0.74563325,-0.121575,370.698237,1.89698,-16.8065,-13.2240481475,-3.767857,-3.9153166665,-3.4352,-1.034902,-45.3479658,78.47875,0.14425919275,1.409334716,-0.47223,-0.38154686625,201.5825,240.0011,0,97.732,-17.79755108,-5.686255556
1,6.75,0.080313,-0.12164025,-0.120099639,-0.011516,-14.38522375,-0.401404,-0.94904975,-0.119352,370.42458025,1.800613,-16.9365,-13.5229101025,-3.699,-3.9101833335,-3.4444,-1.047481175,-43.4583,78.265,0.14619086825,1.347604,-0.486565,-0.3454625,199.9675,237.8525,0,97.790195,-17.942,-5.769955556
1,7.25,0.080558,-0.15433,-0.15780607025,-0.012623,-14.436363,-0.4080335,-0.724839,-0.135927,369.49887445,1.78783275,-17.025,-13.05236703,-3.852285,-3.8814333335,-3.4206,-1.051886775,-44.02514,78.18,0.1422462295,1.250690021,-0.250545,-0.210545,199.07,238.52,0.06574716925,97.8089,-17.958,-5.805
1,7.75,0.0775,-0.129538,-0.122244,-0.016096,-14.4027605,-0.26081625,-0.5621535,-0.08000925,370.44220175,1.7477395,-17.08575,-13.53507175,-3.8812,-3.8804333335,-3.3965,-1.04453605,-43.16667521,78.009,0.143,1.351,2.8664065,1.992086875,200.2657,241.063975,7.0188700035,97.804475,-18.217,-5.825433333
1,8.25,0.0848125,-0.13679575,-0.12682629575,-0.01434381025,-13.330967,-0.127023,-0.518682,-0.0168185,369.442279,1.81733575,-16.79275,-14.4865679825,-3.899134,-3.8825666665,-3.4023,-1.047895425,-29.15235831,77.1664375,0.150745523,1.415968217,18.63409292,12.362715,205.785,242.793675,41.603794675,97.8127,-17.571468,-5.837
1,8.75,0.09018475,-0.1419985,-0.1458185,-0.0184875,-10.44124275,0.037097,0.0457005,-0.023058,370.123318,1.87889925,-16.4055,-12.43494525,-3.9125,-3.8971,-3.4036,-0.9479863,-11.209,75.292482325,0.179867444,1.613,45.626525,29.0933585,208.8575,245.52,98.056285605,97.806235,-16.539,-5.859
