DOY2,HR2,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_1,G_2,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,426.615,0.0436731038512263,0.343896,0.00915629,2093.82,4.33512,-3.23453,18.28,5.05171258089769,-0.3838726,-5.300895,-19.1267,17.7956,101.9239,83.2384402394325,17.904,0.181679112723505,18.68,0.337285313459826,367.894487469102,408.463222859329,-2.789,1.29,-55.194,17.9,17.56,18.2,18.94,20.78,21.17,22.27,-0.0110757,0.377560591163855,0.109554,0.316845388162744,0.136098126364767,1.0975
1,0.75,426.3515,0.0638499075864001,0.474281,0.009664995,2116.75,5.270005,-0.113027,17.6763,4.17459174967354,-0.7247701,-6.001511,-20.9867,17.3873,101.9104,83.8559514665082,18.155,0.175593084636264,18.445,0.340341017941931,368.542044753019,408.855277955039,-2.671,1.366,-52.217,17.77,17.55,18.02,18.75,20.6,21.01,22.2,-0.0101003,0.330877314963031,0.10086935,0.304358017505891,0.135924569292003,1.238
1,1.25,424.376,0.0380185481048396,0.432584,-0.00100739,2092.15,4.050865,0.0361344,17.3379,4.63964136594415,-1.168966,-6.697559,-19.2958,13.9856,101.898,83.7397863915026,18.1385000000001,0.182163590205548,18.4,0.32310619815367,369.946252306993,407.991587153711,-2.54,1.258,-51.392,17.94,17.61,18.14,18.66,20.41,20.97,22.2,-0.01277025,0.368174664392477,0.104819,0.34020682234994,0.156493004078139,1.178
1,1.75,423.746,0.0460524700749048,0.418285,-0.0216839,2086.11,4.52408,0.538367,17.2339,4.90740257162585,-1.785848,-7.505332,-24.0513,13.7171,101.8741,85.0599455785352,18.0175,0.181515961379941,18.34,0.314609892854941,367.657336501177,408.627095524961,-2.691,1.198,-53.376,17.83,17.16,18.01,18.52,20.34,20.84,22.19,-0.0171231,0.400919154867141,0.1193885,0.314864468908642,0.146406967015073,1.0285
1,2.25,424.279,0.0470610242132489,0.401066,-0.00701798,2102.96,4.22338,0.04753535,17.5836,5.0045679134167,-2.105988,-8.075209,-15.3601,6.91873,101.868,85.1992618378777,17.895,0.180500968906671,18.29,0.311932513907638,368.547484063689,408.613680423073,-2.365,1.281,-46.933,17.92,17.17,18.03,18.51,20.31,20.72,22.07,-0.0132418,0.329601274269381,0.1047715,0.298987446990058,0.148394525124331,1.1005
1,2.75,423.779,0.0534290768197526,0.569091,-0.009718185,2071.82,5.204415,0.134449,17.8728,4.83442289158427,-2.440687,-8.761302,-27.3029,11.6457,101.8524,86.0095368890551,18.0625,0.192648474706447,18.195,0.301438801129454,367.619880675715,408.717262192326,-2.392,1.185,-46.283,17.56,16.77,17.89,18.7,20.26,20.59,21.83,-0.013209,0.384203620986629,0.105524,0.297672013054527,0.15270950380956,1.155
1,3.25,424.252,0.0401925551224941,0.5517645,0.01623905,2088.19,2.59885,0.0380901,17.72,4.32071526980998,-2.81877,-9.25805,-19.7589,12.1178,101.8439,86.087004462775,18.0265,0.179287471674276,18.175,0.297357743700938,369.736923005193,408.240192020964,-2.302,1.165,-44.045,17.705,17.04,17.685,18.29,20.21,20.62,21.905,-0.01346345,0.352400958934608,0.1053255,0.281493991228032,0.149844101144033,1.011
1,3.75,422.836,0.0492272072827546,0.5440865,0.000586922,2114.375,4.17802,0.0467784,17.1021,4.31830555356207,-3.164266,-9.791166,-19.9804,14.4552,101.825,86.095573864035,18.0295,0.167473964095298,18.115,0.287306459094308,371.504623124154,407.36610507468,-2.231,1.205,-43.886,17.46,17.09,17.66,18.19,20.16,20.58,21.875,-0.01294725,0.351072858505426,0.1038,0.331438973986882,0.148721468221728,1.078
1,4.25,425.85,0.0465720946490492,0.46251,0.0183854,2106.25,8.16375,0.292864,17.0049,4.47967632759332,-3.45708,-10.37363,-15.95815,10.4202,101.8252,86.1433761377401,17.7025,0.178940557562623,18.105,0.29047781116529,370.826923005193,406.919340096216,-2.218,1.205,-44.502,17.44,16.87,17.515,17.96,20,20.5,21.705,-0.0169617,0.374169658029621,0.1219665,0.288561508166369,0.163266536100512,1.112
1,4.75,427.303,0.0487370495619093,0.477859,0.00220382,2109.05,4.16936,0.09165495,17.22135,4.10176535415088,-3.879366,-10.38562,-17.32785,9.91535,101.817,86.4127522016502,17.448,0.174512039760016,17.96,0.282063362064732,370.577263829464,406.596058669205,-2.357,1.064,-46.491,17.41,16.99,17.33,17.69,19.79,20.38,21.75,-0.0165443,0.348635787275695,0.116607,0.313459408902964,0.158584369226906,1.19
