DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.16,1.48,8.37,9.35,29.595,-5.315,-0.235,-63.84,-3.54,-11.02,0.59,0.09,6.59
1,0.75,0.16,1.44,8.44,9.25,29.77,-5.17,-0.235,-63.305,-18.74,-12.45,0.43,0.13,6.465
1,1.25,0.17,1.45,8.4,9.29,29.41,-5.43,-0.27,-63.995,-14.08,-14.32,0.33,0.12,6.375
1,1.75,0.18,1.51,8.35,9.14,29.51,-5.45,-0.365,-63.58,-2.85,-13.9,0.475,0.145,6.25
1,2.25,0.165,1.43,8.15,8.97,28.9,-5.45,-0.23,-63.09,-14.51,-13.29,0.28,0.12,6.09
1,2.75,0.16,1.5,8.07,8.89,29.355,-5.425,-0.23,-63.01,-20.93,-12.63,0.215,0.11,6.02
1,3.25,0.16,1.4,7.88,8.92,30.125,-5.46,-0.335,-63.25,-12.13,-11.77,0.33,0.09,5.95
1,3.75,0.16,1.445,7.85,8.94,30.06,-5.3,-0.355,-62.305,-18.64,-11.615,0.31,0.1,5.85
1,4.25,0.16,1.43,7.83,8.79,29.1,-5.28,-0.355,-62.785,-20.5,-11.96,0.49,0.115,5.77
1,4.75,0.16,1.445,7.71,8.75,28.91,-5.375,-0.295,-63.28,-17.47,-14.335,0.23,0.11,5.68
1,5.25,0.17,1.435,7.68,8.575,28.87,-5.31,-0.315,-62.705,-27.4,-13.58,0.34,0.115,5.62
1,5.75,0.17,1.4,7.49,8.63,29.24,-5.405,-0.405,-61.98,-0.06,-12.69,0.34,0.13,5.51
1,6.25,0.16,1.4,7.56,8.54,29.42,-5.255,-0.39,-61.645,-11.3,-14.29,0.45,0.11,5.41
1,6.75,0.165,1.47,7.51,8.53,29.43,-1.18,0.29,-58.485,-9.41,-13.255,0.59,0.11,5.38
1,7.25,0.16,1.41,7.64,8.67,29.05,41.085,13.345,-30.05,-10.43,-12.46,0.53,0.08,5.35
1,7.75,0.17,1.33,8.26,8.97,28.94,135.97,32.17,24.39,-88.05,-5.025,2.31,-0.01,5.28
1,8.25,0.21,1.25,9.18,9.61,28.1,232.53,35.44,85.1,-129.74,13.235,10.22,-0.37,5.26
1,8.75,0.295,1.395,10.13,10.18,26.33,325.62,47.665,151.76,64.25,46.875,17.33,-0.65,5.31
1,9.25,0.32,1.57,10.66,10.66,25.48,412.955,56.505,218.96,-26.16,85.085,21.46,-0.78,5.41
1,9.75,0.36,1.755,11.43,11.155,24.53,483.82,64.23,273.395,80.7,114.45,24.19,-0.91,5.58
1,10.25,0.39,1.905,11.76,11.545,23.66,551.025,77.215,320.97,15.68,145.64,27.47,-0.84,5.83
1,10.75,0.42,2.14,11.99,11.78,23.49,590.265,85.09,354.935,18.46,171,30.41,-0.935,6.19
1,11.25,0.44,2.19,12.11,11.98,23.38,621.08,91.67,375.445,145.24,190.425,29.55,-0.755,6.52
1,11.75,0.45,2.3,12.2,11.99,23.27,626.755,94.51,381.615,7.58,197.13,29.505,-0.695,6.84
1,12.25,0.46,2.34,12.41,12.07,23.06,623.455,95.1,378.305,41.75,197.355,27.795,-0.785,7.16
1,12.75,0.455,2.3,12.68,12.39,23.36,601.785,94.09,362.735,102.8,200.43,29.15,-0.67,7.44
1,13.25,0.44,2.31,12.67,12.315,24.18,560.28,90.78,333.185,110.12,189.12,25.49,-0.645,7.66
1,13.75,0.435,2.26,12.74,12.355,24.035,506.865,83.65,290.405,102.345,173.215,22.74,-0.555,7.84
1,14.25,0.42,2.19,12.56,12.405,23.955,440.555,73.76,236.7,114.935,154.575,20.73,-0.49,8.07
