DOY2,HR2,CO2_1_1_1,H2O_1_1_1,T_SONIC_1_1_1,WS_1_1_1,USTAR_1_1_1,H_1_1_1,FC_1_1_1,LE_1_1_1,CO2_2_1_1,H2O_2_1_1,T_SONIC_2_1_1,WS_2_1_1,USTAR_2_1_1,H_2_1_1,FC_2_1_1,LE_2_1_1,CO2_2_1_2,H2O_2_1_2,FC_2_1_2,LE_2_1_2,PA_2_1_1,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_IN_2_2_1,PPFD_IN_2_3_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,NETRAD_2_1_1,PPFD_IN_3,PPFD_IN_4,PPFD_IN_5,PPFD_IN_6,PPFD_IN_7,PPFD_IN_8,PPFD_OUT_2_1_1,TA_1_1_1,TA_1_1_2,TA_2_1_1,TA_2_1_2,TA_2_2_1,TA_2_3_1,TA_2_4_1,TA_3_1_1,TA_3_2_1,TA_4_1_1,TA_4_2_1,TA_5_1_1,TA_5_2_1,TA_6_1_1,TA_6_2_1,RH_1_1_1,RH_2_1_1,RH_2_2_1,RH_2_3_1,VPD_2_1_1,VPD_1_1_1,WS_2_2_1,CO2_3_1_1,CO2_3_2_1,CO2_3_3_1,CO2_3_4_1,CO2_3_5_1,CO2_3_6_1,CO2_3_7_1,CO2_3_8_1,SC_2_1_1,TS_1,TS_10_1_1,TS_10_2_1,TS_10_3_1,TS_10_4_1,TS_10_5_1,TS_10_6_1,TS_10_7_1,TS_10_8_1,TS_10_9_1,TS_11_1_1,TS_11_2_1,TS_11_3_1,TS_11_4_1,TS_11_5_1,TS_11_6_1,TS_11_7_1,TS_11_8_1,TS_11_9_1,TS_12_1_1,TS_12_2_1,TS_12_3_1,TS_12_4_1,TS_12_5_1,TS_12_6_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,TS_8,TS_9
1,0.25,387.8425,0.8,-17.92,0.68,0.09,-82.369,-0.54548,-4.13325,409.45,0.905,-18,0.395,0.0970805,-89.97325,-0.46684,-4.5926,426.78,2.55915,-0.19045,-4.7503,94.54425,0,-0.5,-0.6,-0.3,-4.55,-0.157025,147.475,239.48,-107.56,0,0,0,0,0,0,-0.6,-18.8,-17.802,-18.165,-10.3075,-18.775,-18.0205,-16.31,-17.74,-18.16,-18.33,-17.815,-18.071,-17.9215,-18.09625,-17.61425,46.7985,48.9,51.85,54.185,0,0,0.86,410.0525,409.8,409.54,409.025,409.5075,410.28,409.84,409.5,-1.52453905247128,0.3,-9.105,-5.765,0.145,2.1,2.9,3.4225,3.8,4.3225,5,-0.9575,1.4475,3.29,4.295,4.9,5.3475,5.8475,6.1475,6.6475,-2.9,-0.6775,0.9225,1.7,2.3,2.9,0.5,-0.3,-0.4,-0.44025,-1.2715,-0.7962,-0.5886,-1.00135
1,0.75,387.745,0.8,-18.295,0.553,0.1,-81.1,-0.2481,-3.6796,409.7375,0.8865,-17.94,0.391,0.08802,-91.94,-0.42101,-6.9387,426.6,2.56215,-0.505985,-7.7213,94.576,0,-0.7,-0.6,-0.4,-4.64,-0.16,146.5,239.435,-107.065,0,0,0,0,0,0,-0.6575,-19.24,-17.92075,-18.21,-10.0875,-18.6475,-18.1,-16.975,-18.025,-18.205,-18.35,-18.135,-18.2635,-18.1845,-18.311,-18.04425,47.986,50.59,51.125,54.1,0,0,0.83,410.58,409.9,409.8425,409.355,409.695,410.3,410.34,410.66,-1.14320930615065,0.3,-9.2725,-5.82,0.145,2.1,2.9,3.4225,3.8,4.3,5,-0.9525,1.4,3.29,4.3425,4.9,5.3475,5.8475,6.1475,6.6475,-3,-0.755,0.9225,1.7,2.3,2.9,0.5,-0.3,-0.4,-0.442,-1.2983,-0.8187,-0.60385,-1.0095
1,1.25,387.445,0.8,-18.315,0.5605,0.09573775,-80.2475,-0.397445,-4.515,409.3,0.883,-17.9,0.38825,0.072464,-87.85625,-0.4175775,-6.7616,426.2275,2.53205,-0.03377175,-5.637475,94.613,0,-0.6,-0.6,-0.4,-4.6,-0.2,147,240.425,-106.22,0,0,0,0,0,0,-0.6,-19.3,-17.6505,-18.0365,-10.5675,-18.235,-18.2,-16.49375,-18.315,-18.35,-18.475,-18.18,-18.325,-18.135,-18.3055,-17.8955,49.144,49.3425,51,54.2,0,0,0.66,410.805,410.7625,410.49,410.14,410.58,411.655,411.2875,411.4,-1.12957397793138,0.3,-9.34,-5.82,0.1225,2.1,2.9,3.4225,3.8,4.3,5,-1,1.3475,3.3425,4.3425,4.9,5.3475,5.8475,6.1475,6.6475,-3,-0.755,1,1.7,2.3,2.9,0.42875,-0.3,-0.4,-0.44275,-1.3145,-0.83075,-0.6128,-0.9945
1,1.75,387.535,0.8,-18.195,0.556,0.03500675,-80.34525,-0.413,-4.696575,409.4875,0.8675,-17.8,0.3225,0.078336,-88.159,-0.413615,-7.942,426.28,2.5006,-0.3975925,-6.505675,94.675,0,-0.5,-0.6,-0.3,-4.47,-0.2,147,240.565,-106.2375,0,0,0,0,0,0,-0.6,-19.56,-18.0775,-18.0155,-10.31,-18.18,-18.3,-16.45625,-18.415,-18.455,-18.39,-18.185,-18.3755,-18.2795,-18.42,-17.984,49.49725,49.0425,52.85,55.1,0,0,0.58,410.46,410.1175,410.225,410.5,410.28,411.1,411.75,411.815,-1.33591049770654,0.3,-9.4625,-5.8975,0.1225,2.1,2.9,3.4225,3.8,4.3,5,-1.0575,1.2475,3.3425,4.295,4.9,5.3475,5.8475,6.2,6.6475,-3.0775,-0.7775,1,1.7,2.3,2.9,0.42875,-0.3,-0.4,-0.449,-1.2971,-0.875,-0.6294,-1.00655
1,2.25,387.545,0.779,-18.4,0.413,0.000750000000000011,-82.3995,-0.392085,-5.2868,410.385,0.86425,-18,0.1975,0.09823925,-89.82075,-0.33238,-5.9391,426.4,2.4512,-0.6051,-5.65,94.711,0,-0.49,-0.65,-0.3,-4.4,-0.2,147,238.77,-105.7825,0,0,0,0,0,0,-0.6575,-19.7375,-17.99425,-18.242,-10.2575,-18.3825,-18.31,-16.43125,-18.625,-18.675,-18.715,-18.375,-18.637,-18.417,-18.724,-17.92,50.0025,47.9,51.75,56,0,0,0.73,410.3,410.04,409.9,409.645,409.9825,410.7775,410.635,411.215,-1.62903845143058,0.2855,-9.5625,-5.875,0.045,2.1,2.9,3.4225,3.8,4.3,5,-1.11,1.1475,3.3425,4.295,4.9,5.3475,5.8,6.1475,6.6475,-3.1,-0.7775,1,1.7,2.3,2.9,0.5,-0.3625,-0.4,-0.4555,-1.3147,-0.90335,-0.6252,-1.03865
1,2.75,387.445,0.7535,-18.2,0.5105,0.0486415,-82.04025,-0.4191875,-3.5975,410.505,0.92625,-17.91,0.33325,0.0747675,-86.16825,-0.524355,-5.0219,426.42,2.435,-0.3219,-6.477,94.665,0,-0.4,-0.6,-0.3,-4.45,-0.2,148,239.13,-105.8275,0,0,0,0,0,0,-0.5,-19.8775,-17.91225,-18.23375,-10.1525,-18.2,-18.5,-16.7125,-18.53,-18.625,-18.715,-18.425,-18.6545,-18.411,-18.67925,-18.16775,51.5315,50.8025,53.825,57.69,0,0,0.8095,410.06,409.7875,409.8,409.86,409.8475,410.55,411.1325,411.425,-1.0604677053733,0.3,-9.53,-5.9525,0.045,2.1,2.9,3.4225,3.8,4.3,5,-1.1625,1.1,3.3425,4.2475,4.9,5.3475,5.8,6.1475,6.6475,-3.1,-0.855,1,1.7,2.3,2.9,0.5,-0.4,-0.4,-0.461,-1.3061,-0.91375,-0.61715,-1.04785
1,3.25,387.545,0.778,-18.3925,0.462,8.73250000000012e-05,-83.65,-0.455,-3.799,410.56,0.886,-17.905,0.332,0.0737075,-101.43,-0.3870775,-7.329925,426.2875,2.4175,-0.3388325,-5.261975,94.59875,0,-0.4,-0.6,-0.3,-4.48,-0.18,147.12,238.03,-104.955,0,0,0,0,0,0,-0.6575,-20.025,-17.77525,-18.1105,-10.41,-18.66,-18.5,-17.1,-18.555,-18.73,-18.82,-18.51,-18.723,-18.5295,-18.768,-18.2655,52.185,52.34,55.945,59.0925,0,0,0.7185,410.25,409.655,409.61,409.325,409.47,410.355,410.1875,410.5625,-1.46690837657768,0.27,-9.53,-5.93,0.045,2.0225,2.9,3.4225,3.8,4.3,5,-1.1675,1.1475,3.2475,4.2475,4.9,5.3475,5.8,6.1475,6.6475,-3.1,-0.855,1,1.7,2.3,2.9,0.5,-0.4,-0.4,-0.468,-1.30625,-0.93295,-0.61085,-1.06495
1,3.75,387.645,0.716,-18.6075,0.44075,0.0570355,-85.0875,-0.5135,-5.412125,410.74,0.824,-17.805,0.314,0.10050225,-82.39775,-0.77547,-6.31205,425.64,2.3985,-0.2572325,-4.116725,94.618,0,-0.5,-0.6,-0.3525,-4.4,-0.15,147,239,-105.2,0,0,0,0,0,0,-0.66,-19.864,-17.882,-17.9525,-11.41,-18.275,-18.1,-16.78,-18.435,-18.835,-19.005,-18.77,-18.819,-18.5755,-18.815,-18.178,52.389,50.685,55.62,60,0,0,0.658,410.0325,409.64,409.68,409.4,409.8475,410.56,410.84,410.925,-1.88593559345202,0.255,-9.53,-6.0525,0.045,2.0225,2.9,3.4225,3.8,4.3,5,-1.1675,1.1475,3.1475,4.2475,4.9,5.3475,5.8,6.1475,6.6475,-3.1775,-0.855,1,1.7,2.3,2.9,0.5,-0.4,-0.4,-0.468,-1.3442,-0.94085,-0.61995,-1.0745
1,4.25,387.6,0.715,-18.85,0.509,0,-85.8625,-0.4,-5.184,410.54,0.821,-18.025,0.28,0.084979,-87.8545,-0.45123,-6.0528,425.46,2.693775,-0.34,-5.2477,94.62925,0,-0.6,-0.62,-0.3525,-4.16,-0.15,147,238.5,-104.3275,0,0,0,0,0,0,-0.7,-19.7865,-17.94775,-18.105,-11.405,-18.525,-18.7,-16.74,-18.49,-18.99,-19.135,-18.905,-18.914,-18.7015,-18.915,-18.3745,52.3225,52.265,57.5475,61.4475,0,0,0.62,410.455,409.76,409.44,409.65,410.125,410.84,410.975,410.9625,-1.19615096479019,0.2075,-9.53,-6.075,0.0225,2.0225,2.9,3.4225,3.8,4.3,5,-1.22,1.095,3.0425,4.2475,4.9475,5.3475,5.8,6.1475,6.6475,-3.155,-0.855,1,1.7,2.3,2.9,0.4925,-0.4,-0.4,-0.46275,-1.3652,-0.9386,-0.61205,-1.0837
1,4.75,387.69,0.73375,-18.81,0.52,0,-86.02,-0.539,-3.651,410.56,0.9975,-18.125,0.32,0.078055,-85.7925,-0.5063875,-6.57685,425.3,2.6712,-0.22123,-4.6699,94.63775,0,-0.5,-0.6,-0.3525,-4.3,-0.09,146,238,-103.6375,0,0,0,0,0,0,-0.6165,-20.1975,-17.9,-18.3625,-11.2575,-18.675,-18.6,-16.852,-18.64,-19.07,-19.135,-18.88,-19.1535,-18.8945,-19.095,-18.521,52.919,54.565,56.55,61.3,0,0,0.6895,410.3325,409.68,409.92,409.895,410,410.98,410.9,411.225,-1.16428129021015,0.205,-9.42,-6.02,0.0225,2.1,2.9,3.4225,3.8,4.3,5,-1.1725,1.1425,3.0425,4.2475,4.9475,5.3475,5.8475,6.1475,6.6475,-3.1775,-0.855,1,1.7,2.3,2.9,0.43125,-0.4,-0.4,-0.4655,-1.39475,-0.93665,-0.6317,-1.06975
