DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,SLE,G,TS,RH,PA,CO2,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA
1,0.25,0.184632685,-7.5065,3.228547914,0.00569042925,-0.011221343,-52.495452975,0.483056081,-0.55763141975,-3.5555,-0.091,56.905,78.70078574,367.485511475,-61.64,0,0.1035,204.075,257.4,3.8102457475,-0.199975984,0.63091216725,0.63355984875,0.24462573975,-6.90284932875,0.16657142625
1,0.75,0.170794422,-7.5725,3.329111772,0.040572321,-0.0055827635,-51.319632315,-2.21193370875,-0.51675703,-3.7355,-0.10225,56.89,78.66361785,367.6719766,-63.6175,0,0.1485,207.45,259.15,3.81798787975,-0.211371042,0.610267219,0.565935621,0.239233532,-6.646290573,0.174428456
1,1.25,0.1502949705,-7.451,3.36031188175,0.090329191,-0.0160630135,-38.84589349,-4.5632715315,-0.4810365635,-3.403,-0.09775,56.725,78.6180299475,368.260228525,-65.735,0,0.237,202.75,257.35,3.881424203,-0.18437638725,0.64301646375,0.617992811,0.238306042,-6.6105198115,0.18914412325
1,1.75,0.174679542,-7.5645,3.090622645,-0.010441255,-0.020790149,-43.07570636,-2.711927969,-0.25353209,-3.6255,-0.1,58.085,78.64383391,368.2105055,-58.8675,0,0.1155,206.575,259.3,3.810738611,-0.19715898,0.676177382,0.609305722,0.23419153,-7.195309834,0.174651425
1,2.25,0.155026893,-7.524,3.119580966,-0.044001905,-0.01577678925,-47.743467865,-3.1857753005,-0.439712207,-3.728,-0.084,57.53,78.64993887,368.1584967,-53.9175,0,0.03825,202.575,259.475,3.8347857145,-0.202380141,0.644265408,0.547224365,0.218790157,-6.992006036,0.196645594
1,2.75,0.145667686,-7.705,2.952959153,0.0233172195,-0.027857864,-46.904979735,-4.416306062,-0.34911781925,-3.7135,-0.07425,56.065,78.68544115,367.9664264,-61.72,0,0.1155,201.875,256.55,3.807317404,-0.190023794,0.588126078,0.558426567,0.20197615,-6.810284976,0.16933449
1,3.25,0.144364848,-7.818,3.119201436,-0.00491934425,-0.014383622,-45.223550885,-2.9277225355,-0.3081688485,-3.853,-0.0915,55.74,78.70163741,367.933222175,-60.18,0,0.0635,203.9,258.675,3.831671712,-0.217432761,0.61027949,0.527495295,0.237920467,-6.834335977,0.176719105
1,3.75,0.165206468,-7.5805,3.306921325,-0.012727008,-0.015858923,-47.67646937,-9.4094889525,-0.322143284,-3.631,-0.092,55.415,78.68688443,367.65987095,-58.135,0,0.104,203.325,259.25,3.848365845,-0.216525255,0.620093563,0.613694867,0.247718554,-6.896883586,0.168786268
1,4.25,0.1862637415,-7.919,2.9988669885,-0.0107362755,-0.0115098045,-42.9046447625,-4.232714805,-0.208640568,-3.6385,-0.09725,55.415,78.692343245,367.4239119,-58.9925,0,0.0555,203.175,258.475,3.9722486885,-0.22729658325,0.6701308225,0.59684548875,0.23495092525,-6.91845529075,0.17748438225
1,4.75,0.18323169675,-8.0015,3.145236105,0.03908541,-0.0099763545,-47.29846896,-4.231545637,-0.211219516,-3.7075,-0.097,53.25,78.6737455025,367.48336635,-64.6925,0,0.0615,205.8,258.05,3.91035675125,-0.186568632,0.61860719025,0.580648736,0.250674265,-6.65077651775,0.1700757065
1,5.25,0.1726532985,-7.9445,3.3289137985,0.006626566,-0.01522057725,-46.17681972,-2.1109987935,-0.4320532795,-3.8665,-0.08925,55.67,78.63791283,367.4222501,-61.985,0,0.042,204.825,257.325,4.014083969,-0.1810761545,0.58075049975,0.49638513925,0.23301179875,-6.5901256225,0.16078618825
1,5.75,0.147612904,-8.17,3.446087358,0.045772023,-0.012551042,-43.67532221,-5.80331509825,-0.38640199275,-3.892,-0.09075,56.04,78.64854091,367.28325005,-55.32,0,0.0745,208.975,257.325,3.902841405,-0.18875885,0.663298113,0.577571419,0.2564323,-6.701792452,0.135812767
1,6.25,0.1996277355,-8.195,3.40037413425,0.066437232,-0.0119296865,-50.410077225,-3.4743403395,-0.33688662,-3.846,-0.093,56.78,78.620835565,367.532308,-51.8075,0,0.077,216.275,256.775,3.70757041925,-0.2457261295,0.7060248405,0.64253546175,0.28288632675,-6.4953597645,0.177236621
1,6.75,0.19853944125,-7.8325,3.3594877275,-0.015596723,-0.010638443,-43.999871185,-3.82587541825,-0.369390679,-3.592,-0.09525,60.32,78.62068925,367.5581244,-56.615,0,0.06975,224,257.4,4.09568179575,-0.226428514,0.730130707,0.658847668,0.2890398465,-6.618488143,0.15957657825
1,7.25,0.18637902775,-7.7355,3.5208854005,0.0247685425,-0.01483599975,-44.73601038,-2.646778743,-0.24329758625,-3.5615,-0.09925,61.66,78.6295456425,367.412757,-56.7275,0,0.107,212.5,256.3,4.03763142575,-0.18430640125,0.6102710255,0.594188622,0.26083295575,-6.73165920075,0.1639666375
1,7.75,0.2063057675,-7.7975,3.244805829,-0.05126667,-0.0138993845,-42.2319609575,-1.72134486025,-0.3185205455,-3.9325,-0.10875,62.17,78.66113313,367.53267015,-59.3075,0,0.2605,219.875,256.075,4.17614116125,-0.1916791415,0.62342820475,0.59372173125,0.29856521725,-6.82319459725,0.1730811435
