DOY2,HR2,CO2_1_1_1,FC_1_1_1,G_1_1_A,H_1_1_1,LE_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TAU_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,WS_1_1_1,T_CANOPY_1_1_1
1,5.25,415.35,1.689,-2.955,-11.65,-0.75,80.645,89.945,-3.27,0.355,-2.85,0,0,-0.73,243.525,293.895,-46.02,2.05,2.32,2.465,0.735,1.795,2.525,-0.0199537,0.1390195,0.14932097,1.404335,-4.61
1,5.75,415.45,1.20834,-2.965,-10.05,0.53,80.68,90.065,-3.38,0.41,-2.93,0,0,-0.725,242.865,293.83,-39.51,2.04,2.445,2.52,0.735,1.795,2.52,-0.01894145,0.135134,0.14617797,1.36561,-4.415
1,6.25,416,1.34646,-2.995,-9.76,0.34,80.69,90.03,-3.42,0.33,-2.81,0,0,-0.735,243.765,291.38,-40.525,1.995,2.45,2.525,0.74,1.785,2.52,-0.01175845,0.116659,0.14544587,1.33108,-4.52
1,6.75,414.7,1.15733,-3.02,-9.71,0.38,80.68,90.37,-3.365,0.31,-2.86,0.065,0,-0.705,242.26,291.055,-37.52,2.145,2.47,2.285,0.735,1.78,2.525,-0.0163461,0.125801,0.13818394,1.26706,-4.725
1,7.25,416.2,1.316195,-3.02,-10.64,-0.1,80.715,90.41,-3.295,0.335,-2.855,6.93,0.19,0.35,244.83,290.02,-38.09,2.04,2.375,2.32,0.735,1.78,2.525,-0.01222625,0.12607,0.12749865,1.348245,-4.895
1,7.75,415.5,1.3962,-3.02,-9.07,-0.98,80.725,90.07,-3.26,0.32,-2.845,49.985,22.925,6.435,239.83,290.69,-16.47,2.05,2.48,2.38,0.735,1.78,2.52,-0.01717805,0.139372,0.14778957,1.348725,-5.205
1,8.25,414.6,1.279765,-3.02,-10.89,1.75,80.72,88.775,-2.925,0.42,-2.39,147.525,83.055,21.405,243.49,294.08,22.835,1.935,2.32,2.175,0.735,1.78,2.525,-0.0109799,0.130665,0.15235912,1.12317,-4.58
1,8.75,412.4,1.67591,-3.02,-6.08,1.53,80.75,87.51,-2.155,0.6,-1.91,307.295,170.925,41.475,243.665,297.62,77.455,1.895,2.15,2.12,0.735,1.78,2.52,-0.0103201,0.112037,0.14015705,0.81429,-3.685
1,9.25,410.9,0.904305,-3.015,-1.54,4.09,80.76,83.4,-0.92,0.95,-0.71,427.69,238.08,60.135,247.16,302.25,124.81,1.73,2,1.93,0.74,1.78,2.52,-0.00569051,0.115776,0.15566213,0.611537,-2.375
1,9.75,409.3,0.8426015,-3.015,15.325,11.62,80.76,79.035,0.46,1.4,1,559.535,316.53,80.235,252.42,310,177.545,1.53,1.77,1.805,0.735,1.78,2.52,-0.0225425,0.181854,0.22488108,0.717371,-1.125
1,10.25,406.35,0.218318,-2.96,33.17,17.6,80.76,75.135,1.465,1.775,1.88,648.28,351.58,92.865,254.335,314.855,199.7,1.5,1.635,1.765,0.735,1.78,2.52,-0.07750505,0.29529,0.339076385,1.22631,-0.425
1,10.75,405.6,-0.273492,-2.965,39.885,27.485,80.725,70.965,2.54,2.27,3.315,744.605,406.62,106.365,254.57,319.22,239.73,1.595,1.73,1.69,0.735,1.785,2.52,-0.135719,0.372309,0.397127125,1.59985,0.465
1,11.25,404.9,-0.5274855,-2.94,61.345,29.855,80.69,68.27,3.205,2.44,4.06,865.04,478.345,121.355,256.73,324.165,261.215,1.675,1.67,1.585,0.72,1.785,2.52,-0.1518105,0.390373,0.48957635,1.81234,1.27
1,11.75,403.8,-1.020195,-2.9,62.22,30.15,80.645,61.89,3.935,3.06,4.93,861.255,475.405,127.175,255.56,327.73,264.485,1.66,1.765,1.625,0.72,1.79,2.52,-0.177968,0.429205,0.507582335,2.05497,2.38
1,12.25,402.3,-0.6865185,-2.905,70.47,37.85,80.66,59.485,4.6,3.43,5.63,841.375,458.585,114.965,259.305,330.79,258.345,1.645,1.695,1.595,0.72,1.79,2.525,-0.201757,0.4462,0.54194926,2.02189,3.145
1,12.75,401.6,-0.8524795,-2.885,73.92,39.075,80.6,57.155,5.315,3.65,6.13,835.1,442.705,106.43,260.54,331.75,260.085,2.01,1.81,1.765,0.725,1.79,2.52,-0.209037,0.478674,0.56690211,2.00351,3.35
1,13.25,401.4,-0.968769,-2.88,84.98,35.95,80.61,56.22,5.335,3.83,6.41,824.36,439.625,103.665,260.8,330.84,259.185,2.225,1.905,1.845,0.725,1.79,2.525,-0.18192,0.446485,0.57915715,1.95312,3.49
1,13.75,401.25,-1.01474,-2.88,71.55,30.55,80.575,53.77,5.52,4.035,6.655,780.56,411.38,84.11,262.05,331.84,241.72,2.175,2.055,1.955,0.725,1.79,2.525,-0.230053,0.475176,0.64502694,2.077335,3.46
1,14.25,401,-0.235827,-2.875,58.43,29.92,80.575,55.08,5.685,3.76,6.585,598.17,319.57,68.55,261.995,331.92,178.485,2.145,2.08,2.035,0.725,1.795,2.525,-0.209119,0.4619585,0.59457639,1.941685,3.79
1,14.75,400.8,-0.14034,-2.875,42.64,33.86,80.59,54.69,5.645,4.07,6.59,526.575,275.645,53.095,259.67,330.965,145.595,2.3,2.075,1.985,0.73,1.795,2.525,-0.187756,0.43811,0.57023767,1.95179,3.575
1,15.25,401.5,0.349532,-2.88,23.32,24.81,80.59,57.19,5.465,4.15,6.3,394.665,195.295,37.415,261.93,329.395,89.44,2.315,2.235,2.13,0.73,1.795,2.525,-0.170636,0.413159,0.53611193,1.76991,3.045
1,15.75,400.95,0.986953,-2.88,3.12,15.545,80.595,58.755,5.175,3.61,6.18,235.22,116.825,23.52,258.76,326.095,30.56,2.64,2.46,2.5,0.73,1.795,2.525,-0.1269745,0.3639895,0.444082575,1.56071,2.4
1,16.25,402.55,1.4208,-2.88,-14.76,14.35,80.62,61.755,4.325,3.06,5.17,100.375,46.45,10.395,253.845,319.86,-7.195,2.83,2.675,2.605,0.73,1.795,2.525,-0.0781424,0.276336,0.30924408,1.47083,0.92
1,16.75,403.8,1.12294,-2.88,-16.285,4.31,80.61,69.12,2.745,2.195,3.685,28.645,10.09,3.13,257.845,315.865,-43.295,2.76,2.72,2.585,0.73,1.8,2.525,-0.02441365,0.1876875,0.19876447,1.364245,-0.325
1,17.25,404.4,1.348245,-2.88,-15.27,2.19,80.61,73.935,1.79,1.78,2.49,1.875,0,-0.33,255.495,311.615,-58.23,2.71,2.735,2.64,0.735,1.8,2.525,-0.03232875,0.180242,0.20595801,1.31876,-1.085
1,17.75,406.1,1.26229,-2.88,-17.28,4.66,80.62,78,0.62,1.53,1.48,0.01,0,-0.74,251.65,308.12,-53.91,2.6,2.635,2.53,0.735,1.8,2.525,-0.02454785,0.163181,0.18586393,1.32653,-1.47
1,18.25,406.6,1.26155,-2.88,-13.68,3.21,80.64,81.505,0.09,1.265,0.88,0,0,-0.69,247.02,305.755,-56.34,2.5,2.605,2.605,0.735,1.795,2.525,-0.0230263,0.1675195,0.183674505,1.33002,-2.09
1,18.75,407.75,1.60043,-2.88,-13.65,3.705,80.65,83.445,-0.305,1.07,0.46,0,0,-0.68,245.65,304.145,-57.98,2.535,2.605,2.705,0.735,1.8,2.525,-0.02219755,0.155471,0.18475091,1.3176,-2.385
1,19.25,408.8,1.565115,-2.88,-8.95,1.93,80.665,84.36,-0.6,0.965,0.265,0,0,-0.675,247.525,302.535,-51.015,2.445,2.61,2.645,0.735,1.8,2.52,-0.0201834,0.1464405,0.185451035,1.382035,-2.6
1,19.75,409.65,1.68725,-2.88,-10.85,1.81,80.68,85.86,-1.04,0.92,-0.06,0,0,-0.685,245.37,301.335,-59.165,2.4,2.565,2.65,0.745,1.8,2.52,-0.0229989,0.150778,0.177762515,1.41696,-2.845
1,20.25,410,2.10206,-2.88,-15.45,2.74,80.7,86.495,-1.235,0.87,-0.29,0,0,-0.685,252.335,301.805,-48.535,2.19,2.595,2.57,0.74,1.8,2.52,-0.02284065,0.1577285,0.187582515,1.3378,-2.915
1,20.75,410.2,1.49707,-2.885,-11,1.815,80.695,87.53,-1.325,0.775,-0.515,0,0,-0.69,252.04,300.61,-46.845,2.135,2.355,2.655,0.73,1.8,2.52,-0.0212737,0.1486225,0.1600405,1.29532,-3.07
1,21.25,410.8,1.50315,-2.88,-10.57,1.5,80.7,87.745,-1.38,0.72,-0.68,0,0,-0.705,252.63,299.72,-47.77,2.265,2.535,2.63,0.73,1.8,2.52,-0.016472,0.136307,0.15551784,1.40439,-3.195
1,21.75,410.6,1.72777,-2.905,-13.85,1.25,80.7,87.515,-1.54,0.72,-0.72,0,0,-0.67,248.64,299.325,-51.8,2.22,2.59,2.665,0.73,1.8,2.52,-0.0216063,0.1467775,0.172392485,1.465315,-3.285
1,22.25,411.4,1.66903,-2.905,-8.13,2.375,80.7,88.255,-1.78,0.62,-0.905,0,0,-0.67,245.72,298.61,-52.345,2.17,2.57,2.62,0.73,1.805,2.52,-0.0186574,0.140345,0.157139945,1.351965,-3.455
1,22.75,411.1,1.450175,-2.905,-9,1.475,80.7,88.105,-1.865,0.54,-1.06,0,0,-0.695,255.505,298.52,-47.715,2.185,2.46,2.635,0.73,1.805,2.515,-0.0188477,0.136188,0.16723397,1.41306,-3.615
1,23.25,412.5,1.81645,-2.9,-12.54,0.96,80.705,88.48,-2.025,0.57,-1.355,0,0,-0.695,256.025,297.585,-46.765,2.255,2.47,2.695,0.73,1.805,2.52,-0.01851525,0.1521025,0.173956035,1.392225,-3.86
1,23.75,413.65,1.535365,-2.88,-10.73,0.84,80.685,88.635,-2.195,0.58,-1.55,0,0,-0.715,260.105,297.155,-43.07,2.13,2.465,2.575,0.73,1.805,2.52,-0.02017455,0.1394215,0.15706654,1.348985,-3.99
2,0.25,414.9,1.41256,-2.745,-9.98,1.63,80.435,83.77,-3.35,0.78,-2.595,0,0,-0.6,223.275,288.475,-62.73,2.085,2.395,2.5,0.695,1.575,2.22,-0.0188327,0.1431385,0.147467005,1.36818,-5.67
2,0.75,414.5,1.01249,-2.75,-9.96,1.52,80.435,83.83,-3.46,0.785,-2.655,0,0,-0.585,222.825,288.125,-61.8,2.12,2.36,2.5,0.695,1.57,2.22,-0.0152672,0.1236675,0.15811841,1.41047,-5.92
2,1.25,414.7,1.3511,-2.75,-13.22,1.205,80.425,84.29,-3.75,0.75,-2.86,0,0,-0.635,223.68,287.24,-60.415,2.085,2.46,2.46,0.695,1.575,2.22,-0.01943155,0.1470175,0.16928403,1.45708,-6.075
2,1.75,415.9,1.33864,-2.75,-11.27,0.865,80.43,83.875,-3.735,0.78,-2.99,0,0,-0.615,225.535,286.44,-56.76,2.025,2.395,2.465,0.695,1.57,2.22,-0.0212004,0.144946,0.15303692,1.43285,-6.185
2,2.25,416,1.14485,-2.745,-11.145,0.82,80.425,84.395,-4.075,0.675,-3.33,0,0,-0.62,225.705,285.93,-56.755,2.045,2.38,2.42,0.695,1.57,2.22,-0.0204521,0.144042,0.152980545,1.466735,-6.36
2,2.75,416,1.37826,-2.745,-13.08,0.42,80.41,83.98,-4.275,0.69,-3.68,0,0,-0.62,225.085,285.68,-57.885,1.985,2.3,2.265,0.695,1.57,2.22,-0.0167199,0.13858,0.15368214,1.34089,-6.525
2,3.25,416.2,1.131895,-2.75,-11.76,0.69,80.385,84.585,-4.51,0.63,-3.765,0,0,-0.65,225.64,285.13,-54.465,1.95,2.295,2.29,0.695,1.57,2.22,-0.0143924,0.1243125,0.143797945,1.336225,-6.63
2,3.75,416.1,1.25759,-2.75,-14.04,1.53,80.38,84.845,-4.82,0.6,-3.87,0,0,-0.595,223.92,284.005,-53.99,1.93,2.22,2.295,0.695,1.57,2.22,-0.02255785,0.146118,0.1442321,1.43249,-6.635
2,4.25,416,1.181875,-2.75,-11.92,0.83,80.37,84.855,-4.94,0.6,-3.97,0,0,-0.615,225.07,283.095,-53.53,2.075,2.355,2.29,0.695,1.57,2.22,-0.0198116,0.142558,0.14541011,1.45825,-6.965
2,4.75,416.2,1.556105,-2.75,-10.52,1.14,80.38,84.745,-5.025,0.6,-4.14,0,0,-0.625,224.16,282.355,-54.17,2.015,2.355,2.35,0.695,1.57,2.22,-0.0189222,0.137631,0.13170687,1.51456,-7.205
2,5.25,416.6,1.05849,-2.75,-11.49,1.47,80.39,84.54,-5.16,0.61,-4.31,0,0,-0.605,222.57,281.59,-55.45,1.995,2.26,2.265,0.695,1.58,2.22,-0.0165262,0.133673,0.14100496,1.45946,-7.285
2,5.75,417.15,1.181505,-2.75,-12.44,1.54,80.38,85.025,-5.295,0.54,-4.26,0,0,-0.61,225.45,281.45,-55.46,2,2.405,2.385,0.69,1.575,2.22,-0.01867485,0.144294,0.14846784,1.45133,-7.42
2,6.25,416.7,1.192725,-2.75,-9.22,1.315,80.375,85.215,-5.32,0.495,-4.495,0.02,0,-0.625,223.57,281.36,-56.165,1.97,2.32,2.335,0.695,1.575,2.22,-0.0184285,0.1442505,0.15175358,1.477015,-7.51
2,6.75,416.3,1.0096895,-2.75,-7.54,0.78,80.405,85.39,-5.555,0.475,-4.49,4.265,0,0.145,225.06,280.665,-52.96,2.045,2.42,2.355,0.69,1.575,2.22,-0.0151811,0.12901,0.1428139,1.381115,-7.63
2,7.25,417.2,1.34738,-2.75,-12.645,0.675,80.425,85.24,-5.405,0.52,-4.715,42.315,21.45,5.245,221.03,281.105,-27.02,1.93,2.36,2.35,0.69,1.58,2.22,-0.0163242,0.1346085,0.1481495,1.392035,-7.445
2,7.75,416.1,1.025649,-2.75,-11.38,2.01,80.435,84.005,-5.035,0.65,-4.34,175.28,103.19,22.9,222.715,284.28,26.93,1.9,2.325,2.275,0.69,1.575,2.22,-0.0140864,0.1337805,0.16372243,1.10169,-6.65
2,8.25,414.4,1.36234,-2.75,-9.21,2.18,80.44,80.47,-3.88,0.97,-3.29,334.955,195.3,39.765,226.305,290.15,94.32,1.845,2.175,2.15,0.69,1.58,2.22,-0.0075005,0.128157,0.1731251,0.896452,-5.365
2,8.75,413.5,0.426166,-2.75,3.65,9.09,80.445,74.69,-2.265,1.435,-1.79,505.185,291.725,63.625,230.805,296.205,149.67,1.72,1.97,2.055,0.69,1.575,2.22,-0.007082145,0.1466905,0.20962253,0.8243745,-3.625
2,9.25,411.75,0.539428,-2.74,15.82,18.26,80.45,67.865,-0.03,2.1,0.12,661.585,382.065,92.19,235.215,305.525,209.165,1.605,1.885,1.95,0.69,1.58,2.22,-0.065859,0.257726,0.30751195,1.23761,-2.18
2,9.75,407.7,-0.22866,-2.74,54.42,14.225,80.44,62.36,0.86,2.89,1.85,821.07,449.945,115.645,241.335,315.49,251.82,1.35,1.585,1.63,0.69,1.58,2.22,-0.09764195,0.32444,0.402718965,1.48832,-0.43
2,10.25,404.8,-0.9083785,-2.74,78.47,20.43,80.44,57.06,1.095,3.37,3.45,942.115,524.565,137.845,246.03,319.555,272.935,1.46,1.555,1.57,0.69,1.58,2.22,-0.1727995,0.443952,0.53898423,1.86615,0.43
2,10.75,402.5,-1.42348,-2.74,109.61,33.6,80.43,53.065,1.5,3.775,3.52,1071.885,577.6,156.925,246.485,322.14,311.805,1.575,1.56,1.54,0.69,1.58,2.22,-0.219271,0.472287,0.584721555,2.17274,0.855
2,11.25,401.7,-1.680115,-2.74,114.88,32.07,80.405,48.225,1.935,4.19,3.9,1143.345,624.8,169.48,251.64,324.605,336.175,1.76,1.745,1.715,0.69,1.58,2.22,-0.230315,0.498456,0.65521309,2.155555,1.48
2,11.75,401.95,-2.08588,-2.74,132.715,38.42,80.37,46.135,2.475,4.52,3.85,1181.175,632.81,173.82,251.165,324.77,353.255,1.85,1.805,1.805,0.69,1.58,2.22,-0.2971345,0.578864,0.6746903,2.40727,1.85
2,12.25,400.95,-2.15487,-2.74,139.8,37.18,80.385,45.42,2.54,4.725,4.4,1196.315,647.55,164.455,253.205,326.28,359.375,2.03,1.97,1.98,0.69,1.58,2.22,-0.30914,0.5996685,0.723702015,2.517975,1.49
2,12.75,400.6,-2.20259,-2.74,141.93,27.96,80.355,44.38,2.635,4.735,4.555,1194.65,642.41,159.22,254.44,326.745,377.81,2.255,2.15,2.16,0.69,1.575,2.22,-0.330105,0.598294,0.774880165,2.619175,1.49
2,13.25,400.75,-1.63622,-2.745,129.96,38.405,80.32,43.135,2.625,4.86,4.69,1128.785,599.255,146.745,253.575,326.26,352.295,2.225,2.14,2.14,0.69,1.58,2.22,-0.3647135,0.623303,0.74142093,2.58199,1.41
2,13.75,400.55,-2.06596,-2.74,135.095,34.71,80.3,44.04,2.545,4.94,4.45,1058.635,560.435,123.55,258.145,326.63,330.24,2.21,2.005,1.995,0.69,1.58,2.22,-0.392744,0.623479,0.80958076,2.84697,1.46
2,14.25,400.55,-1.25995,-2.74,113.47,31.25,80.3,43.985,2.7,4.835,4.025,931.66,495.66,104.06,256.6,324.58,289.38,2.18,2.07,2.055,0.69,1.58,2.22,-0.345129,0.603287,0.763183485,2.42041,1.635
2,14.75,400,-1.14744,-2.73,99.32,29.74,80.32,44.835,2.505,4.96,3.86,812.17,430.255,83.82,256.595,323.245,254.79,2.365,2.16,2.195,0.69,1.575,2.22,-0.271856,0.5444,0.71849287,2.36618,1.295
2,15.25,399.6,-0.835766,-2.735,80.705,30.17,80.33,45.775,2.37,4.505,3.15,678.225,362.83,63.94,252.77,321.565,206.72,2.345,2.15,2.34,0.69,1.575,2.22,-0.299379,0.554615,0.683150175,2.639295,1.195
2,15.75,400.1,-0.28636,-2.735,58.82,23.38,80.33,45.69,2.05,4.41,2.865,505.81,274.13,44.535,253.065,319.38,145.635,2.425,2.385,2.34,0.69,1.58,2.22,-0.2743975,0.524476,0.63422348,2.24621,0.675
2,16.25,400.25,0.5584595,-2.73,32.16,24.14,80.33,47.62,1.9,4.25,2.84,340.32,185.645,28.185,252.155,316.39,66.84,2.365,2.235,2.32,0.69,1.58,2.22,-0.205857,0.457081,0.56805986,1.98971,0.435
2,16.75,400.5,1.1089925,-2.73,5.73,16.235,80.325,52.645,1.36,3.57,2.595,137.165,68.75,15.835,250.98,312.36,-0.545,2.71,2.585,2.615,0.69,1.58,2.22,-0.13733,0.371574,0.470979065,1.814595,-0.365
2,17.25,401.6,1.08101,-2.725,-15.96,9.76,80.3,58.63,0.755,2.95,1.5,37.93,13.765,4.11,248.08,310.725,-44.72,2.635,2.67,2.695,0.69,1.57,2.22,-0.053092,0.228368,0.31881343,1.57933,-1.165
2,17.75,403.6,0.6410965,-2.715,-14.84,5.28,80.31,67.39,0.34,2.42,1.44,4.32,0,-0.04,242.15,306.565,-70.485,2.71,2.755,2.745,0.69,1.575,2.22,-0.0275774,0.190719,0.21477989,1.51708,-2.08
2,18.25,406.3,1.49051,-2.725,-18.72,5.55,80.31,69.06,-0.56,2.01,0.3,0.025,0,-0.7,239.135,304.08,-68.42,2.725,2.835,2.715,0.69,1.575,2.22,-0.029132,0.183246,0.21859094,1.56821,-2.475
2,18.75,409.2,1.04443,-2.72,-14.6,2.845,80.34,71.855,-1.305,1.74,-0.05,0,0,-0.665,233.67,301.335,-67.585,2.57,2.82,2.7,0.69,1.575,2.22,-0.02400485,0.163457,0.21455792,1.51263,-3.04
2,19.25,410.1,1.18473,-2.72,-15.97,4.345,80.33,74.37,-1.55,1.47,-0.35,0,0,-0.625,232.945,299.68,-69.36,2.33,2.58,2.54,0.69,1.575,2.22,-0.0225247,0.172058,0.20926299,1.53706,-3.52
2,19.75,411.9,1.30162,-2.715,-13.72,3.155,80.36,77.01,-1.91,1.27,-0.79,0,0,-0.565,228.475,298.015,-67.015,2.245,2.575,2.65,0.69,1.575,2.22,-0.0253561,0.166068,0.17929808,1.44157,-3.705
2,20.25,412.1,1.04084,-2.715,-11.97,1.505,80.39,77.815,-2.065,1.18,-1.08,0,0,-0.61,229.095,296.755,-65.85,2.2,2.48,2.525,0.69,1.575,2.22,-0.0223385,0.156017,0.18146597,1.50544,-3.8
2,20.75,412.35,1.07859,-2.715,-10.43,1.99,80.37,78.875,-2.25,1.095,-1.345,0,0,-0.605,229.17,295.97,-67.135,2.085,2.285,2.4,0.69,1.575,2.22,-0.0235878,0.151502,0.185614035,1.428305,-3.945
2,21.25,412.7,1.45419,-2.715,-12.65,1.77,80.42,79.44,-2.455,1.07,-1.56,0,0,-0.63,224.38,294.71,-65.815,2.035,2.335,2.335,0.69,1.575,2.22,-0.0225917,0.148451,0.17854103,1.48754,-4.15
2,21.75,414,1.43957,-2.715,-12.325,1.8,80.43,80.925,-2.715,0.99,-1.83,0,0,-0.49,222.49,293.865,-63.11,2.015,2.26,2.32,0.69,1.58,2.22,-0.0225607,0.155814,0.16619296,1.43473,-4.37
2,22.25,413.75,1.60198,-2.725,-12.93,2.45,80.4,81.735,-3.06,0.95,-2.34,0,0,-0.55,222.46,292.885,-63.185,2.06,2.43,2.53,0.69,1.58,2.22,-0.0194496,0.155726,0.18431494,1.4003,-4.655
2,22.75,413.4,1.51442,-2.735,-13.13,0.98,80.45,82.81,-3.29,0.97,-2.59,0,0,-0.54,226.235,291.915,-61.275,2.195,2.43,2.59,0.69,1.58,2.22,-0.0265185,0.161365,0.16920313,1.42878,-4.89
2,23.25,413.5,1.328565,-2.74,-12.69,1.45,80.415,83.81,-3.24,0.8,-2.37,0,0,-0.61,225.16,291.17,-61.995,2.22,2.395,2.485,0.69,1.58,2.22,-0.0223688,0.150538,0.168206575,1.435465,-5.1
2,23.75,413.95,1.53827,-2.74,-14.24,1.97,80.42,84.17,-3.37,0.81,-2.55,0,0,-0.555,225.7,290.06,-58.295,2.13,2.37,2.37,0.69,1.575,2.22,-0.0201094,0.141021,0.16778409,1.50089,-5.345
3,0.25,411.85,1.3761,-2.215,-11.11,0.605,80.34,88.08,-2.75,0.53,-2.27,0,0,-0.525,250.37,295.825,-44.415,2.04,2.27,2.265,0.485,1.175,1.905,-0.0226235,0.145563,0.1789159,1.48105,-4.315
3,0.75,411.4,1.711815,-2.215,-12.92,0.695,80.33,88.235,-2.77,0.55,-2.89,0,0,-0.545,248.715,294.935,-48.305,1.98,2.265,2.32,0.485,1.16,1.905,-0.02386665,0.161658,0.17040188,1.44152,-4.5
3,1.25,411.4,1.63911,-2.215,-12.61,0.79,80.365,88.58,-2.845,0.525,-3.06,0,0,-0.55,248.7,294.1,-45.535,2.015,2.15,2.26,0.49,1.155,1.905,-0.0213007,0.152583,0.17991756,1.402085,-4.695
3,1.75,412.3,1.58964,-2.215,-13.45,1.08,80.37,89.055,-2.995,0.485,-3.3,0,0,-0.58,246.555,293.2,-42.665,2,2.33,2.34,0.49,1.145,1.905,-0.0231074,0.151738,0.172924925,1.40122,-4.97
3,2.25,413.4,1.44276,-2.21,-9.935,0.88,80.37,89.405,-3.185,0.43,-3.13,0,0,-0.55,241.185,292.465,-48.945,2.095,2.43,2.465,0.49,1.135,1.91,-0.01930325,0.145301,0.16312909,1.44261,-5.22
3,2.75,413.25,1.24032,-2.21,-10.84,0.265,80.34,89.805,-3.31,0.4,-3,0,0,-0.595,244.43,291.735,-45.175,2.085,2.425,2.45,0.49,1.135,1.91,-0.0192828,0.138386,0.16511299,1.45834,-5.37
3,3.25,414.8,1.448215,-2.21,-9.245,0.47,80.35,89.705,-3.335,0.4,-3.5,0,0,-0.605,251.38,291.065,-42.795,2.135,2.39,2.385,0.49,1.13,1.91,-0.0176366,0.142511,0.15345814,1.48534,-5.535
3,3.75,414,1.5573,-2.215,-18.48,1.24,80.325,90.29,-3.51,0.355,-3.37,0,0,-0.58,242.23,290.21,-46.565,2.2,2.385,2.435,0.49,1.13,1.91,-0.0196891,0.1378,0.15196747,1.516965,-5.595
3,4.25,414.7,1.34854,-2.215,-14.56,0.12,80.34,89.475,-3.67,0.35,-3.305,0,0,-0.57,233.935,289.95,-47.315,2.19,2.425,2.435,0.49,1.13,1.91,-0.0209797,0.1469465,0.141759425,1.452535,-5.71
3,4.75,414.9,1.645645,-2.22,-12.75,-0.515,80.335,89.74,-3.855,0.355,-3.525,0,0,-0.62,239.735,289.83,-43.7,2.11,2.375,2.385,0.49,1.13,1.91,-0.0146336,0.14128,0.155657485,1.503575,-5.735
3,5.25,415,1.41275,-2.22,-13.055,0.38,80.34,89.965,-3.97,0.34,-3.4,0,0,-0.625,234.145,287.675,-45.395,2.09,2.405,2.38,0.485,1.13,1.91,-0.016766,0.141268,0.14322395,1.48516,-5.945
