DOY2,HR2,TAU,H,LE,FC,SC,SH,SLE,WS,USTAR,T_SONIC,CO2,H2O,SW_IN,SW_OUT,LW_IN,LW_OUT,TA_1_1_1,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,TS_1_1_1,TS_1_2_1,VPD,PA
1,0.25,-0.173876268,-20.93272909,3.638422747,0.589563848,-0.0317295525,-0.8599835925,-1.0123381565,0.92696184325,0.12491543825,17.93982045,398.6336119,13.85281982,-1.6285,1.5455,345.85,391.4,16.015,16.015,15.21,83.4,88.9,19.295,19.4175,2.261153859,101.6179699
1,0.75,-0.164183655,-19.661888115,3.863818678,0.51496819225,-0.042555978,-0.907818513,-1.004131124,0.87134258625,0.11976723225,17.80203605,398.7535952,13.64944013,-1.663,1.5815,347.825,390.525,15.9875,15.945,15.17,83.75,90.325,19.285,19.3575,2.337595057,101.610524325
1,1.25,-0.170258963,-19.61967509,2.818968179,0.59565517075,-0.067352861,-0.8236595875,-1.569010004,0.87668149675,0.1141280985,17.55742995,398.618242425,13.421476835,-1.6725,1.44025,341.8,389.45,15.915,15.9325,15.01,84.6,90.1,19.19,19.3075,2.3798916335,101.599019375
1,1.75,-0.183983571,-20.261789495,2.66583574075,0.481105569,-0.083263055,-0.71676526775,-1.133349887,0.931403166,0.114100865,17.3623656,398.6474006,13.4811231325,-1.66275,1.50625,343.05,388.1,15.715,15.615,14.77,85.075,91,19.11,19.2675,2.26542858125,101.577067625
1,2.25,-0.18260608825,-20.0855484175,2.592947093,0.4676581265,-0.07855731125,-0.73512763025,-1.33808710075,0.95713896775,0.1209046615,17.219656425,400.2674271,13.03565896,-1.68975,1.486,345.275,386.95,15.535,15.5325,14.69,84.925,91.5,19.085,19.2175,2.252390546,101.566278775
1,2.75,-0.1886287455,-21.022780705,3.912116906,0.41928251775,-0.079935155,-0.76771819325,-1.458562767,0.975067092,0.12640889425,17.00136645,398.9532138,13.04524198,-1.69325,1.46,350.025,387.175,15.38,15.3725,14.64,85.625,91.1,19.0325,19.16,2.110115364,101.5572942
1,3.25,-0.1706056855,-19.6624881125,1.349330023,0.634013012,-0.057181653,-0.65159367625,-1.218693825,0.945274335,0.12979838575,16.8404946,399.0511081,12.99292395,-1.65025,1.3515,351.3,388.025,15.3125,15.2475,14.68,86,91.725,18.9875,19.1225,2.246986497,101.549394175
1,3.75,-0.172289505,-20.090383685,1.999309834,0.58752957225,-0.049117106,-0.60228269525,-1.5317758615,1.046492221,0.142860636,16.6958669,399.056215725,12.70083763,-1.59425,1.4315,348.475,386.425,15.2425,15.21,14.37,86.125,91.425,18.9075,19.095,2.233058941,101.5481435
1,4.25,-0.190596585,-20.9145958625,1.880488385,0.450319143,-0.04089234325,-0.59217696,-0.898093836,1.04226561825,0.133434451,16.690525775,399.24977465,12.70315193,-1.648,1.38925,350.075,385.8,15.13,15.1025,14.37,86.525,92.1,18.8775,19.0875,2.133215567,101.5442911
1,4.75,-0.161920593,-20.402463625,1.6216442505,0.44607797025,-0.055473739,-0.539217359,-1.091117495,1.032131097,0.131589887,16.6469532,399.75747475,12.79053378,-1.6055,1.27225,350,385.175,15.0575,15.1025,14.27,86.825,92.15,18.8075,19.0725,2.1360921985,101.5434372
1,5.25,-0.18922688425,-20.6308182475,1.40167363225,0.425276022,-0.077016644,-0.747773997,-1.2593970165,1.01054716575,0.14143091325,16.284316325,399.467666075,12.4058526575,-1.7185,1.28475,351.05,385.525,15.0075,15.04,14.41,87.5,93.225,18.7675,19.065,2.1062648405,101.533063425
1,5.75,-0.180008518,-19.3507805825,1.025004535,0.459266344,-0.04466515125,-0.637172262,-0.95617011825,1.00015369625,0.132878163,16.26153125,399.2063618,12.641463265,-1.62875,1.241,353.775,385.9,14.9625,15.01,14.29,87.25,93.425,18.72,19.07,2.03690122925,101.540069475
1,6.25,-0.189886402,-21.40961081,0.15433499075,0.475759176,-0.050154097,-0.665182301,-1.21356140425,0.976188407,0.13245284,16.3674791,399.3515587,12.49927202,-1.58875,1.30975,349.025,385.325,14.935,14.9725,14.19,87.15,93.725,18.705,19.0825,1.881833104,101.5565565
1,6.75,-0.1875096895,-20.93125615,1.44434686875,0.52697968925,-0.0759978605,-0.610519354,-1.16356525425,1.005914473,0.129985284,16.21703265,399.86473985,12.35637388,-1.62825,1.2395,351.275,384.8,14.96,14.965,14.03,87.675,93.625,18.68,19.0025,1.80800403975,101.5808179
1,7.25,-0.19420161725,-22.4366542775,0.8541795205,0.1441421455,-0.068091853,-0.6498911245,-1.25612190175,0.9706314265,0.149786432,16.322578725,400.5084972,12.33159038,-0.19525,1.50125,350.3,384.35,14.9925,14.8725,13.78,87.5,93.9,18.62,18.96,1.9890428305,101.595515425
1,7.75,-0.209048716,-17.32843877,0.9581346935,-0.17750355175,-0.071671976,-0.124024732,-0.88164062075,0.9973003985,0.1491232845,16.18638835,398.7021307,11.9834030125,20.5425,4.56275,349.875,386.15,15.155,15.12,13.95,87.175,93.825,18.595,18.86,2.3381699155,101.6278313
1,8.25,-0.235567542,-7.426140723,6.812429991,-0.561490911,-0.0298075505,0.6087098795,-0.176085806,1.0898467755,0.15083649,16.13874145,400.21148505,12.2512127775,66.83,11.3475,343.525,393.175,15.7725,15.9925,15.17,84.925,91.35,18.4475,18.73,3.98241185425,101.66924295
1,8.75,-0.280227049,1.43829780325,17.01955956,-1.606202517,-0.30578606525,0.9093057975,-0.2682372385,1.41850284275,0.21201222175,16.671360675,400.26092985,12.76025072,137.675,21.515,338.6,400.425,16.6475,16.8875,16.1,80.825,86.325,18.23,18.5025,5.41426866,101.70716595
1,9.25,-0.286245237,12.06756207,22.0709547575,-2.746909591,-0.263524778,1.3162729145,-0.577024391,1.48681197075,0.23021525775,18.2521153,401.002401,13.3195157825,207.625,29.8125,338.925,407.3,17.3625,17.91,17.02,73.7475,78.825,18.065,18.3425,6.56722643475,101.708910825
1,9.75,-0.295892396,26.397188235,30.88973225,-3.541111044,-0.2459029075,0.3617095375,-0.889387437,1.769586876,0.270559761,18.4470912,400.68801915,13.27795446,328.425,48.47,339.575,415.625,18.5525,18.88,17.85,68.5775,74.7625,17.94,18.165,6.926869889,101.7304399
1,10.25,-0.3521035005,44.9735088925,38.1237431025,-4.6684784475,-0.1809599435,0.014454795,-0.975971607,1.8627365435,0.302637283,18.42505585,400.6300315,13.1240280225,438.475,55.4475,340.375,420.275,19.2775,19.4375,18.87,64.5075,70.525,17.8375,18.055,7.9806810025,101.73750615
1,10.75,-0.3750756125,61.75244772,43.859199245,-5.507580354,-0.14069734825,-0.0693355335,-0.824298846,1.936658764,0.299510379,18.94007925,400.6720664,13.24435592,521.025,58.385,341.025,429.05,19.91,20.41,19.43,62.0525,66.8625,17.78,17.8825,8.61059737975,101.7369821
1,11.25,-0.363224394,60.03649739,55.59561722,-5.3109144775,-0.17852727325,-0.43850997975,-0.675577663,1.88890409,0.302419189,19.4612552,400.03548855,13.82220388,482.35,54.4625,345.5,434.675,20.2825,20.6025,20.02,59.3725,63.4475,17.79,17.905,8.709442838,101.7215201
1,11.75,-0.3626356345,72.1824321925,57.98439982,-5.416501991,-0.1703280185,-1.170138898,-0.693989135,1.9477306855,0.32593327925,19.4320377,398.7875239,13.954743585,481.15,54.395,349.5,437.85,21.1,21.725,20.53,58.37,61.9675,17.9625,17.935,8.446931592,101.70895855
1,12.25,-0.3637209535,78.8699777,54.50638467,-6.31825168125,-0.139255753,-1.103432499,-0.69901640725,1.993719468,0.3175885965,20.15528165,397.78840315,14.03819882,508.075,58.06,353.7,440.325,21.75,22.115,21.15,56.8675,61.6925,18.0125,18.02,8.3465819545,101.68008705
1,12.75,-0.352747621,85.32737498,69.0753009,-6.19620413675,-0.108351412,-0.56788328175,-0.9364495325,2.0101285405,0.3295400745,20.65364425,397.53762235,14.0708654475,542.775,57.99,354.075,442.825,21.9675,22.445,21.26,55.3975,60.315,18.2075,18.08,8.65073708525,101.64254245
1,13.25,-0.3622684845,76.92602276,71.73221381,-6.2887257515,-0.08436585025,-0.224824042,-0.7616527695,1.9938339365,0.3291238805,21.1440141,397.094712225,14.461886275,530.425,55.505,355.55,443.975,22.015,22.1725,21.58,54.8825,59.705,18.3675,18.165,9.2988472685,101.5993057
1,13.75,-0.345460707,77.6855242025,76.96204685,-6.1856138215,-0.0830129255,-0.413639489,-0.669640059,2.03444679,0.337717028,21.95266665,396.983677975,14.90147396,496.75,56.105,354.65,445.025,22.005,22.495,21.6,54.2375,60.3275,18.4975,18.245,9.737331034,101.5541721
1,14.25,-0.336581621,76.1158312,73.97090368,-6.039771477,-0.070019356,-0.2439852875,-0.7153025135,2.1574000665,0.347490272,22.4098273,396.432361775,15.21040076,489.625,53.5075,356.45,444.175,22.41,22.6525,21.93,53.6875,60.24,18.6925,18.4425,10.173094665,101.52437425
1,14.75,-0.345156517,71.93765946,72.30489538,-5.7774293345,-0.066729665,-0.65395728575,-0.6181468675,2.27600651925,0.35855346225,22.60174475,395.1606725,15.0483555725,394.45,45.3825,354.175,442.025,22.475,22.755,21.97,55.125,60.9425,18.895,18.6475,10.3568295475,101.49417785
