DOY2,HR2,CO2,FC,H2O,SC,H,LE,SH,PA,T_SONIC,PPFD_IN,TAU,USTAR,WS,G_1_3_1,G_2_3_1,LW_OUT,SW_IN,SW_OUT,SLE,RH_1_1_1,RH_2_1_1,TA_1_1_1,TA_2_1_1,VPD_1_1_1,VPD_2_1_1,LW_IN
1,0.25,397.606024005,3.86485587165,17.5104460165,1.0811816369,11.9507225480999,30.832536664,8.286728109875,97.4867941525,21.70484135,0.00205,-0.005092,0.46077417685,2.934289811625,-6.67185,-2.157525,407.0725,-1.416625,2.57715,16.492860333,92.421074056,91.7894884135,18.88454864,19.3206735475,14.160413806,18.0397206025,374.225
1,0.75,397.98991442,5.7319005786,17.06945601,0.616817475,-0.304781305199998,29.6870336625,8.51095669912498,97.4785247495,21.6106377425,0.002,-0.00788850000000001,0.475501512375,3.058885173925,-6.6141,-2.9141,406.525,-1.643675,2.40165,15.9572757488,92.5527818,92.386435246,18.539492035,19.17453025,12.91385903,17.988176944,375.3425
1,1.25,397.59945447,5.3270713732,16.76934098,1.3883507362,2.474913141375,27.1210876435,5.32146365262499,97.4505290615,21.4710424825,0.001525,-0.00667775000000001,0.431679637,3.094326770825,-6.677625,-3.16905,405.71,-1.029375,2.4769,11.586061538,92.079158082,92.944942212,18.828913885,19.2427322425,12.66120874175,17.705422228,371.5825
1,1.75,397.77918,5.450119386,16.513663699,0.660808895299999,-1.6148581326,38.29816834275,3.044477941225,97.43855654025,21.4755273225,0.002,-0.00541825,0.439319266325,3.259181027925,-6.696475,-3.6832,405.9025,-0.952500000000001,2.162375,8.4105863114,91.378323186,92.327333554,18.68336337,19.069742085,13.2019386205,17.907593417,372.2
1,2.25,397.85695317,3.78501997735,16.8371987155,0.639955994099999,-3.057427618,43.54680524675,6.6338755805,97.4435410565,21.24369774,0.003,-0.0066355,0.4884433059,3.14576133825,-6.696475,-4.0571,404.2,-1.2476,2.0449,8.33153320394999,91.0183444,93.8959508525,18.5632316325,19.0003749825,13.270845508,17.2255489975,367.9775
1,2.75,397.129406535,8.05628530329999,16.106038692,0.530933181549999,-3.4405485386,47.4779144519999,4.77856483995,97.4201847135,20.869584245,0.002525,-0.0101615,0.4316464981,2.89197434825,-6.696475,-4.368925,402.9975,-1.573075,1.847275,11.4228726435,93.308909168,93.2982517825,17.79714817,18.54310081,12.737866266,16.832386203,366.095
1,3.25,397.443196835,3.6386892326,16.2561949505,0.929094049749999,1.6727492922,34.060762142,3.998388617425,97.4148190655,20.604219135,0.003,-0.00515625,0.44590224045,3.23182518385,-6.73695,-4.61115,400.0675,-1.641475,1.984375,8.2492314138,93.346413464,94.248751144,16.90875,17.913368565,14.870516978,16.4164944745,364.98
1,3.75,397.242428025,6.33479316744999,15.9119869455,0.51519728365,-0.890782661700004,38.814806824,9.64026905919999,97.40378952975,20.7069930575,0.001,-0.00468150000000001,0.4636580879,3.179897827275,-6.8452,-5.231825,399.0275,-0.94525,1.8944,17.4857881275,93.537807046,93.941325596,16.891444195,17.87952043,15.14249111,17.2227841795,373.23
1,4.25,397.2388348,3.98962454165,16.149500709,0.28650388625,-1.28216861435,29.72571696375,6.7185166369,97.38490346275,20.863185345,0.001,-0.002539,0.464954774625,3.135838096275,-6.90075,-5.350625,399.1325,-0.53795,2.8587,12.045051031,94.08221921,95.4593025265,16.99639471,17.862166525,14.813679348,17.6248143495,372.3575
1,4.75,397.110952875,4.7917023129,15.85566375,0.4487685195,7.09587724999996,40.03972021,9.92155903984999,97.37802514175,21.6181000925,0.00362499999999999,-0.009749,0.507843096575,3.274587713775,-6.72885,-5.529825,397.42,-0.998850000000001,2.1018,10.3923614565,94.29926754875,94.8778499,17.16675,17.9022838875,13.65496071325,18.3728721345,371.35
