DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,0.11943225,1.599818,-1.85553375,18.334,415.977056,4.253634,2016.49575,0.18851825,1.88961575,-6.495341,-6.99225,90.2,96.7221505,1.10175,0.0135,18.396,12.745,2171.377,2055.2905,-0.21675
1,0.75,0.1770425,1.0635025,-1.8445275,16.29825,416.134179,4.346361,2037.0185,0.19353875,1.860458,-6.39155575,-6.866,90.875,96.742514,1.10225,0.0175,17.651,15.73,2167.216,2046.973,-0.063
1,1.25,0.0229855,1.249201,-2.397948,17.40725,416.09186525,4.25164775,2032.3005,0.190988,1.858005,-6.545641,-7.0595,91.275,96.728668,1.10525,0.0117585,19.62375,14.3925,2183.374,2053.37075,-0.04475
1,1.75,0.0671355,1.41034725,-1.41840375,15.77325,415.09882,4.30591,2034.091,0.185772,1.714976,-6.114656,-6.98025,91.25,96.730719,1.105,0.01925,16.56075,13.95175,2180.566,2050.9,-0.247
1,2.25,0.155951,0.779463,-1.619848,16.17025,415.21172,4.294551,2043.30325,0.192278,1.778846,-5.877523,-6.907,91.075,96.749186,1.10625,0.01825,18.38625,13.44025,2208.029,2047.801,-0.07075
1,2.75,0.0964295,1.77151,-1.84005125,14.9515,415.5319835,4.313374,2046.564,0.188803,1.8099485,-5.842789,-7.04075,91.4,96.73659,1.1055,0.021,21.499,13.124,2145.417,2048.617,0.04225
1,3.25,0.053704,1.780644,-1.489189,14.293,413.9999905,4.3089495,2039.01175,0.20467625,1.7565635,-6.05157525,-6.9705,91.7,96.698498,1.106,0.02025,14.0475,14.324,2188.737,2054.716,0.112
1,3.75,0.1210245,1.3344265,-2.9618215,16.1065,414.72281425,4.30918425,2021.451,0.1885665,1.82708525,-6.1288135,-7.19725,91.775,96.665294,1.106,0.01825,13.597,12.38875,2194.412,2052.64975,-0.1555
1,4.25,0.13242625,1.14172325,-1.124313,17.47225,414.289257,4.195528,2016.29725,0.194102,1.8680745,-6.12647975,-7.42025,91.675,96.656696,1.10425,0.01325,17.74,15.59,2179.276,2057.0705,-0.3665
1,4.75,0.108132,1.29289075,-1.0004465,16.079,414.009385,4.1595925,2020.6005,0.1943175,1.91026925,-6.20311625,-7.4405,91.6,96.674098,1.10125,0.01525,24.3005,14.372,2158.76175,2057.1265,-0.15375
1,5.25,0.04911625,1.7706185,-0.629733,21.102,414.08631075,4.23159575,2028.617,0.19027225,1.8852225,-6.246884,-7.33225,91.825,96.693098,1.09875,0.019,19.382,15.786,2161.68625,2057.5385,-0.129
1,5.75,0.07695125,1.602428,-1.52954225,17.46475,413.578945,4.230858,2017.989,0.189357,1.904977,-6.27438625,-7.26725,92,96.658705,1.09725,0.016,16.419,15.379,2146.39275,2055.8375,-0.2435
1,6.25,0.068104,2.03946,-1.605003,17.3195,414.827082,4.240236,2018.94775,0.184192,1.774604,-6.42981,-7.194,91.675,96.657707,1.094,0.027,16.2185,12.523,2143.126,2064.19725,-0.3145
1,6.75,0.0765965,1.720995,-2.21737875,20.2375,414.84610225,4.22303325,2027.66875,0.190648,1.808847,-6.2988225,-7.3645,91.875,96.665825,1.09175,0.03825,17.9445,14.1385,2130.80425,2049.52325,-0.3845
1,7.25,0.1822905,2.392349,-1.7317665,15.313,415.04163,4.144611,2051.021,0.180336,1.8344875,-6.533974,-7.40625,91.875,96.678216,1.09175,0.1505,17.486,12.03425,2144.68425,2049.10425,-0.095
1,7.75,0.098105,2.22383225,-1.2396505,17.45975,415.242804,4.0873085,2023.506,0.191358,1.8992235,-6.540669,-7.36275,92.075,96.667975,1.09025,2.7145,16.797,13.004,2153.12925,2047.078,0.94025
1,8.25,0.1660025,1.47250375,-0.703953,13.8035,414.92227525,4.1021995,2007.3795,0.196826,1.933749,-6.6304,-7.404,91.775,96.684594,1.0895,22.7975,17.1215,12.70975,2166.7705,2045.6255,10.5975
1,8.75,0.09181725,1.7401575,-2.23899625,19.007,415.3028375,4.062216,2013.69475,0.200455,2.0482365,-6.88661525,-7.3485,91.5,96.679895,1.0935,62.01025,17.6275,12.849,2136.90475,2044.41,25.215
1,9.25,-0.02587625,3.042092,0.415269,18.45525,414.7784285,4.0708495,2019.134,0.21711475,2.12880525,-6.663914,-7.2295,90.7,96.681808,1.09425,104.825,16.949,14.748,2095.87175,2040.505,59.385
1,9.75,0.0770595,2.989905,0.58487,20.53,414.41438975,3.9926525,1993.6315,0.2384985,2.1797355,-6.436048,-6.86775,89.375,96.6853155,1.09925,160.8,17.33275,14.986,2075.683,2036.3765,91.825
1,10.25,0.0903515,3.433107,1.49847675,12.05425,413.71253,4.000602,2002.986,0.2413065,2.3860215,-6.607476,-6.6645,87.7,96.67148375,1.10075,224.075,18.906,14.02725,2082.99875,2035.696,154.7
1,10.75,0.142781,4.3598655,2.860968,18.09075,412.798541,3.972709,1990.9105,0.248599,2.517551,-6.07511325,-6.141,86.275,96.66825675,1.0965,316.15,18.432,13.736,2080.22475,2033.4185,275.525
1,11.25,0.072826,5.791532,3.2229095,18.644,412.445565,3.964041,1992.232,0.25776,2.49139,-5.9626275,-5.67325,85.3,96.639701,1.091,389.05,19.308,13.887,2089.254,2031.22025,368.5
1,11.75,0.037873,6.667738,3.870783,17.584,412.60378625,4.003009,1989.19125,0.27131125,2.6263375,-5.681326,-5.38975,82.875,96.587354,1.09575,444.125,18.0395,13.966,2067.88875,2025.34175,358.025
1,12.25,-0.01675,7.864051,6.446864,20.075,412.8605,4.01807325,2001.7495,0.279046,2.6708585,-5.2294215,-4.81275,81.6,96.5236755,1.09075,445.25,16.818,13.778,2054.7065,2027.458,376.775
1,12.75,-0.0154965,7.3858435,5.5492715,21.4745,412.515429,4.03669425,1995.979,0.27054,2.643566,-5.175454,-4.631,81.05,96.506344,1.089,498.35,18.602,14.675,2054.50925,2027.21275,357.975
1,13.25,-0.038745,7.613757,6.222055,18.5585,412.30687275,4.052704,1988.0635,0.27410325,2.6263465,-4.652106,-4.55975,81.325,96.485584,1.087,469.6,16.93475,14.2565,2054.41375,2027.365,348.35
