DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.328353530995006,0.0304226421499016,34.515304848109,0.823660985012829,0.727709604434967,13.1690048031894,8.11348752997227,1.46732680415799,426.841798706006,6.50753682488208,429.319828006513,4.64917226192791,427.097985844974,5.66619340971858,429.801794468544,4.73010125098669,427.242243389222,5.65199722243507,429.538777581053,4.92984405912128,427.826281298921,5.49965379820962,430.880027943871,5.24855190177878,427.78518529838,5.70155222497349,13.3633934693575,7.60020602273905,1.84008578189884,12.208,10.895,5.318,6.56365999999999,5.9706,4.71232,6.163605,4.14953,84.17829,90.99025,6.09068,2.54299999999998,3.67,2.91599999999998,2.03,0.0244999999999999,3.4,-0.32,1.056,308.505,329.665,306.19,326.79,0.21,0.22,0.13,0.276,0.4,0.24,0.173,0.28,0.50569999999999,0.551499999999994,0.550599999999996,0.9927,1.9451,3.3532,5.6778,8.0433,9.768,0.812199999999987,0.732399999999989,0.8011,1.0682,1.8111,2.7185,4.58585,6.9859,8.3744,0.878499999999999,0.566699999999997,0.563,0.626399999999999,1.3695,2.27425,4.1385,6.7564,8.1689,1.01589999999999,0.688299999999991,0.732799999999999,1.175,1.7458,2.4879,4.38085,6.8555,8.5829,1.16012499999999,1.03992499999999,1.180475,1.548825,2.12405,2.814025,4.90085,7.1667,8.4758,2.00687499999999,4.11879999999999,2.482125,-5.2095
1,0.75,0.562386343709968,0.167766070180068,23.2682598436734,0.324710028382481,0.706204897661296,11.6201410368575,8.05453172519758,1.49920692726099,425.948456364372,6.30499115829204,428.524890418685,4.60269868913965,427.273970047952,5.73360781634611,429.335778578905,4.8307535258011,427.334341802355,5.79869981292604,429.954283238379,4.89561869242262,427.381659809504,5.67888169645172,430.440966074292,5.05607299180948,427.760850550758,5.44592832004429,13.0312828951336,7.21673064865023,1.6151308664486,12.09,10.78175,4.712,6.7792,6.34225,4.80014,5.40478,3.565875,84.154436,90.935,6.0459125,1.459,2.226,1.93499999999999,2.1,0.0104999999999998,3.46,-0.27,1.083,306.18,324.18,305.13,322.63,0.21,0.22,0.13,0.28,0.4,0.23,0.18,0.27,0.511299999999989,0.452399999999992,0.471799999999999,0.9996,1.9422,3.3502,5.6761,8.042,9.766,0.800099999999997,0.621599999999994,0.727699999999998,1.042,1.8066,2.7159,4.5824,6.9842,8.3724,0.930999999999994,0.579799999999992,0.561499999999999,0.590399999999999,1.3665,2.27155,4.1375,6.7551,8.1669,0.816,0.584499999999994,0.616999999999998,1.1454,1.7517,2.4855,4.379525,6.8528,8.5809,0.806749999999993,0.812499999999992,1.121525,1.538025,2.12415,2.812675,4.899525,7.1648,8.474475,1.8404,3.9259,2.3448,-5.63225
1,1.25,0.323708092142081,0.0539047146852501,23.1199721964808,1.32576470770691,0.669339208514768,18.4848022036181,10.5331016319516,1.49078179148851,425.473305311614,6.07081698892301,429.211098397238,4.58049920062694,427.331946492745,5.83517879377654,429.120241211316,4.62075081546135,427.00879859848,5.7063317040516,429.982162238089,4.63366729989832,427.440462322916,5.46657195176349,430.688327993616,5.02148932865273,426.732893143171,5.13624666757992,12.4541186583928,7.52352534809921,1.86136591854481,11.83,10.5625,5.046,6.75807,5.6629,4.6121775,5.3119,3.565595,84.136223,91.76025,6.27212999999999,1.63599999999999,2.496,1.995,1.93,-0.0777500000000001,3.48999999999999,-0.344,1.1515,302.345,326.31,304.6,325.73,0.21,0.22,0.13,0.29,0.4,0.23025,0.18,0.27,0.3293,0.329899999999999,0.374799999999999,0.976899999999999,1.9372,3.3468,5.6751,8.0403,9.7647,0.568899999999997,0.508099999999999,0.593699999999996,1.0094,1.8022,2.714,4.5804,6.9822,8.3704,0.779399999999997,0.542699999999993,0.486099999999998,0.5528,1.3622,2.268075,4.1355,6.7528,8.1653,0.481399999999995,0.439199999999999,0.527099999999996,1.1002,1.7592,2.4838,4.3781,6.8508,8.5796,0.457125,0.492724999999995,1.011375,1.492375,2.119225,2.81135,4.89785,7.162025,8.472475,2.712,4.3265,3.5334,-5.4195
1,1.75,0.287174941094532,0.244949284546676,15.3218583536675,1.0903176990339,0.714635758292814,5.83257725891672,12.6629052326198,1.61337533237308,428.391346818301,5.8465610697094,429.885026173564,4.60326566418214,426.982911886328,5.35207139468569,429.935390225083,4.53391317894923,427.13985680586,4.88606908500596,429.66811782693,4.54425988897646,428.453581644519,5.09001114212747,428.227832043134,5.27547350930988,426.873462961665,5.36546507604425,13.0947104416855,7.29825186950316,2.06908484892841,11.674,10.4085,4.914,6.343225,5.99625,5.1505,5.43611,4.1944825,84.152876,91.439,6.127,2.25899999999998,2.944,2.79799999999998,2,-0.105250000000001,3.4,-0.364,1.206,302.35,329.79,302.29,327.32,0.21,0.213,0.123,0.273,0.41,0.23025,0.17,0.27,0.198799999999998,0.179799999999997,0.306999999999996,0.9088,1.9309,3.3441,5.6731,8.039,9.763,0.626799999999995,0.525799999999999,0.561099999999998,0.9759,1.7981,2.7117,4.5787,6.9802,8.3684,0.640099999999999,0.466099999999999,0.400799999999997,0.5329,1.3575,2.2657,4.1345,6.7515,8.1633,0.537499999999992,0.381799999999999,0.523499999999999,1.0272,1.759275,2.4819,4.3771,6.8478,8.5776,0.454674999999999,0.24535,0.878599999999998,1.434225,2.110275,2.8119,4.89685,7.160025,8.4712,2.52895,4.0528,3.543,-5.18000000000001
1,2.25,1.17512759683741,0.0521013479115073,25.007837570255,-0.0624944605458921,0.644895677389839,13.490730032174,9.46704934366434,1.46730226888077,429.523284853772,5.5938549702835,430.860666014656,4.58413242550586,427.629336813255,4.83946078254469,431.090956123783,4.48889669813634,427.758026209691,4.88608607116751,430.983533615802,4.41302878137838,428.307050511232,4.70143531206193,429.017707291726,4.85829332343292,425.438773863871,5.438402911732,11.2920816959627,7.08194543481185,2.10444310036369,10.881,9.68224999999998,4.342,6.4466,6.14612499999999,5.62808,6.06006,4.3605325,84.16779625,90.11075,6.14671,2.83499999999999,3.158,3.442,2.13,-0.0912499999999996,3.46,-0.402000000000001,1.30075,302.855,330.835,302.92,329.79,0.21,0.22,0.13,0.27,0.4,0.23025,0.173,0.26,0.1984,0.160499999999997,0.256099999999994,0.854299999999999,1.9282,3.3431,5.6721,8.0373,9.761,0.612699999999998,0.493899999999999,0.5443,0.932499999999999,1.7953,2.7094,4.5767,6.9785,8.3671,0.6428,0.3989,0.329899999999999,0.4975,1.3543,2.2624,4.1332,6.7495,8.162,0.561399999999991,0.413499999999997,0.486799999999999,0.978199999999997,1.75165,2.4807,4.3758,6.8458,8.5766,0.49485,0.272299999999999,0.843849999999999,1.3846,2.104975,2.812,4.895525,7.15735,8.4688,1.8705,3.789,3.6015,-5.26724999999999
1,2.75,0.560465146222331,0.00672393542260203,20.3847684360668,-0.0170669636603722,0.641719415233539,7.88214951542346,7.91721903864466,1.48688116557249,430.055911626497,5.3928121029843,431.646979642438,4.66490491356367,428.235747812072,5.11362717787736,431.307440742283,4.67637837387302,428.699249903699,5.12673606236758,431.707836828269,4.63029606927674,428.464606084414,5.11162662627266,429.996434252737,4.68401541173971,425.743051785669,4.80143368183403,11.9860097062298,6.81139177751126,2.05107985027268,10.89,9.571,4.306,6.2971625,6.2267,5.6552,6.147,4.9209075,84.17042,90.633,6.12705,3.053,3.208,3.01499999999998,1.83,-0.14,3.2,-0.395000000000001,1.1055,304.79,331.62,304.5,331.53,0.21,0.23,0.13,0.27,0.403,0.23,0.18,0.27675,0.3609,0.1988,0.273699999999998,0.830799999999999,1.9262,3.3414,5.6704,8.0363,9.7597,0.5279,0.401699999999998,0.533199999999999,0.891799999999998,1.7911,2.7064,4.57685,6.9765,8.3648,0.717799999999997,0.389199999999997,0.3681,0.483899999999999,1.3476,2.2601,4.1315,6.7479,8.16,0.8298,0.4764,0.412999999999996,0.931199999999996,1.737475,2.4795,4.3745,6.8428,8.5746,0.4118,0.345649999999997,0.817474999999998,1.36035,2.103725,2.8118,4.89385,7.1564,8.4668,1.85165,3.0155,3.00012499999999,-6.17
1,3.25,0.335545626652918,0.112055970666797,20.3976747536657,0.801666626702842,0.639752782281402,5.98908587176099,9.1142766686805,1.82326555423101,430.436513390207,5.41548128867846,432.021008357318,4.87086256449103,429.004583507517,5.18453405021951,432.046952653069,4.62748624149348,429.357435545972,5.29725459964614,431.537936559113,4.61570551730857,429.645036330196,5.2363094028878,429.923847890636,4.75599906293442,425.233587300818,5.21559075053036,12.1324137156516,6.42939996703023,2.10651586630251,10.461,9.35049999999999,4.404,6.17662499999999,5.9337,5.25172,5.9461375,4.48255,84.1549375,90.565,5.90496,2.47299999999999,2.526,2.502,2.1,-0.0440000000000003,3.33,-0.345000000000001,1.19625,306.6275,328.16,303.56,327.44,0.21,0.22,0.12,0.263,0.4,0.23,0.17,0.27,0.481399999999998,0.274599999999999,0.327999999999999,0.8146,1.9321,3.3411,5.6684,8.0346,9.7577,0.8594,0.5776,0.517199999999999,0.897899999999998,1.7855,2.7034,4.57485,6.9755,8.3628,0.887299999999998,0.528599999999998,0.315299999999996,0.498099999999999,1.3532,2.2571,4.1302,6.7466,8.158,0.883799999999998,0.6492,0.495299999999999,0.884799999999995,1.7229,2.479,4.3735,6.8408,8.5726,0.601474999999998,0.457399999999999,0.814774999999997,1.364525,2.106175,2.8133,4.892175,7.153675,8.465125,1.8047,3.2216,3.5353,-3.61850000000001
1,3.75,0.27934080096925,0.166223131318314,13.7747703111858,3.85163644256328,0.647518207378502,28.0574959924739,6.75424761429331,1.56503486958025,430.636465647475,5.45888335320774,432.808427802455,4.84454834890765,428.814105216948,5.23661957040952,432.761393244665,4.79155645871704,429.058025641831,5.16072319741947,432.404383681205,4.87513842722457,429.231206748553,5.28340374985862,430.588651784741,4.63805686349235,425.789710286325,5.41949289326045,12.6986917245907,8.00710080520104,1.9566689171337,11.176,10.0015,4.936,7.3131375,6.8749,5.45138,5.4734,4.3570125,84.140605,90.456,6.20835,2.15399999999996,1.966,2.524,1.93,-0.00300000000000011,3.33,-0.372000000000001,1.4615,307.725,329.27,304.53,327.75,0.21,0.22,0.13,0.27,0.4,0.23,0.18,0.27,0.504799999999998,0.2858,0.298999999999998,0.8325,1.9349,3.3391,5.6674,8.0333,9.7567,0.832899999999998,0.653799999999999,0.566499999999998,0.904199999999998,1.7783,2.7007,4.573175,6.9735,8.3608,0.963699999999999,0.513599999999998,0.340699999999996,0.505099999999999,1.3544,2.2534,4.130125,6.744575,8.156,0.802899999999997,0.636299999999999,0.464899999999995,0.865699999999995,1.7108,2.4778,4.3722,6.8381,8.5716,0.56175,0.409674999999999,0.8211,1.349475,2.107825,2.8154,4.89085,7.151,8.463125,0.777749999999998,2.492475,1.883375,-3.80800000000001
1,4.25,1.2039013064079,0.593446153802742,19.2382203434884,3.6354350305651,0.627206706421144,6.25575304721096,10.8410111967162,1.74457132857499,430.669662342409,5.41698860195958,433.136756873139,4.91997438875967,429.2077544675,5.21388639004946,433.227942141486,5.01660896393091,429.397865456612,5.23206583643115,432.402541290292,5.00657041232764,430.534896299695,5.38775004756669,431.282378043873,5.02963015301362,426.526502588537,5.37325356221764,11.815366466212,7.55714875569591,1.82235800994366,10.42375,9.30099999999999,4.304,6.945825,6.3976,4.61286,5.567685,3.96378,84.137555,91.69,5.81475,3.146,3.244,2.67899999999998,2.1,0.02375,3.4,-0.385000000000001,1.73625,308.705,329.19,307.53,328.51,0.203,0.22,0.123,0.263,0.4,0.23,0.173,0.27,0.418899999999997,0.277899999999998,0.334199999999999,0.8381,1.9385,3.3384,5.6657,8.0316,9.7547,0.826099999999992,0.628899999999997,0.5662,0.906999999999999,1.7695,2.698,4.5704,6.9718,8.3588,0.893299999999995,0.5668,0.255099999999999,0.463099999999999,1.351,2.251425,4.1272,6.74325,8.154,0.746,0.622199999999999,0.469499999999997,0.882199999999996,1.6936,2.4766,4.3712,6.8351,8.5696,0.506324999999999,0.399775,0.874674999999997,1.3139,2.1001,2.81775,4.88985,7.149,8.461125,1.421925,1.91545,2.31885,-4.36625
1,4.75,0.420452590419163,0.228597263504543,13.1650986154508,3.41923361856693,0.570805609175242,7.02805248900002,5.310282517349,1.510030544034,430.763640818488,5.88453845733943,431.609845393852,4.94117474913407,429.878554303667,5.26727058113831,431.853460771195,4.9593719066325,429.898988129813,5.19968590353764,431.536664300292,5.01503249438653,430.391983983525,5.05506941442875,430.864311412349,5.07666244202277,426.676743005985,5.3423768418028,11.0300246451937,7.62613172507461,2.18071360014915,9.89624999999999,8.76949999999999,4.174,7.182025,6.67519999999999,5.10988,5.79032,3.87696,84.137837,93.319,5.9896,3.27399999999998,3.84,3.65799999999999,1.96,0.01125,3.33,-0.365000000000001,0.993,308.575,331.215,308.36,330.74,0.21,0.213,0.13,0.27,0.41,0.23,0.17,0.27,0.486599999999998,0.357499999999997,0.454299999999999,0.8495,1.9358,3.3367,5.6647,8.0303,9.7527,0.762099999999994,0.628399999999998,0.549099999999999,0.909899999999999,1.7621,2.6956,4.5684,6.9705,8.3575,0.822099999999997,0.5238,0.278699999999999,0.4529,1.3469,2.24875,4.127125,6.740925,8.1527,0.902499999999995,0.697599999999994,0.443299999999998,0.873299999999996,1.6795,2.476,4.3699,6.8331,8.5676,0.576724999999997,0.511249999999996,0.871224999999995,1.282425,2.090375,2.817275,4.88785,7.146325,8.459125,0.883799999999998,2.0282,1.07805,-0.48
