DOY2,HR2,USTAR,TA,WS,FC,H,LE,TS_1,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,CO2,FCH4,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.1319101495,-25.7125,2.029592,0.099803468,-3.711632472,0.002373247,-7.9999,72.99843,94.737,0.15318894,-1.1175,0.339641,-0.5002,-0.073,0.0665,191.655,203.17,1.826208994,-3.90875,-4.5857395,-2.9105365,-3.565314,371.3542431,9.918817,-2.573641,-2.002733,-1.582693,-0.7901806,-0.461293,-3.307164,-2.689662,-1.906837,-1.357546,-1.083891,-4.081972,-3.645733,-2.677583,-2.264346,-2.086018,-2.014587,-1.758329,-1.741912,-0.8701453,-0.6123666
1,0.75,0.140140163,-25.039,2.0858465,0.089686836,-0.1495925305,0.01867141,-7.9993,73.289285,94.747,0.15151447,-1.626216,0.31607835,-0.51305,-0.0485,0.13,191.44,204.36,1.7628036785,-3.9284,-4.368104,-2.7861,-3.549,369.6273353,11.0817615,-2.610765,-2.163256,-1.640414,-0.7173081,-0.4321998,-3.2850445,-2.741216,-1.997662,-1.400865,-1.117367,-4.082435,-3.6967055,-2.634499,-2.3104765,-2.1586045,-2.0881575,-1.8189155,-1.7419435,-0.92674245,-0.64379715
1,1.25,0.164693979,-24.672,2.149398,0.085993827,-2.5632448055,0.075478922,-7.9963,73.84,94.7745,0.15639591,-1.9541255,0.37366165,-0.568015,-0.061,0.1875,190.435,204.95,1.891740105,-3.9161,-4.338995,-2.7856,-3.538,369.7728894,6.3040685,-2.6758655,-2.0963825,-1.745745,-0.76318305,-0.53079625,-3.453005,-2.7178695,-2.075426,-1.481777,-1.184052,-4.2646535,-3.8872315,-2.590671,-2.3313255,-2.139808,-2.166031,-1.905789,-1.9306105,-1.041172,-0.96297245
1,1.75,0.1397936395,-24.598,2.226476,0.000396542,-0.028395292,0.0003978965,-7.9948,73.47961,94.7835,0.1558282,-1.4121265,0.360195,-0.67636,-0.0855,0.193,191.52,203.15,1.918782236,-3.9227,-4.305842,-2.7922,-3.528762,371.3716213,11.9987745,-2.6669265,-2.1431915,-1.7473065,-0.82713955,-0.6226173,-3.539432,-2.927143,-2.066163,-1.590677,-1.317301,-4.317672,-3.941165,-2.681923,-2.328329,-2.1003125,-2.24903,-1.993203,-1.991685,-1.184029,-1.0036733
1,2.25,0.1239414225,-24.64779,2.0281,0.054956939,-0.002809665,0.0146,-8.001,73.101,94.779,0.160090145,-1.33185,0.32164,-0.7485,-0.073,0.1605,192.455,202.58,1.920072525,-3.939,-4.314111,-2.819,-3.5228,371.78511585,9.724331,-2.6663355,-2.1211005,-1.722514,-0.8955464,-0.6051739,-3.4578175,-2.8467635,-2.1677635,-1.5997345,-1.3316845,-4.359108,-3.9613825,-2.776751,-2.409127,-2.353899,-2.24615,-1.9930455,-2.0163755,-1.2469,-1.0688455
1,2.75,0.1370291935,-24.787,2.017127,0.0822941495,-4.722621997,0.004303386,-8.0076,73.266,94.76954,0.16022611,-1.3403,0.31959,-0.751115,-0.063,0.187,192.005,201.635,2.051258682,-3.941421,-4.364655,-2.8067,-3.5074,371.5108538,16.118145,-2.536289,-2.1234765,-1.7632905,-0.8901874,-0.62466345,-3.3974765,-2.7981535,-2.0991575,-1.5912445,-1.3609685,-4.3448405,-3.958802,-2.849332,-2.4140135,-2.275438,-2.2281725,-1.9764225,-2.045323,-1.2687435,-1.0164034
1,3.25,0.147488363,-24.894,1.8974145,0.04588105,-0.023975582,0.000407684,-8.0145,73.104,94.761455,0.1616628,-0.8765,0.34844445,-0.659395,-0.056,0.0575,192.48,201.975,1.982438559,-3.9599,-4.413171,-2.8084,-3.512764,369.610167,14.7810065,-2.529527,-2.0878795,-1.7681085,-0.9359972,-0.64513275,-3.462258,-2.804108,-2.1664105,-1.608351,-1.3714305,-4.3601735,-3.90944,-2.7558875,-2.3453915,-2.1812,-2.2291775,-2.0240785,-2.1028145,-1.277154,-1.0554025
1,3.75,0.128174411,-24.59867,1.917613,0.001202749,-0.025973432,0.00041679,-8.0205,73.105525,94.752,0.1585,-1.237559,0.32374655,-0.5863176,-0.0615,0.172,191.01,202.74,2.047229298,-3.959649,-4.435109,-2.8111,-3.5139,369.74877745,13.443868,-2.5570985,-2.086971,-1.7131435,-0.8581715,-0.58701405,-3.4423825,-2.7908005,-2.204276,-1.555721,-1.335912,-4.3141305,-3.794402,-2.681842,-2.258064,-2.088204,-2.290022,-2.0340835,-2.006172,-1.252036,-1.046203
1,4.25,0.143971868,-24.709,2.051057,0.052202674,-0.012376985,-7.12e-05,-8.0293,73.5065,94.80363,0.15526732,-1.194038,0.34442105,-0.6694553,-0.0505,0.184,193.045,202.99,1.630462417,-3.961737,-4.400669,-2.8098,-3.516075,369.9960917,7.13198,-2.421571,-2.0430805,-1.6329585,-0.7802252,-0.53266345,-3.3840525,-2.7271665,-2.117223,-1.5165105,-1.294196,-4.281772,-3.796994,-2.6658125,-2.297488,-2.134531,-2.125707,-1.9321135,-1.9900345,-1.201132,-1.0109955
1,4.75,0.1314521585,-24.847,1.9793,0.073766238,-0.0004262845,0.0338,-8.0335,73.234,94.7225,0.1559,-1.3472105,0.30044,-0.56567,-0.067,0.1495,193.695,202.195,1.988112703,-3.96616,-4.368515,-2.8105,-3.514473,371.5983329,9.020793,-2.503163,-2.0070755,-1.6252065,-0.78233405,-0.51044575,-3.229697,-2.7087095,-2.006452,-1.504263,-1.217909,-4.1439565,-3.848085,-2.6017225,-2.309405,-2.161575,-2.039529,-1.888617,-1.934043,-1.0884185,-0.80204335
1,5.25,0.1348192985,-24.872,1.9783,0.046114738,-0.003998675,0.0009508615,-8.0415,73.72537,94.761985,0.15345032,-1.4853005,0.376415,-0.51402,-0.068,0.141,191.575,201.05,1.843590444,-3.96934,-4.3819,-2.8131,-3.513136,370.6373104,10.146097,-2.444866,-2.038715,-1.628563,-0.72558045,-0.4528798,-3.287095,-2.666881,-1.934474,-1.4781705,-1.1955855,-4.0233595,-3.790161,-2.6301305,-2.234254,-2.07217,-2.040839,-1.8006815,-1.831207,-0.94550185,-0.72672465
1,5.75,0.119682645,-25.0385,1.843841,0.088694526,-2.625120967,0.000308933,-8.0112,73.416745,94.756165,0.16845,-1.896,0.346995,-0.55694745,-0.054,0.009,191.045,200.59,1.594818341,-3.9600205,-4.4614,-2.83452,-3.521961,369.4447555,7.825173,-2.452534,-1.9700295,-1.6322075,-0.7456687,-0.45442035,-3.2584095,-2.6356415,-1.9421865,-1.530835,-1.1392115,-4.167518,-3.764873,-2.649724,-2.1750665,-1.968579,-1.9962235,-1.7448095,-1.841233,-0.8911741,-0.6613955
1,6.25,0.11064,-24.6475,1.920765,0.078613765,-3.988703416,0.00104195,-8.0126,73.32656,94.74009,0.162122915,-1.3573085,0.338635,-0.656175,-0.0555,0.071,191.53,200.325,1.8001799905,-3.9442555,-4.48275,-2.8305985,-3.5054845,368.6070779,10.047212,-2.4829835,-2.0261675,-1.602424,-0.7162253,-0.49258445,-3.253857,-2.598012,-1.990427,-1.4957305,-1.1768715,-4.1676985,-3.8182355,-2.702469,-2.2635995,-2.0400215,-2.0139445,-1.7602365,-1.848377,-0.8723091,-0.70970695
