DOY2,HR2,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1,TS_7_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,PPFD_IN_2_1_1,WS_2_2_1,T_SONIC_2_2_1,WS_2_1_1,T_SONIC_2_1_1,NETRAD_2_1_1,TA_2_9_1,TA_2_7_1,TA_2_6_1,TA_2_5_1,PPFD_IN_2_5_1,PPFD_IN_2_4_1,PPFD_IN_2_3_1,PPFD_IN_2_2_1,WS_2_3_1,T_SONIC_2_3_1,SW_IN_2_2_1,SW_OUT_2_2_1,LW_IN_2_2_1,LW_OUT_2_2_1,NETRAD_2_2_1,T_CANOPY_2_1_1,T_CANOPY_2_1_2,CO2_2_9_1,H2O_2_9_1,CO2_2_7_1,H2O_2_7_1,CO2_2_6_1,H2O_2_6_1,CO2_2_5_1,H2O_2_5_1,CO2_2_4_1,H2O_2_4_1,CO2_2_3_1,H2O_2_3_1,CO2_2_2_1,H2O_2_2_1,CO2_2_1_1,H2O_2_1_1,TA_2_4_1,TA_2_3_1,TA_2_2_1,TA_2_1_1,VPD_2_9_1,VPD_2_7_1,VPD_2_6_1,VPD_2_5_1,VPD_2_4_1,VPD_2_3_1,VPD_2_2_1,VPD_2_1_1,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,WS_1_1_1,PA_1_1_1,NETRAD_1_1_1,TAU_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,CO2_2_8_1,H2O_2_8_1,T_SONIC_2_5_1,TA_2_8_1,PA_2_1_1,RH_2_1_1,VPD_2_8_1,WS_2_5_1,USTAR_2_1_1,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1
1,0.25,22.9525,22.9025,24.385,23.57166665,23.205,24.5125,21.91333335,22.58416665,23.0566667,23.01,-0.95016665,-1.02216665,-1.0745,-1.5085,-1.10141665,-0.89133335,-0.331,0.4191667,21.01,0.57275,21.295,-3.99108335,21.46666665,22.24833335,21.7733333,20.9083333,-0.668,0,-0.668,0,0.58925,21.57166665,0,0.407,415.3782096,422.42384475,-4.18508335,19.135,21.34416665,401.1055,24.88598045,401.1236681,24.96475,401.0327681,25.01077545,401.0890681,25.07467545,401.2635681,25.14424545,401.6671681,25.19776045,401.5713681,25.222725,409.8657681,25.63489045,21.177925,21.184345,21.19843,21.01745,2.925694,3.397578,2.821702,1.51859,1.351981,1.491198,1.3120515,0.838248,20.914405,95.4127608,21.4007583,94.554,1.10892445,97.487016665,-6.7215104,-0.1258848,-6.8155805,0.2745622,0.7133619,394.2703993,23.7882931,24.1472196,22.0095474,95.25499815,84.0737599,4.223276387,1.2369779,0.3354993,0.826596879,0.617904362,0.399192059
1,0.75,22.945,22.88166665,24.37833335,23.56916665,23.2008333,24.49083335,21.8491667,22.5616667,23.03333335,22.99416665,-0.97833335,-1.0865,-1.20908335,-1.7135,-1.21675,-0.99383335,-0.3325,0.46708335,20.9825,0.549,21.3625,-4.81508335,21.39416665,22.2058333,21.845,20.915,-0.70325,0,-0.66525,0,0.5291667,21.5083333,0.0016667,0.407,414.982032,422.25683175,-4.68066665,19.12,21.325,401.0851181,24.94675,401.0315181,24.9716109,401.0033681,24.99847,401.0889681,25.0420309,401.1638681,25.0644,401.4608681,25.13464,401.9494681,25.1845609,410.206,25.59619,21.12816,21.1465,21.12495,20.9238,2.826756,3.5148,2.9110075,1.648533,1.337037,1.329811,1.2068485,0.943559,20.8242442,95.7267267,21.3737867,94.3667517,1.0602983,97.44931667,-6.85061735,-0.1237179,-7.4596136,-0.0386675,0.7159417,394.4239846,23.7452375,24.3026657,22.0768882,95.23418794,83.4451606,4.28681126,1.0223917,0.333611,0.808050308,0.646855162,0.39612498
1,1.25,22.9325,22.8583333,24.37,23.5625,23.19833335,24.47166665,21.8291667,22.54333335,23.01916665,22.975,-1.03966665,-1.1390833,-1.25191665,-1.6355,-1.34766665,-1.1379167,-0.3218333,0.51333335,20.84416665,0.623,21.23333335,-5.53133335,21.4066667,22.1775,21.7083333,20.895,-0.668,0,-0.53175,0,0.5798333,21.4416667,-0.0431667,0.43741665,414.00484845,421.5559653,-5.00558335,19.16916665,21.22,401.3760181,24.8016909,401.55093405,24.8473109,401.42298405,24.8165409,401.63808405,24.8887009,401.82008405,24.92287,401.91913405,24.96325,402.35338405,24.98059,410.50108405,25.51972,21.0302,21.0311,21.04467,20.88,2.8415465,3.35791,2.966357,1.7498765,1.431106,1.416105,1.23639,0.859604,20.74170085,95.388495,21.283725,94.17087,1.21168,97.4164525,-6.70465525,-0.1251733,-8.1317146,-0.456757,0.6604107,394.3943159,23.3507696,24.2124007,21.9371485,95.19798255,82.0710133,4.559156874,1.1143678,0.3345216,0.839362854,0.682372479,0.420526694
1,1.75,22.91416665,22.83416665,24.36416665,23.55583335,23.19583335,24.4425,21.79666665,22.5325,23.0025,22.95333335,-1.22208335,-1.1923333,-1.35975,-1.6543333,-1.45766665,-1.2768333,-0.3271667,0.478,20.80666665,0.60225,21.15,-4.7324167,21.3175,22.15666665,21.555,20.8933333,-0.668,0,-0.66241665,0,0.5731667,21.435,0,0.42325,414.6733361,421.579694,-4.68583335,19.42,21.1475,401.87428405,24.61518,401.87103405,24.6456309,402.00298405,24.64789,401.95693405,24.7066309,402.1411181,24.72841,402.2765681,24.79887,402.3650681,24.89237,410.5503,25.2553,20.95265,20.98135,20.99799,20.8417,2.882307,3.564945,2.9862095,1.62295,1.4426965,1.401258,1.326036,0.772771,20.62166165,95.18885,21.25464165,93.733575,1.1154167,97.395089165,-7.2681282,-0.107679,-6.6819748,-0.1770232,0.3954792,394.5912847,23.2578111,24.0546393,21.8435057,95.17555217,83.15318,4.374315982,1.1133173,0.3093912,0.827175616,0.64343943,0.400357715
1,2.25,22.895,22.8116667,24.35916665,23.55333335,23.1933333,24.42583335,21.7341667,22.5075,22.97666665,22.94,-1.304,-1.24966665,-1.46783335,-1.8316667,-1.491,-1.3455,-0.3153333,0.47483335,20.6925,0.56791665,21.0433333,-4.0855,21.28166665,22.2,21.545,20.8983333,-0.668,0,-0.668,0,0.6051667,21.3933333,0.00058335,0.43466665,413.22942465,421.3258129,-6.05433335,18.95333335,21.1708333,401.80178405,24.54711,401.8120181,24.58453,401.8909181,24.5979009,401.7856681,24.68971,401.8682181,24.6943009,401.8009681,24.79543,402.1618681,24.8155509,410.85815,25.2383909,21.0202,21.00966,20.99079,20.7636,3.17759,3.57746,3.131046,1.674612,1.5737045,1.656002,1.300669,1.001524,20.57099415,95.6920117,21.1755983,93.9473233,1.1206844,97.374465,-7.4594711,-0.125806,-7.6454071,0.3520814,0.6070022,394.5812927,22.8972892,24.134825,21.9697979,95.16503477,82.2200165,4.620859419,1.0162327,0.3367861,0.772062044,0.624666711,0.393484053
1,2.75,22.8625,22.78333335,24.35333335,23.54083335,23.1875,24.39833335,21.7025,22.4808333,22.96666665,22.93,-1.4085833,-1.32066665,-1.478,-1.9771667,-1.61375,-1.44775,-0.3105,0.47608335,20.7933333,0.533,21,-4.17391665,21.26,22.05083335,21.48,20.8266667,-0.66616665,0,-0.668,0,0.5973333,21.3283333,-0.00733335,0.44416665,413.52365265,421.01963035,-5.97433335,18.89583335,21.11083335,402.04108405,24.5433609,401.9864181,24.5557409,402.0801,24.55917,402.3295181,24.6032309,402.48453405,24.6237709,402.44388405,24.6647309,402.5612181,24.5842,410.89535,25.22723,20.97521,20.97551,20.9073,20.7557,3.060286,3.5983825,3.081112,1.932447,1.650222,1.6359815,1.469391,0.695684,20.44046,96.054865,21.09952665,93.8244183,1.0998323,97.36177,-7.9074398,-0.1119177,-3.96000745,0.2641966,0.4618905,394.8291348,22.8983342,24.0671483,21.8458979,95.14362882,82.4835162,4.514660099,1.0045171,0.3162968,0.703443743,0.592507721,0.385438971
1,3.25,22.785,22.7616667,24.345,23.52916665,23.1825,24.3775,21.655,22.45833335,22.94083335,22.90583335,-1.5094167,-1.3876667,-1.6074167,-1.9813333,-1.72266665,-1.63416665,-0.299,0.47075,20.625,0.5085,21,-5.0958333,21.105,22.0725,21.36,20.7433333,-0.62091665,0,-0.63191665,0,0.541,21.245,-0.0675,0.4995,412.70698525,420.5033438,-5.73958335,19.2825,21.00916665,402.2367181,24.3847609,402.3024181,24.3999609,402.3533681,24.4083109,402.4120681,24.4335109,402.5089681,24.4530209,402.75068405,24.52391,402.6846181,24.34642,411.04908405,25.23169,20.92298,20.92286,20.84877,20.7563,3.004286,3.69052,3.0921315,1.298178,1.473241,1.537367,1.503897,0.75677,20.4129425,95.43073,21.01693165,93.8270383,1.0675,97.361611665,-7.6005378,-0.1187873,-7.10486335,0.7485105,0.7140885,394.8464498,22.9744641,24.0780171,21.7815172,95.15832934,83.3023114,4.363875548,1.0028486,0.3261955,0.710707113,0.638279171,0.386940564
1,3.75,22.7733333,22.7308333,24.34,23.51666665,23.1725,24.35833335,21.635,22.4408333,22.9208333,22.86166665,-1.72425,-1.53283335,-1.67208335,-1.9881667,-1.78941665,-1.7095,-0.2973333,0.48041665,20.78083335,0.5025,21,-4.90975,21.12166665,21.94166665,21.35,20.6816667,-0.5605,0,-0.668,0,0.5305,21.1816667,-0.0375,0.55383335,412.8403455,420.19544375,-4.82575,18.9775,21.02333335,401.8074681,24.15554,401.7789681,24.19216,401.9575181,24.22474,402.0370681,24.28167,402.3333181,24.37606,403.29028405,24.4501,403.1099181,24.48819,411.37615,25.2517909,20.85866,20.83202,20.84293,20.7164,2.9863025,3.6386345,2.925371,1.3587215,1.779177,1.694554,1.521815,0.880044,20.40649835,95.9311617,20.98589415,94.6279483,0.91884,97.371339165,-7.48531625,-0.1126957,-5.5755189,-0.2794846,0.5205681,395.0147562,23.027008,23.9503765,21.7327958,95.16236318,81.2264711,4.690390023,1.0505156,0.3187793,0.711145625,0.678218623,0.401875603
1,4.25,22.7366667,22.71083335,24.345,23.5025,23.1683333,24.33,21.625,22.4175,22.9025,22.8408333,-1.70758335,-1.6075,-1.7395833,-2.0586667,-1.8773333,-1.80325,-0.2973333,0.4509167,20.57333335,0.496,21,-4.0184167,21.06,21.895,21.3983333,20.7433333,-0.64866665,0,-0.668,0,0.5431667,21.0916667,0.00058335,0.43641665,413.8958972,420.59325725,-3.976,18.6525,20.9658333,402.3075,24.18198045,402.5576,24.20791545,402.5645,24.2080459,402.5146,24.29863,402.8579,24.22184545,403.2243681,24.32416545,403.0745,24.36967,411.987,25.09386045,20.82471,20.82676,20.77332,20.697015,2.846928,3.482271,2.90307,1.38984,1.778509,1.634938,1.4565665,0.8971435,20.3666483,96.7359283,20.95821335,95.2342517,0.94,97.389578335,-6.6311295,-0.1119642,-5.7372427,-2.7142092,0.5031524,395.347981,22.8615631,23.8892273,21.723529,95.18505358,82.9318828,4.468862864,0.9706911,0.3158738,0.704647075,0.598571967,0.385533008
1,4.75,22.73083335,22.6875,24.34,23.5016667,23.1625,24.3116667,21.55666665,22.4,22.8775,22.83166665,-1.7831667,-1.70316665,-1.845,-2.1785,-1.993,-1.7875833,-0.2905,0.47391665,20.63666665,0.5015,21,-4.8609167,21.1483333,21.9408333,21.3466667,20.7733333,-0.657,0,-0.657,0,0.4755,21.1616667,0.0034167,0.43908335,412.191435,420.77824375,-5.4926667,18.66083335,21.0625,402.5445,23.92716545,402.5431,23.930735,402.6539,23.980265,402.5691,24.07755,402.7438681,24.08504,403.0796681,24.15562,403.1291681,24.24519,412.1748,24.99744045,20.851315,20.89359,20.846985,20.63504,2.710551,3.423909,2.947061,1.335061,1.740913,1.6161065,1.33843,1.110379,20.375755,96.6607133,20.94006,95.1201983,0.9398744,97.400976665,-6.8570942,-0.1199621,-8.4949301,-0.2607725,0.2733146,395.1145155,22.8547824,24.0567732,21.8765598,95.20375289,81.0893322,4.881508386,1.0003259,0.3275151,0.719171954,0.6496262,0.407713257
